date,자녀증여세
2020-03-20,31.65089
2020-03-21,30.0736
2020-03-22,27.44479
2020-03-23,38.80126
2020-03-24,30.54679
2020-03-25,34.80546
2020-03-26,34.22712
2020-03-27,34.12197
2020-03-28,29.8633
2020-03-29,28.39116
2020-03-30,32.33438
2020-03-31,31.1777
2020-04-01,30.12618
2020-04-02,37.32912
2020-04-03,28.60147
2020-04-04,26.23554
2020-04-05,25.92008
2020-04-06,34.33228
2020-04-07,29.70557
2020-04-08,36.4879
2020-04-09,30.0736
2020-04-10,27.12933
2020-04-11,27.23449
2020-04-12,32.80757
2020-04-13,33.1756
2020-04-14,28.70662
2020-04-15,25.44689
2020-04-16,31.07255
2020-04-17,32.64984
2020-04-18,27.8654
2020-04-19,25.92008
2020-04-20,36.85594
2020-04-21,40.01051
2020-04-22,43.58569
2020-04-23,38.27549
2020-04-24,31.70347
2020-04-25,30.59936
2020-04-26,28.18086
2020-04-27,39.06414
2020-04-28,37.01366
2020-04-29,33.85909
2020-04-30,29.81072
2020-05-01,27.76025
2020-05-02,28.33859
2020-05-03,32.80757
2020-05-04,39.01156
2020-05-05,34.12197
2020-05-06,37.80231
2020-05-07,52.15562
2020-05-08,31.49316
2020-05-09,24.02733
2020-05-10,26.55099
2020-05-11,36.2776
2020-05-12,41.69295
2020-05-13,33.22818
2020-05-14,28.60147
2020-05-15,27.44479
2020-05-16,19.29547
2020-05-17,18.76971
2020-05-18,28.0757
2020-05-19,27.97055
2020-05-20,26.28811
2020-05-21,27.91798
2020-05-22,24.81598
2020-05-23,20.66246
2020-05-24,21.60883
2020-05-25,30.0736
2020-05-26,26.34069
2020-05-27,25.6572
2020-05-28,19.2429
2020-05-29,20.24185
2020-05-30,17.61303
2020-05-31,16.82439
2020-06-01,24.97371
2020-06-02,23.39642
2020-06-03,21.97686
2020-06-04,21.6614
2020-06-05,22.3449
2020-06-06,17.245
2020-06-07,17.56046
2020-06-08,26.49842
2020-06-09,26.44584
2020-06-10,28.39116
2020-06-11,25.92008
2020-06-12,26.18296
2020-06-13,26.39327
2020-06-14,29.44269
2020-06-15,30.80967
2020-06-16,34.01682
2020-06-17,39.90536
2020-06-18,34.80546
2020-06-19,32.70241
2020-06-20,25.97266
2020-06-21,27.8654
2020-06-22,40.11566
2020-06-23,40.79915
2020-06-24,35.69926
2020-06-25,35.06834
2020-06-26,32.96529
2020-06-27,25.39432
2020-06-28,25.8675
2020-06-29,34.22712
2020-06-30,37.64458
2020-07-01,27.07676
2020-07-02,30.91482
2020-07-03,33.33333
2020-07-04,23.97476
2020-07-05,28.49631
2020-07-06,39.01156
2020-07-07,51.99789
2020-07-08,56.6246
2020-07-09,59.46372
2020-07-10,83.80651
2020-07-11,93.53312
2020-07-12,88.17034
2020-07-13,100.0
2020-07-14,87.80231
2020-07-15,60.46267
2020-07-16,50.36803
2020-07-17,51.84016
2020-07-18,37.48685
2020-07-19,42.21871
2020-07-20,49.57939
2020-07-21,45.7939
2020-07-22,42.48159
2020-07-23,39.48475
2020-07-24,35.69926
2020-07-25,35.59411
2020-07-26,34.01682
2020-07-27,40.53627
2020-07-28,43.37539
2020-07-29,38.38065
2020-07-30,36.59305
2020-07-31,32.91272
2020-08-01,22.92323
2020-08-02,24.81598
2020-08-03,29.81072
2020-08-04,31.23028
2020-08-05,35.75184
2020-08-06,25.07886
2020-08-07,30.9674
2020-08-08,24.34279
2020-08-09,24.97371
2020-08-10,34.49001
2020-08-11,32.49211
2020-08-12,31.49316
2020-08-13,30.38906
2020-08-14,24.29022
2020-08-15,17.66561
2020-08-16,17.35015
2020-08-17,17.66561
2020-08-18,22.92323
2020-08-19,22.39747
2020-08-20,23.13354
2020-08-21,20.82018
2020-08-22,19.71608
2020-08-23,15.56256
2020-08-24,17.98107
2020-08-25,15.19453
2020-08-26,18.3491
2020-08-27,17.45531
2020-08-28,20.82018
2020-08-29,17.35015
2020-08-30,15.0368
2020-08-31,18.98002
2020-09-01,15.50998
2020-09-02,16.03575
2020-09-03,14.87907
2020-09-04,13.35436
2020-09-05,11.56677
2020-09-06,11.35646
2020-09-07,16.08832
2020-09-08,13.98527
2020-09-09,12.61829
2020-09-10,15.72029
2020-09-11,12.19768
2020-09-12,9.30599
2020-09-13,7.09779
2020-09-14,7.93901
2020-09-15,4.83701
2020-09-16,4.52155
2020-09-17,3.78548
2020-09-18,4.78443
2020-09-19,1.47213
2020-09-20,3.41745
2020-09-21,3.36487
2020-09-22,2.4185
2020-09-23,3.78548
2020-09-24,2.73396
2020-09-25,3.3123
2020-09-26,1.78759
2020-09-27,2.10304
2020-09-28,2.99684
2020-09-29,2.52365
2020-09-30,1.99789
2020-10-01,1.62986
2020-10-02,1.78759
2020-10-03,2.15562
2020-10-04,2.83911
2020-10-05,4.25867
2020-10-06,4.10094
2020-10-07,3.41745
2020-10-08,4.4164
2020-10-09,2.89169
2020-10-10,1.89274
2020-10-11,2.99684
2020-10-12,3.89064
2020-10-13,3.57518
2020-10-14,4.10094
2020-10-15,2.47108
2020-10-16,3.5226
2020-10-17,2.4185
2020-10-18,2.26077
2020-10-19,2.52365
2020-10-20,3.20715
2020-10-21,3.73291
2020-10-22,3.99579
2020-10-23,3.3123
2020-10-24,3.25972
2020-10-25,3.47003
2020-10-26,4.88958
2020-10-27,3.47003
2020-10-28,3.83806
2020-10-29,4.04837
2020-10-30,3.89064
2020-10-31,2.62881
2020-11-01,3.10199
2020-11-02,4.88958
2020-11-03,4.6267
2020-11-04,3.15457
2020-11-05,3.5226
2020-11-06,3.78548
2020-11-07,2.62881
2020-11-08,2.99684
2020-11-09,3.73291
2020-11-10,2.52365
2020-11-11,3.04942
2020-11-12,3.20715
2020-11-13,3.36487
2020-11-14,2.78654
2020-11-15,3.41745
2020-11-16,3.83806
2020-11-17,5.09989
2020-11-18,4.46898
2020-11-19,4.83701
2020-11-20,4.31125
2020-11-21,3.78548
2020-11-22,4.20609
2020-11-23,5.83596
2020-11-24,6.15141
2020-11-25,8.14931
2020-11-26,5.94111
2020-11-27,5.62565
2020-11-28,3.3123
2020-11-29,4.4164
2020-11-30,5.57308
2020-12-01,5.04731
2020-12-02,6.6246
2020-12-03,5.7308
2020-12-04,5.31019
2020-12-05,4.15352
2020-12-06,5.15247
2020-12-07,6.57202
2020-12-08,4.73186
2020-12-09,5.36277
2020-12-10,6.25657
2020-12-11,5.99369
2020-12-12,3.99579
2020-12-13,3.62776
2020-12-14,4.88958
2020-12-15,4.57413
2020-12-16,4.57413
2020-12-17,5.46792
2020-12-18,6.25657
2020-12-19,4.36382
2020-12-20,4.67928
2020-12-21,5.83596
2020-12-22,7.04521
2020-12-23,4.99474
2020-12-24,6.6246
2020-12-25,4.20609
2020-12-26,4.94216
2020-12-27,6.04626
2020-12-28,6.78233
2020-12-29,7.15036
2020-12-30,6.83491
2020-12-31,5.67823
2021-01-01,5.15247
2021-01-02,4.15352
2021-01-03,5.5205
2021-01-04,5.31019
2021-01-05,7.25552
2021-01-06,5.83596
2021-01-07,5.36277
2021-01-08,6.88748
2021-01-09,5.88853
2021-01-10,5.57308
2021-01-11,7.41324
2021-01-12,6.30914
2021-01-13,7.09779
2021-01-14,8.14931
2021-01-15,7.67613
2021-01-16,4.94216
2021-01-17,5.67823
2021-01-18,5.5205
2021-01-19,7.04521
2021-01-20,6.04626
2021-01-21,8.72765
2021-01-22,6.83491
2021-01-23,4.67928
2021-01-24,5.57308
2021-01-25,6.30914
2021-01-26,7.93901
2021-01-27,7.15036
2021-01-28,6.78233
2021-01-29,5.31019
2021-01-30,4.10094
2021-01-31,3.57518
2021-02-01,5.09989
2021-02-02,6.20399
2021-02-03,4.88958
2021-02-04,5.25762
2021-02-05,4.78443
2021-02-06,2.89169
2021-02-07,3.68033
2021-02-08,5.5205
2021-02-09,4.31125
2021-02-10,3.68033
2021-02-11,3.78548
2021-02-12,3.78548
2021-02-13,4.4164
2021-02-14,5.83596
2021-02-15,8.6225
2021-02-16,6.25657
2021-02-17,5.20504
2021-02-18,5.5205
2021-02-19,4.83701
2021-02-20,3.68033
2021-02-21,3.99579
2021-02-22,5.88853
2021-02-23,5.78338
2021-02-24,4.57413
2021-02-25,4.52155
2021-02-26,3.68033
2021-02-27,3.99579
2021-02-28,3.25972
2021-03-01,3.20715
2021-03-02,3.73291
2021-03-03,3.47003
2021-03-04,5.09989
2021-03-05,2.94426
2021-03-06,3.25972
2021-03-07,3.68033
2021-03-08,3.62776
2021-03-09,4.10094
2021-03-10,4.6267
2021-03-11,3.83806
2021-03-12,3.36487
2021-03-13,3.73291
2021-03-14,2.99684
2021-03-15,4.83701
2021-03-16,4.25867
2021-03-17,4.46898
2021-03-18,4.57413
2021-03-19,3.78548
2021-03-20,2.99684
2021-03-21,3.36487
2021-03-22,4.88958
2021-03-23,3.99579
2021-03-24,4.73186
2021-03-25,5.62565
2021-03-26,3.47003
2021-03-27,3.36487
2021-03-28,3.5226
2021-03-29,5.36277
2021-03-30,3.5226
2021-03-31,3.73291
2021-04-01,3.94321
2021-04-02,3.15457
2021-04-03,2.31335
2021-04-04,2.4185
2021-04-05,3.68033
2021-04-06,4.25867
2021-04-07,3.10199
2021-04-08,4.46898
2021-04-09,4.20609
2021-04-10,2.83911
2021-04-11,2.36593
2021-04-12,4.10094
2021-04-13,4.20609
2021-04-14,3.68033
2021-04-15,3.99579
2021-04-16,4.78443
2021-04-17,4.67928
2021-04-18,1.89274
2021-04-19,5.62565
2021-04-20,5.25762
2021-04-21,3.3123
2021-04-22,3.47003
2021-04-23,4.4164
2021-04-24,3.83806
2021-04-25,3.57518
2021-04-26,4.46898
2021-04-27,4.94216
2021-04-28,3.89064
2021-04-29,3.83806
2021-04-30,3.10199
2021-05-01,2.26077
2021-05-02,2.78654
2021-05-03,4.99474
2021-05-04,4.04837
2021-05-05,3.83806
