date,분양권
2020-07-17,14.23145
2020-07-18,10.33172
2020-07-19,61.58521
2020-07-20,40.51658
2020-07-21,20.46087
2020-07-22,47.60698
2020-07-23,26.84223
2020-07-24,13.69967
2020-07-25,9.9772
2020-07-26,9.36946
2020-07-27,11.54722
2020-07-28,12.25626
2020-07-29,14.58597
2020-07-30,13.19321
2020-07-31,10.76221
2020-08-01,8.96429
2020-08-02,7.79944
2020-08-03,9.52139
2020-08-04,11.82577
2020-08-05,11.8511
2020-08-06,9.69865
2020-08-07,9.85059
2020-08-08,7.3183
2020-08-09,7.72347
2020-08-10,10.0785
2020-08-11,12.61078
2020-08-12,14.66193
2020-08-13,9.04026
2020-08-14,8.73638
2020-08-15,6.33071
2020-08-16,6.17877
2020-08-17,7.87541
2020-08-18,8.17928
2020-08-19,9.4201
2020-08-20,8.3059
2020-08-21,8.22993
2020-08-22,6.38136
2020-08-23,6.81185
2020-08-24,8.25525
2020-08-25,8.10331
2020-08-26,8.93897
2020-08-27,8.00202
2020-08-28,7.62218
2020-08-29,6.65991
2020-08-30,6.28007
2020-08-31,8.78703
2020-09-01,8.93897
2020-09-02,6.91314
2020-09-03,6.65991
2020-09-04,6.81185
2020-09-05,6.05216
2020-09-06,6.28007
2020-09-07,7.52089
2020-09-08,8.81235
2020-09-09,9.04026
2020-09-10,9.04026
2020-09-11,8.68574
2020-09-12,6.7612
2020-09-13,6.25474
2020-09-14,9.36946
2020-09-15,14.02886
2020-09-16,11.64851
2020-09-17,14.78855
2020-09-18,16.45986
2020-09-19,11.36996
2020-09-20,10.02785
2020-09-21,12.50949
2020-09-22,10.15446
2020-09-23,10.25576
2020-09-24,9.01494
2020-09-25,8.63509
2020-09-26,5.49506
2020-09-27,6.48265
2020-09-28,7.44492
2020-09-29,6.38136
2020-09-30,4.81134
2020-10-01,5.11521
2020-10-02,4.91263
2020-10-03,11.24335
2020-10-04,8.15396
2020-10-05,9.01494
2020-10-06,9.24284
2020-10-07,10.50898
2020-10-08,9.90124
2020-10-09,6.88781
2020-10-10,7.0904
2020-10-11,8.28057
2020-10-12,9.90124
2020-10-13,8.81235
2020-10-14,10.20511
2020-10-15,9.26816
2020-10-16,8.07799
2020-10-17,7.06507
2020-10-18,6.96378
2020-10-19,8.98961
2020-10-20,9.24284
2020-10-21,10.35705
2020-10-22,9.0909
2020-10-23,7.59685
2020-10-24,6.58394
2020-10-25,7.92605
2020-10-26,11.44593
2020-10-27,11.1927
2020-10-28,10.0785
2020-10-29,9.7493
2020-10-30,8.96429
2020-10-31,6.33071
2020-11-01,7.95138
2020-11-02,10.83818
2020-11-03,11.29399
2020-11-04,9.79994
2020-11-05,9.62268
2020-11-06,8.68574
2020-11-07,8.22993
2020-11-08,7.49556
2020-11-09,10.61028
2020-11-10,10.50898
2020-11-11,9.62268
2020-11-12,9.85059
2020-11-13,10.73689
2020-11-14,9.06558
2020-11-15,10.3064
2020-11-16,12.38288
2020-11-17,17.14358
2020-11-18,14.33274
2020-11-19,13.47176
2020-11-20,11.92707
2020-11-21,9.79994
2020-11-22,11.11673
2020-11-23,12.58546
2020-11-24,12.58546
2020-11-25,11.49658
2020-11-26,12.68675
2020-11-27,10.81286
2020-11-28,8.5338
2020-11-29,12.00303
2020-11-30,10.93947
2020-12-01,11.5219
2020-12-02,12.35755
2020-12-03,12.68675
2020-12-04,10.68624
2020-12-05,11.04076
2020-12-06,11.47125
2020-12-07,12.66143
2020-12-08,12.63611
2020-12-09,11.82577
2020-12-10,12.91466
2020-12-11,11.36996
2020-12-12,10.3064
2020-12-13,9.24284
2020-12-14,13.47176
2020-12-15,14.23145
2020-12-16,13.26918
2020-12-17,15.14307
2020-12-18,13.87693
2020-12-19,11.39528
2020-12-20,11.74981
2020-12-21,13.95289
2020-12-22,13.97822
2020-12-23,13.11724
2020-12-24,10.50898
2020-12-25,8.73638
2020-12-26,11.36996
2020-12-27,11.34464
2020-12-28,16.20663
2020-12-29,18.30843
2020-12-30,13.92757
2020-12-31,11.14206
2021-01-01,9.1922
2021-01-02,10.00253
2021-01-03,12.45885
2021-01-04,14.63661
2021-01-05,13.44644
2021-01-06,19.4986
2021-01-07,18.43504
2021-01-08,12.12965
2021-01-09,9.54672
2021-01-10,10.55963
2021-01-11,12.58546
2021-01-12,12.23094
2021-01-13,11.72448
2021-01-14,11.57255
2021-01-15,10.58495
2021-01-16,9.01494
2021-01-17,8.58445
2021-01-18,10.91415
2021-01-19,11.69916
2021-01-20,10.91415
2021-01-21,12.28159
2021-01-22,11.11673
2021-01-23,8.83768
2021-01-24,9.7493
2021-01-25,11.64851
2021-01-26,11.21802
2021-01-27,11.47125
2021-01-28,9.9772
2021-01-29,8.55912
2021-01-30,7.59685
2021-01-31,7.87541
2021-02-01,10.61028
2021-02-02,10.6356
2021-02-03,8.83768
2021-02-04,10.83818
2021-02-05,8.93897
2021-02-06,8.55912
2021-02-07,7.95138
2021-02-08,9.31881
2021-02-09,10.10382
2021-02-10,9.24284
2021-02-11,6.88781
2021-02-12,7.72347
2021-02-13,9.72398
2021-02-14,9.92656
2021-02-15,13.04127
2021-02-16,13.39579
2021-02-17,11.44593
2021-02-18,10.66092
2021-02-19,9.21752
2021-02-20,8.66042
2021-02-21,8.5338
2021-02-22,10.81286
2021-02-23,9.39478
2021-02-24,8.17928
2021-02-25,8.48316
2021-02-26,7.49556
2021-02-27,6.17877
2021-02-28,5.90022
2021-03-01,6.73588
2021-03-02,8.00202
2021-03-03,8.22993
2021-03-04,8.60977
2021-03-05,7.01443
2021-03-06,7.26766
2021-03-07,5.8749
2021-03-08,8.63509
2021-03-09,7.82476
2021-03-10,8.33122
2021-03-11,7.92605
2021-03-12,7.74879
2021-03-13,6.50797
2021-03-14,6.68523
2021-03-15,7.77412
2021-03-16,9.34413
2021-03-17,8.63509
2021-03-18,9.54672
2021-03-19,7.11572
2021-03-20,7.3183
2021-03-21,7.3183
2021-03-22,8.93897
2021-03-23,8.76171
2021-03-24,9.31881
2021-03-25,9.67333
2021-03-26,8.12864
2021-03-27,6.33071
2021-03-28,7.21701
2021-03-29,9.0909
2021-03-30,9.90124
2021-03-31,7.54621
2021-04-01,6.81185
2021-04-02,6.22942
2021-04-03,5.46973
2021-04-04,5.46973
2021-04-05,7.72347
2021-04-06,8.15396
2021-04-07,7.01443
2021-04-08,6.86249
2021-04-09,6.58394
2021-04-10,5.34312
2021-04-11,6.25474
2021-04-12,8.43251
2021-04-13,8.12864
2021-04-14,7.06507
2021-04-15,8.00202
2021-04-16,7.44492
2021-04-17,6.17877
2021-04-18,6.65991
2021-04-19,7.47024
2021-04-20,8.55912
2021-04-21,8.33122
2021-04-22,8.76171
2021-04-23,7.29298
2021-04-24,6.40668
2021-04-25,6.48265
2021-04-26,8.43251
2021-04-27,9.52139
2021-04-28,8.71106
2021-04-29,8.68574
2021-04-30,7.0904
2021-05-01,6.50797
2021-05-02,6.58394
2021-05-03,7.54621
2021-05-04,7.01443
2021-05-05,5.62167
2021-05-06,7.36895
2021-05-07,7.39427
2021-05-08,5.82425
2021-05-09,6.68523
2021-05-10,8.43251
2021-05-11,8.96429
2021-05-12,6.96378
2021-05-13,8.68574
2021-05-14,6.17877
2021-05-15,5.77361
2021-05-16,7.87541
2021-05-17,9.34413
2021-05-18,8.63509
2021-05-19,6.86249
2021-05-20,7.72347
2021-05-21,7.41959
2021-05-22,6.88781
2021-05-23,6.28007
2021-05-24,8.45783
2021-05-25,8.96429
2021-05-26,10.83818
2021-05-27,9.26816
2021-05-28,8.5338
2021-05-29,5.52038
2021-05-30,6.10281
2021-05-31,9.79994
2021-06-01,9.52139
2021-06-02,7.47024
2021-06-03,9.16687
2021-06-04,7.54621
2021-06-05,5.14054
2021-06-06,6.71055
2021-06-07,8.45783
2021-06-08,8.98961
2021-06-09,8.28057
2021-06-10,8.863
2021-06-11,6.86249
2021-06-12,4.96328
2021-06-13,6.48265
2021-06-14,7.77412
2021-06-15,6.81185
2021-06-16,7.69815
2021-06-17,8.22993
2021-06-18,6.91314
2021-06-19,5.84958
2021-06-20,5.49506
2021-06-21,8.12864
2021-06-22,7.57153
2021-06-23,6.96378
2021-06-24,6.65991
2021-06-25,6.55862
2021-06-26,4.73537
2021-06-27,5.08989
2021-06-28,6.45733
2021-06-29,6.17877
2021-06-30,7.44492
2021-07-01,6.50797
2021-07-02,6.93846
2021-07-03,6.02684
2021-07-04,6.00151
2021-07-05,8.2046
2021-07-06,8.07799
2021-07-07,7.54621
2021-07-08,7.11572
2021-07-09,6.05216
2021-07-10,5.62167
2021-07-11,5.84958
2021-07-12,9.06558
2021-07-13,8.5338
2021-07-14,7.77412
2021-07-15,7.03975
2021-07-16,7.0904
2021-07-17,5.82425
2021-07-18,5.64699
2021-07-19,8.73638
2021-07-20,7.85008
2021-07-21,7.3183
2021-07-22,7.82476
2021-07-23,7.19169
2021-07-24,6.38136
2021-07-25,5.64699
2021-07-26,7.44492
2021-07-27,7.74879
2021-07-28,9.04026
2021-07-29,7.92605
2021-07-30,6.81185
2021-07-31,5.36844
2021-08-01,5.82425
2021-08-02,7.72347
2021-08-03,7.47024
2021-08-04,9.54672
2021-08-05,9.21752
2021-08-06,8.15396
2021-08-07,5.79893
2021-08-08,6.35603
2021-08-09,8.71106
2021-08-10,10.28108
2021-08-11,10.23043
2021-08-12,7.74879
2021-08-13,7.0904
2021-08-14,6.86249
2021-08-15,7.14104
2021-08-16,7.57153
2021-08-17,8.58445
2021-08-18,9.49607
2021-08-19,8.78703
2021-08-20,7.21701
2021-08-21,7.03975
2021-08-22,6.63459
2021-08-23,8.88832
2021-08-24,9.06558
2021-08-25,9.7493
2021-08-26,9.26816
2021-08-27,6.7612
2021-08-28,5.49506
2021-08-29,6.86249
2021-08-30,9.21752
2021-08-31,8.40719
2021-09-01,8.5338
2021-09-02,7.59685
2021-09-03,6.88781
2021-09-04,5.79893
2021-09-05,5.39377
2021-09-06,8.02734
2021-09-07,8.60977
2021-09-08,7.0904
2021-09-09,7.79944
2021-09-10,7.57153
2021-09-11,5.52038
2021-09-12,7.14104
2021-09-13,7.54621
2021-09-14,7.06507
2021-09-15,7.01443
2021-09-16,7.01443
2021-09-17,5.19118
2021-09-18,4.55811
2021-09-19,4.81134
2021-09-20,4.20359
2021-09-21,5.59635
2021-09-22,6.50797
2021-09-23,7.6475
2021-09-24,7.85008
2021-09-25,6.05216
2021-09-26,6.15345
2021-09-27,8.38186
2021-09-28,9.11623
2021-09-29,7.87541
2021-09-30,8.3059
2021-10-01,5.67232
2021-10-02,6.15345
2021-10-03,5.14054
2021-10-04,7.36895
2021-10-05,7.57153
2021-10-06,8.58445
2021-10-07,8.07799
2021-10-08,6.25474
2021-10-09,6.07748
2021-10-10,6.07748
2021-10-11,7.87541
2021-10-12,8.66042
2021-10-13,8.71106
2021-10-14,7.3183
2021-10-15,6.73588
2021-10-16,5.03925
2021-10-17,6.15345
2021-10-18,6.81185
2021-10-19,8.33122
2021-10-20,6.93846
2021-10-21,5.59635
2021-10-22,6.2041
2021-10-23,4.63408
2021-10-24,5.39377
2021-10-25,6.40668
2021-10-26,6.71055
2021-10-27,7.52089
2021-10-28,6.63459
2021-10-29,5.92555
2021-10-30,4.00101
2021-10-31,4.68473
2021-11-01,5.95087
2021-11-02,6.53329
2021-11-03,7.01443
2021-11-04,6.53329
2021-11-05,5.95087
2021-11-06,4.60876
2021-11-07,4.55811
2021-11-08,5.8749
2021-11-09,5.36844
2021-11-10,6.33071
2021-11-11,5.52038
2021-11-12,5.95087
2021-11-13,3.67181
2021-11-14,4.05165
2021-11-15,5.8749
2021-11-16,6.65991
2021-11-17,5.57103
2021-11-18,5.74829
2021-11-19,5.34312
2021-11-20,4.30488
2021-11-21,4.60876
2021-11-22,6.48265
2021-11-23,7.21701
2021-11-24,6.48265
2021-11-25,6.33071
2021-11-26,5.39377
2021-11-27,4.40617
2021-11-28,4.58343
2021-11-29,5.95087
2021-11-30,6.7612
2021-12-01,5.59635
2021-12-02,6.98911
2021-12-03,10.61028
2021-12-04,4.9886
2021-12-05,4.4315
2021-12-06,7.29298
2021-12-07,6.83717
2021-12-08,5.77361
2021-12-09,6.98911
2021-12-10,5.77361
2021-12-11,4.17827
2021-12-12,4.25424
2021-12-13,6.65991
2021-12-14,6.02684
2021-12-15,6.2041
2021-12-16,6.07748
2021-12-17,5.97619
2021-12-18,4.9886
2021-12-19,5.52038
2021-12-20,7.26766
2021-12-21,5.72296
2021-12-22,5.97619
2021-12-23,5.52038
2021-12-24,4.55811
2021-12-25,3.87439
2021-12-26,4.22891
2021-12-27,6.30539
2021-12-28,6.02684
2021-12-29,5.3178
2021-12-30,5.49506
2021-12-31,3.97569
2022-01-01,3.57052
2022-01-02,4.86199
2022-01-03,5.90022
2022-01-04,7.21701
2022-01-05,7.62218
2022-01-06,6.07748
2022-01-07,5.8749
2022-01-08,4.45682
2022-01-09,6.53329
2022-01-10,7.16637
2022-01-11,7.87541
2022-01-12,7.44492
2022-01-13,7.6475
2022-01-14,6.50797
2022-01-15,4.73537
2022-01-16,5.5457
2022-01-17,6.7612
2022-01-18,7.11572
2022-01-19,7.3183
2022-01-20,6.81185
2022-01-21,6.22942
2022-01-22,4.30488
2022-01-23,5.67232
2022-01-24,7.44492
2022-01-25,6.63459
2022-01-26,6.15345
2022-01-27,4.30488
2022-01-28,4.07698
2022-01-29,4.40617
2022-01-30,4.07698
2022-01-31,4.17827
2022-02-01,3.49455
2022-02-02,5.29247
2022-02-03,5.79893
2022-02-04,6.73588
2022-02-05,4.73537
2022-02-06,6.05216
2022-02-07,7.34363
2022-02-08,6.60926
2022-02-09,6.63459
2022-02-10,6.91314
2022-02-11,5.11521
2022-02-12,4.88731
2022-02-13,6.15345
2022-02-14,6.88781
2022-02-15,7.21701
2022-02-16,6.98911
2022-02-17,6.432
2022-02-18,5.79893
2022-02-19,4.33021
2022-02-20,4.68473
2022-02-21,6.17877
2022-02-22,6.28007
2022-02-23,5.11521
2022-02-24,5.21651
2022-02-25,5.01392
2022-02-26,3.72246
2022-02-27,4.45682
2022-02-28,5.14054
2022-03-01,4.76069
2022-03-02,4.45682
2022-03-03,4.81134
2022-03-04,4.86199
2022-03-05,3.26664
2022-03-06,3.95036
2022-03-07,5.01392
2022-03-08,5.16586
2022-03-09,3.64649
2022-03-10,4.9886
2022-03-11,5.21651
2022-03-12,4.12762
2022-03-13,5.44441
2022-03-14,5.39377
2022-03-15,5.69764
2022-03-16,5.52038
2022-03-17,5.21651
2022-03-18,5.49506
2022-03-19,4.68473
2022-03-20,4.55811
2022-03-21,6.93846
2022-03-22,6.38136
2022-03-23,5.72296
2022-03-24,5.57103
2022-03-25,5.69764
2022-03-26,4.91263
2022-03-27,6.30539
2022-03-28,6.65991
2022-03-29,5.92555
2022-03-30,7.21701
2022-03-31,6.33071
2022-04-01,5.64699
2022-04-02,4.63408
2022-04-03,4.88731
2022-04-04,6.50797
2022-04-05,6.68523
2022-04-06,5.67232
2022-04-07,6.07748
2022-04-08,5.3178
2022-04-09,4.4315
2022-04-10,3.84907
2022-04-11,6.98911
2022-04-12,6.07748
2022-04-13,5.97619
2022-04-14,6.05216
2022-04-15,5.24183
2022-04-16,3.7731
2022-04-17,4.71005
2022-04-18,5.21651
2022-04-19,6.60926
2022-04-20,5.59635
2022-04-21,4.81134
2022-04-22,4.83666
2022-04-23,3.72246
2022-04-24,4.07698
2022-04-25,4.81134
2022-04-26,5.44441
2022-04-27,5.01392
2022-04-28,4.27956
2022-04-29,4.25424
2022-04-30,3.41858
2022-05-01,4.33021
2022-05-02,5.41909
2022-05-03,4.07698
2022-05-04,4.68473
2022-05-05,4.30488
2022-05-06,3.82375
2022-05-07,3.87439
2022-05-08,3.67181
2022-05-09,6.17877
2022-05-10,6.05216
2022-05-11,5.24183
2022-05-12,5.77361
2022-05-13,4.40617
2022-05-14,3.51987
2022-05-15,3.95036
2022-05-16,5.3178
2022-05-17,5.29247
2022-05-18,5.52038
2022-05-19,4.58343
2022-05-20,4.91263
2022-05-21,4.1023
2022-05-22,3.89972
2022-05-23,4.53279
2022-05-24,4.17827
2022-05-25,4.86199
2022-05-26,4.6594
2022-05-27,4.71005
2022-05-28,3.5452
2022-05-29,3.95036
2022-05-30,5.03925
2022-05-31,4.50747
2022-06-01,3.7731
2022-06-02,4.05165
2022-06-03,4.48214
2022-06-04,3.49455
2022-06-05,3.01342
2022-06-06,3.64649
2022-06-07,4.58343
2022-06-08,4.96328
2022-06-09,4.6594
2022-06-10,4.78602
2022-06-11,3.31729
2022-06-12,3.24132
2022-06-13,5.19118
2022-06-14,4.25424
2022-06-15,4.78602
2022-06-16,4.35553
2022-06-17,4.60876
2022-06-18,3.24132
2022-06-19,3.7731
2022-06-20,4.25424
2022-06-21,5.03925
2022-06-22,3.92504
2022-06-23,3.39326
2022-06-24,3.82375
2022-06-25,2.58293
2022-06-26,3.16535
2022-06-27,4.17827
2022-06-28,3.97569
2022-06-29,3.97569
2022-06-30,4.76069
2022-07-01,3.39326
2022-07-02,3.03874
2022-07-03,2.78551
2022-07-04,3.82375
2022-07-05,4.40617
2022-07-06,4.00101
2022-07-07,4.02633
2022-07-08,5.3178
2022-07-09,2.98809
2022-07-10,2.68422
2022-07-11,3.95036
2022-07-12,4.02633
2022-07-13,4.33021
2022-07-14,3.46923
2022-07-15,3.31729
2022-07-16,2.70954
2022-07-17,3.24132
2022-07-18,4.15295
2022-07-19,4.63408
2022-07-20,4.73537
2022-07-21,4.53279
2022-07-22,3.4439
2022-07-23,3.08938
2022-07-24,3.03874
2022-07-25,5.11521
2022-07-26,4.63408
2022-07-27,5.26715
2022-07-28,4.48214
2022-07-29,4.05165
2022-07-30,2.40567
2022-07-31,2.8868
2022-08-01,3.59584
2022-08-02,4.07698
2022-08-03,3.49455
2022-08-04,3.95036
2022-08-05,2.93745
2022-08-06,3.41858
2022-08-07,2.81083
2022-08-08,3.95036
2022-08-09,3.82375
2022-08-10,4.00101
2022-08-11,3.4439
2022-08-12,4.07698
2022-08-13,2.96277
2022-08-14,2.53228
2022-08-15,3.57052
2022-08-16,4.25424
2022-08-17,5.11521
2022-08-18,5.21651
2022-08-19,4.71005
2022-08-20,3.59584
2022-08-21,3.24132
2022-08-22,5.41909
2022-08-23,4.83666
2022-08-24,4.6594
2022-08-25,3.79842
2022-08-26,3.89972
2022-08-27,3.19068
2022-08-28,3.84907
2022-08-29,4.96328
2022-08-30,4.22891
2022-08-31,3.84907
2022-09-01,4.00101
2022-09-02,3.59584
2022-09-03,2.63357
2022-09-04,3.34261
2022-09-05,5.03925
2022-09-06,3.64649
2022-09-07,4.1023
2022-09-08,3.5452
2022-09-09,2.48164
2022-09-10,2.20308
2022-09-11,2.63357
2022-09-12,3.39326
2022-09-13,3.62116
2022-09-14,4.45682
2022-09-15,4.63408
2022-09-16,4.30488
2022-09-17,3.97569
2022-09-18,5.01392
2022-09-19,4.83666
2022-09-20,4.05165
2022-09-21,6.40668
2022-09-22,5.57103
2022-09-23,3.84907
2022-09-24,3.26664
2022-09-25,3.4439
2022-09-26,4.27956
2022-09-27,4.45682
2022-09-28,4.50747
2022-09-29,4.30488
2022-09-30,3.62116
2022-10-01,3.49455
2022-10-02,3.79842
2022-10-03,4.17827
2022-10-04,4.50747
2022-10-05,4.45682
2022-10-06,4.71005
2022-10-07,4.05165
2022-10-08,2.58293
2022-10-09,3.7731
2022-10-10,3.36794
2022-10-11,4.88731
2022-10-12,5.64699
2022-10-13,5.03925
2022-10-14,4.58343
2022-10-15,4.25424
2022-10-16,4.12762
2022-10-17,6.07748
2022-10-18,5.03925
2022-10-19,5.67232
2022-10-20,5.34312
2022-10-21,4.81134
2022-10-22,3.41858
2022-10-23,3.51987
2022-10-24,5.97619
2022-10-25,5.03925
2022-10-26,5.11521
2022-10-27,4.00101
2022-10-28,4.15295
2022-10-29,2.60825
2022-10-30,3.216
2022-10-31,4.20359
2022-11-01,4.25424
2022-11-02,4.12762
2022-11-03,5.11521
2022-11-04,4.81134
2022-11-05,3.34261
2022-11-06,3.51987
2022-11-07,5.16586
2022-11-08,3.92504
2022-11-09,4.91263
2022-11-10,6.98911
2022-11-11,4.91263
2022-11-12,3.59584
2022-11-13,3.5452
2022-11-14,4.86199
2022-11-15,4.55811
2022-11-16,4.63408
2022-11-17,5.26715
2022-11-18,5.11521
2022-11-19,3.11471
2022-11-20,4.1023
2022-11-21,4.68473
2022-11-22,3.79842
2022-11-23,4.30488
2022-11-24,4.1023
2022-11-25,3.72246
2022-11-26,3.41858
2022-11-27,3.49455
2022-11-28,3.92504
2022-11-29,4.40617
2022-11-30,4.91263
2022-12-01,4.30488
2022-12-02,3.95036
2022-12-03,2.63357
2022-12-04,3.82375
2022-12-05,4.00101
2022-12-06,3.34261
2022-12-07,5.14054
2022-12-08,4.30488
2022-12-09,5.03925
2022-12-10,3.08938
2022-12-11,4.27956
2022-12-12,5.16586
2022-12-13,5.69764
2022-12-14,4.78602
2022-12-15,4.88731
2022-12-16,4.68473
2022-12-17,3.39326
2022-12-18,4.20359
2022-12-19,4.83666
2022-12-20,5.14054
2022-12-21,13.92757
2022-12-22,7.6475
2022-12-23,5.49506
2022-12-24,3.97569
2022-12-25,3.82375
2022-12-26,5.14054
2022-12-27,7.03975
2022-12-28,6.38136
2022-12-29,5.3178
2022-12-30,4.83666
2022-12-31,3.79842
2023-01-01,4.22891
2023-01-02,6.02684
2023-01-03,10.48366
2023-01-04,11.97771
2023-01-05,10.40769
2023-01-06,8.863
2023-01-07,5.59635
2023-01-08,6.40668
2023-01-09,7.57153
2023-01-10,7.36895
2023-01-11,6.65991
2023-01-12,7.3183
2023-01-13,6.53329
2023-01-14,5.36844
2023-01-15,5.97619
2023-01-16,7.26766
2023-01-17,7.47024
2023-01-18,8.02734
2023-01-19,7.57153
2023-01-20,5.21651
2023-01-21,4.63408
2023-01-22,4.1023
2023-01-23,4.86199
2023-01-24,7.01443
2023-01-25,9.44542
2023-01-26,12.43352
2023-01-27,11.09141
2023-01-28,7.41959
2023-01-29,7.6475
2023-01-30,8.58445
2023-01-31,8.68574
2023-02-01,7.14104
2023-02-02,6.93846
2023-02-03,7.16637
2023-02-04,5.39377
2023-02-05,7.11572
2023-02-06,8.78703
2023-02-07,8.12864
2023-02-08,7.47024
2023-02-09,6.71055
2023-02-10,6.93846
2023-02-11,5.90022
2023-02-12,6.7612
2023-02-13,7.44492
2023-02-14,7.9767
2023-02-15,7.39427
2023-02-16,7.26766
2023-02-17,5.8749
2023-02-18,5.36844
2023-02-19,6.38136
2023-02-20,8.02734
2023-02-21,8.00202
2023-02-22,6.40668
2023-02-23,6.91314
2023-02-24,7.52089
2023-02-25,5.14054
2023-02-26,5.62167
2023-02-27,7.29298
2023-02-28,7.0904
2023-03-01,6.60926
2023-03-02,7.79944
2023-03-03,6.55862
2023-03-04,7.82476
2023-03-05,6.93846
2023-03-06,8.00202
2023-03-07,7.44492
2023-03-08,6.45733
2023-03-09,6.65991
2023-03-10,6.10281
2023-03-11,3.7731
2023-03-12,5.46973
2023-03-13,5.77361
2023-03-14,6.25474
2023-03-15,5.11521
2023-03-16,6.93846
2023-03-17,5.36844
2023-03-18,5.52038
2023-03-19,5.49506
2023-03-20,6.81185
2023-03-21,5.52038
2023-03-22,5.57103
2023-03-23,5.5457
2023-03-24,4.58343
2023-03-25,3.97569
2023-03-26,7.59685
2023-03-27,9.79994
2023-03-28,9.69865
2023-03-29,6.48265
2023-03-30,5.62167
2023-03-31,5.8749
2023-04-01,5.19118
2023-04-02,5.5457
2023-04-03,7.92605
2023-04-04,10.73689
2023-04-05,9.72398
2023-04-06,10.40769
2023-04-07,11.26867
2023-04-08,6.83717
2023-04-09,7.21701
2023-04-10,9.87591
2023-04-11,9.57204
2023-04-12,7.52089
2023-04-13,6.81185
2023-04-14,5.67232
2023-04-15,5.44441
2023-04-16,5.69764
2023-04-17,6.71055
2023-04-18,7.95138
2023-04-19,6.45733
2023-04-20,6.28007
2023-04-21,6.33071
2023-04-22,4.55811
2023-04-23,5.19118
2023-04-24,6.60926
2023-04-25,6.22942
2023-04-26,5.95087
2023-04-27,5.5457
2023-04-28,5.72296
2023-04-29,3.26664
2023-04-30,4.58343
2023-05-01,5.34312
2023-05-02,6.83717
2023-05-03,6.53329
2023-05-04,5.57103
2023-05-05,4.63408
2023-05-06,4.35553
2023-05-07,5.3178
2023-05-08,7.6475
2023-05-09,6.30539
2023-05-10,6.30539
2023-05-11,6.71055
2023-05-12,5.64699
2023-05-13,4.76069
2023-05-14,5.5457
2023-05-15,8.05267
2023-05-16,7.85008
2023-05-17,6.91314
2023-05-18,6.91314
2023-05-19,7.41959
2023-05-20,5.95087
2023-05-21,5.34312
2023-05-22,7.01443
2023-05-23,7.90073
2023-05-24,6.53329
2023-05-25,6.71055
2023-05-26,5.72296
2023-05-27,5.03925
2023-05-28,5.41909
2023-05-29,5.92555
