date,데이터라벨링
2020-10-04,0.25173
2020-10-05,0.53703
2020-10-06,0.71604
2020-10-07,0.67688
2020-10-08,0.59297
2020-10-09,0.2797
2020-10-10,0.29089
2020-10-11,0.53703
2020-10-12,0.59297
2020-10-13,0.66569
2020-10-14,0.80554
2020-10-15,0.67129
2020-10-16,0.64332
2020-10-17,40.21593
2020-10-18,7.07093
2020-10-19,7.73103
2020-10-20,3.4963
2020-10-21,2.00827
2020-10-22,2.28238
2020-10-23,1.46565
2020-10-24,1.11322
2020-10-25,0.81673
2020-10-26,1.35377
2020-10-27,1.30901
2020-10-28,1.16916
2020-10-29,1.39852
2020-10-30,1.27545
2020-10-31,0.68807
2020-11-01,0.76639
2020-11-02,1.17475
2020-11-03,1.07965
2020-11-04,1.05728
2020-11-05,1.07406
2020-11-06,0.7552
2020-11-07,0.45312
2020-11-08,0.58737
2020-11-09,1.27545
2020-11-10,1.12441
2020-11-11,0.97896
2020-11-12,0.91183
2020-11-13,1.05728
2020-11-14,0.71604
2020-11-15,0.60975
2020-11-16,1.16916
2020-11-17,1.16916
2020-11-18,1.30901
2020-11-19,1.48802
2020-11-20,0.97896
2020-11-21,1.2307
2020-11-22,2.45021
2020-11-23,2.08659
2020-11-24,1.74535
2020-11-25,2.7411
2020-11-26,1.94674
2020-11-27,2.25441
2020-11-28,1.0405
2020-11-29,1.90758
2020-11-30,1.69501
2020-12-01,1.65025
2020-12-02,1.57194
2020-12-03,1.50481
2020-12-04,1.37614
2020-12-05,0.90064
2020-12-06,1.13
2020-12-07,1.32579
2020-12-08,1.65025
2020-12-09,1.6055
2020-12-10,1.24188
2020-12-11,1.49921
2020-12-12,1.38733
2020-12-13,0.92861
2020-12-14,1.15797
2020-12-15,1.52159
2020-12-16,1.44327
2020-12-17,1.3202
2020-12-18,1.00134
2020-12-19,0.73842
2020-12-20,0.62653
2020-12-21,0.97896
2020-12-22,1.37614
2020-12-23,0.9398
2020-12-24,0.7496
2020-12-25,0.78317
2020-12-26,0.64332
2020-12-27,0.95658
2020-12-28,1.18035
2020-12-29,1.16916
2020-12-30,1.01812
2020-12-31,0.92302
2021-01-01,0.57059
2021-01-02,0.53703
2021-01-03,0.83351
2021-01-04,1.46005
2021-01-05,1.72298
2021-01-06,1.19154
2021-01-07,1.46565
2021-01-08,1.2251
2021-01-09,0.80554
2021-01-10,1.11322
2021-01-11,1.20832
2021-01-12,1.11322
2021-01-13,1.31461
2021-01-14,1.07965
2021-01-15,0.98456
2021-01-16,0.49787
2021-01-17,0.71604
2021-01-18,0.92861
2021-01-19,1.72857
2021-01-20,1.96352
2021-01-21,1.19154
2021-01-22,1.10763
2021-01-23,1.02371
2021-01-24,1.28664
2021-01-25,1.54956
2021-01-26,1.06287
2021-01-27,1.11322
2021-01-28,1.30342
2021-01-29,1.24748
2021-01-30,0.7496
2021-01-31,0.99015
2021-02-01,1.4153
2021-02-02,2.13134
2021-02-03,1.43768
2021-02-04,1.66703
2021-02-05,1.25867
2021-02-06,1.09644
2021-02-07,0.95099
2021-02-08,1.34258
2021-02-09,1.7957
2021-02-10,1.46565
2021-02-11,1.1356
2021-02-12,1.31461
2021-02-13,1.06847
2021-02-14,1.38174
2021-02-15,2.34951
2021-02-16,1.95233
2021-02-17,1.97471
2021-02-18,1.5104
2021-02-19,1.7901
2021-02-20,1.04609
2021-02-21,1.18035
2021-02-22,1.91877
2021-02-23,2.65159
2021-02-24,1.7957
2021-02-25,1.59431
2021-02-26,1.85164
2021-02-27,1.56634
2021-02-28,1.58312
2021-03-01,2.21526
2021-03-02,2.05862
2021-03-03,2.10337
2021-03-04,2.1761
2021-03-05,1.91317
2021-03-06,1.29223
2021-03-07,1.09644
2021-03-08,2.03065
2021-03-09,2.00268
2021-03-10,1.81248
2021-03-11,1.57753
2021-03-12,1.45446
2021-03-13,0.99574
2021-03-14,1.09084
2021-03-15,1.36495
2021-03-16,1.52159
2021-03-17,1.43768
2021-03-18,1.39852
2021-03-19,1.10763
2021-03-20,0.76639
2021-03-21,0.99574
2021-03-22,1.40971
2021-03-23,1.56634
2021-03-24,1.72298
2021-03-25,1.94674
2021-03-26,1.97471
2021-03-27,1.1356
2021-03-28,1.16916
2021-03-29,1.68382
2021-03-30,1.50481
2021-03-31,1.44327
2021-04-01,1.58872
2021-04-02,1.33139
2021-04-03,1.59431
2021-04-04,0.92861
2021-04-05,1.81248
2021-04-06,1.76773
2021-04-07,3.18303
2021-04-08,2.35511
2021-04-09,2.33273
2021-04-10,1.20272
2021-04-11,0.95099
2021-04-12,1.89639
2021-04-13,1.67822
2021-04-14,1.46005
2021-04-15,1.29223
2021-04-16,1.19713
2021-04-17,1.05168
2021-04-18,1.01812
2021-04-19,1.47684
2021-04-20,1.51599
2021-04-21,1.42649
2021-04-22,1.86283
2021-04-23,1.16357
2021-04-24,0.92861
2021-04-25,0.78317
2021-04-26,1.25307
2021-04-27,1.53278
2021-04-28,3.03199
2021-04-29,2.01387
2021-04-30,1.1356
2021-05-01,0.96218
2021-05-02,0.78876
2021-05-03,1.28664
2021-05-04,1.19154
2021-05-05,0.69366
2021-05-06,0.95658
2021-05-07,1.06287
2021-05-08,0.61535
2021-05-09,0.69926
2021-05-10,1.20272
2021-05-11,1.2307
2021-05-12,1.07406
2021-05-13,1.01253
2021-05-14,0.95099
2021-05-15,0.64332
2021-05-16,0.71044
2021-05-17,1.19713
2021-05-18,1.13
2021-05-19,0.89505
2021-05-20,1.57753
2021-05-21,1.32579
2021-05-22,0.80554
2021-05-23,0.74401
2021-05-24,1.69501
2021-05-25,1.48243
2021-05-26,1.57194
2021-05-27,1.55515
2021-05-28,1.49921
2021-05-29,0.87267
2021-05-30,0.82233
2021-05-31,1.59431
2021-06-01,1.58312
2021-06-02,1.58312
2021-06-03,1.46005
2021-06-04,1.52718
2021-06-05,0.90064
2021-06-06,1.10203
2021-06-07,1.51599
2021-06-08,1.52718
2021-06-09,1.29782
2021-06-10,1.24748
2021-06-11,1.09084
2021-06-12,0.82792
2021-06-13,0.82792
2021-06-14,1.47684
2021-06-15,1.8852
2021-06-16,2.00827
2021-06-17,1.53837
2021-06-18,1.46565
2021-06-19,1.06287
2021-06-20,1.14119
2021-06-21,1.91317
2021-06-22,1.82367
2021-06-23,1.30901
2021-06-24,1.37055
2021-06-25,1.21951
2021-06-26,0.8447
2021-06-27,0.91183
2021-06-28,1.63347
2021-06-29,1.27545
2021-06-30,1.26985
2021-07-01,1.38733
2021-07-02,1.24748
2021-07-03,0.81673
2021-07-04,0.7552
2021-07-05,1.47124
2021-07-06,1.27545
2021-07-07,2.68516
2021-07-08,4.37458
2021-07-09,1.77892
2021-07-10,1.0349
2021-07-11,0.78317
2021-07-12,1.24748
2021-07-13,1.26426
2021-07-14,1.16357
2021-07-15,1.33139
2021-07-16,1.18035
2021-07-17,0.71604
2021-07-18,0.64332
2021-07-19,1.38733
2021-07-20,1.24748
2021-07-21,1.16916
2021-07-22,1.15797
2021-07-23,1.05728
2021-07-24,0.55381
2021-07-25,1.27545
2021-07-26,3.70888
2021-07-27,1.90758
2021-07-28,2.62922
2021-07-29,2.89214
2021-07-30,1.5104
2021-07-31,1.00134
2021-08-01,0.95099
2021-08-02,1.61109
2021-08-03,1.28664
2021-08-04,1.37055
2021-08-05,1.58872
2021-08-06,1.65025
2021-08-07,0.99015
2021-08-08,0.97337
2021-08-09,1.39292
2021-08-10,2.19847
2021-08-11,4.65987
2021-08-12,3.79838
2021-08-13,1.38733
2021-08-14,1.09644
2021-08-15,1.15797
2021-08-16,1.37055
2021-08-17,2.14253
2021-08-18,1.95233
2021-08-19,1.91877
2021-08-20,2.06981
2021-08-21,2.32714
2021-08-22,1.95233
2021-08-23,3.2166
2021-08-24,2.94249
2021-08-25,2.05303
2021-08-26,1.8908
2021-08-27,1.7957
2021-08-28,1.24748
2021-08-29,1.45446
2021-08-30,2.80823
2021-08-31,2.06981
2021-09-01,1.9803
2021-09-02,2.33273
2021-09-03,2.43902
2021-09-04,1.83486
2021-09-05,1.49362
2021-09-06,2.35511
2021-09-07,2.27679
2021-09-08,1.84045
2021-09-09,2.49496
2021-09-10,1.85164
2021-09-11,1.0405
2021-09-12,1.15238
2021-09-13,1.78451
2021-09-14,1.65025
2021-09-15,1.59431
2021-09-16,1.76773
2021-09-17,1.72298
2021-09-18,0.82792
2021-09-19,0.91183
2021-09-20,0.76079
2021-09-21,1.10763
2021-09-22,1.0349
2021-09-23,1.84045
2021-09-24,1.93555
2021-09-25,1.33139
2021-09-26,1.13
2021-09-27,2.20966
2021-09-28,2.04743
2021-09-29,2.04743
2021-09-30,2.06422
2021-10-01,1.69501
2021-10-02,0.92861
2021-10-03,1.26985
2021-10-04,1.58312
2021-10-05,2.32154
2021-10-06,2.16491
2021-10-07,2.03065
2021-10-08,1.52718
2021-10-09,1.02931
2021-10-10,1.05168
2021-10-11,1.29223
2021-10-12,1.58312
2021-10-13,1.7957
2021-10-14,1.82367
2021-10-15,1.55515
2021-10-16,0.99574
2021-10-17,0.96777
2021-10-18,1.86283
2021-10-19,1.97471
2021-10-20,2.10897
2021-10-21,2.32154
2021-10-22,2.09219
2021-10-23,1.19154
2021-10-24,1.35936
2021-10-25,2.31595
2021-10-26,2.04743
2021-10-27,2.18169
2021-10-28,1.99709
2021-10-29,1.86283
2021-10-30,2.00827
2021-10-31,2.29357
2021-11-01,2.39986
2021-11-02,2.15931
2021-11-03,2.12575
2021-11-04,2.38867
2021-11-05,1.96352
2021-11-06,1.27545
2021-11-07,6.39964
2021-11-08,18.99753
2021-11-09,14.51107
2021-11-10,11.48467
2021-11-11,11.79234
2021-11-12,7.99955
2021-11-13,5.61646
2021-11-14,6.07518
2021-11-15,8.68762
2021-11-16,7.30029
2021-11-17,6.48355
2021-11-18,5.90736
2021-11-19,5.34795
2021-11-20,3.67531
2021-11-21,3.74244
2021-11-22,5.64443
2021-11-23,5.23047
2021-11-24,5.28082
2021-11-25,5.06265
2021-11-26,4.60953
2021-11-27,3.52987
2021-11-28,3.62497
2021-11-29,6.15909
2021-11-30,5.88498
2021-12-01,5.33117
2021-12-02,5.59968
2021-12-03,4.49765
2021-12-04,3.81517
2021-12-05,3.86551
2021-12-06,5.42067
2021-12-07,5.26963
2021-12-08,4.64309
2021-12-09,4.84448
2021-12-10,4.25151
2021-12-11,2.80264
2021-12-12,2.90333
2021-12-13,4.727
2021-12-14,4.11165
2021-12-15,4.24032
2021-12-16,4.47527
2021-12-17,4.10606
2021-12-18,2.68516
2021-12-19,3.12709
2021-12-20,4.39695
2021-12-21,4.27388
2021-12-22,3.87111
2021-12-23,3.81517
2021-12-24,2.74669
2021-12-25,1.94674
2021-12-26,2.57328
2021-12-27,3.61378
2021-12-28,3.47393
2021-12-29,3.2166
2021-12-30,2.87536
2021-12-31,2.78585
2022-01-01,2.24323
2022-01-02,2.59565
2022-01-03,3.86551
2022-01-04,3.41239
2022-01-05,3.60818
2022-01-06,3.84873
2022-01-07,3.63056
2022-01-08,2.78026
2022-01-09,3.64175
2022-01-10,5.35354
2022-01-11,4.61512
2022-01-12,4.79413
2022-01-13,4.81651
2022-01-14,4.62072
2022-01-15,3.43477
2022-01-16,3.61937
2022-01-17,4.56477
2022-01-18,3.77041
2022-01-19,3.45155
2022-01-20,3.07675
2022-01-21,2.45021
2022-01-22,2.18169
2022-01-23,2.37748
2022-01-24,3.60818
2022-01-25,4.35779
2022-01-26,4.13403
2022-01-27,3.35086
2022-01-28,2.92011
2022-01-29,1.96912
2022-01-30,1.7901
2022-01-31,1.95233
2022-02-01,2.10337
2022-02-02,2.60125
2022-02-03,3.64734
2022-02-04,3.10472
2022-02-05,2.51174
2022-02-06,2.3607
2022-02-07,3.38442
2022-02-08,3.32289
2022-02-09,3.18863
2022-02-10,3.03759
2022-02-11,2.71313
2022-02-12,1.87402
2022-02-13,2.19847
2022-02-14,2.90333
2022-02-15,2.52852
2022-02-16,2.3663
2022-02-17,2.37189
2022-02-18,2.31036
2022-02-19,1.47124
2022-02-20,1.86842
2022-02-21,2.78585
2022-02-22,2.88095
2022-02-23,2.82501
2022-02-24,2.68516
2022-02-25,2.06981
2022-02-26,1.7006
2022-02-27,1.75654
2022-02-28,2.43343
2022-03-01,2.57328
2022-03-02,2.72991
2022-03-03,2.5565
2022-03-04,2.28238
2022-03-05,1.89639
2022-03-06,2.19847
2022-03-07,2.86417
2022-03-08,2.48377
2022-03-09,1.92996
2022-03-10,2.88095
2022-03-11,2.13134
2022-03-12,1.59991
2022-03-13,2.06422
2022-03-14,2.87536
2022-03-15,2.63481
2022-03-16,2.59565
2022-03-17,2.24882
2022-03-18,1.90758
2022-03-19,1.75095
2022-03-20,1.72298
2022-03-21,2.12016
2022-03-22,2.11456
2022-03-23,1.82926
2022-03-24,1.92996
2022-03-25,1.57194
2022-03-26,0.99015
2022-03-27,1.27545
2022-03-28,2.00268
2022-03-29,1.50481
2022-03-30,1.68382
2022-03-31,1.61669
2022-04-01,1.67263
2022-04-02,1.09644
2022-04-03,0.90624
2022-04-04,1.67263
2022-04-05,1.58312
2022-04-06,1.82926
2022-04-07,1.59431
2022-04-08,1.51599
2022-04-09,0.92861
2022-04-10,0.77757
2022-04-11,1.49921
2022-04-12,1.63906
2022-04-13,1.46005
2022-04-14,1.54396
2022-04-15,1.2307
2022-04-16,0.77757
2022-04-17,0.83911
2022-04-18,1.66144
2022-04-19,1.52159
2022-04-20,1.43768
2022-04-21,1.40971
2022-04-22,1.18035
2022-04-23,0.79436
2022-04-24,1.0349
2022-04-25,1.7006
2022-04-26,3.62497
2022-04-27,1.59991
2022-04-28,1.29782
2022-04-29,1.1356
2022-04-30,0.83351
2022-05-01,0.9398
2022-05-02,1.6055
2022-05-03,1.53278
2022-05-04,1.28664
2022-05-05,0.71604
2022-05-06,0.99574
2022-05-07,0.8447
2022-05-08,0.91183
2022-05-09,1.62788
2022-05-10,1.54956
2022-05-11,1.63347
2022-05-12,1.44886
2022-05-13,1.47124
2022-05-14,1.01253
2022-05-15,1.15238
2022-05-16,1.64466
2022-05-17,1.73976
2022-05-18,1.90758
2022-05-19,1.71738
2022-05-20,1.69501
2022-05-21,1.01253
2022-05-22,0.95099
2022-05-23,2.00268
2022-05-24,1.91877
2022-05-25,1.76773
2022-05-26,1.72857
2022-05-27,1.54396
2022-05-28,0.8503
2022-05-29,0.98456
2022-05-30,1.72857
2022-05-31,2.04184
2022-06-01,1.29782
2022-06-02,1.99149
2022-06-03,1.73976
2022-06-04,1.00693
2022-06-05,1.01812
2022-06-06,1.09084
2022-06-07,2.05303
2022-06-08,2.02506
2022-06-09,4.41933
2022-06-10,3.92705
2022-06-11,1.77892
2022-06-12,2.35511
2022-06-13,3.8767
2022-06-14,3.00402
2022-06-15,2.60684
2022-06-16,2.58447
2022-06-17,2.37189
2022-06-18,1.43768
2022-06-19,1.48802
2022-06-20,2.46699
2022-06-21,2.31595
2022-06-22,2.42783
2022-06-23,2.3607
2022-06-24,1.68382
2022-06-25,1.15238
2022-06-26,1.19713
2022-06-27,2.04743
2022-06-28,2.19847
2022-06-29,2.22085
2022-06-30,2.0754
2022-07-01,1.59431
2022-07-02,1.15238
2022-07-03,1.19713
2022-07-04,3.46833
2022-07-05,2.92571
2022-07-06,2.57328
2022-07-07,2.37189
2022-07-08,1.82926
2022-07-09,1.30342
2022-07-10,1.4153
2022-07-11,3.15506
2022-07-12,2.90333
2022-07-13,2.56209
2022-07-14,2.89773
2022-07-15,2.54531
2022-07-16,1.63906
2022-07-17,2.33833
2022-07-18,3.94383
2022-07-19,4.05571
2022-07-20,6.1535
2022-07-21,4.05571
2022-07-22,2.80823
2022-07-23,1.81808
2022-07-24,1.71179
2022-07-25,2.56209
2022-07-26,4.01096
2022-07-27,5.59409
2022-07-28,4.84448
2022-07-29,3.2166
2022-07-30,2.49496
2022-07-31,2.30476
2022-08-01,3.55784
2022-08-02,3.58021
2022-08-03,3.76482
2022-08-04,3.29492
2022-08-05,2.98165
2022-08-06,2.15931
2022-08-07,2.15931
2022-08-08,3.72007
2022-08-09,3.14947
2022-08-10,3.50749
2022-08-11,3.4012
2022-08-12,2.99843
2022-08-13,1.85723
2022-08-14,1.76773
2022-08-15,2.06981
2022-08-16,3.4963
2022-08-17,3.0264
2022-08-18,3.3117
2022-08-19,2.96486
2022-08-20,1.90199
2022-08-21,2.64041
2022-08-22,3.80398
2022-08-23,4.41933
2022-08-24,3.64734
2022-08-25,10.70149
2022-08-26,10.48892
2022-08-27,4.4473
2022-08-28,4.16759
2022-08-29,6.16469
2022-08-30,5.45983
2022-08-31,5.09062
2022-09-01,4.94517
2022-09-02,4.77176
2022-09-03,2.92011
2022-09-04,2.84179
2022-09-05,3.96061
2022-09-06,3.46274
2022-09-07,3.33407
2022-09-08,3.22779
2022-09-09,1.62228
2022-09-10,1.68941
2022-09-11,1.67263
2022-09-12,2.10337
2022-09-13,3.94942
2022-09-14,4.08928
2022-09-15,3.63616
2022-09-16,3.24457
2022-09-17,2.40545
2022-09-18,2.48377
2022-09-19,4.71022
2022-09-20,4.38576
2022-09-21,4.32982
2022-09-22,4.36339
2022-09-23,5.05146
2022-09-24,5.0123
2022-09-25,3.20541
2022-09-26,5.35914
2022-09-27,5.63325
2022-09-28,4.43052
2022-09-29,4.24032
2022-09-30,4.12844
2022-10-01,2.62362
2022-10-02,2.23204
2022-10-03,2.97605
2022-10-04,4.84448
2022-10-05,4.71582
2022-10-06,4.62631
2022-10-07,4.09487
2022-10-08,2.62922
2022-10-09,2.88655
2022-10-10,3.211
2022-10-11,5.26404
2022-10-12,4.92839
2022-10-13,4.60953
2022-10-14,4.50324
2022-10-15,3.26135
2022-10-16,3.55784
2022-10-17,5.27522
2022-10-18,4.96755
2022-10-19,4.87804
2022-10-20,5.04027
2022-10-21,3.58581
2022-10-22,2.60125
2022-10-23,3.48511
2022-10-24,5.12418
2022-10-25,4.68225
2022-10-26,4.40255
2022-10-27,4.11725
2022-10-28,3.69769
2022-10-29,2.70754
2022-10-30,2.61803
2022-10-31,4.26269
2022-11-01,4.32423
2022-11-02,4.69344
2022-11-03,4.73819
2022-11-04,4.49205
2022-11-05,2.90333
2022-11-06,3.53546
2022-11-07,4.77176
2022-11-08,4.53121
2022-11-09,4.78294
2022-11-10,4.43052
2022-11-11,4.15081
2022-11-12,3.5019
2022-11-13,3.70328
2022-11-14,6.80241
2022-11-15,7.08212
2022-11-16,5.6724
2022-11-17,5.7675
2022-11-18,4.7326
2022-11-19,3.46274
2022-11-20,4.08928
2022-11-21,5.46542
2022-11-22,5.42067
2022-11-23,5.14656
2022-11-24,4.43052
2022-11-25,4.9228
2022-11-26,3.76482
2022-11-27,3.75923
2022-11-28,5.00111
2022-11-29,5.12418
2022-11-30,4.98433
2022-12-01,5.07943
2022-12-02,4.39136
2022-12-03,2.89773
2022-12-04,3.61937
2022-12-05,4.76057
2022-12-06,4.98433
2022-12-07,5.10181
2022-12-08,9.49317
2022-12-09,17.40881
2022-12-10,10.77422
2022-12-11,20.3569
2022-12-12,28.25576
2022-12-13,35.37144
2022-12-14,33.08905
2022-12-15,28.79838
2022-12-16,22.19176
2022-12-17,15.80331
2022-12-18,16.74871
2022-12-19,17.38084
2022-12-20,18.25352
2022-12-21,16.93331
2022-12-22,14.34325
2022-12-23,11.78675
2022-12-24,8.53099
2022-12-25,9.5603
2022-12-26,12.9727
2022-12-27,11.80912
2022-12-28,11.92101
2022-12-29,11.1714
2022-12-30,9.12955
2022-12-31,7.29469
2023-01-01,7.0038
2023-01-02,11.90982
2023-01-03,10.58402
2023-01-04,9.29738
2023-01-05,9.0904
2023-01-06,8.67643
2023-01-07,7.0989
2023-01-08,7.46251
2023-01-09,12.84963
2023-01-10,10.18124
2023-01-11,9.17431
2023-01-12,8.46945
2023-01-13,9.06802
2023-01-14,7.21078
2023-01-15,8.39113
2023-01-16,10.16446
2023-01-17,9.53233
2023-01-18,10.76303
2023-01-19,8.97851
2023-01-20,7.26113
2023-01-21,5.63884
2023-01-22,5.99686
2023-01-23,6.42761
2023-01-24,7.95479
2023-01-25,11.4567
2023-01-26,11.32244
2023-01-27,10.48892
2023-01-28,10.30991
2023-01-29,10.00223
2023-01-30,12.1168
2023-01-31,12.41888
2023-02-01,11.59655
2023-02-02,11.56298
2023-02-03,9.68337
2023-02-04,6.89751
2023-02-05,6.50592
2023-02-06,9.58827
2023-02-07,9.1799
2023-02-08,8.83307
2023-02-09,8.35198
2023-02-10,10.30431
2023-02-11,11.80912
2023-02-12,10.06377
2023-02-13,14.38241
2023-02-14,13.11814
2023-02-15,12.36853
2023-02-16,11.02036
2023-02-17,9.73372
2023-02-18,8.40792
2023-02-19,7.759
2023-02-20,10.73506
2023-02-21,11.72521
2023-02-22,9.87357
2023-02-23,9.99664
2023-02-24,8.54217
2023-02-25,7.2891
2023-02-26,7.31707
2023-02-27,9.91273
2023-02-28,10.21481
2023-03-01,8.6149
2023-03-02,9.61624
2023-03-03,7.99955
2023-03-04,6.19266
2023-03-05,6.83038
2023-03-06,10.27075
2023-03-07,8.91698
2023-03-08,8.81069
2023-03-09,7.48489
2023-03-10,6.53949
2023-03-11,4.20675
2023-03-12,5.49899
2023-03-13,7.60237
2023-03-14,7.65271
2023-03-15,7.80935
2023-03-16,6.64018
2023-03-17,6.67375
2023-03-18,4.36898
2023-03-19,4.62631
2023-03-20,7.759
2023-03-21,8.11143
2023-03-22,7.60237
2023-03-23,7.67509
2023-03-24,7.34504
2023-03-25,5.09062
2023-03-26,5.2081
2023-03-27,8.53658
2023-03-28,8.0443
2023-03-29,7.75341
2023-03-30,7.65831
2023-03-31,6.80241
2023-04-01,4.62072
2023-04-02,4.80532
2023-04-03,7.17722
2023-04-04,6.80801
2023-04-05,7.63034
2023-04-06,7.24434
2023-04-07,6.22622
2023-04-08,4.53121
2023-04-09,5.12978
2023-04-10,7.33385
2023-04-11,7.0989
2023-04-12,6.8136
2023-04-13,6.74647
2023-04-14,5.98008
2023-04-15,4.00537
2023-04-16,4.31304
2023-04-17,7.80935
2023-04-18,7.61356
2023-04-19,7.11009
2023-04-20,6.27657
2023-04-21,5.63884
2023-04-22,4.25151
2023-04-23,4.10606
2023-04-24,5.71716
2023-04-25,6.03602
2023-04-26,5.81226
2023-04-27,4.88364
2023-04-28,4.55918
2023-04-29,2.94249
2023-04-30,3.07115
2023-05-01,3.9718
2023-05-02,5.02908
2023-05-03,4.68784
2023-05-04,4.61512
2023-05-05,2.87536
2023-05-06,2.76348
2023-05-07,2.92571
2023-05-08,4.6375
2023-05-09,4.68784
2023-05-10,4.31863
2023-05-11,4.31304
2023-05-12,3.95502
2023-05-13,2.57887
2023-05-14,2.73551
2023-05-15,4.62072
2023-05-16,5.00671
2023-05-17,4.58715
2023-05-18,4.66547
2023-05-19,4.55359
2023-05-20,2.97046
2023-05-21,3.27813
2023-05-22,5.32557
2023-05-23,5.52696
2023-05-24,5.30879
2023-05-25,5.30319
2023-05-26,4.38017
2023-05-27,3.18303
2023-05-28,3.30051
2023-05-29,5.05146
2023-05-30,6.52271
2023-05-31,5.73394
2023-06-01,5.23607
2023-06-02,4.40255
2023-06-03,3.04878
2023-06-04,3.24457
2023-06-05,4.53121
2023-06-06,4.03334
2023-06-07,6.29335
2023-06-08,5.56052
2023-06-09,4.53121
2023-06-10,3.1159
2023-06-11,3.77601
2023-06-12,5.63884
2023-06-13,5.74513
2023-06-14,5.60528
2023-06-15,25.85589
2023-06-16,7.00939
2023-06-17,4.12844
2023-06-18,4.58156
2023-06-19,6.63459
2023-06-20,6.45558
2023-06-21,6.70731
2023-06-22,5.23607
2023-06-23,5.18572
2023-06-24,3.38442
2023-06-25,3.41239
2023-06-26,5.51018
2023-06-27,5.05146
2023-06-28,4.88923
2023-06-29,5.39829
2023-06-30,4.39695
2023-07-01,2.61244
2023-07-02,2.88655
2023-07-03,4.65428
2023-07-04,4.4417
2023-07-05,4.41933
2023-07-06,4.39695
2023-07-07,3.61937
2023-07-08,2.54531
2023-07-09,2.68516
2023-07-10,4.88364
2023-07-11,4.27388
2023-07-12,4.08928
2023-07-13,4.3522
2023-07-14,3.5019
2023-07-15,2.33833
2023-07-16,2.34951
2023-07-17,4.57596
2023-07-18,4.8221
