date,경제
2020-03-20,93.98743
2020-03-21,62.48878
2020-03-22,68.83039
2020-03-23,99.64104
2020-03-24,100.0
2020-03-25,78.58211
2020-03-26,76.69757
2020-03-27,68.80047
2020-03-28,46.9638
2020-03-29,50.43374
2020-03-30,65.42028
2020-03-31,64.67244
2020-04-01,62.01017
2020-04-02,56.895
2020-04-03,50.85252
2020-04-04,38.94705
2020-04-05,43.19473
2020-04-06,59.22823
2020-04-07,57.07448
2020-04-08,52.58749
2020-04-09,55.9976
2020-04-10,57.70266
2020-04-11,35.38737
2020-04-12,43.01525
2020-04-13,57.61292
2020-04-14,52.73706
2020-04-15,49.38677
2020-04-16,86.56895
2020-04-17,67.36464
2020-04-18,39.93419
2020-04-19,46.03649
2020-04-20,63.08704
2020-04-21,65.42028
2020-04-22,60.81364
2020-04-23,56.98474
2020-04-24,46.12623
2020-04-25,32.9644
2020-04-26,33.98145
2020-04-27,49.26712
2020-04-28,47.68172
2020-04-29,44.18187
2020-04-30,28.53724
2020-05-01,30.4816
2020-05-02,27.01166
2020-05-03,28.11845
2020-05-04,36.88303
2020-05-05,30.81064
2020-05-06,42.53664
2020-05-07,40.53245
2020-05-08,33.77206
2020-05-09,25.60574
2020-05-10,30.18247
2020-05-11,40.89141
2020-05-12,41.39994
2020-05-13,40.80167
2020-05-14,39.03679
2020-05-15,34.69937
2020-05-16,23.4819
2020-05-17,27.81932
2020-05-18,38.58809
2020-05-19,42.65629
2020-05-20,39.48549
2020-05-21,42.50673
2020-05-22,39.0667
2020-05-23,27.19114
2020-05-24,30.0329
2020-05-25,41.04098
2020-05-26,45.52796
2020-05-27,44.66048
2020-05-28,46.63475
2020-05-29,37.81034
2020-05-30,26.6527
2020-05-31,32.93448
2020-06-01,46.42536
2020-06-02,42.6862
2020-06-03,43.25456
2020-06-04,46.24588
2020-06-05,43.49386
2020-06-06,26.26383
2020-06-07,31.73795
2020-06-08,42.65629
2020-06-09,46.72449
2020-06-10,41.96829
2020-06-11,43.76308
2020-06-12,46.42536
2020-06-13,26.92192
2020-06-14,31.31917
2020-06-15,56.20699
2020-06-16,43.91265
2020-06-17,43.01525
2020-06-18,41.39994
2020-06-19,37.81034
2020-06-20,24.11008
2020-06-21,29.04576
2020-06-22,45.52796
2020-06-23,44.72031
2020-06-24,45.55788
2020-06-25,44.54083
2020-06-26,37.30182
2020-06-27,25.93478
2020-06-28,29.34489
2020-06-29,43.04516
2020-06-30,40.44271
2020-07-01,43.85282
2020-07-02,40.77176
2020-07-03,35.20789
2020-07-04,22.97337
2020-07-05,32.03709
2020-07-06,38.88722
2020-07-07,41.57941
2020-07-08,41.45976
2020-07-09,38.79748
2020-07-10,34.07119
2020-07-11,22.82381
2020-07-12,29.19533
2020-07-13,37.18217
2020-07-14,38.31887
2020-07-15,38.94705
2020-07-16,36.82321
2020-07-17,32.99431
2020-07-18,21.17858
2020-07-19,28.32784
2020-07-20,33.71223
2020-07-21,34.78911
2020-07-22,34.40023
2020-07-23,37.0326
2020-07-24,32.75501
2020-07-25,19.653
2020-07-26,24.46903
2020-07-27,33.71223
2020-07-28,35.86598
2020-07-29,32.75501
2020-07-30,33.35327
2020-07-31,29.25516
2020-08-01,18.78552
2020-08-02,24.08016
2020-08-03,32.78492
2020-08-04,35.02841
2020-08-05,37.39156
2020-08-06,35.50702
2020-08-07,35.6865
2020-08-08,23.51181
2020-08-09,27.1014
2020-08-10,42.02811
2020-08-11,43.07508
2020-08-12,43.94256
2020-08-13,37.21208
2020-08-14,34.31049
2020-08-15,19.653
2020-08-16,20.49057
2020-08-17,28.98594
2020-08-18,37.90008
2020-08-19,33.59258
2020-08-20,38.91714
2020-08-21,29.37481
2020-08-22,22.61441
2020-08-23,25.27669
2020-08-24,35.80616
2020-08-25,35.32755
2020-08-26,35.71642
2020-08-27,37.63087
2020-08-28,39.84445
2020-08-29,25.36643
2020-08-30,26.71253
2020-08-31,46.33562
2020-09-01,42.32725
2020-09-02,47.80137
2020-09-03,45.10918
2020-09-04,46.18606
2020-09-05,25.42626
2020-09-06,28.77654
2020-09-07,47.29285
2020-09-08,43.25456
2020-09-09,42.80586
2020-09-10,44.00239
2020-09-11,41.34011
2020-09-12,27.1014
2020-09-13,30.75082
2020-09-14,42.26742
2020-09-15,39.24618
2020-09-16,42.23751
2020-09-17,37.81034
2020-09-18,35.41728
2020-09-19,24.52886
2020-09-20,29.94316
2020-09-21,38.28896
2020-09-22,44.75022
2020-09-23,40.26323
2020-09-24,43.70326
2020-09-25,35.08824
2020-09-26,22.82381
2020-09-27,29.04576
2020-09-28,38.13939
2020-09-29,31.70804
2020-09-30,16.69159
2020-10-01,17.73855
2020-10-02,20.75979
2020-10-03,21.92641
2020-10-04,28.50732
2020-10-05,35.92581
2020-10-06,32.90457
2020-10-07,34.40023
2020-10-08,30.69099
2020-10-09,22.34519
2020-10-10,20.04187
2020-10-11,22.34519
2020-10-12,31.1696
2020-10-13,30.4816
2020-10-14,29.34489
2020-10-15,28.53724
2020-10-16,26.4134
2020-10-17,18.15734
2020-10-18,22.19563
2020-10-19,28.47741
2020-10-20,29.40472
2020-10-21,30.15255
2020-10-22,31.02004
2020-10-23,27.60993
2020-10-24,18.90517
2020-10-25,23.51181
2020-10-26,33.71223
2020-10-27,30.99012
2020-10-28,33.50284
2020-10-29,34.40023
2020-10-30,33.89171
2020-10-31,19.23422
2020-11-01,24.11008
2020-11-02,33.35327
2020-11-03,33.6524
2020-11-04,36.43434
2020-11-05,31.79778
2020-11-06,31.19952
2020-11-07,17.88812
2020-11-08,23.96051
2020-11-09,34.48997
2020-11-10,35.32755
2020-11-11,35.86598
2020-11-12,33.92162
2020-11-13,31.91743
2020-11-14,18.36673
2020-11-15,24.3793
2020-11-16,37.21208
2020-11-17,32.63535
2020-11-18,32.78492
2020-11-19,30.09273
2020-11-20,30.51151
2020-11-21,22.79389
2020-11-22,25.45617
2020-11-23,32.27639
2020-11-24,34.19084
2020-11-25,32.69518
2020-11-26,30.7209
2020-11-27,26.35357
2020-11-28,21.20849
2020-11-29,24.25964
2020-11-30,32.9644
2020-12-01,31.02004
2020-12-02,33.08405
2020-12-03,33.32336
2020-12-04,34.9985
2020-12-05,28.14836
2020-12-06,31.73795
2020-12-07,37.81034
2020-12-08,36.79329
2020-12-09,36.61381
2020-12-10,38.43852
2020-12-11,36.82321
2020-12-12,26.68262
2020-12-13,29.70385
2020-12-14,35.35746
2020-12-15,33.50284
2020-12-16,34.31049
2020-12-17,36.91295
2020-12-18,33.56266
2020-12-19,25.12713
2020-12-20,27.28088
2020-12-21,35.71642
2020-12-22,34.19084
2020-12-23,37.42147
2020-12-24,31.43882
2020-12-25,20.96918
2020-12-26,25.99461
2020-12-27,28.35776
2020-12-28,38.76757
2020-12-29,36.1352
2020-12-30,34.87885
2020-12-31,28.38767
2021-01-01,22.82381
2021-01-02,24.94765
2021-01-03,28.11845
2021-01-04,39.93419
2021-01-05,39.66497
2021-01-06,40.80167
2021-01-07,35.62668
2021-01-08,39.75471
2021-01-09,30.7209
2021-01-10,31.46874
2021-01-11,45.01944
2021-01-12,40.14358
2021-01-13,37.54113
2021-01-14,38.94705
2021-01-15,34.28058
2021-01-16,23.39216
2021-01-17,25.66556
2021-01-18,40.17349
2021-01-19,36.64373
2021-01-20,35.8959
2021-01-21,35.59676
2021-01-22,32.66527
2021-01-23,25.39635
2021-01-24,23.45198
2021-01-25,35.98564
2021-01-26,37.54113
2021-01-27,36.67364
2021-01-28,36.16512
2021-01-29,36.10529
2021-01-30,24.85791
2021-01-31,25.12713
2021-02-01,32.9644
2021-02-02,33.71223
2021-02-03,29.88333
2021-02-04,30.06281
2021-02-05,29.1355
2021-02-06,23.09303
2021-02-07,23.69129
2021-02-08,30.75082
2021-02-09,27.84923
2021-02-10,29.01585
2021-02-11,19.2043
2021-02-12,19.29404
2021-02-13,17.97786
2021-02-14,24.31947
2021-02-15,32.067
2021-02-16,35.77624
2021-02-17,35.86598
2021-02-18,35.41728
2021-02-19,31.76787
2021-02-20,22.64433
2021-02-21,25.09721
2021-02-22,33.56266
2021-02-23,34.48997
2021-02-24,37.4813
2021-02-25,35.17798
2021-02-26,33.35327
2021-02-27,21.71702
2021-02-28,22.07597
2021-03-01,27.46036
2021-03-02,43.01525
2021-03-03,47.05354
2021-03-04,49.77565
2021-03-05,44.12204
2021-03-06,24.55877
2021-03-07,28.83637
2021-03-08,42.38707
2021-03-09,46.42536
2021-03-10,44.15195
2021-03-11,42.08794
2021-03-12,37.54113
2021-03-13,25.15704
2021-03-14,31.79778
2021-03-15,42.41699
2021-03-16,43.43404
2021-03-17,44.63057
