date,고배당ETF
2023-05-30,4.80769
2023-05-31,4.73372
2023-06-01,3.84615
2023-06-02,3.84615
2023-06-03,2.81065
2023-06-04,2.55177
2023-06-05,3.3284
2023-06-06,4.10502
2023-06-07,3.55029
2023-06-08,4.17899
2023-06-09,2.95857
2023-06-10,3.43934
2023-06-11,3.55029
2023-06-12,3.77218
2023-06-13,3.7352
2023-06-14,4.47485
2023-06-15,3.43934
2023-06-16,3.47633
2023-06-17,2.18195
2023-06-18,2.58875
2023-06-19,2.95857
2023-06-20,3.3284
2023-06-21,2.73668
2023-06-22,3.14349
2023-06-23,3.58727
2023-06-24,2.40384
2023-06-25,2.29289
2023-06-26,2.99556
2023-06-27,2.77366
2023-06-28,3.25443
2023-06-29,3.18047
2023-06-30,3.18047
2023-07-01,2.44082
2023-07-02,3.18047
2023-07-03,4.25295
2023-07-04,3.7352
2023-07-05,3.80917
2023-07-06,3.06952
2023-07-07,2.32988
2023-07-08,2.25591
2023-07-09,1.51627
2023-07-10,3.14349
2023-07-11,3.92011
2023-07-12,4.32692
2023-07-13,3.06952
2023-07-14,3.40236
2023-07-15,1.73816
2023-07-16,2.81065
2023-07-17,3.66124
2023-07-18,3.29142
2023-07-19,3.88313
2023-07-20,3.40236
2023-07-21,3.25443
2023-07-22,2.36686
2023-07-23,2.51479
2023-07-24,2.92159
2023-07-25,4.17899
2023-07-26,4.77071
2023-07-27,3.88313
2023-07-28,3.66124
2023-07-29,2.84763
2023-07-30,2.25591
2023-07-31,3.21745
2023-08-01,3.25443
2023-08-02,5.76923
2023-08-03,4.32692
2023-08-04,4.17899
2023-08-05,2.44082
2023-08-06,2.99556
2023-08-07,2.92159
2023-08-08,3.92011
2023-08-09,4.43786
2023-08-10,4.21597
2023-08-11,3.51331
2023-08-12,2.77366
2023-08-13,2.88461
2023-08-14,4.95562
2023-08-15,3.77218
2023-08-16,4.65976
2023-08-17,4.03106
2023-08-18,3.55029
2023-08-19,2.92159
2023-08-20,2.40384
2023-08-21,3.80917
2023-08-22,4.03106
2023-08-23,3.3284
2023-08-24,3.84615
2023-08-25,3.06952
2023-08-26,2.77366
2023-08-27,2.14497
2023-08-28,3.9571
2023-08-29,5.02958
2023-08-30,4.84467
2023-08-31,4.32692
2023-09-01,3.9571
2023-09-02,3.47633
2023-09-03,3.14349
2023-09-04,3.92011
2023-09-05,4.88165
2023-09-06,4.91863
2023-09-07,4.65976
2023-09-08,5.28846
2023-09-09,3.99408
2023-09-10,3.25443
2023-09-11,4.47485
2023-09-12,3.51331
2023-09-13,3.58727
2023-09-14,4.17899
2023-09-15,5.58431
2023-09-16,1.81213
2023-09-17,1.81213
2023-09-18,3.18047
2023-09-19,4.28994
2023-09-20,3.7352
2023-09-21,2.29289
2023-09-22,2.6997
2023-09-23,1.59023
2023-09-24,1.88609
2023-09-25,3.25443
2023-09-26,3.66124
2023-09-27,3.14349
2023-09-28,1.59023
2023-09-29,1.81213
2023-09-30,1.4423
2023-10-01,1.55325
2023-10-02,1.88609
2023-10-03,2.51479
2023-10-04,2.25591
2023-10-05,2.66272
2023-10-06,2.66272
2023-10-07,2.21893
2023-10-08,1.81213
2023-10-09,1.92307
2023-10-10,3.43934
2023-10-11,3.58727
2023-10-12,3.84615
2023-10-13,2.73668
2023-10-14,2.21893
2023-10-15,1.84911
2023-10-16,3.58727
2023-10-17,3.3284
2023-10-18,3.88313
2023-10-19,3.18047
2023-10-20,2.88461
2023-10-21,1.73816
2023-10-22,1.70118
2023-10-23,2.81065
2023-10-24,3.1065
2023-10-25,3.21745
2023-10-26,2.73668
2023-10-27,2.29289
2023-10-28,1.70118
2023-10-29,1.22041
2023-10-30,2.92159
2023-10-31,2.95857
2023-11-01,2.44082
2023-11-02,3.29142
2023-11-03,4.32692
2023-11-04,2.66272
2023-11-05,2.44082
2023-11-06,2.47781
2023-11-07,2.66272
2023-11-08,3.43934
2023-11-09,4.21597
2023-11-10,2.88461
2023-11-11,2.10798
2023-11-12,2.95857
2023-11-13,2.66272
2023-11-14,3.88313
2023-11-15,5.69526
2023-11-16,4.91863
2023-11-17,4.54881
2023-11-18,3.99408
2023-11-19,3.55029
2023-11-20,4.47485
2023-11-21,4.47485
2023-11-22,5.6213
2023-11-23,4.88165
2023-11-24,3.66124
2023-11-25,2.77366
2023-11-26,2.95857
2023-11-27,3.55029
2023-11-28,3.84615
2023-11-29,4.17899
2023-11-30,6.17603
2023-12-01,4.9926
2023-12-02,3.92011
2023-12-03,3.92011
2023-12-04,5.6213
2023-12-05,5.32544
2023-12-06,7.6923
2023-12-07,7.76627
2023-12-08,4.43786
2023-12-09,3.69822
2023-12-10,3.43934
2023-12-11,4.95562
2023-12-12,6.84171
2023-12-13,4.17899
2023-12-14,5.32544
2023-12-15,4.43786
2023-12-16,3.92011
2023-12-17,4.80769
2023-12-18,4.58579
2023-12-19,5.99112
2023-12-20,5.21449
2023-12-21,5.21449
2023-12-22,5.51035
2023-12-23,3.1065
2023-12-24,3.40236
2023-12-25,3.84615
2023-12-26,6.0281
2023-12-27,5.76923
2023-12-28,4.80769
2023-12-29,4.54881
2023-12-30,2.81065
2023-12-31,3.29142
2024-01-01,4.32692
2024-01-02,5.65828
2024-01-03,5.76923
2024-01-04,5.80621
2024-01-05,6.32396
2024-01-06,4.40088
2024-01-07,5.14053
2024-01-08,4.3639
2024-01-09,5.02958
2024-01-10,5.32544
2024-01-11,6.76775
2024-01-12,5.84319
2024-01-13,4.14201
2024-01-14,3.62426
2024-01-15,6.21301
2024-01-16,5.6213
2024-01-17,4.28994
2024-01-18,9.20857
2024-01-19,8.39497
2024-01-20,4.88165
2024-01-21,6.58284
2024-01-22,7.47041
2024-01-23,7.02662
2024-01-24,7.47041
2024-01-25,8.21005
2024-01-26,8.06213
2024-01-27,5.32544
2024-01-28,5.54733
2024-01-29,7.61834
2024-01-30,8.13609
2024-01-31,7.0636
2024-02-01,8.72781
2024-02-02,9.17159
2024-02-03,6.61982
2024-02-04,8.35798
2024-02-05,9.87426
2024-02-06,9.61538
2024-02-07,7.24852
2024-02-08,8.09911
2024-02-09,6.32396
2024-02-10,5.6213
2024-02-11,7.10059
2024-02-12,7.72928
2024-02-13,10.28106
2024-02-14,8.91272
2024-02-15,10.39201
2024-02-16,7.47041
2024-02-17,7.32248
2024-02-18,8.76479
2024-02-19,21.78254
2024-02-20,38.72041
2024-02-21,91.53106
2024-02-22,100.0
2024-02-23,60.42899
2024-02-24,51.88609
2024-02-25,45.22928
2024-02-26,39.571
2024-02-27,29.32692
2024-02-28,26.0355
2024-02-29,22.11538
2024-03-01,18.34319
2024-03-02,15.64349
2024-03-03,13.97928
2024-03-04,18.41715
2024-03-05,16.90088
2024-03-06,17.30769
2024-03-07,15.93934
2024-03-08,13.79437
2024-03-09,11.39053
2024-03-10,10.42899
2024-03-11,14.27514
2024-03-12,13.46153
2024-03-13,12.79585
2024-03-14,12.53698
2024-03-15,9.43047
2024-03-16,7.76627
2024-03-17,8.69082
2024-03-18,11.68639
2024-03-19,13.9423
2024-03-20,15.53254
