date,신혼부부특별공급
2023-05-29,8.3005
2023-05-30,11.50815
2023-05-31,9.36972
2023-06-01,6.92177
2023-06-02,7.48452
2023-06-03,5.71187
2023-06-04,7.42824
2023-06-05,9.7355
2023-06-06,7.87844
2023-06-07,11.6207
2023-06-08,12.94316
2023-06-09,9.87619
2023-06-10,6.8655
2023-06-11,9.51041
2023-06-12,12.77433
2023-06-13,10.49521
2023-06-14,8.69442
2023-06-15,9.48227
2023-06-16,8.41305
2023-06-17,6.27462
2023-06-18,6.92177
2023-06-19,12.18345
2023-06-20,11.05796
2023-06-21,9.31344
2023-06-22,7.62521
2023-06-23,6.94991
2023-06-24,5.76814
2023-06-25,6.89364
2023-06-26,11.28306
2023-06-27,8.80697
2023-06-28,7.76589
2023-06-29,6.89364
2023-06-30,6.75295
2023-07-01,5.88069
2023-07-02,7.96285
2023-07-03,12.01463
2023-07-04,8.72256
2023-07-05,8.61001
2023-07-06,7.54079
2023-07-07,7.45638
2023-07-08,7.37197
2023-07-09,7.79403
2023-07-10,11.42374
2023-07-11,8.91952
2023-07-12,7.68148
2023-07-13,7.73776
2023-07-14,7.82217
2023-07-15,4.92402
2023-07-16,6.49971
2023-07-17,10.15756
2023-07-18,9.34158
2023-07-19,6.89364
2023-07-20,6.33089
2023-07-21,6.83736
2023-07-22,6.55599
2023-07-23,7.76589
2023-07-24,11.98649
2023-07-25,8.46933
2023-07-26,7.20315
2023-07-27,7.11873
2023-07-28,6.04952
2023-07-29,4.92402
2023-07-30,6.49971
2023-07-31,10.52335
2023-08-01,8.0754
2023-08-02,6.07765
2023-08-03,5.76814
2023-08-04,5.34608
2023-08-05,5.45863
2023-08-06,5.99324
2023-08-07,7.00619
2023-08-08,7.68148
2023-08-09,7.3157
2023-08-10,5.88069
2023-08-11,8.7507
2023-08-12,6.24648
2023-08-13,7.3157
2023-08-14,9.65109
2023-08-15,7.99099
2023-08-16,10.6359
2023-08-17,8.7507
2023-08-18,6.92177
2023-08-19,5.17726
2023-08-20,7.11873
2023-08-21,8.69442
2023-08-22,8.66629
2023-08-23,10.43894
2023-08-24,9.28531
2023-08-25,6.38716
2023-08-26,5.82442
2023-08-27,8.24423
2023-08-28,11.8458
2023-08-29,16.26336
2023-08-30,13.56218
2023-08-31,10.49521
2023-09-01,8.91952
2023-09-02,7.65334
2023-09-03,9.65109
2023-09-04,13.84355
2023-09-05,12.15531
2023-09-06,10.57962
2023-09-07,10.07315
2023-09-08,8.38491
2023-09-09,7.8503
2023-09-10,9.81992
2023-09-11,13.9561
2023-09-12,12.32414
2023-09-13,10.83286
2023-09-14,9.08835
2023-09-15,8.5256
2023-09-16,6.72481
2023-09-17,8.21609
2023-09-18,10.49521
2023-09-19,9.03207
2023-09-20,8.18795
2023-09-21,9.11648
2023-09-22,7.40011
2023-09-23,7.0906
2023-09-24,7.73776
2023-09-25,9.28531
2023-09-26,8.41305
2023-09-27,5.74001
2023-09-28,4.92402
2023-09-29,6.72481
2023-09-30,6.07765
2023-10-01,6.10579
2023-10-02,7.28756
2023-10-03,8.38491
2023-10-04,11.8458
2023-10-05,9.70737
2023-10-06,7.8503
2023-10-07,6.35903
2023-10-08,5.82442
2023-10-09,8.69442
2023-10-10,10.07315
2023-10-11,9.34158
2023-10-12,8.9758
2023-10-13,10.4108
2023-10-14,7.56893
2023-10-15,9.7355
2023-10-16,15.13787
2023-10-17,11.78953
2023-10-18,10.57962
2023-10-19,9.22903
2023-10-20,7.96285
2023-10-21,6.49971
2023-10-22,9.65109
2023-10-23,15.02532
2023-10-24,10.04501
2023-10-25,7.87844
2023-10-26,7.17501
2023-10-27,5.99324
2023-10-28,5.76814
2023-10-29,7.42824
2023-10-30,11.81767
2023-10-31,10.38266
2023-11-01,10.29825
2023-11-02,7.25942
2023-11-03,9.00393
2023-11-04,6.89364
2023-11-05,8.18795
2023-11-06,12.12718
2023-11-07,8.80697
2023-11-08,9.76364
2023-11-09,8.04727
2023-11-10,6.75295
2023-11-11,5.59932
2023-11-12,7.8503
2023-11-13,12.38041
2023-11-14,9.14462
2023-11-15,8.35678
2023-11-16,7.11873
2023-11-17,6.21834
2023-11-18,5.00844
2023-11-19,8.13168
2023-11-20,10.46707
2023-11-21,10.52335
2023-11-22,7.11873
2023-11-23,6.35903
2023-11-24,8.77884
2023-11-25,6.04952
2023-11-26,6.75295
2023-11-27,8.89138
2023-11-28,9.34158
2023-11-29,7.06246
2023-11-30,7.70962
2023-12-01,6.97805
2023-12-02,6.35903
2023-12-03,8.24423
2023-12-04,11.48002
2023-12-05,8.44119
2023-12-06,8.7507
2023-12-07,7.17501
2023-12-08,6.69667
2023-12-09,5.65559
2023-12-10,7.40011
2023-12-11,12.5211
2023-12-12,9.53854
2023-12-13,8.18795
2023-12-14,8.15981
2023-12-15,7.25942
2023-12-16,5.26167
2023-12-17,7.65334
2023-12-18,9.65109
2023-12-19,8.10354
2023-12-20,7.00619
2023-12-21,7.40011
2023-12-22,5.76814
2023-12-23,4.7552
2023-12-24,5.09285
2023-12-25,6.80922
2023-12-26,9.84805
2023-12-27,10.21384
2023-12-28,9.00393
2023-12-29,8.35678
2023-12-30,6.44344
2023-12-31,9.28531
2024-01-01,11.0861
2024-01-02,13.70287
2024-01-03,13.87169
2024-01-04,11.42374
2024-01-05,10.57962
2024-01-06,10.24198
2024-01-07,10.91727
2024-01-08,13.28081
2024-01-09,13.02757
2024-01-10,11.11423
2024-01-11,11.28306
2024-01-12,9.48227
2024-01-13,8.46933
2024-01-14,9.93247
2024-01-15,14.77208
2024-01-16,12.35227
2024-01-17,10.861
2024-01-18,9.93247
2024-01-19,11.17051
2024-01-20,8.24423
2024-01-21,11.81767
2024-01-22,12.54924
2024-01-23,12.80247
2024-01-24,10.6359
2024-01-25,11.81767
2024-01-26,10.77658
2024-01-27,9.48227
2024-01-28,12.26786
2024-01-29,14.09679
2024-01-30,11.50815
2024-01-31,10.6359
2024-02-01,12.26786
2024-02-02,9.90433
2024-02-03,8.32864
2024-02-04,10.97355
2024-02-05,15.3911
2024-02-06,10.66404
2024-02-07,8.46933
2024-02-08,6.13393
2024-02-09,7.17501
2024-02-10,9.36972
2024-02-11,8.80697
2024-02-12,11.28306
2024-02-13,12.49296
2024-02-14,10.1857
2024-02-15,9.84805
2024-02-16,8.83511
2024-02-17,8.41305
2024-02-18,11.78953
2024-02-19,10.88913
2024-02-20,11.33933
2024-02-21,9.87619
2024-02-22,8.5256
2024-02-23,7.99099
2024-02-24,6.66854
2024-02-25,9.42599
2024-02-26,14.99718
2024-02-27,9.2009
2024-02-28,8.89138
2024-02-29,7.3157
2024-03-01,5.76814
2024-03-02,7.48452
2024-03-03,8.24423
2024-03-04,10.83286
2024-03-05,11.05796
2024-03-06,12.01463
2024-03-07,9.2009
2024-03-08,7.76589
2024-03-09,6.38716
2024-03-10,7.93472
2024-03-11,9.76364
2024-03-12,9.7355
2024-03-13,8.80697
2024-03-14,7.65334
2024-03-15,7.76589
2024-03-16,5.68373
2024-03-17,6.97805
2024-03-18,8.94766
2024-03-19,7.93472
2024-03-20,8.46933
