date,다이어트어플
2023-05-30,35.38961
2023-05-31,29.87012
2023-06-01,30.1948
2023-06-02,24.02597
2023-06-03,16.88311
2023-06-04,21.42857
2023-06-05,23.70129
2023-06-06,22.72727
2023-06-07,28.24675
2023-06-08,26.62337
2023-06-09,20.45454
2023-06-10,19.15584
2023-06-11,24.35064
2023-06-12,35.06493
2023-06-13,24.35064
2023-06-14,31.16883
2023-06-15,26.94805
2023-06-16,19.80519
2023-06-17,12.98701
2023-06-18,26.62337
2023-06-19,34.0909
2023-06-20,28.57142
2023-06-21,28.24675
2023-06-22,22.40259
2023-06-23,21.75324
2023-06-24,11.68831
2023-06-25,19.15584
2023-06-26,29.54545
2023-06-27,25.32467
2023-06-28,40.90909
2023-06-29,20.77922
2023-06-30,19.48051
2023-07-01,16.23376
2023-07-02,24.02597
2023-07-03,36.36363
2023-07-04,31.4935
2023-07-05,25.97402
2023-07-06,30.51948
2023-07-07,18.18181
2023-07-08,13.63636
2023-07-09,22.07792
2023-07-10,30.84415
2023-07-11,25.32467
2023-07-12,15.90909
2023-07-13,20.77922
2023-07-14,17.85714
2023-07-15,19.80519
2023-07-16,19.80519
2023-07-17,33.11688
2023-07-18,22.72727
2023-07-19,25.0
2023-07-20,18.50649
2023-07-21,18.18181
2023-07-22,16.88311
2023-07-23,22.07792
2023-07-24,34.0909
2023-07-25,27.27272
2023-07-26,25.0
2023-07-27,18.18181
2023-07-28,15.25974
2023-07-29,14.61038
2023-07-30,17.53246
2023-07-31,24.67532
2023-08-01,22.40259
2023-08-02,23.70129
2023-08-03,18.83116
2023-08-04,13.63636
2023-08-05,16.23376
2023-08-06,24.35064
2023-08-07,25.97402
2023-08-08,24.35064
2023-08-09,25.32467
2023-08-10,18.50649
2023-08-11,17.53246
2023-08-12,16.88311
2023-08-13,17.85714
2023-08-14,24.35064
2023-08-15,27.5974
2023-08-16,31.81818
2023-08-17,22.72727
2023-08-18,16.88311
2023-08-19,15.90909
2023-08-20,25.0
2023-08-21,38.96103
2023-08-22,30.51948
2023-08-23,27.27272
2023-08-24,21.75324
2023-08-25,21.75324
2023-08-26,21.75324
2023-08-27,24.67532
2023-08-28,34.0909
2023-08-29,24.35064
2023-08-30,21.10389
2023-08-31,19.15584
2023-09-01,18.18181
2023-09-02,13.31168
2023-09-03,25.97402
2023-09-04,30.84415
2023-09-05,26.94805
2023-09-06,27.92207
2023-09-07,21.75324
2023-09-08,15.58441
2023-09-09,18.50649
2023-09-10,22.07792
2023-09-11,31.16883
2023-09-12,29.22077
2023-09-13,23.70129
2023-09-14,22.40259
2023-09-15,15.90909
2023-09-16,13.96103
2023-09-17,19.48051
2023-09-18,24.67532
2023-09-19,18.83116
2023-09-20,15.58441
2023-09-21,17.20779
2023-09-22,10.71428
2023-09-23,8.76623
2023-09-24,16.88311
2023-09-25,13.96103
2023-09-26,17.20779
2023-09-27,11.03896
2023-09-28,10.06493
2023-09-29,5.51948
2023-09-30,5.84415
2023-10-01,15.90909
2023-10-02,13.96103
2023-10-03,22.40259
2023-10-04,30.1948
2023-10-05,21.10389
2023-10-06,13.96103
2023-10-07,9.0909
2023-10-08,13.96103
2023-10-09,23.70129
2023-10-10,27.27272
2023-10-11,19.48051
2023-10-12,19.48051
2023-10-13,14.61038
2023-10-14,13.31168
2023-10-15,17.20779
2023-10-16,23.70129
2023-10-17,21.75324
2023-10-18,15.25974
2023-10-19,14.28571
2023-10-20,8.76623
2023-10-21,12.66233
2023-10-22,22.07792
2023-10-23,25.97402
2023-10-24,21.42857
2023-10-25,23.05194
2023-10-26,17.53246
2023-10-27,11.68831
2023-10-28,9.41558
2023-10-29,17.85714
2023-10-30,29.54545
2023-10-31,17.20779
2023-11-01,21.10389
2023-11-02,14.28571
2023-11-03,10.06493
2023-11-04,14.61038
2023-11-05,15.58441
2023-11-06,29.87012
2023-11-07,17.53246
2023-11-08,14.28571
2023-11-09,14.61038
2023-11-10,14.28571
2023-11-11,8.11688
2023-11-12,16.88311
2023-11-13,20.77922
2023-11-14,15.58441
2023-11-15,12.01298
2023-11-16,11.36363
2023-11-17,6.4935
2023-11-18,8.76623
2023-11-19,8.44155
2023-11-20,21.75324
2023-11-21,13.96103
2023-11-22,11.03896
2023-11-23,13.96103
2023-11-24,14.61038
2023-11-25,6.4935
2023-11-26,13.63636
2023-11-27,18.50649
2023-11-28,12.66233
2023-11-29,14.28571
2023-11-30,13.31168
2023-12-01,10.06493
2023-12-02,6.81818
2023-12-03,10.38961
2023-12-04,18.50649
2023-12-05,14.93506
2023-12-06,12.66233
2023-12-07,12.01298
2023-12-08,11.03896
2023-12-09,11.68831
2023-12-10,12.98701
2023-12-11,21.10389
2023-12-12,14.28571
2023-12-13,12.33766
2023-12-14,9.74025
2023-12-15,11.68831
2023-12-16,7.14285
2023-12-17,9.74025
2023-12-18,16.23376
2023-12-19,14.93506
2023-12-20,12.98701
2023-12-21,10.71428
2023-12-22,6.4935
2023-12-23,3.57142
2023-12-24,6.16883
2023-12-25,11.68831
2023-12-26,15.58441
2023-12-27,12.01298
2023-12-28,14.28571
2023-12-29,12.98701
2023-12-30,11.68831
2023-12-31,12.33766
2024-01-01,34.41558
2024-01-02,45.12987
2024-01-03,28.24675
2024-01-04,19.80519
2024-01-05,20.45454
2024-01-06,13.96103
2024-01-07,18.50649
2024-01-08,32.7922
2024-01-09,19.80519
2024-01-10,23.70129
2024-01-11,16.23376
2024-01-12,17.20779
2024-01-13,14.93506
2024-01-14,20.45454
2024-01-15,21.10389
2024-01-16,21.42857
2024-01-17,19.80519
2024-01-18,18.83116
2024-01-19,12.33766
2024-01-20,7.7922
2024-01-21,17.53246
2024-01-22,21.10389
2024-01-23,19.15584
2024-01-24,15.25974
2024-01-25,15.25974
2024-01-26,15.58441
2024-01-27,10.38961
2024-01-28,14.28571
2024-01-29,26.2987
2024-01-30,24.67532
2024-01-31,21.42857
2024-02-01,21.75324
2024-02-02,12.66233
2024-02-03,12.33766
2024-02-04,16.55844
2024-02-05,20.77922
2024-02-06,20.12987
2024-02-07,14.61038
2024-02-08,13.31168
2024-02-09,7.46753
2024-02-10,11.68831
2024-02-11,14.61038
2024-02-12,17.85714
2024-02-13,39.28571
2024-02-14,28.8961
2024-02-15,20.12987
2024-02-16,11.36363
2024-02-17,11.03896
2024-02-18,27.27272
2024-02-19,42.85714
2024-02-20,26.2987
2024-02-21,21.10389
2024-02-22,18.18181
2024-02-23,16.88311
2024-02-24,13.63636
2024-02-25,22.07792
2024-02-26,29.87012
2024-02-27,22.07792
2024-02-28,21.42857
2024-02-29,20.77922
2024-03-01,25.32467
2024-03-02,26.2987
2024-03-03,29.22077
2024-03-04,37.33766
2024-03-05,28.8961
2024-03-06,31.4935
2024-03-07,25.64935
2024-03-08,21.75324
2024-03-09,18.50649
2024-03-10,16.23376
2024-03-11,36.03896
2024-03-12,26.94805
2024-03-13,25.32467
2024-03-14,23.70129
2024-03-15,15.58441
2024-03-16,10.06493
2024-03-17,24.67532
2024-03-18,37.01298
2024-03-19,24.35064
2024-03-20,23.37662
