date,대부업체조회
2020-08-18,48.75444
2020-08-19,43.06049
2020-08-20,46.61921
2020-08-21,39.50177
2020-08-22,13.16725
2020-08-23,7.4733
2020-08-24,49.46619
2020-08-25,33.45195
2020-08-26,37.36654
2020-08-27,36.6548
2020-08-28,28.82562
2020-08-29,6.76156
2020-08-30,10.32028
2020-08-31,41.99288
2020-09-01,48.39857
2020-09-02,33.80782
2020-09-03,36.6548
2020-09-04,29.18149
2020-09-05,10.32028
2020-09-06,7.4733
2020-09-07,31.67259
2020-09-08,46.26334
2020-09-09,35.58718
2020-09-10,44.48398
2020-09-11,32.38434
2020-09-12,13.16725
2020-09-13,11.03202
2020-09-14,43.06049
2020-09-15,49.82206
2020-09-16,56.9395
2020-09-17,37.72241
2020-09-18,41.63701
2020-09-19,10.67615
2020-09-20,10.67615
2020-09-21,47.68683
2020-09-22,41.28113
2020-09-23,39.85765
2020-09-24,44.48398
2020-09-25,37.72241
2020-09-26,6.76156
2020-09-27,4.9822
2020-09-28,47.68683
2020-09-29,25.97864
2020-09-30,7.82918
2020-10-01,7.11743
2020-10-02,4.62633
2020-10-03,3.91459
2020-10-04,8.54092
2020-10-05,44.12811
2020-10-06,42.70462
2020-10-07,46.26334
2020-10-08,29.18149
2020-10-09,11.3879
2020-10-10,13.879
2020-10-11,12.45551
2020-10-12,54.09252
2020-10-13,50.88967
2020-10-14,49.11032
2020-10-15,33.09608
2020-10-16,33.80782
2020-10-17,13.52313
2020-10-18,8.54092
2020-10-19,44.48398
2020-10-20,35.23131
2020-10-21,45.90747
2020-10-22,39.50177
2020-10-23,36.6548
2020-10-24,16.01423
2020-10-25,12.09964
2020-10-26,46.97508
2020-10-27,53.73665
2020-10-28,42.34875
2020-10-29,39.1459
2020-10-30,36.29893
2020-10-31,11.03202
2020-11-01,11.03202
2020-11-02,39.1459
2020-11-03,38.79003
2020-11-04,36.29893
2020-11-05,37.72241
2020-11-06,38.07829
2020-11-07,8.18505
2020-11-08,8.18505
2020-11-09,40.92526
2020-11-10,38.79003
2020-11-11,41.99288
2020-11-12,37.01067
2020-11-13,40.21352
2020-11-14,6.76156
2020-11-15,11.74377
2020-11-16,41.28113
2020-11-17,44.48398
2020-11-18,41.99288
2020-11-19,49.82206
2020-11-20,45.90747
2020-11-21,16.3701
2020-11-22,13.52313
2020-11-23,56.22775
2020-11-24,56.58362
2020-11-25,58.71886
2020-11-26,45.5516
2020-11-27,37.72241
2020-11-28,6.40569
2020-11-29,12.45551
2020-11-30,46.26334
2020-12-01,39.50177
2020-12-02,33.80782
2020-12-03,32.74021
2020-12-04,36.29893
2020-12-05,12.45551
2020-12-06,6.76156
2020-12-07,34.87544
2020-12-08,29.18149
2020-12-09,43.41637
2020-12-10,45.5516
2020-12-11,38.07829
2020-12-12,11.74377
2020-12-13,10.32028
2020-12-14,46.61921
2020-12-15,38.43416
2020-12-16,39.85765
2020-12-17,40.21352
2020-12-18,42.70462
2020-12-19,13.52313
2020-12-20,12.09964
2020-12-21,48.0427
2020-12-22,46.26334
2020-12-23,49.11032
2020-12-24,29.18149
2020-12-25,9.96441
2020-12-26,16.72597
2020-12-27,10.67615
2020-12-28,62.27758
2020-12-29,43.41637
2020-12-30,40.92526
2020-12-31,37.01067
2021-01-01,10.67615
2021-01-02,19.57295
2021-01-03,19.57295
2021-01-04,53.02491
2021-01-05,43.41637
2021-01-06,42.70462
2021-01-07,46.61921
2021-01-08,30.24911
2021-01-09,13.879
2021-01-10,14.94661
2021-01-11,53.38078
2021-01-12,57.65124
2021-01-13,58.71886
2021-01-14,51.24555
2021-01-15,51.24555
2021-01-16,14.59074
2021-01-17,8.18505
2021-01-18,62.27758
2021-01-19,43.77224
2021-01-20,48.75444
2021-01-21,51.95729
2021-01-22,40.92526
2021-01-23,13.16725
2021-01-24,17.08185
2021-01-25,61.20996
2021-01-26,44.12811
2021-01-27,58.71886
2021-01-28,40.92526
2021-01-29,35.94306
2021-01-30,12.81138
2021-01-31,11.03202
2021-02-01,38.79003
2021-02-02,43.41637
2021-02-03,47.33096
2021-02-04,43.41637
2021-02-05,34.51957
2021-02-06,12.09964
2021-02-07,10.32028
2021-02-08,50.88967
2021-02-09,41.63701
2021-02-10,32.38434
2021-02-11,15.65836
2021-02-12,3.20284
2021-02-13,5.69395
2021-02-14,13.52313
2021-02-15,50.88967
2021-02-16,62.98932
2021-02-17,49.11032
2021-02-18,45.19572
2021-02-19,57.29537
2021-02-20,12.81138
2021-02-21,16.72597
2021-02-22,54.09252
2021-02-23,43.77224
2021-02-24,43.06049
2021-02-25,54.09252
2021-02-26,38.79003
2021-02-27,10.32028
2021-02-28,12.45551
2021-03-01,14.94661
2021-03-02,45.5516
2021-03-03,38.43416
2021-03-04,40.92526
2021-03-05,47.33096
2021-03-06,12.81138
2021-03-07,10.32028
2021-03-08,51.24555
2021-03-09,38.07829
2021-03-10,42.70462
2021-03-11,40.21352
2021-03-12,37.36654
2021-03-13,14.23487
2021-03-14,8.89679
2021-03-15,54.09252
2021-03-16,49.82206
2021-03-17,43.77224
2021-03-18,49.82206
2021-03-19,36.6548
2021-03-20,16.01423
2021-03-21,15.30249
2021-03-22,47.33096
2021-03-23,43.77224
2021-03-24,46.26334
2021-03-25,43.77224
2021-03-26,24.91103
2021-03-27,13.879
2021-03-28,10.32028
2021-03-29,49.46619
2021-03-30,47.33096
2021-03-31,52.66903
2021-04-01,39.85765
2021-04-02,32.38434
2021-04-03,8.54092
2021-04-04,14.59074
2021-04-05,44.83985
2021-04-06,39.85765
2021-04-07,29.89323
2021-04-08,39.1459
2021-04-09,39.50177
2021-04-10,15.65836
2021-04-11,10.67615
2021-04-12,40.56939
2021-04-13,41.99288
2021-04-14,53.02491
2021-04-15,46.61921
2021-04-16,31.67259
2021-04-17,12.45551
2021-04-18,11.3879
2021-04-19,57.65124
2021-04-20,46.97508
2021-04-21,46.97508
2021-04-22,40.21352
2021-04-23,40.21352
2021-04-24,20.28469
2021-04-25,12.09964
2021-04-26,61.20996
2021-04-27,43.06049
2021-04-28,44.83985
2021-04-29,30.60498
2021-04-30,37.01067
2021-05-01,11.03202
2021-05-02,9.25266
2021-05-03,41.28113
2021-05-04,32.74021
2021-05-05,19.21708
2021-05-06,41.99288
2021-05-07,39.1459
2021-05-08,12.45551
2021-05-09,12.09964
2021-05-10,48.75444
2021-05-11,41.28113
2021-05-12,45.90747
2021-05-13,40.21352
2021-05-14,43.06049
2021-05-15,11.03202
2021-05-16,16.3701
2021-05-17,56.22775
2021-05-18,38.07829
2021-05-19,20.99644
2021-05-20,51.95729
2021-05-21,43.41637
2021-05-22,12.45551
2021-05-23,16.3701
2021-05-24,50.88967
2021-05-25,41.28113
2021-05-26,41.99288
2021-05-27,46.61921
2021-05-28,38.79003
2021-05-29,12.81138
2021-05-30,12.09964
2021-05-31,44.83985
2021-06-01,54.09252
2021-06-02,44.48398
2021-06-03,37.72241
2021-06-04,44.12811
2021-06-05,13.879
2021-06-06,13.16725
2021-06-07,37.72241
2021-06-08,40.92526
2021-06-09,42.34875
2021-06-10,45.19572
2021-06-11,44.48398
2021-06-12,14.23487
2021-06-13,13.52313
2021-06-14,50.5338
2021-06-15,41.63701
2021-06-16,45.90747
2021-06-17,31.31672
2021-06-18,45.19572
2021-06-19,13.52313
2021-06-20,14.59074
2021-06-21,54.80427
2021-06-22,44.83985
2021-06-23,38.07829
2021-06-24,62.63345
2021-06-25,37.36654
2021-06-26,20.99644
2021-06-27,19.92882
2021-06-28,51.60142
2021-06-29,44.48398
2021-06-30,53.38078
2021-07-01,38.79003
2021-07-02,37.36654
2021-07-03,11.74377
2021-07-04,12.45551
2021-07-05,54.44839
2021-07-06,42.70462
2021-07-07,35.94306
2021-07-08,50.88967
2021-07-09,44.12811
2021-07-10,21.35231
2021-07-11,7.82918
2021-07-12,48.39857
2021-07-13,61.56583
2021-07-14,59.78647
2021-07-15,57.65124
2021-07-16,37.72241
2021-07-17,15.30249
2021-07-18,18.8612
2021-07-19,57.29537
2021-07-20,49.11032
2021-07-21,46.61921
2021-07-22,47.33096
2021-07-23,40.21352
2021-07-24,12.09964
2021-07-25,15.30249
2021-07-26,49.11032
2021-07-27,49.11032
2021-07-28,50.5338
2021-07-29,44.48398
2021-07-30,39.50177
2021-07-31,17.43772
2021-08-01,13.879
2021-08-02,48.75444
2021-08-03,60.85409
2021-08-04,54.09252
2021-08-05,46.61921
2021-08-06,40.21352
2021-08-07,14.94661
2021-08-08,12.81138
2021-08-09,49.11032
2021-08-10,46.97508
2021-08-11,54.09252
2021-08-12,45.90747
2021-08-13,45.19572
2021-08-14,21.35231
2021-08-15,14.94661
2021-08-16,29.89323
2021-08-17,45.19572
2021-08-18,59.78647
2021-08-19,46.61921
2021-08-20,45.90747
2021-08-21,13.16725
2021-08-22,12.45551
2021-08-23,58.00711
2021-08-24,55.51601
2021-08-25,46.61921
2021-08-26,41.28113
2021-08-27,33.80782
2021-08-28,13.52313
2021-08-29,8.18505
2021-08-30,46.97508
2021-08-31,42.70462
2021-09-01,40.92526
2021-09-02,48.75444
2021-09-03,31.31672
2021-09-04,11.74377
2021-09-05,13.52313
2021-09-06,46.97508
2021-09-07,48.75444
2021-09-08,45.19572
2021-09-09,40.21352
2021-09-10,37.72241
2021-09-11,18.14946
2021-09-12,10.32028
2021-09-13,49.46619
2021-09-14,44.48398
2021-09-15,50.5338
2021-09-16,46.61921
2021-09-17,39.85765
2021-09-18,11.03202
2021-09-19,9.25266
2021-09-20,12.81138
2021-09-21,8.18505
2021-09-22,10.67615
2021-09-23,51.24555
2021-09-24,43.41637
2021-09-25,14.59074
2021-09-26,14.94661
2021-09-27,53.38078
2021-09-28,56.58362
2021-09-29,46.26334
2021-09-30,40.92526
2021-10-01,35.23131
2021-10-02,13.52313
2021-10-03,12.09964
2021-10-04,19.57295
2021-10-05,52.31316
2021-10-06,46.26334
2021-10-07,50.17793
2021-10-08,46.26334
2021-10-09,13.52313
2021-10-10,13.879
2021-10-11,24.55516
2021-10-12,65.12455
2021-10-13,48.75444
2021-10-14,59.07473
2021-10-15,41.28113
2021-10-16,13.16725
2021-10-17,15.30249
2021-10-18,54.80427
2021-10-19,53.73665
2021-10-20,44.48398
2021-10-21,47.33096
2021-10-22,36.29893
2021-10-23,12.09964
2021-10-24,16.01423
2021-10-25,61.9217
2021-10-26,52.31316
2021-10-27,51.24555
2021-10-28,48.0427
2021-10-29,30.96085
2021-10-30,14.94661
2021-10-31,12.45551
2021-11-01,47.68683
2021-11-02,47.33096
2021-11-03,39.1459
2021-11-04,46.26334
2021-11-05,40.21352
2021-11-06,16.72597
2021-11-07,14.23487
2021-11-08,46.61921
2021-11-09,43.41637
2021-11-10,54.09252
2021-11-11,39.1459
2021-11-12,43.41637
2021-11-13,13.879
2021-11-14,11.3879
2021-11-15,50.17793
2021-11-16,53.73665
2021-11-17,47.68683
2021-11-18,44.12811
2021-11-19,46.26334
2021-11-20,15.30249
2021-11-21,10.67615
2021-11-22,54.09252
2021-11-23,40.92526
2021-11-24,45.90747
2021-11-25,56.22775
2021-11-26,46.97508
2021-11-27,13.879
2021-11-28,13.879
2021-11-29,57.65124
2021-11-30,49.11032
2021-12-01,38.43416
2021-12-02,39.1459
2021-12-03,33.80782
2021-12-04,8.54092
2021-12-05,11.03202
2021-12-06,50.5338
2021-12-07,40.56939
2021-12-08,47.68683
2021-12-09,46.26334
2021-12-10,44.12811
2021-12-11,10.32028
2021-12-12,15.65836
2021-12-13,44.12811
2021-12-14,50.17793
2021-12-15,45.90747
2021-12-16,53.02491
2021-12-17,34.51957
2021-12-18,17.43772
2021-12-19,10.67615
2021-12-20,65.48042
2021-12-21,47.68683
2021-12-22,46.97508
2021-12-23,45.19572
2021-12-24,31.67259
2021-12-25,8.89679
2021-12-26,14.23487
2021-12-27,47.68683
2021-12-28,36.29893
2021-12-29,33.45195
2021-12-30,38.79003
2021-12-31,27.04626
2022-01-01,9.96441
2022-01-02,13.16725
2022-01-03,41.28113
2022-01-04,39.1459
2022-01-05,57.29537
2022-01-06,42.70462
2022-01-07,24.91103
2022-01-08,11.03202
2022-01-09,11.3879
2022-01-10,41.99288
2022-01-11,54.80427
2022-01-12,42.70462
2022-01-13,41.28113
2022-01-14,41.99288
2022-01-15,15.65836
2022-01-16,12.45551
2022-01-17,49.11032
2022-01-18,55.16014
2022-01-19,40.21352
2022-01-20,38.79003
2022-01-21,30.96085
2022-01-22,10.32028
2022-01-23,12.09964
2022-01-24,63.34519
2022-01-25,53.02491
2022-01-26,48.39857
2022-01-27,53.73665
2022-01-28,47.33096
2022-01-29,14.23487
2022-01-30,6.04982
2022-01-31,9.25266
2022-02-01,5.33807
2022-02-02,8.18505
2022-02-03,45.5516
2022-02-04,44.83985
2022-02-05,17.43772
2022-02-06,22.06405
2022-02-07,41.63701
2022-02-08,45.90747
2022-02-09,42.34875
2022-02-10,41.63701
2022-02-11,36.29893
2022-02-12,19.21708
2022-02-13,17.79359
2022-02-14,66.90391
2022-02-15,52.66903
2022-02-16,48.39857
2022-02-17,48.75444
2022-02-18,44.48398
2022-02-19,12.09964
2022-02-20,14.23487
2022-02-21,50.5338
2022-02-22,54.09252
2022-02-23,60.85409
2022-02-24,46.26334
2022-02-25,46.61921
2022-02-26,21.35231
2022-02-27,20.64056
2022-02-28,52.66903
2022-03-01,14.59074
2022-03-02,41.99288
2022-03-03,33.45195
2022-03-04,32.74021
2022-03-05,12.81138
2022-03-06,16.3701
2022-03-07,46.26334
2022-03-08,39.85765
2022-03-09,17.79359
2022-03-10,41.63701
2022-03-11,38.07829
2022-03-12,13.16725
2022-03-13,14.23487
2022-03-14,52.66903
2022-03-15,53.38078
2022-03-16,52.66903
2022-03-17,38.07829
2022-03-18,32.38434
2022-03-19,16.3701
2022-03-20,17.08185
2022-03-21,59.4306
2022-03-22,55.87188
2022-03-23,45.19572
2022-03-24,38.07829
2022-03-25,39.85765
2022-03-26,9.96441
2022-03-27,17.43772
2022-03-28,48.75444
2022-03-29,43.06049
2022-03-30,41.63701
2022-03-31,37.72241
2022-04-01,37.01067
2022-04-02,9.25266
2022-04-03,12.09964
2022-04-04,40.92526
2022-04-05,40.92526
2022-04-06,35.58718
2022-04-07,33.09608
2022-04-08,38.07829
2022-04-09,16.3701
2022-04-10,14.23487
2022-04-11,46.61921
2022-04-12,39.50177
2022-04-13,35.94306
2022-04-14,34.1637
2022-04-15,45.19572
2022-04-16,17.79359
2022-04-17,12.45551
2022-04-18,52.66903
2022-04-19,54.44839
2022-04-20,49.46619
2022-04-21,43.06049
2022-04-22,33.09608
2022-04-23,20.28469
2022-04-24,19.57295
2022-04-25,54.44839
2022-04-26,55.16014
2022-04-27,42.70462
2022-04-28,44.83985
2022-04-29,31.67259
2022-04-30,15.30249
2022-05-01,10.67615
2022-05-02,53.02491
2022-05-03,46.26334
2022-05-04,39.50177
2022-05-05,14.23487
2022-05-06,40.21352
2022-05-07,13.16725
2022-05-08,17.08185
2022-05-09,48.75444
2022-05-10,46.26334
2022-05-11,42.70462
2022-05-12,53.38078
2022-05-13,41.63701
2022-05-14,16.01423
2022-05-15,11.3879
2022-05-16,61.9217
2022-05-17,38.43416
2022-05-18,42.34875
2022-05-19,43.77224
2022-05-20,37.01067
2022-05-21,16.01423
2022-05-22,11.03202
2022-05-23,51.24555
2022-05-24,51.24555
2022-05-25,48.75444
2022-05-26,35.94306
2022-05-27,35.58718
2022-05-28,14.94661
2022-05-29,6.40569
2022-05-30,43.77224
2022-05-31,40.21352
2022-06-01,22.06405
2022-06-02,38.07829
2022-06-03,31.67259
2022-06-04,12.45551
2022-06-05,7.82918
2022-06-06,15.30249
2022-06-07,46.61921
2022-06-08,43.77224
2022-06-09,46.26334
2022-06-10,38.07829
2022-06-11,12.45551
2022-06-12,18.14946
2022-06-13,70.10676
2022-06-14,61.56583
2022-06-15,54.09252
2022-06-16,46.97508
2022-06-17,48.39857
2022-06-18,14.59074
2022-06-19,16.01423
2022-06-20,50.5338
2022-06-21,60.14234
2022-06-22,59.07473
2022-06-23,50.88967
2022-06-24,45.5516
2022-06-25,14.59074
2022-06-26,15.65836
2022-06-27,60.85409
2022-06-28,55.51601
2022-06-29,55.16014
2022-06-30,44.83985
2022-07-01,50.88967
2022-07-02,15.65836
2022-07-03,12.81138
2022-07-04,55.87188
2022-07-05,50.5338
2022-07-06,51.60142
2022-07-07,46.61921
2022-07-08,42.34875
2022-07-09,16.3701
2022-07-10,17.79359
2022-07-11,59.4306
2022-07-12,59.4306
2022-07-13,53.73665
2022-07-14,49.11032
2022-07-15,54.44839
2022-07-16,26.33451
2022-07-17,15.65836
2022-07-18,69.03914
2022-07-19,56.58362
2022-07-20,53.73665
2022-07-21,49.82206
2022-07-22,46.97508
2022-07-23,13.879
2022-07-24,15.65836
2022-07-25,63.70106
2022-07-26,53.38078
2022-07-27,46.61921
2022-07-28,44.48398
2022-07-29,45.5516
2022-07-30,21.70818
2022-07-31,14.23487
2022-08-01,54.44839
2022-08-02,45.19572
2022-08-03,48.75444
2022-08-04,48.75444
2022-08-05,41.99288
2022-08-06,14.59074
2022-08-07,14.23487
2022-08-08,61.9217
2022-08-09,49.11032
2022-08-10,55.16014
2022-08-11,51.95729
2022-08-12,58.36298
2022-08-13,17.43772
2022-08-14,11.74377
2022-08-15,40.56939
2022-08-16,65.48042
2022-08-17,59.07473
2022-08-18,64.05693
2022-08-19,55.87188
2022-08-20,23.48754
2022-08-21,16.01423
2022-08-22,62.98932
2022-08-23,58.71886
2022-08-24,69.03914
2022-08-25,62.27758
2022-08-26,52.66903
2022-08-27,19.57295
2022-08-28,18.14946
2022-08-29,57.65124
2022-08-30,52.31316
2022-08-31,67.25978
2022-09-01,53.02491
2022-09-02,45.19572
2022-09-03,17.08185
2022-09-04,14.94661
2022-09-05,43.41637
2022-09-06,44.83985
2022-09-07,46.97508
2022-09-08,33.45195
2022-09-09,16.3701
2022-09-10,8.18505
2022-09-11,18.14946
2022-09-12,29.18149
2022-09-13,70.46263
2022-09-14,69.03914
2022-09-15,54.44839
2022-09-16,54.09252
2022-09-17,18.8612
2022-09-18,13.16725
2022-09-19,62.27758
2022-09-20,59.4306
2022-09-21,65.12455
2022-09-22,61.56583
2022-09-23,47.33096
2022-09-24,15.65836
2022-09-25,14.59074
2022-09-26,69.03914
2022-09-27,70.10676
2022-09-28,57.65124
2022-09-29,55.16014
2022-09-30,44.12811
2022-10-01,20.64056
2022-10-02,12.09964
2022-10-03,15.30249
2022-10-04,58.71886
2022-10-05,66.54804
2022-10-06,47.68683
2022-10-07,53.38078
2022-10-08,16.3701
2022-10-09,12.81138
2022-10-10,29.53736
2022-10-11,82.2064
2022-10-12,69.03914
2022-10-13,59.4306
2022-10-14,48.75444
2022-10-15,25.62277
2022-10-16,24.19928
2022-10-17,55.51601
2022-10-18,57.29537
2022-10-19,64.41281
2022-10-20,58.71886
2022-10-21,50.5338
2022-10-22,23.13167
2022-10-23,17.79359
2022-10-24,73.66548
2022-10-25,71.17437
2022-10-26,55.51601
2022-10-27,66.54804
2022-10-28,47.33096
2022-10-29,15.65836
2022-10-30,13.16725
2022-10-31,66.90391
2022-11-01,56.58362
2022-11-02,53.73665
2022-11-03,56.22775
2022-11-04,50.88967
2022-11-05,14.94661
2022-11-06,18.8612
2022-11-07,67.61565
2022-11-08,67.61565
2022-11-09,63.34519
2022-11-10,59.4306
2022-11-11,65.83629
2022-11-12,24.91103
2022-11-13,16.72597
2022-11-14,86.47686
2022-11-15,71.53024
2022-11-16,70.46263
2022-11-17,69.03914
2022-11-18,57.29537
2022-11-19,16.3701
2022-11-20,26.33451
2022-11-21,81.13879
2022-11-22,80.07117
2022-11-23,70.10676
2022-11-24,60.85409
2022-11-25,53.73665
2022-11-26,13.52313
2022-11-27,14.94661
2022-11-28,71.17437
2022-11-29,64.05693
2022-11-30,57.65124
2022-12-01,44.12811
2022-12-02,41.99288
2022-12-03,12.09964
2022-12-04,16.72597
2022-12-05,64.76868
2022-12-06,60.14234
2022-12-07,62.63345
2022-12-08,70.8185
2022-12-09,62.27758
2022-12-10,12.09964
2022-12-11,26.33451
2022-12-12,75.44483
2022-12-13,70.10676
2022-12-14,62.63345
2022-12-15,54.80427
2022-12-16,56.9395
2022-12-17,16.72597
2022-12-18,15.65836
2022-12-19,59.4306
2022-12-20,62.27758
2022-12-21,50.88967
2022-12-22,59.4306
2022-12-23,48.0427
2022-12-24,19.21708
2022-12-25,24.55516
2022-12-26,70.8185
2022-12-27,61.9217
2022-12-28,62.27758
2022-12-29,64.41281
2022-12-30,47.33096
2022-12-31,11.3879
2023-01-01,10.67615
2023-01-02,48.75444
2023-01-03,55.16014
2023-01-04,43.77224
2023-01-05,64.41281
2023-01-06,59.78647
2023-01-07,23.84341
2023-01-08,19.57295
2023-01-09,55.87188
2023-01-10,64.05693
2023-01-11,65.12455
2023-01-12,72.24199
2023-01-13,55.51601
2023-01-14,27.758
2023-01-15,27.04626
2023-01-16,73.3096
2023-01-17,66.90391
2023-01-18,51.60142
2023-01-19,52.66903
2023-01-20,42.70462
2023-01-21,14.94661
2023-01-22,9.25266
2023-01-23,14.23487
2023-01-24,24.91103
2023-01-25,77.58007
2023-01-26,75.44483
2023-01-27,43.41637
2023-01-28,27.04626
2023-01-29,25.62277
2023-01-30,82.56227
2023-01-31,75.80071
2023-02-01,58.71886
2023-02-02,67.25978
2023-02-03,64.76868
2023-02-04,25.62277
2023-02-05,23.13167
2023-02-06,66.90391
2023-02-07,67.25978
2023-02-08,74.02135
2023-02-09,61.56583
2023-02-10,55.51601
2023-02-11,29.18149
2023-02-12,24.55516
2023-02-13,76.15658
2023-02-14,75.08896
2023-02-15,54.44839
2023-02-16,66.19217
2023-02-17,61.9217
2023-02-18,26.69039
2023-02-19,18.50533
2023-02-20,79.00355
2023-02-21,56.22775
2023-02-22,60.14234
2023-02-23,58.36298
2023-02-24,60.14234
2023-02-25,16.72597
2023-02-26,24.19928
2023-02-27,71.88612
2023-02-28,48.75444
2023-03-01,29.53736
2023-03-02,58.36298
2023-03-03,51.24555
2023-03-04,18.14946
2023-03-05,16.3701
2023-03-06,57.65124
2023-03-07,59.07473
2023-03-08,54.44839
2023-03-09,53.73665
2023-03-10,51.60142
2023-03-11,21.35231
2023-03-12,15.65836
2023-03-13,68.3274
2023-03-14,66.54804
2023-03-15,57.29537
2023-03-16,61.56583
2023-03-17,53.73665
2023-03-18,24.55516
2023-03-19,25.62277
2023-03-20,68.3274
2023-03-21,59.4306
2023-03-22,57.29537
2023-03-23,51.95729
2023-03-24,54.09252
2023-03-25,23.13167
2023-03-26,26.69039
2023-03-27,100.0
2023-03-28,75.44483
2023-03-29,66.19217
2023-03-30,60.85409
2023-03-31,54.80427
2023-04-01,21.70818
2023-04-02,14.94661
2023-04-03,61.20996
2023-04-04,58.71886
2023-04-05,54.80427
2023-04-06,54.80427
2023-04-07,53.02491
2023-04-08,20.99644
2023-04-09,11.3879
2023-04-10,65.48042
2023-04-11,55.16014
2023-04-12,64.05693
2023-04-13,60.14234
2023-04-14,55.51601
2023-04-15,21.70818
2023-04-16,17.43772
2023-04-17,76.51245
2023-04-18,65.83629
2023-04-19,56.22775
2023-04-20,60.49822
2023-04-21,64.05693
2023-04-22,22.7758
2023-04-23,19.57295
2023-04-24,75.80071
2023-04-25,65.83629
2023-04-26,58.71886
2023-04-27,51.95729
2023-04-28,56.22775
2023-04-29,19.57295
2023-04-30,18.50533
2023-05-01,38.07829
2023-05-02,61.56583
2023-05-03,60.49822
2023-05-04,53.73665
2023-05-05,16.72597
2023-05-06,20.99644
2023-05-07,17.08185
2023-05-08,83.62989
2023-05-09,65.48042
2023-05-10,76.86832
2023-05-11,65.83629
2023-05-12,54.80427
2023-05-13,29.89323
2023-05-14,21.35231
2023-05-15,83.62989
2023-05-16,59.07473
2023-05-17,52.66903
2023-05-18,44.48398
2023-05-19,54.80427
2023-05-20,24.55516
2023-05-21,23.84341
2023-05-22,61.56583
2023-05-23,70.10676
2023-05-24,66.19217
2023-05-25,66.19217
2023-05-26,59.07473
2023-05-27,16.72597
2023-05-28,18.14946
2023-05-29,28.82562
