date,대출금리비교
2021-06-26,2.22222
2021-06-27,2.22222
2021-06-28,5.314
2021-06-29,5.12077
2021-06-30,5.99033
2021-07-01,5.50724
2021-07-02,6.66666
2021-07-03,1.73913
2021-07-04,2.99516
2021-07-05,6.57004
2021-07-06,7.63285
2021-07-07,7.82608
2021-07-08,4.44444
2021-07-09,3.86473
2021-07-10,1.35265
2021-07-11,1.64251
2021-07-12,5.99033
2021-07-13,5.314
2021-07-14,4.05797
2021-07-15,5.21739
2021-07-16,5.02415
2021-07-17,1.93236
2021-07-18,2.31884
2021-07-19,6.57004
2021-07-20,5.314
2021-07-21,5.99033
2021-07-22,3.86473
2021-07-23,4.63768
2021-07-24,1.15942
2021-07-25,2.1256
2021-07-26,6.18357
2021-07-27,7.14975
2021-07-28,9.08212
2021-07-29,4.54106
2021-07-30,6.76328
2021-07-31,3.47826
2021-08-01,2.51207
2021-08-02,8.40579
2021-08-03,8.50241
2021-08-04,7.43961
2021-08-05,5.99033
2021-08-06,5.314
2021-08-07,1.54589
2021-08-08,1.93236
2021-08-09,9.46859
2021-08-10,8.50241
2021-08-11,8.30917
2021-08-12,8.21256
2021-08-13,6.37681
2021-08-14,2.02898
2021-08-15,2.51207
2021-08-16,3.86473
2021-08-17,7.82608
2021-08-18,9.95169
2021-08-19,10.82125
2021-08-20,10.82125
2021-08-21,4.05797
2021-08-22,3.96135
2021-08-23,10.62801
2021-08-24,10.5314
2021-08-25,9.85507
2021-08-26,12.657
2021-08-27,9.17874
2021-08-28,2.99516
2021-08-29,5.70048
2021-08-30,11.69082
2021-08-31,8.50241
2021-09-01,7.53623
2021-09-02,10.0483
2021-09-03,8.01932
2021-09-04,4.54106
2021-09-05,5.12077
2021-09-06,8.50241
2021-09-07,8.59903
2021-09-08,6.95652
2021-09-09,7.34299
2021-09-10,5.02415
2021-09-11,1.93236
2021-09-12,3.96135
2021-09-13,9.46859
2021-09-14,7.53623
2021-09-15,7.9227
2021-09-16,5.99033
2021-09-17,5.89371
2021-09-18,1.93236
2021-09-19,0.67632
2021-09-20,2.80193
2021-09-21,2.02898
2021-09-22,3.09178
2021-09-23,11.20772
2021-09-24,8.69565
2021-09-25,4.15458
2021-09-26,4.44444
2021-09-27,12.75362
2021-09-28,14.20289
2021-09-29,12.56038
2021-09-30,9.37198
2021-10-01,8.50241
2021-10-02,4.63768
2021-10-03,4.05797
2021-10-04,5.89371
2021-10-05,13.23671
2021-10-06,11.98067
2021-10-07,8.79227
2021-10-08,8.9855
2021-10-09,4.2512
2021-10-10,4.2512
2021-10-11,4.83091
2021-10-12,11.11111
2021-10-13,10.0483
2021-10-14,11.5942
2021-10-15,9.46859
2021-10-16,5.41062
2021-10-17,3.86473
2021-10-18,12.17391
2021-10-19,8.69565
2021-10-20,9.17874
2021-10-21,8.69565
2021-10-22,6.8599
2021-10-23,3.28502
2021-10-24,4.54106
2021-10-25,8.21256
2021-10-26,10.82125
2021-10-27,8.69565
2021-10-28,9.08212
2021-10-29,7.43961
2021-10-30,2.89855
2021-10-31,4.05797
2021-11-01,7.9227
2021-11-02,11.5942
2021-11-03,8.11594
2021-11-04,5.7971
2021-11-05,5.12077
2021-11-06,3.38164
2021-11-07,2.89855
2021-11-08,5.50724
2021-11-09,7.34299
2021-11-10,7.9227
2021-11-11,6.18357
2021-11-12,4.05797
2021-11-13,2.89855
2021-11-14,3.67149
2021-11-15,5.70048
2021-11-16,8.50241
2021-11-17,6.66666
2021-11-18,5.21739
2021-11-19,4.73429
2021-11-20,2.31884
2021-11-21,2.31884
2021-11-22,6.08695
2021-11-23,4.92753
2021-11-24,6.08695
2021-11-25,9.27536
2021-11-26,6.08695
2021-11-27,2.99516
2021-11-28,2.99516
2021-11-29,6.57004
2021-11-30,7.63285
2021-12-01,6.28019
2021-12-02,5.12077
2021-12-03,4.2512
2021-12-04,2.89855
2021-12-05,2.99516
2021-12-06,6.47342
2021-12-07,5.12077
2021-12-08,5.99033
2021-12-09,6.95652
2021-12-10,3.38164
2021-12-11,1.15942
2021-12-12,1.54589
2021-12-13,5.50724
2021-12-14,7.05314
2021-12-15,7.14975
2021-12-16,7.05314
2021-12-17,5.50724
2021-12-18,2.1256
2021-12-19,2.60869
2021-12-20,7.24637
2021-12-21,5.60386
2021-12-22,5.41062
2021-12-23,4.34782
2021-12-24,3.28502
2021-12-25,1.64251
2021-12-26,1.73913
2021-12-27,5.70048
2021-12-28,4.73429
2021-12-29,5.70048
2021-12-30,5.50724
2021-12-31,3.47826
2022-01-01,3.47826
2022-01-02,3.09178
2022-01-03,10.43478
2022-01-04,8.79227
2022-01-05,6.18357
2022-01-06,5.99033
2022-01-07,6.08695
2022-01-08,4.05797
2022-01-09,3.38164
2022-01-10,9.37198
2022-01-11,6.18357
2022-01-12,8.40579
2022-01-13,7.72946
2022-01-14,5.99033
2022-01-15,4.05797
2022-01-16,3.28502
2022-01-17,7.72946
2022-01-18,7.72946
2022-01-19,8.11594
2022-01-20,5.99033
2022-01-21,6.37681
2022-01-22,2.60869
2022-01-23,3.86473
2022-01-24,8.01932
2022-01-25,6.95652
2022-01-26,5.02415
2022-01-27,7.9227
2022-01-28,3.96135
2022-01-29,2.22222
2022-01-30,1.64251
2022-01-31,0.57971
2022-02-01,2.1256
2022-02-02,3.38164
2022-02-03,7.24637
2022-02-04,5.99033
2022-02-05,2.31884
2022-02-06,3.57487
2022-02-07,6.66666
2022-02-08,6.28019
2022-02-09,7.72946
2022-02-10,5.70048
2022-02-11,4.83091
2022-02-12,2.41545
2022-02-13,4.15458
2022-02-14,7.63285
2022-02-15,7.14975
2022-02-16,6.66666
2022-02-17,7.9227
2022-02-18,4.54106
2022-02-19,2.51207
2022-02-20,2.89855
2022-02-21,6.37681
2022-02-22,8.9855
2022-02-23,6.47342
2022-02-24,4.63768
2022-02-25,4.34782
2022-02-26,2.1256
2022-02-27,2.1256
2022-02-28,5.02415
2022-03-01,3.28502
2022-03-02,5.21739
2022-03-03,5.21739
2022-03-04,4.54106
2022-03-05,1.25603
2022-03-06,3.1884
2022-03-07,3.67149
2022-03-08,3.76811
2022-03-09,2.31884
2022-03-10,3.47826
2022-03-11,4.05797
2022-03-12,2.1256
2022-03-13,2.1256
2022-03-14,6.08695
2022-03-15,5.41062
2022-03-16,3.96135
2022-03-17,5.02415
2022-03-18,5.60386
2022-03-19,1.35265
2022-03-20,2.02898
2022-03-21,5.02415
2022-03-22,4.15458
2022-03-23,5.60386
2022-03-24,5.70048
2022-03-25,4.83091
2022-03-26,2.02898
2022-03-27,3.09178
2022-03-28,6.08695
2022-03-29,7.05314
2022-03-30,7.34299
2022-03-31,7.05314
2022-04-01,4.44444
2022-04-02,1.44927
2022-04-03,2.60869
2022-04-04,7.24637
2022-04-05,6.37681
2022-04-06,4.63768
2022-04-07,6.08695
2022-04-08,4.54106
2022-04-09,3.09178
2022-04-10,2.41545
2022-04-11,9.66183
2022-04-12,5.60386
2022-04-13,6.08695
2022-04-14,7.63285
2022-04-15,5.02415
2022-04-16,1.83574
2022-04-17,2.89855
2022-04-18,8.88888
2022-04-19,4.92753
2022-04-20,5.12077
2022-04-21,5.12077
2022-04-22,4.83091
2022-04-23,2.89855
2022-04-24,3.86473
2022-04-25,5.99033
2022-04-26,5.314
2022-04-27,5.41062
2022-04-28,5.7971
2022-04-29,3.67149
2022-04-30,1.15942
2022-05-01,1.83574
2022-05-02,5.7971
2022-05-03,5.7971
2022-05-04,5.41062
2022-05-05,3.38164
2022-05-06,4.2512
2022-05-07,3.1884
2022-05-08,2.70531
2022-05-09,5.60386
2022-05-10,5.99033
2022-05-11,5.70048
2022-05-12,5.02415
2022-05-13,4.92753
2022-05-14,2.51207
2022-05-15,2.41545
2022-05-16,4.83091
2022-05-17,4.44444
2022-05-18,4.63768
2022-05-19,5.50724
2022-05-20,3.86473
2022-05-21,2.31884
2022-05-22,1.25603
2022-05-23,6.76328
2022-05-24,5.99033
2022-05-25,4.05797
2022-05-26,6.08695
2022-05-27,4.92753
2022-05-28,1.54589
2022-05-29,2.31884
2022-05-30,5.21739
2022-05-31,4.44444
2022-06-01,3.57487
2022-06-02,5.21739
2022-06-03,4.92753
2022-06-04,1.64251
2022-06-05,1.83574
2022-06-06,2.89855
2022-06-07,6.47342
2022-06-08,4.83091
2022-06-09,3.67149
2022-06-10,4.83091
2022-06-11,2.89855
2022-06-12,2.31884
2022-06-13,8.40579
2022-06-14,6.47342
2022-06-15,6.47342
2022-06-16,9.75845
2022-06-17,8.21256
2022-06-18,3.28502
2022-06-19,3.67149
2022-06-20,7.9227
2022-06-21,7.14975
2022-06-22,7.24637
2022-06-23,6.47342
2022-06-24,5.41062
2022-06-25,1.54589
2022-06-26,3.1884
2022-06-27,7.53623
2022-06-28,5.7971
2022-06-29,7.24637
2022-06-30,7.34299
2022-07-01,5.02415
2022-07-02,3.76811
2022-07-03,2.99516
2022-07-04,7.05314
2022-07-05,6.37681
2022-07-06,11.40096
2022-07-07,8.50241
2022-07-08,7.24637
2022-07-09,2.80193
2022-07-10,2.41545
2022-07-11,8.21256
2022-07-12,9.17874
2022-07-13,12.46376
2022-07-14,8.50241
2022-07-15,8.21256
2022-07-16,3.28502
2022-07-17,3.38164
2022-07-18,10.14492
2022-07-19,8.79227
2022-07-20,6.95652
2022-07-21,6.18357
2022-07-22,6.57004
2022-07-23,2.51207
2022-07-24,2.41545
2022-07-25,7.72946
2022-07-26,7.82608
2022-07-27,5.21739
2022-07-28,7.72946
2022-07-29,3.96135
2022-07-30,2.22222
2022-07-31,3.28502
2022-08-01,6.18357
2022-08-02,7.72946
2022-08-03,8.79227
2022-08-04,7.34299
2022-08-05,6.76328
2022-08-06,2.22222
2022-08-07,3.38164
2022-08-08,8.88888
2022-08-09,6.08695
2022-08-10,5.70048
2022-08-11,5.89371
2022-08-12,4.63768
2022-08-13,2.80193
2022-08-14,2.89855
2022-08-15,2.51207
2022-08-16,8.69565
2022-08-17,6.76328
2022-08-18,5.99033
2022-08-19,6.57004
2022-08-20,3.1884
2022-08-21,4.15458
2022-08-22,20.67632
2022-08-23,14.20289
2022-08-24,11.69082
2022-08-25,16.13526
2022-08-26,12.17391
2022-08-27,6.08695
2022-08-28,3.86473
2022-08-29,10.5314
2022-08-30,11.88405
2022-08-31,14.00966
2022-09-01,11.88405
2022-09-02,9.85507
2022-09-03,3.57487
2022-09-04,4.73429
2022-09-05,11.88405
2022-09-06,8.9855
2022-09-07,8.21256
2022-09-08,9.08212
2022-09-09,2.22222
2022-09-10,2.31884
2022-09-11,2.31884
2022-09-12,5.41062
2022-09-13,13.81642
2022-09-14,10.82125
2022-09-15,10.91787
2022-09-16,10.0483
2022-09-17,4.34782
2022-09-18,3.57487
2022-09-19,10.0483
2022-09-20,12.56038
2022-09-21,15.94202
2022-09-22,13.91304
2022-09-23,10.14492
2022-09-24,4.92753
2022-09-25,6.18357
2022-09-26,10.24154
2022-09-27,12.657
2022-09-28,11.20772
2022-09-29,11.01449
2022-09-30,12.46376
2022-10-01,8.9855
2022-10-02,10.0483
2022-10-03,13.91304
2022-10-04,24.73429
2022-10-05,21.64251
2022-10-06,22.41545
2022-10-07,20.86956
2022-10-08,7.53623
2022-10-09,12.94685
2022-10-10,13.91304
2022-10-11,24.54106
2022-10-12,33.14009
2022-10-13,28.01932
2022-10-14,23.96135
2022-10-15,12.17391
2022-10-16,12.657
2022-10-17,29.95169
2022-10-18,27.9227
2022-10-19,24.63768
2022-10-20,24.54106
2022-10-21,23.76811
2022-10-22,10.43478
2022-10-23,11.78743
2022-10-24,22.51207
2022-10-25,21.73913
2022-10-26,20.09661
2022-10-27,19.5169
2022-10-28,19.90338
2022-10-29,10.0483
2022-10-30,9.27536
2022-10-31,21.93236
2022-11-01,20.38647
2022-11-02,19.32367
2022-11-03,25.60386
2022-11-04,19.32367
2022-11-05,9.56521
2022-11-06,11.98067
2022-11-07,25.50724
2022-11-08,23.86473
2022-11-09,19.32367
2022-11-10,22.70531
2022-11-11,16.03864
2022-11-12,8.9855
2022-11-13,12.36714
2022-11-14,22.41545
2022-11-15,26.57004
2022-11-16,23.86473
2022-11-17,19.5169
2022-11-18,18.64734
2022-11-19,9.56521
2022-11-20,12.36714
2022-11-21,21.54589
2022-11-22,22.02898
2022-11-23,19.13043
2022-11-24,19.80676
2022-11-25,17.29468
2022-11-26,9.85507
2022-11-27,13.14009
2022-11-28,20.48309
2022-11-29,22.31884
2022-11-30,22.80193
2022-12-01,16.23188
2022-12-02,17.77777
2022-12-03,7.43961
2022-12-04,7.53623
2022-12-05,19.5169
2022-12-06,19.5169
2022-12-07,16.52173
2022-12-08,15.45893
2022-12-09,14.29951
2022-12-10,9.46859
2022-12-11,10.5314
2022-12-12,20.57971
2022-12-13,23.67149
2022-12-14,18.4541
2022-12-15,18.35748
2022-12-16,18.55072
2022-12-17,8.59903
2022-12-18,9.27536
2022-12-19,17.48792
2022-12-20,19.42028
2022-12-21,17.48792
2022-12-22,14.97584
2022-12-23,14.39613
2022-12-24,8.21256
2022-12-25,8.50241
2022-12-26,18.74396
2022-12-27,16.23188
2022-12-28,15.16908
2022-12-29,16.71497
2022-12-30,14.20289
2022-12-31,9.46859
2023-01-01,9.95169
2023-01-02,25.02415
2023-01-03,24.63768
2023-01-04,23.09178
2023-01-05,23.76811
2023-01-06,18.26086
2023-01-07,12.17391
2023-01-08,13.33333
2023-01-09,25.60386
2023-01-10,26.18357
2023-01-11,28.30917
2023-01-12,25.70048
2023-01-13,30.0483
2023-01-14,14.49275
2023-01-15,16.3285
2023-01-16,29.75845
2023-01-17,29.85507
2023-01-18,31.49758
2023-01-19,28.79227
2023-01-20,19.61352
2023-01-21,11.11111
2023-01-22,10.91787
2023-01-23,11.20772
2023-01-24,17.97101
2023-01-25,33.52657
2023-01-26,28.50241
2023-01-27,24.73429
2023-01-28,17.97101
2023-01-29,12.657
2023-01-30,32.36714
2023-01-31,26.37681
2023-02-01,25.314
2023-02-02,25.314
2023-02-03,21.0628
2023-02-04,15.2657
2023-02-05,14.20289
2023-02-06,28.50241
2023-02-07,32.46376
2023-02-08,26.47342
2023-02-09,22.02898
2023-02-10,23.86473
2023-02-11,13.52657
2023-02-12,13.33333
2023-02-13,29.08212
2023-02-14,25.7971
2023-02-15,26.66666
2023-02-16,21.93236
2023-02-17,25.314
2023-02-18,13.52657
2023-02-19,13.23671
2023-02-20,27.72946
2023-02-21,38.93719
2023-02-22,29.27536
2023-02-23,27.24637
2023-02-24,20.28985
2023-02-25,11.5942
2023-02-26,12.56038
2023-02-27,24.15458
2023-02-28,23.86473
2023-03-01,14.68599
2023-03-02,23.09178
2023-03-03,26.18357
2023-03-04,14.20289
2023-03-05,13.33333
2023-03-06,30.91787
2023-03-07,27.14975
2023-03-08,24.44444
2023-03-09,23.67149
2023-03-10,25.60386
2023-03-11,10.43478
2023-03-12,9.85507
2023-03-13,26.47342
2023-03-14,21.25603
2023-03-15,24.54106
2023-03-16,25.89371
2023-03-17,19.13043
2023-03-18,10.0483
2023-03-19,11.69082
2023-03-20,31.11111
2023-03-21,22.31884
2023-03-22,23.38164
2023-03-23,24.44444
2023-03-24,20.48309
2023-03-25,10.5314
2023-03-26,13.7198
2023-03-27,22.89855
2023-03-28,28.9855
2023-03-29,26.76328
2023-03-30,26.57004
2023-03-31,23.67149
2023-04-01,12.85024
2023-04-02,17.97101
2023-04-03,34.58937
2023-04-04,31.01449
2023-04-05,26.18357
2023-04-06,25.41062
2023-04-07,22.31884
2023-04-08,11.49758
2023-04-09,12.17391
2023-04-10,27.34299
2023-04-11,30.43478
2023-04-12,27.9227
2023-04-13,20.09661
2023-04-14,18.84057
2023-04-15,9.17874
2023-04-16,17.58454
2023-04-17,31.78743
2023-04-18,24.54106
2023-04-19,23.96135
2023-04-20,22.02898
2023-04-21,19.13043
2023-04-22,8.40579
2023-04-23,10.24154
2023-04-24,25.99033
2023-04-25,27.05314
2023-04-26,23.76811
2023-04-27,16.23188
2023-04-28,15.36231
2023-04-29,9.66183
2023-04-30,10.33816
2023-05-01,13.62318
2023-05-02,26.8599
2023-05-03,21.0628
2023-05-04,19.32367
2023-05-05,7.72946
2023-05-06,8.9855
2023-05-07,9.08212
2023-05-08,24.15458
2023-05-09,20.28985
2023-05-10,20.67632
2023-05-11,22.80193
2023-05-12,20.77294
2023-05-13,10.82125
2023-05-14,13.04347
2023-05-15,28.59903
2023-05-16,27.43961
2023-05-17,26.08695
2023-05-18,22.80193
2023-05-19,20.96618
2023-05-20,9.75845
2023-05-21,10.0483
2023-05-22,25.314
2023-05-23,26.08695
2023-05-24,22.02898
2023-05-25,25.60386
2023-05-26,21.93236
2023-05-27,11.98067
2023-05-28,11.11111
2023-05-29,11.78743
2023-05-30,47.43961
2023-05-31,100.0
2023-06-01,65.7971
