date,대상포진보험
2020-06-23,18.75
2020-06-24,21.63461
2020-06-25,19.71153
2020-06-26,15.38461
2020-06-27,8.17307
2020-06-28,9.13461
2020-06-29,23.07692
2020-06-30,17.78846
2020-07-01,16.82692
2020-07-02,15.86538
2020-07-03,14.90384
2020-07-04,9.61538
2020-07-05,12.01923
2020-07-06,34.13461
2020-07-07,19.23076
2020-07-08,14.42307
2020-07-09,13.46153
2020-07-10,11.05769
2020-07-11,15.38461
2020-07-12,10.09615
2020-07-13,12.98076
2020-07-14,22.59615
2020-07-15,19.71153
2020-07-16,19.23076
2020-07-17,16.82692
2020-07-18,16.82692
2020-07-19,4.80769
2020-07-20,22.11538
2020-07-21,25.96153
2020-07-22,19.71153
2020-07-23,20.1923
2020-07-24,24.03846
2020-07-25,20.67307
2020-07-26,8.17307
2020-07-27,19.23076
2020-07-28,16.82692
2020-07-29,14.42307
2020-07-30,16.82692
2020-07-31,18.26923
2020-08-01,22.11538
2020-08-02,9.61538
2020-08-03,30.28846
2020-08-04,16.34615
2020-08-05,14.90384
2020-08-06,14.90384
2020-08-07,12.5
2020-08-08,17.30769
2020-08-09,10.09615
2020-08-10,18.26923
2020-08-11,25.0
2020-08-12,19.71153
2020-08-13,17.78846
2020-08-14,17.78846
2020-08-15,11.05769
2020-08-16,11.05769
2020-08-17,15.38461
2020-08-18,21.63461
2020-08-19,21.63461
2020-08-20,22.59615
2020-08-21,17.30769
2020-08-22,13.46153
2020-08-23,7.21153
2020-08-24,18.75
2020-08-25,25.48076
2020-08-26,22.59615
2020-08-27,23.07692
2020-08-28,17.30769
2020-08-29,14.42307
2020-08-30,11.05769
2020-08-31,29.80769
2020-09-01,24.03846
2020-09-02,18.26923
2020-09-03,18.26923
2020-09-04,17.78846
2020-09-05,10.57692
2020-09-06,7.6923
2020-09-07,19.71153
2020-09-08,21.15384
2020-09-09,22.59615
2020-09-10,23.55769
2020-09-11,17.78846
2020-09-12,13.46153
2020-09-13,11.05769
2020-09-14,18.26923
2020-09-15,16.34615
2020-09-16,25.0
2020-09-17,14.42307
2020-09-18,10.57692
2020-09-19,10.09615
2020-09-20,14.42307
2020-09-21,28.84615
2020-09-22,16.82692
2020-09-23,12.5
2020-09-24,16.34615
2020-09-25,10.09615
2020-09-26,16.34615
2020-09-27,7.21153
2020-09-28,26.4423
2020-09-29,10.09615
2020-09-30,8.17307
2020-10-01,8.65384
2020-10-02,7.21153
2020-10-03,17.30769
2020-10-04,10.57692
2020-10-05,29.80769
2020-10-06,12.5
2020-10-07,24.51923
2020-10-08,14.42307
2020-10-09,10.09615
2020-10-10,14.42307
2020-10-11,4.80769
2020-10-12,26.4423
2020-10-13,13.9423
2020-10-14,16.82692
2020-10-15,16.82692
2020-10-16,15.38461
2020-10-17,11.53846
2020-10-18,7.6923
2020-10-19,23.55769
2020-10-20,10.57692
2020-10-21,16.34615
2020-10-22,16.34615
2020-10-23,11.05769
2020-10-24,5.28846
2020-10-25,5.28846
2020-10-26,14.42307
2020-10-27,18.75
2020-10-28,13.46153
2020-10-29,14.42307
2020-10-30,10.57692
2020-10-31,12.01923
2020-11-01,10.57692
2020-11-02,21.63461
2020-11-03,12.5
2020-11-04,12.98076
2020-11-05,15.86538
2020-11-06,17.30769
2020-11-07,9.13461
2020-11-08,8.65384
2020-11-09,12.01923
2020-11-10,12.5
2020-11-11,7.21153
2020-11-12,9.61538
2020-11-13,15.38461
2020-11-14,10.09615
2020-11-15,7.21153
2020-11-16,15.38461
2020-11-17,15.86538
2020-11-18,9.13461
2020-11-19,13.46153
2020-11-20,10.09615
2020-11-21,8.17307
2020-11-22,7.21153
2020-11-23,16.82692
2020-11-24,25.0
2020-11-25,12.01923
2020-11-26,23.07692
2020-11-27,16.34615
2020-11-28,8.17307
2020-11-29,8.17307
2020-11-30,18.75
2020-12-01,8.17307
2020-12-02,13.9423
2020-12-03,11.53846
2020-12-04,14.90384
2020-12-05,9.13461
2020-12-06,7.6923
2020-12-07,23.07692
2020-12-08,14.42307
2020-12-09,11.53846
2020-12-10,13.9423
2020-12-11,7.21153
2020-12-12,9.13461
2020-12-13,10.09615
2020-12-14,13.46153
2020-12-15,7.21153
2020-12-16,5.76923
2020-12-17,16.34615
2020-12-18,20.67307
2020-12-19,7.6923
2020-12-20,2.88461
2020-12-21,13.9423
2020-12-22,13.9423
2020-12-23,11.05769
2020-12-24,7.21153
2020-12-25,8.17307
2020-12-26,13.46153
2020-12-27,8.17307
2020-12-28,14.42307
2020-12-29,17.78846
2020-12-30,15.38461
2020-12-31,8.65384
2021-01-01,9.13461
2021-01-02,12.5
2021-01-03,10.57692
2021-01-04,17.78846
2021-01-05,19.71153
2021-01-06,12.01923
2021-01-07,9.61538
2021-01-08,13.46153
2021-01-09,12.98076
2021-01-10,9.61538
2021-01-11,14.42307
2021-01-12,18.26923
2021-01-13,10.57692
2021-01-14,20.1923
2021-01-15,15.38461
2021-01-16,12.98076
2021-01-17,9.13461
2021-01-18,17.78846
2021-01-19,22.11538
2021-01-20,17.78846
2021-01-21,14.90384
2021-01-22,13.9423
2021-01-23,14.42307
2021-01-24,13.46153
2021-01-25,14.90384
2021-01-26,17.78846
2021-01-27,23.55769
2021-01-28,18.75
2021-01-29,8.65384
2021-01-30,12.5
2021-01-31,11.05769
2021-02-01,18.75
2021-02-02,20.67307
2021-02-03,19.71153
2021-02-04,9.13461
2021-02-05,13.9423
2021-02-06,12.5
2021-02-07,10.09615
2021-02-08,15.86538
2021-02-09,11.53846
2021-02-10,10.09615
2021-02-11,10.09615
2021-02-12,5.28846
2021-02-13,9.13461
2021-02-14,10.09615
2021-02-15,23.55769
2021-02-16,20.67307
2021-02-17,14.90384
2021-02-18,15.38461
2021-02-19,16.34615
2021-02-20,17.30769
2021-02-21,4.80769
2021-02-22,14.42307
2021-02-23,11.05769
2021-02-24,16.34615
2021-02-25,14.90384
2021-02-26,8.65384
2021-02-27,8.17307
2021-02-28,9.61538
2021-03-01,7.21153
2021-03-02,11.05769
2021-03-03,9.61538
2021-03-04,13.9423
2021-03-05,16.34615
2021-03-06,7.6923
2021-03-07,5.28846
2021-03-08,18.26923
2021-03-09,12.01923
2021-03-10,9.61538
2021-03-11,12.5
2021-03-12,14.90384
2021-03-13,12.5
2021-03-14,7.21153
2021-03-15,18.26923
2021-03-16,12.5
2021-03-17,16.34615
2021-03-18,15.86538
2021-03-19,9.13461
2021-03-20,12.98076
2021-03-21,10.09615
2021-03-22,16.82692
2021-03-23,13.46153
2021-03-24,11.53846
2021-03-25,14.42307
2021-03-26,15.38461
2021-03-27,8.65384
2021-03-28,11.53846
2021-03-29,16.82692
2021-03-30,19.71153
2021-03-31,21.15384
2021-04-01,12.01923
2021-04-02,13.9423
2021-04-03,12.5
2021-04-04,12.01923
2021-04-05,12.98076
2021-04-06,14.42307
2021-04-07,14.90384
2021-04-08,9.61538
2021-04-09,13.46153
2021-04-10,12.98076
2021-04-11,6.73076
2021-04-12,12.01923
2021-04-13,15.86538
2021-04-14,17.30769
2021-04-15,11.53846
2021-04-16,15.86538
2021-04-17,10.09615
2021-04-18,7.21153
2021-04-19,10.57692
2021-04-20,19.23076
2021-04-21,13.46153
2021-04-22,12.01923
2021-04-23,15.38461
2021-04-24,16.82692
2021-04-25,11.53846
2021-04-26,23.07692
2021-04-27,14.42307
2021-04-28,16.34615
2021-04-29,12.01923
2021-04-30,13.46153
2021-05-01,13.9423
2021-05-02,12.98076
2021-05-03,19.71153
2021-05-04,13.46153
2021-05-05,10.57692
2021-05-06,15.38461
2021-05-07,12.5
2021-05-08,12.98076
2021-05-09,10.57692
2021-05-10,23.07692
2021-05-11,12.5
2021-05-12,18.26923
2021-05-13,15.86538
2021-05-14,11.53846
2021-05-15,14.42307
2021-05-16,6.25
2021-05-17,23.55769
2021-05-18,18.75
2021-05-19,8.65384
2021-05-20,14.42307
2021-05-21,14.90384
2021-05-22,6.73076
2021-05-23,6.25
2021-05-24,100.0
2021-05-25,24.03846
2021-05-26,15.86538
2021-05-27,20.67307
2021-05-28,13.9423
2021-05-29,8.17307
2021-05-30,7.21153
2021-05-31,17.78846
2021-06-01,16.34615
2021-06-02,15.86538
2021-06-03,17.78846
2021-06-04,10.57692
2021-06-05,15.38461
2021-06-06,7.21153
2021-06-07,14.90384
2021-06-08,14.90384
2021-06-09,23.07692
2021-06-10,13.9423
2021-06-11,12.98076
2021-06-12,9.61538
2021-06-13,12.5
2021-06-14,21.15384
2021-06-15,13.9423
2021-06-16,18.75
2021-06-17,13.46153
2021-06-18,15.86538
2021-06-19,10.09615
2021-06-20,7.21153
2021-06-21,19.23076
2021-06-22,17.78846
2021-06-23,17.78846
2021-06-24,14.90384
2021-06-25,16.82692
2021-06-26,17.78846
2021-06-27,8.17307
2021-06-28,23.55769
2021-06-29,20.1923
2021-06-30,18.26923
2021-07-01,19.71153
2021-07-02,11.53846
2021-07-03,11.05769
2021-07-04,12.01923
2021-07-05,22.59615
2021-07-06,9.61538
2021-07-07,14.90384
2021-07-08,10.09615
2021-07-09,13.46153
2021-07-10,9.61538
2021-07-11,10.09615
2021-07-12,26.4423
2021-07-13,17.78846
2021-07-14,20.67307
2021-07-15,17.78846
2021-07-16,13.46153
2021-07-17,9.13461
2021-07-18,7.6923
2021-07-19,15.86538
2021-07-20,13.46153
2021-07-21,18.75
2021-07-22,18.75
2021-07-23,16.34615
2021-07-24,12.01923
2021-07-25,14.42307
2021-07-26,17.78846
2021-07-27,21.15384
2021-07-28,10.09615
2021-07-29,23.55769
2021-07-30,18.75
2021-07-31,20.67307
2021-08-01,10.57692
2021-08-02,17.30769
2021-08-03,20.1923
2021-08-04,19.23076
2021-08-05,21.15384
2021-08-06,15.38461
2021-08-07,9.61538
2021-08-08,6.73076
2021-08-09,16.82692
2021-08-10,13.46153
2021-08-11,25.0
2021-08-12,17.78846
2021-08-13,24.03846
2021-08-14,12.01923
2021-08-15,9.13461
2021-08-16,13.46153
2021-08-17,21.15384
2021-08-18,16.34615
2021-08-19,19.71153
2021-08-20,15.38461
2021-08-21,14.90384
2021-08-22,14.42307
2021-08-23,14.42307
2021-08-24,15.86538
2021-08-25,27.40384
2021-08-26,13.46153
2021-08-27,19.23076
2021-08-28,15.86538
2021-08-29,12.98076
2021-08-30,17.78846
2021-08-31,17.78846
2021-09-01,16.82692
2021-09-02,12.01923
2021-09-03,21.15384
2021-09-04,12.5
2021-09-05,10.09615
2021-09-06,20.67307
2021-09-07,15.38461
2021-09-08,16.82692
2021-09-09,22.11538
2021-09-10,23.07692
2021-09-11,14.90384
2021-09-12,11.53846
2021-09-13,25.96153
2021-09-14,17.78846
2021-09-15,18.26923
2021-09-16,14.90384
2021-09-17,12.01923
2021-09-18,11.53846
2021-09-19,6.25
2021-09-20,5.28846
2021-09-21,11.53846
2021-09-22,10.57692
2021-09-23,23.55769
2021-09-24,17.78846
2021-09-25,13.9423
2021-09-26,11.53846
2021-09-27,34.61538
2021-09-28,18.26923
2021-09-29,18.26923
2021-09-30,13.9423
2021-10-01,17.30769
2021-10-02,8.65384
2021-10-03,5.28846
2021-10-04,12.5
2021-10-05,23.55769
2021-10-06,21.63461
2021-10-07,16.34615
2021-10-08,18.26923
2021-10-09,8.17307
2021-10-10,6.73076
2021-10-11,9.61538
2021-10-12,19.71153
2021-10-13,18.75
2021-10-14,14.90384
2021-10-15,13.9423
2021-10-16,8.65384
2021-10-17,11.05769
2021-10-18,12.01923
2021-10-19,18.75
2021-10-20,11.53846
2021-10-21,13.9423
2021-10-22,19.23076
2021-10-23,7.21153
2021-10-24,9.13461
2021-10-25,19.23076
2021-10-26,10.09615
2021-10-27,14.42307
2021-10-28,13.46153
2021-10-29,13.46153
2021-10-30,10.57692
2021-10-31,8.17307
2021-11-01,12.01923
2021-11-02,10.09615
2021-11-03,14.90384
2021-11-04,16.82692
2021-11-05,15.38461
2021-11-06,10.09615
2021-11-07,9.13461
2021-11-08,17.30769
2021-11-09,14.42307
2021-11-10,9.61538
2021-11-11,8.65384
2021-11-12,7.21153
2021-11-13,12.5
2021-11-14,10.57692
2021-11-15,11.05769
2021-11-16,11.53846
2021-11-17,13.46153
2021-11-18,12.5
2021-11-19,13.46153
2021-11-20,12.98076
2021-11-21,8.65384
2021-11-22,9.13461
2021-11-23,12.5
2021-11-24,12.5
2021-11-25,12.98076
2021-11-26,10.57692
2021-11-27,5.28846
2021-11-28,11.53846
2021-11-29,14.42307
2021-11-30,12.98076
2021-12-01,13.9423
2021-12-02,11.53846
2021-12-03,12.5
2021-12-04,11.05769
2021-12-05,7.21153
2021-12-06,17.30769
2021-12-07,14.42307
2021-12-08,10.09615
2021-12-09,12.01923
2021-12-10,10.57692
2021-12-11,6.73076
2021-12-12,5.76923
2021-12-13,12.98076
2021-12-14,12.5
2021-12-15,14.90384
2021-12-16,14.42307
2021-12-17,9.13461
2021-12-18,10.57692
2021-12-19,8.65384
2021-12-20,14.42307
2021-12-21,11.05769
2021-12-22,18.26923
2021-12-23,14.42307
2021-12-24,11.53846
2021-12-25,8.17307
2021-12-26,12.5
2021-12-27,21.15384
2021-12-28,19.23076
2021-12-29,12.5
2021-12-30,12.01923
2021-12-31,13.46153
2022-01-01,9.13461
2022-01-02,5.76923
2022-01-03,16.82692
2022-01-04,12.5
2022-01-05,7.6923
2022-01-06,12.01923
2022-01-07,13.9423
2022-01-08,5.28846
2022-01-09,8.17307
2022-01-10,13.46153
2022-01-11,10.09615
2022-01-12,17.78846
2022-01-13,11.53846
2022-01-14,11.53846
2022-01-15,9.13461
2022-01-16,8.17307
2022-01-17,9.61538
2022-01-18,12.01923
2022-01-19,15.38461
2022-01-20,19.71153
2022-01-21,12.98076
2022-01-22,8.65384
2022-01-23,5.76923
2022-01-24,17.78846
2022-01-25,14.42307
2022-01-26,17.78846
2022-01-27,10.09615
2022-01-28,15.86538
2022-01-29,8.65384
2022-01-30,9.61538
2022-01-31,8.65384
2022-02-01,6.73076
2022-02-02,10.57692
2022-02-03,18.26923
2022-02-04,21.63461
2022-02-05,16.82692
2022-02-06,5.76923
2022-02-07,26.4423
2022-02-08,12.01923
2022-02-09,11.05769
2022-02-10,13.9423
2022-02-11,7.21153
2022-02-12,9.61538
2022-02-13,9.61538
2022-02-14,26.4423
2022-02-15,20.1923
2022-02-16,14.42307
2022-02-17,17.78846
2022-02-18,9.13461
2022-02-19,10.57692
2022-02-20,12.98076
2022-02-21,12.98076
2022-02-22,18.75
2022-02-23,18.26923
2022-02-24,11.53846
2022-02-25,20.1923
2022-02-26,6.25
2022-02-27,12.01923
2022-02-28,12.01923
2022-03-01,12.98076
2022-03-02,11.53846
2022-03-03,18.26923
2022-03-04,9.13461
2022-03-05,14.42307
2022-03-06,10.57692
2022-03-07,16.82692
2022-03-08,10.57692
2022-03-09,6.25
2022-03-10,10.57692
2022-03-11,15.38461
2022-03-12,10.57692
2022-03-13,9.13461
2022-03-14,20.67307
2022-03-15,10.57692
2022-03-16,18.75
2022-03-17,12.01923
2022-03-18,12.5
2022-03-19,10.57692
2022-03-20,7.21153
2022-03-21,17.78846
2022-03-22,17.30769
2022-03-23,22.11538
2022-03-24,15.38461
2022-03-25,12.98076
2022-03-26,10.09615
2022-03-27,8.65384
2022-03-28,18.26923
2022-03-29,8.65384
2022-03-30,12.98076
2022-03-31,19.23076
2022-04-01,11.53846
2022-04-02,13.46153
2022-04-03,8.17307
2022-04-04,12.01923
2022-04-05,12.5
2022-04-06,10.09615
2022-04-07,17.78846
2022-04-08,11.53846
2022-04-09,8.65384
2022-04-10,11.53846
2022-04-11,25.96153
2022-04-12,15.86538
2022-04-13,22.59615
2022-04-14,11.05769
2022-04-15,9.61538
2022-04-16,12.98076
2022-04-17,10.09615
2022-04-18,18.26923
2022-04-19,18.75
2022-04-20,25.0
2022-04-21,11.53846
2022-04-22,20.1923
2022-04-23,16.82692
2022-04-24,15.38461
2022-04-25,21.15384
2022-04-26,19.23076
2022-04-27,9.61538
2022-04-28,13.46153
2022-04-29,16.34615
2022-04-30,12.01923
2022-05-01,10.57692
2022-05-02,15.38461
2022-05-03,16.82692
2022-05-04,13.9423
2022-05-05,6.25
2022-05-06,14.90384
2022-05-07,8.17307
2022-05-08,9.61538
2022-05-09,17.30769
2022-05-10,22.11538
2022-05-11,21.15384
2022-05-12,12.98076
2022-05-13,16.82692
2022-05-14,13.9423
2022-05-15,8.17307
2022-05-16,25.96153
2022-05-17,12.98076
2022-05-18,17.78846
2022-05-19,6.73076
2022-05-20,10.57692
2022-05-21,12.01923
2022-05-22,6.73076
2022-05-23,15.86538
2022-05-24,18.75
2022-05-25,15.38461
2022-05-26,13.46153
2022-05-27,14.90384
2022-05-28,10.57692
2022-05-29,15.38461
2022-05-30,22.11538
2022-05-31,17.30769
2022-06-01,8.17307
2022-06-02,12.5
2022-06-03,18.26923
2022-06-04,12.01923
2022-06-05,9.13461
2022-06-06,6.73076
2022-06-07,24.51923
2022-06-08,25.48076
2022-06-09,16.82692
2022-06-10,12.01923
2022-06-11,11.53846
2022-06-12,11.05769
2022-06-13,21.15384
2022-06-14,17.78846
2022-06-15,12.98076
2022-06-16,14.90384
2022-06-17,18.75
2022-06-18,8.65384
2022-06-19,12.01923
2022-06-20,10.57692
2022-06-21,16.82692
2022-06-22,25.0
2022-06-23,21.63461
2022-06-24,16.34615
2022-06-25,12.01923
2022-06-26,11.53846
2022-06-27,18.75
2022-06-28,16.82692
2022-06-29,12.98076
2022-06-30,16.34615
2022-07-01,8.65384
2022-07-02,15.38461
2022-07-03,12.5
2022-07-04,23.55769
2022-07-05,15.38461
2022-07-06,17.30769
2022-07-07,12.5
2022-07-08,21.63461
2022-07-09,12.01923
2022-07-10,10.09615
2022-07-11,18.75
2022-07-12,22.59615
2022-07-13,22.59615
2022-07-14,20.1923
2022-07-15,12.5
2022-07-16,12.5
2022-07-17,10.57692
2022-07-18,23.07692
2022-07-19,15.38461
2022-07-20,22.59615
2022-07-21,23.07692
2022-07-22,19.23076
2022-07-23,9.61538
2022-07-24,12.5
2022-07-25,27.40384
2022-07-26,12.98076
2022-07-27,16.82692
2022-07-28,17.78846
2022-07-29,12.98076
2022-07-30,20.1923
2022-07-31,9.13461
2022-08-01,17.78846
2022-08-02,11.53846
2022-08-03,12.98076
2022-08-04,14.42307
2022-08-05,22.11538
2022-08-06,12.5
2022-08-07,12.5
2022-08-08,16.34615
2022-08-09,17.30769
2022-08-10,16.82692
2022-08-11,21.63461
2022-08-12,11.53846
2022-08-13,8.65384
2022-08-14,9.61538
2022-08-15,6.25
2022-08-16,27.88461
2022-08-17,28.84615
2022-08-18,25.0
2022-08-19,22.11538
2022-08-20,9.61538
2022-08-21,13.46153
2022-08-22,27.40384
2022-08-23,25.0
2022-08-24,19.71153
2022-08-25,18.26923
2022-08-26,18.75
2022-08-27,17.30769
2022-08-28,12.01923
2022-08-29,19.71153
2022-08-30,19.23076
2022-08-31,19.71153
2022-09-01,17.78846
2022-09-02,19.71153
2022-09-03,12.5
2022-09-04,11.53846
2022-09-05,24.51923
2022-09-06,16.82692
2022-09-07,14.90384
2022-09-08,15.86538
2022-09-09,5.76923
2022-09-10,7.21153
2022-09-11,8.65384
2022-09-12,18.75
2022-09-13,24.51923
2022-09-14,24.51923
2022-09-15,11.53846
2022-09-16,21.15384
2022-09-17,17.78846
2022-09-18,6.73076
2022-09-19,20.1923
2022-09-20,18.26923
2022-09-21,18.26923
2022-09-22,9.61538
2022-09-23,11.53846
2022-09-24,7.6923
2022-09-25,7.21153
2022-09-26,25.0
2022-09-27,24.03846
2022-09-28,20.67307
2022-09-29,13.46153
2022-09-30,13.9423
2022-10-01,17.78846
2022-10-02,8.17307
2022-10-03,15.38461
2022-10-04,18.75
2022-10-05,18.26923
2022-10-06,17.30769
2022-10-07,11.53846
2022-10-08,13.9423
2022-10-09,8.65384
2022-10-10,11.05769
2022-10-11,14.90384
2022-10-12,15.86538
2022-10-13,19.23076
2022-10-14,17.30769
2022-10-15,10.57692
2022-10-16,13.9423
2022-10-17,13.46153
2022-10-18,10.57692
2022-10-19,13.9423
2022-10-20,15.38461
2022-10-21,13.9423
2022-10-22,9.61538
2022-10-23,3.84615
2022-10-24,17.30769
2022-10-25,20.1923
2022-10-26,18.26923
2022-10-27,12.01923
2022-10-28,22.59615
2022-10-29,7.21153
2022-10-30,5.28846
2022-10-31,17.30769
2022-11-01,17.30769
2022-11-02,17.30769
2022-11-03,15.86538
2022-11-04,6.25
2022-11-05,11.05769
2022-11-06,5.28846
2022-11-07,15.86538
2022-11-08,14.90384
2022-11-09,12.98076
2022-11-10,21.15384
2022-11-11,14.42307
2022-11-12,9.61538
2022-11-13,8.17307
2022-11-14,18.75
2022-11-15,21.63461
2022-11-16,16.34615
2022-11-17,12.01923
2022-11-18,9.61538
2022-11-19,7.6923
2022-11-20,9.13461
2022-11-21,14.90384
2022-11-22,15.86538
2022-11-23,15.86538
2022-11-24,20.1923
2022-11-25,14.90384
2022-11-26,14.42307
2022-11-27,7.21153
2022-11-28,21.15384
2022-11-29,12.98076
2022-11-30,14.90384
2022-12-01,9.61538
2022-12-02,14.90384
2022-12-03,12.5
2022-12-04,8.65384
2022-12-05,16.34615
2022-12-06,15.38461
2022-12-07,20.1923
2022-12-08,13.9423
2022-12-09,8.17307
2022-12-10,12.01923
2022-12-11,11.53846
2022-12-12,17.30769
2022-12-13,12.5
2022-12-14,16.34615
2022-12-15,10.09615
2022-12-16,14.90384
2022-12-17,6.73076
2022-12-18,13.46153
2022-12-19,18.26923
2022-12-20,9.61538
2022-12-21,6.73076
2022-12-22,15.38461
2022-12-23,7.6923
2022-12-24,4.80769
2022-12-25,8.17307
2022-12-26,15.38461
2022-12-27,13.46153
2022-12-28,13.46153
2022-12-29,12.98076
2022-12-30,14.90384
2022-12-31,11.53846
2023-01-01,9.13461
2023-01-02,24.03846
2023-01-03,11.53846
2023-01-04,21.15384
2023-01-05,12.5
2023-01-06,11.53846
2023-01-07,12.5
2023-01-08,14.42307
2023-01-09,21.15384
2023-01-10,15.38461
2023-01-11,21.15384
2023-01-12,10.57692
2023-01-13,17.30769
2023-01-14,13.9423
2023-01-15,14.42307
2023-01-16,19.23076
2023-01-17,12.5
2023-01-18,20.67307
2023-01-19,18.26923
2023-01-20,13.46153
2023-01-21,16.34615
2023-01-22,13.9423
2023-01-23,10.57692
2023-01-24,11.53846
2023-01-25,24.03846
2023-01-26,23.55769
2023-01-27,18.26923
2023-01-28,16.82692
2023-01-29,19.23076
2023-01-30,33.17307
2023-01-31,17.78846
2023-02-01,15.38461
2023-02-02,19.71153
2023-02-03,16.82692
2023-02-04,14.42307
2023-02-05,16.34615
2023-02-06,26.4423
2023-02-07,15.86538
2023-02-08,16.34615
2023-02-09,15.86538
2023-02-10,12.5
2023-02-11,12.98076
2023-02-12,11.05769
2023-02-13,25.48076
2023-02-14,23.07692
2023-02-15,20.67307
2023-02-16,16.34615
2023-02-17,16.34615
2023-02-18,15.86538
2023-02-19,13.46153
2023-02-20,23.07692
2023-02-21,14.90384
2023-02-22,35.57692
2023-02-23,26.92307
2023-02-24,22.11538
2023-02-25,20.1923
2023-02-26,12.98076
2023-02-27,25.48076
2023-02-28,18.26923
2023-03-01,15.38461
2023-03-02,15.86538
2023-03-03,22.11538
2023-03-04,11.05769
2023-03-05,12.01923
2023-03-06,22.59615
2023-03-07,14.42307
2023-03-08,20.1923
2023-03-09,21.15384
2023-03-10,19.23076
2023-03-11,10.57692
2023-03-12,10.09615
2023-03-13,25.96153
2023-03-14,18.26923
2023-03-15,13.9423
2023-03-16,22.59615
2023-03-17,17.78846
2023-03-18,17.30769
2023-03-19,13.46153
2023-03-20,25.0
2023-03-21,13.9423
2023-03-22,17.30769
2023-03-23,15.86538
2023-03-24,18.75
2023-03-25,13.46153
2023-03-26,13.46153
2023-03-27,23.55769
2023-03-28,12.01923
2023-03-29,14.42307
2023-03-30,11.53846
2023-03-31,12.5
2023-04-01,16.34615
2023-04-02,11.53846
2023-04-03,20.1923
2023-04-04,24.03846
2023-04-05,22.59615
2023-04-06,12.98076
2023-04-07,19.23076
2023-04-08,7.6923
2023-04-09,8.17307
2023-04-10,17.78846
2023-04-11,19.23076
2023-04-12,16.34615
2023-04-13,12.01923
2023-04-14,16.82692
2023-04-15,17.30769
2023-04-16,12.98076
2023-04-17,23.07692
2023-04-18,22.59615
2023-04-19,21.63461
2023-04-20,19.71153
2023-04-21,19.71153
2023-04-22,21.15384
2023-04-23,10.09615
2023-04-24,26.92307
2023-04-25,26.4423
2023-04-26,22.11538
2023-04-27,19.23076
2023-04-28,12.98076
2023-04-29,14.42307
2023-04-30,7.6923
2023-05-01,14.42307
2023-05-02,24.51923
2023-05-03,24.51923
2023-05-04,19.71153
2023-05-05,7.21153
2023-05-06,20.67307
2023-05-07,16.34615
2023-05-08,16.82692
2023-05-09,22.11538
2023-05-10,22.59615
2023-05-11,25.96153
2023-05-12,18.75
2023-05-13,14.90384
2023-05-14,13.9423
2023-05-15,25.48076
2023-05-16,25.96153
2023-05-17,23.07692
2023-05-18,24.03846
2023-05-19,29.80769
2023-05-20,17.30769
2023-05-21,15.86538
2023-05-22,24.51923
2023-05-23,22.59615
2023-05-24,19.71153
2023-05-25,18.75
2023-05-26,21.15384
2023-05-27,7.21153
2023-05-28,9.61538
2023-05-29,23.55769
2023-05-30,30.76923
2023-05-31,33.65384
2023-06-01,13.9423
2023-06-02,16.82692
2023-06-03,18.75
2023-06-04,12.5
2023-06-05,23.55769
