date,베트남환율
2023-05-27,43.196
2023-05-28,43.80412
2023-05-29,50.60494
2023-05-30,60.62149
2023-05-31,58.24949
2023-06-01,59.10596
2023-06-02,67.47643
2023-06-03,54.41925
2023-06-04,50.68135
2023-06-05,65.61704
2023-06-06,57.95338
2023-06-07,68.31698
2023-06-08,62.70376
2023-06-09,68.95695
2023-06-10,53.98942
2023-06-11,51.46777
2023-06-12,75.81826
2023-06-13,84.30654
2023-06-14,80.10061
2023-06-15,75.31839
2023-06-16,70.6285
2023-06-17,56.08443
2023-06-18,54.50203
2023-06-19,72.16314
2023-06-20,69.53642
2023-06-21,68.18644
2023-06-22,67.66428
2023-06-23,64.14926
2023-06-24,51.36271
2023-06-25,53.25394
2023-06-26,70.40881
2023-06-27,67.99541
2023-06-28,65.34322
2023-06-29,64.78604
2023-06-30,62.89161
2023-07-01,51.6015
2023-07-02,52.28604
2023-07-03,71.66963
2023-07-04,73.72643
2023-07-05,75.3343
2023-07-06,67.8394
2023-07-07,63.04126
2023-07-08,55.56227
2023-07-09,53.89709
2023-07-10,71.40537
2023-07-11,73.33163
2023-07-12,75.71001
2023-07-13,93.97287
2023-07-14,88.03171
2023-07-15,60.85073
2023-07-16,59.2747
2023-07-17,81.65117
2023-07-18,80.61958
2023-07-19,72.41148
2023-07-20,66.59131
2023-07-21,63.67804
2023-07-22,51.60468
2023-07-23,52.73178
2023-07-24,69.51413
2023-07-25,67.88397
2023-07-26,64.57908
2023-07-27,65.55654
2023-07-28,59.21102
2023-07-29,48.10876
2023-07-30,47.35736
2023-07-31,67.40002
2023-08-01,64.83061
2023-08-02,67.0275
2023-08-03,65.41645
2023-08-04,62.68466
2023-08-05,49.70708
2023-08-06,48.892
2023-08-07,66.61041
2023-08-08,65.6839
2023-08-09,63.78629
2023-08-10,63.31189
2023-08-11,62.80883
2023-08-12,51.46777
2023-08-13,52.06953
2023-08-14,70.5489
2023-08-15,62.27394
2023-08-16,73.27114
2023-08-17,70.07768
2023-08-18,66.41938
2023-08-19,52.74133
2023-08-20,52.68402
2023-08-21,72.04852
2023-08-22,71.676
2023-08-23,68.18963
2023-08-24,73.99388
2023-08-25,66.47669
2023-08-26,49.74528
2023-08-27,48.73599
2023-08-28,68.40613
2023-08-29,68.85506
2023-08-30,65.98318
2023-08-31,63.44243
2023-09-01,58.06482
2023-09-02,44.70835
2023-09-03,43.75636
2023-09-04,61.47159
2023-09-05,62.54139
2023-09-06,60.23306
2023-09-07,58.04253
2023-09-08,55.00191
2023-09-09,43.87098
2023-09-10,45.36423
2023-09-11,62.7165
2023-09-12,60.78706
2023-09-13,57.11602
2023-09-14,59.81915
2023-09-15,55.0433
2023-09-16,44.59373
2023-09-17,44.90894
2023-09-18,61.89505
2023-09-19,62.78655
2023-09-20,55.82654
2023-09-21,56.87722
2023-09-22,53.64238
2023-09-23,42.26948
2023-09-24,42.27585
2023-09-25,58.97223
2023-09-26,59.46892
2023-09-27,57.86105
2023-09-28,47.45924
2023-09-29,46.68874
2023-09-30,46.9721
2023-10-01,48.66912
2023-10-02,54.63257
2023-10-03,56.70211
2023-10-04,71.83838
2023-10-05,65.70937
2023-10-06,59.26833
2023-10-07,43.43797
2023-10-08,43.54304
2023-10-09,52.50891
2023-10-10,64.65868
2023-10-11,65.01209
2023-10-12,62.30578
2023-10-13,56.5652
2023-10-14,43.29151
2023-10-15,44.41861
2023-10-16,60.93033
2023-10-17,60.15346
2023-10-18,60.18848
2023-10-19,57.74325
2023-10-20,54.00216
2023-10-21,40.71574
2023-10-22,42.94765
2023-10-23,57.90881
2023-10-24,61.45568
2023-10-25,57.77827
2023-10-26,53.39722
2023-10-27,51.19077
2023-10-28,38.89773
2023-10-29,41.83647
2023-10-30,56.00802
2023-10-31,55.29482
2023-11-01,55.10379
2023-11-02,65.98
2023-11-03,85.79342
2023-11-04,60.86984
2023-11-05,53.67103
2023-11-06,92.87442
2023-11-07,73.892
2023-11-08,70.44065
2023-11-09,64.5759
2023-11-10,60.79342
2023-11-11,44.2244
2023-11-12,45.41199
2023-11-13,63.20682
2023-11-14,61.28374
2023-11-15,77.46115
2023-11-16,74.78031
2023-11-17,68.40295
2023-11-18,47.38283
2023-11-19,47.36372
2023-11-20,71.70147
2023-11-21,69.71153
2023-11-22,63.09538
2023-11-23,61.43976
2023-11-24,55.25662
2023-11-25,44.21484
2023-11-26,45.59984
2023-11-27,62.00649
2023-11-28,66.46714
2023-11-29,65.51197
2023-11-30,62.97758
2023-12-01,57.53948
2023-12-02,45.41836
2023-12-03,46.61551
2023-12-04,64.58545
2023-12-05,63.92957
2023-12-06,61.75178
2023-12-07,63.90091
2023-12-08,63.65575
2023-12-09,51.71293
2023-12-10,52.18734
2023-12-11,69.28489
2023-12-12,67.11984
2023-12-13,63.37238
2023-12-14,77.67447
2023-12-15,69.05883
2023-12-16,49.32501
2023-12-17,50.58902
2023-12-18,70.14454
2023-12-19,63.75127
2023-12-20,62.90435
2023-12-21,56.81036
2023-12-22,55.46357
2023-12-23,46.86704
2023-12-24,43.96013
2023-12-25,50.06049
2023-12-26,69.79113
2023-12-27,68.46344
2023-12-28,74.06074
2023-12-29,63.1718
2023-12-30,49.30272
2023-12-31,47.95593
2024-01-01,48.13423
2024-01-02,68.94421
2024-01-03,68.73408
2024-01-04,64.51222
2024-01-05,63.04126
2024-01-06,50.74503
2024-01-07,53.37493
2024-01-08,63.64938
2024-01-09,67.43823
2024-01-10,67.90944
2024-01-11,68.37429
2024-01-12,67.26948
2024-01-13,53.70924
2024-01-14,55.75331
2024-01-15,70.80998
2024-01-16,71.51999
2024-01-17,75.29928
2024-01-18,70.47885
2024-01-19,67.54011
2024-01-20,53.99579
2024-01-21,55.98255
2024-01-22,76.30539
2024-01-23,71.52636
2024-01-24,69.28489
2024-01-25,64.62366
2024-01-26,60.16301
2024-01-27,49.8599
2024-01-28,52.34653
2024-01-29,65.07896
2024-01-30,64.55998
2024-01-31,62.05106
2024-02-01,62.0829
2024-02-02,61.57666
2024-02-03,50.05412
2024-02-04,51.68746
2024-02-05,69.85799
2024-02-06,67.75343
2024-02-07,61.50662
2024-02-08,55.00827
2024-02-09,45.23688
2024-02-10,44.95351
2024-02-11,44.92167
2024-02-12,49.78667
2024-02-13,63.25458
2024-02-14,58.57743
2024-02-15,60.66925
2024-02-16,55.33622
2024-02-17,45.10315
2024-02-18,46.9339
2024-02-19,63.35965
2024-02-20,60.50369
2024-02-21,59.90511
2024-02-22,66.64862
2024-02-23,59.24605
2024-02-24,46.18886
2024-02-25,49.35685
2024-02-26,64.80514
2024-02-27,62.24847
2024-02-28,59.68543
2024-02-29,56.4856
2024-03-01,49.68479
2024-03-02,46.78107
2024-03-03,47.24592
2024-03-04,64.10787
2024-03-05,59.92422
2024-03-06,58.35455
2024-03-07,61.33787
2024-03-08,67.53693
2024-03-09,52.15231
2024-03-10,50.82463
2024-03-11,77.85596
2024-03-12,74.36958
2024-03-13,67.16441
2024-03-14,62.11474
2024-03-15,60.46548
2024-03-16,45.97873
2024-03-17,47.3096
2024-03-18,61.56074
2024-03-19,61.18823
2024-03-20,59.29062
