date,증여취득세
2023-05-30,3.13279
2023-05-31,3.74272
2023-06-01,3.38231
2023-06-02,3.32686
2023-06-03,1.41391
2023-06-04,1.49708
2023-06-05,3.21596
2023-06-06,2.27335
2023-06-07,4.01996
2023-06-08,3.04962
2023-06-09,2.66149
2023-06-10,2.16246
2023-06-11,1.46936
2023-06-12,3.90906
2023-06-13,3.54865
2023-06-14,2.93873
2023-06-15,3.29914
2023-06-16,2.71693
2023-06-17,1.49708
2023-06-18,1.91294
2023-06-19,3.10507
2023-06-20,3.6041
2023-06-21,2.96645
2023-06-22,2.96645
2023-06-23,2.55059
2023-06-24,1.46936
2023-06-25,1.21985
2023-06-26,2.88328
2023-06-27,3.13279
2023-06-28,2.55059
2023-06-29,2.60604
2023-06-30,2.52287
2023-07-01,1.41391
2023-07-02,1.24757
2023-07-03,3.35458
2023-07-04,3.07734
2023-07-05,3.04962
2023-07-06,2.60604
2023-07-07,2.35652
2023-07-08,1.69115
2023-07-09,1.80205
2023-07-10,2.74466
2023-07-11,2.85555
2023-07-12,2.74466
2023-07-13,3.57637
2023-07-14,2.88328
2023-07-15,1.71887
2023-07-16,1.52481
2023-07-17,3.27141
2023-07-18,3.16052
2023-07-19,2.41197
2023-07-20,2.10701
2023-07-21,1.71887
2023-07-22,1.46936
2023-07-23,2.13473
2023-07-24,2.99417
2023-07-25,3.04962
2023-07-26,2.60604
2023-07-27,3.13279
2023-07-28,2.82783
2023-07-29,1.80205
2023-07-30,1.71887
2023-07-31,2.85555
2023-08-01,2.80011
2023-08-02,2.99417
2023-08-03,2.82783
2023-08-04,2.55059
2023-08-05,1.02578
2023-08-06,1.77432
2023-08-07,3.32686
2023-08-08,3.07734
2023-08-09,2.82783
2023-08-10,2.2179
2023-08-11,2.05156
2023-08-12,2.05156
2023-08-13,6.95869
2023-08-14,7.95675
2023-08-15,2.74466
2023-08-16,4.82395
2023-08-17,3.43775
2023-08-18,3.43775
2023-08-19,1.85749
2023-08-20,1.69115
2023-08-21,3.46548
2023-08-22,3.38231
2023-08-23,2.74466
2023-08-24,2.71693
2023-08-25,2.68921
2023-08-26,1.7466
2023-08-27,2.16246
2023-08-28,3.96451
2023-08-29,3.77044
2023-08-30,3.24369
2023-08-31,2.55059
2023-09-01,2.93873
2023-09-02,1.66343
2023-09-03,1.85749
2023-09-04,3.85361
2023-09-05,2.99417
2023-09-06,2.35652
2023-09-07,2.911
2023-09-08,2.82783
2023-09-09,1.82977
2023-09-10,1.66343
2023-09-11,3.38231
2023-09-12,3.6041
2023-09-13,3.18824
2023-09-14,2.80011
2023-09-15,2.911
2023-09-16,1.33074
2023-09-17,1.38619
2023-09-18,3.52093
2023-09-19,2.96645
2023-09-20,2.68921
2023-09-21,2.80011
2023-09-22,2.74466
2023-09-23,1.21985
2023-09-24,1.88522
2023-09-25,2.82783
2023-09-26,2.46742
2023-09-27,1.52481
2023-09-28,1.19212
2023-09-29,1.24757
2023-09-30,1.30302
2023-10-01,1.33074
2023-10-02,1.52481
2023-10-03,1.80205
2023-10-04,3.46548
2023-10-05,3.21596
2023-10-06,2.99417
2023-10-07,1.88522
2023-10-08,2.82783
2023-10-09,3.63182
2023-10-10,3.99223
2023-10-11,3.54865
2023-10-12,2.77238
2023-10-13,2.93873
2023-10-14,1.6357
2023-10-15,1.69115
2023-10-16,3.65955
2023-10-17,3.07734
2023-10-18,3.52093
2023-10-19,3.41003
2023-10-20,2.911
2023-10-21,1.55253
2023-10-22,1.19212
2023-10-23,3.32686
2023-10-24,2.93873
2023-10-25,2.71693
2023-10-26,2.46742
2023-10-27,2.71693
2023-10-28,1.13667
2023-10-29,1.85749
2023-10-30,3.52093
2023-10-31,2.60604
2023-11-01,3.35458
2023-11-02,3.04962
2023-11-03,2.66149
2023-11-04,1.41391
2023-11-05,1.46936
2023-11-06,3.07734
2023-11-07,2.77238
2023-11-08,3.0219
2023-11-09,2.4397
2023-11-10,1.99611
2023-11-11,1.41391
2023-11-12,1.41391
2023-11-13,3.29914
2023-11-14,2.55059
2023-11-15,2.88328
2023-11-16,2.68921
2023-11-17,1.94067
2023-11-18,1.21985
2023-11-19,1.44164
2023-11-20,2.77238
2023-11-21,3.24369
2023-11-22,3.13279
2023-11-23,2.60604
2023-11-24,2.2179
2023-11-25,1.46936
2023-11-26,1.27529
2023-11-27,3.29914
2023-11-28,3.04962
2023-11-29,3.32686
2023-11-30,3.10507
2023-12-01,2.3288
2023-12-02,1.41391
2023-12-03,1.1644
2023-12-04,2.85555
2023-12-05,2.55059
2023-12-06,2.96645
2023-12-07,2.63376
2023-12-08,2.4397
2023-12-09,1.52481
2023-12-10,1.6357
2023-12-11,3.29914
2023-12-12,2.93873
2023-12-13,2.55059
2023-12-14,2.2179
2023-12-15,3.04962
2023-12-16,1.52481
2023-12-17,0.99805
2023-12-18,2.57831
2023-12-19,2.71693
2023-12-20,2.68921
2023-12-21,2.52287
2023-12-22,2.10701
2023-12-23,1.13667
2023-12-24,1.6357
2023-12-25,1.35846
2023-12-26,3.0219
2023-12-27,2.77238
2023-12-28,1.80205
2023-12-29,1.96839
2023-12-30,1.10895
2023-12-31,1.55253
2024-01-01,2.41197
2024-01-02,2.96645
2024-01-03,3.38231
2024-01-04,3.79817
2024-01-05,3.16052
2024-01-06,1.33074
2024-01-07,1.52481
2024-01-08,2.85555
2024-01-09,3.18824
2024-01-10,3.04962
2024-01-11,2.77238
2024-01-12,2.911
2024-01-13,1.91294
2024-01-14,1.66343
2024-01-15,3.6041
2024-01-16,4.26947
2024-01-17,2.93873
2024-01-18,2.88328
2024-01-19,3.38231
2024-01-20,1.58026
2024-01-21,1.77432
2024-01-22,3.04962
2024-01-23,2.60604
2024-01-24,2.80011
2024-01-25,2.68921
2024-01-26,2.55059
2024-01-27,1.99611
2024-01-28,1.52481
2024-01-29,2.99417
2024-01-30,2.71693
2024-01-31,1.88522
2024-02-01,3.38231
2024-02-02,3.0219
2024-02-03,1.88522
2024-02-04,1.55253
2024-02-05,2.66149
2024-02-06,2.82783
2024-02-07,2.02384
2024-02-08,1.71887
2024-02-09,1.21985
2024-02-10,2.13473
2024-02-11,1.85749
2024-02-12,2.55059
2024-02-13,3.99223
2024-02-14,3.77044
2024-02-15,3.52093
2024-02-16,2.911
2024-02-17,1.35846
2024-02-18,2.05156
2024-02-19,3.93678
2024-02-20,3.4932
2024-02-21,4.24175
2024-02-22,4.15858
2024-02-23,2.74466
2024-02-24,1.85749
2024-02-25,1.77432
2024-02-26,4.0754
2024-02-27,3.54865
2024-02-28,3.29914
2024-02-29,2.57831
2024-03-01,1.21985
2024-03-02,1.85749
2024-03-03,1.96839
2024-03-04,2.911
2024-03-05,2.88328
2024-03-06,2.99417
2024-03-07,2.74466
2024-03-08,2.3288
2024-03-09,1.99611
2024-03-10,2.07929
2024-03-11,3.57637
2024-03-12,3.38231
2024-03-13,3.52093
2024-03-14,2.52287
2024-03-15,2.57831
2024-03-16,1.91294
2024-03-17,1.58026
2024-03-18,3.38231
2024-03-19,2.99417
2024-03-20,2.46742
