date,법무사
2021-01-30,36.9375
2021-01-31,35.78125
2021-02-01,74.71875
2021-02-02,72.0625
2021-02-03,66.03125
2021-02-04,64.84375
2021-02-05,58.53125
2021-02-06,35.0625
2021-02-07,36.03125
2021-02-08,66.125
2021-02-09,62.25
2021-02-10,54.3125
2021-02-11,29.21875
2021-02-12,28.1875
2021-02-13,30.3125
2021-02-14,36.5
2021-02-15,86.71875
2021-02-16,75.625
2021-02-17,74.09375
2021-02-18,69.53125
2021-02-19,65.1875
2021-02-20,38.5
2021-02-21,35.75
2021-02-22,82.1875
2021-02-23,73.90625
2021-02-24,67.46875
2021-02-25,71.09375
2021-02-26,60.09375
2021-02-27,34.625
2021-02-28,30.53125
2021-03-01,35.71875
2021-03-02,77.15625
2021-03-03,72.12499
2021-03-04,66.875
2021-03-05,62.09375
2021-03-06,36.0
2021-03-07,35.1875
2021-03-08,77.5625
2021-03-09,69.49999
2021-03-10,69.25
2021-03-11,68.75
2021-03-12,63.375
2021-03-13,34.40625
2021-03-14,35.125
2021-03-15,74.3125
2021-03-16,72.34375
2021-03-17,68.15625
2021-03-18,64.6875
2021-03-19,61.78125
2021-03-20,33.0625
2021-03-21,31.6875
2021-03-22,79.96875
2021-03-23,69.125
2021-03-24,68.5
2021-03-25,63.59375
2021-03-26,58.53125
2021-03-27,34.15625
2021-03-28,33.375
2021-03-29,74.71875
2021-03-30,70.75
2021-03-31,67.46875
2021-04-01,62.25
2021-04-02,60.15625
2021-04-03,32.125
2021-04-04,32.5
2021-04-05,69.78124
2021-04-06,65.46875
2021-04-07,67.25
2021-04-08,63.96875
2021-04-09,59.8125
2021-04-10,32.15624
2021-04-11,30.625
2021-04-12,74.6875
2021-04-13,69.21875
2021-04-14,67.125
2021-04-15,70.59375
2021-04-16,61.71875
2021-04-17,36.15625
2021-04-18,33.9375
2021-04-19,83.5
2021-04-20,74.09375
2021-04-21,71.6875
2021-04-22,64.375
2021-04-23,59.875
2021-04-24,33.84375
2021-04-25,30.25
2021-04-26,78.34375
2021-04-27,68.5
2021-04-28,66.9375
2021-04-29,67.78125
2021-04-30,61.09375
2021-05-01,32.125
2021-05-02,30.5
2021-05-03,66.5
2021-05-04,63.125
2021-05-05,32.0
2021-05-06,64.78125
2021-05-07,59.75
2021-05-08,35.09375
2021-05-09,35.40625
2021-05-10,74.5625
2021-05-11,70.09375
2021-05-12,68.4375
2021-05-13,65.90625
2021-05-14,60.46875
2021-05-15,32.15624
2021-05-16,33.75
2021-05-17,75.71875
2021-05-18,64.09375
2021-05-19,35.59375
2021-05-20,69.25
2021-05-21,62.0625
2021-05-22,32.125
2021-05-23,33.34375
2021-05-24,74.4375
2021-05-25,79.125
2021-05-26,68.65625
2021-05-27,70.25
2021-05-28,65.28125
2021-05-29,33.8125
2021-05-30,32.75
2021-05-31,76.59375
2021-06-01,65.3125
2021-06-02,66.75
2021-06-03,61.75
2021-06-04,54.25
2021-06-05,33.625
2021-06-06,31.1875
2021-06-07,73.4375
2021-06-08,69.34375
2021-06-09,71.0
2021-06-10,65.0
2021-06-11,57.9375
2021-06-12,31.25
2021-06-13,33.09375
2021-06-14,68.4375
2021-06-15,63.96875
2021-06-16,63.75
2021-06-17,63.15625
2021-06-18,66.03125
2021-06-19,49.0
2021-06-20,36.6875
2021-06-21,74.53125
2021-06-22,67.53125
2021-06-23,62.09375
2021-06-24,63.625
2021-06-25,59.34374
2021-06-26,34.03125
2021-06-27,31.96875
2021-06-28,70.9375
2021-06-29,63.875
2021-06-30,61.5625
2021-07-01,61.03125
2021-07-02,54.53125
2021-07-03,30.9375
2021-07-04,32.25
2021-07-05,65.40625
2021-07-06,63.5625
2021-07-07,63.96875
2021-07-08,58.6875
2021-07-09,54.6875
2021-07-10,32.03125
2021-07-11,30.15625
2021-07-12,70.96875
2021-07-13,65.71875
2021-07-14,64.53125
2021-07-15,61.68749
2021-07-16,55.53125
2021-07-17,28.8125
2021-07-18,31.6875
2021-07-19,68.375
2021-07-20,63.0
2021-07-21,58.96875
2021-07-22,58.21875
2021-07-23,58.5
2021-07-24,28.71875
2021-07-25,27.6875
2021-07-26,63.65625
2021-07-27,68.0
2021-07-28,70.90625
2021-07-29,59.40625
2021-07-30,53.53125
2021-07-31,32.71875
2021-08-01,30.25
2021-08-02,67.625
2021-08-03,66.0625
2021-08-04,60.625
2021-08-05,59.34374
2021-08-06,55.375
2021-08-07,31.59375
2021-08-08,25.5
2021-08-09,66.15625
2021-08-10,62.78125
2021-08-11,60.25
2021-08-12,58.46875
2021-08-13,59.28125
2021-08-14,31.21875
2021-08-15,27.25
2021-08-16,40.0
2021-08-17,71.1875
2021-08-18,65.21875
2021-08-19,66.34375
2021-08-20,62.21875
2021-08-21,33.4375
2021-08-22,34.71875
2021-08-23,74.5625
2021-08-24,67.6875
2021-08-25,67.59375
2021-08-26,62.71875
2021-08-27,60.3125
2021-08-28,37.5625
2021-08-29,29.84375
2021-08-30,68.75
2021-08-31,63.46875
2021-09-01,59.65625
2021-09-02,61.90625
2021-09-03,56.0625
2021-09-04,31.28125
2021-09-05,29.34375
2021-09-06,66.09375
2021-09-07,60.4375
2021-09-08,61.18749
2021-09-09,56.15625
2021-09-10,55.09375
2021-09-11,32.4375
2021-09-12,31.3125
2021-09-13,65.6875
2021-09-14,63.5625
2021-09-15,57.8125
2021-09-16,56.65625
2021-09-17,47.9375
2021-09-18,27.8125
2021-09-19,22.90625
2021-09-20,23.9375
2021-09-21,25.4375
2021-09-22,33.46875
2021-09-23,78.21875
2021-09-24,61.34375
2021-09-25,32.6875
2021-09-26,34.03125
2021-09-27,71.46875
2021-09-28,67.6875
2021-09-29,66.1875
2021-09-30,68.5625
2021-10-01,53.5625
2021-10-02,34.34375
2021-10-03,29.90625
2021-10-04,40.21874
2021-10-05,74.15625
2021-10-06,66.875
2021-10-07,64.25
2021-10-08,55.625
2021-10-09,31.25
2021-10-10,29.78125
2021-10-11,40.25
2021-10-12,71.9375
2021-10-13,70.6875
2021-10-14,65.34375
2021-10-15,60.21875
2021-10-16,30.625
2021-10-17,26.15624
2021-10-18,64.03124
2021-10-19,60.3125
2021-10-20,60.5
2021-10-21,56.34375
2021-10-22,54.84375
2021-10-23,29.28124
2021-10-24,31.96875
2021-10-25,65.4375
2021-10-26,63.9375
2021-10-27,62.09375
2021-10-28,62.25
2021-10-29,55.5625
2021-10-30,40.125
2021-10-31,39.6875
2021-11-01,74.5
2021-11-02,65.5625
2021-11-03,62.90625
2021-11-04,59.40625
2021-11-05,52.21875
2021-11-06,31.4375
2021-11-07,31.62499
2021-11-08,66.0625
2021-11-09,61.0
2021-11-10,65.34375
2021-11-11,60.15625
2021-11-12,53.53125
2021-11-13,29.875
2021-11-14,29.25
2021-11-15,69.49999
2021-11-16,64.90625
2021-11-17,59.28125
2021-11-18,59.46875
2021-11-19,57.90625
2021-11-20,30.625
2021-11-21,30.8125
2021-11-22,65.28125
2021-11-23,60.53125
2021-11-24,60.65625
2021-11-25,57.34375
2021-11-26,54.15624
2021-11-27,30.90625
2021-11-28,30.21875
2021-11-29,64.09375
2021-11-30,60.8125
2021-12-01,61.5625
2021-12-02,66.37499
2021-12-03,58.4375
2021-12-04,35.4375
2021-12-05,35.5625
2021-12-06,72.6875
2021-12-07,73.9375
2021-12-08,79.59375
2021-12-09,70.78125
2021-12-10,60.625
2021-12-11,33.625
2021-12-12,34.4375
2021-12-13,68.625
2021-12-14,62.1875
2021-12-15,57.53125
2021-12-16,59.75
2021-12-17,54.75
2021-12-18,32.1875
2021-12-19,31.03125
2021-12-20,67.09375
2021-12-21,63.71875
2021-12-22,62.03125
2021-12-23,58.09375
2021-12-24,49.25
2021-12-25,25.625
2021-12-26,28.9375
2021-12-27,65.6875
2021-12-28,61.71875
2021-12-29,61.90625
2021-12-30,57.09375
2021-12-31,47.8125
2022-01-01,27.40625
2022-01-02,35.53124
2022-01-03,69.0625
2022-01-04,65.5
2022-01-05,62.9375
2022-01-06,62.125
2022-01-07,56.28125
2022-01-08,35.03125
2022-01-09,36.06249
2022-01-10,73.03125
2022-01-11,63.24999
2022-01-12,62.78125
2022-01-13,58.34375
2022-01-14,55.84375
2022-01-15,33.75
2022-01-16,30.59374
2022-01-17,68.03125
2022-01-18,63.53124
2022-01-19,60.71875
2022-01-20,55.3125
2022-01-21,51.5625
2022-01-22,33.4375
2022-01-23,33.03125
2022-01-24,74.375
2022-01-25,65.78125
2022-01-26,62.40625
2022-01-27,60.0
2022-01-28,48.9375
2022-01-29,29.4375
2022-01-30,27.3125
2022-01-31,28.49999
2022-02-01,30.06249
2022-02-02,34.59375
2022-02-03,76.0
2022-02-04,65.40625
2022-02-05,36.96875
2022-02-06,34.90625
2022-02-07,72.5625
2022-02-08,66.5
2022-02-09,60.65625
2022-02-10,62.125
2022-02-11,55.09375
2022-02-12,35.9375
2022-02-13,33.09375
2022-02-14,65.65625
2022-02-15,62.84375
2022-02-16,59.21875
2022-02-17,60.9375
2022-02-18,58.15625
2022-02-19,32.78125
2022-02-20,33.18749
2022-02-21,75.90625
2022-02-22,69.03125
2022-02-23,67.0625
2022-02-24,67.09375
2022-02-25,58.34375
2022-02-26,36.84374
2022-02-27,36.09375
2022-02-28,62.96875
2022-03-01,39.625
2022-03-02,68.375
2022-03-03,62.1875
2022-03-04,61.125
2022-03-05,36.5
2022-03-06,37.28125
2022-03-07,71.46875
2022-03-08,61.71875
2022-03-09,35.34375
2022-03-10,62.25
2022-03-11,61.4375
2022-03-12,37.62499
2022-03-13,39.84375
2022-03-14,72.84375
2022-03-15,69.1875
2022-03-16,63.34375
2022-03-17,59.125
2022-03-18,59.25
2022-03-19,35.25
2022-03-20,33.21875
2022-03-21,67.84375
2022-03-22,63.625
2022-03-23,63.78125
2022-03-24,60.0
2022-03-25,57.4375
2022-03-26,33.0
2022-03-27,34.78125
2022-03-28,76.28125
2022-03-29,65.5625
2022-03-30,65.6875
2022-03-31,63.6875
2022-04-01,58.625
2022-04-02,33.65625
2022-04-03,35.25
2022-04-04,68.78125
2022-04-05,65.75
2022-04-06,61.53125
2022-04-07,67.0625
2022-04-08,58.0
2022-04-09,35.875
2022-04-10,33.21875
2022-04-11,68.6875
2022-04-12,67.6875
2022-04-13,68.03125
2022-04-14,63.28125
2022-04-15,61.25
2022-04-16,37.53125
2022-04-17,36.1875
2022-04-18,76.0
2022-04-19,70.59375
2022-04-20,70.21875
2022-04-21,66.625
2022-04-22,63.28125
2022-04-23,38.96875
2022-04-24,35.8125
2022-04-25,73.53125
2022-04-26,70.53125
2022-04-27,64.96875
2022-04-28,64.65625
2022-04-29,60.0
2022-04-30,34.96875
2022-05-01,31.90625
2022-05-02,66.59375
2022-05-03,65.0625
2022-05-04,59.28125
2022-05-05,35.1875
2022-05-06,63.3125
2022-05-07,34.9375
2022-05-08,35.03125
2022-05-09,90.1875
2022-05-10,73.9375
2022-05-11,74.21875
2022-05-12,70.56249
2022-05-13,61.9375
2022-05-14,37.375
2022-05-15,35.4375
2022-05-16,78.59375
2022-05-17,73.40624
2022-05-18,69.46875
2022-05-19,67.15624
2022-05-20,59.84375
2022-05-21,36.90625
2022-05-22,35.59375
2022-05-23,75.875
2022-05-24,71.0
2022-05-25,65.84375
2022-05-26,64.375
2022-05-27,59.0
2022-05-28,35.78125
2022-05-29,34.25
2022-05-30,72.71875
2022-05-31,65.375
2022-06-01,38.09375
2022-06-02,67.21875
2022-06-03,60.21875
2022-06-04,34.71875
2022-06-05,30.25
2022-06-06,37.87499
2022-06-07,70.96875
2022-06-08,72.03125
2022-06-09,66.625
2022-06-10,58.56249
2022-06-11,32.96875
2022-06-12,30.375
2022-06-13,69.90625
2022-06-14,62.5625
2022-06-15,62.74999
2022-06-16,61.40625
2022-06-17,59.21875
2022-06-18,31.8125
2022-06-19,33.78125
2022-06-20,74.15625
2022-06-21,64.40625
2022-06-22,58.03125
2022-06-23,58.0
2022-06-24,58.28125
2022-06-25,33.78125
2022-06-26,39.25
2022-06-27,67.03125
2022-06-28,65.625
2022-06-29,62.34375
2022-06-30,61.90625
2022-07-01,58.06249
2022-07-02,35.0625
2022-07-03,34.09375
2022-07-04,66.1875
2022-07-05,63.09375
2022-07-06,61.46875
2022-07-07,62.71875
2022-07-08,57.21875
2022-07-09,33.96874
2022-07-10,36.375
2022-07-11,72.09375
2022-07-12,68.15625
2022-07-13,65.90625
2022-07-14,66.46875
2022-07-15,58.59375
2022-07-16,36.06249
2022-07-17,35.03125
2022-07-18,73.84375
2022-07-19,68.75
2022-07-20,67.21875
2022-07-21,64.21875
2022-07-22,61.46875
2022-07-23,37.53125
2022-07-24,38.65624
2022-07-25,77.84375
2022-07-26,64.375
2022-07-27,67.59375
2022-07-28,63.59375
2022-07-29,57.34375
2022-07-30,36.34375
2022-07-31,35.46875
2022-08-01,73.75
2022-08-02,66.59375
2022-08-03,62.84375
2022-08-04,69.875
2022-08-05,63.6875
2022-08-06,39.96874
2022-08-07,40.625
2022-08-08,68.78125
2022-08-09,60.03125
2022-08-10,64.1875
2022-08-11,64.875
2022-08-12,58.75
2022-08-13,35.4375
2022-08-14,35.1875
2022-08-15,38.46875
2022-08-16,72.90624
2022-08-17,65.90625
2022-08-18,68.09375
2022-08-19,60.375
2022-08-20,37.4375
2022-08-21,39.28125
2022-08-22,77.5625
2022-08-23,67.5625
2022-08-24,69.9375
2022-08-25,65.625
2022-08-26,71.4375
2022-08-27,60.09375
2022-08-28,44.21875
2022-08-29,69.28125
2022-08-30,66.75
2022-08-31,64.34375
2022-09-01,65.03125
2022-09-02,59.15625
2022-09-03,34.53125
2022-09-04,33.8125
2022-09-05,56.96875
2022-09-06,58.06249
2022-09-07,56.75
2022-09-08,44.4375
2022-09-09,27.09375
2022-09-10,28.8125
2022-09-11,32.0625
2022-09-12,40.53125
2022-09-13,80.71874
2022-09-14,73.3125
2022-09-15,67.25
2022-09-16,62.65625
2022-09-17,35.59375
2022-09-18,34.15625
2022-09-19,68.46875
2022-09-20,68.65625
2022-09-21,61.15625
2022-09-22,57.6875
2022-09-23,53.21875
2022-09-24,32.4375
2022-09-25,30.5
2022-09-26,66.25
2022-09-27,63.0625
2022-09-28,60.21875
2022-09-29,62.375
2022-09-30,56.28125
2022-10-01,34.375
2022-10-02,29.28124
2022-10-03,36.125
2022-10-04,72.9375
2022-10-05,70.71875
2022-10-06,62.84375
2022-10-07,58.8125
2022-10-08,36.65625
2022-10-09,35.15625
2022-10-10,41.0625
2022-10-11,70.65625
2022-10-12,70.34375
2022-10-13,64.28125
2022-10-14,58.6875
2022-10-15,37.0
2022-10-16,35.28124
2022-10-17,68.4375
2022-10-18,69.9375
2022-10-19,64.5
2022-10-20,64.5625
2022-10-21,52.03125
2022-10-22,33.53125
2022-10-23,34.15625
2022-10-24,69.75
2022-10-25,64.4375
2022-10-26,65.65625
2022-10-27,61.34375
2022-10-28,57.90625
2022-10-29,41.1875
2022-10-30,37.75
2022-10-31,76.6875
2022-11-01,66.9375
2022-11-02,66.84375
2022-11-03,60.4375
2022-11-04,56.75
2022-11-05,35.0
2022-11-06,30.75
2022-11-07,69.28125
2022-11-08,69.09375
2022-11-09,64.34375
2022-11-10,65.0625
2022-11-11,61.78125
2022-11-12,38.875
2022-11-13,37.34375
2022-11-14,69.3125
2022-11-15,72.40625
2022-11-16,67.5
2022-11-17,66.75
2022-11-18,67.375
2022-11-19,32.93749
2022-11-20,32.5
2022-11-21,73.21875
2022-11-22,66.1875
2022-11-23,64.625
2022-11-24,60.0625
2022-11-25,58.53125
2022-11-26,35.21875
2022-11-27,35.21875
2022-11-28,70.25
2022-11-29,63.09375
2022-11-30,64.375
2022-12-01,61.125
2022-12-02,54.0625
2022-12-03,26.625
2022-12-04,29.53125
2022-12-05,66.03125
2022-12-06,64.84375
2022-12-07,66.8125
2022-12-08,62.65625
2022-12-09,59.34374
2022-12-10,33.03125
2022-12-11,33.21875
2022-12-12,69.59375
2022-12-13,64.46875
2022-12-14,62.5
2022-12-15,62.28125
2022-12-16,64.84375
2022-12-17,37.125
2022-12-18,31.875
2022-12-19,72.375
2022-12-20,61.96874
2022-12-21,59.4375
2022-12-22,60.65625
2022-12-23,56.03125
2022-12-24,30.5
2022-12-25,29.71875
2022-12-26,66.28125
2022-12-27,64.5
2022-12-28,65.3125
2022-12-29,63.40625
2022-12-30,54.09375
2022-12-31,34.4375
2023-01-01,34.84375
2023-01-02,67.84375
2023-01-03,69.40625
2023-01-04,66.3125
2023-01-05,61.625
2023-01-06,61.625
2023-01-07,41.21875
2023-01-08,43.0
2023-01-09,76.28125
2023-01-10,68.90625
2023-01-11,65.0
2023-01-12,64.625
2023-01-13,61.18749
2023-01-14,38.65624
2023-01-15,37.25
2023-01-16,72.53125
2023-01-17,65.65625
2023-01-18,62.90625
2023-01-19,61.4375
2023-01-20,50.90625
2023-01-21,31.5625
2023-01-22,35.375
2023-01-23,33.28125
2023-01-24,40.74999
2023-01-25,76.40625
2023-01-26,72.5625
2023-01-27,65.87499
2023-01-28,41.3125
2023-01-29,40.28125
2023-01-30,79.0
2023-01-31,100.0
2023-02-01,96.34375
2023-02-02,82.8125
2023-02-03,75.1875
2023-02-04,44.25
2023-02-05,40.46875
2023-02-06,84.15625
2023-02-07,74.40625
2023-02-08,72.34375
2023-02-09,68.375
2023-02-10,63.1875
2023-02-11,42.21875
2023-02-12,40.25
2023-02-13,81.03125
2023-02-14,72.5
2023-02-15,66.37499
2023-02-16,65.125
2023-02-17,69.5625
2023-02-18,38.75
2023-02-19,39.46875
2023-02-20,78.0625
2023-02-21,71.96875
2023-02-22,68.3125
2023-02-23,70.96875
2023-02-24,62.25
2023-02-25,39.75
2023-02-26,41.125
2023-02-27,78.1875
2023-02-28,65.28125
2023-03-01,42.46875
2023-03-02,71.90625
2023-03-03,62.90625
2023-03-04,38.5
2023-03-05,38.46875
2023-03-06,75.6875
2023-03-07,74.59375
2023-03-08,67.3125
2023-03-09,69.3125
2023-03-10,60.3125
2023-03-11,35.4375
2023-03-12,37.62499
2023-03-13,79.71875
2023-03-14,74.21875
2023-03-15,69.875
2023-03-16,69.09375
2023-03-17,65.65625
2023-03-18,35.625
2023-03-19,37.1875
2023-03-20,76.5
2023-03-21,71.59375
2023-03-22,70.59375
2023-03-23,67.53125
2023-03-24,61.75
2023-03-25,37.375
2023-03-26,37.15625
2023-03-27,71.71875
2023-03-28,72.8125
2023-03-29,68.875
2023-03-30,67.625
2023-03-31,61.625
2023-04-01,35.9375
2023-04-02,35.1875
2023-04-03,73.65625
2023-04-04,71.375
2023-04-05,67.75
2023-04-06,66.625
2023-04-07,61.875
2023-04-08,38.46875
2023-04-09,37.59375
2023-04-10,78.03125
2023-04-11,70.56249
2023-04-12,71.59375
2023-04-13,65.6875
2023-04-14,61.09375
2023-04-15,36.6875
2023-04-16,37.59375
2023-04-17,74.28125
2023-04-18,71.75
2023-04-19,71.5625
2023-04-20,69.625
2023-04-21,63.40625
2023-04-22,36.8125
2023-04-23,35.65625
2023-04-24,75.6875
2023-04-25,71.1875
2023-04-26,69.65625
2023-04-27,68.46875
2023-04-28,63.375
2023-04-29,38.09375
2023-04-30,34.8125
2023-05-01,56.1875
2023-05-02,69.65625
2023-05-03,66.84375
2023-05-04,63.6875
2023-05-05,34.90625
2023-05-06,35.0625
2023-05-07,39.6875
2023-05-08,89.78125
2023-05-09,77.34375
2023-05-10,72.71875
2023-05-11,71.1875
2023-05-12,66.4375
2023-05-13,39.375
2023-05-14,37.28125
2023-05-15,78.15625
2023-05-16,72.59375
2023-05-17,72.25
2023-05-18,66.46875
2023-05-19,59.875
2023-05-20,36.53125
2023-05-21,36.09375
2023-05-22,71.625
2023-05-23,73.1875
2023-05-24,68.25
2023-05-25,65.59374
2023-05-26,68.0
2023-05-27,34.15625
2023-05-28,30.96875
2023-05-29,38.96875
2023-05-30,78.37499
2023-05-31,69.78124
2023-06-01,68.125
2023-06-02,62.15625
2023-06-03,35.59375
2023-06-04,34.21875
2023-06-05,65.8125
2023-06-06,43.34375
2023-06-07,75.40625
2023-06-08,71.1875
2023-06-09,65.65625
2023-06-10,34.74999
2023-06-11,34.53125
2023-06-12,70.90625
2023-06-13,73.90625
2023-06-14,68.28125
2023-06-15,69.78124
2023-06-16,62.03125
2023-06-17,33.78125
2023-06-18,34.4375
2023-06-19,67.5
2023-06-20,70.875
2023-06-21,66.03125
