date,개인연금IRP
2023-06-04,8.19112
2023-06-05,12.62798
2023-06-06,8.19112
2023-06-07,15.69965
2023-06-08,15.35836
2023-06-09,15.35836
2023-06-10,6.48464
2023-06-11,7.50853
2023-06-12,19.45392
2023-06-13,21.5017
2023-06-14,19.45392
2023-06-15,20.81911
2023-06-16,15.69965
2023-06-17,9.55631
2023-06-18,8.53242
2023-06-19,14.67576
2023-06-20,19.11262
2023-06-21,19.11262
2023-06-22,20.81911
2023-06-23,19.45392
2023-06-24,8.87372
2023-06-25,8.19112
2023-06-26,19.11262
2023-06-27,20.13651
2023-06-28,24.23208
2023-06-29,27.30375
2023-06-30,21.1604
2023-07-01,8.87372
2023-07-02,12.62798
2023-07-03,21.5017
2023-07-04,18.77133
2023-07-05,24.23208
2023-07-06,26.62116
2023-07-07,25.25597
2023-07-08,8.19112
2023-07-09,8.19112
2023-07-10,22.86689
2023-07-11,19.45392
2023-07-12,19.79522
2023-07-13,19.79522
2023-07-14,18.77133
2023-07-15,8.53242
2023-07-16,9.21501
2023-07-17,10.2389
2023-07-18,17.06484
2023-07-19,17.74744
2023-07-20,15.69965
2023-07-21,19.11262
2023-07-22,10.2389
2023-07-23,8.87372
2023-07-24,17.06484
2023-07-25,21.1604
2023-07-26,23.20819
2023-07-27,16.04095
2023-07-28,22.86689
2023-07-29,9.21501
2023-07-30,11.94539
2023-07-31,21.5017
2023-08-01,22.1843
2023-08-02,18.08873
2023-08-03,11.94539
2023-08-04,17.40614
2023-08-05,10.2389
2023-08-06,8.87372
2023-08-07,16.72354
2023-08-08,15.35836
2023-08-09,15.01706
2023-08-10,11.60409
2023-08-11,14.67576
2023-08-12,7.50853
2023-08-13,7.16723
2023-08-14,12.96928
2023-08-15,8.19112
2023-08-16,17.06484
2023-08-17,15.01706
2023-08-18,15.35836
2023-08-19,5.80204
2023-08-20,11.94539
2023-08-21,16.72354
2023-08-22,14.67576
2023-08-23,17.74744
2023-08-24,15.69965
2023-08-25,12.28668
2023-08-26,6.48464
2023-08-27,8.19112
2023-08-28,17.06484
2023-08-29,14.67576
2023-08-30,14.33447
2023-08-31,17.40614
2023-09-01,20.13651
2023-09-02,11.26279
2023-09-03,9.55631
2023-09-04,14.67576
2023-09-05,15.35836
2023-09-06,22.1843
2023-09-07,20.47781
2023-09-08,11.60409
2023-09-09,7.84982
2023-09-10,8.19112
2023-09-11,16.04095
2023-09-12,15.01706
2023-09-13,16.38225
2023-09-14,12.96928
2023-09-15,14.67576
2023-09-16,10.5802
2023-09-17,6.14334
2023-09-18,12.28668
2023-09-19,11.60409
2023-09-20,18.43003
2023-09-21,14.67576
2023-09-22,12.62798
2023-09-23,5.11945
2023-09-24,4.77815
2023-09-25,15.35836
2023-09-26,15.01706
2023-09-27,11.94539
2023-09-28,8.19112
2023-09-29,7.16723
2023-09-30,8.87372
2023-10-01,6.14334
2023-10-02,6.48464
2023-10-03,13.99317
2023-10-04,18.43003
2023-10-05,15.35836
2023-10-06,12.62798
2023-10-07,7.50853
2023-10-08,11.26279
2023-10-09,11.26279
2023-10-10,23.89078
2023-10-11,22.52559
2023-10-12,18.43003
2023-10-13,20.47781
2023-10-14,3.75426
2023-10-15,8.19112
2023-10-16,12.96928
2023-10-17,20.81911
2023-10-18,13.65187
2023-10-19,18.77133
2023-10-20,16.72354
2023-10-21,8.87372
2023-10-22,8.19112
2023-10-23,15.69965
2023-10-24,18.43003
2023-10-25,28.66894
2023-10-26,28.66894
2023-10-27,25.59726
2023-10-28,13.99317
2023-10-29,11.26279
2023-10-30,23.54948
2023-10-31,20.47781
2023-11-01,20.13651
2023-11-02,17.40614
2023-11-03,18.77133
2023-11-04,10.5802
2023-11-05,12.96928
2023-11-06,20.13651
2023-11-07,17.06484
2023-11-08,24.91467
2023-11-09,19.45392
2023-11-10,16.72354
2023-11-11,8.87372
2023-11-12,13.65187
2023-11-13,21.1604
2023-11-14,21.1604
2023-11-15,29.01023
2023-11-16,23.89078
2023-11-17,24.91467
2023-11-18,13.31058
2023-11-19,17.40614
2023-11-20,23.54948
2023-11-21,32.4232
2023-11-22,32.7645
2023-11-23,18.43003
2023-11-24,31.05802
2023-11-25,13.99317
2023-11-26,16.38225
2023-11-27,33.78839
2023-11-28,26.96245
2023-11-29,33.1058
2023-11-30,32.7645
2023-12-01,28.32764
2023-12-02,21.1604
2023-12-03,21.1604
2023-12-04,44.3686
2023-12-05,39.59044
2023-12-06,40.95563
2023-12-07,35.83617
2023-12-08,38.56655
2023-12-09,19.45392
2023-12-10,23.89078
2023-12-11,40.95563
2023-12-12,41.63822
2023-12-13,45.73378
2023-12-14,41.97952
2023-12-15,39.59044
2023-12-16,26.27986
2023-12-17,32.4232
2023-12-18,50.85324
2023-12-19,43.686
2023-12-20,62.45733
2023-12-21,64.16382
2023-12-22,76.10921
2023-12-23,35.49488
2023-12-24,30.37542
2023-12-25,34.12969
2023-12-26,82.59385
2023-12-27,100.0
2023-12-28,99.3174
2023-12-29,88.3959
2023-12-30,30.03412
2023-12-31,31.05802
2024-01-01,19.45392
2024-01-02,45.73378
2024-01-03,36.17747
2024-01-04,37.20136
2024-01-05,31.05802
2024-01-06,16.72354
2024-01-07,18.08873
2024-01-08,29.35153
2024-01-09,35.15358
2024-01-10,31.05802
2024-01-11,32.08191
2024-01-12,28.32764
2024-01-13,14.67576
2024-01-14,22.1843
2024-01-15,46.41638
2024-01-16,46.07508
2024-01-17,55.97269
2024-01-18,61.09215
2024-01-19,44.0273
2024-01-20,33.1058
2024-01-21,36.51877
2024-01-22,68.25938
2024-01-23,58.70307
2024-01-24,67.23549
2024-01-25,53.92491
2024-01-26,46.41638
2024-01-27,30.37542
2024-01-28,33.1058
2024-01-29,48.46416
2024-01-30,51.87713
2024-01-31,42.66211
2024-02-01,47.78156
2024-02-02,33.1058
2024-02-03,20.47781
2024-02-04,22.86689
2024-02-05,30.37542
2024-02-06,33.44709
2024-02-07,27.30375
2024-02-08,33.44709
2024-02-09,21.843
2024-02-10,17.06484
2024-02-11,18.43003
2024-02-12,17.06484
2024-02-13,39.93174
2024-02-14,40.61433
2024-02-15,32.7645
2024-02-16,30.37542
2024-02-17,17.40614
2024-02-18,16.04095
2024-02-19,36.17747
2024-02-20,40.61433
2024-02-21,34.47098
2024-02-22,36.86006
2024-02-23,51.53583
2024-02-24,24.91467
2024-02-25,28.66894
2024-02-26,46.75767
2024-02-27,47.44027
2024-02-28,37.88395
2024-02-29,35.83617
2024-03-01,23.20819
2024-03-02,15.35836
2024-03-03,19.11262
2024-03-04,24.91467
2024-03-05,35.49488
2024-03-06,20.47781
2024-03-07,25.59726
2024-03-08,23.54948
2024-03-09,18.43003
2024-03-10,17.74744
2024-03-11,22.86689
2024-03-12,24.23208
2024-03-13,25.93856
2024-03-14,22.86689
2024-03-15,17.40614
2024-03-16,11.94539
2024-03-17,15.35836
2024-03-18,26.62116
2024-03-19,37.54266
2024-03-20,29.69283
