date,엔화환율
2020-03-20,15.12323
2020-03-21,4.39039
2020-03-22,3.30046
2020-03-23,13.02278
2020-03-24,10.87334
2020-03-25,10.90488
2020-03-26,9.7181
2020-03-27,8.45079
2020-03-28,3.02537
2020-03-29,2.40904
2020-03-30,8.96548
2020-03-31,7.36565
2020-04-01,7.57119
2020-04-02,7.86542
2020-04-03,6.78253
2020-04-04,2.50533
2020-04-05,2.10579
2020-04-06,6.91599
2020-04-07,7.37719
2020-04-08,6.46043
2020-04-09,5.95925
2020-04-10,5.55661
2020-04-11,2.14324
2020-04-12,1.98247
2020-04-13,6.20252
2020-04-14,5.6653
2020-04-15,2.90768
2020-04-16,6.07525
2020-04-17,5.81115
2020-04-18,2.36371
2020-04-19,1.84253
2020-04-20,5.71598
2020-04-21,7.53599
2020-04-22,6.42213
2020-04-23,5.43526
2020-04-24,5.48453
2020-04-25,2.05934
2020-04-26,1.80565
2020-04-27,5.28181
2020-04-28,4.8254
2020-04-29,4.41376
2020-04-30,2.41044
2020-05-01,2.42199
2020-05-02,1.6629
2020-05-03,1.55844
2020-05-04,4.81949
2020-05-05,2.19533
2020-05-06,4.85834
2020-05-07,4.90621
2020-05-08,4.12262
2020-05-09,1.65867
2020-05-10,1.43934
2020-05-11,4.53933
2020-05-12,4.37096
2020-05-13,3.94974
2020-05-14,4.12149
2020-05-15,3.9106
2020-05-16,1.6156
2020-05-17,1.46046
2020-05-18,4.27889
2020-05-19,4.54862
2020-05-20,4.13783
2020-05-21,3.86133
2020-05-22,4.29944
2020-05-23,1.74145
2020-05-24,1.49058
2020-05-25,4.86285
2020-05-26,4.67336
2020-05-27,4.18259
2020-05-28,4.28874
2020-05-29,4.15416
2020-05-30,1.67219
2020-05-31,1.40274
2020-06-01,4.61113
2020-06-02,4.34787
2020-06-03,5.46708
2020-06-04,5.12695
2020-06-05,5.15257
2020-06-06,1.89378
2020-06-07,1.57702
2020-06-08,5.4896
2020-06-09,5.81452
2020-06-10,4.98026
2020-06-11,4.5658
2020-06-12,4.94929
2020-06-13,1.7316
2020-06-14,1.46102
2020-06-15,5.09091
2020-06-16,4.80372
2020-06-17,4.55679
2020-06-18,4.27607
2020-06-19,3.82079
2020-06-20,1.43849
2020-06-21,1.16144
2020-06-22,4.02238
2020-06-23,4.126
2020-06-24,3.85654
2020-06-25,3.81347
2020-06-26,3.56654
2020-06-27,1.34304
2020-06-28,1.20057
2020-06-29,3.89033
2020-06-30,3.89399
2020-07-01,3.83824
2020-07-02,3.57358
2020-07-03,3.36747
2020-07-04,1.27012
2020-07-05,1.16538
2020-07-06,3.66199
2020-07-07,3.68451
2020-07-08,3.3869
2020-07-09,3.2602
2020-07-10,3.38887
2020-07-11,1.26167
2020-07-12,1.09048
2020-07-13,3.46771
2020-07-14,3.50966
2020-07-15,3.27118
2020-07-16,3.32805
2020-07-17,2.98511
2020-07-18,1.19494
2020-07-19,1.06036
2020-07-20,3.13068
2020-07-21,3.37873
2020-07-22,3.41872
2020-07-23,3.12758
2020-07-24,3.32974
2020-07-25,1.39654
2020-07-26,1.16904
2020-07-27,4.09812
2020-07-28,4.03055
2020-07-29,4.07166
2020-07-30,3.7121
2020-07-31,3.92553
2020-08-01,1.4185
2020-08-02,1.25323
2020-08-03,3.66931
2020-08-04,3.35762
2020-08-05,3.52205
2020-08-06,3.24133
2020-08-07,3.07549
2020-08-08,1.27716
2020-08-09,1.1254
2020-08-10,3.17657
2020-08-11,3.36747
2020-08-12,3.47447
2020-08-13,3.41844
2020-08-14,3.00454
2020-08-15,1.19382
2020-08-16,0.97589
2020-08-17,1.99148
2020-08-18,3.65635
2020-08-19,3.35508
2020-08-20,3.56457
2020-08-21,3.16278
2020-08-22,1.27941
2020-08-23,1.07725
2020-08-24,3.37564
2020-08-25,3.18953
2020-08-26,3.05719
2020-08-27,3.02735
2020-08-28,4.07785
2020-08-29,1.58181
2020-08-30,1.25407
2020-08-31,3.78784
2020-09-01,3.4632
2020-09-02,3.138
2020-09-03,3.00876
2020-09-04,3.14532
2020-09-05,1.23126
2020-09-06,1.06655
2020-09-07,3.18502
2020-09-08,3.02875
2020-09-09,3.35846
2020-09-10,2.98652
2020-09-11,2.87361
2020-09-12,1.10034
2020-09-13,1.03924
2020-09-14,2.92795
2020-09-15,3.01552
2020-09-16,3.17263
2020-09-17,3.14898
2020-09-18,3.68648
2020-09-19,1.43737
2020-09-20,1.09724
2020-09-21,3.35199
2020-09-22,3.35424
2020-09-23,3.3655
2020-09-24,3.43786
2020-09-25,2.92486
2020-09-26,1.18565
2020-09-27,1.00545
2020-09-28,2.92373
2020-09-29,2.63203
2020-09-30,1.3239
2020-10-01,1.33798
2020-10-02,1.35571
2020-10-03,1.05867
2020-10-04,1.07162
2020-10-05,3.52289
2020-10-06,3.70675
2020-10-07,3.37113
2020-10-08,3.4618
2020-10-09,1.77074
2020-10-10,1.32671
2020-10-11,1.20508
2020-10-12,3.81966
2020-10-13,3.52993
2020-10-14,3.37564
2020-10-15,3.17291
2020-10-16,2.915
2020-10-17,1.1879
2020-10-18,1.1254
2020-10-19,3.31904
2020-10-20,3.44744
2020-10-21,3.71379
2020-10-22,3.54063
2020-10-23,3.23373
2020-10-24,1.32643
2020-10-25,1.17551
2020-10-26,3.54091
2020-10-27,3.30046
2020-10-28,3.42294
2020-10-29,3.28272
2020-10-30,3.08591
2020-10-31,1.20423
2020-11-01,1.14032
2020-11-02,3.10309
2020-11-03,2.84884
2020-11-04,3.49586
2020-11-05,3.70957
2020-11-06,3.29596
2020-11-07,1.30785
2020-11-08,1.28138
2020-11-09,4.21891
2020-11-10,4.84342
2020-11-11,4.55341
2020-11-12,3.9641
2020-11-13,3.56006
2020-11-14,1.43371
2020-11-15,1.22817
2020-11-16,3.77602
2020-11-17,3.48291
2020-11-18,3.47756
2020-11-19,3.74955
2020-11-20,3.31961
2020-11-21,1.26871
2020-11-22,1.2048
2020-11-23,3.34438
2020-11-24,3.46292
2020-11-25,3.5274
2020-11-26,3.3717
2020-11-27,3.2495
2020-11-28,1.4247
2020-11-29,1.22085
2020-11-30,3.16925
2020-12-01,3.11632
2020-12-02,3.39844
2020-12-03,4.46838
2020-12-04,4.98223
2020-12-05,2.07342
2020-12-06,1.63136
2020-12-07,4.24904
2020-12-08,3.77151
2020-12-09,3.73604
2020-12-10,3.62961
2020-12-11,3.46433
2020-12-12,1.40442
2020-12-13,1.2566
2020-12-14,3.49896
2020-12-15,3.40886
2020-12-16,3.35959
2020-12-17,3.43983
2020-12-18,3.38634
2020-12-19,1.32052
2020-12-20,1.16397
2020-12-21,3.48939
2020-12-22,3.50769
2020-12-23,3.2892
2020-12-24,2.91134
2020-12-25,1.54239
2020-12-26,1.24168
2020-12-27,1.22423
2020-12-28,3.26386
2020-12-29,3.19994
2020-12-30,2.973
2020-12-31,2.29444
2021-01-01,1.37176
2021-01-02,1.23352
2021-01-03,1.28082
2021-01-04,3.34973
2021-01-05,3.36466
2021-01-06,3.22331
2021-01-07,3.07155
2021-01-08,3.09182
2021-01-09,1.45848
2021-01-10,1.28927
2021-01-11,3.20839
2021-01-12,3.24077
2021-01-13,2.99384
2021-01-14,3.11013
2021-01-15,3.01102
2021-01-16,1.40668
2021-01-17,1.25576
2021-01-18,3.45814
2021-01-19,3.33453
2021-01-20,3.01636
2021-01-21,2.99919
2021-01-22,3.00904
2021-01-23,1.37514
2021-01-24,1.21353
2021-01-25,3.16334
2021-01-26,3.06902
2021-01-27,2.91388
2021-01-28,3.39394
2021-01-29,3.10027
2021-01-30,1.33516
2021-01-31,1.12455
2021-02-01,2.90008
2021-02-02,2.71988
2021-02-03,2.69905
2021-02-04,2.64245
2021-02-05,2.64949
2021-02-06,1.14792
2021-02-07,1.09189
2021-02-08,2.6937
2021-02-09,2.46113
2021-02-10,2.32598
2021-02-11,1.19156
2021-02-12,1.14961
2021-02-13,1.11892
2021-02-14,1.1665
2021-02-15,3.41365
2021-02-16,3.62679
2021-02-17,3.16813
2021-02-18,2.99891
2021-02-19,2.71284
2021-02-20,1.26533
2021-02-21,1.09837
2021-02-22,2.76746
2021-02-23,2.86883
2021-02-24,2.78182
2021-02-25,2.97019
2021-02-26,3.18474
2021-02-27,1.27688
2021-02-28,1.07049
2021-03-01,1.53113
2021-03-02,3.12082
2021-03-03,2.83082
2021-03-04,2.72129
2021-03-05,3.05409
2021-03-06,1.26561
2021-03-07,1.13047
2021-03-08,3.13096
2021-03-09,3.14701
2021-03-10,2.98399
2021-03-11,2.78098
2021-03-12,2.91528
2021-03-13,1.11639
2021-03-14,1.0291
2021-03-15,2.9029
2021-03-16,3.2326
2021-03-17,3.02171
2021-03-18,3.31623
2021-03-19,3.06339
2021-03-20,1.21493
2021-03-21,1.08823
2021-03-22,3.00707
2021-03-23,2.68722
2021-03-24,2.86432
2021-03-25,2.72241
2021-03-26,2.54193
2021-03-27,1.1268
2021-03-28,0.9894
2021-03-29,2.80491
2021-03-30,2.73508
2021-03-31,3.35762
2021-04-01,3.4007
2021-04-02,2.96597
2021-04-03,1.17467
2021-04-04,1.01418
2021-04-05,2.97864
2021-04-06,3.19431
2021-04-07,3.32158
2021-04-08,2.96681
2021-04-09,2.75142
2021-04-10,1.11723
2021-04-11,0.96519
2021-04-12,2.94091
2021-04-13,2.80153
2021-04-14,2.81111
2021-04-15,2.69285
2021-04-16,2.48956
2021-04-17,1.06796
2021-04-18,0.93957
2021-04-19,2.70327
2021-04-20,2.68271
2021-04-21,2.96343
2021-04-22,2.52053
2021-04-23,2.48196
2021-04-24,1.00742
2021-04-25,0.98124
2021-04-26,2.51913
2021-04-27,2.55376
2021-04-28,2.46901
2021-04-29,2.46873
2021-04-30,2.49125
2021-05-01,1.04234
2021-05-02,0.86045
2021-05-03,2.16126
2021-05-04,2.07398
2021-05-05,1.26026
2021-05-06,2.41073
2021-05-07,2.12663
2021-05-08,0.93196
2021-05-09,0.86073
2021-05-10,2.33217
2021-05-11,2.32344
2021-05-12,2.38116
2021-05-13,2.45915
2021-05-14,2.1317
2021-05-15,0.95139
2021-05-16,0.8765
2021-05-17,2.59036
2021-05-18,2.50589
2021-05-19,1.31151
2021-05-20,2.39552
2021-05-21,2.18153
2021-05-22,0.88382
2021-05-23,0.8092
2021-05-24,2.2142
2021-05-25,2.29754
2021-05-26,2.24686
2021-05-27,2.30965
2021-05-28,2.77084
2021-05-29,1.1544
2021-05-30,0.94182
2021-05-31,3.04086
2021-06-01,3.11716
2021-06-02,2.66976
2021-06-03,2.50251
2021-06-04,2.38032
2021-06-05,1.01305
2021-06-06,0.8596
2021-06-07,2.4966
2021-06-08,2.51462
2021-06-09,2.42283
2021-06-10,2.24601
2021-06-11,2.22236
2021-06-12,0.94661
2021-06-13,0.87368
2021-06-14,2.25249
2021-06-15,2.34681
2021-06-16,2.21757
2021-06-17,2.58952
2021-06-18,2.52166
2021-06-19,0.99898
2021-06-20,0.91873
2021-06-21,2.94457
2021-06-22,2.43832
2021-06-23,2.39946
2021-06-24,2.41044
2021-06-25,2.3271
2021-06-26,0.98405
2021-06-27,0.8413
2021-06-28,2.3561
2021-06-29,2.27417
2021-06-30,2.3271
2021-07-01,2.17224
2021-07-02,2.08468
2021-07-03,0.96434
2021-07-04,0.85791
2021-07-05,2.24911
2021-07-06,2.17478
2021-07-07,2.51772
2021-07-08,3.35396
2021-07-09,3.38972
2021-07-10,1.18875
2021-07-11,0.97138
2021-07-12,2.63119
2021-07-13,2.41382
2021-07-14,2.47464
2021-07-15,2.6081
