date,실시간환율조회
2021-03-20,5.78571
2021-03-21,3.17857
2021-03-22,18.58928
2021-03-23,20.14285
2021-03-24,18.91071
2021-03-25,20.41071
2021-03-26,18.51785
2021-03-27,4.71428
2021-03-28,3.05357
2021-03-29,19.82142
2021-03-30,18.78571
2021-03-31,17.51785
2021-04-01,19.26785
2021-04-02,17.57142
2021-04-03,3.53571
2021-04-04,2.66071
2021-04-05,15.98214
2021-04-06,16.98214
2021-04-07,17.39285
2021-04-08,17.51785
2021-04-09,18.05357
2021-04-10,4.19642
2021-04-11,3.55357
2021-04-12,18.07142
2021-04-13,16.55357
2021-04-14,16.92857
2021-04-15,17.46428
2021-04-16,16.66071
2021-04-17,4.89285
2021-04-18,3.01785
2021-04-19,16.64285
2021-04-20,18.78571
2021-04-21,19.55357
2021-04-22,17.92857
2021-04-23,15.98214
2021-04-24,4.53571
2021-04-25,3.01785
2021-04-26,16.16071
2021-04-27,16.85714
2021-04-28,15.55357
2021-04-29,17.32142
2021-04-30,14.07142
2021-05-01,4.07142
2021-05-02,2.91071
2021-05-03,16.71428
2021-05-04,15.98214
2021-05-05,10.44642
2021-05-06,17.125
2021-05-07,13.91071
2021-05-08,4.25
2021-05-09,2.41071
2021-05-10,15.78571
2021-05-11,16.26785
2021-05-12,15.76785
2021-05-13,17.85714
2021-05-14,17.26785
2021-05-15,4.25
2021-05-16,2.75
2021-05-17,18.55357
2021-05-18,20.92857
2021-05-19,8.42857
2021-05-20,18.92857
2021-05-21,15.71428
2021-05-22,4.25
2021-05-23,3.03571
2021-05-24,14.73214
2021-05-25,14.17857
2021-05-26,17.08928
2021-05-27,16.14285
2021-05-28,15.46428
2021-05-29,4.71428
2021-05-30,2.625
2021-05-31,16.73214
2021-06-01,20.82142
2021-06-02,18.35714
2021-06-03,17.35714
2021-06-04,15.58928
2021-06-05,4.625
2021-06-06,2.875
2021-06-07,15.82142
2021-06-08,16.80357
2021-06-09,14.33928
2021-06-10,15.05357
2021-06-11,13.98214
2021-06-12,4.17857
2021-06-13,2.73214
2021-06-14,13.55357
2021-06-15,14.69642
2021-06-16,15.19642
2021-06-17,22.16071
2021-06-18,20.91071
2021-06-19,5.08928
2021-06-20,3.28571
2021-06-21,18.375
2021-06-22,17.83928
2021-06-23,16.875
2021-06-24,17.01785
2021-06-25,16.07142
2021-06-26,4.23214
2021-06-27,2.35714
2021-06-28,15.39285
2021-06-29,15.71428
2021-06-30,22.69642
2021-07-01,16.375
2021-07-02,15.51785
2021-07-03,3.875
2021-07-04,2.64285
2021-07-05,15.89285
2021-07-06,16.17857
2021-07-07,17.32142
2021-07-08,21.64285
2021-07-09,21.94642
2021-07-10,5.64285
2021-07-11,3.28571
2021-07-12,18.66071
2021-07-13,17.82142
2021-07-14,18.69642
2021-07-15,19.10714
2021-07-16,18.30357
2021-07-17,4.39285
2021-07-18,3.125
2021-07-19,20.28571
2021-07-20,22.26785
2021-07-21,23.375
2021-07-22,21.39285
2021-07-23,17.30357
2021-07-24,5.07142
2021-07-25,2.92857
2021-07-26,19.41071
2021-07-27,19.10714
2021-07-28,19.5
2021-07-29,20.07142
2021-07-30,19.39285
2021-07-31,5.41071
2021-08-01,3.26785
2021-08-02,17.80357
2021-08-03,19.89285
2021-08-04,17.91071
2021-08-05,19.35714
2021-08-06,17.96428
2021-08-07,4.92857
2021-08-08,3.07142
2021-08-09,19.71428
2021-08-10,20.39285
2021-08-11,22.98214
2021-08-12,26.92857
2021-08-13,26.91071
2021-08-14,7.58928
2021-08-15,4.10714
2021-08-16,12.39285
2021-08-17,34.69642
2021-08-18,32.5
2021-08-19,33.55357
2021-08-20,39.01785
2021-08-21,10.05357
2021-08-22,6.03571
2021-08-23,31.85714
2021-08-24,32.30357
2021-08-25,31.30357
2021-08-26,29.5
2021-08-27,25.41071
2021-08-28,7.44642
2021-08-29,5.17857
2021-08-30,26.07142
2021-08-31,29.07142
2021-09-01,27.91071
2021-09-02,26.16071
2021-09-03,26.5
2021-09-04,5.32142
2021-09-05,4.125
2021-09-06,22.73214
2021-09-07,23.21428
2021-09-08,26.64285
2021-09-09,25.92857
2021-09-10,26.41071
2021-09-11,5.82142
2021-09-12,4.05357
2021-09-13,24.80357
2021-09-14,22.17857
2021-09-15,22.66071
2021-09-16,22.0
2021-09-17,22.03571
2021-09-18,5.69642
2021-09-19,3.35714
2021-09-20,10.26785
2021-09-21,11.48214
2021-09-22,11.76785
2021-09-23,32.10714
2021-09-24,27.16071
2021-09-25,6.98214
2021-09-26,4.71428
2021-09-27,26.55357
2021-09-28,27.76785
2021-09-29,28.30357
2021-09-30,27.35714
2021-10-01,25.44642
2021-10-02,6.89285
2021-10-03,3.96428
2021-10-04,9.57142
2021-10-05,27.03571
2021-10-06,32.51785
2021-10-07,32.64285
2021-10-08,29.125
2021-10-09,7.85714
2021-10-10,4.41071
2021-10-11,10.46428
2021-10-12,33.82142
2021-10-13,29.60714
2021-10-14,29.75
2021-10-15,28.875
2021-10-16,6.5
2021-10-17,3.83928
2021-10-18,23.69642
2021-10-19,24.98214
2021-10-20,29.82142
2021-10-21,25.89285
2021-10-22,22.19642
2021-10-23,5.12499
2021-10-24,3.60714
2021-10-25,24.78571
2021-10-26,27.21428
2021-10-27,24.625
2021-10-28,23.5
2021-10-29,22.44642
2021-10-30,5.44642
2021-10-31,3.71428
2021-11-01,23.17857
2021-11-02,21.07142
2021-11-03,21.14285
2021-11-04,23.53571
2021-11-05,23.44642
2021-11-06,5.89285
2021-11-07,3.83928
2021-11-08,20.55357
2021-11-09,55.14285
2021-11-10,27.91071
2021-11-11,30.26785
2021-11-12,24.78571
2021-11-13,5.75
2021-11-14,4.25
2021-11-15,22.33928
2021-11-16,24.67857
2021-11-17,24.03571
2021-11-18,24.44642
2021-11-19,25.83928
2021-11-20,7.85714
2021-11-21,4.57142
2021-11-22,24.83928
2021-11-23,25.03571
2021-11-24,24.16071
2021-11-25,22.66071
2021-11-26,25.33928
2021-11-27,7.14285
2021-11-28,4.92857
2021-11-29,27.85714
2021-11-30,27.01785
2021-12-01,29.75
2021-12-02,27.19642
2021-12-03,26.16071
2021-12-04,6.83928
2021-12-05,4.44642
2021-12-06,25.55357
2021-12-07,24.14285
2021-12-08,26.23214
2021-12-09,24.71428
2021-12-10,22.51785
2021-12-11,6.0
2021-12-12,3.55357
2021-12-13,21.76785
2021-12-14,23.05357
2021-12-15,23.875
2021-12-16,23.07142
2021-12-17,21.66071
2021-12-18,5.875
2021-12-19,3.80357
2021-12-20,24.98214
2021-12-21,25.42857
2021-12-22,24.91071
2021-12-23,24.39285
2021-12-24,19.26785
2021-12-25,4.69642
2021-12-26,3.51785
2021-12-27,18.375
2021-12-28,18.125
2021-12-29,18.44642
2021-12-30,20.07142
2021-12-31,15.5
2022-01-01,5.67857
2022-01-02,4.32142
2022-01-03,22.71428
2022-01-04,24.85714
2022-01-05,27.69642
2022-01-06,31.48214
2022-01-07,28.71428
2022-01-08,7.51785
2022-01-09,5.44642
2022-01-10,27.0
2022-01-11,25.48214
2022-01-12,23.08928
2022-01-13,26.25
2022-01-14,25.0
2022-01-15,7.69642
2022-01-16,4.76785
2022-01-17,23.875
2022-01-18,23.78571
2022-01-19,25.64285
2022-01-20,26.25
2022-01-21,24.85714
2022-01-22,6.73214
2022-01-23,4.55357
2022-01-24,26.125
2022-01-25,28.10714
2022-01-26,25.51785
2022-01-27,28.28571
2022-01-28,27.07142
2022-01-29,8.48214
2022-01-30,4.44642
2022-01-31,6.80357
2022-02-01,7.75
2022-02-02,9.30357
2022-02-03,25.64285
2022-02-04,23.53571
2022-02-05,7.48214
2022-02-06,4.66071
2022-02-07,23.07142
2022-02-08,22.80357
2022-02-09,22.08928
2022-02-10,23.53571
2022-02-11,23.25
2022-02-12,6.625
2022-02-13,4.33928
2022-02-14,25.07142
2022-02-15,23.80357
2022-02-16,23.375
2022-02-17,24.19642
2022-02-18,21.57142
2022-02-19,6.58928
2022-02-20,4.07142
2022-02-21,26.07142
2022-02-22,24.85714
2022-02-23,24.58928
2022-02-24,34.08928
2022-02-25,34.25
2022-02-26,8.66071
2022-02-27,5.07142
2022-02-28,32.05357
2022-03-01,12.33928
2022-03-02,29.17857
2022-03-03,25.51785
2022-03-04,32.125
2022-03-05,10.48214
2022-03-06,5.94642
2022-03-07,39.08928
2022-03-08,44.23214
2022-03-09,17.24999
2022-03-10,35.17857
2022-03-11,30.57142
2022-03-12,9.375
2022-03-13,6.10714
2022-03-14,35.96428
2022-03-15,35.85714
2022-03-16,35.57142
2022-03-17,43.23214
2022-03-18,38.41071
2022-03-19,10.53571
2022-03-20,6.30357
2022-03-21,33.03571
2022-03-22,30.26785
2022-03-23,32.48214
2022-03-24,29.55357
2022-03-25,29.5
2022-03-26,9.64285
2022-03-27,6.53571
2022-03-28,33.46428
2022-03-29,33.05357
2022-03-30,34.25
2022-03-31,31.62499
2022-04-01,28.80357
2022-04-02,9.19642
2022-04-03,5.75
2022-04-04,28.73214
2022-04-05,28.66071
2022-04-06,29.64285
2022-04-07,26.33928
2022-04-08,27.07142
2022-04-09,8.58928
2022-04-10,5.41071
2022-04-11,30.55357
2022-04-12,33.21428
2022-04-13,31.69642
2022-04-14,28.41071
2022-04-15,26.14285
2022-04-16,8.07142
2022-04-17,4.80357
2022-04-18,28.32142
2022-04-19,33.21428
2022-04-20,34.375
2022-04-21,32.44642
2022-04-22,31.51785
2022-04-23,9.32142
2022-04-24,5.44642
2022-04-25,34.48214
2022-04-26,37.69642
2022-04-27,45.03571
2022-04-28,44.125
2022-04-29,41.91071
2022-04-30,11.91071
2022-05-01,6.55357
2022-05-02,34.46428
2022-05-03,32.66071
2022-05-04,33.03571
2022-05-05,15.0
2022-05-06,37.73214
2022-05-07,8.05357
2022-05-08,5.57142
2022-05-09,35.78571
2022-05-10,34.39285
2022-05-11,32.80357
2022-05-12,40.91071
2022-05-13,39.85714
2022-05-14,9.51785
2022-05-15,5.60714
2022-05-16,33.32142
2022-05-17,32.58928
2022-05-18,35.67857
2022-05-19,35.05357
2022-05-20,34.0
2022-05-21,9.16071
2022-05-22,5.92857
2022-05-23,32.375
2022-05-24,31.58928
2022-05-25,31.42857
2022-05-26,29.58928
2022-05-27,32.0
2022-05-28,7.98214
2022-05-29,4.94642
2022-05-30,36.10714
2022-05-31,38.46428
2022-06-01,15.625
2022-06-02,34.57142
2022-06-03,32.92857
2022-06-04,10.44642
2022-06-05,5.35714
2022-06-06,12.375
2022-06-07,30.58928
2022-06-08,30.69642
2022-06-09,30.10714
2022-06-10,31.85714
2022-06-11,12.71428
2022-06-12,8.05357
2022-06-13,40.26785
2022-06-14,44.82142
2022-06-15,39.92857
2022-06-16,43.60714
2022-06-17,42.69642
2022-06-18,11.94642
2022-06-19,7.375
2022-06-20,40.44642
2022-06-21,37.23214
2022-06-22,47.66071
2022-06-23,54.01785
2022-06-24,45.92857
2022-06-25,12.75
2022-06-26,8.25
2022-06-27,47.21428
2022-06-28,41.80357
2022-06-29,43.48214
2022-06-30,47.08928
2022-07-01,41.83928
2022-07-02,11.33928
2022-07-03,6.07142
2022-07-04,39.67857
2022-07-05,52.91071
2022-07-06,65.80357
2022-07-07,57.16071
2022-07-08,50.625
2022-07-09,12.30357
2022-07-10,7.57142
2022-07-11,51.39285
2022-07-12,54.875
2022-07-13,53.91071
2022-07-14,58.08928
2022-07-15,65.66071
2022-07-16,15.19642
2022-07-17,8.91071
2022-07-18,49.46428
2022-07-19,50.53571
2022-07-20,50.78571
2022-07-21,46.375
2022-07-22,50.21428
2022-07-23,12.19642
2022-07-24,7.92857
2022-07-25,48.5
2022-07-26,45.26785
2022-07-27,41.82142
2022-07-28,49.58928
2022-07-29,45.66071
2022-07-30,12.96428
2022-07-31,8.01785
2022-08-01,40.69642
2022-08-02,45.23214
2022-08-03,43.55357
2022-08-04,39.32142
2022-08-05,41.85714
2022-08-06,13.32142
2022-08-07,6.94642
2022-08-08,39.78571
2022-08-09,38.83928
2022-08-10,38.125
2022-08-11,42.01785
2022-08-12,36.03571
2022-08-13,11.17857
2022-08-14,7.35714
2022-08-15,13.125
2022-08-16,40.53571
2022-08-17,35.82142
2022-08-18,41.16071
2022-08-19,47.07142
2022-08-20,15.5
2022-08-21,8.76785
2022-08-22,54.23214
2022-08-23,56.71428
2022-08-24,53.03571
2022-08-25,49.03571
2022-08-26,41.64285
2022-08-27,15.51785
2022-08-28,8.82142
2022-08-29,55.08928
2022-08-30,49.875
2022-08-31,47.55357
2022-09-01,51.82142
2022-09-02,52.01785
2022-09-03,16.07142
2022-09-04,8.71428
2022-09-05,55.32142
2022-09-06,58.46428
2022-09-07,66.21428
2022-09-08,59.67857
2022-09-09,23.67857
2022-09-10,14.23214
2022-09-11,8.58928
2022-09-12,17.80357
2022-09-13,58.48214
2022-09-14,71.39285
2022-09-15,67.42857
2022-09-16,68.10714
2022-09-17,18.60714
2022-09-18,11.26785
2022-09-19,59.19642
2022-09-20,54.41071
2022-09-21,53.28571
2022-09-22,78.21428
2022-09-23,68.75
2022-09-24,24.41071
2022-09-25,13.875
2022-09-26,82.92857
2022-09-27,72.82142
2022-09-28,92.14285
2022-09-29,87.82142
2022-09-30,78.75
2022-10-01,22.30357
2022-10-02,12.46428
2022-10-03,26.57142
2022-10-04,65.33928
2022-10-05,65.08928
2022-10-06,67.64285
2022-10-07,57.78571
2022-10-08,18.96428
2022-10-09,11.66071
2022-10-10,23.51785
2022-10-11,62.44642
2022-10-12,54.55357
2022-10-13,57.75
2022-10-14,55.85714
2022-10-15,21.21428
2022-10-16,13.26785
2022-10-17,56.60714
2022-10-18,56.98214
2022-10-19,58.94642
2022-10-20,61.42857
2022-10-21,62.125
2022-10-22,19.23214
2022-10-23,9.69642
2022-10-24,58.66071
2022-10-25,60.51785
2022-10-26,53.46428
2022-10-27,49.94642
2022-10-28,50.71428
2022-10-29,13.92857
2022-10-30,8.125
2022-10-31,44.67857
2022-11-01,48.89285
2022-11-02,45.57142
2022-11-03,51.32142
2022-11-04,48.89285
2022-11-05,15.91071
2022-11-06,8.85714
2022-11-07,54.17857
2022-11-08,59.125
2022-11-09,65.51785
2022-11-10,67.28571
2022-11-11,77.42857
2022-11-12,22.44642
2022-11-13,12.07142
2022-11-14,66.58928
2022-11-15,63.05357
2022-11-16,60.32142
2022-11-17,63.625
2022-11-18,54.51785
2022-11-19,14.46428
2022-11-20,8.94642
2022-11-21,51.16071
2022-11-22,51.58928
2022-11-23,46.58928
2022-11-24,53.16071
2022-11-25,45.48214
2022-11-26,12.69642
2022-11-27,7.64285
2022-11-28,48.39285
2022-11-29,45.66071
2022-11-30,46.69642
2022-12-01,56.03571
2022-12-02,46.64285
2022-12-03,13.16071
2022-12-04,8.58928
2022-12-05,46.25
2022-12-06,51.25
2022-12-07,50.24999
2022-12-08,45.71428
2022-12-09,47.46428
2022-12-10,12.08928
2022-12-11,7.32142
2022-12-12,42.03571
2022-12-13,44.58928
2022-12-14,45.0
2022-12-15,47.73214
2022-12-16,45.25
2022-12-17,13.33928
2022-12-18,7.39285
2022-12-19,39.71428
2022-12-20,46.17857
2022-12-21,45.89285
2022-12-22,43.76785
2022-12-23,39.71428
2022-12-24,10.98214
2022-12-25,7.10714
2022-12-26,35.21428
2022-12-27,37.08928
2022-12-28,36.42857
2022-12-29,35.17857
2022-12-30,29.57142
2022-12-31,9.5
2023-01-01,6.76785
2023-01-02,35.51785
2023-01-03,43.375
2023-01-04,37.91071
2023-01-05,36.73214
2023-01-06,36.39285
2023-01-07,13.35714
2023-01-08,7.41071
2023-01-09,42.625
2023-01-10,41.89285
2023-01-11,41.98214
2023-01-12,39.46428
2023-01-13,38.98214
2023-01-14,10.91071
2023-01-15,7.16071
2023-01-16,34.78571
2023-01-17,33.05357
2023-01-18,35.53571
2023-01-19,36.55357
2023-01-20,30.71428
2023-01-21,8.83928
2023-01-22,5.64285
2023-01-23,8.48214
2023-01-24,13.48214
2023-01-25,31.125
2023-01-26,29.03571
2023-01-27,28.125
2023-01-28,10.73214
2023-01-29,6.23214
2023-01-30,29.83928
2023-01-31,30.98214
2023-02-01,26.94642
2023-02-02,34.01785
2023-02-03,30.64285
2023-02-04,14.07142
2023-02-05,7.76785
2023-02-06,40.53571
2023-02-07,43.17857
2023-02-08,38.58928
2023-02-09,37.69642
2023-02-10,33.375
2023-02-11,13.19642
2023-02-12,6.76785
2023-02-13,39.41071
2023-02-14,38.64285
2023-02-15,42.32142
2023-02-16,38.55357
2023-02-17,46.30357
2023-02-18,15.125
2023-02-19,7.35714
2023-02-20,38.125
2023-02-21,36.44642
2023-02-22,38.14285
2023-02-23,41.82142
2023-02-24,40.46428
2023-02-25,16.17857
2023-02-26,8.55357
2023-02-27,46.80357
2023-02-28,45.66071
2023-03-01,24.55357
2023-03-02,45.35714
2023-03-03,41.30357
2023-03-04,13.41071
2023-03-05,7.85714
2023-03-06,34.51785
2023-03-07,35.39285
2023-03-08,44.57142
2023-03-09,40.23214
2023-03-10,41.14285
2023-03-11,14.58928
2023-03-12,8.07142
2023-03-13,47.69642
2023-03-14,46.375
2023-03-15,45.05357
2023-03-16,46.125
2023-03-17,39.67857
2023-03-18,12.57142
2023-03-19,6.89285
2023-03-20,40.35714
2023-03-21,35.89285
2023-03-22,32.78571
2023-03-23,50.08928
2023-03-24,40.92857
2023-03-25,13.28571
2023-03-26,7.14285
2023-03-27,36.91071
2023-03-28,36.67857
2023-03-29,34.32142
2023-03-30,37.01785
2023-03-31,35.14285
2023-04-01,11.85714
2023-04-02,6.75
2023-04-03,39.42857
2023-04-04,38.16071
2023-04-05,35.375
2023-04-06,37.78571
2023-04-07,32.58928
2023-04-08,9.07142
2023-04-09,5.75
2023-04-10,31.875
2023-04-11,31.69642
2023-04-12,32.375
2023-04-13,35.92857
2023-04-14,37.28571
2023-04-15,11.51785
2023-04-16,6.26785
2023-04-17,34.94642
2023-04-18,35.19642
2023-04-19,35.44642
2023-04-20,38.16071
2023-04-21,33.57142
2023-04-22,10.42857
2023-04-23,6.41071
2023-04-24,34.85714
2023-04-25,37.03571
2023-04-26,35.30357
2023-04-27,37.07142
2023-04-28,34.64285
2023-04-29,10.35714
2023-04-30,6.30357
2023-05-01,15.82142
2023-05-02,33.94642
2023-05-03,30.0
2023-05-04,38.14285
2023-05-05,15.07142
2023-05-06,23.25
2023-05-07,7.05357
2023-05-08,30.03571
2023-05-09,31.69642
2023-05-10,28.66071
2023-05-11,30.51785
2023-05-12,31.83928
2023-05-13,12.44642
2023-05-14,7.25
2023-05-15,31.75
2023-05-16,30.53571
2023-05-17,29.23214
2023-05-18,30.33928
2023-05-19,29.08928
2023-05-20,9.83928
2023-05-21,6.48214
2023-05-22,32.89285
2023-05-23,37.41071
2023-05-24,32.64285
2023-05-25,34.375
2023-05-26,32.03571
2023-05-27,9.73214
2023-05-28,5.5
2023-05-29,10.67857
2023-05-30,30.53571
2023-05-31,31.41071
2023-06-01,28.26785
2023-06-02,33.44642
2023-06-03,10.41071
2023-06-04,6.23214
2023-06-05,31.46428
2023-06-06,15.58928
2023-06-07,33.5
2023-06-08,30.85714
2023-06-09,29.71428
