date,자동차보험다이렉트
2021-04-08,29.87421
2021-04-09,28.45911
2021-04-10,14.38679
2021-04-11,16.50943
2021-04-12,32.31132
2021-04-13,28.69496
2021-04-14,25.86477
2021-04-15,29.16666
2021-04-16,23.97798
2021-04-17,10.77044
2021-04-18,13.36477
2021-04-19,31.21069
2021-04-20,26.49371
2021-04-21,28.53773
2021-04-22,23.50628
2021-04-23,24.29245
2021-04-24,13.60062
2021-04-25,10.77044
2021-04-26,28.53773
2021-04-27,24.29245
2021-04-28,24.76415
2021-04-29,27.59433
2021-04-30,22.16981
2021-05-01,13.44339
2021-05-02,15.33018
2021-05-03,34.19811
2021-05-04,28.30188
2021-05-05,16.58805
2021-05-06,33.1761
2021-05-07,28.14465
2021-05-08,14.4654
2021-05-09,14.9371
2021-05-10,36.24213
2021-05-11,35.77044
2021-05-12,32.07547
2021-05-13,29.16666
2021-05-14,22.24842
2021-05-15,13.44339
2021-05-16,15.33018
2021-05-17,35.1415
2021-05-18,32.2327
2021-05-19,16.11635
2021-05-20,31.83962
2021-05-21,26.80817
2021-05-22,11.87106
2021-05-23,13.52201
2021-05-24,35.1415
2021-05-25,30.11006
2021-05-26,26.88679
2021-05-27,31.21069
2021-05-28,24.84276
2021-05-29,14.77987
2021-05-30,14.38679
2021-05-31,37.89308
2021-06-01,31.05345
2021-06-02,25.07861
2021-06-03,28.61635
2021-06-04,25.94339
2021-06-05,12.10691
2021-06-06,14.62264
2021-06-07,33.88364
2021-06-08,27.59433
2021-06-09,30.11006
2021-06-10,25.86477
2021-06-11,24.0566
2021-06-12,14.70125
2021-06-13,17.29559
2021-06-14,37.73584
2021-06-15,30.66037
2021-06-16,29.16666
2021-06-17,33.25471
2021-06-18,29.48113
2021-06-19,13.44339
2021-06-20,11.94968
2021-06-21,33.25471
2021-06-22,27.35849
2021-06-23,26.25786
2021-06-24,26.33647
2021-06-25,28.06603
2021-06-26,13.67924
2021-06-27,14.22955
2021-06-28,31.21069
2021-06-29,24.76415
2021-06-30,29.87421
2021-07-01,31.05345
2021-07-02,25.55031
2021-07-03,11.0849
2021-07-04,17.05974
2021-07-05,36.87106
2021-07-06,28.14465
2021-07-07,28.30188
2021-07-08,28.53773
2021-07-09,26.72955
2021-07-10,15.4088
2021-07-11,13.67924
2021-07-12,30.26729
2021-07-13,29.16666
2021-07-14,29.40251
2021-07-15,29.87421
2021-07-16,27.98742
2021-07-17,13.28616
2021-07-18,17.05974
2021-07-19,36.5566
2021-07-20,32.62578
2021-07-21,31.761
2021-07-22,25.39308
2021-07-23,28.30188
2021-07-24,12.81446
2021-07-25,11.87106
2021-07-26,29.63836
2021-07-27,29.32389
2021-07-28,25.86477
2021-07-29,29.08805
2021-07-30,26.88679
2021-07-31,11.87106
2021-08-01,14.07232
2021-08-02,30.97484
2021-08-03,29.40251
2021-08-04,27.51572
2021-08-05,27.59433
2021-08-06,25.47169
2021-08-07,16.58805
2021-08-08,15.8805
2021-08-09,35.53459
2021-08-10,32.15408
2021-08-11,33.33333
2021-08-12,30.58176
2021-08-13,25.78616
2021-08-14,14.9371
2021-08-15,14.38679
2021-08-16,20.44025
2021-08-17,37.73584
2021-08-18,35.6132
2021-08-19,39.15094
2021-08-20,31.68238
2021-08-21,16.19496
2021-08-22,15.25157
2021-08-23,29.40251
2021-08-24,32.07547
2021-08-25,31.68238
2021-08-26,26.88679
2021-08-27,27.12264
2021-08-28,14.9371
2021-08-29,15.01572
2021-08-30,28.22327
2021-08-31,26.65094
2021-09-01,31.761
2021-09-02,30.66037
2021-09-03,27.75157
2021-09-04,13.75786
2021-09-05,14.62264
2021-09-06,33.09748
2021-09-07,25.39308
2021-09-08,28.69496
2021-09-09,29.00943
2021-09-10,24.5283
2021-09-11,13.52201
2021-09-12,16.03773
2021-09-13,34.43396
2021-09-14,31.60377
2021-09-15,30.34591
2021-09-16,26.88679
2021-09-17,23.34905
2021-09-18,12.10691
2021-09-19,7.94025
2021-09-20,10.77044
2021-09-21,9.90566
2021-09-22,12.57861
2021-09-23,33.41194
2021-09-24,31.60377
2021-09-25,13.28616
2021-09-26,13.44339
2021-09-27,34.35534
2021-09-28,31.99685
2021-09-29,29.79559
2021-09-30,28.69496
2021-10-01,27.4371
2021-10-02,14.54402
2021-10-03,13.75786
2021-10-04,18.55345
2021-10-05,31.44654
2021-10-06,31.68238
2021-10-07,31.21069
2021-10-08,26.33647
2021-10-09,14.85849
2021-10-10,13.99371
2021-10-11,16.19496
2021-10-12,37.26415
2021-10-13,34.98427
2021-10-14,31.91823
2021-10-15,27.4371
2021-10-16,15.09433
2021-10-17,15.8805
2021-10-18,30.34591
2021-10-19,30.18867
2021-10-20,27.9088
2021-10-21,30.66037
2021-10-22,25.31446
2021-10-23,10.1415
2021-10-24,12.65723
2021-10-25,33.1761
2021-10-26,26.80817
2021-10-27,27.12264
2021-10-28,25.62893
2021-10-29,23.1132
2021-10-30,15.56603
2021-10-31,13.28616
2021-11-01,36.79245
2021-11-02,30.97484
2021-11-03,33.33333
2021-11-04,28.06603
2021-11-05,28.93081
2021-11-06,14.62264
2021-11-07,15.4088
2021-11-08,35.77044
2021-11-09,27.59433
2021-11-10,31.68238
2021-11-11,26.80817
2021-11-12,28.30188
2021-11-13,14.22955
2021-11-14,14.62264
2021-11-15,30.97484
2021-11-16,27.67295
2021-11-17,26.72955
2021-11-18,27.51572
2021-11-19,23.5849
2021-11-20,14.62264
2021-11-21,13.67924
2021-11-22,34.59119
2021-11-23,26.17924
2021-11-24,23.34905
2021-11-25,26.65094
2021-11-26,26.57232
2021-11-27,16.74528
2021-11-28,14.85849
2021-11-29,33.56918
2021-11-30,25.78616
2021-12-01,30.81761
2021-12-02,30.11006
2021-12-03,26.80817
2021-12-04,14.38679
2021-12-05,14.15094
2021-12-06,28.22327
2021-12-07,36.16352
2021-12-08,30.03144
2021-12-09,28.06603
2021-12-10,21.38364
2021-12-11,14.38679
2021-12-12,15.33018
2021-12-13,35.92767
2021-12-14,31.52515
2021-12-15,32.31132
2021-12-16,24.5283
2021-12-17,27.9088
2021-12-18,12.10691
2021-12-19,13.05031
2021-12-20,37.73584
2021-12-21,30.81761
2021-12-22,28.45911
2021-12-23,24.60691
2021-12-24,23.5849
2021-12-25,10.69182
2021-12-26,15.17295
2021-12-27,31.21069
2021-12-28,27.9088
2021-12-29,21.06918
2021-12-30,22.16981
2021-12-31,22.6415
2022-01-01,13.83647
2022-01-02,18.23899
2022-01-03,36.71383
2022-01-04,33.25471
2022-01-05,31.05345
2022-01-06,30.50314
2022-01-07,26.10062
2022-01-08,14.85849
2022-01-09,14.9371
2022-01-10,33.25471
2022-01-11,34.90566
2022-01-12,31.761
2022-01-13,28.3805
2022-01-14,30.81761
2022-01-15,15.4088
2022-01-16,16.66666
2022-01-17,37.10691
2022-01-18,30.97484
2022-01-19,28.06603
2022-01-20,30.50314
2022-01-21,27.51572
2022-01-22,13.28616
2022-01-23,12.57861
2022-01-24,32.94025
2022-01-25,32.38993
2022-01-26,31.13207
2022-01-27,28.14465
2022-01-28,23.34905
2022-01-29,13.12893
2022-01-30,11.00628
2022-01-31,12.73584
2022-02-01,11.79245
2022-02-02,18.00314
2022-02-03,36.39937
2022-02-04,31.13207
2022-02-05,16.58805
2022-02-06,16.27358
2022-02-07,32.07547
2022-02-08,31.91823
2022-02-09,30.42452
2022-02-10,31.52515
2022-02-11,27.04402
2022-02-12,16.43081
2022-02-13,14.22955
2022-02-14,35.37735
2022-02-15,31.91823
2022-02-16,30.50314
2022-02-17,29.08805
2022-02-18,26.33647
2022-02-19,15.56603
2022-02-20,17.53144
2022-02-21,38.44339
2022-02-22,29.40251
2022-02-23,32.86163
2022-02-24,35.29874
2022-02-25,28.14465
2022-02-26,15.48742
2022-02-27,14.15094
2022-02-28,30.66037
2022-03-01,18.71069
2022-03-02,34.59119
2022-03-03,30.11006
2022-03-04,27.98742
2022-03-05,14.30817
2022-03-06,13.12893
2022-03-07,37.5
2022-03-08,31.36792
2022-03-09,13.20754
2022-03-10,33.80503
2022-03-11,31.13207
2022-03-12,14.15094
2022-03-13,17.53144
2022-03-14,34.11949
2022-03-15,30.11006
2022-03-16,31.761
2022-03-17,27.27987
2022-03-18,26.65094
2022-03-19,13.60062
2022-03-20,16.11635
2022-03-21,31.761
2022-03-22,30.03144
2022-03-23,29.32389
2022-03-24,25.31446
2022-03-25,24.68553
2022-03-26,13.28616
2022-03-27,12.0283
2022-03-28,33.25471
2022-03-29,27.4371
2022-03-30,27.83018
2022-03-31,29.79559
2022-04-01,24.5283
2022-04-02,12.73584
2022-04-03,12.89308
2022-04-04,31.44654
2022-04-05,27.59433
2022-04-06,27.12264
2022-04-07,24.60691
2022-04-08,25.70754
2022-04-09,12.97169
2022-04-10,11.71383
2022-04-11,36.94968
2022-04-12,30.26729
2022-04-13,27.12264
2022-04-14,29.55974
2022-04-15,24.29245
2022-04-16,12.65723
2022-04-17,14.15094
2022-04-18,34.66981
2022-04-19,33.64779
2022-04-20,27.27987
2022-04-21,28.8522
2022-04-22,27.59433
2022-04-23,12.65723
2022-04-24,14.54402
2022-04-25,31.91823
2022-04-26,26.17924
2022-04-27,26.80817
2022-04-28,24.0566
2022-04-29,22.79874
2022-04-30,11.47798
2022-05-01,13.12893
2022-05-02,32.86163
2022-05-03,29.08805
2022-05-04,26.49371
2022-05-05,15.72327
2022-05-06,24.29245
2022-05-07,11.47798
2022-05-08,16.27358
2022-05-09,36.0849
2022-05-10,31.52515
2022-05-11,30.50314
2022-05-12,29.00943
2022-05-13,28.45911
2022-05-14,14.62264
2022-05-15,15.64465
2022-05-16,29.71698
2022-05-17,32.2327
2022-05-18,25.94339
2022-05-19,26.57232
2022-05-20,27.98742
2022-05-21,13.36477
2022-05-22,12.34276
2022-05-23,28.22327
2022-05-24,31.05345
2022-05-25,29.71698
2022-05-26,24.13522
2022-05-27,27.35849
2022-05-28,15.48742
2022-05-29,13.36477
2022-05-30,31.52515
2022-05-31,29.00943
2022-06-01,20.04716
2022-06-02,25.70754
2022-06-03,27.9088
2022-06-04,13.20754
2022-06-05,11.39937
2022-06-06,12.89308
2022-06-07,31.13207
2022-06-08,31.83962
2022-06-09,30.58176
2022-06-10,28.30188
2022-06-11,14.30817
2022-06-12,15.01572
2022-06-13,32.46855
2022-06-14,28.8522
2022-06-15,31.761
2022-06-16,27.35849
2022-06-17,26.72955
2022-06-18,13.52201
2022-06-19,14.77987
2022-06-20,34.43396
2022-06-21,29.32389
2022-06-22,25.86477
2022-06-23,23.1132
2022-06-24,22.09119
2022-06-25,12.89308
2022-06-26,11.32075
2022-06-27,28.77358
2022-06-28,29.08805
2022-06-29,29.32389
2022-06-30,27.35849
2022-07-01,27.9088
2022-07-02,12.81446
2022-07-03,15.95911
2022-07-04,32.07547
2022-07-05,31.99685
2022-07-06,28.30188
2022-07-07,25.70754
2022-07-08,24.21383
2022-07-09,14.07232
2022-07-10,15.95911
2022-07-11,30.11006
2022-07-12,30.03144
2022-07-13,27.67295
2022-07-14,26.10062
2022-07-15,22.95597
2022-07-16,11.32075
2022-07-17,12.10691
2022-07-18,29.16666
2022-07-19,24.92138
2022-07-20,25.07861
2022-07-21,28.53773
2022-07-22,22.72012
2022-07-23,10.92767
2022-07-24,14.62264
2022-07-25,30.73899
2022-07-26,29.00943
2022-07-27,29.63836
2022-07-28,24.0566
2022-07-29,25.62893
2022-07-30,13.91509
2022-07-31,12.73584
2022-08-01,27.75157
2022-08-02,25.55031
2022-08-03,31.13207
2022-08-04,23.42767
2022-08-05,24.76415
2022-08-06,11.0849
2022-08-07,12.73584
2022-08-08,31.99685
2022-08-09,30.58176
2022-08-10,29.87421
2022-08-11,32.31132
2022-08-12,29.95283
2022-08-13,13.83647
2022-08-14,9.35534
2022-08-15,14.85849
2022-08-16,32.38993
2022-08-17,31.2893
2022-08-18,26.33647
2022-08-19,23.97798
2022-08-20,13.36477
2022-08-21,14.54402
2022-08-22,32.15408
2022-08-23,30.11006
2022-08-24,27.98742
2022-08-25,27.9088
2022-08-26,26.72955
2022-08-27,11.94968
2022-08-28,16.43081
2022-08-29,32.7044
2022-08-30,27.35849
2022-08-31,27.51572
2022-09-01,30.97484
2022-09-02,22.56289
2022-09-03,14.15094
2022-09-04,13.67924
2022-09-05,24.21383
2022-09-06,26.80817
2022-09-07,26.10062
2022-09-08,21.22641
2022-09-09,10.69182
2022-09-10,9.27672
2022-09-11,10.69182
2022-09-12,12.5
2022-09-13,35.77044
2022-09-14,32.2327
2022-09-15,29.48113
2022-09-16,27.04402
2022-09-17,12.34276
2022-09-18,12.89308
2022-09-19,33.41194
2022-09-20,31.99685
2022-09-21,27.98742
2022-09-22,27.4371
2022-09-23,23.89937
2022-09-24,12.42138
2022-09-25,13.28616
2022-09-26,34.27672
2022-09-27,28.93081
2022-09-28,24.84276
2022-09-29,24.21383
2022-09-30,26.17924
2022-10-01,12.81446
2022-10-02,10.84905
2022-10-03,18.55345
2022-10-04,32.46855
2022-10-05,33.09748
2022-10-06,29.87421
2022-10-07,27.35849
2022-10-08,12.5
2022-10-09,12.5
2022-10-10,16.66666
2022-10-11,34.27672
2022-10-12,33.49056
2022-10-13,25.70754
2022-10-14,23.34905
2022-10-15,15.33018
2022-10-16,15.95911
2022-10-17,33.80503
2022-10-18,32.07547
2022-10-19,31.2893
2022-10-20,28.14465
2022-10-21,26.49371
2022-10-22,14.22955
2022-10-23,17.92452
2022-10-24,36.16352
2022-10-25,33.09748
2022-10-26,36.32075
2022-10-27,30.03144
2022-10-28,34.35534
2022-10-29,17.68867
2022-10-30,14.9371
2022-10-31,39.9371
2022-11-01,34.74842
2022-11-02,37.65723
2022-11-03,34.82704
2022-11-04,32.46855
2022-11-05,15.25157
2022-11-06,18.86792
2022-11-07,38.28616
2022-11-08,38.99371
2022-11-09,34.51257
2022-11-10,34.66981
2022-11-11,25.94339
2022-11-12,17.21698
2022-11-13,15.72327
2022-11-14,38.28616
2022-11-15,35.45597
2022-11-16,39.9371
2022-11-17,34.19811
2022-11-18,29.00943
2022-11-19,13.83647
2022-11-20,18.86792
2022-11-21,40.33018
2022-11-22,34.51257
2022-11-23,35.69182
2022-11-24,32.54716
2022-11-25,28.8522
2022-11-26,16.19496
2022-11-27,20.44025
2022-11-28,35.92767
2022-11-29,35.53459
2022-11-30,42.68867
2022-12-01,40.17295
2022-12-02,28.30188
2022-12-03,17.05974
2022-12-04,21.77672
2022-12-05,42.13836
2022-12-06,39.77987
2022-12-07,35.45597
2022-12-08,30.58176
2022-12-09,33.1761
2022-12-10,20.28301
2022-12-11,22.56289
2022-12-12,38.99371
2022-12-13,39.4654
2022-12-14,40.33018
2022-12-15,35.84905
2022-12-16,37.5
2022-12-17,18.23899
2022-12-18,20.59748
2022-12-19,46.22641
2022-12-20,42.13836
2022-12-21,40.64465
2022-12-22,31.60377
2022-12-23,33.1761
2022-12-24,19.65408
2022-12-25,17.61006
2022-12-26,39.77987
2022-12-27,41.27358
2022-12-28,37.18553
2022-12-29,34.51257
2022-12-30,33.72641
2022-12-31,17.84591
2023-01-01,26.57232
2023-01-02,55.50314
2023-01-03,47.56289
2023-01-04,40.64465
2023-01-05,47.72012
2023-01-06,36.63522
2023-01-07,26.02201
2023-01-08,27.4371
2023-01-09,47.01257
2023-01-10,47.95597
2023-01-11,43.63207
2023-01-12,36.5566
2023-01-13,43.94654
2023-01-14,26.33647
2023-01-15,26.88679
2023-01-16,47.72012
2023-01-17,44.33962
2023-01-18,39.9371
2023-01-19,35.45597
2023-01-20,21.14779
2023-01-21,14.22955
2023-01-22,12.65723
2023-01-23,12.81446
2023-01-24,17.21698
2023-01-25,49.60691
2023-01-26,47.87735
2023-01-27,33.96226
2023-01-28,25.39308
2023-01-29,21.54088
2023-01-30,46.93396
2023-01-31,42.29559
2023-02-01,41.11635
2023-02-02,38.05031
2023-02-03,41.74528
2023-02-04,20.28301
2023-02-05,25.31446
2023-02-06,44.49685
2023-02-07,44.65408
2023-02-08,43.16037
2023-02-09,41.43081
2023-02-10,41.50943
2023-02-11,22.24842
2023-02-12,21.69811
2023-02-13,49.76415
2023-02-14,47.16981
2023-02-15,46.69811
2023-02-16,41.58805
2023-02-17,41.43081
2023-02-18,20.44025
2023-02-19,26.57232
2023-02-20,48.50628
2023-02-21,44.41823
2023-02-22,45.6761
2023-02-23,36.5566
2023-02-24,35.22012
2023-02-25,23.66352
2023-02-26,27.27987
2023-02-27,51.88679
2023-02-28,47.32704
2023-03-01,29.32389
2023-03-02,56.21069
2023-03-03,41.03773
2023-03-04,27.4371
2023-03-05,25.70754
2023-03-06,47.48427
2023-03-07,44.49685
2023-03-08,43.39622
2023-03-09,41.98113
2023-03-10,38.60062
2023-03-11,18.23899
2023-03-12,22.40566
2023-03-13,49.0566
2023-03-14,45.83333
2023-03-15,45.04716
2023-03-16,43.94654
2023-03-17,33.25471
2023-03-18,20.99056
2023-03-19,21.69811
2023-03-20,45.75471
2023-03-21,44.7327
2023-03-22,43.00314
2023-03-23,43.16037
2023-03-24,39.15094
2023-03-25,21.22641
2023-03-26,21.69811
2023-03-27,42.84591
2023-03-28,42.05974
2023-03-29,40.48742
2023-03-30,36.94968
2023-03-31,31.13207
2023-04-01,18.31761
2023-04-02,22.48427
2023-04-03,49.13522
2023-04-04,43.94654
2023-04-05,46.54088
2023-04-06,43.7893
2023-04-07,32.15408
2023-04-08,17.84591
2023-04-09,23.50628
2023-04-10,53.61635
2023-04-11,40.09433
2023-04-12,40.8805
2023-04-13,42.53144
2023-04-14,40.01572
2023-04-15,19.7327
2023-04-16,19.81132
2023-04-17,43.31761
2023-04-18,42.29559
2023-04-19,35.6132
2023-04-20,42.61006
2023-04-21,35.53459
2023-04-22,22.87735
2023-04-23,21.61949
2023-04-24,47.09119
2023-04-25,43.86792
2023-04-26,40.80188
2023-04-27,37.89308
2023-04-28,35.84905
2023-04-29,19.57547
2023-04-30,19.33962
2023-05-01,30.81761
2023-05-02,41.90251
2023-05-03,37.73584
2023-05-04,40.80188
2023-05-05,22.16981
2023-05-06,20.44025
2023-05-07,20.51886
2023-05-08,47.48427
2023-05-09,43.39622
2023-05-10,41.58805
2023-05-11,45.6761
2023-05-12,40.17295
2023-05-13,24.44968
2023-05-14,25.78616
2023-05-15,47.79874
2023-05-16,51.49371
2023-05-17,46.77672
2023-05-18,43.86792
2023-05-19,43.63207
2023-05-20,23.89937
2023-05-21,23.19182
2023-05-22,53.45911
2023-05-23,49.44968
2023-05-24,43.7893
2023-05-25,42.45283
2023-05-26,36.47798
2023-05-27,20.04716
2023-05-28,20.75471
