date,구글주식
2020-03-20,45.22003
2020-03-21,35.64323
2020-03-22,31.10773
2020-03-23,43.50025
2020-03-24,45.43921
2020-03-25,44.68049
2020-03-26,43.23048
2020-03-27,35.71067
2020-03-28,29.70831
2020-03-29,24.51525
2020-03-30,31.22576
2020-03-31,30.50075
2020-04-01,29.01702
2020-04-02,28.899
2020-04-03,24.0263
2020-04-04,20.16523
2020-04-05,16.62451
2020-04-06,22.54257
2020-04-07,27.04434
2020-04-08,25.74607
2020-04-09,23.21699
2020-04-10,23.57106
2020-04-11,18.49603
2020-04-12,16.203
2020-04-13,18.96813
2020-04-14,23.36874
2020-04-15,20.09779
2020-04-16,18.71522
2020-04-17,20.18209
2020-04-18,16.03439
2020-04-19,14.38206
2020-04-20,17.23149
2020-04-21,18.64778
2020-04-22,21.51407
2020-04-23,19.55825
2020-04-24,18.0408
2020-04-25,15.03962
2020-04-26,27.76934
2020-04-27,24.00944
2020-04-28,20.62046
2020-04-29,24.27921
2020-04-30,19.69313
2020-05-01,16.03439
2020-05-02,12.44309
2020-05-03,10.43668
2020-05-04,14.12915
2020-05-05,13.8931
2020-05-06,16.70881
2020-05-07,15.37683
2020-05-08,13.37042
2020-05-09,11.98786
2020-05-10,10.33552
2020-05-11,14.31461
2020-05-12,16.8437
2020-05-13,14.82043
2020-05-14,13.70763
2020-05-15,12.8646
2020-05-16,8.41342
2020-05-17,9.25644
2020-05-18,12.42623
2020-05-19,16.67509
2020-05-20,17.24835
2020-05-21,17.38324
2020-05-22,15.03962
2020-05-23,10.79076
2020-05-24,12.45995
2020-05-25,18.6815
2020-05-26,22.66059
2020-05-27,20.30011
2020-05-28,17.87219
2020-05-29,13.70763
2020-05-30,9.71168
2020-05-31,9.50935
2020-06-01,14.33147
2020-06-02,16.47277
2020-06-03,17.88905
2020-06-04,17.38324
2020-06-05,17.53498
2020-06-06,18.22626
2020-06-07,17.70359
2020-06-08,22.47513
2020-06-09,24.8356
2020-06-10,23.77339
2020-06-11,21.61524
2020-06-12,23.92513
2020-06-13,15.12392
2020-06-14,15.54543
2020-06-15,17.24835
2020-06-16,18.54661
2020-06-17,16.52335
2020-06-18,17.09661
2020-06-19,15.35997
2020-06-20,11.19541
2020-06-21,10.55471
2020-06-22,14.78671
2020-06-23,17.41696
2020-06-24,16.77626
2020-06-25,17.58556
2020-06-26,15.62974
2020-06-27,16.05125
2020-06-28,11.0268
2020-06-29,18.42859
2020-06-30,15.89951
2020-07-01,15.86578
2020-07-02,15.52857
2020-07-03,14.07857
2020-07-04,8.93609
2020-07-05,11.16169
2020-07-06,18.02394
2020-07-07,20.55302
2020-07-08,19.65941
2020-07-09,22.3571
2020-07-10,20.19895
2020-07-11,16.4559
2020-07-12,18.07452
2020-07-13,25.02107
2020-07-14,24.46467
2020-07-15,23.16641
2020-07-16,19.92918
2020-07-17,17.75417
2020-07-18,12.72972
2020-07-19,10.18378
2020-07-20,15.35997
2020-07-21,17.80475
2020-07-22,16.97858
2020-07-23,17.73731
2020-07-24,15.22508
2020-07-25,11.34715
2020-07-26,14.68555
2020-07-27,17.93963
2020-07-28,19.2379
2020-07-29,18.1251
2020-07-30,16.97858
2020-07-31,21.95245
2020-08-01,19.22104
2020-08-02,12.7803
2020-08-03,18.39487
2020-08-04,23.90827
2020-08-05,23.72281
2020-08-06,19.86174
2020-08-07,20.97454
2020-08-08,13.84252
2020-08-09,10.92564
2020-08-10,16.43904
2020-08-11,17.87219
2020-08-12,17.78789
2020-08-13,16.62451
2020-08-14,16.21986
2020-08-15,9.77912
2020-08-16,8.73377
2020-08-17,10.92564
2020-08-18,16.72567
2020-08-19,18.15882
2020-08-20,18.69836
2020-08-21,19.92918
2020-08-22,14.51694
2020-08-23,12.88147
2020-08-24,19.30534
2020-08-25,22.52571
2020-08-26,22.03675
2020-08-27,25.59433
2020-08-28,21.46349
2020-08-29,14.93845
2020-08-30,15.96695
2020-08-31,20.95767
2020-09-01,31.07401
2020-09-02,30.61878
2020-09-03,31.22576
2020-09-04,28.52807
2020-09-05,19.50767
2020-09-06,12.84774
2020-09-07,16.30416
2020-09-08,21.34547
2020-09-09,28.47749
2020-09-10,20.87337
2020-09-11,17.58556
2020-09-12,14.01112
2020-09-13,9.71168
2020-09-14,15.24194
2020-09-15,20.92395
2020-09-16,17.23149
2020-09-17,17.04602
2020-09-18,15.35997
2020-09-19,12.66228
2020-09-20,9.32389
2020-09-21,13.70763
2020-09-22,16.32102
2020-09-23,14.09543
2020-09-24,14.16287
2020-09-25,11.97099
2020-09-26,8.21109
2020-09-27,6.28899
2020-09-28,9.44191
2020-09-29,18.66464
2020-09-30,13.15123
2020-10-01,12.0553
2020-10-02,11.27971
2020-10-03,11.24599
2020-10-04,10.16691
2020-10-05,13.47158
2020-10-06,14.39892
2020-10-07,13.60647
2020-10-08,12.91519
2020-10-09,10.43668
2020-10-10,8.48086
2020-10-11,7.03085
2020-10-12,10.99308
2020-10-13,13.38728
2020-10-14,11.71809
2020-10-15,10.99308
2020-10-16,9.8297
2020-10-17,8.17737
2020-10-18,6.40701
2020-10-19,8.36283
2020-10-20,10.70645
2020-10-21,13.77508
2020-10-22,11.17855
2020-10-23,9.07098
2020-10-24,6.99713
2020-10-25,6.49131
2020-10-26,9.57679
2020-10-27,9.7454
2020-10-28,9.32389
2020-10-29,11.22913
2020-10-30,13.94368
2020-10-31,7.84016
2020-11-01,4.90642
2020-11-02,8.59888
2020-11-03,9.13842
2020-11-04,11.22913
2020-11-05,17.41696
2020-11-06,10.53785
2020-11-07,6.49131
2020-11-08,6.52503
2020-11-09,11.17855
2020-11-10,13.99426
2020-11-11,9.86342
2020-11-12,12.51053
2020-11-13,8.91923
2020-11-14,7.57039
2020-11-15,6.57561
2020-11-16,11.27971
2020-11-17,12.56111
2020-11-18,11.68437
2020-11-19,12.44309
2020-11-20,10.80762
2020-11-21,8.93609
2020-11-22,9.77912
2020-11-23,12.91519
2020-11-24,15.22508
2020-11-25,17.95649
2020-11-26,16.3716
2020-11-27,14.38206
2020-11-28,13.69077
2020-11-29,12.59484
2020-11-30,13.99426
2020-12-01,16.67509
2020-12-02,23.18327
2020-12-03,26.28561
2020-12-04,21.7164
2020-12-05,17.77103
2020-12-06,14.28089
2020-12-07,17.99022
2020-12-08,19.17046
2020-12-09,19.25476
2020-12-10,19.8786
2020-12-11,17.99022
2020-12-12,12.20704
2020-12-13,10.57157
2020-12-14,29.00016
2020-12-15,22.94722
2020-12-16,20.06407
2020-12-17,15.74776
2020-12-18,16.47277
2020-12-19,13.75821
2020-12-20,10.3018
2020-12-21,15.2588
2020-12-22,17.68673
2020-12-23,19.05243
2020-12-24,15.88265
2020-12-25,12.17332
2020-12-26,10.77389
2020-12-27,11.24599
2020-12-28,16.94486
2020-12-29,20.62046
2020-12-30,22.32338
2020-12-31,19.10301
2021-01-01,15.96695
2021-01-02,14.71927
2021-01-03,15.19136
2021-01-04,22.49199
2021-01-05,24.90305
2021-01-06,24.59956
2021-01-07,26.26875
2021-01-08,32.13623
2021-01-09,29.89377
2021-01-10,21.34547
2021-01-11,28.73039
2021-01-12,30.93913
2021-01-13,29.33737
2021-01-14,28.56179
2021-01-15,25.37514
2021-01-16,18.42859
2021-01-17,14.46636
2021-01-18,16.55707
2021-01-19,19.62569
2021-01-20,23.95886
2021-01-21,34.21008
2021-01-22,26.70713
2021-01-23,19.27162
2021-01-24,14.0617
2021-01-25,21.31175
2021-01-26,24.26235
2021-01-27,25.62805
2021-01-28,23.68909
2021-01-29,18.91755
2021-01-30,13.55589
2021-01-31,11.33029
2021-02-01,14.31461
2021-02-02,19.49081
2021-02-03,29.60714
2021-02-04,31.7653
2021-02-05,19.9629
2021-02-06,16.15241
2021-02-07,13.08379
2021-02-08,20.53616
2021-02-09,22.4414
2021-02-10,20.46872
2021-02-11,17.18091
2021-02-12,18.46231
2021-02-13,18.91755
2021-02-14,14.21345
2021-02-15,19.74371
2021-02-16,20.83965
2021-02-17,23.97572
2021-02-18,21.96931
2021-02-19,19.70999
2021-02-20,15.14078
2021-02-21,14.11229
2021-02-22,16.82684
2021-02-23,20.18209
2021-02-24,18.90069
2021-02-25,18.6815
2021-02-26,17.53498
2021-02-27,12.02158
2021-02-28,15.39369
2021-03-01,12.84774
2021-03-02,15.12392
2021-03-03,14.43264
2021-03-04,14.90473
2021-03-05,16.06811
2021-03-06,15.03962
2021-03-07,11.44832
2021-03-08,13.48845
2021-03-09,16.89428
2021-03-10,16.30416
2021-03-11,17.06288
2021-03-12,16.79312
2021-03-13,13.65705
2021-03-14,11.53262
2021-03-15,14.78671
2021-03-16,17.73731
2021-03-17,16.74253
2021-03-18,15.88265
2021-03-19,14.90473
2021-03-20,10.31866
2021-03-21,8.95295
