date,해외ETF
2023-06-01,17.93478
2023-06-02,16.0326
2023-06-03,8.15217
2023-06-04,3.5326
2023-06-05,19.56521
2023-06-06,15.21739
2023-06-07,15.76086
2023-06-08,12.5
2023-06-09,12.5
2023-06-10,4.07608
2023-06-11,4.07608
2023-06-12,12.77173
2023-06-13,17.11956
2023-06-14,27.44565
2023-06-15,13.31521
2023-06-16,16.84782
2023-06-17,10.32608
2023-06-18,3.5326
2023-06-19,11.41304
2023-06-20,10.32608
2023-06-21,21.73913
2023-06-22,12.5
2023-06-23,14.40217
2023-06-24,5.16304
2023-06-25,3.5326
2023-06-26,16.84782
2023-06-27,15.76086
2023-06-28,12.22826
2023-06-29,13.31521
2023-06-30,14.40217
2023-07-01,8.42391
2023-07-02,7.06521
2023-07-03,11.1413
2023-07-04,14.40217
2023-07-05,16.57608
2023-07-06,15.76086
2023-07-07,13.85869
2023-07-08,5.97826
2023-07-09,5.43478
2023-07-10,14.67391
2023-07-11,12.77173
2023-07-12,14.94565
2023-07-13,16.84782
2023-07-14,17.66304
2023-07-15,7.06521
2023-07-16,5.16304
2023-07-17,12.5
2023-07-18,13.85869
2023-07-19,17.11956
2023-07-20,14.40217
2023-07-21,13.85869
2023-07-22,8.42391
2023-07-23,6.52173
2023-07-24,17.3913
2023-07-25,16.30434
2023-07-26,20.65217
2023-07-27,17.66304
2023-07-28,9.23913
2023-07-29,7.60869
2023-07-30,5.70652
2023-07-31,12.5
2023-08-01,14.67391
2023-08-02,21.46739
2023-08-03,16.0326
2023-08-04,12.5
2023-08-05,7.33695
2023-08-06,5.97826
2023-08-07,14.13043
2023-08-08,16.57608
2023-08-09,14.13043
2023-08-10,24.18478
2023-08-11,23.09782
2023-08-12,11.41304
2023-08-13,3.80434
2023-08-14,12.77173
2023-08-15,13.31521
2023-08-16,14.67391
2023-08-17,14.13043
2023-08-18,22.2826
2023-08-19,9.23913
2023-08-20,2.98913
2023-08-21,16.84782
2023-08-22,15.21739
2023-08-23,17.66304
2023-08-24,20.92391
2023-08-25,26.08695
2023-08-26,7.88043
2023-08-27,9.23913
2023-08-28,11.68478
2023-08-29,15.76086
2023-08-30,17.93478
2023-08-31,15.21739
2023-09-01,20.65217
2023-09-02,5.97826
2023-09-03,4.61956
2023-09-04,11.95652
2023-09-05,15.21739
2023-09-06,13.85869
2023-09-07,13.85869
2023-09-08,14.40217
2023-09-09,6.79347
2023-09-10,5.16304
2023-09-11,12.77173
2023-09-12,19.83695
2023-09-13,16.57608
2023-09-14,17.93478
2023-09-15,10.59782
2023-09-16,7.88043
2023-09-17,3.80434
2023-09-18,10.05434
2023-09-19,13.58695
2023-09-20,18.20652
2023-09-21,12.77173
2023-09-22,16.0326
2023-09-23,14.13043
2023-09-24,4.8913
2023-09-25,10.59782
2023-09-26,20.10869
2023-09-27,16.57608
2023-09-28,9.23913
2023-09-29,6.25
2023-09-30,7.06521
2023-10-01,4.61956
2023-10-02,7.06521
2023-10-03,10.05434
2023-10-04,12.77173
2023-10-05,8.96739
2023-10-06,13.85869
2023-10-07,4.61956
2023-10-08,5.70652
2023-10-09,6.79347
2023-10-10,13.58695
2023-10-11,8.42391
2023-10-12,10.86956
2023-10-13,10.32608
2023-10-14,5.97826
2023-10-15,2.71739
2023-10-16,15.76086
2023-10-17,15.21739
2023-10-18,13.31521
2023-10-19,14.67391
2023-10-20,12.77173
2023-10-21,4.61956
2023-10-22,4.07608
2023-10-23,18.20652
2023-10-24,12.22826
2023-10-25,11.68478
2023-10-26,15.48913
2023-10-27,17.3913
2023-10-28,4.61956
2023-10-29,3.80434
2023-10-30,14.13043
2023-10-31,14.40217
2023-11-01,14.40217
2023-11-02,13.85869
2023-11-03,12.22826
2023-11-04,6.25
2023-11-05,4.34782
2023-11-06,14.13043
2023-11-07,12.5
2023-11-08,12.77173
2023-11-09,14.67391
2023-11-10,12.77173
2023-11-11,6.52173
2023-11-12,5.70652
2023-11-13,9.7826
2023-11-14,15.21739
2023-11-15,13.04347
2023-11-16,13.04347
2023-11-17,14.13043
2023-11-18,7.33695
2023-11-19,4.61956
2023-11-20,12.22826
2023-11-21,16.0326
2023-11-22,12.77173
2023-11-23,9.51086
2023-11-24,10.32608
2023-11-25,5.43478
2023-11-26,5.16304
2023-11-27,12.22826
2023-11-28,16.30434
2023-11-29,14.94565
2023-11-30,20.10869
2023-12-01,20.65217
2023-12-02,5.97826
2023-12-03,5.97826
2023-12-04,14.94565
2023-12-05,19.29347
2023-12-06,16.57608
2023-12-07,16.57608
2023-12-08,20.65217
2023-12-09,8.15217
2023-12-10,4.34782
2023-12-11,14.67391
2023-12-12,15.48913
2023-12-13,16.30434
2023-12-14,25.54347
2023-12-15,13.58695
2023-12-16,9.7826
2023-12-17,6.25
2023-12-18,15.21739
2023-12-19,21.19565
2023-12-20,22.55434
2023-12-21,30.70652
2023-12-22,19.56521
2023-12-23,9.7826
2023-12-24,4.61956
2023-12-25,8.69565
2023-12-26,22.55434
2023-12-27,23.09782
2023-12-28,22.2826
2023-12-29,18.47826
2023-12-30,9.7826
2023-12-31,10.32608
2024-01-01,12.5
2024-01-02,24.45652
2024-01-03,27.71739
2024-01-04,19.83695
2024-01-05,24.18478
2024-01-06,14.67391
2024-01-07,13.31521
2024-01-08,16.0326
2024-01-09,19.29347
2024-01-10,28.5326
2024-01-11,35.32608
2024-01-12,18.47826
2024-01-13,11.1413
2024-01-14,11.95652
2024-01-15,14.94565
2024-01-16,19.56521
2024-01-17,13.85869
2024-01-18,15.21739
2024-01-19,17.66304
2024-01-20,9.7826
2024-01-21,7.60869
2024-01-22,20.38043
2024-01-23,16.84782
2024-01-24,15.76086
2024-01-25,27.71739
2024-01-26,18.75
2024-01-27,12.22826
2024-01-28,6.79347
2024-01-29,16.30434
2024-01-30,24.18478
2024-01-31,18.20652
2024-02-01,19.56521
2024-02-02,18.75
2024-02-03,11.41304
2024-02-04,12.5
2024-02-05,21.19565
2024-02-06,25.0
2024-02-07,21.19565
2024-02-08,19.56521
2024-02-09,16.30434
2024-02-10,13.85869
2024-02-11,12.22826
2024-02-12,21.73913
2024-02-13,25.0
2024-02-14,29.07608
2024-02-15,28.5326
2024-02-16,24.72826
2024-02-17,10.86956
2024-02-18,14.94565
2024-02-19,26.08695
2024-02-20,26.35869
2024-02-21,29.61956
2024-02-22,27.17391
2024-02-23,35.86956
2024-02-24,14.94565
2024-02-25,19.29347
2024-02-26,39.13043
2024-02-27,29.8913
2024-02-28,29.07608
2024-02-29,30.97826
2024-03-01,17.66304
2024-03-02,17.3913
2024-03-03,17.11956
2024-03-04,30.97826
2024-03-05,32.88043
2024-03-06,30.70652
2024-03-07,22.82608
2024-03-08,25.54347
2024-03-09,13.85869
2024-03-10,14.40217
2024-03-11,21.46739
2024-03-12,26.08695
2024-03-13,24.45652
2024-03-14,21.73913
2024-03-15,19.29347
2024-03-16,7.33695
2024-03-17,9.23913
2024-03-18,20.92391
2024-03-19,22.55434
2024-03-20,23.09782
