date,집에서할수있는알바
2023-07-06,34.375
2023-07-07,27.08333
2023-07-08,26.04166
2023-07-09,26.04166
2023-07-10,38.54166
2023-07-11,22.91666
2023-07-12,34.375
2023-07-13,25.0
2023-07-14,28.125
2023-07-15,16.66666
2023-07-16,21.875
2023-07-17,37.5
2023-07-18,18.75
2023-07-19,31.25
2023-07-20,43.75
2023-07-21,33.33333
2023-07-22,27.08333
2023-07-23,33.33333
2023-07-24,39.58333
2023-07-25,29.16666
2023-07-26,18.75
2023-07-27,10.41666
2023-07-28,40.625
2023-07-29,25.0
2023-07-30,19.79166
2023-07-31,44.79166
2023-08-01,23.95833
2023-08-02,21.875
2023-08-03,14.58333
2023-08-04,23.95833
2023-08-05,13.54166
2023-08-06,19.79166
2023-08-07,11.45833
2023-08-08,23.95833
2023-08-09,28.125
2023-08-10,30.20833
2023-08-11,31.25
2023-08-12,17.70833
2023-08-13,21.875
2023-08-14,13.54166
2023-08-15,32.29166
2023-08-16,41.66666
2023-08-17,26.04166
2023-08-18,23.95833
2023-08-19,15.625
2023-08-20,25.0
2023-08-21,35.41666
2023-08-22,32.29166
2023-08-23,33.33333
2023-08-24,31.25
2023-08-25,32.29166
2023-08-26,26.04166
2023-08-27,33.33333
2023-08-28,45.83333
2023-08-29,40.625
2023-08-30,20.83333
2023-08-31,34.375
2023-09-01,35.41666
2023-09-02,16.66666
2023-09-03,23.95833
2023-09-04,34.375
2023-09-05,33.33333
2023-09-06,43.75
2023-09-07,28.125
2023-09-08,13.54166
2023-09-09,27.08333
2023-09-10,19.79166
2023-09-11,30.20833
2023-09-12,32.29166
2023-09-13,20.83333
2023-09-14,20.83333
2023-09-15,14.58333
2023-09-16,18.75
2023-09-17,27.08333
2023-09-18,22.91666
2023-09-19,22.91666
2023-09-20,23.95833
2023-09-21,23.95833
2023-09-22,19.79166
2023-09-23,19.79166
2023-09-24,14.58333
2023-09-25,23.95833
2023-09-26,10.41666
2023-09-27,10.41666
2023-09-28,8.33333
2023-09-29,5.20833
2023-09-30,5.20833
2023-10-01,12.5
2023-10-02,14.58333
2023-10-03,15.625
2023-10-04,30.20833
2023-10-05,33.33333
2023-10-06,13.54166
2023-10-07,22.91666
2023-10-08,17.70833
2023-10-09,21.875
2023-10-10,40.625
2023-10-11,31.25
2023-10-12,22.91666
2023-10-13,15.625
2023-10-14,15.625
2023-10-15,18.75
2023-10-16,31.25
2023-10-17,12.5
2023-10-18,31.25
2023-10-19,18.75
2023-10-20,29.16666
2023-10-21,22.91666
2023-10-22,16.66666
2023-10-23,32.29166
2023-10-24,26.04166
2023-10-25,31.25
2023-10-26,31.25
2023-10-27,29.16666
2023-10-28,16.66666
2023-10-29,17.70833
2023-10-30,25.0
2023-10-31,19.79166
2023-11-01,21.875
2023-11-02,25.0
2023-11-03,13.54166
2023-11-04,12.5
2023-11-05,13.54166
2023-11-06,34.375
2023-11-07,25.0
2023-11-08,23.95833
2023-11-09,11.45833
2023-11-10,20.83333
2023-11-11,10.41666
2023-11-12,20.83333
2023-11-13,28.125
2023-11-14,17.70833
2023-11-15,34.375
2023-11-16,17.70833
2023-11-17,14.58333
2023-11-18,13.54166
2023-11-19,20.83333
2023-11-20,26.04166
2023-11-21,32.29166
2023-11-22,27.08333
2023-11-23,15.625
2023-11-24,18.75
2023-11-25,12.5
2023-11-26,16.66666
2023-11-27,38.54166
2023-11-28,30.20833
2023-11-29,26.04166
2023-11-30,17.70833
2023-12-01,12.5
2023-12-02,13.54166
2023-12-03,11.45833
2023-12-04,37.5
2023-12-05,51.04166
2023-12-06,27.08333
2023-12-07,30.20833
2023-12-08,19.79166
2023-12-09,16.66666
2023-12-10,23.95833
2023-12-11,34.375
2023-12-12,52.08333
2023-12-13,30.20833
2023-12-14,35.41666
2023-12-15,25.0
2023-12-16,17.70833
2023-12-17,19.79166
2023-12-18,22.91666
2023-12-19,34.375
2023-12-20,33.33333
2023-12-21,27.08333
2023-12-22,15.625
2023-12-23,12.5
2023-12-24,13.54166
2023-12-25,25.0
2023-12-26,37.5
2023-12-27,16.66666
2023-12-28,18.75
2023-12-29,6.25
2023-12-30,10.41666
2023-12-31,14.58333
2024-01-01,17.70833
2024-01-02,26.04166
2024-01-03,21.875
2024-01-04,26.04166
2024-01-05,13.54166
2024-01-06,17.70833
2024-01-07,19.79166
2024-01-08,31.25
2024-01-09,20.83333
2024-01-10,19.79166
2024-01-11,25.0
2024-01-12,19.79166
2024-01-13,17.70833
2024-01-14,32.29166
2024-01-15,35.41666
2024-01-16,37.5
2024-01-17,59.375
2024-01-18,27.08333
2024-01-19,35.41666
2024-01-20,27.08333
2024-01-21,30.20833
2024-01-22,45.83333
2024-01-23,41.66666
2024-01-24,20.83333
2024-01-25,32.29166
2024-01-26,23.95833
2024-01-27,12.5
2024-01-28,27.08333
2024-01-29,26.04166
2024-01-30,22.91666
2024-01-31,32.29166
2024-02-01,16.66666
2024-02-02,25.0
2024-02-03,23.95833
2024-02-04,23.95833
2024-02-05,21.875
2024-02-06,14.58333
2024-02-07,20.83333
2024-02-08,19.79166
2024-02-10,8.33333
2024-02-11,12.5
2024-02-12,19.79166
2024-02-13,31.25
2024-02-14,32.29166
2024-02-15,25.0
2024-02-16,18.75
2024-02-17,21.875
2024-02-18,14.58333
2024-02-19,29.16666
2024-02-20,33.33333
2024-02-21,29.16666
2024-02-22,34.375
2024-02-23,12.5
2024-02-24,7.29166
2024-02-25,18.75
2024-02-26,29.16666
2024-02-27,20.83333
2024-02-28,19.79166
2024-02-29,23.95833
2024-03-01,16.66666
2024-03-02,15.625
2024-03-03,14.58333
2024-03-04,17.70833
2024-03-05,27.08333
2024-03-06,18.75
2024-03-07,10.41666
2024-03-08,12.5
2024-03-09,11.45833
2024-03-10,18.75
2024-03-11,13.54166
2024-03-12,28.125
2024-03-13,12.5
2024-03-14,13.54166
2024-03-15,15.625
2024-03-16,14.58333
2024-03-17,10.41666
2024-03-18,30.20833
2024-03-19,21.875
2024-03-20,22.91666
