date,대형포스터
2020-06-21,42.10526
2020-06-22,49.1228
2020-06-23,40.35087
2020-06-24,35.08771
2020-06-25,40.35087
2020-06-26,34.21052
2020-06-27,38.59649
2020-06-28,47.36842
2020-06-29,39.47368
2020-06-30,31.57894
2020-07-01,50.87719
2020-07-02,34.21052
2020-07-03,34.21052
2020-07-04,26.31578
2020-07-05,41.22807
2020-07-06,47.36842
2020-07-07,34.21052
2020-07-08,33.33333
2020-07-09,36.8421
2020-07-10,26.31578
2020-07-11,31.57894
2020-07-12,52.63157
2020-07-13,44.73684
2020-07-14,32.45614
2020-07-15,35.96491
2020-07-16,35.96491
2020-07-17,30.70175
2020-07-18,27.19298
2020-07-19,39.47368
2020-07-20,42.98245
2020-07-21,35.08771
2020-07-22,43.85964
2020-07-23,35.08771
2020-07-24,45.61403
2020-07-25,28.94736
2020-07-26,39.47368
2020-07-27,43.85964
2020-07-28,33.33333
2020-07-29,39.47368
2020-07-30,38.59649
2020-07-31,32.45614
2020-08-01,22.80701
2020-08-02,35.08771
2020-08-03,32.45614
2020-08-04,63.15789
2020-08-05,49.1228
2020-08-06,33.33333
2020-08-07,60.52631
2020-08-08,48.24561
2020-08-09,40.35087
2020-08-10,42.98245
2020-08-11,38.59649
2020-08-12,31.57894
2020-08-13,43.85964
2020-08-14,24.5614
2020-08-15,28.94736
2020-08-16,38.59649
2020-08-17,33.33333
2020-08-18,32.45614
2020-08-19,47.36842
2020-08-20,41.22807
2020-08-21,35.96491
2020-08-22,47.36842
2020-08-23,50.0
2020-08-24,41.22807
2020-08-25,52.63157
2020-08-26,64.91228
2020-08-27,44.73684
2020-08-28,33.33333
2020-08-29,40.35087
2020-08-30,51.75438
2020-08-31,37.71929
2020-09-01,40.35087
2020-09-02,40.35087
2020-09-03,48.24561
2020-09-04,45.61403
2020-09-05,51.75438
2020-09-06,55.26315
2020-09-07,58.77192
2020-09-08,50.0
2020-09-09,45.61403
2020-09-10,45.61403
2020-09-11,35.08771
2020-09-12,31.57894
2020-09-13,73.68421
2020-09-14,46.49122
2020-09-15,54.38596
2020-09-16,44.73684
2020-09-17,48.24561
2020-09-18,39.47368
2020-09-19,33.33333
2020-09-20,43.85964
2020-09-21,35.08771
2020-09-22,42.10526
2020-09-23,35.96491
2020-09-24,20.17543
2020-09-25,37.71929
2020-09-26,32.45614
2020-09-27,36.8421
2020-09-28,39.47368
2020-09-29,34.21052
2020-09-30,38.59649
2020-10-01,37.71929
2020-10-02,41.22807
2020-10-03,33.33333
2020-10-04,59.64912
2020-10-05,57.01754
2020-10-06,48.24561
2020-10-07,42.10526
2020-10-08,37.71929
2020-10-09,41.22807
2020-10-10,34.21052
2020-10-11,37.71929
2020-10-12,31.57894
2020-10-13,24.5614
2020-10-14,23.68421
2020-10-15,35.08771
2020-10-16,27.19298
2020-10-17,28.94736
2020-10-18,47.36842
2020-10-19,23.68421
2020-10-20,28.94736
2020-10-21,43.85964
2020-10-22,44.73684
2020-10-23,28.07017
2020-10-24,31.57894
2020-10-25,44.73684
2020-10-26,33.33333
2020-10-27,36.8421
2020-10-28,24.5614
2020-10-29,37.71929
2020-10-30,29.82456
2020-10-31,20.17543
2020-11-01,40.35087
2020-11-02,21.92982
2020-11-03,42.98245
2020-11-04,38.59649
2020-11-05,35.08771
2020-11-06,37.71929
2020-11-07,24.5614
2020-11-08,34.21052
2020-11-09,31.57894
2020-11-10,30.70175
2020-11-11,41.22807
2020-11-12,35.08771
2020-11-13,30.70175
2020-11-14,24.5614
2020-11-15,34.21052
2020-11-16,43.85964
2020-11-17,48.24561
2020-11-18,39.47368
2020-11-19,55.26315
2020-11-20,52.63157
2020-11-21,35.08771
2020-11-22,47.36842
2020-11-23,36.8421
2020-11-24,21.92982
2020-11-25,28.94736
2020-11-26,35.08771
2020-11-27,47.36842
2020-11-28,38.59649
2020-11-29,44.73684
2020-11-30,44.73684
2020-12-01,57.01754
2020-12-02,44.73684
2020-12-03,41.22807
2020-12-04,43.85964
2020-12-05,42.10526
2020-12-06,44.73684
2020-12-07,58.77192
2020-12-08,49.1228
2020-12-09,48.24561
2020-12-10,43.85964
2020-12-11,54.38596
2020-12-12,56.14035
2020-12-13,68.42105
2020-12-14,44.73684
2020-12-15,53.50877
2020-12-16,59.64912
2020-12-17,46.49122
2020-12-18,57.89473
2020-12-19,49.1228
2020-12-20,52.63157
2020-12-21,52.63157
2020-12-22,38.59649
2020-12-23,41.22807
2020-12-24,36.8421
2020-12-25,38.59649
2020-12-26,35.08771
2020-12-27,57.89473
2020-12-28,64.03508
2020-12-29,56.14035
2020-12-30,48.24561
2020-12-31,31.57894
2021-01-01,43.85964
2021-01-02,43.85964
2021-01-03,75.43859
2021-01-04,53.50877
2021-01-05,49.1228
2021-01-06,50.0
2021-01-07,64.03508
2021-01-08,59.64912
2021-01-09,51.75438
2021-01-10,86.8421
2021-01-11,55.26315
2021-01-12,63.15789
2021-01-13,69.29824
2021-01-14,54.38596
2021-01-15,64.03508
2021-01-16,57.89473
2021-01-17,73.68421
2021-01-18,68.42105
2021-01-19,64.03508
2021-01-20,46.49122
2021-01-21,78.07017
2021-01-22,51.75438
2021-01-23,67.54385
2021-01-24,41.22807
2021-01-25,54.38596
2021-01-26,56.14035
2021-01-27,55.26315
2021-01-28,56.14035
2021-01-29,40.35087
2021-01-30,33.33333
2021-01-31,57.89473
2021-02-01,57.89473
2021-02-02,67.54385
2021-02-03,70.17543
2021-02-04,57.89473
2021-02-05,41.22807
2021-02-06,49.1228
2021-02-07,44.73684
2021-02-08,47.36842
2021-02-09,45.61403
2021-02-10,40.35087
2021-02-11,48.24561
2021-02-12,38.59649
2021-02-13,49.1228
2021-02-14,57.89473
2021-02-15,67.54385
2021-02-16,60.52631
2021-02-17,42.98245
2021-02-18,51.75438
2021-02-19,45.61403
2021-02-20,54.38596
2021-02-21,57.89473
2021-02-22,66.66666
2021-02-23,53.50877
2021-02-24,61.4035
2021-02-25,47.36842
2021-02-26,42.10526
2021-02-27,64.03508
2021-02-28,51.75438
2021-03-01,66.66666
2021-03-02,54.38596
2021-03-03,50.87719
2021-03-04,43.85964
2021-03-05,42.10526
2021-03-06,57.01754
2021-03-07,64.91228
2021-03-08,62.2807
2021-03-09,72.80701
2021-03-10,45.61403
2021-03-11,44.73684
2021-03-12,46.49122
2021-03-13,54.38596
2021-03-14,51.75438
2021-03-15,50.87719
2021-03-16,44.73684
2021-03-17,50.87719
2021-03-18,41.22807
2021-03-19,38.59649
2021-03-20,57.01754
2021-03-21,63.15789
2021-03-22,50.87719
2021-03-23,49.1228
2021-03-24,47.36842
2021-03-25,44.73684
2021-03-26,46.49122
2021-03-27,64.03508
2021-03-28,42.98245
2021-03-29,58.77192
2021-03-30,57.89473
2021-03-31,62.2807
2021-04-01,37.71929
2021-04-02,40.35087
2021-04-03,59.64912
2021-04-04,55.26315
2021-04-05,42.98245
2021-04-06,45.61403
2021-04-07,60.52631
2021-04-08,47.36842
2021-04-09,47.36842
2021-04-10,51.75438
2021-04-11,53.50877
2021-04-12,48.24561
2021-04-13,49.1228
2021-04-14,48.24561
2021-04-15,45.61403
2021-04-16,55.26315
2021-04-17,40.35087
2021-04-18,45.61403
2021-04-19,53.50877
2021-04-20,38.59649
2021-04-21,43.85964
2021-04-22,57.01754
2021-04-23,44.73684
2021-04-24,37.71929
2021-04-25,35.96491
2021-04-26,59.64912
2021-04-27,81.57894
2021-04-28,76.31578
2021-04-29,64.03508
2021-04-30,90.35087
2021-05-01,65.78947
2021-05-02,100.0
2021-05-03,58.77192
2021-05-04,42.10526
2021-05-05,27.19298
2021-05-06,59.64912
2021-05-07,42.98245
2021-05-08,32.45614
2021-05-09,56.14035
2021-05-10,55.26315
2021-05-11,54.38596
2021-05-12,51.75438
2021-05-13,35.96491
2021-05-14,34.21052
2021-05-15,31.57894
2021-05-16,72.80701
2021-05-17,37.71929
2021-05-18,37.71929
2021-05-19,47.36842
2021-05-20,42.10526
2021-05-21,27.19298
2021-05-22,40.35087
2021-05-23,51.75438
2021-05-24,50.0
2021-05-25,57.01754
2021-05-26,50.0
2021-05-27,52.63157
2021-05-28,46.49122
2021-05-29,33.33333
2021-05-30,48.24561
2021-05-31,33.33333
2021-06-01,39.47368
2021-06-02,54.38596
2021-06-03,62.2807
2021-06-04,52.63157
2021-06-05,50.87719
2021-06-06,50.87719
2021-06-07,51.75438
2021-06-08,49.1228
2021-06-09,53.50877
2021-06-10,38.59649
2021-06-11,37.71929
2021-06-12,48.24561
2021-06-13,50.87719
2021-06-14,37.71929
2021-06-15,42.10526
2021-06-16,37.71929
2021-06-17,37.71929
2021-06-18,45.61403
2021-06-19,53.50877
2021-06-20,38.59649
2021-06-21,37.71929
2021-06-22,47.36842
2021-06-23,51.75438
2021-06-24,34.21052
2021-06-25,32.45614
2021-06-26,34.21052
2021-06-27,62.2807
2021-06-28,64.03508
2021-06-29,46.49122
2021-06-30,35.96491
2021-07-01,50.0
2021-07-02,44.73684
2021-07-03,50.87719
2021-07-04,45.61403
2021-07-05,50.0
2021-07-06,45.61403
2021-07-07,62.2807
2021-07-08,43.85964
2021-07-09,43.85964
2021-07-10,47.36842
2021-07-11,71.05263
2021-07-12,68.42105
2021-07-13,41.22807
2021-07-14,57.89473
2021-07-15,53.50877
2021-07-16,49.1228
2021-07-17,81.57894
2021-07-18,68.42105
2021-07-19,79.82456
2021-07-20,60.52631
2021-07-21,57.89473
2021-07-22,70.17543
2021-07-23,49.1228
2021-07-24,55.26315
2021-07-25,60.52631
2021-07-26,48.24561
2021-07-27,62.2807
2021-07-28,75.43859
2021-07-29,48.24561
2021-07-30,51.75438
2021-07-31,49.1228
2021-08-01,68.42105
2021-08-02,66.66666
2021-08-03,63.15789
2021-08-04,50.87719
2021-08-05,41.22807
2021-08-06,54.38596
2021-08-07,78.94736
2021-08-08,64.91228
2021-08-09,57.89473
2021-08-10,54.38596
2021-08-11,67.54385
2021-08-12,65.78947
2021-08-13,65.78947
2021-08-14,61.4035
2021-08-15,65.78947
2021-08-16,64.03508
2021-08-17,55.26315
2021-08-18,45.61403
2021-08-19,51.75438
2021-08-20,60.52631
2021-08-21,62.2807
2021-08-22,59.64912
2021-08-23,70.17543
2021-08-24,51.75438
2021-08-25,39.47368
2021-08-26,65.78947
2021-08-27,53.50877
2021-08-28,48.24561
2021-08-29,58.77192
2021-08-30,64.91228
2021-08-31,51.75438
2021-09-01,45.61403
2021-09-02,44.73684
2021-09-03,50.0
2021-09-04,48.24561
2021-09-05,47.36842
2021-09-06,43.85964
2021-09-07,34.21052
2021-09-08,35.08771
2021-09-09,41.22807
2021-09-10,38.59649
2021-09-11,37.71929
2021-09-12,57.89473
2021-09-13,64.91228
2021-09-14,57.89473
2021-09-15,48.24561
2021-09-16,48.24561
2021-09-17,42.98245
2021-09-18,50.87719
2021-09-19,44.73684
2021-09-20,31.57894
2021-09-21,39.47368
2021-09-22,36.8421
2021-09-23,51.75438
2021-09-24,35.08771
2021-09-25,57.89473
2021-09-26,62.2807
2021-09-27,43.85964
2021-09-28,45.61403
2021-09-29,64.03508
2021-09-30,50.0
2021-10-01,41.22807
2021-10-02,42.98245
2021-10-03,47.36842
2021-10-04,56.14035
2021-10-05,57.01754
2021-10-06,52.63157
2021-10-07,50.0
2021-10-08,41.22807
2021-10-09,53.50877
2021-10-10,67.54385
2021-10-11,67.54385
2021-10-12,50.0
2021-10-13,57.01754
2021-10-14,57.01754
2021-10-15,51.75438
2021-10-16,46.49122
2021-10-17,29.82456
2021-10-18,44.73684
2021-10-19,38.59649
2021-10-20,29.82456
2021-10-21,46.49122
2021-10-22,31.57894
2021-10-23,57.01754
2021-10-24,46.49122
2021-10-25,49.1228
2021-10-26,44.73684
2021-10-27,55.26315
2021-10-28,57.01754
2021-10-29,50.87719
2021-10-30,39.47368
2021-10-31,63.15789
2021-11-01,51.75438
2021-11-02,50.87719
2021-11-03,38.59649
2021-11-04,36.8421
2021-11-05,42.98245
2021-11-06,35.96491
2021-11-07,46.49122
2021-11-08,44.73684
2021-11-09,51.75438
2021-11-10,49.1228
2021-11-11,47.36842
2021-11-12,59.64912
2021-11-13,43.85964
2021-11-14,56.14035
2021-11-15,50.87719
2021-11-16,38.59649
2021-11-17,51.75438
2021-11-18,38.59649
2021-11-19,35.08771
2021-11-20,28.07017
2021-11-21,61.4035
2021-11-22,61.4035
2021-11-23,38.59649
2021-11-24,28.07017
2021-11-25,34.21052
2021-11-26,40.35087
2021-11-27,45.61403
2021-11-28,45.61403
2021-11-29,47.36842
2021-11-30,32.45614
2021-12-01,36.8421
2021-12-02,37.71929
2021-12-03,35.08771
2021-12-04,47.36842
2021-12-05,45.61403
2021-12-06,40.35087
2021-12-07,28.07017
2021-12-08,49.1228
2021-12-09,39.47368
2021-12-10,38.59649
2021-12-11,34.21052
2021-12-12,48.24561
2021-12-13,41.22807
2021-12-14,45.61403
2021-12-15,35.96491
2021-12-16,33.33333
2021-12-17,31.57894
2021-12-18,46.49122
2021-12-19,35.96491
2021-12-20,41.22807
2021-12-21,34.21052
2021-12-22,50.0
2021-12-23,46.49122
2021-12-24,29.82456
2021-12-25,42.10526
2021-12-26,44.73684
2021-12-27,56.14035
2021-12-28,46.49122
2021-12-29,52.63157
2021-12-30,48.24561
2021-12-31,35.96491
2022-01-01,57.01754
2022-01-02,62.2807
2022-01-03,50.0
2022-01-04,56.14035
2022-01-05,50.0
2022-01-06,51.75438
2022-01-07,46.49122
2022-01-08,47.36842
2022-01-09,84.21052
2022-01-10,69.29824
2022-01-11,61.4035
2022-01-12,50.0
2022-01-13,72.80701
2022-01-14,59.64912
2022-01-15,32.45614
2022-01-16,73.68421
2022-01-17,73.68421
2022-01-18,50.87719
2022-01-19,47.36842
2022-01-20,50.0
2022-01-21,58.77192
2022-01-22,50.87719
2022-01-23,59.64912
2022-01-24,47.36842
2022-01-25,63.15789
2022-01-26,47.36842
2022-01-27,60.52631
2022-01-28,52.63157
2022-01-29,65.78947
2022-01-30,39.47368
2022-01-31,50.0
2022-02-01,33.33333
2022-02-02,51.75438
2022-02-03,50.0
2022-02-04,34.21052
2022-02-05,60.52631
2022-02-06,71.92982
2022-02-07,84.21052
2022-02-08,65.78947
2022-02-09,64.03508
2022-02-10,68.42105
2022-02-11,60.52631
2022-02-12,54.38596
2022-02-13,63.15789
2022-02-14,64.03508
2022-02-15,62.2807
2022-02-16,58.77192
2022-02-17,51.75438
2022-02-18,39.47368
2022-02-19,50.0
2022-02-20,59.64912
2022-02-21,61.4035
2022-02-22,54.38596
2022-02-23,47.36842
2022-02-24,56.14035
2022-02-25,51.75438
2022-02-26,54.38596
2022-02-27,55.26315
2022-02-28,64.91228
2022-03-01,58.77192
2022-03-02,62.2807
2022-03-03,73.68421
2022-03-04,62.2807
2022-03-05,71.92982
2022-03-06,62.2807
2022-03-07,59.64912
2022-03-08,54.38596
2022-03-09,53.50877
2022-03-10,57.89473
2022-03-11,43.85964
2022-03-12,67.54385
2022-03-13,68.42105
2022-03-14,58.77192
2022-03-15,58.77192
2022-03-16,42.10526
2022-03-17,61.4035
2022-03-18,59.64912
2022-03-19,67.54385
2022-03-20,56.14035
2022-03-21,58.77192
2022-03-22,66.66666
2022-03-23,53.50877
2022-03-24,82.45614
2022-03-25,52.63157
2022-03-26,38.59649
2022-03-27,61.4035
2022-03-28,55.26315
2022-03-29,57.01754
2022-03-30,64.91228
2022-03-31,53.50877
2022-04-01,56.14035
2022-04-02,55.26315
2022-04-03,44.73684
2022-04-04,57.01754
2022-04-05,45.61403
2022-04-06,42.98245
2022-04-07,46.49122
2022-04-08,42.98245
2022-04-09,53.50877
2022-04-10,62.2807
2022-04-11,46.49122
2022-04-12,64.03508
2022-04-13,50.87719
2022-04-14,43.85964
2022-04-15,48.24561
2022-04-16,29.82456
2022-04-17,66.66666
2022-04-18,40.35087
2022-04-19,34.21052
2022-04-20,45.61403
2022-04-21,52.63157
2022-04-22,43.85964
2022-04-23,39.47368
2022-04-24,54.38596
2022-04-25,52.63157
2022-04-26,47.36842
2022-04-27,39.47368
2022-04-28,44.73684
2022-04-29,35.08771
2022-04-30,35.96491
2022-05-01,38.59649
2022-05-02,41.22807
2022-05-03,37.71929
2022-05-04,43.85964
2022-05-05,33.33333
2022-05-06,34.21052
2022-05-07,30.70175
2022-05-08,28.94736
2022-05-09,37.71929
2022-05-10,43.85964
2022-05-11,38.59649
2022-05-12,57.89473
2022-05-13,34.21052
2022-05-14,38.59649
2022-05-15,52.63157
2022-05-16,36.8421
2022-05-17,38.59649
2022-05-18,46.49122
2022-05-19,33.33333
2022-05-20,36.8421
2022-05-21,42.98245
2022-05-22,45.61403
2022-05-23,32.45614
2022-05-24,34.21052
2022-05-25,50.87719
2022-05-26,57.89473
2022-05-27,44.73684
2022-05-28,33.33333
2022-05-29,38.59649
2022-05-30,49.1228
2022-05-31,31.57894
2022-06-01,32.45614
2022-06-02,49.1228
2022-06-03,33.33333
2022-06-04,30.70175
2022-06-05,36.8421
2022-06-06,56.14035
2022-06-07,46.49122
2022-06-08,42.98245
2022-06-09,35.08771
2022-06-10,26.31578
2022-06-11,42.98245
2022-06-12,48.24561
2022-06-13,45.61403
2022-06-14,50.87719
2022-06-15,42.10526
2022-06-16,41.22807
2022-06-17,42.98245
2022-06-18,31.57894
2022-06-19,35.96491
2022-06-20,42.10526
2022-06-21,47.36842
2022-06-22,44.73684
2022-06-23,46.49122
2022-06-24,40.35087
2022-06-25,37.71929
2022-06-26,43.85964
2022-06-27,48.24561
2022-06-28,50.87719
2022-06-29,55.26315
2022-06-30,35.96491
2022-07-01,40.35087
2022-07-02,33.33333
2022-07-03,49.1228
2022-07-04,39.47368
2022-07-05,46.49122
2022-07-06,49.1228
2022-07-07,42.98245
2022-07-08,38.59649
2022-07-09,33.33333
2022-07-10,50.87719
2022-07-11,50.0
2022-07-12,47.36842
2022-07-13,53.50877
2022-07-14,47.36842
2022-07-15,39.47368
2022-07-16,28.07017
2022-07-17,61.4035
2022-07-18,53.50877
2022-07-19,29.82456
2022-07-20,31.57894
2022-07-21,40.35087
2022-07-22,35.96491
2022-07-23,42.98245
2022-07-24,37.71929
2022-07-25,56.14035
2022-07-26,46.49122
2022-07-27,29.82456
2022-07-28,42.10526
2022-07-29,31.57894
2022-07-30,49.1228
2022-07-31,50.87719
2022-08-01,42.10526
2022-08-02,32.45614
2022-08-03,42.98245
2022-08-04,53.50877
2022-08-05,43.85964
2022-08-06,47.36842
2022-08-07,39.47368
2022-08-08,56.14035
2022-08-09,59.64912
2022-08-10,51.75438
2022-08-11,47.36842
2022-08-12,21.92982
2022-08-13,35.08771
2022-08-14,49.1228
2022-08-15,42.10526
2022-08-16,40.35087
2022-08-17,43.85964
2022-08-18,46.49122
2022-08-19,40.35087
2022-08-20,31.57894
2022-08-21,58.77192
2022-08-22,54.38596
2022-08-23,47.36842
2022-08-24,65.78947
2022-08-25,58.77192
2022-08-26,43.85964
2022-08-27,19.29824
2022-08-28,38.59649
2022-08-29,54.38596
2022-08-30,48.24561
2022-08-31,44.73684
2022-09-01,40.35087
2022-09-02,45.61403
2022-09-03,41.22807
2022-09-04,39.47368
2022-09-05,47.36842
2022-09-06,49.1228
2022-09-07,44.73684
2022-09-08,40.35087
2022-09-09,35.08771
2022-09-10,25.43859
2022-09-11,23.68421
2022-09-12,38.59649
2022-09-13,36.8421
2022-09-14,40.35087
2022-09-15,44.73684
2022-09-16,49.1228
2022-09-17,32.45614
2022-09-18,40.35087
2022-09-19,53.50877
2022-09-20,36.8421
2022-09-21,57.01754
2022-09-22,30.70175
2022-09-23,62.2807
2022-09-24,54.38596
2022-09-25,65.78947
2022-09-26,98.24561
2022-09-27,78.94736
2022-09-28,87.71929
2022-09-29,81.57894
2022-09-30,39.47368
2022-10-01,32.45614
2022-10-02,32.45614
2022-10-03,31.57894
2022-10-04,51.75438
2022-10-05,41.22807
2022-10-06,42.10526
2022-10-07,35.96491
2022-10-08,39.47368
2022-10-09,37.71929
2022-10-10,28.07017
2022-10-11,36.8421
2022-10-12,33.33333
2022-10-13,49.1228
2022-10-14,54.38596
2022-10-15,43.85964
2022-10-16,35.08771
2022-10-17,69.29824
2022-10-18,47.36842
2022-10-19,47.36842
2022-10-20,40.35087
2022-10-21,43.85964
2022-10-22,22.80701
2022-10-23,34.21052
2022-10-24,46.49122
2022-10-25,37.71929
2022-10-26,27.19298
2022-10-27,31.57894
2022-10-28,31.57894
2022-10-29,41.22807
2022-10-30,30.70175
2022-10-31,26.31578
2022-11-01,45.61403
2022-11-02,49.1228
2022-11-03,42.98245
2022-11-04,52.63157
2022-11-05,32.45614
2022-11-06,24.5614
2022-11-07,42.10526
2022-11-08,50.87719
2022-11-09,35.08771
2022-11-10,38.59649
2022-11-11,39.47368
2022-11-12,42.10526
2022-11-13,47.36842
2022-11-14,40.35087
2022-11-15,47.36842
2022-11-16,47.36842
2022-11-17,28.94736
2022-11-18,37.71929
2022-11-19,34.21052
2022-11-20,41.22807
2022-11-21,40.35087
2022-11-22,64.03508
2022-11-23,39.47368
2022-11-24,34.21052
2022-11-25,25.43859
2022-11-26,36.8421
2022-11-27,43.85964
2022-11-28,51.75438
2022-11-29,35.08771
2022-11-30,34.21052
2022-12-01,36.8421
2022-12-02,33.33333
2022-12-03,19.29824
2022-12-04,40.35087
2022-12-05,37.71929
2022-12-06,31.57894
2022-12-07,50.0
2022-12-08,35.96491
2022-12-09,28.94736
2022-12-10,31.57894
2022-12-11,39.47368
2022-12-12,35.96491
2022-12-13,47.36842
2022-12-14,35.96491
2022-12-15,34.21052
2022-12-16,37.71929
2022-12-17,30.70175
2022-12-18,39.47368
2022-12-19,36.8421
2022-12-20,42.10526
2022-12-21,38.59649
2022-12-22,38.59649
2022-12-23,26.31578
2022-12-24,28.94736
2022-12-25,16.66666
2022-12-26,34.21052
2022-12-27,25.43859
2022-12-28,34.21052
2022-12-29,38.59649
2022-12-30,30.70175
2022-12-31,29.82456
2023-01-01,44.73684
2023-01-02,44.73684
2023-01-03,44.73684
2023-01-04,41.22807
2023-01-05,45.61403
2023-01-06,50.0
2023-01-07,40.35087
2023-01-08,45.61403
2023-01-09,49.1228
2023-01-10,48.24561
2023-01-11,35.08771
2023-01-12,44.73684
2023-01-13,35.08771
2023-01-14,39.47368
2023-01-15,45.61403
2023-01-16,34.21052
2023-01-17,56.14035
2023-01-18,32.45614
2023-01-19,36.8421
2023-01-20,32.45614
2023-01-21,42.10526
2023-01-22,27.19298
2023-01-23,41.22807
2023-01-24,48.24561
2023-01-25,50.87719
2023-01-26,38.59649
2023-01-27,28.07017
2023-01-28,41.22807
2023-01-29,54.38596
2023-01-30,41.22807
2023-01-31,45.61403
2023-02-01,36.8421
2023-02-02,39.47368
2023-02-03,42.98245
2023-02-04,45.61403
2023-02-05,57.89473
2023-02-06,53.50877
2023-02-07,53.50877
2023-02-08,40.35087
2023-02-09,47.36842
2023-02-10,58.77192
2023-02-11,26.31578
2023-02-12,53.50877
2023-02-13,42.10526
2023-02-14,32.45614
2023-02-15,33.33333
2023-02-16,50.0
2023-02-17,47.36842
2023-02-18,33.33333
2023-02-19,68.42105
2023-02-20,38.59649
2023-02-21,69.29824
2023-02-22,53.50877
2023-02-23,40.35087
2023-02-24,39.47368
2023-02-25,35.96491
2023-02-26,53.50877
2023-02-27,40.35087
2023-02-28,39.47368
2023-03-01,64.03508
2023-03-02,48.24561
2023-03-03,43.85964
2023-03-04,34.21052
2023-03-05,44.73684
2023-03-06,47.36842
2023-03-07,39.47368
2023-03-08,53.50877
2023-03-09,56.14035
2023-03-10,43.85964
2023-03-11,34.21052
2023-03-12,46.49122
2023-03-13,30.70175
2023-03-14,43.85964
2023-03-15,39.47368
2023-03-16,40.35087
2023-03-17,45.61403
2023-03-18,33.33333
2023-03-19,38.59649
2023-03-20,64.03508
2023-03-21,45.61403
2023-03-22,44.73684
2023-03-23,47.36842
2023-03-24,45.61403
2023-03-25,47.36842
2023-03-26,39.47368
2023-03-27,46.49122
2023-03-28,50.87719
2023-03-29,39.47368
2023-03-30,58.77192
2023-03-31,39.47368
2023-04-01,34.21052
2023-04-02,31.57894
2023-04-03,39.47368
2023-04-04,35.08771
2023-04-05,50.0
2023-04-06,46.49122
2023-04-07,50.0
2023-04-08,47.36842
2023-04-09,51.75438
2023-04-10,36.8421
2023-04-11,37.71929
2023-04-12,36.8421
2023-04-13,40.35087
2023-04-14,33.33333
2023-04-15,35.96491
2023-04-16,42.10526
2023-04-17,47.36842
2023-04-18,37.71929
2023-04-19,35.08771
2023-04-20,40.35087
2023-04-21,34.21052
2023-04-22,42.98245
2023-04-23,36.8421
2023-04-24,35.96491
2023-04-25,35.96491
2023-04-26,32.45614
2023-04-27,44.73684
2023-04-28,32.45614
2023-04-29,27.19298
2023-04-30,28.94736
2023-05-01,50.87719
2023-05-02,42.10526
2023-05-03,38.59649
2023-05-04,50.0
2023-05-05,35.08771
2023-05-06,35.96491
2023-05-07,53.50877
2023-05-08,51.75438
2023-05-09,29.82456
2023-05-10,50.0
2023-05-11,39.47368
2023-05-12,28.94736
2023-05-13,33.33333
2023-05-14,34.21052
2023-05-15,44.73684
2023-05-16,45.61403
2023-05-17,50.87719
2023-05-18,50.0
2023-05-19,21.92982
2023-05-20,34.21052
2023-05-21,40.35087
2023-05-22,35.96491
2023-05-23,30.70175
2023-05-24,46.49122
2023-05-25,33.33333
2023-05-26,23.68421
2023-05-27,47.36842
2023-05-28,41.22807
2023-05-29,36.8421
2023-05-30,58.77192
