date,데이팅앱
2020-10-15,9.47368
2020-10-16,7.25146
2020-10-17,6.08187
2020-10-18,8.42105
2020-10-19,7.48538
2020-10-20,8.88888
2020-10-21,8.18713
2020-10-22,7.83625
2020-10-23,7.25146
2020-10-24,14.38596
2020-10-25,14.269
2020-10-26,14.03508
2020-10-27,12.16374
2020-10-28,12.51461
2020-10-29,13.91812
2020-10-30,10.52631
2020-10-31,13.33333
2020-11-01,14.269
2020-11-02,13.91812
2020-11-03,16.95906
2020-11-04,14.8538
2020-11-05,17.19298
2020-11-06,17.89473
2020-11-07,15.55555
2020-11-08,15.08771
2020-11-09,14.03508
2020-11-10,8.18713
2020-11-11,8.42105
2020-11-12,9.23976
2020-11-13,8.53801
2020-11-14,9.1228
2020-11-15,11.57894
2020-11-16,14.97076
2020-11-17,15.90643
2020-11-18,15.43859
2020-11-19,17.19298
2020-11-20,18.01169
2020-11-21,14.50292
2020-11-22,12.39766
2020-11-23,18.01169
2020-11-24,19.76608
2020-11-25,20.23391
2020-11-26,17.54385
2020-11-27,18.36257
2020-11-28,12.86549
2020-11-29,16.02339
2020-11-30,20.23391
2020-12-01,20.58479
2020-12-02,19.76608
2020-12-03,20.35087
2020-12-04,15.20467
2020-12-05,14.61988
2020-12-06,10.99415
2020-12-07,18.01169
2020-12-08,19.53216
2020-12-09,16.8421
2020-12-10,20.81871
2020-12-11,19.76608
2020-12-12,16.02339
2020-12-13,14.97076
2020-12-14,19.53216
2020-12-15,18.12865
2020-12-16,18.12865
2020-12-17,17.19298
2020-12-18,13.56725
2020-12-19,7.60233
2020-12-20,12.51461
2020-12-21,19.88304
2020-12-22,17.66081
2020-12-23,17.19298
2020-12-24,14.38596
2020-12-25,9.23976
2020-12-26,14.61988
2020-12-27,12.98245
2020-12-28,22.22222
2020-12-29,19.88304
2020-12-30,21.87134
2020-12-31,13.68421
2021-01-01,30.29239
2021-01-02,19.64912
2021-01-03,16.72514
2021-01-04,19.18128
2021-01-05,17.4269
2021-01-06,16.14035
2021-01-07,18.47953
2021-01-08,21.75438
2021-01-09,11.92982
2021-01-10,12.39766
2021-01-11,18.12865
2021-01-12,17.66081
2021-01-13,13.45029
2021-01-14,10.17543
2021-01-15,5.26315
2021-01-16,9.47368
2021-01-17,5.14619
2021-01-18,8.07017
2021-01-19,4.32748
2021-01-20,4.67836
2021-01-21,4.44444
2021-01-22,3.15789
2021-01-23,4.09356
2021-01-24,4.32748
2021-01-25,3.27485
2021-01-26,3.04093
2021-01-27,4.44444
2021-01-28,3.39181
2021-01-29,2.80701
2021-01-30,2.92397
2021-01-31,2.80701
2021-02-01,3.74269
2021-02-02,4.09356
2021-02-03,3.04093
2021-02-04,2.92397
2021-02-05,3.50877
2021-02-06,5.14619
2021-02-07,4.67836
2021-02-08,6.78362
2021-02-09,4.09356
2021-02-10,13.21637
2021-02-11,9.47368
2021-02-12,9.94152
2021-02-13,21.75438
2021-02-14,25.02923
2021-02-15,15.08771
2021-02-16,7.60233
2021-02-17,7.36842
2021-02-18,5.73099
2021-02-19,35.20467
2021-02-20,22.10526
2021-02-21,27.71929
2021-02-22,20.81871
2021-02-23,13.45029
2021-02-24,14.269
2021-02-25,9.59064
2021-02-26,9.35672
2021-02-27,9.00584
2021-02-28,11.46198
2021-03-01,11.22807
2021-03-02,8.65497
2021-03-03,5.96491
2021-03-04,7.83625
2021-03-05,13.56725
2021-03-06,8.30409
2021-03-07,8.30409
2021-03-08,9.7076
2021-03-09,12.39766
2021-03-10,15.55555
2021-03-11,10.17543
2021-03-12,10.64327
2021-03-13,8.42105
2021-03-14,8.18713
2021-03-15,8.30409
2021-03-16,7.71929
2021-03-17,9.7076
2021-03-18,8.07017
2021-03-19,8.65497
2021-03-20,9.59064
2021-03-21,8.65497
2021-03-22,6.78362
2021-03-23,10.17543
2021-03-24,9.82456
2021-03-25,9.7076
2021-03-26,14.15204
2021-03-27,10.76023
2021-03-28,8.88888
2021-03-29,11.22807
2021-03-30,8.88888
2021-03-31,6.19883
2021-04-01,6.90058
2021-04-02,6.78362
2021-04-03,10.40935
2021-04-04,9.47368
2021-04-05,10.52631
2021-04-06,8.07017
2021-04-07,7.1345
2021-04-08,7.25146
2021-04-09,6.31578
2021-04-10,6.43274
2021-04-11,13.21637
2021-04-12,12.2807
2021-04-13,9.94152
2021-04-14,8.65497
2021-04-15,9.47368
2021-04-16,32.2807
2021-04-17,9.23976
2021-04-18,11.11111
2021-04-19,8.77192
2021-04-20,10.17543
2021-04-21,9.7076
2021-04-22,11.11111
2021-04-23,28.88888
2021-04-24,27.36842
2021-04-25,16.37426
2021-04-26,8.77192
2021-04-27,7.60233
2021-04-28,8.30409
2021-04-29,8.77192
2021-04-30,6.5497
2021-05-01,5.26315
2021-05-02,5.38011
2021-05-03,5.14619
2021-05-04,6.78362
2021-05-05,5.38011
2021-05-06,7.01754
2021-05-07,8.18713
2021-05-08,5.96491
2021-05-09,5.96491
2021-05-10,7.83625
2021-05-11,5.73099
2021-05-12,8.65497
2021-05-13,5.96491
2021-05-14,6.31578
2021-05-15,5.49707
2021-05-16,8.18713
2021-05-17,7.71929
2021-05-18,7.95321
2021-05-19,5.84795
2021-05-20,7.83625
2021-05-21,6.19883
2021-05-22,6.66666
2021-05-23,6.5497
2021-05-24,5.73099
2021-05-25,6.31578
2021-05-26,5.84795
2021-05-27,5.61403
2021-05-28,6.19883
2021-05-29,3.85964
2021-05-30,7.71929
2021-05-31,9.1228
2021-06-01,4.5614
2021-06-02,10.87719
2021-06-03,10.40935
2021-06-04,5.49707
2021-06-05,5.38011
2021-06-06,7.36842
2021-06-07,10.29239
2021-06-08,7.60233
2021-06-09,5.84795
2021-06-10,6.19883
2021-06-11,4.32748
2021-06-12,4.5614
2021-06-13,8.42105
2021-06-14,6.31578
2021-06-15,5.96491
2021-06-16,6.31578
2021-06-17,7.83625
2021-06-18,6.5497
2021-06-19,29.47368
2021-06-20,12.74853
2021-06-21,10.17543
2021-06-22,6.78362
2021-06-23,5.38011
2021-06-24,5.26315
2021-06-25,7.95321
2021-06-26,8.30409
2021-06-27,6.43274
2021-06-28,6.78362
2021-06-29,5.02923
2021-06-30,4.5614
2021-07-01,6.90058
2021-07-02,5.02923
2021-07-03,4.79532
2021-07-04,7.25146
2021-07-05,5.49707
2021-07-06,4.44444
2021-07-07,3.9766
2021-07-08,5.84795
2021-07-09,3.39181
2021-07-10,4.21052
2021-07-11,5.61403
2021-07-12,6.08187
2021-07-13,3.85964
2021-07-14,6.66666
2021-07-15,5.96491
2021-07-16,4.79532
2021-07-17,4.09356
2021-07-18,5.96491
2021-07-19,5.73099
2021-07-20,7.01754
2021-07-21,5.38011
2021-07-22,4.91228
2021-07-23,7.83625
2021-07-24,7.48538
2021-07-25,7.83625
2021-07-26,6.5497
2021-07-27,6.90058
2021-07-28,6.08187
2021-07-29,6.19883
2021-07-30,6.43274
2021-07-31,9.47368
2021-08-01,6.31578
2021-08-02,6.31578
2021-08-03,7.60233
2021-08-04,5.61403
2021-08-05,5.38011
2021-08-06,5.61403
2021-08-07,5.61403
2021-08-08,8.53801
2021-08-09,6.78362
2021-08-10,7.60233
2021-08-11,7.25146
2021-08-12,6.43274
2021-08-13,5.26315
2021-08-14,4.32748
2021-08-15,5.84795
2021-08-16,5.73099
2021-08-17,9.7076
2021-08-18,5.61403
2021-08-19,5.73099
2021-08-20,8.30409
2021-08-21,7.95321
2021-08-22,7.71929
2021-08-23,5.84795
2021-08-24,5.96491
2021-08-25,5.61403
2021-08-26,4.67836
2021-08-27,8.53801
2021-08-28,5.49707
2021-08-29,7.1345
2021-08-30,9.7076
2021-08-31,8.65497
2021-09-01,7.60233
2021-09-02,7.48538
2021-09-03,5.49707
2021-09-04,7.95321
2021-09-05,8.30409
2021-09-06,6.31578
2021-09-07,6.90058
2021-09-08,6.43274
2021-09-09,8.07017
2021-09-10,5.26315
2021-09-11,8.07017
2021-09-12,71.11111
2021-09-13,27.48538
2021-09-14,9.7076
2021-09-15,7.60233
2021-09-16,8.07017
2021-09-17,5.26315
2021-09-18,6.19883
2021-09-19,4.91228
2021-09-20,7.95321
2021-09-21,8.42105
2021-09-22,9.94152
2021-09-23,6.90058
2021-09-24,7.71929
2021-09-25,6.90058
2021-09-26,9.00584
2021-09-27,5.49707
2021-09-28,5.26315
2021-09-29,7.1345
2021-09-30,8.30409
2021-10-01,6.31578
2021-10-02,5.96491
2021-10-03,6.31578
2021-10-04,5.61403
2021-10-05,7.36842
2021-10-06,7.36842
2021-10-07,20.93567
2021-10-08,20.46783
2021-10-09,9.7076
2021-10-10,8.07017
2021-10-11,5.73099
2021-10-12,7.25146
2021-10-13,5.49707
2021-10-14,6.31578
2021-10-15,56.95906
2021-10-16,13.45029
2021-10-17,7.36842
2021-10-18,5.02923
2021-10-19,7.48538
2021-10-20,7.1345
2021-10-21,4.44444
2021-10-22,6.19883
2021-10-23,5.84795
2021-10-24,5.73099
2021-10-25,7.60233
2021-10-26,6.31578
2021-10-27,6.19883
2021-10-28,6.31578
2021-10-29,12.86549
2021-10-30,6.31578
2021-10-31,6.90058
2021-11-01,34.15204
2021-11-02,7.95321
2021-11-03,10.99415
2021-11-04,6.78362
2021-11-05,12.86549
2021-11-06,32.16374
2021-11-07,10.99415
2021-11-08,7.36842
2021-11-09,9.35672
2021-11-10,9.47368
2021-11-11,10.64327
2021-11-12,7.60233
2021-11-13,7.36842
2021-11-14,6.66666
2021-11-15,7.95321
2021-11-16,8.65497
2021-11-17,9.35672
2021-11-18,10.40935
2021-11-19,7.71929
2021-11-20,9.47368
2021-11-21,22.80701
2021-11-22,12.16374
2021-11-23,9.59064
2021-11-24,11.22807
2021-11-25,26.31578
2021-11-26,25.61403
2021-11-27,18.94736
2021-11-28,15.08771
2021-11-29,12.74853
2021-11-30,13.21637
2021-12-01,10.87719
2021-12-02,8.07017
2021-12-03,9.1228
2021-12-04,8.30409
2021-12-05,13.45029
2021-12-06,14.50292
2021-12-07,9.35672
2021-12-08,7.25146
2021-12-09,8.07017
2021-12-10,8.30409
2021-12-11,6.66666
2021-12-12,9.35672
2021-12-13,10.40935
2021-12-14,9.23976
2021-12-15,7.1345
2021-12-16,7.95321
2021-12-17,7.95321
2021-12-18,9.82456
2021-12-19,8.18713
2021-12-20,7.71929
2021-12-21,6.31578
2021-12-22,17.77777
2021-12-23,8.88888
2021-12-24,6.90058
2021-12-25,7.83625
2021-12-26,8.77192
2021-12-27,11.57894
2021-12-28,15.78947
2021-12-29,10.76023
2021-12-30,7.60233
2021-12-31,7.1345
2022-01-01,9.94152
2022-01-02,8.88888
2022-01-03,10.52631
2022-01-04,9.00584
2022-01-05,7.71929
2022-01-06,7.01754
2022-01-07,8.42105
2022-01-08,9.7076
2022-01-09,9.00584
2022-01-10,8.42105
2022-01-11,7.48538
2022-01-12,6.5497
2022-01-13,6.90058
2022-01-14,7.01754
2022-01-15,8.65497
2022-01-16,9.00584
2022-01-17,9.59064
2022-01-18,6.66666
2022-01-19,7.36842
2022-01-20,6.43274
2022-01-21,6.43274
2022-01-22,4.32748
2022-01-23,5.84795
2022-01-24,9.23976
2022-01-25,8.42105
2022-01-26,7.1345
2022-01-27,5.73099
2022-01-28,5.14619
2022-01-29,5.26315
2022-01-30,7.71929
2022-01-31,8.42105
2022-02-01,10.52631
2022-02-02,14.38596
2022-02-03,13.09941
2022-02-04,10.64327
2022-02-05,15.67251
2022-02-06,20.23391
2022-02-07,12.74853
2022-02-08,11.46198
2022-02-09,10.99415
2022-02-10,10.64327
2022-02-11,9.1228
2022-02-12,8.42105
2022-02-13,12.98245
2022-02-14,8.30409
2022-02-15,9.59064
2022-02-16,7.60233
2022-02-17,6.5497
2022-02-18,6.31578
2022-02-19,8.88888
2022-02-20,9.82456
2022-02-21,8.18713
2022-02-22,7.25146
2022-02-23,7.83625
2022-02-24,9.82456
2022-02-25,6.43274
2022-02-26,6.90058
2022-02-27,9.35672
2022-02-28,7.25146
2022-03-01,7.60233
2022-03-02,6.5497
2022-03-03,5.96491
2022-03-04,6.31578
2022-03-05,8.30409
2022-03-06,9.23976
2022-03-07,8.18713
2022-03-08,8.53801
2022-03-09,7.71929
2022-03-10,10.29239
2022-03-11,8.65497
2022-03-12,10.05847
2022-03-13,11.6959
2022-03-14,10.52631
2022-03-15,6.08187
2022-03-16,5.96491
2022-03-17,5.96491
2022-03-18,6.78362
2022-03-19,4.44444
2022-03-20,9.00584
2022-03-21,6.78362
2022-03-22,7.48538
2022-03-23,8.18713
2022-03-24,5.49707
2022-03-25,11.57894
2022-03-26,6.90058
2022-03-27,5.96491
2022-03-28,7.36842
2022-03-29,6.78362
2022-03-30,6.08187
2022-03-31,7.36842
2022-04-01,7.48538
2022-04-02,8.65497
2022-04-03,6.5497
2022-04-04,7.95321
2022-04-05,7.60233
2022-04-06,6.43274
2022-04-07,13.80116
2022-04-08,10.52631
2022-04-09,100.0
2022-04-10,47.1345
2022-04-11,17.19298
2022-04-12,16.37426
2022-04-13,12.39766
2022-04-14,15.32163
2022-04-15,24.21052
2022-04-16,10.05847
2022-04-17,9.35672
2022-04-18,11.6959
2022-04-19,9.7076
2022-04-20,7.83625
2022-04-21,21.05263
2022-04-22,11.22807
2022-04-23,10.40935
2022-04-24,5.73099
2022-04-25,9.59064
2022-04-26,12.74853
2022-04-27,18.47953
2022-04-28,20.93567
2022-04-29,36.95906
2022-04-30,23.85964
2022-05-01,12.86549
2022-05-02,11.57894
2022-05-03,11.92982
2022-05-04,10.87719
2022-05-05,10.05847
2022-05-06,11.57894
2022-05-07,8.53801
2022-05-08,10.87719
2022-05-09,8.30409
2022-05-10,7.95321
2022-05-11,7.95321
2022-05-12,9.23976
2022-05-13,7.25146
2022-05-14,6.19883
2022-05-15,8.30409
2022-05-16,7.36842
2022-05-17,7.48538
2022-05-18,9.35672
2022-05-19,31.57894
2022-05-20,15.08771
2022-05-21,10.52631
2022-05-22,11.6959
2022-05-23,10.40935
2022-05-24,8.07017
2022-05-25,10.76023
2022-05-26,7.48538
2022-05-27,9.7076
2022-05-28,9.1228
2022-05-29,10.52631
2022-05-30,9.35672
2022-05-31,8.30409
2022-06-01,9.94152
2022-06-02,6.19883
2022-06-03,12.63157
2022-06-04,8.88888
2022-06-05,7.25146
2022-06-06,8.88888
2022-06-07,8.07017
2022-06-08,6.31578
2022-06-09,8.18713
2022-06-10,8.77192
2022-06-11,8.53801
2022-06-12,9.47368
2022-06-13,8.07017
2022-06-14,6.90058
2022-06-15,8.53801
2022-06-16,7.01754
2022-06-17,6.31578
2022-06-18,7.83625
2022-06-19,9.59064
2022-06-20,7.36842
2022-06-21,6.19883
2022-06-22,5.14619
2022-06-23,7.95321
2022-06-24,5.96491
2022-06-25,6.90058
2022-06-26,6.5497
2022-06-27,8.53801
2022-06-28,6.19883
2022-06-29,9.1228
2022-06-30,7.83625
2022-07-01,7.60233
2022-07-02,6.43274
2022-07-03,6.31578
2022-07-04,6.78362
2022-07-05,6.19883
2022-07-06,7.60233
2022-07-07,6.43274
2022-07-08,5.14619
2022-07-09,9.59064
2022-07-10,15.32163
2022-07-11,5.26315
2022-07-12,7.48538
2022-07-13,6.43274
2022-07-14,5.73099
2022-07-15,5.84795
2022-07-16,6.78362
2022-07-17,5.73099
2022-07-18,6.19883
2022-07-19,5.38011
2022-07-20,7.25146
2022-07-21,5.26315
2022-07-22,6.31578
2022-07-23,12.51461
2022-07-24,5.14619
2022-07-25,5.02923
2022-07-26,5.73099
2022-07-27,5.14619
2022-07-28,8.53801
2022-07-29,6.43274
2022-07-30,5.84795
2022-07-31,9.23976
2022-08-01,6.66666
2022-08-02,9.35672
2022-08-03,10.87719
2022-08-04,6.5497
2022-08-05,7.48538
2022-08-06,7.60233
2022-08-07,10.05847
2022-08-08,8.18713
2022-08-09,9.23976
2022-08-10,9.94152
2022-08-11,5.96491
2022-08-12,28.77192
2022-08-13,8.65497
2022-08-14,8.42105
2022-08-15,9.00584
2022-08-16,10.29239
2022-08-17,9.47368
2022-08-18,8.88888
2022-08-19,8.30409
2022-08-20,8.88888
2022-08-21,6.43274
2022-08-22,7.95321
2022-08-23,7.1345
2022-08-24,12.2807
2022-08-25,8.30409
2022-08-26,7.25146
2022-08-27,7.48538
2022-08-28,4.79532
2022-08-29,5.49707
2022-08-30,9.00584
2022-08-31,8.53801
2022-09-01,7.1345
2022-09-02,7.1345
2022-09-03,8.30409
2022-09-04,9.47368
2022-09-05,9.35672
2022-09-06,10.17543
2022-09-07,9.23976
2022-09-08,7.36842
2022-09-09,6.31578
2022-09-10,8.65497
2022-09-11,11.46198
2022-09-12,10.05847
2022-09-13,12.86549
2022-09-14,6.78362
2022-09-15,7.48538
2022-09-16,6.5497
2022-09-17,8.53801
2022-09-18,9.35672
2022-09-19,9.7076
2022-09-20,9.59064
2022-09-21,7.36842
2022-09-22,6.66666
2022-09-23,7.1345
2022-09-24,9.1228
2022-09-25,9.94152
2022-09-26,8.53801
2022-09-27,5.96491
2022-09-28,7.95321
2022-09-29,6.08187
2022-09-30,5.73099
2022-10-01,7.25146
2022-10-02,7.01754
2022-10-03,5.73099
2022-10-04,7.48538
2022-10-05,7.36842
2022-10-06,7.1345
2022-10-07,6.5497
2022-10-08,6.19883
2022-10-09,8.07017
2022-10-10,7.48538
2022-10-11,13.09941
2022-10-12,6.90058
2022-10-13,6.90058
2022-10-14,7.01754
2022-10-15,5.38011
2022-10-16,8.30409
2022-10-17,25.02923
2022-10-18,10.52631
2022-10-19,6.19883
2022-10-20,7.25146
2022-10-21,5.96491
2022-10-22,6.66666
2022-10-23,11.57894
2022-10-24,8.77192
2022-10-25,7.60233
2022-10-26,5.84795
2022-10-27,7.1345
2022-10-28,6.5497
2022-10-29,5.73099
2022-10-30,5.61403
2022-10-31,6.5497
2022-11-01,5.73099
2022-11-02,5.96491
2022-11-03,9.23976
2022-11-04,5.14619
2022-11-05,6.90058
2022-11-06,7.71929
2022-11-07,5.49707
2022-11-08,9.47368
2022-11-09,6.78362
2022-11-10,8.42105
2022-11-11,5.96491
2022-11-12,7.01754
2022-11-13,6.31578
2022-11-14,5.02923
2022-11-15,7.01754
2022-11-16,6.08187
2022-11-17,5.84795
2022-11-18,11.11111
2022-11-19,15.43859
2022-11-20,18.01169
2022-11-21,15.32163
2022-11-22,15.78947
2022-11-23,14.8538
2022-11-24,10.17543
2022-11-25,10.76023
2022-11-26,11.46198
2022-11-27,10.99415
2022-11-28,11.11111
2022-11-29,11.46198
2022-11-30,9.1228
2022-12-01,12.51461
2022-12-02,76.95906
2022-12-03,12.2807
2022-12-04,12.98245
2022-12-05,29.82456
2022-12-06,11.46198
2022-12-07,19.29824
2022-12-08,15.32163
2022-12-09,11.34502
2022-12-10,19.06432
2022-12-11,10.99415
2022-12-12,17.54385
2022-12-13,11.81286
2022-12-14,11.46198
2022-12-15,9.82456
2022-12-16,9.35672
2022-12-17,9.00584
2022-12-18,8.65497
2022-12-19,8.30409
2022-12-20,9.1228
2022-12-21,8.42105
2022-12-22,7.36842
2022-12-23,7.1345
2022-12-24,7.48538
2022-12-25,7.48538
2022-12-26,6.78362
2022-12-27,8.77192
2022-12-28,7.83625
2022-12-29,7.48538
2022-12-30,6.43274
2022-12-31,6.08187
2023-01-01,7.36842
2023-01-02,5.49707
2023-01-03,9.59064
2023-01-04,8.88888
2023-01-05,7.48538
2023-01-06,9.00584
2023-01-07,8.42105
2023-01-08,10.05847
2023-01-09,6.08187
2023-01-10,9.35672
2023-01-11,8.07017
2023-01-12,6.19883
2023-01-13,7.1345
2023-01-14,7.95321
2023-01-15,7.83625
2023-01-16,8.53801
2023-01-17,6.66666
2023-01-18,5.84795
2023-01-19,5.49707
2023-01-20,7.01754
2023-01-21,8.53801
2023-01-22,7.60233
2023-01-23,8.07017
2023-01-24,8.88888
2023-01-25,6.66666
2023-01-26,7.1345
2023-01-27,7.25146
2023-01-28,9.35672
2023-01-29,8.77192
2023-01-30,8.30409
2023-01-31,7.25146
2023-02-01,8.42105
2023-02-02,6.08187
2023-02-03,6.31578
2023-02-04,7.01754
2023-02-05,9.00584
2023-02-06,9.23976
2023-02-07,10.99415
2023-02-08,9.1228
2023-02-09,7.71929
2023-02-10,7.71929
2023-02-11,9.59064
2023-02-12,10.52631
2023-02-13,6.90058
2023-02-14,6.31578
2023-02-15,6.5497
2023-02-16,6.19883
2023-02-17,6.31578
2023-02-18,7.48538
2023-02-19,6.78362
2023-02-20,9.94152
2023-02-21,14.38596
2023-02-22,9.1228
2023-02-23,5.96491
2023-02-24,5.84795
2023-02-25,8.30409
2023-02-26,10.17543
2023-02-27,8.65497
2023-02-28,6.31578
2023-03-01,5.84795
2023-03-02,11.11111
2023-03-03,5.14619
2023-03-04,6.08187
2023-03-05,7.71929
2023-03-06,10.99415
2023-03-07,9.00584
2023-03-08,8.53801
2023-03-09,7.95321
2023-03-10,6.78362
2023-03-11,6.43274
2023-03-12,8.65497
2023-03-13,8.30409
2023-03-14,10.29239
2023-03-15,6.5497
2023-03-16,5.61403
2023-03-17,9.7076
2023-03-18,6.19883
2023-03-19,6.66666
2023-03-20,6.66666
2023-03-21,10.40935
2023-03-22,6.5497
2023-03-23,7.95321
2023-03-24,4.5614
2023-03-25,4.67836
2023-03-26,5.49707
2023-03-27,5.73099
2023-03-28,6.78362
2023-03-29,6.19883
2023-03-30,6.90058
2023-03-31,7.83625
2023-04-01,6.5497
2023-04-02,6.08187
2023-04-03,7.36842
2023-04-04,7.83625
2023-04-05,6.66666
2023-04-06,8.30409
2023-04-07,6.78362
2023-04-08,6.90058
2023-04-09,7.71929
2023-04-10,9.23976
2023-04-11,5.38011
2023-04-12,6.19883
2023-04-13,8.65497
2023-04-14,7.01754
2023-04-15,4.91228
2023-04-16,6.90058
2023-04-17,6.31578
2023-04-18,5.96491
2023-04-19,7.48538
2023-04-20,8.18713
2023-04-21,3.9766
2023-04-22,5.26315
2023-04-23,6.19883
2023-04-24,5.26315
2023-04-25,4.79532
2023-04-26,6.19883
2023-04-27,3.15789
2023-04-28,5.61403
2023-04-29,5.96491
2023-04-30,6.5497
2023-05-01,4.91228
2023-05-02,5.02923
2023-05-03,5.73099
2023-05-04,4.79532
2023-05-05,4.91228
2023-05-06,6.78362
2023-05-07,6.66666
2023-05-08,8.65497
2023-05-09,13.45029
2023-05-10,9.23976
2023-05-11,5.96491
2023-05-12,6.5497
2023-05-13,6.08187
2023-05-14,6.31578
2023-05-15,7.1345
2023-05-16,8.65497
2023-05-17,3.50877
2023-05-18,7.1345
2023-05-19,7.71929
2023-05-20,7.01754
2023-05-21,6.08187
2023-05-22,5.96491
2023-05-23,5.84795
2023-05-24,7.25146
2023-05-25,6.19883
2023-05-26,5.49707
2023-05-27,5.02923
2023-05-28,8.77192
