date,아파트월세
2021-03-04,75.0
2021-03-05,64.84375
2021-03-06,67.77343
2021-03-07,73.82812
2021-03-08,97.07031
2021-03-09,67.38281
2021-03-10,81.25
2021-03-11,75.58593
2021-03-12,60.74218
2021-03-13,71.28906
2021-03-14,69.14062
2021-03-15,80.27343
2021-03-16,80.27343
2021-03-17,77.34375
2021-03-18,77.14843
2021-03-19,70.70312
2021-03-20,73.04687
2021-03-21,80.85937
2021-03-22,92.57812
2021-03-23,83.59375
2021-03-24,77.92968
2021-03-25,67.1875
2021-03-26,71.48437
2021-03-27,69.14062
2021-03-28,74.60937
2021-03-29,81.25
2021-03-30,76.95312
2021-03-31,72.85156
2021-04-01,69.14062
2021-04-02,64.45312
2021-04-03,55.66406
2021-04-04,79.6875
2021-04-05,69.92187
2021-04-06,60.54687
2021-04-07,53.51562
2021-04-08,64.84375
2021-04-09,54.49218
2021-04-10,56.64062
2021-04-11,69.92187
2021-04-12,68.75
2021-04-13,68.35937
2021-04-14,71.67968
2021-04-15,59.76562
2021-04-16,66.40625
2021-04-17,60.15625
2021-04-18,75.19531
2021-04-19,83.78906
2021-04-20,66.99218
2021-04-21,65.23437
2021-04-22,53.90625
2021-04-23,59.76562
2021-04-24,56.05468
2021-04-25,69.14062
2021-04-26,69.92187
2021-04-27,72.07031
2021-04-28,63.28125
2021-04-29,62.5
2021-04-30,55.46875
2021-05-01,56.83593
2021-05-02,56.83593
2021-05-03,64.45312
2021-05-04,54.49218
2021-05-05,60.35156
2021-05-06,60.74218
2021-05-07,54.10156
2021-05-08,49.80468
2021-05-09,66.21093
2021-05-10,66.60156
2021-05-11,60.9375
2021-05-12,64.0625
2021-05-13,62.89062
2021-05-14,64.84375
2021-05-15,62.89062
2021-05-16,74.80468
2021-05-17,69.72656
2021-05-18,68.16406
2021-05-19,75.39062
2021-05-20,64.84375
2021-05-21,59.76562
2021-05-22,48.82812
2021-05-23,61.32812
2021-05-24,72.65625
2021-05-25,61.71875
2021-05-26,57.03125
2021-05-27,60.15625
2021-05-28,63.67187
2021-05-29,58.20312
2021-05-30,64.25781
2021-05-31,73.63281
2021-06-01,78.51562
2021-06-02,77.92968
2021-06-03,56.44531
2021-06-04,53.32031
2021-06-05,57.8125
2021-06-06,57.8125
2021-06-07,71.67968
2021-06-08,70.70312
2021-06-09,66.40625
2021-06-10,65.625
2021-06-11,60.74218
2021-06-12,66.79687
2021-06-13,54.49218
2021-06-14,58.78906
2021-06-15,62.69531
2021-06-16,63.28125
2021-06-17,57.03125
2021-06-18,51.5625
2021-06-19,50.39062
2021-06-20,52.53906
2021-06-21,60.74218
2021-06-22,66.21093
2021-06-23,57.22656
2021-06-24,53.71093
2021-06-25,55.27343
2021-06-26,56.44531
2021-06-27,52.34375
2021-06-28,72.26562
2021-06-29,63.67187
2021-06-30,53.90625
2021-07-01,58.39843
2021-07-02,47.65625
2021-07-03,44.53125
2021-07-04,62.10937
2021-07-05,59.17968
2021-07-06,55.85937
2021-07-07,61.32812
2021-07-08,51.5625
2021-07-09,56.64062
2021-07-10,65.82031
2021-07-11,63.86718
2021-07-12,77.73437
2021-07-13,71.67968
2021-07-14,66.99218
2021-07-15,74.02343
2021-07-16,78.32031
2021-07-17,74.41406
2021-07-18,68.75
2021-07-19,85.15625
2021-07-20,59.76562
2021-07-21,64.84375
2021-07-22,67.1875
2021-07-23,55.46875
2021-07-24,46.875
2021-07-25,70.89843
2021-07-26,74.41406
2021-07-27,67.77343
2021-07-28,63.47656
2021-07-29,53.71093
2021-07-30,48.04687
2021-07-31,48.63281
2021-08-01,56.83593
2021-08-02,71.67968
2021-08-03,58.78906
2021-08-04,65.03906
2021-08-05,67.57812
2021-08-06,51.5625
2021-08-07,58.39843
2021-08-08,60.35156
2021-08-09,80.27343
2021-08-10,71.67968
2021-08-11,72.65625
2021-08-12,63.67187
2021-08-13,58.59375
2021-08-14,67.77343
2021-08-15,55.27343
2021-08-16,73.24218
2021-08-17,70.11718
2021-08-18,77.73437
2021-08-19,70.3125
2021-08-20,65.625
2021-08-21,65.23437
2021-08-22,76.17187
2021-08-23,71.28906
2021-08-24,82.03125
2021-08-25,84.96093
2021-08-26,73.24218
2021-08-27,68.55468
2021-08-28,67.77343
2021-08-29,64.64843
2021-08-30,81.83593
2021-08-31,76.95312
2021-09-01,83.39843
2021-09-02,78.90625
2021-09-03,77.53906
2021-09-04,76.75781
2021-09-05,76.36718
2021-09-06,75.0
2021-09-07,72.85156
2021-09-08,65.42968
2021-09-09,79.29687
2021-09-10,62.10937
2021-09-11,61.52343
2021-09-12,76.17187
2021-09-13,74.80468
2021-09-14,65.42968
2021-09-15,67.1875
2021-09-16,65.82031
2021-09-17,57.8125
2021-09-18,56.25
2021-09-19,47.65625
2021-09-20,41.01562
2021-09-21,53.51562
2021-09-22,73.24218
2021-09-23,83.00781
2021-09-24,77.34375
2021-09-25,75.0
2021-09-26,74.60937
2021-09-27,92.1875
2021-09-28,74.41406
2021-09-29,78.51562
2021-09-30,74.41406
2021-10-01,64.45312
2021-10-02,68.16406
2021-10-03,68.35937
2021-10-04,74.41406
2021-10-05,86.32812
2021-10-06,70.89843
2021-10-07,71.28906
2021-10-08,67.1875
2021-10-09,57.03125
2021-10-10,68.94531
2021-10-11,75.19531
2021-10-12,80.85937
2021-10-13,86.13281
2021-10-14,77.92968
2021-10-15,59.76562
2021-10-16,50.0
2021-10-17,65.23437
2021-10-18,74.60937
2021-10-19,71.28906
2021-10-20,68.94531
2021-10-21,73.24218
2021-10-22,61.91406
2021-10-23,56.83593
2021-10-24,66.01562
2021-10-25,68.16406
2021-10-26,76.5625
2021-10-27,69.33593
2021-10-28,62.10937
2021-10-29,54.88281
2021-10-30,55.66406
2021-10-31,67.57812
2021-11-01,72.46093
2021-11-02,62.69531
2021-11-03,67.38281
2021-11-04,59.96093
2021-11-05,63.08593
2021-11-06,46.48437
2021-11-07,58.00781
2021-11-08,66.79687
2021-11-09,52.73437
2021-11-10,51.5625
2021-11-11,56.25
2021-11-12,53.51562
2021-11-13,53.51562
2021-11-14,57.61718
2021-11-15,67.77343
2021-11-16,60.35156
2021-11-17,52.92968
2021-11-18,54.88281
2021-11-19,45.50781
2021-11-20,45.3125
2021-11-21,60.74218
2021-11-22,69.14062
2021-11-23,69.72656
2021-11-24,65.625
2021-11-25,68.16406
2021-11-26,59.96093
2021-11-27,54.29687
2021-11-28,55.66406
2021-11-29,68.94531
2021-11-30,68.35937
2021-12-01,61.32812
2021-12-02,60.9375
2021-12-03,56.83593
2021-12-04,57.42187
2021-12-05,58.20312
2021-12-06,60.9375
2021-12-07,66.40625
2021-12-08,63.28125
2021-12-09,61.13281
2021-12-10,63.67187
2021-12-11,56.25
2021-12-12,62.30468
2021-12-13,62.10937
2021-12-14,61.91406
2021-12-15,50.19531
2021-12-16,54.29687
2021-12-17,51.95312
2021-12-18,55.66406
2021-12-19,55.85937
2021-12-20,71.48437
2021-12-21,63.08593
2021-12-22,56.44531
2021-12-23,65.42968
2021-12-24,49.41406
2021-12-25,48.82812
2021-12-26,59.76562
2021-12-27,77.34375
2021-12-28,64.84375
2021-12-29,62.30468
2021-12-30,63.67187
2021-12-31,51.95312
2022-01-01,49.02343
2022-01-02,73.04687
2022-01-03,84.57031
2022-01-04,80.07812
2022-01-05,64.25781
2022-01-06,75.19531
2022-01-07,78.125
2022-01-08,68.55468
2022-01-09,83.20312
2022-01-10,70.3125
2022-01-11,72.46093
2022-01-12,66.40625
2022-01-13,83.59375
2022-01-14,74.80468
2022-01-15,71.48437
2022-01-16,84.96093
2022-01-17,86.13281
2022-01-18,82.03125
2022-01-19,70.50781
2022-01-20,77.92968
2022-01-21,67.38281
2022-01-22,70.89843
2022-01-23,73.24218
2022-01-24,84.76562
2022-01-25,82.8125
2022-01-26,70.70312
2022-01-27,57.03125
2022-01-28,64.25781
2022-01-29,53.71093
2022-01-30,52.73437
2022-01-31,52.14843
2022-02-01,54.6875
2022-02-02,74.02343
2022-02-03,85.54687
2022-02-04,75.39062
2022-02-05,77.92968
2022-02-06,88.47656
2022-02-07,91.40625
2022-02-08,90.42968
2022-02-09,86.91406
2022-02-10,79.29687
2022-02-11,81.44531
2022-02-12,77.53906
2022-02-13,79.6875
2022-02-14,83.59375
2022-02-15,83.39843
2022-02-16,75.0
2022-02-17,77.53906
2022-02-18,68.94531
2022-02-19,71.875
2022-02-20,80.07812
2022-02-21,89.45312
2022-02-22,75.97656
2022-02-23,71.875
2022-02-24,70.11718
2022-02-25,63.47656
2022-02-26,59.375
2022-02-27,77.53906
2022-02-28,71.28906
2022-03-01,81.64062
2022-03-02,72.85156
2022-03-03,73.4375
2022-03-04,60.35156
2022-03-05,74.41406
2022-03-06,66.60156
2022-03-07,72.65625
2022-03-08,63.67187
2022-03-09,55.46875
2022-03-10,73.63281
2022-03-11,62.69531
2022-03-12,66.01562
2022-03-13,75.78125
2022-03-14,77.53906
2022-03-15,71.28906
2022-03-16,72.85156
2022-03-17,67.77343
2022-03-18,68.94531
2022-03-19,60.74218
2022-03-20,64.25781
2022-03-21,75.97656
2022-03-22,67.96875
2022-03-23,65.23437
2022-03-24,66.01562
2022-03-25,62.30468
2022-03-26,58.20312
2022-03-27,61.71875
2022-03-28,77.14843
2022-03-29,71.48437
2022-03-30,63.47656
2022-03-31,72.07031
2022-04-01,58.98437
2022-04-02,51.5625
2022-04-03,59.96093
2022-04-04,66.01562
2022-04-05,67.1875
2022-04-06,62.89062
2022-04-07,60.54687
2022-04-08,55.07812
2022-04-09,56.05468
2022-04-10,59.17968
2022-04-11,72.07031
2022-04-12,69.53125
2022-04-13,67.57812
2022-04-14,64.84375
2022-04-15,52.53906
2022-04-16,57.22656
2022-04-17,60.54687
2022-04-18,79.6875
2022-04-19,79.6875
2022-04-20,61.71875
2022-04-21,62.89062
2022-04-22,62.69531
2022-04-23,55.85937
2022-04-24,65.82031
2022-04-25,73.04687
2022-04-26,62.10937
2022-04-27,56.05468
2022-04-28,61.52343
2022-04-29,58.00781
2022-04-30,53.125
2022-05-01,52.73437
2022-05-02,73.04687
2022-05-03,61.13281
2022-05-04,64.64843
2022-05-05,70.11718
2022-05-06,60.15625
2022-05-07,52.14843
2022-05-08,58.59375
2022-05-09,66.79687
2022-05-10,66.79687
2022-05-11,67.38281
2022-05-12,75.97656
2022-05-13,67.1875
2022-05-14,52.53906
2022-05-15,55.07812
2022-05-16,78.90625
2022-05-17,74.60937
2022-05-18,68.35937
2022-05-19,78.90625
2022-05-20,68.94531
2022-05-21,59.76562
2022-05-22,63.28125
2022-05-23,73.82812
2022-05-24,70.3125
2022-05-25,66.01562
2022-05-26,64.84375
2022-05-27,56.64062
2022-05-28,52.34375
2022-05-29,58.78906
2022-05-30,70.70312
2022-05-31,66.99218
2022-06-01,74.60937
2022-06-02,69.72656
2022-06-03,65.42968
2022-06-04,60.35156
2022-06-05,50.97656
2022-06-06,83.20312
2022-06-07,75.78125
2022-06-08,73.63281
2022-06-09,68.94531
2022-06-10,60.9375
2022-06-11,56.83593
2022-06-12,84.57031
2022-06-13,75.19531
2022-06-14,66.60156
2022-06-15,64.84375
2022-06-16,73.4375
2022-06-17,70.3125
2022-06-18,58.98437
2022-06-19,72.85156
2022-06-20,85.35156
2022-06-21,78.90625
2022-06-22,72.65625
2022-06-23,66.40625
2022-06-24,64.0625
2022-06-25,54.88281
2022-06-26,69.33593
2022-06-27,76.17187
2022-06-28,76.5625
2022-06-29,75.19531
2022-06-30,65.42968
2022-07-01,59.57031
2022-07-02,54.6875
2022-07-03,62.5
2022-07-04,85.15625
2022-07-05,79.10156
2022-07-06,78.51562
2022-07-07,67.96875
2022-07-08,67.38281
2022-07-09,51.5625
2022-07-10,59.375
2022-07-11,79.88281
2022-07-12,80.66406
2022-07-13,83.59375
2022-07-14,73.24218
2022-07-15,70.3125
2022-07-16,59.57031
2022-07-17,68.94531
2022-07-18,86.13281
2022-07-19,72.65625
2022-07-20,69.33593
2022-07-21,68.16406
2022-07-22,66.79687
2022-07-23,53.51562
2022-07-24,58.20312
2022-07-25,69.33593
2022-07-26,70.70312
2022-07-27,69.92187
2022-07-28,61.71875
2022-07-29,61.52343
2022-07-30,57.8125
2022-07-31,66.60156
2022-08-01,73.82812
2022-08-02,64.0625
2022-08-03,57.61718
2022-08-04,65.03906
2022-08-05,63.47656
2022-08-06,61.52343
2022-08-07,71.875
2022-08-08,75.58593
2022-08-09,76.75781
2022-08-10,75.97656
2022-08-11,67.38281
2022-08-12,55.46875
2022-08-13,58.78906
2022-08-14,63.08593
2022-08-15,68.94531
2022-08-16,79.88281
2022-08-17,79.29687
2022-08-18,70.50781
2022-08-19,66.60156
2022-08-20,57.61718
2022-08-21,62.10937
2022-08-22,82.8125
2022-08-23,80.27343
2022-08-24,88.28125
2022-08-25,69.14062
2022-08-26,74.41406
2022-08-27,57.42187
2022-08-28,60.54687
2022-08-29,87.5
2022-08-30,68.55468
2022-08-31,62.89062
2022-09-01,61.52343
2022-09-02,54.29687
2022-09-03,54.88281
2022-09-04,60.54687
2022-09-05,66.21093
2022-09-06,66.60156
2022-09-07,60.74218
2022-09-08,49.41406
2022-09-09,47.07031
2022-09-10,41.60156
2022-09-11,46.875
2022-09-12,64.84375
2022-09-13,77.92968
2022-09-14,84.375
2022-09-15,82.22656
2022-09-16,71.875
2022-09-17,72.65625
2022-09-18,66.01562
2022-09-19,88.08593
2022-09-20,82.61718
2022-09-21,78.71093
2022-09-22,72.46093
2022-09-23,76.36718
2022-09-24,68.55468
2022-09-25,61.52343
2022-09-26,80.07812
2022-09-27,86.91406
2022-09-28,77.14843
2022-09-29,72.85156
2022-09-30,68.94531
2022-10-01,63.86718
2022-10-02,56.83593
2022-10-03,82.22656
2022-10-04,74.02343
2022-10-05,70.11718
2022-10-06,74.60937
2022-10-07,56.44531
2022-10-08,54.29687
2022-10-09,65.03906
2022-10-10,83.20312
2022-10-11,83.00781
2022-10-12,87.89062
2022-10-13,76.36718
2022-10-14,74.80468
2022-10-15,55.66406
2022-10-16,78.90625
2022-10-17,74.41406
2022-10-18,70.70312
2022-10-19,71.48437
2022-10-20,66.01562
2022-10-21,58.78906
2022-10-22,57.61718
2022-10-23,63.67187
2022-10-24,79.10156
2022-10-25,81.44531
2022-10-26,67.1875
2022-10-27,73.04687
2022-10-28,55.07812
2022-10-29,56.05468
2022-10-30,42.96875
2022-10-31,67.1875
2022-11-01,75.0
2022-11-02,65.625
2022-11-03,67.57812
2022-11-04,58.59375
2022-11-05,60.54687
2022-11-06,66.40625
2022-11-07,78.71093
2022-11-08,64.84375
2022-11-09,67.77343
2022-11-10,70.11718
2022-11-11,50.78125
2022-11-12,57.03125
2022-11-13,58.20312
2022-11-14,69.14062
2022-11-15,60.74218
2022-11-16,59.375
2022-11-17,68.16406
2022-11-18,61.71875
2022-11-19,50.39062
2022-11-20,65.625
2022-11-21,69.14062
2022-11-22,76.75781
2022-11-23,72.85156
2022-11-24,60.35156
2022-11-25,54.6875
2022-11-26,58.39843
2022-11-27,56.25
2022-11-28,65.23437
2022-11-29,64.0625
2022-11-30,59.96093
2022-12-01,53.51562
2022-12-02,47.26562
2022-12-03,46.09375
2022-12-04,51.75781
2022-12-05,52.34375
2022-12-06,59.57031
2022-12-07,58.98437
2022-12-08,59.17968
2022-12-09,57.61718
2022-12-10,46.28906
2022-12-11,70.11718
2022-12-12,84.375
2022-12-13,67.1875
2022-12-14,67.38281
2022-12-15,55.46875
2022-12-16,65.625
2022-12-17,54.10156
2022-12-18,60.35156
2022-12-19,72.07031
2022-12-20,75.97656
2022-12-21,64.64843
2022-12-22,62.30468
2022-12-23,58.59375
2022-12-24,52.14843
2022-12-25,55.27343
2022-12-26,77.14843
2022-12-27,78.51562
2022-12-28,74.21875
2022-12-29,79.49218
2022-12-30,58.59375
2022-12-31,55.07812
2023-01-01,64.84375
2023-01-02,91.21093
2023-01-03,83.00781
2023-01-04,82.61718
2023-01-05,80.66406
2023-01-06,72.07031
2023-01-07,71.09375
2023-01-08,72.46093
2023-01-09,94.53125
2023-01-10,84.76562
2023-01-11,76.36718
2023-01-12,81.64062
2023-01-13,72.46093
2023-01-14,65.23437
2023-01-15,65.42968
2023-01-16,77.92968
2023-01-17,73.4375
2023-01-18,71.48437
2023-01-19,66.01562
2023-01-20,70.89843
2023-01-21,55.66406
2023-01-22,52.14843
2023-01-23,58.20312
2023-01-24,68.35937
2023-01-25,97.65625
2023-01-26,77.53906
2023-01-27,70.89843
2023-01-28,66.79687
2023-01-29,81.83593
2023-01-30,89.64843
2023-01-31,86.32812
2023-02-01,84.375
2023-02-02,79.10156
2023-02-03,65.625
2023-02-04,68.55468
2023-02-05,75.58593
2023-02-06,95.11718
2023-02-07,77.53906
2023-02-08,76.17187
2023-02-09,76.17187
2023-02-10,67.77343
2023-02-11,75.58593
2023-02-12,77.34375
2023-02-13,100.0
2023-02-14,83.78906
2023-02-15,82.8125
2023-02-16,69.92187
2023-02-17,75.78125
2023-02-18,66.21093
2023-02-19,64.64843
2023-02-20,87.5
2023-02-21,70.3125
2023-02-22,77.34375
2023-02-23,68.55468
2023-02-24,66.40625
2023-02-25,66.79687
2023-02-26,61.32812
2023-02-27,76.5625
2023-02-28,81.64062
2023-03-01,70.89843
2023-03-02,80.85937
2023-03-03,62.30468
2023-03-04,61.52343
2023-03-05,64.25781
2023-03-06,72.26562
2023-03-07,59.17968
2023-03-08,69.53125
2023-03-09,63.86718
2023-03-10,58.00781
2023-03-11,43.16406
2023-03-12,54.29687
2023-03-13,71.09375
2023-03-14,64.0625
2023-03-15,58.00781
2023-03-16,62.69531
2023-03-17,63.47656
2023-03-18,48.82812
2023-03-19,57.42187
2023-03-20,69.14062
2023-03-21,63.47656
2023-03-22,58.20312
2023-03-23,67.38281
2023-03-24,51.95312
2023-03-25,54.6875
2023-03-26,61.32812
2023-03-27,75.78125
2023-03-28,65.03906
2023-03-29,52.34375
2023-03-30,65.82031
2023-03-31,51.75781
2023-04-01,57.8125
2023-04-02,55.66406
2023-04-03,55.27343
2023-04-04,62.69531
2023-04-05,65.42968
2023-04-06,58.78906
2023-04-07,63.28125
2023-04-08,52.14843
2023-04-09,51.95312
2023-04-10,59.17968
2023-04-11,61.52343
2023-04-12,56.64062
2023-04-13,63.08593
2023-04-14,57.42187
2023-04-15,54.10156
2023-04-16,52.34375
2023-04-17,69.33593
2023-04-18,67.1875
2023-04-19,62.10937
2023-04-20,58.20312
2023-04-21,57.8125
2023-04-22,50.0
2023-04-23,63.08593
2023-04-24,63.47656
2023-04-25,64.84375
2023-04-26,63.08593
2023-04-27,67.1875
2023-04-28,51.95312
2023-04-29,54.29687
2023-04-30,55.66406
2023-05-01,73.63281
2023-05-02,61.52343
2023-05-03,56.05468
2023-05-04,55.85937
2023-05-05,53.71093
2023-05-06,56.05468
2023-05-07,60.9375
2023-05-08,65.42968
2023-05-09,65.625
2023-05-10,57.42187
2023-05-11,63.67187
2023-05-12,56.25
2023-05-13,54.10156
2023-05-14,57.22656
2023-05-15,76.75781
2023-05-16,63.47656
2023-05-17,58.98437
2023-05-18,61.91406
2023-05-19,55.07812
2023-05-20,43.75
2023-05-21,59.76562
2023-05-22,72.07031
2023-05-23,64.64843
2023-05-24,59.57031
2023-05-25,60.15625
2023-05-26,50.78125
2023-05-27,51.5625
2023-05-28,58.39843
2023-05-29,72.46093
2023-05-30,71.48437
2023-05-31,57.22656
2023-06-01,55.66406
2023-06-02,52.92968
