date,NH투자증권고객센터
2024-02-25,3.76569
2024-02-26,61.71548
2024-02-27,62.5523
2024-02-28,32.84518
2024-02-29,43.09623
2024-03-01,2.30125
2024-03-02,2.30125
2024-03-03,2.71966
2024-03-04,67.57322
2024-03-05,74.47698
2024-03-06,36.61087
2024-03-07,38.28451
2024-03-08,30.54393
2024-03-09,2.71966
2024-03-10,1.67364
2024-03-11,36.61087
2024-03-12,34.72803
2024-03-13,40.16736
2024-03-14,57.32217
2024-03-15,68.20083
2024-03-17,2.09205
2024-03-18,37.6569
2024-03-19,32.63598
2024-03-20,30.75313
