date,시간외종가
2020-03-20,55.84817
2020-03-21,9.29512
2020-03-22,7.20371
2020-03-23,60.03098
2020-03-24,47.17273
2020-03-25,100.0
2020-03-26,83.4237
2020-03-27,71.0302
2020-03-28,10.30209
2020-03-29,12.70333
2020-03-30,75.13555
2020-03-31,75.9876
2020-04-01,68.31913
2020-04-02,52.7498
2020-04-03,43.84198
2020-04-04,6.11928
2020-04-05,5.26723
2020-04-06,52.59488
2020-04-07,56.62277
2020-04-08,55.6158
2020-04-09,47.48257
2020-04-10,40.27885
2020-04-11,4.5701
2020-04-12,8.05577
2020-04-13,44.15182
2020-04-14,32.68783
2020-04-15,6.35166
2020-04-16,32.61037
2020-04-17,32.45546
2020-04-18,4.80247
2020-04-19,7.90085
2020-04-20,47.40511
2020-04-21,39.27188
2020-04-22,42.06041
2020-04-23,44.61657
2020-04-24,30.36405
2020-04-25,2.71107
2020-04-26,4.10534
2020-04-27,31.13865
2020-04-28,30.05422
2020-04-29,26.18125
2020-04-30,4.49264
2020-05-01,3.40821
2020-05-02,3.33075
2020-05-03,4.33772
2020-05-04,27.65298
2020-05-05,3.02091
2020-05-06,25.48412
2020-05-07,25.71649
2020-05-08,21.68861
2020-05-09,2.86599
2020-05-10,2.94345
2020-05-11,25.48412
2020-05-12,27.11076
2020-05-13,30.67389
2020-05-14,31.9907
2020-05-15,31.75832
2020-05-16,2.86599
2020-05-17,3.64058
2020-05-18,25.25174
2020-05-19,35.70875
2020-05-20,26.95584
2020-05-21,30.59643
2020-05-22,27.4206
2020-05-23,2.32378
2020-05-24,3.71804
2020-05-25,25.71649
2020-05-26,27.0333
2020-05-27,31.68086
2020-05-28,26.64601
2020-05-29,27.49806
2020-05-30,2.16886
2020-05-31,2.47869
2020-06-01,24.47714
2020-06-02,31.83578
2020-06-03,31.21611
2020-06-04,30.05422
2020-06-05,17.73818
2020-06-06,2.94345
2020-06-07,3.56312
2020-06-08,26.56855
2020-06-09,25.87141
2020-06-10,26.41363
2020-06-11,27.4206
2020-06-12,36.1735
2020-06-13,2.63361
2020-06-14,1.93648
2020-06-15,29.74438
2020-06-16,62.89697
2020-06-17,35.08907
2020-06-18,30.36405
2020-06-19,24.08985
2020-06-20,2.32378
2020-06-21,3.17583
2020-06-22,27.49806
2020-06-23,26.10379
2020-06-24,30.20914
2020-06-25,24.5546
2020-06-26,17.5058
2020-06-27,1.54918
2020-06-28,2.0914
2020-06-29,23.39271
2020-06-30,21.22385
2020-07-01,21.92099
2020-07-02,34.54686
2020-07-03,21.61115
2020-07-04,2.16886
2020-07-05,2.0914
2020-07-06,25.3292
2020-07-07,28.81487
2020-07-08,20.7591
2020-07-09,24.47714
2020-07-10,18.97753
2020-07-11,2.86599
2020-07-12,2.32378
2020-07-13,24.08985
2020-07-14,26.80092
2020-07-15,24.9419
2020-07-16,18.66769
2020-07-17,17.73818
2020-07-18,1.78156
2020-07-19,1.78156
2020-07-20,22.38574
2020-07-21,31.13865
2020-07-22,30.05422
2020-07-23,34.0821
2020-07-24,36.5608
2020-07-25,4.64756
2020-07-26,6.11928
2020-07-27,35.78621
2020-07-28,27.8079
2020-07-29,28.65995
2020-07-30,25.79395
2020-07-31,25.56158
2020-08-01,1.93648
2020-08-02,3.64058
2020-08-03,31.9907
2020-08-04,29.74438
2020-08-05,28.04027
2020-08-06,33.23005
2020-08-07,28.35011
2020-08-08,3.09837
2020-08-09,4.64756
2020-08-10,36.09604
2020-08-11,34.0821
2020-08-12,30.36405
2020-08-13,34.77924
2020-08-14,29.20216
2020-08-15,2.24632
2020-08-16,2.16886
2020-08-17,4.95739
2020-08-18,37.02556
2020-08-19,29.35708
2020-08-20,35.08907
2020-08-21,26.02633
2020-08-22,2.71107
2020-08-23,4.10534
2020-08-24,30.36405
2020-08-25,26.72347
2020-08-26,37.41285
2020-08-27,31.9907
2020-08-28,27.88536
2020-08-29,3.33075
2020-08-30,4.26026
2020-08-31,41.90549
2020-09-01,34.70178
2020-09-02,33.77226
2020-09-03,35.16653
2020-09-04,42.91247
2020-09-05,5.73199
2020-09-06,5.11231
2020-09-07,35.32145
2020-09-08,43.68706
2020-09-09,41.28582
2020-09-10,53.67931
2020-09-11,37.10302
2020-09-12,4.95739
2020-09-13,5.49961
2020-09-14,28.96979
2020-09-15,30.36405
2020-09-16,31.68086
2020-09-17,27.11076
2020-09-18,23.16034
2020-09-19,1.54918
2020-09-20,2.63361
2020-09-21,23.93493
2020-09-22,28.96979
2020-09-23,23.85747
2020-09-24,23.31525
2020-09-25,20.99147
2020-09-26,2.16886
2020-09-27,2.71107
2020-09-28,20.52672
2020-09-29,23.00542
2020-09-30,1.47172
2020-10-01,1.47172
2020-10-02,2.01394
2020-10-03,1.62664
2020-10-04,2.16886
2020-10-05,24.24477
2020-10-06,22.77304
2020-10-07,17.73818
2020-10-08,18.74515
2020-10-09,1.85902
2020-10-10,2.24632
2020-10-11,2.0914
2020-10-12,23.85747
2020-10-13,24.47714
2020-10-14,21.53369
2020-10-15,19.82958
2020-10-16,17.35089
2020-10-17,1.23934
