date,환전수수료
2020-03-20,31.10687
2020-03-21,11.64122
2020-03-22,12.59541
2020-03-23,27.19465
2020-03-24,18.03435
2020-03-25,13.74045
2020-03-26,14.69465
2020-03-27,15.64885
2020-03-28,6.2977
2020-03-29,7.63358
2020-03-30,10.30534
2020-03-31,10.5916
2020-04-01,11.5458
2020-04-02,12.78625
2020-04-03,10.20992
2020-04-04,7.34732
2020-04-05,5.91603
2020-04-06,9.35114
2020-04-07,10.49618
2020-04-08,9.25572
2020-04-09,9.92366
2020-04-10,9.44656
2020-04-11,5.24809
2020-04-12,6.20229
2020-04-13,10.49618
2020-04-14,13.35877
2020-04-15,9.06488
2020-04-16,13.16793
2020-04-17,9.44656
2020-04-18,5.91603
2020-04-19,3.24427
2020-04-20,10.1145
2020-04-21,10.78244
2020-04-22,10.30534
2020-04-23,10.68702
2020-04-24,10.30534
2020-04-25,5.15267
2020-04-26,5.43893
2020-04-27,9.92366
2020-04-28,7.2519
2020-04-29,9.35114
2020-04-30,5.53435
2020-05-01,5.24809
2020-05-02,5.72519
2020-05-03,5.62977
2020-05-04,9.73282
2020-05-05,4.77099
2020-05-06,8.2061
2020-05-07,6.48854
2020-05-08,6.58396
2020-05-09,3.53053
2020-05-10,3.62595
2020-05-11,8.96946
2020-05-12,6.48854
2020-05-13,6.67938
2020-05-14,7.06106
2020-05-15,6.58396
2020-05-16,3.05343
2020-05-17,3.43511
2020-05-18,8.11068
2020-05-19,7.53816
2020-05-20,10.40076
2020-05-21,10.78244
2020-05-22,9.82824
2020-05-23,4.86641
2020-05-24,5.34351
2020-05-25,10.49618
2020-05-26,10.30534
2020-05-27,8.6832
2020-05-28,9.06488
2020-05-29,7.44274
2020-05-30,4.38931
2020-05-31,5.62977
2020-06-01,8.6832
2020-06-02,8.01526
2020-06-03,8.49236
2020-06-04,9.44656
2020-06-05,8.96946
2020-06-06,3.24427
2020-06-07,3.72137
2020-06-08,8.39694
2020-06-09,11.73664
2020-06-10,10.87786
2020-06-11,12.0229
2020-06-12,10.78244
2020-06-13,4.67557
2020-06-14,5.24809
2020-06-15,9.06488
2020-06-16,6.96564
2020-06-17,5.91603
2020-06-18,5.15267
2020-06-19,6.48854
2020-06-20,3.05343
2020-06-21,3.91221
2020-06-22,7.53816
2020-06-23,7.729
2020-06-24,9.44656
2020-06-25,6.01145
2020-06-26,6.58396
2020-06-27,3.05343
2020-06-28,3.81679
2020-06-29,6.10687
2020-06-30,7.91984
2020-07-01,7.53816
2020-07-02,6.2977
2020-07-03,5.62977
2020-07-04,2.86259
2020-07-05,2.67175
2020-07-06,7.44274
2020-07-07,8.87404
2020-07-08,7.15648
2020-07-09,7.2519
2020-07-10,6.7748
2020-07-11,4.48473
2020-07-12,3.91221
2020-07-13,8.30152
2020-07-14,7.82442
2020-07-15,8.01526
2020-07-16,7.63358
2020-07-17,7.15648
2020-07-18,3.14885
2020-07-19,4.29389
2020-07-20,7.2519
2020-07-21,9.06488
2020-07-22,7.34732
2020-07-23,7.2519
2020-07-24,7.34732
2020-07-25,5.15267
2020-07-26,3.62595
2020-07-27,8.6832
2020-07-28,9.6374
2020-07-29,8.96946
2020-07-30,9.6374
2020-07-31,9.73282
2020-08-01,4.38931
2020-08-02,5.05725
2020-08-03,8.87404
2020-08-04,8.01526
2020-08-05,7.91984
2020-08-06,8.96946
2020-08-07,8.39694
2020-08-08,3.14885
2020-08-09,4.00763
2020-08-10,8.87404
2020-08-11,8.77862
2020-08-12,7.729
2020-08-13,8.01526
2020-08-14,5.05725
2020-08-15,3.05343
2020-08-16,4.86641
2020-08-17,4.38931
2020-08-18,8.01526
2020-08-19,8.39694
2020-08-20,6.20229
2020-08-21,8.77862
2020-08-22,5.62977
2020-08-23,3.91221
2020-08-24,7.729
2020-08-25,11.16412
2020-08-26,12.21374
2020-08-27,10.68702
2020-08-28,9.1603
2020-08-29,4.38931
2020-08-30,4.67557
2020-08-31,10.5916
2020-09-01,14.40839
2020-09-02,13.16793
2020-09-03,10.1145
2020-09-04,11.35496
2020-09-05,4.58015
2020-09-06,5.62977
2020-09-07,10.01908
2020-09-08,8.6832
2020-09-09,8.96946
2020-09-10,9.25572
2020-09-11,6.58396
2020-09-12,3.53053
2020-09-13,3.05343
2020-09-14,7.53816
2020-09-15,10.20992
2020-09-16,8.58778
2020-09-17,9.73282
2020-09-18,12.0229
2020-09-19,4.67557
2020-09-20,4.67557
2020-09-21,8.77862
2020-09-22,9.25572
2020-09-23,9.1603
2020-09-24,8.01526
2020-09-25,5.24809
2020-09-26,3.43511
2020-09-27,3.53053
2020-09-28,6.20229
2020-09-29,6.39312
2020-09-30,4.48473
2020-10-01,3.33969
2020-10-02,4.86641
2020-10-03,4.86641
2020-10-04,5.15267
2020-10-05,8.30152
2020-10-06,8.49236
2020-10-07,10.78244
2020-10-08,9.73282
2020-10-09,5.82061
2020-10-10,7.63358
2020-10-11,5.91603
2020-10-12,13.26335
2020-10-13,12.30916
2020-10-14,9.82824
2020-10-15,8.01526
2020-10-16,6.96564
2020-10-17,2.95801
2020-10-18,2.95801
2020-10-19,9.25572
2020-10-20,8.77862
2020-10-21,9.1603
2020-10-22,10.20992
2020-10-23,10.5916
2020-10-24,5.53435
2020-10-25,6.39312
2020-10-26,10.30534
2020-10-27,10.30534
2020-10-28,7.63358
2020-10-29,8.01526
2020-10-30,5.15267
2020-10-31,3.24427
2020-11-01,3.62595
2020-11-02,7.15648
2020-11-03,6.2977
2020-11-04,6.67938
2020-11-05,8.6832
2020-11-06,8.2061
2020-11-07,4.96183
2020-11-08,5.15267
2020-11-09,13.45419
2020-11-10,13.93129
2020-11-11,10.78244
2020-11-12,11.83206
2020-11-13,10.49618
2020-11-14,5.53435
2020-11-15,4.00763
2020-11-16,8.87404
2020-11-17,10.87786
2020-11-18,13.35877
2020-11-19,10.68702
2020-11-20,8.30152
2020-11-21,4.58015
2020-11-22,4.29389
2020-11-23,10.87786
2020-11-24,12.97709
2020-11-25,10.97328
2020-11-26,11.83206
2020-11-27,11.16412
2020-11-28,7.2519
2020-11-29,5.34351
2020-11-30,11.16412
2020-12-01,11.16412
2020-12-02,11.92748
2020-12-03,26.24045
2020-12-04,34.44656
2020-12-05,20.61068
2020-12-06,17.27099
2020-12-07,24.33206
2020-12-08,27.57633
2020-12-09,21.85114
2020-12-10,15.83969
2020-12-11,14.02671
2020-12-12,8.49236
2020-12-13,8.77862
2020-12-14,12.97709
2020-12-15,13.35877
2020-12-16,16.60305
2020-12-17,13.93129
2020-12-18,15.36259
2020-12-19,6.87022
2020-12-20,6.87022
2020-12-21,11.16412
2020-12-22,11.92748
2020-12-23,10.30534
2020-12-24,12.11832
2020-12-25,6.39312
2020-12-26,3.81679
2020-12-27,6.10687
2020-12-28,12.0229
2020-12-29,11.5458
2020-12-30,14.31297
2020-12-31,11.64122
2021-01-01,7.82442
2021-01-02,7.2519
2021-01-03,7.2519
2021-01-04,16.69847
2021-01-05,16.88931
2021-01-06,12.11832
2021-01-07,14.69465
2021-01-08,16.88931
2021-01-09,9.6374
2021-01-10,7.2519
2021-01-11,13.26335
2021-01-12,11.92748
2021-01-13,12.59541
2021-01-14,12.11832
2021-01-15,12.5
2021-01-16,6.2977
2021-01-17,5.53435
2021-01-18,10.68702
2021-01-19,11.0687
2021-01-20,9.25572
2021-01-21,13.16793
2021-01-22,9.82824
2021-01-23,7.2519
2021-01-24,6.39312
2021-01-25,10.20992
2021-01-26,14.21755
2021-01-27,11.35496
2021-01-28,13.26335
2021-01-29,11.25954
2021-01-30,6.58396
2021-01-31,6.20229
2021-02-01,11.64122
2021-02-02,8.96946
2021-02-03,10.49618
2021-02-04,9.73282
2021-02-05,9.06488
2021-02-06,6.20229
2021-02-07,4.86641
2021-02-08,8.39694
2021-02-09,10.20992
2021-02-10,12.5
2021-02-11,8.2061
2021-02-12,7.91984
2021-02-13,6.67938
2021-02-14,5.05725
2021-02-15,11.64122
2021-02-16,14.50381
2021-02-17,12.40458
2021-02-18,10.87786
2021-02-19,10.1145
2021-02-20,6.58396
2021-02-21,6.67938
2021-02-22,8.2061
2021-02-23,12.0229
2021-02-24,9.44656
2021-02-25,7.63358
2021-02-26,8.87404
2021-02-27,6.20229
2021-02-28,3.91221
2021-03-01,7.06106
2021-03-02,7.91984
2021-03-03,9.25572
2021-03-04,8.49236
2021-03-05,7.729
2021-03-06,4.38931
2021-03-07,5.82061
2021-03-08,8.77862
2021-03-09,9.1603
2021-03-10,8.77862
2021-03-11,8.77862
2021-03-12,9.35114
2021-03-13,4.96183
2021-03-14,5.53435
2021-03-15,8.58778
2021-03-16,6.48854
2021-03-17,6.58396
2021-03-18,7.44274
2021-03-19,6.96564
2021-03-20,5.05725
2021-03-21,4.29389
2021-03-22,6.67938
2021-03-23,6.2977
2021-03-24,5.72519
2021-03-25,8.30152
2021-03-26,6.48854
2021-03-27,3.72137
2021-03-28,4.77099
2021-03-29,7.91984
2021-03-30,6.39312
2021-03-31,7.82442
2021-04-01,8.39694
2021-04-02,6.67938
2021-04-03,5.24809
2021-04-04,6.48854
2021-04-05,9.06488
2021-04-06,11.5458
2021-04-07,11.25954
2021-04-08,8.39694
2021-04-09,8.30152
2021-04-10,4.48473
2021-04-11,4.10305
2021-04-12,8.96946
2021-04-13,8.01526
2021-04-14,9.54198
2021-04-15,7.53816
2021-04-16,9.06488
2021-04-17,5.15267
2021-04-18,5.43893
