date,코인전망
2020-03-20,0.42045
2020-03-21,0.28513
2020-03-22,0.27546
2020-03-23,0.39628
2020-03-24,0.38662
2020-03-25,0.32379
2020-03-26,0.34796
2020-03-27,0.29479
2020-03-28,0.38179
2020-03-29,0.30929
2020-03-30,0.29963
2020-03-31,0.27063
2020-04-01,0.2658
2020-04-02,0.22714
2020-04-03,0.2658
2020-04-04,0.19331
2020-04-05,0.16431
2020-04-06,0.29963
2020-04-07,0.33346
2020-04-08,0.40595
2020-04-09,0.2223
2020-04-10,0.30929
2020-04-11,0.25613
2020-04-12,0.16914
2020-04-13,0.24647
2020-04-14,0.2078
2020-04-15,0.22714
2020-04-16,0.32862
2020-04-17,0.22714
2020-04-18,0.15948
2020-04-19,0.18364
2020-04-20,0.16431
2020-04-21,0.31896
2020-04-22,0.27063
2020-04-23,0.16914
2020-04-24,0.2368
2020-04-25,0.13531
2020-04-26,0.24647
2020-04-27,0.20297
2020-04-28,0.21264
2020-04-29,0.22714
2020-04-30,0.39628
2020-05-01,0.26097
2020-05-02,0.18847
2020-05-03,0.2223
2020-05-04,0.2513
2020-05-05,0.24647
2020-05-06,0.23197
2020-05-07,0.23197
2020-05-08,0.18847
2020-05-09,0.18364
2020-05-10,0.43011
2020-05-11,0.39145
2020-05-12,0.33346
2020-05-13,0.2368
2020-05-14,0.25613
2020-05-15,0.20297
2020-05-16,0.20297
2020-05-17,0.14015
2020-05-18,0.30446
2020-05-19,0.29963
2020-05-20,0.21264
2020-05-21,0.22714
2020-05-22,0.25613
2020-05-23,0.17398
2020-05-24,0.19814
2020-05-25,0.22714
2020-05-26,0.31896
2020-05-27,0.15948
2020-05-28,0.13531
2020-05-29,0.19814
2020-05-30,0.12565
2020-05-31,0.2223
2020-06-01,0.30929
2020-06-02,0.29479
2020-06-03,0.24163
2020-06-04,0.22714
2020-06-05,0.16431
2020-06-06,0.12081
2020-06-07,0.20297
2020-06-08,0.18847
2020-06-09,0.2078
2020-06-10,0.17398
2020-06-11,0.12565
2020-06-12,0.24647
2020-06-13,0.09665
2020-06-14,0.12081
2020-06-15,0.18364
2020-06-16,0.10148
2020-06-17,0.16914
2020-06-18,0.14981
2020-06-19,0.19331
2020-06-20,0.12565
2020-06-21,0.16431
2020-06-22,0.19331
2020-06-23,0.21747
2020-06-24,0.2223
2020-06-25,0.29963
2020-06-26,0.16914
2020-06-27,0.10632
2020-06-28,0.23197
2020-06-29,0.2658
2020-06-30,0.21264
2020-07-01,0.14498
2020-07-02,0.18847
2020-07-03,0.15948
2020-07-04,0.14981
2020-07-05,0.15948
2020-07-06,0.2223
2020-07-07,0.13048
2020-07-08,0.19814
2020-07-09,0.21747
2020-07-10,0.19331
2020-07-11,0.11115
2020-07-12,0.14981
2020-07-13,0.15464
2020-07-14,0.16431
2020-07-15,0.15948
2020-07-16,0.15464
2020-07-17,0.11598
2020-07-18,0.18847
2020-07-19,0.17881
2020-07-20,0.13048
2020-07-21,0.14498
2020-07-22,0.16914
2020-07-23,0.18847
2020-07-24,0.2223
2020-07-25,0.14498
2020-07-26,0.21747
2020-07-27,0.38662
2020-07-28,0.41078
2020-07-29,0.30929
2020-07-30,0.30929
2020-07-31,0.24163
2020-08-01,0.36245
2020-08-02,0.60409
2020-08-03,0.30446
2020-08-04,0.23197
2020-08-05,0.26097
2020-08-06,0.33346
2020-08-07,0.21264
2020-08-08,0.21264
2020-08-09,0.2368
2020-08-10,0.23197
2020-08-11,0.31896
2020-08-12,0.40595
2020-08-13,0.28996
2020-08-14,0.24163
2020-08-15,0.33829
2020-08-16,0.26097
2020-08-17,0.30929
2020-08-18,0.35279
2020-08-19,0.37212
2020-08-20,0.23197
2020-08-21,0.30446
2020-08-22,0.30446
2020-08-23,0.2368
2020-08-24,0.33829
2020-08-25,0.31413
2020-08-26,0.34312
2020-08-27,0.31896
2020-08-28,0.2803
2020-08-29,0.15948
2020-08-30,0.21264
2020-08-31,0.30929
2020-09-01,0.25613
2020-09-02,0.34796
2020-09-03,0.39628
2020-09-04,0.53643
2020-09-05,0.38179
2020-09-06,0.64759
2020-09-07,0.38662
2020-09-08,0.38662
2020-09-09,0.2658
2020-09-10,0.21264
2020-09-11,0.21264
2020-09-12,0.21747
2020-09-13,0.11598
2020-09-14,0.2368
2020-09-15,0.18847
2020-09-16,0.33829
2020-09-17,0.2368
2020-09-18,0.14015
2020-09-19,0.10148
2020-09-20,0.11115
2020-09-21,0.46878
2020-09-22,0.34312
2020-09-23,0.24647
2020-09-24,0.35762
2020-09-25,0.2223
2020-09-26,0.24647
2020-09-27,0.14981
2020-09-28,0.22714
2020-09-29,0.18847
2020-09-30,0.15948
2020-10-01,0.14498
2020-10-02,0.28996
2020-10-03,0.16914
2020-10-04,0.19331
2020-10-05,0.32862
2020-10-06,0.40112
2020-10-07,0.42528
2020-10-08,0.34312
2020-10-09,0.2078
2020-10-10,0.18847
2020-10-11,0.19814
2020-10-12,0.28996
2020-10-13,0.30446
2020-10-14,0.26097
2020-10-15,0.2513
2020-10-16,0.24647
2020-10-17,0.09182
2020-10-18,0.14498
2020-10-19,0.21264
2020-10-20,0.18364
2020-10-21,0.21264
2020-10-22,0.20297
2020-10-23,0.15948
2020-10-24,0.11598
2020-10-25,0.14015
2020-10-26,0.19814
2020-10-27,0.31413
2020-10-28,0.2803
2020-10-29,0.21264
2020-10-30,0.17881
2020-10-31,0.14498
2020-11-01,0.19331
2020-11-02,0.18364
2020-11-03,0.2513
2020-11-04,0.19814
2020-11-05,0.2223
2020-11-06,0.34312
2020-11-07,0.23197
2020-11-08,0.19331
2020-11-09,0.18847
2020-11-10,0.18364
2020-11-11,0.17881
2020-11-12,0.14015
2020-11-13,0.19331
2020-11-14,0.14981
2020-11-15,0.15948
2020-11-16,0.24647
2020-11-17,0.35279
2020-11-18,0.47844
2020-11-19,0.23197
2020-11-20,0.30446
2020-11-21,0.45911
2020-11-22,0.43495
2020-11-23,0.59926
2020-11-24,1.01488
2020-11-25,0.64759
2020-11-26,1.07287
2020-11-27,0.53643
2020-11-28,0.45428
2020-11-29,0.41078
2020-11-30,0.62826
2020-12-01,0.48327
2020-12-02,0.44461
2020-12-03,0.41078
2020-12-04,0.42528
2020-12-05,0.37695
2020-12-06,0.32862
2020-12-07,0.33829
2020-12-08,0.34312
2020-12-09,0.63792
2020-12-10,0.2658
2020-12-11,0.32379
2020-12-12,0.25613
2020-12-13,0.23197
2020-12-14,0.32379
2020-12-15,0.31413
2020-12-16,0.41561
2020-12-17,0.57026
2020-12-18,0.41078
2020-12-19,0.44944
2020-12-20,0.45428
2020-12-21,0.42045
2020-12-22,0.46394
2020-12-23,0.69592
2020-12-24,0.76841
2020-12-25,0.40112
2020-12-26,0.42045
2020-12-27,0.61859
2020-12-28,0.46878
2020-12-29,0.58959
2020-12-30,0.65242
2020-12-31,0.54127
2021-01-01,0.43495
2021-01-02,0.58959
2021-01-03,0.98588
2021-01-04,1.14537
2021-01-05,0.82157
2021-01-06,0.97622
2021-01-07,1.24685
2021-01-08,1.29035
2021-01-09,0.96172
2021-01-10,1.20336
2021-01-11,2.16025
2021-01-12,1.14053
2021-01-13,0.82157
2021-01-14,0.8119
2021-01-15,0.78291
2021-01-16,0.61859
2021-01-17,0.74908
2021-01-18,0.64276
2021-01-19,0.68142
