date,자동차보험료비교견적사이트
2023-05-29,44.25446
2023-05-30,69.75106
2023-05-31,68.77042
2023-06-01,67.7395
2023-06-02,53.65853
2023-06-03,25.044
2023-06-04,27.3573
2023-06-05,69.27332
2023-06-06,31.40558
2023-06-07,74.35252
2023-06-08,68.46869
2023-06-09,59.34121
2023-06-10,28.9917
2023-06-11,34.87553
2023-06-12,78.6271
2023-06-13,76.66582
2023-06-14,74.25194
2023-06-15,70.02765
2023-06-16,59.06462
2023-06-17,26.47724
2023-06-18,30.82725
2023-06-19,69.92708
2023-06-20,65.72793
2023-06-21,65.97938
2023-06-22,63.08775
2023-06-23,53.96027
2023-06-24,26.65325
2023-06-25,24.8177
2023-06-26,69.12245
2023-06-27,68.21724
2023-06-28,55.69524
2023-06-29,58.98918
2023-06-30,46.39175
2023-07-01,28.89112
2023-07-02,29.46944
2023-07-03,61.30248
2023-07-04,60.27156
2023-07-05,54.84033
2023-07-06,53.23107
2023-07-07,48.6799
2023-07-08,25.7229
2023-07-09,28.71511
2023-07-10,60.22127
2023-07-11,51.16922
2023-07-12,50.81719
2023-07-13,48.57933
2023-07-14,42.44405
2023-07-15,22.20266
2023-07-16,25.92406
2023-07-17,52.02413
2023-07-18,49.68569
2023-07-19,49.6354
2023-07-20,47.49811
2023-07-21,40.38219
2023-07-22,20.36711
2023-07-23,24.11365
2023-07-24,48.88106
2023-07-25,52.87905
2023-07-26,42.82122
2023-07-27,49.20794
2023-07-28,39.22554
2023-07-29,22.70555
2023-07-30,20.34196
2023-07-31,55.79582
2023-08-01,51.09378
2023-08-02,47.90042
2023-08-03,45.36082
2023-08-04,40.38219
2023-08-05,22.15237
2023-08-06,23.45989
2023-08-07,50.89263
2023-08-08,47.69927
2023-08-09,39.37641
2023-08-10,36.76137
2023-08-11,34.0709
2023-08-12,14.00553
2023-08-13,14.25697
2023-08-14,41.0611
2023-08-15,20.59341
2023-08-16,51.77269
2023-08-17,43.65099
2023-08-18,38.32034
2023-08-19,15.84108
2023-08-20,16.34397
2023-08-21,50.5406
2023-08-22,43.24867
2023-08-23,36.96253
2023-08-24,40.18104
2023-08-25,32.98969
2023-08-26,13.27633
2023-08-27,14.18154
2023-08-28,47.67412
2023-08-29,40.25647
2023-08-30,40.53306
2023-08-31,40.1056
2023-09-01,33.59316
2023-09-02,14.8353
2023-09-03,17.52577
2023-09-04,49.45939
2023-09-05,42.56977
2023-09-06,40.78451
2023-09-07,38.29519
2023-09-08,30.8524
2023-09-09,11.1139
2023-09-10,14.18154
2023-09-11,44.53105
2023-09-12,44.32989
2023-09-13,41.56399
2023-09-14,40.40734
2023-09-15,41.01081
2023-09-16,19.81393
2023-09-17,19.51219
2023-09-18,48.73019
2023-09-19,47.5484
2023-09-20,41.5137
2023-09-21,35.7053
2023-09-22,30.8524
2023-09-23,17.45033
2023-09-24,17.65149
2023-09-25,46.94493
2023-09-26,45.88886
2023-09-27,24.23937
2023-09-28,6.00955
2023-09-29,5.0792
2023-09-30,6.96504
2023-10-01,7.49308
2023-10-02,11.86824
2023-10-03,18.0538
2023-10-04,64.26954
2023-10-05,57.20392
2023-10-06,46.19059
2023-10-07,22.83127
2023-10-08,25.44631
2023-10-09,31.48101
2023-10-10,59.64294
2023-10-11,60.04526
2023-10-12,54.91576
2023-10-13,45.61227
2023-10-14,22.93185
2023-10-15,28.61453
2023-10-16,58.78803
2023-10-17,47.85013
2023-10-18,45.83857
2023-10-19,43.65099
2023-10-20,37.76716
2023-10-21,19.58762
2023-10-22,20.56826
2023-10-23,50.03771
2023-10-24,45.10937
2023-10-25,47.22152
2023-10-26,42.4189
2023-10-27,37.21398
2023-10-28,20.24138
2023-10-29,21.04601
2023-10-30,54.86547
2023-10-31,51.64697
2023-11-01,55.82097
2023-11-02,49.15765
2023-11-03,38.37063
2023-11-04,28.66482
2023-11-05,34.39778
2023-11-06,59.34121
2023-11-07,57.25421
2023-11-08,51.16922
2023-11-09,55.61981
2023-11-10,51.99899
2023-11-11,30.02263
2023-11-12,33.76917
2023-11-13,58.41086
2023-11-14,51.42066
2023-11-15,54.51345
2023-11-16,50.18858
2023-11-17,46.44204
2023-11-18,33.21599
2023-11-19,32.96454
2023-11-20,53.78425
2023-11-21,48.80563
2023-11-22,44.10359
2023-11-23,39.75358
2023-11-24,36.96253
2023-11-25,20.99572
2023-11-26,22.07694
2023-11-27,45.4614
2023-11-28,44.70706
2023-11-29,43.3744
2023-11-30,41.16167
2023-12-01,34.97611
2023-12-02,21.57405
2023-12-03,23.51018
2023-12-04,54.66431
2023-12-05,45.83857
2023-12-06,44.88307
2023-12-07,39.30098
2023-12-08,38.14432
2023-12-09,21.44832
2023-12-10,20.84485
2023-12-11,46.46718
2023-12-12,45.10937
2023-12-13,40.75936
2023-12-14,42.54463
2023-12-15,38.29519
2023-12-16,19.0093
2023-12-17,21.97636
2023-12-18,49.58511
2023-12-19,48.55418
2023-12-20,47.27181
2023-12-21,50.86748
2023-12-22,35.27784
2023-12-23,19.66306
2023-12-24,16.29368
2023-12-25,21.37289
2023-12-26,52.90419
2023-12-27,49.50968
2023-12-28,45.2351
2023-12-29,38.72265
2023-12-30,19.86421
2023-12-31,23.78677
2024-01-01,27.45788
2024-01-02,62.8363
2024-01-03,62.78601
2024-01-04,56.97762
2024-01-05,48.93135
2024-01-06,22.15237
2024-01-07,28.43852
2024-01-08,70.958
2024-01-09,60.523
2024-01-10,54.06084
2024-01-11,54.81518
2024-01-12,55.24264
2024-01-13,28.41337
2024-01-14,28.08649
2024-01-15,60.22127
2024-01-16,55.56952
2024-01-17,50.89263
2024-01-18,52.27558
2024-01-19,88.18204
2024-01-20,36.40935
2024-01-21,32.31078
2024-01-22,72.79356
2024-01-23,65.85365
2024-01-24,53.60824
2024-01-25,48.05129
2024-01-26,45.96429
2024-01-27,23.58561
2024-01-28,26.25094
2024-01-29,59.29092
2024-01-30,53.75911
2024-01-31,49.83656
2024-02-01,49.68569
2024-02-02,47.14609
2024-02-03,20.39225
2024-02-04,26.37666
2024-02-05,68.36811
2024-02-06,52.32587
2024-02-07,51.79783
2024-02-08,44.85793
2024-02-09,23.51018
2024-02-10,24.94342
2024-02-11,24.28966
2024-02-12,33.56801
2024-02-13,77.04299
2024-02-14,70.17852
2024-02-15,68.61956
2024-02-16,61.35277
2024-02-17,27.15614
2024-02-18,33.11541
2024-02-19,69.95222
2024-02-20,57.90797
2024-02-21,58.98918
2024-02-22,50.46517
2024-02-23,54.61403
2024-02-24,30.19864
2024-02-25,29.77118
2024-02-26,59.51722
2024-02-27,59.79381
2024-02-28,56.55016
2024-02-29,63.51521
2024-03-01,37.59114
2024-03-02,28.43852
2024-03-03,35.65501
2024-03-04,82.04676
2024-03-05,79.88433
2024-03-06,69.19788
2024-03-07,64.64671
2024-03-08,66.68342
2024-03-09,33.8446
2024-03-10,37.81745
2024-03-11,67.84008
2024-03-12,67.11088
2024-03-13,61.65451
2024-03-14,53.78425
2024-03-15,57.17877
2024-03-16,28.33794
2024-03-17,33.86975
2024-03-18,68.72014
2024-03-19,63.51521
2024-03-20,62.13226
