date,채권ETF
2023-05-28,10.35386
2023-05-29,14.15465
2023-05-30,19.39711
2023-05-31,16.25163
2023-06-01,15.46526
2023-06-02,17.43119
2023-06-03,8.65006
2023-06-04,12.71297
2023-06-05,18.7418
2023-06-06,12.58191
2023-06-07,15.3342
2023-06-08,15.72739
2023-06-09,15.46526
2023-06-10,13.10615
2023-06-11,10.2228
2023-06-12,16.38269
2023-06-13,22.54259
2023-06-14,18.87287
2023-06-15,19.92136
2023-06-16,16.25163
2023-06-17,12.18872
2023-06-18,14.54783
2023-06-19,17.30013
2023-06-20,21.10091
2023-06-21,14.67889
2023-06-22,16.77588
2023-06-23,14.54783
2023-06-24,7.86369
2023-06-25,8.91218
2023-06-26,11.53342
2023-06-27,14.02359
2023-06-28,11.14023
2023-06-29,13.76146
2023-06-30,14.54783
2023-07-01,7.47051
2023-07-02,11.66448
2023-07-03,14.94102
2023-07-04,14.15465
2023-07-05,14.41677
2023-07-06,14.28571
2023-07-07,18.61074
2023-07-08,9.82961
2023-07-09,10.87811
2023-07-10,21.62516
2023-07-11,20.57667
2023-07-12,14.80996
2023-07-13,18.61074
2023-07-14,15.20314
2023-07-15,11.27129
2023-07-16,14.41677
2023-07-17,19.39711
2023-07-18,16.25163
2023-07-19,13.49934
2023-07-20,14.67889
2023-07-21,14.15465
2023-07-22,11.40235
2023-07-23,11.27129
2023-07-24,15.46526
2023-07-25,17.56225
2023-07-26,13.76146
2023-07-27,15.59633
2023-07-28,21.62516
2023-07-29,14.94102
2023-07-30,13.6304
2023-07-31,20.05242
2023-08-01,21.75622
2023-08-02,20.70773
2023-08-03,20.96985
2023-08-04,26.34338
2023-08-05,16.77588
2023-08-06,15.07208
2023-08-07,19.26605
2023-08-08,19.26605
2023-08-09,19.65923
2023-08-10,16.77588
2023-08-11,17.69331
2023-08-12,11.53342
2023-08-13,14.15465
2023-08-14,16.90694
2023-08-15,16.25163
2023-08-16,17.16906
2023-08-17,24.50851
2023-08-18,25.68807
2023-08-19,14.94102
2023-08-20,9.96068
2023-08-21,17.43119
2023-08-22,23.98427
2023-08-23,24.63958
2023-08-24,20.83879
2023-08-25,11.66448
2023-08-26,6.8152
2023-08-27,9.96068
2023-08-28,16.51376
2023-08-29,19.92136
2023-08-30,16.90694
2023-08-31,13.6304
2023-09-01,13.49934
2023-09-02,6.94626
2023-09-03,11.53342
2023-09-04,15.46526
2023-09-05,14.54783
2023-09-06,14.54783
2023-09-07,13.76146
2023-09-08,15.59633
2023-09-09,7.86369
2023-09-10,8.91218
2023-09-11,13.76146
2023-09-12,13.49934
2023-09-13,15.3342
2023-09-14,13.49934
2023-09-15,13.23722
2023-09-16,10.87811
2023-09-17,8.25688
2023-09-18,11.27129
2023-09-19,12.97509
2023-09-20,11.9266
2023-09-21,15.98951
2023-09-22,15.98951
2023-09-23,9.30537
2023-09-24,12.31979
2023-09-25,15.59633
2023-09-26,24.11533
2023-09-27,15.72739
2023-09-28,7.86369
2023-09-29,7.20838
2023-09-30,6.55307
2023-10-01,8.519
2023-10-02,10.2228
2023-10-03,18.47968
2023-10-04,37.48361
2023-10-05,27.12975
2023-10-06,26.34338
2023-10-07,29.09567
2023-10-08,28.3093
2023-10-09,24.63958
2023-10-10,26.86762
2023-10-11,25.03276
2023-10-12,22.14941
2023-10-13,17.43119
2023-10-14,11.14023
2023-10-15,13.76146
2023-10-16,20.83879
2023-10-17,19.26605
2023-10-18,21.36304
2023-10-19,35.1245
2023-10-20,36.30406
2023-10-21,22.54259
2023-10-22,19.65923
2023-10-23,32.37221
2023-10-24,24.11533
2023-10-25,23.06684
2023-10-26,29.75098
2023-10-27,25.95019
2023-10-28,12.71297
2023-10-29,18.61074
2023-10-30,21.36304
2023-10-31,23.1979
2023-11-01,19.13499
2023-11-02,23.32896
2023-11-03,23.1979
2023-11-04,12.45085
2023-11-05,12.71297
2023-11-06,21.23197
2023-11-07,17.43119
2023-11-08,19.65923
2023-11-09,17.43119
2023-11-10,13.76146
2023-11-11,8.78112
2023-11-12,12.05766
2023-11-13,12.84403
2023-11-14,15.3342
2023-11-15,20.4456
2023-11-16,16.51376
2023-11-17,15.72739
2023-11-18,10.87811
2023-11-19,10.74705
2023-11-20,16.51376
2023-11-21,18.34862
2023-11-22,14.54783
2023-11-23,19.65923
2023-11-24,16.77588
2023-11-25,10.87811
2023-11-26,13.89252
2023-11-27,17.30013
2023-11-28,20.4456
2023-11-29,18.87287
2023-11-30,20.31454
2023-12-01,16.38269
2023-12-02,9.82961
2023-12-03,11.40235
2023-12-04,17.30013
2023-12-05,20.18348
2023-12-06,21.88728
2023-12-07,22.80471
2023-12-08,18.34862
2023-12-09,12.18872
2023-12-10,12.71297
2023-12-11,19.52817
2023-12-12,19.26605
2023-12-13,20.18348
2023-12-14,37.8768
2023-12-15,25.95019
2023-12-16,13.6304
2023-12-17,16.64482
2023-12-18,23.32896
2023-12-19,24.50851
2023-12-20,26.34338
2023-12-21,23.1979
2023-12-22,26.6055
2023-12-23,22.93577
2023-12-24,12.45085
2023-12-25,20.4456
2023-12-26,26.99868
2023-12-27,34.99344
2023-12-28,39.97378
2023-12-29,28.57142
2023-12-30,22.01834
2023-12-31,18.87287
2024-01-01,24.24639
2024-01-02,36.95937
2024-01-03,37.35255
2024-01-04,34.07601
2024-01-05,37.74574
2024-01-06,42.72608
2024-01-07,32.50327
2024-01-08,34.86238
2024-01-09,38.26998
2024-01-10,31.19266
2024-01-11,35.38663
2024-01-12,30.66841
2024-01-13,17.56225
2024-01-14,17.16906
2024-01-15,24.63958
2024-01-16,22.14941
2024-01-17,26.08125
2024-01-18,22.14941
2024-01-19,25.81913
2024-01-20,16.77588
2024-01-21,14.15465
2024-01-22,20.83879
2024-01-23,25.81913
2024-01-24,28.70249
2024-01-25,26.47444
2024-01-26,25.68807
2024-01-27,17.56225
2024-01-28,17.038
2024-01-29,25.55701
2024-01-30,27.39187
2024-01-31,28.96461
2024-02-01,25.42595
2024-02-02,28.96461
2024-02-03,17.82437
2024-02-04,20.05242
2024-02-05,26.6055
2024-02-06,27.12975
2024-02-07,28.44036
2024-02-08,21.36304
2024-02-09,14.67889
2024-02-10,14.80996
2024-02-11,17.56225
2024-02-12,23.46002
2024-02-13,37.22149
2024-02-14,30.66841
2024-02-15,26.73656
2024-02-16,24.77064
2024-02-17,16.77588
2024-02-18,20.05242
2024-02-19,28.96461
2024-02-20,31.7169
2024-02-21,36.69724
2024-02-22,32.76539
2024-02-23,33.02752
2024-02-24,19.52817
2024-02-25,28.57142
2024-02-26,34.07601
2024-02-27,34.20707
2024-02-28,32.76539
2024-02-29,30.66841
2024-03-01,19.52817
2024-03-02,23.85321
2024-03-03,26.08125
2024-03-04,32.11009
2024-03-05,33.15858
2024-03-06,31.97903
2024-03-07,38.66317
2024-03-08,39.18741
2024-03-09,25.03276
2024-03-10,24.50851
2024-03-11,32.76539
2024-03-12,31.58584
2024-03-13,31.19266
2024-03-14,26.47444
2024-03-15,26.73656
2024-03-16,16.90694
2024-03-17,15.3342
2024-03-18,24.63958
2024-03-19,30.79947
2024-03-20,25.42595
