date,베트남동
2020-03-20,28.75891
2020-03-21,14.49358
2020-03-22,11.18402
2020-03-23,24.50784
2020-03-24,23.28102
2020-03-25,23.70898
2020-03-26,21.48359
2020-03-27,21.65477
2020-03-28,11.55492
2020-03-29,9.41512
2020-03-30,18.28815
2020-03-31,18.43081
2020-04-01,22.45363
2020-04-02,15.6348
2020-04-03,15.40656
2020-04-04,11.04136
2020-04-05,8.01711
2020-04-06,16.03423
2020-04-07,16.11982
2020-04-08,14.92154
2020-04-09,14.9786
2020-04-10,17.63195
2020-04-11,8.73038
2020-04-12,8.50213
2020-04-13,16.0057
2020-04-14,15.09272
2020-04-15,11.15549
2020-04-16,14.2368
2020-04-17,14.12268
2020-04-18,9.38659
2020-04-19,7.36091
2020-04-20,14.43651
2020-04-21,13.55206
2020-04-22,14.77888
2020-04-23,12.58202
2020-04-24,12.18259
2020-04-25,8.35948
2020-04-26,7.78887
2020-04-27,12.92439
2020-04-28,14.03708
2020-04-29,13.18116
2020-04-30,9.01569
2020-05-01,8.27389
2020-05-02,6.59058
2020-05-03,7.84593
2020-05-04,13.2097
2020-05-05,11.58345
2020-05-06,12.8388
2020-05-07,12.95292
2020-05-08,14.00855
2020-05-09,8.15977
2020-05-10,8.21683
2020-05-11,14.46504
2020-05-12,13.46647
2020-05-13,13.23823
2020-05-14,12.03994
2020-05-15,11.84022
2020-05-16,7.98858
2020-05-17,7.76034
2020-05-18,13.495
2020-05-19,13.495
2020-05-20,13.32382
2020-05-21,12.89586
2020-05-22,14.57917
2020-05-23,9.01569
2020-05-24,7.50356
2020-05-25,14.86447
2020-05-26,14.06562
2020-05-27,12.98145
2020-05-28,14.55064
2020-05-29,13.09557
2020-05-30,9.64336
2020-05-31,8.01711
2020-06-01,15.74893
2020-06-02,15.29243
2020-06-03,16.3766
2020-06-04,12.86733
2020-06-05,15.09272
2020-06-06,9.27246
2020-06-07,7.58915
2020-06-08,14.83594
2020-06-09,18.03138
2020-06-10,18.65905
2020-06-11,17.06134
2020-06-12,15.17831
2020-06-13,6.90442
2020-06-14,7.10413
2020-06-15,15.23537
2020-06-16,15.2639
2020-06-17,13.29529
2020-06-18,12.21112
2020-06-19,11.84022
2020-06-20,6.7047
2020-06-21,6.47646
2020-06-22,12.43937
2020-06-23,12.15406
2020-06-24,13.95149
2020-06-25,10.87018
2020-06-26,12.89586
2020-06-27,7.36091
2020-06-28,8.21683
2020-06-29,13.69472
2020-06-30,14.00855
2020-07-01,12.41084
2020-07-02,12.21112
2020-07-03,11.92582
2020-07-04,8.27389
2020-07-05,7.36091
2020-07-06,12.81027
2020-07-07,13.09557
2020-07-08,11.84022
2020-07-09,14.15121
2020-07-10,12.52496
2020-07-11,7.38944
2020-07-12,5.73466
2020-07-13,12.58202
2020-07-14,12.15406
2020-07-15,12.32524
2020-07-16,12.097
2020-07-17,10.07132
2020-07-18,6.3338
2020-07-19,7.96005
2020-07-20,12.41084
2020-07-21,11.55492
2020-07-22,12.4679
2020-07-23,11.52639
2020-07-24,12.52496
2020-07-25,7.24679
2020-07-26,6.36233
2020-07-27,12.89586
2020-07-28,13.80884
2020-07-29,12.72467
2020-07-30,12.03994
2020-07-31,12.81027
2020-08-01,8.4736
2020-08-02,5.84878
2020-08-03,11.21255
2020-08-04,11.49786
2020-08-05,14.26533
2020-08-06,12.26818
2020-08-07,12.18259
2020-08-08,7.8174
2020-08-09,7.21825
2020-08-10,13.23823
2020-08-11,13.63766
2020-08-12,11.81169
2020-08-13,11.15549
2020-08-14,10.29957
2020-08-15,6.39087
2020-08-16,6.50499
2020-08-17,8.8445
2020-08-18,11.15549
2020-08-19,12.06847
2020-08-20,12.06847
2020-08-21,9.84308
2020-08-22,14.20827
2020-08-23,6.93295
2020-08-24,11.86875
2020-08-25,10.12838
2020-08-26,11.21255
2020-08-27,11.04136
2020-08-28,9.67189
2020-08-29,6.10556
2020-08-30,6.13409
2020-08-31,13.2097
2020-09-01,11.24108
2020-09-02,9.15834
2020-09-03,10.58487
2020-09-04,11.21255
2020-09-05,7.04707
2020-09-06,6.79029
2020-09-07,11.81169
2020-09-08,10.84165
2020-09-09,10.3281
2020-09-10,11.09843
2020-09-11,10.52781
2020-09-12,6.24821
2020-09-13,5.44935
2020-09-14,10.92724
2020-09-15,11.98288
2020-09-16,13.35235
2020-09-17,11.18402
2020-09-18,15.32097
2020-09-19,8.30242
2020-09-20,6.73323
2020-09-21,14.32239
2020-09-22,12.49643
2020-09-23,13.72325
2020-09-24,11.58345
2020-09-25,15.77746
2020-09-26,7.18972
2020-09-27,6.53352
2020-09-28,11.84022
2020-09-29,11.32667
2020-09-30,8.93009
2020-10-01,7.13266
2020-10-02,8.10271
2020-10-03,6.24821
2020-10-04,5.76319
2020-10-05,13.2097
2020-10-06,13.35235
2020-10-07,12.69614
2020-10-08,13.66619
2020-10-09,10.41369
2020-10-10,7.50356
2020-10-11,6.3338
2020-10-12,14.35092
2020-10-13,13.98002
2020-10-14,11.89728
2020-10-15,13.09557
2020-10-16,12.21112
2020-10-17,7.21825
2020-10-18,5.73466
2020-10-19,14.40798
2020-10-20,13.75178
2020-10-21,14.86447
2020-10-22,15.29243
2020-10-23,13.23823
2020-10-24,8.81597
2020-10-25,7.47503
2020-10-26,15.14978
2020-10-27,15.6348
2020-10-28,12.4679
2020-10-29,12.55349
2020-10-30,11.09843
2020-10-31,6.7047
2020-11-01,6.39087
2020-11-02,13.26676
2020-11-03,12.21112
2020-11-04,13.00998
2020-11-05,14.17974
2020-11-06,12.78174
2020-11-07,7.47503
2020-11-08,6.27674
2020-11-09,15.89158
2020-11-10,16.60485
2020-11-11,14.6077
2020-11-12,12.81027
2020-11-13,12.4679
2020-11-14,8.04564
2020-11-15,5.84878
2020-11-16,15.32097
2020-11-17,13.89443
2020-11-18,14.40798
2020-11-19,13.95149
2020-11-20,11.89728
2020-11-21,7.13266
2020-11-22,6.64764
2020-11-23,13.52353
2020-11-24,14.72182
2020-11-25,13.66619
2020-11-26,11.46932
2020-11-27,11.3552
2020-11-28,7.30385
2020-11-29,5.99144
2020-11-30,13.83737
2020-12-01,13.69472
2020-12-02,13.495
2020-12-03,15.06419
2020-12-04,18.83024
2020-12-05,9.24393
2020-12-06,9.41512
2020-12-07,16.57631
2020-12-08,15.60627
2020-12-09,12.98145
2020-12-10,16.80456
2020-12-11,12.61055
2020-12-12,9.24393
2020-12-13,8.41654
2020-12-14,13.06704
2020-12-15,14.95007
2020-12-16,12.15406
2020-12-17,14.55064
2020-12-18,13.78031
2020-12-19,7.56062
2020-12-20,6.19115
2020-12-21,12.49643
2020-12-22,12.8388
2020-12-23,13.40941
2020-12-24,12.01141
2020-12-25,9.10128
2020-12-26,7.18972
2020-12-27,6.93295
2020-12-28,12.43937
2020-12-29,12.29671
2020-12-30,13.00998
2020-12-31,15.52068
2021-01-01,7.10413
2021-01-02,8.90156
2021-01-03,7.47503
2021-01-04,17.20399
2021-01-05,13.95149
2021-01-06,14.17974
2021-01-07,12.8388
2021-01-08,12.52496
2021-01-09,8.1883
2021-01-10,6.39087
2021-01-11,15.29243
2021-01-12,13.40941
2021-01-13,12.86733
2021-01-14,11.69757
2021-01-15,11.26961
2021-01-16,7.8174
2021-01-17,5.90584
2021-01-18,10.699
2021-01-19,11.18402
2021-01-20,14.00855
2021-01-21,11.58345
2021-01-22,10.89871
2021-01-23,6.47646
2021-01-24,6.81883
2021-01-25,10.47075
2021-01-26,11.58345
2021-01-27,9.70042
2021-01-28,12.55349
2021-01-29,11.52639
2021-01-30,7.38944
2021-01-31,5.96291
2021-02-01,13.80884
2021-02-02,12.35378
2021-02-03,11.66904
2021-02-04,11.32667
2021-02-05,12.32524
2021-02-06,8.73038
2021-02-07,6.84736
2021-02-08,10.92724
2021-02-09,11.86875
2021-02-10,9.84308
2021-02-11,5.42082
2021-02-12,4.76462
2021-02-13,4.79315
2021-02-14,6.0485
2021-02-15,9.07275
2021-02-16,8.95863
2021-02-17,10.52781
2021-02-18,10.55634
2021-02-19,10.72753
2021-02-20,5.50641
2021-02-21,5.42082
2021-02-22,11.09843
2021-02-23,10.87018
2021-02-24,10.09985
2021-02-25,8.81597
2021-02-26,10.699
2021-02-27,6.99001
2021-02-28,5.73466
2021-03-01,7.87446
2021-03-02,11.89728
