date,에이전트
2020-03-20,31.80827
2020-03-21,20.76978
2020-03-22,12.49092
2020-03-23,22.1496
2020-03-24,22.87581
2020-03-25,23.60203
2020-03-26,25.12708
2020-03-27,21.71387
2020-03-28,15.90413
2020-03-29,15.68627
2020-03-30,22.07697
2020-03-31,25.8533
2020-04-01,26.36165
2020-04-02,23.52941
2020-04-03,22.22222
2020-04-04,14.66957
2020-04-05,15.90413
2020-04-06,20.62454
2020-04-07,22.5127
2020-04-08,38.34422
2020-04-09,30.57371
2020-04-10,22.07697
2020-04-11,12.7814
2020-04-12,15.68627
2020-04-13,24.61873
2020-04-14,22.58533
2020-04-15,18.01016
2020-04-16,21.64124
2020-04-17,28.90341
2020-04-18,14.4517
2020-04-19,17.7923
2020-04-20,24.40087
2020-04-21,25.41757
2020-04-22,26.43427
2020-04-23,22.73057
2020-04-24,20.91503
2020-04-25,13.58024
2020-04-26,14.52432
2020-04-27,23.02106
2020-04-28,27.30573
2020-04-29,21.35076
2020-04-30,17.21132
2020-05-01,15.75889
2020-05-02,13.58024
2020-05-03,15.03267
2020-05-04,22.80319
2020-05-05,18.95424
2020-05-06,22.80319
2020-05-07,24.25562
2020-05-08,22.36746
2020-05-09,14.4517
2020-05-10,12.63616
2020-05-11,30.28322
2020-05-12,24.90922
2020-05-13,24.40087
2020-05-14,21.13289
2020-05-15,21.35076
2020-05-16,14.66957
2020-05-17,12.7814
2020-05-18,21.85911
2020-05-19,20.11619
2020-05-20,24.32824
2020-05-21,24.25562
2020-05-22,22.94843
2020-05-23,21.20551
2020-05-24,19.8257
2020-05-25,22.87581
2020-05-26,26.14379
2020-05-27,21.64124
2020-05-28,24.76397
2020-05-29,21.35076
2020-05-30,15.4684
2020-05-31,13.87073
2020-06-01,22.44008
2020-06-02,22.94843
2020-06-03,22.80319
2020-06-04,22.29484
2020-06-05,21.35076
2020-06-06,15.03267
2020-06-07,18.51851
2020-06-08,25.70806
2020-06-09,23.81989
2020-06-10,26.87
2020-06-11,22.44008
2020-06-12,21.42338
2020-06-13,16.26724
2020-06-14,11.18373
2020-06-15,22.5127
2020-06-16,22.94843
2020-06-17,65.06899
2020-06-18,46.40522
2020-06-19,43.86347
2020-06-20,40.59549
2020-06-21,20.69716
2020-06-22,29.77487
2020-06-23,24.8366
2020-06-24,26.21641
2020-06-25,24.90922
2020-06-26,24.47349
2020-06-27,14.74219
2020-06-28,15.68627
2020-06-29,23.23892
2020-06-30,23.23892
2020-07-01,24.183
2020-07-02,23.23892
2020-07-03,19.38997
2020-07-04,21.56862
2020-07-05,15.75889
2020-07-06,21.35076
2020-07-07,22.65795
2020-07-08,20.91503
2020-07-09,22.07697
2020-07-10,20.26143
2020-07-11,16.122
2020-07-12,14.74219
2020-07-13,23.45679
2020-07-14,30.71895
2020-07-15,35.29411
2020-07-16,24.11038
2020-07-17,27.66884
2020-07-18,23.67465
2020-07-19,28.68554
2020-07-20,37.18228
2020-07-21,33.62381
2020-07-22,36.89179
2020-07-23,32.97022
2020-07-24,32.82498
2020-07-25,23.89251
2020-07-26,27.88671
2020-07-27,31.15468
2020-07-28,36.74655
2020-07-29,30.71895
2020-07-30,29.48438
2020-07-31,32.82498
2020-08-01,24.11038
2020-08-02,25.27233
2020-08-03,28.17719
2020-08-04,31.73565
2020-08-05,30.93681
2020-08-06,31.2273
2020-08-07,31.66303
2020-08-08,20.91503
2020-08-09,21.20551
2020-08-10,26.28903
2020-08-11,33.55119
2020-08-12,38.85257
2020-08-13,28.75816
2020-08-14,28.75816
2020-08-15,19.60784
2020-08-16,24.40087
2020-08-17,24.32824
2020-08-18,25.99854
2020-08-19,28.46768
2020-08-20,30.28322
2020-08-21,29.557
2020-08-22,25.12708
2020-08-23,22.73057
2020-08-24,33.26071
2020-08-25,32.09876
2020-08-26,32.17138
2020-08-27,34.78576
2020-08-28,30.28322
2020-08-29,27.01525
2020-08-30,25.1997
2020-08-31,29.99273
2020-09-01,77.55991
2020-09-02,63.47131
2020-09-03,67.39288
2020-09-04,41.9753
2020-09-05,34.20479
2020-09-06,45.3159
2020-09-07,40.15976
2020-09-08,38.41684
2020-09-09,36.09295
2020-09-10,34.42265
2020-09-11,34.931
2020-09-12,33.40595
2020-09-13,31.73565
2020-09-14,36.31082
2020-09-15,32.60711
2020-09-16,33.69644
2020-09-17,32.75236
2020-09-18,29.33914
2020-09-19,23.38416
2020-09-20,24.32824
2020-09-21,30.57371
2020-09-22,31.00944
2020-09-23,39.21568
2020-09-24,29.70225
2020-09-25,47.20406
2020-09-26,45.09803
2020-09-27,42.48366
2020-09-28,34.49527
2020-09-29,28.5403
2020-09-30,27.74146
2020-10-01,30.57371
2020-10-02,45.09803
2020-10-03,42.33841
2020-10-04,44.2992
2020-10-05,50.10893
2020-10-06,55.55555
2020-10-07,53.08641
2020-10-08,65.72258
2020-10-09,53.59477
2020-10-10,48.94698
2020-10-11,47.05882
2020-10-12,55.99128
2020-10-13,100.0
2020-10-14,48.87436
2020-10-15,41.83006
2020-10-16,39.07044
2020-10-17,28.90341
2020-10-18,22.22222
2020-10-19,33.26071
2020-10-20,38.41684
2020-10-21,28.68554
2020-10-22,25.8533
2020-10-23,28.46768
2020-10-24,18.73638
2020-10-25,18.01016
2020-10-26,27.66884
2020-10-27,27.01525
2020-10-28,25.1997
2020-10-29,31.95352
2020-10-30,23.96514
2020-10-31,17.1387
2020-11-01,17.28395
2020-11-02,24.03776
2020-11-03,24.76397
2020-11-04,25.70806
2020-11-05,23.02106
2020-11-06,24.61873
2020-11-07,21.06027
2020-11-08,17.64705
2020-11-09,22.00435
2020-11-10,24.69135
2020-11-11,25.12708
2020-11-12,23.52941
2020-11-13,25.12708
2020-11-14,16.19462
2020-11-15,16.92084
2020-11-16,24.25562
2020-11-17,29.70225
2020-11-18,26.07116
2020-11-19,29.62962
2020-11-20,22.73057
2020-11-21,16.33986
2020-11-22,19.89832
2020-11-23,24.90922
2020-11-24,41.9753
2020-11-25,25.05446
2020-11-26,33.62381
2020-11-27,30.79157
2020-11-28,22.36746
2020-11-29,22.80319
2020-11-30,27.16049
2020-12-01,32.53449
2020-12-02,29.70225
2020-12-03,28.68554
2020-12-04,24.98184
2020-12-05,18.22803
2020-12-06,28.46768
2020-12-07,26.14379
2020-12-08,27.59622
2020-12-09,27.59622
2020-12-10,26.07116
2020-12-11,24.69135
2020-12-12,18.809
2020-12-13,19.17211
2020-12-14,24.98184
2020-12-15,25.63543
2020-12-16,29.77487
2020-12-17,32.02614
2020-12-18,25.56281
2020-12-19,16.84822
2020-12-20,18.30065
2020-12-21,23.45679
2020-12-22,32.17138
2020-12-23,26.14379
2020-12-24,22.94843
2020-12-25,16.99346
2020-12-26,18.30065
2020-12-27,19.75308
2020-12-28,30.42846
2020-12-29,27.59622
2020-12-30,33.69644
2020-12-31,24.25562
2021-01-01,23.1663
2021-01-02,23.74727
2021-01-03,21.71387
2021-01-04,33.9143
2021-01-05,30.50108
2021-01-06,50.18155
2021-01-07,31.59041
2021-01-08,27.08787
2021-01-09,16.19462
2021-01-10,33.62381
2021-01-11,47.85766
2021-01-12,35.51198
2021-01-13,31.08206
2021-01-14,33.26071
2021-01-15,42.70152
2021-01-16,32.02614
2021-01-17,23.02106
2021-01-18,26.21641
2021-01-19,30.86419
2021-01-20,33.40595
2021-01-21,35.94771
2021-01-22,30.2106
2021-01-23,21.496
2021-01-24,19.97095
2021-01-25,26.43427
2021-01-26,25.8533
2021-01-27,29.19389
2021-01-28,48.51125
2021-01-29,45.67901
2021-01-30,28.17719
2021-01-31,30.42846
2021-02-01,33.55119
2021-02-02,36.45606
2021-02-03,64.1249
2021-02-04,50.10893
2021-02-05,52.65068
2021-02-06,25.56281
2021-02-07,20.26143
2021-02-08,27.23311
2021-02-09,22.36746
2021-02-10,34.49527
2021-02-11,22.1496
2021-02-12,19.60784
2021-02-13,19.24473
2021-02-14,18.08278
2021-02-15,24.32824
2021-02-16,25.34495
2021-02-17,28.32244
2021-02-18,43.57298
2021-02-19,30.93681
2021-02-20,23.52941
2021-02-21,19.02687
2021-02-22,26.87
2021-02-23,25.56281
2021-02-24,47.56717
2021-02-25,44.22657
2021-02-26,30.50108
2021-02-27,15.68627
2021-02-28,15.54103
2021-03-01,19.53522
2021-03-02,27.37835
2021-03-03,27.30573
2021-03-04,25.56281
2021-03-05,21.71387
2021-03-06,13.94335
2021-03-07,19.75308
2021-03-08,24.90922
2021-03-09,26.21641
2021-03-10,27.08787
2021-03-11,29.04865
2021-03-12,23.89251
2021-03-13,17.35657
2021-03-14,22.65795
2021-03-15,26.28903
2021-03-16,26.36165
2021-03-17,24.183
2021-03-18,25.05446
2021-03-19,22.73057
2021-03-20,15.1053
2021-03-21,16.99346
2021-03-22,28.39506
2021-03-23,25.34495
2021-03-24,23.96514
2021-03-25,22.87581
2021-03-26,20.4793
2021-03-27,16.70297
2021-03-28,15.90413
2021-03-29,30.35584
2021-03-30,31.15468
2021-03-31,27.08787
2021-04-01,25.41757
2021-04-02,23.60203
2021-04-03,18.15541
2021-04-04,18.66376
2021-04-05,22.44008
2021-04-06,22.58533
2021-04-07,26.07116
2021-04-08,35.29411
2021-04-09,26.79738
2021-04-10,20.4793
2021-04-11,19.46259
2021-04-12,25.8533
2021-04-13,26.28903
2021-04-14,25.99854
2021-04-15,22.87581
2021-04-16,22.1496
2021-04-17,18.73638
2021-04-18,17.21132
2021-04-19,23.74727
2021-04-20,22.36746
2021-04-21,23.67465
2021-04-22,28.61292
2021-04-23,28.68554
2021-04-24,16.55773
2021-04-25,15.97676
2021-04-26,20.40668
2021-04-27,21.06027
2021-04-28,21.56862
2021-04-29,25.05446
2021-04-30,20.26143
2021-05-01,14.01597
2021-05-02,15.83151
2021-05-03,19.24473
2021-05-04,21.35076
2021-05-05,15.1053
2021-05-06,23.45679
2021-05-07,19.46259
2021-05-08,16.04938
2021-05-09,16.55773
2021-05-10,22.73057
2021-05-11,21.56862
2021-05-12,22.87581
2021-05-13,21.27814
2021-05-14,23.45679
2021-05-15,17.21132
2021-05-16,16.33986
2021-05-17,24.25562
2021-05-18,22.73057
2021-05-19,16.41249
2021-05-20,22.22222
2021-05-21,21.85911
2021-05-22,21.78649
2021-05-23,23.02106
2021-05-24,27.01525
2021-05-25,27.45098
2021-05-26,24.69135
2021-05-27,25.56281
2021-05-28,22.36746
2021-05-29,20.33405
2021-05-30,17.35657
2021-05-31,23.1663
2021-06-01,26.14379
2021-06-02,25.63543
2021-06-03,25.34495
2021-06-04,22.36746
2021-06-05,17.21132
2021-06-06,17.42919
2021-06-07,23.67465
2021-06-08,31.59041
2021-06-09,25.78068
2021-06-10,23.23892
2021-06-11,24.61873
2021-06-12,14.96005
2021-06-13,17.7923
2021-06-14,22.22222
2021-06-15,21.78649
2021-06-16,26.07116
2021-06-17,23.89251
2021-06-18,22.29484
2021-06-19,14.08859
2021-06-20,14.30646
2021-06-21,30.64633
2021-06-22,27.23311
2021-06-23,24.98184
2021-06-24,29.92011
2021-06-25,21.93173
2021-06-26,14.59694
2021-06-27,15.39578
2021-06-28,24.69135
2021-06-29,23.45679
2021-06-30,22.65795
2021-07-01,23.81989
2021-07-02,21.496
2021-07-03,16.84822
2021-07-04,19.02687
2021-07-05,24.183
2021-07-06,23.38416
2021-07-07,24.47349
2021-07-08,21.496
2021-07-09,22.44008
2021-07-10,16.70297
2021-07-11,16.70297
2021-07-12,29.33914
2021-07-13,24.69135
2021-07-14,24.69135
2021-07-15,29.70225
2021-07-16,25.70806
2021-07-17,17.1387
2021-07-18,16.41249
2021-07-19,20.84241
2021-07-20,24.54611
2021-07-21,25.99854
2021-07-22,22.36746
2021-07-23,20.4793
2021-07-24,29.84749
2021-07-25,16.04938
2021-07-26,24.25562
2021-07-27,21.56862
2021-07-28,24.25562
2021-07-29,21.496
2021-07-30,23.89251
2021-07-31,30.28322
2021-08-01,20.33405
2021-08-02,18.51851
2021-08-03,17.7923
2021-08-04,21.93173
2021-08-05,20.76978
2021-08-06,22.00435
2021-08-07,18.51851
2021-08-08,17.1387
2021-08-09,21.35076
2021-08-10,22.58533
2021-08-11,22.87581
