date,국내주식추천
2021-01-11,100.0
2021-01-12,80.65491
2021-01-13,72.69521
2021-01-14,76.62468
2021-01-15,60.05037
2021-01-16,26.14609
2021-01-17,25.69269
2021-01-18,45.64231
2021-01-19,56.87657
2021-01-20,61.00755
2021-01-21,75.61712
2021-01-22,58.99244
2021-01-23,31.83879
2021-01-24,31.08312
2021-01-25,66.54911
2021-01-26,68.01007
2021-01-27,57.27959
2021-01-28,51.48614
2021-01-29,37.9345
2021-01-30,20.65491
2021-01-31,20.4534
2021-02-01,36.67506
2021-02-02,45.69269
2021-02-03,49.77329
2021-02-04,40.20151
2021-02-05,37.58186
2021-02-06,24.534
2021-02-07,23.47607
2021-02-08,38.28715
2021-02-09,39.04282
2021-02-10,37.63224
2021-02-11,22.51889
2021-02-12,24.28211
2021-02-13,25.64231
2021-02-14,27.35516
2021-02-15,58.13602
2021-02-16,60.50377
2021-02-17,60.9068
2021-02-18,54.50881
2021-02-19,44.63476
2021-02-20,25.39042
2021-02-21,30.27707
2021-02-22,51.1335
2021-02-23,54.71032
2021-02-24,47.75818
2021-02-25,50.83123
2021-02-26,38.58942
2021-02-27,20.05037
2021-02-28,25.8942
2021-03-01,25.94458
2021-03-02,35.76826
2021-03-03,34.65994
2021-03-04,35.11335
2021-03-05,26.14609
2021-03-06,16.02015
2021-03-07,17.27959
2021-03-08,27.35516
2021-03-09,31.43576
2021-03-10,36.1209
2021-03-11,40.25188
2021-03-12,40.40302
2021-03-13,23.52644
2021-03-14,23.77833
2021-03-15,44.0806
2021-03-16,42.41813
2021-03-17,43.82871
2021-03-18,47.35516
2021-03-19,38.8413
2021-03-20,23.47607
2021-03-21,24.93702
2021-03-22,40.95717
2021-03-23,37.4811
2021-03-24,33.75314
2021-03-25,37.73299
2021-03-26,35.81863
2021-03-27,19.39546
2021-03-28,18.63979
2021-03-29,37.78337
2021-03-30,41.05793
2021-03-31,43.6272
2021-04-01,38.89168
2021-04-02,42.31738
2021-04-03,23.32493
2021-04-04,23.97984
2021-04-05,42.31738
2021-04-06,46.59949
2021-04-07,48.91687
2021-04-08,47.35516
2021-04-09,40.55415
2021-04-10,19.19395
2021-04-11,22.7204
2021-04-12,49.01763
2021-04-13,48.21158
2021-04-14,48.6146
2021-04-15,52.84634
2021-04-16,47.90931
2021-04-17,28.66498
2021-04-18,25.23929
2021-04-19,47.30478
2021-04-20,51.68765
2021-04-21,44.9874
2021-04-22,43.47607
2021-04-23,38.74055
2021-04-24,21.00755
2021-04-25,21.61209
2021-04-26,42.46851
2021-04-27,46.14609
2021-04-28,40.15113
2021-04-29,38.8413
2021-04-30,28.46347
2021-05-01,16.42317
2021-05-02,14.96221
2021-05-03,25.4408
2021-05-04,23.07304
2021-05-05,18.74055
2021-05-06,31.78841
2021-05-07,30.17632
2021-05-08,17.9345
2021-05-09,17.73299
2021-05-10,41.51133
2021-05-11,38.3879
2021-05-12,32.4937
2021-05-13,30.93198
2021-05-14,27.10327
2021-05-15,13.70277
2021-05-16,16.97732
2021-05-17,26.29722
2021-05-18,26.90176
2021-05-19,18.08564
2021-05-20,30.47858
2021-05-21,25.8942
2021-05-22,10.37783
2021-05-23,16.37279
2021-05-24,24.33249
2021-05-25,31.78841
2021-05-26,34.55919
2021-05-27,34.3073
2021-05-28,30.78085
2021-05-29,15.2141
2021-05-30,17.07808
2021-05-31,39.19395
2021-06-01,38.69017
2021-06-02,42.16624
2021-06-03,53.80352
2021-06-04,37.32997
2021-06-05,21.15869
2021-06-06,19.24433
2021-06-07,48.91687
2021-06-08,46.09571
2021-06-09,40.4534
2021-06-10,44.28211
2021-06-11,36.77581
2021-06-12,16.82619
2021-06-13,17.58186
2021-06-14,36.22166
2021-06-15,38.3879
2021-06-16,38.69017
2021-06-17,34.91183
2021-06-18,34.3073
2021-06-19,17.0277
2021-06-20,15.81863
2021-06-21,25.8942
2021-06-22,30.32745
2021-06-23,40.40302
2021-06-24,37.98488
2021-06-25,29.97481
2021-06-26,18.33753
2021-06-27,16.27204
2021-06-28,30.73047
2021-06-29,27.20403
2021-06-30,30.42821
2021-07-01,27.05289
2021-07-02,24.03022
2021-07-03,11.33501
2021-07-04,13.45088
2021-07-05,29.42065
2021-07-06,30.32745
2021-07-07,26.3476
2021-07-08,24.38287
2021-07-09,21.30982
2021-07-10,12.09068
2021-07-11,12.99748
2021-07-12,21.56171
2021-07-13,25.94458
2021-07-14,27.05289
2021-07-15,28.36272
2021-07-16,22.21662
2021-07-17,12.69521
2021-07-18,11.5869
2021-07-19,17.83375
2021-07-20,22.82115
2021-07-21,21.56171
2021-07-22,24.534
2021-07-23,22.31738
2021-07-24,11.03274
2021-07-25,8.91687
2021-07-26,18.18639
2021-07-27,15.51637
2021-07-28,14.05541
2021-07-29,16.97732
2021-07-30,11.48614
2021-07-31,6.29722
2021-08-01,6.19647
2021-08-02,10.2267
2021-08-03,15.31486
2021-08-04,17.9345
2021-08-05,18.3879
2021-08-06,16.62468
2021-08-07,8.96725
2021-08-08,9.87405
2021-08-09,19.49622
2021-08-10,21.46095
2021-08-11,19.09319
2021-08-12,19.54659
2021-08-13,15.01259
2021-08-14,7.50629
2021-08-15,7.7078
2021-08-16,8.96725
2021-08-17,13.80352
2021-08-18,15.61712
2021-08-19,14.25692
2021-08-20,12.74559
2021-08-21,6.54911
2021-08-22,6.29722
2021-08-23,13.24937
2021-08-24,14.86146
2021-08-25,14.35768
2021-08-26,15.96977
2021-08-27,13.90428
2021-08-28,6.44836
2021-08-29,5.8942
2021-08-30,13.90428
2021-08-31,19.14357
2021-09-01,17.22921
2021-09-02,15.56675
2021-09-03,16.77581
2021-09-04,7.30478
2021-09-05,8.41309
2021-09-06,14.05541
2021-09-07,14.00503
2021-09-08,14.25692
2021-09-09,14.45843
2021-09-10,13.45088
2021-09-11,5.64231
2021-09-12,7.55667
2021-09-13,14.3073
2021-09-14,14.60957
2021-09-15,14.05541
2021-09-16,13.14861
2021-09-17,12.09068
2021-09-18,7.15365
2021-09-19,5.49118
2021-09-20,4.68513
2021-09-21,4.9874
2021-09-22,6.64987
2021-09-23,15.71788
2021-09-24,15.81863
2021-09-25,7.20403
2021-09-26,7.90931
2021-09-27,16.1209
2021-09-28,13.8539
2021-09-29,13.19899
2021-09-30,13.90428
2021-10-01,10.12594
2021-10-02,5.54156
2021-10-03,4.33249
2021-10-04,6.75062
2021-10-05,10.52896
2021-10-06,9.77329
2021-10-07,8.41309
2021-10-08,8.86649
2021-10-09,4.23173
2021-10-10,4.68513
2021-10-11,4.0806
2021-10-12,10.98236
2021-10-13,9.16876
2021-10-14,12.74559
2021-10-15,10.52896
2021-10-16,5.59193
2021-10-17,6.44836
2021-10-18,9.67254
2021-10-19,12.09068
2021-10-20,8.96725
2021-10-21,9.21914
2021-10-22,8.56423
2021-10-23,4.9874
2021-10-24,5.4408
2021-10-25,10.78085
2021-10-26,13.45088
2021-10-27,12.24181
2021-10-28,10.98236
2021-10-29,9.16876
2021-10-30,5.39042
2021-10-31,4.63476
2021-11-01,10.57934
2021-11-02,12.39294
2021-11-03,11.83879
2021-11-04,13.09823
2021-11-05,10.02518
2021-11-06,4.58438
2021-11-07,5.08816
2021-11-08,11.28463
2021-11-09,11.83879
2021-11-10,12.0403
2021-11-11,12.74559
2021-11-12,11.53652
2021-11-13,6.801
2021-11-14,8.26196
2021-11-15,14.25692
2021-11-16,17.27959
2021-11-17,16.87657
2021-11-18,17.73299
2021-11-19,14.81108
2021-11-20,6.75062
2021-11-21,7.35516
2021-11-22,17.63224
2021-11-23,14.71032
2021-11-24,13.14861
2021-11-25,15.31486
2021-11-26,11.73803
2021-11-27,4.534
2021-11-28,5.54156
2021-11-29,10.6801
2021-11-30,10.32745
2021-12-01,10.47858
2021-12-02,10.93198
2021-12-03,8.26196
2021-12-04,4.63476
2021-12-05,4.43324
2021-12-06,8.51385
2021-12-07,10.98236
2021-12-08,11.53652
2021-12-09,10.93198
2021-12-10,8.81612
2021-12-11,4.63476
2021-12-12,6.49874
2021-12-13,11.33501
2021-12-14,10.32745
2021-12-15,11.98992
2021-12-16,9.52141
2021-12-17,8.56423
2021-12-18,5.64231
2021-12-19,6.49874
2021-12-20,9.01763
2021-12-21,10.27707
2021-12-22,10.52896
2021-12-23,10.37783
2021-12-24,9.57178
2021-12-25,5.23929
2021-12-26,5.69269
2021-12-27,11.18387
2021-12-28,10.88161
2021-12-29,10.12594
2021-12-30,11.93954
2021-12-31,5.54156
2022-01-01,4.88664
2022-01-02,6.44836
2022-01-03,9.57178
2022-01-04,14.35768
2022-01-05,12.34256
2022-01-06,11.48614
2022-01-07,8.71536
2022-01-08,6.19647
2022-01-09,7.00251
2022-01-10,9.72292
2022-01-11,10.88161
2022-01-12,13.04785
2022-01-13,10.57934
2022-01-14,9.92443
2022-01-15,5.39042
2022-01-16,6.29722
2022-01-17,8.6146
2022-01-18,10.93198
2022-01-19,11.33501
2022-01-20,11.68765
2022-01-21,11.28463
2022-01-22,6.39798
2022-01-23,5.54156
2022-01-24,7.80856
2022-01-25,10.02518
2022-01-26,8.41309
2022-01-27,16.02015
2022-01-28,13.95465
2022-01-29,6.09571
2022-01-30,4.9874
2022-01-31,5.74307
2022-02-01,11.18387
2022-02-02,11.83879
2022-02-03,17.4811
2022-02-04,14.86146
2022-02-05,8.36272
2022-02-06,7.50629
2022-02-07,14.7607
2022-02-08,14.50881
2022-02-09,13.55163
2022-02-10,14.35768
2022-02-11,11.43576
2022-02-12,6.90176
2022-02-13,5.8942
2022-02-14,9.01763
2022-02-15,8.71536
2022-02-16,11.1335
2022-02-17,11.68765
2022-02-18,8.46347
2022-02-19,4.73551
2022-02-20,5.69269
2022-02-21,7.65743
2022-02-22,10.02518
2022-02-23,8.91687
2022-02-24,9.92443
2022-02-25,9.26952
2022-02-26,5.39042
2022-02-27,7.2544
2022-02-28,9.82367
2022-03-01,7.7078
2022-03-02,10.6801
2022-03-03,10.88161
2022-03-04,11.78841
2022-03-05,5.79345
2022-03-06,6.24685
2022-03-07,10.17632
2022-03-08,8.46347
2022-03-09,4.38287
2022-03-10,10.78085
2022-03-11,11.98992
2022-03-12,6.59949
2022-03-13,5.64231
2022-03-14,10.07556
2022-03-15,9.06801
2022-03-16,11.23425
2022-03-17,14.3073
2022-03-18,13.90428
2022-03-19,6.49874
2022-03-20,8.06045
2022-03-21,10.52896
2022-03-22,12.0403
2022-03-23,14.86146
2022-03-24,14.91183
2022-03-25,15.11335
2022-03-26,5.8942
2022-03-27,5.94458
2022-03-28,12.74559
2022-03-29,15.26448
2022-03-30,14.86146
2022-03-31,14.35768
2022-04-01,10.32745
2022-04-02,6.29722
2022-04-03,7.10327
2022-04-04,14.55919
2022-04-05,15.01259
2022-04-06,13.45088
2022-04-07,11.18387
2022-04-08,8.96725
2022-04-09,3.6272
2022-04-10,3.97984
2022-04-11,8.11083
2022-04-12,7.35516
2022-04-13,10.02518
2022-04-14,10.12594
2022-04-15,10.12594
2022-04-16,4.88664
2022-04-17,5.28967
2022-04-18,7.40554
2022-04-19,11.98992
2022-04-20,10.57934
2022-04-21,10.07556
2022-04-22,8.26196
2022-04-23,4.534
2022-04-24,4.83627
2022-04-25,9.31989
2022-04-26,10.37783
2022-04-27,9.37027
2022-04-28,8.71536
2022-04-29,8.71536
2022-04-30,4.63476
2022-05-01,4.13098
2022-05-02,8.31234
2022-05-03,10.52896
2022-05-04,8.86649
2022-05-05,4.38287
2022-05-06,7.2544
2022-05-07,3.6272
2022-05-08,3.92947
2022-05-09,6.59949
2022-05-10,6.49874
2022-05-11,8.1612
2022-05-12,7.15365
2022-05-13,4.93702
2022-05-14,2.7204
2022-05-15,3.57682
2022-05-16,7.15365
2022-05-17,8.81612
2022-05-18,8.6146
2022-05-19,8.46347
2022-05-20,6.29722
2022-05-21,3.72795
2022-05-22,3.22418
2022-05-23,6.09571
2022-05-24,7.30478
2022-05-25,7.75818
2022-05-26,7.05289
2022-05-27,6.75062
2022-05-28,3.6272
2022-05-29,3.32493
2022-05-30,6.90176
2022-05-31,9.16876
2022-06-01,5.28967
2022-06-02,7.60705
2022-06-03,7.10327
2022-06-04,2.92191
2022-06-05,3.6272
2022-06-06,3.82871
2022-06-07,5.23929
2022-06-08,8.31234
2022-06-09,7.75818
2022-06-10,5.94458
2022-06-11,3.07304
2022-06-12,4.28211
2022-06-13,7.80856
2022-06-14,7.95969
2022-06-15,7.7078
2022-06-16,5.79345
2022-06-17,6.09571
2022-06-18,2.41813
2022-06-19,3.42569
2022-06-20,5.34005
2022-06-21,5.08816
2022-06-22,4.78589
2022-06-23,4.78589
2022-06-24,5.39042
2022-06-25,3.02267
2022-06-26,1.96473
2022-06-27,6.24685
2022-06-28,5.23929
2022-06-29,3.67758
2022-06-30,5.54156
2022-07-01,3.42569
2022-07-02,1.71284
2022-07-03,1.71284
2022-07-04,4.534
2022-07-05,4.58438
2022-07-06,4.38287
2022-07-07,5.23929
2022-07-08,4.78589
2022-07-09,1.66246
2022-07-10,2.21662
2022-07-11,5.03778
2022-07-12,4.83627
2022-07-13,4.68513
2022-07-14,4.83627
2022-07-15,4.23173
2022-07-16,2.267
2022-07-17,2.56926
2022-07-18,4.73551
2022-07-19,5.79345
2022-07-20,4.78589
2022-07-21,4.33249
2022-07-22,4.0806
2022-07-23,2.36775
2022-07-24,1.61209
2022-07-25,4.0806
2022-07-26,2.87153
2022-07-27,2.77078
2022-07-28,4.03022
2022-07-29,2.82115
2022-07-30,2.16624
2022-07-31,1.56171
2022-08-01,4.0806
2022-08-02,2.46851
2022-08-03,3.47607
2022-08-04,3.02267
2022-08-05,3.1738
2022-08-06,2.16624
2022-08-07,1.56171
2022-08-08,3.6272
2022-08-09,3.37531
2022-08-10,3.47607
2022-08-11,4.58438
2022-08-12,4.58438
2022-08-13,2.06549
2022-08-14,1.20906
2022-08-15,2.11586
2022-08-16,5.18891
2022-08-17,5.13853
2022-08-18,3.82871
2022-08-19,4.48362
2022-08-20,2.21662
2022-08-21,2.51889
2022-08-22,2.11586
2022-08-23,2.87153
2022-08-24,3.77833
2022-08-25,2.92191
2022-08-26,3.6272
2022-08-27,1.56171
2022-08-28,1.3602
2022-08-29,2.7204
2022-08-30,2.16624
2022-08-31,3.07304
2022-09-01,3.12342
2022-09-02,1.8136
2022-09-03,1.10831
2022-09-04,1.05793
2022-09-05,2.267
2022-09-06,2.92191
2022-09-07,2.82115
2022-09-08,3.72795
2022-09-09,1.10831
2022-09-10,1.20906
2022-09-11,1.76322
2022-09-12,1.76322
2022-09-13,3.87909
2022-09-14,4.48362
2022-09-15,3.02267
2022-09-16,3.47607
2022-09-17,1.25944
2022-09-18,0.85642
2022-09-19,3.02267
2022-09-20,1.86397
2022-09-21,1.76322
2022-09-22,2.77078
2022-09-23,2.7204
2022-09-24,0.70528
2022-09-25,0.50377
2022-09-26,2.31738
2022-09-27,3.07304
2022-09-28,2.77078
2022-09-29,1.56171
2022-09-30,1.05793
2022-10-01,1.00755
2022-10-02,1.3602
2022-10-03,1.00755
2022-10-04,2.267
2022-10-05,2.11586
2022-10-06,2.56926
2022-10-07,2.77078
2022-10-08,0.85642
2022-10-09,1.10831
2022-10-10,0.65491
2022-10-11,2.61964
2022-10-12,2.56926
2022-10-13,2.16624
2022-10-14,1.86397
2022-10-15,1.51133
2022-10-16,1.41057
2022-10-17,2.36775
2022-10-18,2.46851
2022-10-19,2.7204
2022-10-20,2.51889
2022-10-21,1.96473
2022-10-22,1.20906
2022-10-23,1.15869
2022-10-24,2.82115
2022-10-25,4.18136
2022-10-26,3.82871
2022-10-27,3.37531
2022-10-28,2.56926
2022-10-29,1.66246
2022-10-30,1.41057
2022-10-31,3.02267
2022-11-01,3.27455
2022-11-02,4.38287
2022-11-03,2.67002
2022-11-04,2.41813
2022-11-05,1.61209
2022-11-06,1.86397
2022-11-07,2.92191
2022-11-08,2.97229
2022-11-09,3.57682
2022-11-10,2.77078
2022-11-11,5.8942
2022-11-12,2.36775
2022-11-13,3.02267
2022-11-14,5.13853
2022-11-15,5.79345
2022-11-16,5.59193
2022-11-17,4.13098
2022-11-18,3.87909
2022-11-19,1.8136
2022-11-20,1.71284
2022-11-21,4.38287
2022-11-22,2.87153
2022-11-23,2.82115
2022-11-24,3.22418
2022-11-25,2.06549
2022-11-26,1.20906
2022-11-27,1.86397
2022-11-28,2.41813
2022-11-29,3.22418
2022-11-30,3.1738
2022-12-01,3.12342
2022-12-02,2.06549
2022-12-03,0.80604
2022-12-04,1.3602
2022-12-05,2.82115
2022-12-06,1.91435
2022-12-07,2.61964
2022-12-08,2.46851
2022-12-09,2.67002
2022-12-10,1.30982
2022-12-11,2.61964
2022-12-12,2.92191
2022-12-13,3.52644
2022-12-14,3.92947
2022-12-15,1.8136
2022-12-16,2.01511
2022-12-17,1.20906
2022-12-18,1.25944
2022-12-19,2.67002
2022-12-20,2.01511
2022-12-21,2.11586
2022-12-22,1.8136
2022-12-23,1.86397
2022-12-24,1.10831
2022-12-25,0.75566
2022-12-26,1.05793
2022-12-27,1.05793
2022-12-28,2.16624
2022-12-29,1.66246
2022-12-30,1.76322
2022-12-31,0.95717
2023-01-01,1.30982
2023-01-02,2.16624
2023-01-03,2.51889
2023-01-04,2.21662
2023-01-05,1.8136
2023-01-06,2.51889
2023-01-07,1.41057
2023-01-08,1.15869
2023-01-09,2.67002
2023-01-10,2.61964
2023-01-11,3.37531
2023-01-12,2.56926
2023-01-13,3.32493
2023-01-14,1.46095
2023-01-15,1.3602
2023-01-16,3.12342
2023-01-17,4.0806
2023-01-18,2.77078
2023-01-19,2.61964
2023-01-20,1.61209
2023-01-21,0.95717
2023-01-22,1.00755
2023-01-23,2.267
2023-01-24,1.66246
2023-01-25,3.32493
2023-01-26,4.63476
2023-01-27,3.6272
2023-01-28,1.66246
2023-01-29,2.61964
2023-01-30,2.82115
2023-01-31,4.0806
2023-02-01,4.03022
2023-02-02,5.23929
2023-02-03,4.58438
2023-02-04,2.11586
2023-02-05,1.66246
2023-02-06,2.46851
2023-02-07,3.87909
2023-02-08,4.534
2023-02-09,5.99496
2023-02-10,5.49118
2023-02-11,2.56926
2023-02-12,3.22418
2023-02-13,5.28967
2023-02-14,5.39042
2023-02-15,5.54156
2023-02-16,5.4408
2023-02-17,4.03022
2023-02-18,1.66246
2023-02-19,2.97229
2023-02-20,4.534
2023-02-21,5.28967
2023-02-22,4.58438
2023-02-23,5.34005
2023-02-24,4.58438
2023-02-25,2.41813
2023-02-26,2.67002
2023-02-27,4.13098
2023-02-28,4.03022
2023-03-01,2.36775
2023-03-02,4.13098
2023-03-03,4.28211
2023-03-04,1.66246
2023-03-05,2.31738
2023-03-06,4.48362
2023-03-07,6.04534
2023-03-08,5.94458
2023-03-09,4.9874
2023-03-10,4.33249
2023-03-11,1.66246
2023-03-12,2.11586
2023-03-13,3.27455
2023-03-14,4.23173
2023-03-15,5.4408
2023-03-16,4.78589
2023-03-17,4.83627
2023-03-18,1.56171
2023-03-19,1.56171
2023-03-20,4.88664
2023-03-21,6.04534
2023-03-22,6.29722
2023-03-23,5.39042
2023-03-24,5.39042
2023-03-25,3.32493
2023-03-26,2.77078
2023-03-27,4.13098
2023-03-28,5.23929
2023-03-29,6.04534
2023-03-30,8.06045
2023-03-31,6.14609
2023-04-01,3.02267
2023-04-02,3.67758
2023-04-03,6.3476
2023-04-04,9.11838
2023-04-05,6.90176
2023-04-06,7.20403
2023-04-07,7.10327
2023-04-08,3.32493
2023-04-09,3.87909
2023-04-10,9.01763
2023-04-11,11.08312
2023-04-12,11.08312
2023-04-13,10.42821
2023-04-14,6.14609
2023-04-15,4.63476
2023-04-16,4.03022
2023-04-17,7.7078
2023-04-18,8.06045
2023-04-19,8.36272
2023-04-20,6.54911
2023-04-21,5.54156
2023-04-22,2.46851
2023-04-23,3.02267
2023-04-24,3.67758
2023-04-25,5.28967
2023-04-26,3.37531
2023-04-27,3.97984
2023-04-28,2.92191
2023-04-29,1.61209
2023-04-30,1.61209
2023-05-01,2.06549
2023-05-02,2.77078
2023-05-03,4.38287
2023-05-04,2.82115
2023-05-05,2.11586
2023-05-06,0.95717
2023-05-07,0.85642
2023-05-08,3.12342
2023-05-09,2.7204
2023-05-10,2.87153
2023-05-11,2.87153
2023-05-12,1.30982
2023-05-13,0.40302
2023-05-14,1.20906
2023-05-15,1.30982
2023-05-16,2.51889
2023-05-17,2.56926
2023-05-18,2.16624
2023-05-19,2.36775
2023-05-20,1.15869
2023-05-21,1.56171
2023-05-22,2.36775
2023-05-23,2.31738
2023-05-24,2.36775
2023-05-25,1.76322
2023-05-26,2.06549
2023-05-27,0.4534
2023-05-28,0.4534
2023-05-29,1.05793
2023-05-30,1.91435
2023-05-31,3.57682
2023-06-01,2.77078
2023-06-02,2.41813
2023-06-03,0.85642
2023-06-04,1.71284
2023-06-05,3.1738
2023-06-06,2.11586
