date,한전주가
2020-03-20,32.59143
2020-03-21,5.48972
2020-03-22,3.61557
2020-03-23,32.01406
2020-03-24,31.03392
2020-03-25,31.70209
2020-03-26,29.26454
2020-03-27,25.75838
2020-03-28,4.53751
2020-03-29,3.70637
2020-03-30,27.0016
2020-03-31,24.17991
2020-04-01,25.68155
2020-04-02,22.68991
2020-04-03,20.22908
2020-04-04,4.01834
2020-04-05,2.53532
2020-04-06,20.65513
2020-04-07,21.66554
2020-04-08,19.18841
2020-04-09,18.31303
2020-04-10,23.65376
2020-04-11,3.66912
2020-04-12,2.98232
2020-04-13,24.53844
2020-04-14,24.17526
2020-04-15,4.72842
2020-04-16,22.7388
2020-04-17,23.71662
2020-04-18,3.64118
2020-04-19,2.81703
2020-04-20,24.61527
2020-04-21,27.4067
2020-04-22,29.25756
2020-04-23,31.69278
2020-04-24,26.50338
2020-04-25,3.47356
2020-04-26,2.77047
2020-04-27,29.43915
2020-04-28,29.65334
2020-04-29,24.98312
2020-04-30,3.74595
2020-05-01,4.51423
2020-05-02,2.235
2020-05-03,2.13256
2020-05-04,20.12897
2020-05-05,3.67145
2020-05-06,22.73647
2020-05-07,20.06146
2020-05-08,18.61569
2020-05-09,3.38276
2020-05-10,2.33278
2020-05-11,19.01147
2020-05-12,18.37822
2020-05-13,19.43752
2020-05-14,22.65965
2020-05-15,25.45573
2020-05-16,3.36647
2020-05-17,2.5167
2020-05-18,19.87521
2020-05-19,21.19758
2020-05-20,18.74374
2020-05-21,18.19663
2020-05-22,16.5553
2020-05-23,2.73787
2020-05-24,2.32114
2020-05-25,17.135
2020-05-26,17.47957
2020-05-27,16.83467
2020-05-28,17.23278
2020-05-29,15.21663
2020-05-30,2.36071
2020-05-31,1.90673
2020-06-01,16.74388
2020-06-02,16.93246
2020-06-03,21.69115
2020-06-04,19.519
2020-06-05,18.01969
2020-06-06,2.51437
2020-06-07,2.08832
2020-06-08,17.39575
2020-06-09,18.48299
2020-06-10,17.49121
2020-06-11,16.22471
2020-06-12,16.03147
2020-06-13,2.09531
2020-06-14,1.70651
2020-06-15,16.58091
2020-06-16,18.12678
2020-06-17,17.06516
2020-06-18,15.88247
2020-06-19,14.73238
2020-06-20,2.10462
2020-06-21,1.48068
2020-06-22,14.62761
2020-06-23,14.72306
2020-06-24,15.74977
2020-06-25,15.29346
2020-06-26,15.00942
2020-06-27,2.38865
2020-06-28,1.62736
2020-06-29,13.89192
2020-06-30,15.53558
2020-07-01,14.34824
2020-07-02,14.87206
2020-07-03,14.63925
2020-07-04,1.95795
2020-07-05,1.6972
2020-07-06,15.25388
2020-07-07,15.68924
2020-07-08,15.37494
2020-07-09,14.2458
2020-07-10,13.87097
2020-07-11,2.25595
2020-07-12,2.04176
2020-07-13,22.6643
2020-07-14,19.41889
2020-07-15,18.65061
2020-07-16,16.76949
2020-07-17,15.84988
2020-07-18,2.34675
2020-07-19,1.88578
2020-07-20,17.63322
2020-07-21,17.60296
2020-07-22,17.06283
2020-07-23,16.9441
2020-07-24,16.37138
2020-07-25,2.23965
2020-07-26,2.13954
2020-07-27,15.51696
2020-07-28,17.1676
2020-07-29,16.5553
2020-07-30,14.94191
2020-07-31,14.39247
2020-08-01,2.54929
2020-08-02,2.1442
2020-08-03,14.79291
2020-08-04,15.7358
2020-08-05,15.80797
2020-08-06,16.72758
2020-08-07,18.80427
2020-08-08,2.89386
2020-08-09,2.31415
2020-08-10,18.76469
2020-08-11,32.83123
2020-08-12,27.47421
2020-08-13,28.9386
2020-08-14,34.2025
2020-08-15,3.9322
2020-08-16,3.1709
2020-08-17,6.12297
2020-08-18,26.41491
2020-08-19,24.23113
2020-08-20,24.74099
2020-08-21,22.77838
2020-08-22,2.81703
2020-08-23,2.24896
2020-08-24,21.04625
2020-08-25,25.68388
2020-08-26,21.94258
2020-08-27,20.9345
2020-08-28,19.96135
2020-08-29,2.54696
2020-08-30,2.29553
2020-08-31,21.44204
2020-09-01,22.15677
2020-09-02,21.42108
2020-09-03,21.54215
2020-09-04,19.85193
2020-09-05,2.5749
2020-09-06,1.81593
2020-09-07,18.72279
2020-09-08,17.25607
2020-09-09,16.30619
2020-09-10,16.6298
2020-09-11,15.27017
2020-09-12,2.07203
2020-09-13,1.93234
2020-09-14,16.5716
2020-09-15,15.8848
2020-09-16,15.92438
2020-09-17,15.3051
2020-09-18,13.45424
2020-09-19,1.95096
2020-09-20,1.83921
2020-09-21,16.20608
2020-09-22,15.23525
2020-09-23,14.79291
2020-09-24,15.81961
2020-09-25,14.006
2020-09-26,2.29553
2020-09-27,1.42015
2020-09-28,15.12816
2020-09-29,12.57653
2020-09-30,1.76006
2020-10-01,1.64598
2020-10-02,1.67857
2020-10-03,1.36195
2020-10-04,1.43412
2020-10-05,16.40164
2020-10-06,15.55421
2020-10-07,20.6854
2020-10-08,20.51544
2020-10-09,3.45261
2020-10-10,2.07901
2020-10-11,2.71692
2020-10-12,18.79729
2020-10-13,16.18746
2020-10-14,17.26072
2020-10-15,17.37247
2020-10-16,20.30591
2020-10-17,2.69131
2020-10-18,2.01615
2020-10-19,19.89383
2020-10-20,19.20704
2020-10-21,19.7751
2020-10-22,17.15828
2020-10-23,15.7521
2020-10-24,2.13023
2020-10-25,1.52026
2020-10-26,15.49833
2020-10-27,15.16075
2020-10-28,14.96053
2020-10-29,14.03161
2020-10-30,14.01997
2020-10-31,1.93234
2020-11-01,1.55984
2020-11-02,14.76264
2020-11-03,14.51586
2020-11-04,14.02928
2020-11-05,15.17006
2020-11-06,13.91753
2020-11-07,2.02081
2020-11-08,1.64831
2020-11-09,15.39356
2020-11-10,16.83235
2020-11-11,19.88452
2020-11-12,20.75524
2020-11-13,19.04174
2020-11-14,2.87756
2020-11-15,2.13721
2020-11-16,21.25579
2020-11-17,24.40807
2020-11-18,20.17321
2020-11-19,18.13377
2020-11-20,17.19786
2020-11-21,2.37701
2020-11-22,2.39796
2020-11-23,21.12308
2020-11-24,30.59623
2020-11-25,27.30193
2020-11-26,22.35001
2020-11-27,19.93807
2020-11-28,2.94507
2020-11-29,2.3677
2020-11-30,19.00216
2020-12-01,19.05804
2020-12-02,19.37466
2020-12-03,24.25907
2020-12-04,23.21141
2020-12-05,3.61092
2020-12-06,2.94973
2020-12-07,21.28605
2020-12-08,20.06379
2020-12-09,24.30563
2020-12-10,42.84217
2020-12-11,40.44653
2020-12-12,6.34181
2020-12-13,4.57942
2020-12-14,33.32712
2020-12-15,31.14799
2020-12-16,29.70921
2020-12-17,56.73177
2020-12-18,100.0
2020-12-19,12.75347
2020-12-20,9.42658
2020-12-21,63.40185
2020-12-22,51.39338
2020-12-23,48.02458
2020-12-24,44.48816
2020-12-25,7.34523
2020-12-26,5.90179
2020-12-27,5.16145
2020-12-28,42.46501
2020-12-29,36.94503
2020-12-30,48.02458
2020-12-31,11.87111
2021-01-01,4.94493
2021-01-02,4.72376
2021-01-03,4.7517
2021-01-04,43.77575
2021-01-05,42.37422
2021-01-06,46.74178
2021-01-07,43.90845
2021-01-08,46.44145
2021-01-09,8.09489
2021-01-10,6.6142
2021-01-11,45.99445
2021-01-12,43.93639
2021-01-13,39.68989
2021-01-14,38.02528
2021-01-15,36.67031
2021-01-16,5.93672
2021-01-17,4.50725
2021-01-18,36.37929
2021-01-19,36.29781
2021-01-20,34.07678
2021-01-21,34.27234
2021-01-22,33.53665
2021-01-23,5.68994
2021-01-24,4.91001
2021-01-25,37.07773
2021-01-26,34.20482
2021-01-27,29.90943
2021-01-28,29.93737
2021-01-29,31.96749
2021-01-30,5.32209
2021-01-31,4.09983
2021-02-01,32.69387
2021-02-02,34.1699
2021-02-03,30.15854
2021-02-04,28.65923
2021-02-05,26.46846
2021-02-06,4.85647
2021-02-07,3.55737
2021-02-08,31.3552
2021-02-09,31.10609
2021-02-10,25.02269
2021-02-11,4.32333
2021-02-12,3.45726
2021-02-13,3.10804
2021-02-14,3.07778
2021-02-15,28.03529
2021-02-16,27.39505
2021-02-17,29.22496
2021-02-18,28.10281
2021-02-19,30.15621
2021-02-20,5.17076
2021-02-21,4.26978
2021-02-22,31.63224
2021-02-23,27.5231
2021-02-24,27.81412
2021-02-25,27.15293
2021-02-26,26.01913
2021-02-27,4.68418
2021-02-28,4.7354
2021-03-01,4.08586
2021-03-02,26.19374
2021-03-03,27.78152
2021-03-04,25.01804
2021-03-05,23.56063
2021-03-06,4.20692
2021-03-07,3.80182
2021-03-08,25.17868
2021-03-09,25.18101
2021-03-10,23.53735
2021-03-11,23.9471
2021-03-12,23.93779
2021-03-13,3.80182
2021-03-14,2.91714
2021-03-15,22.95997
2021-03-16,41.37545
2021-03-17,36.74481
2021-03-18,30.63348
2021-03-19,27.66977
2021-03-20,4.7354
2021-03-21,3.97876
2021-03-22,37.74823
2021-03-23,31.31329
2021-03-24,28.13307
2021-03-25,29.71387
2021-03-26,27.2577
2021-03-27,4.13475
2021-03-28,4.05093
2021-03-29,26.4056
2021-03-30,24.74332
2021-03-31,23.6654
2021-04-01,26.32877
2021-04-02,24.4686
2021-04-03,3.77854
2021-04-04,3.20117
2021-04-05,28.72907
2021-04-06,26.76879
2021-04-07,27.30659
2021-04-08,25.78865
2021-04-09,22.73415
2021-04-10,3.62489
2021-04-11,2.66104
2021-04-12,23.30454
2021-04-13,23.3511
2021-04-14,24.36151
2021-04-15,26.2566
2021-04-16,23.31851
2021-04-17,3.9322
2021-04-18,3.04286
2021-04-19,25.62335
2021-04-20,26.22401
2021-04-21,24.82946
2021-04-22,25.21593
2021-04-23,23.95408
2021-04-24,3.85537
2021-04-25,3.2454
2021-04-26,25.21127
2021-04-27,30.06076
2021-04-28,25.29043
2021-04-29,24.55241
2021-04-30,22.32672
2021-05-01,3.70637
2021-05-02,3.2617
2021-05-03,24.06351
2021-05-04,23.28126
2021-05-05,4.36989
2021-05-06,22.79701
2021-05-07,26.45682
2021-05-08,3.56901
2021-05-09,2.94507
2021-05-10,27.74195
2021-05-11,26.00749
2021-05-12,25.85616
2021-05-13,25.92601
2021-05-14,25.46271
2021-05-15,3.59695
2021-05-16,2.81237
2021-05-17,23.70265
2021-05-18,23.86096
2021-05-19,4.44672
2021-05-20,23.36972
2021-05-21,21.63061
2021-05-22,3.51547
2021-05-23,3.35948
2021-05-24,37.69701
2021-05-25,34.06514
2021-05-26,48.27136
2021-05-27,44.10402
2021-05-28,38.27206
2021-05-29,5.07764
2021-05-30,4.15803
2021-05-31,36.61211
2021-06-01,37.22207
2021-06-02,34.8404
2021-06-03,34.14196
2021-06-04,31.87204
2021-06-05,5.56422
2021-06-06,4.30237
2021-06-07,48.45528
2021-06-08,42.84217
2021-06-09,36.77973
2021-06-10,31.98612
2021-06-11,30.7266
2021-06-12,4.25581
2021-06-13,3.07312
2021-06-14,33.98598
2021-06-15,32.00009
2021-06-16,40.19742
2021-06-17,34.37478
2021-06-18,32.69853
2021-06-19,4.3792
2021-06-20,4.72609
2021-06-21,52.4713
2021-06-22,43.37997
2021-06-23,37.88559
2021-06-24,38.8797
2021-06-25,35.18496
2021-06-26,5.09161
2021-06-27,3.70637
2021-06-28,30.86396
2021-06-29,27.91423
2021-06-30,28.0609
2021-07-01,26.70593
2021-07-02,26.26824
2021-07-03,3.82278
2021-07-04,3.04984
2021-07-05,28.93627
2021-07-06,29.4764
2021-07-07,27.38574
2021-07-08,26.84329
2021-07-09,27.54871
2021-07-10,4.29306
2021-07-11,3.12434
2021-07-12,27.68141
2021-07-13,25.80262
2021-07-14,23.87027
2021-07-15,26.28454
2021-07-16,23.93779
2021-07-17,3.82278
2021-07-18,3.62489
2021-07-19,30.39601
2021-07-20,31.39245
2021-07-21,27.90026
2021-07-22,27.44627
2021-07-23,24.20552
2021-07-24,3.23842
2021-07-25,2.55162
2021-07-26,22.72483
2021-07-27,22.79002
2021-07-28,21.96586
2021-07-29,21.74935
2021-07-30,20.50147
2021-07-31,2.74253
2021-08-01,2.11859
2021-08-02,23.25565
2021-08-03,22.73647
2021-08-04,24.33357
2021-08-05,21.91465
2021-08-06,21.72374
2021-08-07,2.78443
2021-08-08,2.23267
2021-08-09,21.66554
2021-08-10,20.14993
2021-08-11,20.22443
2021-08-12,20.22443
2021-08-13,22.53858
2021-08-14,3.40372
2021-08-15,2.05107
2021-08-16,4.19993
2021-08-17,21.36754
2021-08-18,21.37219
2021-08-19,22.61076
2021-08-20,21.86343
2021-08-21,2.8729
2021-08-22,2.07901
2021-08-23,22.15211
2021-08-24,21.50257
2021-08-25,19.91013
2021-08-26,18.7903
2021-08-27,17.86138
2021-08-28,2.26759
2021-08-29,1.72514
2021-08-30,17.78921
2021-08-31,18.51558
2021-09-01,19.19074
2021-09-02,17.36316
2021-09-03,16.87891
2021-09-04,2.20473
2021-09-05,1.71815
2021-09-06,17.51216
2021-09-07,16.15719
2021-09-08,16.55996
2021-09-09,17.44232
2021-09-10,16.69033
2021-09-11,2.2024
2021-09-12,2.67036
2021-09-13,22.07063
2021-09-14,20.2966
2021-09-15,20.54105
2021-09-16,18.59008
2021-09-17,18.18266
2021-09-18,2.54231
2021-09-19,2.02779
2021-09-20,1.60407
2021-09-21,1.83921
2021-09-22,3.34784
2021-09-23,39.39654
2021-09-24,26.04707
2021-09-25,3.19186
2021-09-26,2.72623
2021-09-27,21.44902
2021-09-28,19.57488
2021-09-29,20.92985
2021-09-30,18.61336
2021-10-01,17.95916
2021-10-02,2.33743
2021-10-03,1.65762
2021-10-04,3.54806
2021-10-05,20.96943
2021-10-06,20.16157
2021-10-07,19.56557
2021-10-08,17.91958
2021-10-09,2.13954
2021-10-10,2.19542
2021-10-11,2.97068
2021-10-12,19.16746
2021-10-13,19.4026
2021-10-14,18.54818
2021-10-15,18.52955
2021-10-16,2.35839
2021-10-17,1.63667
2021-10-18,16.69499
2021-10-19,16.24566
2021-10-20,14.65555
2021-10-21,16.1246
2021-10-22,15.06297
2021-10-23,1.94165
2021-10-24,1.41084
2021-10-25,16.22703
2021-10-26,15.63103
2021-10-27,14.05024
2021-10-28,14.45766
2021-10-29,13.35413
2021-10-30,1.83689
2021-10-31,1.44111
2021-11-01,13.96177
2021-11-02,14.95588
2021-11-03,13.61022
2021-11-04,17.79852
2021-11-05,14.98149
2021-11-06,2.05573
2021-11-07,1.30142
2021-11-08,19.24894
2021-11-09,16.86494
2021-11-10,15.78702
2021-11-11,15.29346
2021-11-12,16.65774
2021-11-13,2.42823
2021-11-14,1.96493
2021-11-15,16.08967
2021-11-16,14.71841
2021-11-17,14.55311
2021-11-18,14.29469
2021-11-19,14.61597
2021-11-20,2.01615
2021-11-21,1.71815
2021-11-22,16.39466
2021-11-23,14.69513
2021-11-24,14.05256
2021-11-25,12.37166
2021-11-26,12.44849
2021-11-27,2.02314
2021-11-28,1.51095
2021-11-29,14.75566
