date,주식하는법
2020-03-20,59.72117
2020-03-21,30.78372
2020-03-22,26.41296
2020-03-23,50.75357
2020-03-24,50.90429
2020-03-25,53.65486
2020-03-26,49.77392
2020-03-27,43.10474
2020-03-28,22.07987
2020-03-29,22.41899
2020-03-30,28.89977
2020-03-31,31.49962
2020-04-01,29.76639
2020-04-02,23.2856
2020-04-03,18.76412
2020-04-04,14.24265
2020-04-05,13.22532
2020-04-06,23.39864
2020-04-07,26.60135
2020-04-08,20.98718
2020-04-09,19.96985
2020-04-10,19.32931
2020-04-11,10.39939
2020-04-12,12.39638
2020-04-13,16.39035
2020-04-14,16.08892
2020-04-15,11.83119
2020-04-16,13.82818
2020-04-17,18.46269
2020-04-18,11.00226
2020-04-19,11.60512
2020-04-20,16.01356
2020-04-21,20.87415
2020-04-22,24.30293
2020-04-23,17.97287
2020-04-24,15.07159
2020-04-25,8.66616
2020-04-26,10.39939
2020-04-27,14.31801
2020-04-28,14.20497
2020-04-29,12.20798
2020-04-30,7.46043
2020-05-01,9.72117
2020-05-02,7.95026
2020-05-03,7.91258
2020-05-04,13.03692
2020-05-05,11.37905
2020-05-06,14.65712
2020-05-07,12.39638
2020-05-08,11.49208
2020-05-09,7.98794
2020-05-10,9.75885
2020-05-11,13.56443
2020-05-12,14.84551
2020-05-13,15.29766
2020-05-14,16.27731
2020-05-15,13.33835
2020-05-16,9.45742
2020-05-17,9.98492
2020-05-18,14.16729
2020-05-19,17.33232
2020-05-20,19.29163
2020-05-21,20.98718
2020-05-22,16.80482
2020-05-23,11.37905
2020-05-24,12.66013
2020-05-25,20.53504
2020-05-26,20.422
2020-05-27,18.8018
2020-05-28,18.72645
2020-05-29,14.73247
2020-05-30,10.77618
2020-05-31,11.26601
2020-06-01,20.27128
2020-06-02,20.94951
2020-06-03,27.581
2020-06-04,23.474
2020-06-05,21.62773
2020-06-06,13.48907
2020-06-07,15.74981
2020-06-08,20.53504
2020-06-09,22.11755
2020-06-10,18.57573
2020-06-11,21.70308
2020-06-12,18.65109
2020-06-13,11.98191
2020-06-14,11.30369
2020-06-15,19.17859
2020-06-16,20.68575
2020-06-17,20.49736
2020-06-18,20.422
2020-06-19,18.16126
2020-06-20,10.24868
2020-06-21,10.85154
2020-06-22,18.61341
2020-06-23,18.2743
2020-06-24,18.38733
2020-06-25,17.06857
2020-06-26,12.58477
2020-06-27,9.11831
2020-06-28,9.34438
2020-06-29,15.4107
2020-06-30,16.88018
2020-07-01,14.54408
2020-07-02,16.23963
2020-07-03,15.63677
2020-07-04,10.09796
2020-07-05,16.08892
2020-07-06,21.1379
2020-07-07,22.53202
2020-07-08,20.422
2020-07-09,21.02486
2020-07-10,19.78146
2020-07-11,12.84853
2020-07-12,15.10926
2020-07-13,19.93217
2020-07-14,20.79879
2020-07-15,21.62773
2020-07-16,19.10324
2020-07-17,16.16428
2020-07-18,11.60512
2020-07-19,12.62245
2020-07-20,20.91183
2020-07-21,25.01883
2020-07-22,28.93745
2020-07-23,28.37226
2020-07-24,22.38131
2020-07-25,15.48605
2020-07-26,26.94046
2020-07-27,27.39261
2020-07-28,28.44762
2020-07-29,24.26525
2020-07-30,20.12057
2020-07-31,23.66239
2020-08-01,15.03391
2020-08-02,15.63677
2020-08-03,22.00452
2020-08-04,25.32027
2020-08-05,28.89977
2020-08-06,27.61868
2020-08-07,30.1055
2020-08-08,18.46269
2020-08-09,19.7061
2020-08-10,31.19819
2020-08-11,35.30519
2020-08-12,29.72871
2020-08-13,26.22456
2020-08-14,24.7174
2020-08-15,14.6948
2020-08-16,12.62245
2020-08-17,17.5584
2020-08-18,23.09721
2020-08-19,26.29992
2020-08-20,28.89977
2020-08-21,25.96081
2020-08-22,16.27731
2020-08-23,17.10625
2020-08-24,23.36096
2020-08-25,28.6737
2020-08-26,30.59532
2020-08-27,31.23587
2020-08-28,28.71137
2020-08-29,18.46269
2020-08-30,27.20422
2020-08-31,35.04144
2020-09-01,42.08741
2020-09-02,40.16578
2020-09-03,38.65862
2020-09-04,32.74302
2020-09-05,19.66842
2020-09-06,21.25094
2020-09-07,33.38357
2020-09-08,34.62697
2020-09-09,36.0211
2020-09-10,38.77166
2020-09-11,31.31122
2020-09-12,19.06556
2020-09-13,19.29163
2020-09-14,24.67972
2020-09-15,28.03315
2020-09-16,29.16352
2020-09-17,24.37829
2020-09-18,20.94951
2020-09-19,14.77015
2020-09-20,12.28334
2020-09-21,17.21929
2020-09-22,16.80482
2020-09-23,21.10022
2020-09-24,20.87415
2020-09-25,16.69178
2020-09-26,10.77618
2020-09-27,12.43406
2020-09-28,14.95855
2020-09-29,13.03692
2020-09-30,11.07761
2020-10-01,12.01959
2020-10-02,10.88922
2020-10-03,11.41672
2020-10-04,13.14996
2020-10-05,18.65109
2020-10-06,17.33232
2020-10-07,16.1266
2020-10-08,14.28033
2020-10-09,10.0226
2020-10-10,9.53278
2020-10-11,9.34438
2020-10-12,14.99623
2020-10-13,16.39035
2020-10-14,16.80482
2020-10-15,18.95252
2020-10-16,16.31499
2020-10-17,10.96458
2020-10-18,12.3587
2020-10-19,14.01657
2020-10-20,14.12961
2020-10-21,12.54709
2020-10-22,12.20798
2020-10-23,10.55011
2020-10-24,6.02863
2020-10-25,9.83421
2020-10-26,13.48907
2020-10-27,12.77317
2020-10-28,11.79351
2020-10-29,11.60512
2020-10-30,9.75885
2020-10-31,8.28937
2020-11-01,8.55312
2020-11-02,11.60512
2020-11-03,13.56443
2020-11-04,11.90655
2020-11-05,12.8862
2020-11-06,11.34137
2020-11-07,7.38507
2020-11-08,9.72117
2020-11-09,14.35568
2020-11-10,21.43933
2020-11-11,18.61341
2020-11-12,18.91484
2020-11-13,16.31499
2020-11-14,9.68349
2020-11-15,11.30369
2020-11-16,22.41899
2020-11-17,20.94951
2020-11-18,19.63074
2020-11-19,17.89751
2020-11-20,17.14393
2020-11-21,13.11228
2020-11-22,14.61944
2020-11-23,22.0422
2020-11-24,21.92916
2020-11-25,28.37226
2020-11-26,27.43029
2020-11-27,22.90881
2020-11-28,21.28862
2020-11-29,18.91484
2020-11-30,25.69706
2020-12-01,26.1492
2020-12-02,28.37226
2020-12-03,31.38658
2020-12-04,31.87641
2020-12-05,22.11755
2020-12-06,22.34363
2020-12-07,29.27656
2020-12-08,28.25923
2020-12-09,30.8214
2020-12-10,26.37528
2020-12-11,24.79276
2020-12-12,18.87716
2020-12-13,17.10625
2020-12-14,26.1492
2020-12-15,26.03617
2020-12-16,24.56669
2020-12-17,24.75508
2020-12-18,25.20723
2020-12-19,20.72343
2020-12-20,20.91183
2020-12-21,29.57799
2020-12-22,24.75508
2020-12-23,26.1492
2020-12-24,28.14619
2020-12-25,19.78146
2020-12-26,18.9902
2020-12-27,24.30293
2020-12-28,34.81537
2020-12-29,34.43858
2020-12-30,38.62094
2020-12-31,31.12283
2021-01-01,27.31725
2021-01-02,28.52298
2021-01-03,36.20949
2021-01-04,58.7792
2021-01-05,58.62848
2021-01-06,63.60211
2021-01-07,53.76789
2021-01-08,100.0
2021-01-09,64.16729
2021-01-10,52.82592
2021-01-11,92.57724
2021-01-12,66.16428
2021-01-13,55.87792
2021-01-14,55.38809
2021-01-15,44.6119
2021-01-16,28.93745
2021-01-17,26.52599
2021-01-18,37.30218
2021-01-19,41.7483
2021-01-20,44.34815
2021-01-21,42.31348
2021-01-22,38.92238
2021-01-23,26.11152
2021-01-24,24.22758
2021-01-25,35.22984
2021-01-26,40.16578
2021-01-27,35.68198
2021-01-28,30.93443
2021-01-29,28.6737
2021-01-30,20.53504
2021-01-31,20.19593
2021-02-01,28.37226
2021-02-02,30.67068
2021-02-03,28.74905
2021-02-04,26.41296
2021-02-05,22.49434
2021-02-06,19.40467
2021-02-07,19.93217
2021-02-08,25.58402
2021-02-09,26.11152
2021-02-10,29.35192
2021-02-11,23.96382
2021-02-12,29.69103
2021-02-13,28.56066
2021-02-14,27.39261
2021-02-15,38.92238
2021-02-16,38.35719
2021-02-17,39.93971
2021-02-18,40.27882
2021-02-19,34.25018
2021-02-20,26.82743
2021-02-21,37.37754
2021-02-22,39.63828
2021-02-23,40.39186
2021-02-24,38.6963
2021-02-25,36.17181
2021-02-26,27.69404
2021-02-27,21.55237
2021-02-28,36.47324
2021-03-01,24.0015
2021-03-02,26.1492
2021-03-03,21.1379
2021-03-04,22.64506
2021-03-05,19.40467
2021-03-06,17.78447
2021-03-07,20.19593
2021-03-08,21.59005
2021-03-09,23.54935
2021-03-10,24.64204
2021-03-11,27.43029
2021-03-12,25.65938
2021-03-13,22.34363
2021-03-14,26.48831
2021-03-15,30.40693
2021-03-16,26.60135
2021-03-17,24.75508
2021-03-18,26.94046
2021-03-19,26.37528
2021-03-20,19.40467
2021-03-21,18.83948
2021-03-22,22.26827
2021-03-23,19.81914
2021-03-24,17.21929
2021-03-25,18.68877
2021-03-26,18.68877
2021-03-27,15.03391
2021-03-28,14.35568
2021-03-29,19.02788
2021-03-30,22.11755
2021-03-31,22.00452
2021-04-01,22.34363
2021-04-02,23.24792
2021-04-03,18.2743
2021-04-04,16.69178
2021-04-05,23.32328
2021-04-06,24.98116
2021-04-07,25.47098
2021-04-08,25.16955
2021-04-09,23.96382
2021-04-10,16.99321
2021-04-11,19.06556
2021-04-12,24.34061
2021-04-13,23.70007
2021-04-14,26.1492
2021-04-15,29.31424
2021-04-16,25.13187
2021-04-17,19.5177
2021-04-18,17.21929
2021-04-19,23.54935
2021-04-20,25.20723
2021-04-21,23.96382
2021-04-22,22.34363
2021-04-23,23.81311
2021-04-24,16.57874
2021-04-25,14.35568
2021-04-26,19.89449
2021-04-27,20.76111
2021-04-28,20.72343
2021-04-29,15.78749
2021-04-30,13.11228
2021-05-01,11.15297
2021-05-02,10.24868
2021-05-03,13.63978
2021-05-04,14.73247
2021-05-05,14.84551
2021-05-06,14.92087
2021-05-07,15.25998
2021-05-08,12.01959
2021-05-09,11.30369
2021-05-10,16.69178
2021-05-11,17.44536
2021-05-12,17.59608
2021-05-13,17.03089
2021-05-14,12.77317
2021-05-15,9.26902
2021-05-16,11.15297
2021-05-17,12.96156
2021-05-18,11.98191
2021-05-19,11.98191
2021-05-20,12.1703
2021-05-21,10.70082
2021-05-22,6.85757
2021-05-23,7.83722
2021-05-24,10.39939
2021-05-25,11.68048
2021-05-26,11.37905
2021-05-27,11.15297
2021-05-28,11.30369
2021-05-29,7.57347
2021-05-30,7.08364
2021-05-31,9.98492
2021-06-01,9.90957
2021-06-02,10.0226
2021-06-03,11.15297
2021-06-04,9.38206
2021-06-05,7.68651
2021-06-06,12.99924
2021-06-07,19.40467
2021-06-08,12.3587
2021-06-09,11.26601
2021-06-10,10.28636
2021-06-11,14.16729
2021-06-12,11.00226
2021-06-13,11.15297
2021-06-14,16.16428
2021-06-15,17.44536
2021-06-16,16.54107
2021-06-17,13.30067
2021-06-18,19.78146
2021-06-19,11.75584
2021-06-20,14.65712
2021-06-21,14.24265
2021-06-22,15.44837
2021-06-23,22.72042
2021-06-24,20.34664
2021-06-25,15.29766
2021-06-26,12.84853
2021-06-27,13.11228
2021-06-28,13.52675
2021-06-29,13.03692
2021-06-30,10.62547
2021-07-01,10.70082
2021-07-02,10.51243
2021-07-03,8.40241
2021-07-04,8.28937
2021-07-05,11.07761
2021-07-06,11.15297
2021-07-07,9.26902
2021-07-08,10.13564
2021-07-09,10.06028
2021-07-10,6.63149
2021-07-11,6.89525
2021-07-12,9.4951
2021-07-13,8.17633
2021-07-14,8.51544
2021-07-15,8.17633
2021-07-16,7.49811
2021-07-17,6.21703
2021-07-18,6.85757
2021-07-19,7.53579
2021-07-20,7.98794
2021-07-21,8.66616
2021-07-22,7.98794
2021-07-23,7.8749
2021-07-24,5.27505
2021-07-25,5.35041
2021-07-26,7.12132
2021-07-27,6.51846
2021-07-28,7.27204
2021-07-29,7.12132
2021-07-30,6.55614
2021-07-31,6.02863
2021-08-01,4.97362
2021-08-02,7.08364
2021-08-03,7.19668
2021-08-04,8.21401
2021-08-05,7.49811
2021-08-06,11.94423
2021-08-07,6.21703
2021-08-08,8.55312
2021-08-09,13.52675
2021-08-10,14.61944
2021-08-11,13.03692
2021-08-12,14.99623
2021-08-13,17.03089
2021-08-14,11.26601
2021-08-15,9.15599
2021-08-16,11.00226
