date,국내월배당ETF
2020-04-22,2.03252
2020-10-15,2.03252
2021-05-05,2.84552
2021-08-03,2.03252
2022-04-13,2.43902
2022-06-17,11.38211
2022-06-18,9.34959
2022-06-19,9.34959
2022-06-20,9.75609
2022-06-21,32.11382
2022-06-22,21.54471
2022-06-23,10.1626
2022-06-24,9.34959
2022-06-25,4.47154
2022-06-26,5.69105
2022-06-27,7.31707
2022-06-28,6.91056
2022-06-29,2.43902
2022-06-30,2.84552
2022-07-01,4.06504
2022-07-03,2.03252
2022-07-08,2.03252
2022-07-09,2.43902
2022-07-11,2.84552
2022-07-13,2.84552
2022-07-23,2.03252
2022-07-24,2.43902
2022-07-26,3.65853
2022-07-28,2.43902
2022-08-01,4.47154
2022-08-02,10.9756
2022-08-03,18.69918
2022-08-04,17.88617
2022-08-05,16.26016
2022-08-06,13.82113
2022-08-07,13.00813
2022-08-08,15.04065
2022-08-09,17.07317
2022-08-10,12.19512
2022-08-11,10.1626
2022-08-12,7.72357
2022-08-13,4.87804
2022-08-14,4.06504
2022-08-15,5.28455
2022-08-16,8.94308
2022-08-17,13.82113
2022-08-18,8.53658
2022-08-19,7.72357
2022-08-20,10.1626
2022-08-21,5.28455
2022-08-22,13.41463
2022-08-23,11.78861
2022-08-24,4.87804
2022-08-25,23.57723
2022-08-26,30.8943
2022-08-27,12.19512
2022-08-28,22.35772
2022-08-29,24.79674
2022-08-30,17.88617
2022-08-31,19.51219
2022-09-01,18.69918
2022-09-02,19.51219
2022-09-03,22.76422
2022-09-04,11.78861
2022-09-05,17.88617
2022-09-06,17.47967
2022-09-07,23.17073
2022-09-08,10.5691
2022-09-09,5.69105
2022-09-10,8.94308
2022-09-11,10.1626
2022-09-12,13.82113
2022-09-13,23.17073
2022-09-14,25.60975
2022-09-15,18.29268
2022-09-16,15.44715
2022-09-17,8.13008
2022-09-18,12.19512
2022-09-19,23.57723
2022-09-20,19.10569
2022-09-21,18.69918
2022-09-22,17.07317
2022-09-23,16.66666
2022-09-24,18.69918
2022-09-25,19.51219
2022-09-26,19.91869
2022-09-27,27.64227
2022-09-28,30.4878
2022-09-29,26.42276
2022-09-30,16.26016
2022-10-01,22.76422
2022-10-02,13.41463
2022-10-03,19.91869
2022-10-04,28.04878
2022-10-05,70.7317
2022-10-06,32.92682
2022-10-07,36.99186
2022-10-08,15.44715
2022-10-09,19.51219
2022-10-10,10.9756
2022-10-11,30.8943
2022-10-12,21.13821
2022-10-13,28.04878
2022-10-14,26.42276
2022-10-15,23.98373
2022-10-16,15.44715
2022-10-17,23.98373
2022-10-18,28.04878
2022-10-19,29.26829
2022-10-20,26.01626
2022-10-21,19.91869
2022-10-22,10.1626
2022-10-23,13.41463
2022-10-24,23.57723
2022-10-25,22.76422
2022-10-26,19.10569
2022-10-27,30.4878
2022-10-28,31.30081
2022-10-29,19.91869
2022-10-30,21.54471
2022-10-31,29.67479
2022-11-01,27.64227
2022-11-02,28.86178
2022-11-03,31.70731
2022-11-04,23.98373
2022-11-05,19.10569
2022-11-06,15.04065
2022-11-07,22.35772
2022-11-08,27.23577
2022-11-09,14.22764
2022-11-10,22.35772
2022-11-11,23.98373
2022-11-12,28.04878
2022-11-13,21.95121
2022-11-14,44.30894
2022-11-15,61.38211
2022-11-16,47.56097
2022-11-17,26.82926
2022-11-18,35.36585
2022-11-19,23.98373
2022-11-20,20.3252
2022-11-21,27.23577
2022-11-22,30.4878
2022-11-23,28.04878
2022-11-24,34.95934
2022-11-25,30.8943
2022-11-26,16.26016
2022-11-27,26.01626
2022-11-28,24.39024
2022-11-29,29.26829
2022-11-30,26.82926
2022-12-01,26.42276
2022-12-02,29.67479
2022-12-03,20.3252
2022-12-04,23.57723
2022-12-05,34.95934
2022-12-06,45.93495
2022-12-07,28.86178
2022-12-08,28.86178
2022-12-09,23.57723
2022-12-10,15.44715
2022-12-11,26.01626
2022-12-12,27.23577
2022-12-13,28.04878
2022-12-14,36.99186
2022-12-15,25.60975
2022-12-16,27.23577
2022-12-17,15.04065
2022-12-18,16.66666
2022-12-19,18.29268
2022-12-20,25.60975
2022-12-21,22.76422
2022-12-22,18.69918
2022-12-23,25.20325
2022-12-24,20.3252
2022-12-25,21.54471
2022-12-26,18.29268
2022-12-27,24.79674
2022-12-28,29.26829
2022-12-29,22.76422
2022-12-30,10.9756
2022-12-31,15.85365
2023-01-01,12.19512
2023-01-02,28.45528
2023-01-03,42.68292
2023-01-04,34.95934
2023-01-05,28.86178
2023-01-06,30.4878
2023-01-07,34.95934
2023-01-08,28.04878
2023-01-09,31.70731
2023-01-10,34.14634
2023-01-11,39.83739
2023-01-12,32.52032
2023-01-13,31.70731
2023-01-14,27.64227
2023-01-15,25.60975
2023-01-16,33.73983
2023-01-17,27.23577
2023-01-18,44.30894
2023-01-19,22.35772
2023-01-20,23.98373
2023-01-21,18.29268
2023-01-22,22.76422
2023-01-23,23.17073
2023-01-24,27.23577
2023-01-25,38.61788
2023-01-26,36.17886
2023-01-27,44.71544
2023-01-28,28.86178
2023-01-29,28.04878
2023-01-30,45.12195
2023-01-31,54.06504
2023-02-01,36.58536
2023-02-02,53.25203
2023-02-03,56.91056
2023-02-04,45.12195
2023-02-05,39.83739
2023-02-06,52.84552
2023-02-07,52.03252
2023-02-08,52.03252
2023-02-09,53.65853
2023-02-10,49.59349
2023-02-11,39.83739
2023-02-12,38.61788
2023-02-13,49.18699
2023-02-14,56.91056
2023-02-15,47.15447
2023-02-16,47.56097
2023-02-17,48.78048
2023-02-18,25.20325
2023-02-19,31.70731
2023-02-20,66.26016
2023-02-21,45.93495
2023-02-22,41.05691
2023-02-23,39.43089
2023-02-24,40.2439
2023-02-25,30.0813
2023-02-26,28.86178
2023-02-27,39.83739
2023-02-28,44.71544
2023-03-01,41.46341
2023-03-02,43.08943
2023-03-03,42.68292
2023-03-04,32.52032
2023-03-05,34.95934
2023-03-06,37.39837
2023-03-07,41.05691
2023-03-08,37.80487
2023-03-09,40.2439
2023-03-10,21.95121
2023-03-11,27.64227
2023-03-12,27.64227
2023-03-13,28.04878
2023-03-14,28.45528
2023-03-15,33.33333
2023-03-16,25.20325
2023-03-17,33.73983
2023-03-18,31.70731
2023-03-19,23.57723
2023-03-20,38.21138
2023-03-21,34.95934
2023-03-22,34.14634
2023-03-23,34.55284
2023-03-24,30.4878
2023-03-25,21.95121
2023-03-26,25.20325
2023-03-27,32.11382
2023-03-28,34.95934
2023-03-29,37.39837
2023-03-30,44.30894
2023-03-31,36.99186
2023-04-01,23.98373
2023-04-02,27.23577
2023-04-03,36.99186
2023-04-04,44.30894
2023-04-05,50.0
2023-04-06,43.90243
2023-04-07,31.30081
2023-04-08,23.98373
2023-04-09,39.43089
2023-04-10,39.02439
2023-04-11,48.78048
2023-04-12,45.12195
2023-04-13,35.77235
2023-04-14,43.49593
2023-04-15,35.36585
2023-04-16,36.99186
2023-04-17,36.58536
2023-04-18,52.03252
2023-04-19,56.09756
2023-04-20,40.6504
2023-04-21,42.27642
2023-04-22,32.92682
2023-04-23,30.8943
2023-04-24,32.11382
2023-04-25,37.80487
2023-04-26,30.4878
2023-04-27,45.93495
2023-04-28,33.33333
2023-04-29,33.73983
2023-04-30,29.67479
2023-05-01,25.60975
2023-05-02,43.08943
2023-05-03,55.69105
2023-05-04,75.60975
2023-05-05,30.4878
2023-05-06,37.39837
2023-05-07,25.20325
2023-05-08,46.74796
2023-05-09,39.02439
2023-05-10,50.4065
2023-05-11,39.83739
2023-05-12,36.99186
2023-05-13,78.04878
2023-05-14,43.49593
2023-05-15,47.96747
2023-05-16,47.56097
2023-05-17,56.09756
2023-05-18,63.00813
2023-05-19,40.6504
2023-05-20,31.70731
2023-05-21,43.49593
2023-05-22,48.37398
2023-05-23,54.87804
2023-05-24,48.78048
2023-05-25,41.05691
2023-05-26,42.68292
2023-05-27,31.70731
2023-05-28,29.67479
2023-05-29,31.30081
2023-05-30,54.47154
2023-05-31,59.75609
2023-06-01,44.30894
2023-06-02,47.96747
2023-06-03,26.42276
2023-06-04,31.30081
2023-06-05,44.71544
2023-06-06,31.30081
2023-06-07,40.2439
2023-06-08,40.2439
2023-06-09,40.2439
2023-06-10,23.98373
2023-06-11,34.14634
2023-06-12,54.06504
2023-06-13,52.03252
2023-06-14,39.43089
2023-06-15,40.6504
2023-06-16,36.58536
2023-06-17,15.85365
2023-06-18,29.26829
2023-06-19,29.26829
2023-06-20,40.6504
2023-06-21,38.61788
2023-06-22,45.52845
2023-06-23,39.83739
2023-06-24,21.13821
2023-06-25,25.60975
2023-06-26,32.52032
2023-06-27,33.33333
2023-06-28,46.74796
2023-06-29,43.90243
2023-06-30,43.90243
2023-07-01,31.30081
2023-07-02,29.67479
2023-07-03,41.46341
2023-07-04,68.69918
2023-07-05,42.68292
2023-07-06,43.90243
2023-07-07,30.4878
2023-07-08,19.51219
2023-07-09,28.86178
2023-07-10,47.15447
2023-07-11,71.95121
2023-07-12,60.5691
2023-07-13,57.31707
2023-07-14,47.15447
2023-07-15,27.64227
2023-07-16,37.80487
2023-07-17,39.83739
2023-07-18,47.56097
2023-07-19,45.52845
2023-07-20,47.56097
2023-07-21,46.74796
2023-07-22,30.4878
2023-07-23,22.76422
2023-07-24,39.02439
2023-07-25,45.12195
2023-07-26,45.12195
2023-07-27,43.90243
2023-07-28,42.68292
2023-07-29,35.77235
2023-07-30,30.8943
2023-07-31,28.86178
2023-08-01,50.0
2023-08-02,57.31707
2023-08-03,48.78048
2023-08-04,41.86991
2023-08-05,29.67479
2023-08-06,29.26829
2023-08-07,32.52032
2023-08-08,39.43089
2023-08-09,53.25203
2023-08-10,42.68292
2023-08-11,43.49593
2023-08-12,32.52032
2023-08-13,31.70731
2023-08-14,42.27642
2023-08-15,38.21138
2023-08-16,50.4065
2023-08-17,50.813
2023-08-18,38.21138
2023-08-19,41.86991
2023-08-20,39.43089
2023-08-21,48.37398
2023-08-22,47.56097
2023-08-23,54.47154
2023-08-24,50.813
2023-08-25,38.61788
2023-08-26,23.57723
2023-08-27,32.92682
2023-08-28,48.78048
2023-08-29,60.5691
2023-08-30,68.29268
2023-08-31,43.49593
2023-09-01,42.68292
2023-09-02,30.4878
2023-09-03,34.95934
2023-09-04,45.93495
2023-09-05,69.91869
2023-09-06,73.17073
2023-09-07,46.34146
2023-09-08,51.21951
2023-09-09,30.0813
2023-09-10,39.83739
2023-09-11,46.34146
2023-09-12,36.17886
2023-09-13,41.86991
2023-09-14,45.52845
2023-09-15,54.06504
2023-09-16,20.7317
2023-09-17,27.64227
2023-09-18,36.17886
2023-09-19,46.74796
2023-09-20,46.34146
2023-09-21,29.26829
2023-09-22,36.99186
2023-09-23,29.67479
2023-09-24,18.69918
2023-09-25,30.0813
2023-09-26,50.0
2023-09-27,33.33333
2023-09-28,22.76422
2023-09-29,17.47967
2023-09-30,15.44715
2023-10-01,17.88617
2023-10-02,22.76422
2023-10-03,26.01626
2023-10-04,30.0813
2023-10-05,30.4878
2023-10-06,37.39837
2023-10-07,27.64227
2023-10-08,20.3252
2023-10-09,23.17073
2023-10-10,33.73983
2023-10-11,35.36585
2023-10-12,39.02439
2023-10-13,37.39837
2023-10-14,23.17073
2023-10-15,20.7317
2023-10-16,26.82926
2023-10-17,41.86991
2023-10-18,36.99186
2023-10-19,39.02439
2023-10-20,35.77235
2023-10-21,19.10569
2023-10-22,24.39024
2023-10-23,100.0
2023-10-24,30.0813
2023-10-25,42.68292
2023-10-26,29.26829
2023-10-27,30.8943
2023-10-28,21.95121
2023-10-29,16.26016
2023-10-30,50.0
2023-10-31,34.95934
2023-11-01,32.92682
2023-11-02,34.95934
2023-11-03,40.6504
2023-11-04,26.01626
2023-11-05,26.82926
2023-11-06,44.30894
2023-11-07,35.36585
2023-11-08,31.70731
2023-11-09,26.42276
2023-11-10,33.33333
2023-11-11,20.7317
2023-11-12,22.76422
2023-11-13,34.14634
2023-11-14,39.43089
2023-11-15,48.37398
2023-11-16,55.69105
2023-11-17,43.90243
2023-11-18,28.04878
2023-11-19,38.61788
2023-11-20,41.46341
2023-11-21,41.86991
2023-11-22,46.34146
2023-11-23,37.80487
2023-11-24,53.65853
2023-11-25,30.0813
2023-11-26,36.58536
2023-11-27,47.56097
2023-11-28,58.94308
2023-11-29,47.15447
2023-11-30,58.13008
2023-12-01,52.43902
2023-12-02,41.05691
2023-12-03,39.02439
2023-12-04,45.12195
2023-12-05,65.85365
2023-12-06,75.20325
2023-12-07,62.60162
2023-12-08,51.62601
2023-12-09,36.99186
2023-12-10,36.58536
2023-12-11,50.813
2023-12-12,51.21951
2023-12-13,48.78048
2023-12-14,58.53658
2023-12-15,44.71544
2023-12-16,35.36585
2023-12-17,39.43089
2023-12-18,49.18699
2023-12-19,59.34959
2023-12-20,51.21951
2023-12-21,59.34959
2023-12-22,61.78861
2023-12-23,36.58536
2023-12-24,28.86178
2023-12-25,39.02439
2023-12-26,62.60162
2023-12-27,74.39024
2023-12-28,58.94308
2023-12-29,39.43089
2023-12-30,33.73983
2023-12-31,41.46341
2024-01-01,41.05691
2024-01-02,55.28455
2024-01-03,89.43089
2024-01-04,67.47967
2024-01-05,76.01626
2024-01-06,52.84552
2024-01-07,58.13008
2024-01-08,56.09756
2024-01-09,75.60975
2024-01-10,78.04878
2024-01-11,68.29268
2024-01-12,59.75609
2024-01-13,40.6504
2024-01-14,50.4065
2024-01-15,55.28455
2024-01-16,56.91056
2024-01-17,58.53658
2024-01-18,50.813
2024-01-19,56.91056
2024-01-20,38.61788
2024-01-21,37.39837
2024-01-22,59.34959
2024-01-23,65.44715
2024-01-24,64.22764
2024-01-25,69.10569
2024-01-26,58.94308
2024-01-27,48.37398
2024-01-28,48.78048
2024-01-29,65.85365
2024-01-30,74.79674
2024-01-31,66.26016
2024-02-01,66.26016
2024-02-02,71.13821
2024-02-03,46.74796
2024-02-04,53.65853
2024-02-05,80.0813
2024-02-06,69.10569
2024-02-07,65.85365
2024-02-08,63.00813
2024-02-09,38.21138
2024-02-10,37.39837
2024-02-11,40.2439
2024-02-12,52.03252
2024-02-13,64.22764
2024-02-14,58.94308
2024-02-15,56.09756
2024-02-16,63.82113
2024-02-17,37.80487
2024-02-18,38.61788
2024-02-19,59.75609
2024-02-20,74.79674
2024-02-21,67.88617
2024-02-22,64.22764
2024-02-23,59.34959
2024-02-24,39.02439
2024-02-25,56.09756
2024-02-26,75.20325
2024-02-27,71.95121
2024-02-28,86.99186
2024-02-29,63.00813
2024-03-01,49.18699
2024-03-02,39.02439
2024-03-03,48.37398
2024-03-04,68.29268
2024-03-05,84.55284
2024-03-06,78.45528
2024-03-07,77.64227
2024-03-08,67.88617
2024-03-09,42.27642
2024-03-10,46.34146
2024-03-11,87.39837
2024-03-12,79.67479
2024-03-13,74.39024
2024-03-14,80.4878
2024-03-15,61.38211
2024-03-16,48.37398
2024-03-17,56.09756
2024-03-18,77.64227
2024-03-19,67.07317
2024-03-20,69.51219
