date,비트코인ETF
2020-06-26,0.00722
2020-06-27,0.00421
2020-06-28,0.01265
2020-06-29,0.00301
2020-06-30,0.01204
2020-07-01,0.02289
2020-07-02,0.00783
2020-07-03,0.00662
2020-07-04,0.00843
2020-07-05,0.01144
2020-07-07,0.01265
2020-07-08,0.01144
2020-07-10,0.00662
2020-07-11,0.00421
2020-07-12,0.01204
2020-07-13,0.00602
2020-07-14,0.00783
2020-07-15,0.00602
2020-07-16,0.01385
2020-07-17,0.00963
2020-07-18,0.00542
2020-07-19,0.00542
2020-07-20,0.01325
2020-07-21,0.00903
2020-07-22,0.00662
2020-07-23,0.01867
2020-07-24,0.00602
2020-07-25,0.00481
2020-07-26,0.00722
2020-07-27,0.02168
2020-07-28,0.02771
2020-07-29,0.00843
2020-07-30,0.01686
2020-07-31,0.00662
2020-08-01,0.00662
2020-08-02,0.01445
2020-08-03,0.02168
2020-08-04,0.01265
2020-08-05,0.0271
2020-08-06,0.01807
2020-08-07,0.02228
2020-08-08,0.01265
2020-08-09,0.01084
2020-08-10,0.01927
2020-08-11,0.01807
2020-08-12,0.00903
2020-08-13,0.01867
2020-08-14,0.01325
2020-08-15,0.00481
2020-08-16,0.01807
2020-08-17,0.01385
2020-08-18,0.01445
2020-08-19,0.01024
2020-08-20,0.03313
2020-08-21,0.02409
2020-08-22,0.00542
2020-08-23,0.00481
2020-08-24,0.00722
2020-08-25,0.01686
2020-08-26,0.00542
2020-08-27,0.01084
2020-08-28,0.00783
2020-08-29,0.01506
2020-08-30,0.00963
2020-08-31,0.00722
2020-09-01,0.00662
2020-09-02,0.00421
2020-09-03,0.01024
2020-09-04,0.00722
2020-09-05,0.00421
2020-09-06,0.01747
2020-09-07,0.00662
2020-09-08,0.00722
2020-09-09,0.00481
2020-09-10,0.01265
2020-09-11,0.00361
2020-09-12,0.00421
2020-09-14,0.00722
2020-09-15,0.01506
2020-09-16,0.01325
2020-09-17,0.00481
2020-09-18,0.02048
2020-09-19,0.01626
2020-09-20,0.01084
2020-09-21,0.02289
2020-09-22,0.01445
2020-09-23,0.04216
2020-09-24,0.02168
2020-09-25,0.01807
2020-09-26,0.00903
2020-09-27,0.01566
2020-09-28,0.01084
2020-09-29,0.00722
2020-09-30,0.00542
2020-10-01,0.00662
2020-10-02,0.00542
2020-10-03,0.00481
2020-10-05,0.01024
2020-10-06,0.01927
2020-10-07,0.01626
2020-10-08,0.01385
2020-10-09,0.01024
2020-10-10,0.00843
2020-10-11,0.01626
2020-10-12,0.01626
2020-10-13,0.01445
2020-10-14,0.00542
2020-10-15,0.00843
2020-10-16,0.00843
2020-10-17,0.01024
2020-10-18,0.01024
2020-10-19,0.01265
2020-10-20,0.00662
2020-10-21,0.0259
2020-10-22,0.03012
2020-10-23,0.01084
2020-10-24,0.02409
2020-10-25,0.01385
2020-10-26,0.01445
2020-10-27,0.01325
2020-10-28,0.02108
2020-10-29,0.01927
2020-10-30,0.01084
2020-10-31,0.01144
2020-11-01,0.01265
2020-11-02,0.00421
2020-11-03,0.00783
2020-11-04,0.01144
2020-11-05,0.02048
2020-11-06,0.04216
2020-11-07,0.03494
2020-11-08,0.01807
2020-11-09,0.02228
2020-11-10,0.0265
2020-11-11,0.02891
2020-11-12,0.01927
2020-11-13,0.04096
2020-11-14,0.00843
2020-11-15,0.01686
2020-11-16,0.01445
2020-11-17,0.03313
2020-11-18,0.10723
2020-11-19,0.06385
2020-11-20,0.06506
2020-11-21,0.05542
2020-11-22,0.04939
2020-11-23,0.03614
2020-11-24,0.06686
2020-11-25,0.0512
2020-11-26,0.06084
2020-11-27,0.03253
2020-11-28,0.01927
2020-11-29,0.04397
2020-11-30,0.03795
2020-12-01,0.07951
2020-12-02,0.05301
2020-12-03,0.04879
2020-12-04,0.04156
2020-12-05,0.03795
2020-12-06,0.03614
2020-12-07,0.03614
2020-12-08,0.03072
2020-12-09,0.02469
2020-12-10,0.03192
2020-12-11,0.0253
2020-12-12,0.01506
2020-12-13,0.0253
2020-12-14,0.01927
2020-12-15,0.01987
2020-12-16,0.05481
2020-12-17,0.11988
2020-12-18,0.09518
2020-12-19,0.04277
2020-12-20,0.0518
2020-12-21,0.05963
2020-12-22,0.03674
2020-12-23,0.03433
2020-12-24,0.05542
2020-12-25,0.05421
2020-12-26,0.05361
2020-12-27,0.11927
2020-12-28,0.0771
2020-12-29,0.0512
2020-12-30,0.05301
2020-12-31,0.06988
2021-01-01,0.21084
2021-01-02,0.26807
2021-01-03,0.86988
2021-01-04,0.54578
2021-01-05,0.26024
2021-01-06,0.24397
2021-01-07,0.3259
2021-01-08,0.43253
2021-01-09,0.23614
2021-01-10,0.34398
2021-01-11,0.80302
2021-01-12,0.51024
2021-01-13,0.23976
2021-01-14,0.27108
2021-01-15,0.18674
2021-01-16,0.32169
2021-01-17,0.13614
2021-01-18,0.16807
2021-01-19,0.13313
2021-01-20,0.16927
2021-01-21,0.17289
2021-01-22,0.15843
2021-01-23,0.11445
2021-01-24,0.10301
2021-01-25,0.08012
2021-01-26,0.06506
2021-01-27,0.06204
2021-01-28,0.09277
2021-01-29,0.11084
2021-01-30,0.14518
2021-01-31,0.07951
2021-02-01,0.05361
2021-02-02,0.0759
2021-02-03,0.06626
2021-02-04,0.06445
2021-02-05,0.06807
2021-02-06,0.0765
2021-02-07,0.06807
2021-02-08,0.13192
2021-02-09,0.40663
2021-02-10,0.21687
2021-02-11,0.14277
2021-02-12,0.26747
2021-02-13,0.48494
2021-02-14,0.38735
2021-02-15,0.62289
2021-02-16,0.86266
2021-02-17,0.46747
2021-02-18,0.45181
2021-02-19,1.00483
2021-02-20,0.8229
2021-02-21,0.37831
2021-02-22,0.44518
2021-02-23,0.26325
2021-02-24,0.13554
2021-02-25,0.11686
2021-02-26,0.16686
2021-02-27,0.19156
2021-02-28,0.12349
2021-03-01,0.1006
2021-03-02,0.16988
2021-03-03,0.24819
2021-03-04,0.13433
2021-03-05,0.1012
2021-03-06,0.08132
2021-03-07,0.10602
2021-03-08,0.07891
2021-03-09,0.1265
2021-03-10,0.16445
2021-03-11,0.16506
2021-03-12,0.1747
2021-03-13,0.17771
2021-03-14,0.18915
2021-03-15,0.23193
2021-03-16,0.14578
2021-03-17,0.21446
2021-03-18,0.23072
2021-03-19,0.32289
2021-03-20,0.2506
2021-03-21,0.22831
2021-03-22,0.24277
2021-03-23,0.20964
2021-03-24,0.16385
2021-03-25,0.22409
2021-03-26,0.16927
2021-03-27,0.11927
2021-03-28,0.18915
2021-03-29,0.29337
2021-03-30,0.18313
2021-03-31,0.19036
2021-04-01,0.19036
2021-04-02,0.19879
2021-04-03,0.17891
2021-04-04,0.14277
2021-04-05,0.2747
2021-04-06,0.34337
2021-04-07,0.64458
2021-04-08,0.27169
2021-04-09,0.17168
2021-04-10,0.15482
2021-04-11,0.2247
2021-04-12,0.42892
2021-04-13,0.36687
2021-04-14,1.20121
2021-04-15,0.60422
2021-04-16,0.57651
2021-04-17,0.44699
2021-04-18,0.45663
2021-04-19,0.36807
2021-04-20,0.46988
2021-04-21,0.45241
2021-04-22,0.47651
2021-04-23,0.84699
2021-04-24,0.35361
2021-04-25,0.29397
2021-04-26,0.44458
2021-04-27,0.40181
2021-04-28,0.34458
2021-04-29,0.84639
2021-04-30,0.37289
2021-05-01,0.6247
2021-05-02,0.23434
2021-05-03,0.20843
2021-05-04,0.19879
2021-05-05,0.20542
2021-05-06,0.16686
2021-05-07,0.1747
2021-05-08,0.13795
2021-05-09,0.15301
2021-05-10,0.28012
2021-05-11,0.16626
2021-05-12,0.28494
2021-05-13,0.29217
2021-05-14,0.22108
2021-05-15,0.16807
2021-05-16,0.33795
2021-05-17,0.52048
2021-05-18,0.30723
2021-05-19,0.56386
2021-05-20,0.79398
2021-05-21,0.43795
2021-05-22,0.56265
2021-05-23,0.91507
2021-05-24,1.13676
2021-05-25,0.66386
2021-05-26,0.38614
2021-05-27,0.30602
2021-05-28,0.38614
2021-05-29,0.38072
2021-05-30,0.37952
2021-05-31,0.50904
2021-06-01,0.66386
2021-06-02,0.96145
2021-06-03,0.71024
2021-06-04,0.33253
2021-06-05,0.16205
2021-06-06,0.14096
2021-06-07,0.26084
2021-06-08,0.48976
2021-06-09,0.43795
2021-06-10,1.28375
2021-06-11,0.44337
2021-06-12,0.30783
2021-06-13,0.31446
2021-06-14,0.53434
2021-06-15,0.9729
2021-06-16,0.99278
2021-06-17,1.23194
2021-06-18,0.30663
2021-06-19,0.16265
2021-06-20,0.11867
2021-06-21,0.18253
2021-06-22,0.29759
2021-06-23,0.29156
2021-06-24,0.33373
2021-06-25,0.16686
2021-06-26,0.1
2021-06-27,0.08855
2021-06-28,0.08433
2021-06-29,0.33976
2021-06-30,0.19458
2021-07-01,0.12771
2021-07-02,0.09578
2021-07-03,0.10542
2021-07-04,0.10482
2021-07-05,0.10963
2021-07-06,0.10361
2021-07-07,0.08192
2021-07-08,0.17891
2021-07-09,0.15482
2021-07-10,0.07409
2021-07-11,0.08976
2021-07-12,0.11686
2021-07-13,0.14819
2021-07-14,0.25241
2021-07-15,0.33012
2021-07-16,0.2018
2021-07-17,0.10421
2021-07-18,0.0771
2021-07-19,0.10482
2021-07-20,0.14698
2021-07-21,0.08735
2021-07-22,0.10903
2021-07-23,0.08072
2021-07-24,0.06686
2021-07-25,0.05421
2021-07-26,0.10482
2021-07-27,0.15
2021-07-28,0.09096
2021-07-29,0.15361
2021-07-30,0.05963
2021-07-31,0.06024
2021-08-01,0.05783
2021-08-02,0.06506
2021-08-03,0.0765
2021-08-04,0.14217
2021-08-05,0.11144
2021-08-06,0.23373
2021-08-07,0.18253
2021-08-08,0.12771
2021-08-09,0.15301
2021-08-10,0.30542
2021-08-11,0.23253
2021-08-12,0.12409
2021-08-13,0.1012
2021-08-14,0.12168
2021-08-15,0.08192
2021-08-16,0.08735
2021-08-17,0.08192
2021-08-18,0.0753
2021-08-19,0.07409
2021-08-20,0.14819
2021-08-21,0.17771
2021-08-22,0.09036
2021-08-23,0.11084
2021-08-24,0.11084
2021-08-25,0.16807
2021-08-26,0.13735
2021-08-27,0.07229
2021-08-28,0.07289
2021-08-29,0.05481
2021-08-30,0.06747
2021-08-31,0.05602
2021-09-01,0.06265
2021-09-02,0.05542
2021-09-03,0.21988
2021-09-04,0.11867
2021-09-05,0.08614
2021-09-06,0.12108
2021-09-07,0.09156
2021-09-08,0.10361
2021-09-09,0.06566
2021-09-10,0.10963
2021-09-11,0.06385
2021-09-12,0.06204
2021-09-13,0.09216
2021-09-14,0.07229
2021-09-15,0.08915
2021-09-16,0.11807
2021-09-17,0.04036
2021-09-18,0.06144
2021-09-19,0.05421
2021-09-20,0.0759
2021-09-21,0.08976
2021-09-22,0.26988
2021-09-23,0.29156
2021-09-24,0.14939
2021-09-25,0.21385
2021-09-26,0.21988
2021-09-27,0.20542
2021-09-28,0.30181
2021-09-29,0.48675
2021-09-30,0.58856
2021-10-01,1.43555
2021-10-02,0.65181
2021-10-03,0.46928
2021-10-04,0.50663
2021-10-05,1.13314
2021-10-06,1.15724
2021-10-07,0.91085
2021-10-08,1.397
2021-10-09,0.69398
2021-10-10,0.6482
2021-10-11,0.88434
2021-10-12,1.61989
2021-10-13,1.36206
2021-10-14,1.54519
2021-10-15,9.42782
2021-10-16,11.91279
2021-10-17,5.65067
2021-10-18,14.69776
2021-10-19,14.06221
2021-10-20,11.07121
2021-10-21,8.34407
2021-10-22,3.80727
2021-10-23,1.87652
2021-10-24,1.20061
2021-10-25,1.84399
2021-10-26,2.17171
2021-10-27,1.50001
2021-10-28,1.16929
2021-10-29,0.94398
2021-10-30,0.6253
2021-10-31,0.83434
2021-11-01,0.87772
2021-11-02,0.7982
2021-11-03,0.73494
2021-11-04,0.67952
2021-11-05,0.60964
2021-11-06,0.48615
2021-11-07,0.33855
2021-11-08,0.73193
2021-11-09,1.05242
2021-11-10,0.87229
2021-11-11,0.91808
2021-11-12,1.93556
2021-11-13,2.60424
2021-11-14,1.05724
2021-11-15,0.69579
2021-11-16,0.71868
2021-11-17,0.54398
2021-11-18,0.43133
2021-11-19,0.58193
2021-11-20,0.28795
2021-11-21,0.23313
2021-11-22,0.28795
2021-11-23,0.31325
2021-11-24,0.25301
2021-11-25,0.24458
2021-11-26,0.24638
2021-11-27,0.20241
2021-11-28,0.1753
2021-11-29,0.20903
2021-11-30,0.54398
2021-12-01,0.38554
2021-12-02,0.28855
2021-12-03,0.29156
2021-12-04,0.78976
2021-12-05,0.34638
2021-12-06,0.42892
2021-12-07,0.30241
2021-12-08,0.2259
2021-12-09,0.2018
2021-12-10,0.23614
2021-12-11,0.18132
2021-12-12,0.23373
2021-12-13,0.25783
2021-12-14,0.24458
2021-12-15,0.17952
2021-12-16,0.16747
2021-12-17,0.13855
2021-12-18,0.1259
2021-12-19,0.08554
2021-12-20,0.1265
2021-12-21,0.1747
2021-12-22,0.15602
2021-12-23,0.22229
2021-12-24,0.15843
2021-12-25,0.10301
2021-12-26,0.11144
2021-12-27,0.10783
2021-12-28,0.12891
2021-12-29,0.16747
2021-12-30,0.16385
2021-12-31,0.14819
2022-01-01,0.13253
2022-01-02,0.14096
2022-01-03,0.14819
2022-01-04,0.17229
2022-01-05,0.18373
2022-01-06,0.22711
2022-01-07,0.2
2022-01-08,0.16084
2022-01-09,0.11927
2022-01-10,0.15301
2022-01-11,0.17349
2022-01-12,0.13373
2022-01-13,0.14518
2022-01-14,0.10421
2022-01-15,0.08072
2022-01-16,0.11506
2022-01-17,0.11265
2022-01-18,0.10843
2022-01-19,0.1253
2022-01-20,0.10903
2022-01-21,0.51988
2022-01-22,0.35904
2022-01-23,0.20903
2022-01-24,0.21988
2022-01-25,0.15843
2022-01-26,0.10843
2022-01-27,0.11686
2022-01-28,0.13012
2022-01-29,0.09216
2022-01-30,0.11385
2022-01-31,0.08132
2022-02-01,0.09759
2022-02-02,0.09457
2022-02-03,0.09397
2022-02-04,0.07108
2022-02-05,0.14518
2022-02-06,0.1018
2022-02-07,0.09457
2022-02-08,0.31446
2022-02-09,0.13915
2022-02-10,0.10662
2022-02-11,0.09156
2022-02-12,0.06265
2022-02-13,0.05542
2022-02-14,0.05542
2022-02-15,0.0765
2022-02-16,0.06807
2022-02-17,0.0512
2022-02-18,0.0759
2022-02-19,0.0518
2022-02-20,0.07289
2022-02-21,0.08915
2022-02-22,0.10421
2022-02-23,0.08554
2022-02-24,0.08373
2022-02-25,0.07048
2022-02-26,0.05241
2022-02-27,0.03855
2022-02-28,0.04397
2022-03-01,0.07229
2022-03-02,0.06445
2022-03-03,0.05
2022-03-04,0.04277
2022-03-05,0.04939
2022-03-06,0.03975
2022-03-07,0.04216
2022-03-08,0.05241
2022-03-09,0.04397
2022-03-10,0.05421
2022-03-11,0.08132
2022-03-12,0.06686
2022-03-13,0.04277
2022-03-14,0.03975
2022-03-15,0.03734
2022-03-16,0.06265
2022-03-17,0.07289
2022-03-18,0.05783
2022-03-19,0.04819
2022-03-20,0.04397
2022-03-21,0.05421
2022-03-22,0.08976
2022-03-23,0.07469
2022-03-24,0.06626
2022-03-25,0.08313
2022-03-26,0.04518
2022-03-27,0.03674
2022-03-28,0.06204
2022-03-29,0.08192
2022-03-30,0.09759
2022-03-31,0.08132
2022-04-01,0.0506
2022-04-02,0.04578
2022-04-03,0.03192
2022-04-04,0.04397
2022-04-05,0.06927
2022-04-06,0.04879
2022-04-07,0.09939
2022-04-08,0.05843
2022-04-09,0.03012
2022-04-10,0.02891
2022-04-11,0.03132
2022-04-12,0.05722
2022-04-13,0.06867
2022-04-14,0.05481
2022-04-15,0.04939
2022-04-16,0.02409
2022-04-17,0.03072
2022-04-18,0.07469
2022-04-19,0.16144
2022-04-20,0.11686
2022-04-21,0.11686
2022-04-22,0.06506
2022-04-23,0.04759
2022-04-24,0.0518
2022-04-25,0.08012
2022-04-26,0.06686
2022-04-27,0.0771
2022-04-28,0.05481
2022-04-29,0.04518
2022-04-30,0.03915
2022-05-01,0.04518
2022-05-02,0.03915
2022-05-03,0.04638
2022-05-04,0.04578
2022-05-05,0.03734
2022-05-06,0.06265
2022-05-07,0.04879
2022-05-08,0.06445
2022-05-09,0.08313
2022-05-10,0.07349
2022-05-11,0.08373
2022-05-12,0.18554
2022-05-13,0.08373
2022-05-14,0.07409
2022-05-15,0.07289
2022-05-16,0.08855
2022-05-17,0.08313
2022-05-18,0.07469
2022-05-19,0.1753
2022-05-20,0.11265
2022-05-21,0.05783
2022-05-22,0.03855
2022-05-23,0.04518
2022-05-24,0.16807
2022-05-25,0.08253
2022-05-26,0.05903
2022-05-27,0.05421
2022-05-28,0.05301
2022-05-29,0.0512
2022-05-30,0.0506
2022-05-31,0.04759
2022-06-01,0.04578
2022-06-02,0.03614
2022-06-03,0.03373
2022-06-04,0.03072
2022-06-05,0.03012
2022-06-06,0.03494
2022-06-07,0.04397
2022-06-08,0.0765
2022-06-09,0.05843
2022-06-10,0.05662
2022-06-11,0.05481
2022-06-12,0.06686
2022-06-13,0.11325
2022-06-14,0.12289
2022-06-15,0.09096
2022-06-16,0.06566
2022-06-17,0.08795
2022-06-18,0.09277
2022-06-19,0.14939
2022-06-20,0.07771
2022-06-21,0.38313
2022-06-22,0.19096
2022-06-23,0.13313
2022-06-24,0.1253
2022-06-25,0.0771
2022-06-26,0.06566
2022-06-27,0.08253
2022-06-28,0.11566
2022-06-29,0.09879
2022-06-30,0.48735
2022-07-01,0.12771
2022-07-02,0.04879
2022-07-03,0.05421
2022-07-04,0.06807
2022-07-05,0.05722
2022-07-06,0.05903
2022-07-07,0.04096
2022-07-08,0.02951
2022-07-09,0.0259
2022-07-10,0.02289
2022-07-11,0.03855
2022-07-12,0.03253
2022-07-13,0.04819
2022-07-14,0.03915
2022-07-15,0.04036
2022-07-16,0.01867
2022-07-17,0.03192
2022-07-18,0.03192
2022-07-19,0.04216
2022-07-20,0.04216
2022-07-21,0.02469
2022-07-22,0.0265
2022-07-23,0.01807
2022-07-24,0.01385
2022-07-25,0.02409
2022-07-26,0.01807
2022-07-27,0.02228
2022-07-28,0.0265
2022-07-29,0.03614
2022-07-30,0.01807
2022-07-31,0.01024
2022-08-01,0.02771
2022-08-02,0.02951
2022-08-03,0.02228
2022-08-04,0.03614
2022-08-05,0.02349
2022-08-06,0.02228
2022-08-07,0.01445
2022-08-08,0.02108
2022-08-09,0.03313
2022-08-10,0.01927
2022-08-11,0.0259
2022-08-12,0.02289
2022-08-13,0.02771
2022-08-14,0.02048
2022-08-15,0.03855
2022-08-16,0.03614
2022-08-17,0.03614
2022-08-18,0.03734
2022-08-19,0.04096
2022-08-20,0.03192
2022-08-21,0.03614
2022-08-22,0.03192
2022-08-23,0.03554
2022-08-24,0.02048
2022-08-25,0.03253
2022-08-26,0.02831
2022-08-27,0.02108
2022-08-28,0.0253
2022-08-29,0.04759
2022-08-30,0.08253
2022-08-31,0.0771
2022-09-01,0.04698
2022-09-02,0.01927
2022-09-03,0.01566
2022-09-04,0.01385
2022-09-05,0.01626
2022-09-06,0.02048
2022-09-07,0.03132
2022-09-08,0.02108
2022-09-09,0.01807
2022-09-10,0.02469
2022-09-11,0.01686
2022-09-12,0.03072
2022-09-13,0.02771
2022-09-14,0.0253
2022-09-15,0.02891
2022-09-16,0.02409
2022-09-17,0.01807
2022-09-18,0.01807
2022-09-19,0.03855
2022-09-20,0.0265
2022-09-21,0.02349
2022-09-22,0.02289
2022-09-23,0.0253
2022-09-24,0.01144
2022-09-25,0.01807
2022-09-26,0.02771
2022-09-27,0.02469
2022-09-28,0.03012
2022-09-29,0.0271
2022-09-30,0.02168
2022-10-01,0.01506
2022-10-02,0.03192
2022-10-03,0.02891
2022-10-04,0.03373
2022-10-05,0.03373
2022-10-06,0.02771
2022-10-07,0.01626
2022-10-08,0.01506
2022-10-09,0.01566
2022-10-10,0.0253
2022-10-11,0.03072
2022-10-12,0.02891
2022-10-13,0.02831
2022-10-14,0.0259
2022-10-15,0.01747
2022-10-16,0.01024
2022-10-17,0.02168
2022-10-18,0.01867
2022-10-19,0.03012
2022-10-20,0.01445
2022-10-21,0.02108
2022-10-22,0.02469
2022-10-23,0.02771
2022-10-24,0.0271
2022-10-25,0.02469
2022-10-26,0.03192
2022-10-27,0.04096
2022-10-28,0.02771
2022-10-29,0.02228
2022-10-30,0.01626
2022-10-31,0.02289
2022-11-01,0.03072
2022-11-02,0.01927
2022-11-03,0.02168
2022-11-04,0.01807
2022-11-05,0.01204
2022-11-06,0.01204
2022-11-07,0.02409
2022-11-08,0.03072
2022-11-09,0.04879
2022-11-10,0.06445
2022-11-11,0.02349
2022-11-12,0.03795
2022-11-13,0.0265
2022-11-14,0.06265
2022-11-15,0.04698
2022-11-16,0.05361
2022-11-17,0.03614
2022-11-18,0.0259
2022-11-19,0.03192
2022-11-20,0.01506
2022-11-21,0.01987
2022-11-22,0.03433
2022-11-23,0.02349
2022-11-24,0.01566
2022-11-25,0.03012
2022-11-26,0.01626
2022-11-27,0.01626
2022-11-28,0.01686
2022-11-29,0.01626
2022-11-30,0.02168
2022-12-01,0.02168
2022-12-02,0.01927
2022-12-03,0.01024
2022-12-04,0.01084
2022-12-05,0.01747
2022-12-06,0.02349
2022-12-07,0.02048
2022-12-08,0.02048
2022-12-09,0.01325
2022-12-10,0.01024
2022-12-11,0.01445
2022-12-12,0.02048
2022-12-13,0.03855
2022-12-14,0.0271
2022-12-15,0.0253
2022-12-16,0.03132
2022-12-17,0.03012
2022-12-18,0.01144
2022-12-19,0.01686
2022-12-20,0.02168
2022-12-21,0.02469
2022-12-22,0.01566
2022-12-23,0.01626
2022-12-24,0.00542
2022-12-25,0.00963
2022-12-26,0.02048
2022-12-27,0.01566
2022-12-28,0.02349
2022-12-29,0.01084
2022-12-30,0.01144
2022-12-31,0.00783
2023-01-01,0.00783
2023-01-02,0.01144
2023-01-03,0.01325
2023-01-04,0.01204
2023-01-05,0.01867
2023-01-06,0.01807
2023-01-07,0.00602
2023-01-08,0.01204
2023-01-09,0.01747
2023-01-10,0.02289
2023-01-11,0.01506
2023-01-12,0.03072
2023-01-13,0.04036
2023-01-14,0.06204
2023-01-15,0.03373
2023-01-16,0.04457
2023-01-17,0.04638
2023-01-18,0.04096
2023-01-19,0.02409
2023-01-20,0.06566
2023-01-21,0.07469
2023-01-22,0.04337
2023-01-23,0.03373
2023-01-24,0.07108
2023-01-25,0.04879
2023-01-26,0.03674
2023-01-27,0.04277
2023-01-28,0.04578
2023-01-29,0.0265
2023-01-30,0.03072
2023-01-31,0.02469
2023-02-01,0.0265
2023-02-02,0.03795
2023-02-03,0.02891
2023-02-04,0.03795
2023-02-05,0.0265
2023-02-06,0.0259
2023-02-07,0.02951
2023-02-08,0.02469
2023-02-09,0.02469
2023-02-10,0.01867
2023-02-11,0.01445
2023-02-12,0.02108
2023-02-13,0.01204
2023-02-14,0.01686
2023-02-15,0.01265
2023-02-16,0.02228
2023-02-17,0.02168
2023-02-18,0.02409
2023-02-19,0.02048
2023-02-20,0.01566
2023-02-21,0.01024
2023-02-22,0.02048
2023-02-23,0.01084
2023-02-24,0.02469
2023-02-25,0.01987
2023-02-26,0.00963
2023-02-27,0.02048
2023-02-28,0.01445
2023-03-01,0.01385
2023-03-02,0.00843
2023-03-03,0.02168
2023-03-04,0.01747
2023-03-05,0.01385
2023-03-06,0.01626
2023-03-07,0.01024
2023-03-08,0.02831
2023-03-09,0.02168
2023-03-10,0.02228
2023-03-11,0.00903
2023-03-12,0.01024
2023-03-13,0.01987
2023-03-14,0.05301
2023-03-15,0.03614
2023-03-16,0.03132
2023-03-17,0.03915
2023-03-18,0.04156
2023-03-19,0.04397
2023-03-20,0.04759
2023-03-21,0.03915
2023-03-22,0.03674
2023-03-23,0.02771
2023-03-24,0.02951
2023-03-25,0.02831
2023-03-26,0.00963
2023-03-27,0.03192
2023-03-28,0.03072
2023-03-29,0.02771
2023-03-30,0.03855
2023-03-31,0.02469
2023-04-01,0.01325
2023-04-02,0.01144
2023-04-03,0.01144
2023-04-04,0.02228
2023-04-05,0.01325
2023-04-06,0.01927
2023-04-07,0.01265
2023-04-08,0.01445
2023-04-09,0.00843
2023-04-10,0.01265
2023-04-11,0.05481
2023-04-12,0.09277
2023-04-13,0.06988
2023-04-14,0.04518
2023-04-15,0.01566
2023-04-16,0.02048
2023-04-17,0.0253
2023-04-18,0.0253
2023-04-19,0.03855
2023-04-20,0.01807
2023-04-21,0.01987
2023-04-22,0.01927
2023-04-23,0.01867
2023-04-24,0.03373
2023-04-25,0.0512
2023-04-26,0.03313
2023-04-27,0.02469
2023-04-28,0.02168
2023-04-29,0.02469
2023-04-30,0.0253
2023-05-01,0.02289
2023-05-02,0.0259
2023-05-03,0.03494
2023-05-04,0.02228
2023-05-05,0.02469
2023-05-06,0.0265
2023-05-07,0.02349
2023-05-08,0.03072
2023-05-09,0.01927
2023-05-10,0.02891
2023-05-11,0.02409
2023-05-12,0.03433
2023-05-13,0.01385
2023-05-14,0.02108
2023-05-15,0.0259
2023-05-16,0.02831
2023-05-17,0.02108
2023-05-18,0.03674
2023-05-19,0.03734
2023-05-20,0.01686
2023-05-21,0.02771
2023-05-22,0.01867
2023-05-23,0.01867
2023-05-24,0.02048
2023-05-25,0.02108
2023-05-26,0.01385
2023-05-27,0.01385
2023-05-28,0.01867
2023-05-29,0.01927
2023-05-30,0.02289
2023-05-31,0.02409
2023-06-01,0.02349
