date,주식사기
2020-07-10,3.85572
2020-07-11,4.10447
2020-07-12,3.81426
2020-07-13,5.80431
2020-07-14,5.26533
2020-07-15,4.76782
2020-07-16,3.93864
2020-07-17,4.31177
2020-07-18,2.81923
2020-07-19,2.90215
2020-07-20,3.10945
2020-07-21,6.13598
2020-07-22,6.55058
2020-07-23,6.0116
2020-07-24,5.55555
2020-07-25,2.98507
2020-07-26,5.97014
2020-07-27,5.84577
2020-07-28,6.0116
2020-07-29,6.46766
2020-07-30,5.05804
2020-07-31,5.01658
2020-08-01,4.18739
2020-08-02,3.5655
2020-08-03,5.76285
2020-08-04,5.92868
2020-08-05,5.76285
2020-08-06,6.26036
2020-08-07,5.0995
2020-08-08,4.10447
2020-08-09,3.81426
2020-08-10,8.16749
2020-08-11,10.57213
2020-08-12,8.95522
2020-08-13,8.12603
2020-08-14,5.76285
2020-08-15,4.10447
2020-08-16,3.02653
2020-08-17,3.98009
2020-08-18,5.88723
2020-08-19,4.76782
2020-08-20,6.05306
2020-08-21,5.80431
2020-08-22,4.14593
2020-08-23,3.10945
2020-08-24,5.05804
2020-08-25,6.05306
2020-08-26,4.97512
2020-08-27,7.25538
2020-08-28,5.38971
2020-08-29,3.27529
2020-08-30,4.76782
2020-08-31,5.59701
2020-09-01,7.29684
2020-09-02,6.63349
2020-09-03,5.84577
2020-09-04,5.97014
2020-09-05,4.35323
2020-09-06,4.06301
2020-09-07,5.55555
2020-09-08,6.96517
2020-09-09,6.88225
2020-09-10,8.70646
2020-09-11,6.09452
2020-09-12,4.06301
2020-09-13,4.02155
2020-09-14,5.80431
2020-09-15,7.21393
2020-09-16,6.4262
2020-09-17,5.38971
2020-09-18,6.59203
2020-09-19,3.85572
2020-09-20,3.06799
2020-09-21,5.88723
2020-09-22,8.04311
2020-09-23,7.66998
2020-09-24,6.88225
2020-09-25,5.47263
2020-09-26,3.31674
2020-09-27,2.65339
2020-09-28,5.14096
2020-09-29,3.7728
2020-09-30,3.27529
2020-10-01,3.68988
2020-10-02,3.3582
2020-10-03,3.10945
2020-10-04,4.18739
2020-10-05,4.60199
2020-10-06,5.63847
2020-10-07,4.97512
2020-10-08,5.63847
2020-10-09,3.89718
2020-10-10,4.76782
2020-10-11,2.81923
2020-10-12,5.59701
2020-10-13,5.51409
2020-10-14,6.13598
2020-10-15,6.59203
2020-10-16,6.59203
2020-10-17,4.35323
2020-10-18,3.48258
2020-10-19,4.72636
2020-10-20,5.38971
2020-10-21,4.14593
2020-10-22,4.27031
2020-10-23,3.27529
2020-10-24,2.69485
2020-10-25,2.40464
2020-10-26,3.3582
2020-10-27,4.35323
2020-10-28,4.39469
2020-10-29,5.43117
2020-10-30,4.43615
2020-10-31,2.94361
2020-11-01,4.35323
2020-11-02,4.56053
2020-11-03,3.73134
2020-11-04,3.23383
2020-11-05,4.27031
2020-11-06,4.02155
2020-11-07,2.32172
2020-11-08,2.81923
2020-11-09,4.22885
2020-11-10,5.67993
2020-11-11,4.64344
2020-11-12,5.0995
2020-11-13,6.55058
2020-11-14,5.01658
2020-11-15,4.14593
2020-11-16,6.55058
2020-11-17,6.59203
2020-11-18,5.97014
2020-11-19,6.13598
2020-11-20,6.26036
2020-11-21,3.98009
2020-11-22,4.06301
2020-11-23,8.04311
2020-11-24,8.74792
2020-11-25,9.78441
2020-11-26,9.20398
2020-11-27,7.21393
2020-11-28,6.59203
2020-11-29,6.0116
2020-11-30,7.58706
2020-12-01,7.21393
2020-12-02,8.16749
2020-12-03,7.42122
2020-12-04,8.45771
2020-12-05,4.8922
2020-12-06,5.22388
2020-12-07,8.62354
2020-12-08,8.25041
2020-12-09,8.20895
2020-12-10,8.16749
2020-12-11,7.46268
2020-12-12,5.59701
2020-12-13,4.18739
2020-12-14,5.80431
2020-12-15,6.0116
2020-12-16,6.30182
2020-12-17,6.05306
2020-12-18,6.84079
2020-12-19,2.98507
2020-12-20,4.18739
2020-12-21,5.18242
2020-12-22,5.47263
2020-12-23,5.97014
2020-12-24,5.55555
2020-12-25,3.85572
2020-12-26,3.5655
2020-12-27,3.89718
2020-12-28,8.99668
2020-12-29,10.07462
2020-12-30,7.50414
2020-12-31,6.2189
2021-01-01,4.6849
2021-01-02,5.0995
2021-01-03,6.55058
2021-01-04,10.77943
2021-01-05,45.10779
2021-01-06,65.7131
2021-01-07,24.87562
2021-01-08,23.30016
2021-01-09,14.13764
2021-01-10,13.55721
2021-01-11,19.4859
2021-01-12,14.88391
2021-01-13,12.60364
2021-01-14,14.71807
2021-01-15,14.3864
2021-01-16,6.2189
2021-01-17,6.63349
2021-01-18,8.58208
2021-01-19,10.199
2021-01-20,9.32835
2021-01-21,9.61857
2021-01-22,9.41127
2021-01-23,6.26036
2021-01-24,6.2189
2021-01-25,10.15754
2021-01-26,10.36484
2021-01-27,8.58208
2021-01-28,13.01824
2021-01-29,7.5456
2021-01-30,7.96019
2021-01-31,7.00663
2021-02-01,8.04311
2021-02-02,8.665
2021-02-03,11.65008
2021-02-04,10.53067
2021-02-05,9.95024
2021-02-06,5.88723
2021-02-07,5.14096
2021-02-08,7.79436
2021-02-09,8.78938
2021-02-10,8.665
2021-02-11,5.88723
2021-02-12,5.05804
2021-02-13,5.97014
2021-02-14,5.38971
2021-02-15,9.20398
2021-02-16,9.86733
2021-02-17,9.86733
2021-02-18,9.24543
2021-02-19,7.50414
2021-02-20,8.08457
2021-02-21,6.75787
2021-02-22,9.41127
2021-02-23,9.41127
2021-02-24,8.58208
2021-02-25,8.54063
2021-02-26,7.58706
2021-02-27,4.39469
2021-02-28,6.4262
2021-03-01,5.01658
2021-03-02,5.72139
2021-03-03,5.55555
2021-03-04,6.88225
2021-03-05,6.63349
2021-03-06,4.27031
2021-03-07,6.30182
2021-03-08,7.3383
2021-03-09,6.75787
2021-03-10,5.51409
2021-03-11,7.3383
2021-03-12,5.76285
2021-03-13,6.05306
2021-03-14,5.76285
2021-03-15,6.55058
2021-03-16,7.21393
2021-03-17,5.55555
2021-03-18,7.08955
2021-03-19,5.63847
2021-03-20,4.22885
2021-03-21,2.90215
2021-03-22,5.34825
2021-03-23,5.55555
2021-03-24,5.80431
2021-03-25,5.43117
2021-03-26,4.6849
2021-03-27,3.02653
2021-03-28,2.65339
2021-03-29,4.97512
2021-03-30,4.47761
2021-03-31,6.05306
2021-04-01,5.38971
2021-04-02,5.47263
2021-04-03,3.5655
2021-04-04,4.93366
2021-04-05,5.88723
2021-04-06,5.18242
2021-04-07,4.85074
2021-04-08,4.64344
2021-04-09,4.02155
2021-04-10,2.73631
2021-04-11,2.36318
2021-04-12,5.55555
2021-04-13,5.34825
2021-04-14,4.64344
2021-04-15,5.55555
2021-04-16,5.05804
2021-04-17,3.60696
2021-04-18,2.73631
2021-04-19,5.22388
2021-04-20,5.34825
2021-04-21,6.17744
2021-04-22,5.26533
2021-04-23,4.06301
2021-04-24,3.10945
2021-04-25,2.57048
2021-04-26,4.27031
2021-04-27,5.05804
2021-04-28,5.67993
2021-04-29,4.56053
2021-04-30,3.93864
2021-05-01,2.52902
2021-05-02,2.48756
2021-05-03,4.47761
2021-05-04,4.76782
2021-05-05,3.52404
2021-05-06,4.80928
2021-05-07,4.02155
2021-05-08,3.7728
2021-05-09,3.93864
2021-05-10,5.67993
2021-05-11,4.64344
2021-05-12,5.22388
2021-05-13,5.72139
2021-05-14,4.60199
2021-05-15,2.28026
2021-05-16,2.52902
2021-05-17,3.98009
2021-05-18,3.81426
2021-05-19,2.73631
2021-05-20,3.5655
2021-05-21,3.85572
2021-05-22,2.40464
2021-05-23,1.86567
2021-05-24,4.06301
2021-05-25,4.8922
2021-05-26,4.60199
2021-05-27,6.30182
2021-05-28,5.38971
2021-05-29,3.48258
2021-05-30,3.23383
2021-05-31,7.7529
2021-06-01,9.78441
2021-06-02,5.30679
2021-06-03,5.55555
2021-06-04,4.64344
2021-06-05,3.15091
2021-06-06,1.86567
2021-06-07,4.10447
2021-06-08,4.93366
2021-06-09,5.97014
2021-06-10,5.67993
2021-06-11,3.85572
2021-06-12,2.2388
2021-06-13,1.82421
2021-06-14,3.89718
2021-06-15,3.48258
2021-06-16,4.80928
2021-06-17,4.51907
2021-06-18,4.10447
2021-06-19,2.19734
2021-06-20,2.36318
2021-06-21,3.89718
2021-06-22,4.31177
2021-06-23,6.88225
2021-06-24,5.80431
2021-06-25,5.01658
2021-06-26,3.39966
2021-06-27,1.99004
2021-06-28,4.18739
2021-06-29,3.93864
2021-06-30,3.3582
2021-07-01,4.22885
2021-07-02,4.31177
2021-07-03,12.47927
2021-07-04,9.53565
2021-07-05,100.0
2021-07-06,41.00331
2021-07-07,19.07131
2021-07-08,12.8524
2021-07-09,9.0796
2021-07-10,7.58706
2021-07-11,6.92371
2021-07-12,5.76285
2021-07-13,6.34328
2021-07-14,6.2189
2021-07-15,3.93864
2021-07-16,4.27031
2021-07-17,2.57048
2021-07-18,3.10945
2021-07-19,3.10945
2021-07-20,4.14593
2021-07-21,3.98009
2021-07-22,3.81426
2021-07-23,4.56053
2021-07-24,3.19237
2021-07-25,1.78275
2021-07-26,2.90215
2021-07-27,5.0995
2021-07-28,4.22885
2021-07-29,12.72802
2021-07-30,8.20895
2021-07-31,3.27529
2021-08-01,2.4461
2021-08-02,4.43615
2021-08-03,4.31177
2021-08-04,3.81426
2021-08-05,4.76782
2021-08-06,4.64344
2021-08-07,3.06799
2021-08-08,2.61194
2021-08-09,4.47761
2021-08-10,5.14096
2021-08-11,5.88723
2021-08-12,5.88723
2021-08-13,6.96517
2021-08-14,3.48258
2021-08-15,2.77777
2021-08-16,3.31674
2021-08-17,4.8922
2021-08-18,4.14593
2021-08-19,4.51907
2021-08-20,3.98009
2021-08-21,2.15588
2021-08-22,1.99004
2021-08-23,4.10447
2021-08-24,4.18739
2021-08-25,13.30845
2021-08-26,12.02321
2021-08-27,7.37976
2021-08-28,5.67993
2021-08-29,4.64344
2021-08-30,7.13101
2021-08-31,5.30679
2021-09-01,4.60199
2021-09-02,5.05804
2021-09-03,4.76782
2021-09-04,4.6849
2021-09-05,5.92868
2021-09-06,5.30679
2021-09-07,4.6849
2021-09-08,5.38971
2021-09-09,4.72636
2021-09-10,3.98009
2021-09-11,2.19734
2021-09-12,3.06799
2021-09-13,4.18739
2021-09-14,3.39966
2021-09-15,3.39966
2021-09-16,3.06799
2021-09-17,3.48258
2021-09-18,2.32172
2021-09-19,2.19734
2021-09-20,1.49253
2021-09-21,2.0315
2021-09-22,1.86567
2021-09-23,3.06799
2021-09-24,3.19237
2021-09-25,2.48756
2021-09-26,2.15588
2021-09-27,3.5655
2021-09-28,3.64842
2021-09-29,3.60696
2021-09-30,3.68988
2021-10-01,2.4461
2021-10-02,1.53399
2021-10-03,2.0315
2021-10-04,2.48756
2021-10-05,3.23383
2021-10-06,3.39966
2021-10-07,3.44112
2021-10-08,2.77777
2021-10-09,1.69983
2021-10-10,1.86567
2021-10-11,2.07296
2021-10-12,3.64842
2021-10-13,3.3582
2021-10-14,4.18739
2021-10-15,3.3582
2021-10-16,1.86567
2021-10-17,2.73631
2021-10-18,3.89718
2021-10-19,4.14593
2021-10-20,3.10945
2021-10-21,3.68988
2021-10-22,2.65339
2021-10-23,1.45107
2021-10-24,2.07296
2021-10-25,3.60696
2021-10-26,3.31674
2021-10-27,3.5655
2021-10-28,3.23383
2021-10-29,3.44112
2021-10-30,2.07296
2021-10-31,1.74129
2021-11-01,2.77777
2021-11-02,3.44112
2021-11-03,3.89718
2021-11-04,3.31674
2021-11-05,3.60696
2021-11-06,1.57545
2021-11-07,1.74129
2021-11-08,3.15091
2021-11-09,4.06301
2021-11-10,3.27529
2021-11-11,3.52404
2021-11-12,4.47761
2021-11-13,2.2388
2021-11-14,2.98507
2021-11-15,4.27031
2021-11-16,4.27031
2021-11-17,4.06301
2021-11-18,3.64842
2021-11-19,4.60199
2021-11-20,1.65837
2021-11-21,1.86567
2021-11-22,3.06799
2021-11-23,8.29187
2021-11-24,3.89718
2021-11-25,3.5655
2021-11-26,3.19237
2021-11-27,1.69983
2021-11-28,1.45107
2021-11-29,3.06799
2021-11-30,3.48258
2021-12-01,2.40464
2021-12-02,3.93864
2021-12-03,2.4461
2021-12-04,2.40464
2021-12-05,1.07794
2021-12-06,2.57048
2021-12-07,3.44112
2021-12-08,3.64842
2021-12-09,3.23383
2021-12-10,2.65339
2021-12-11,1.78275
2021-12-12,1.45107
2021-12-13,2.52902
2021-12-14,3.93864
2021-12-15,3.60696
2021-12-16,3.81426
2021-12-17,2.61194
2021-12-18,2.40464
2021-12-19,1.82421
2021-12-20,2.40464
2021-12-21,3.3582
2021-12-22,3.19237
2021-12-23,3.3582
2021-12-24,2.36318
2021-12-25,1.86567
2021-12-26,1.94859
2021-12-27,2.65339
2021-12-28,2.2388
2021-12-29,2.86069
2021-12-30,2.07296
2021-12-31,2.2388
2022-01-01,1.03648
2022-01-02,2.36318
2022-01-03,3.27529
2022-01-04,7.29684
2022-01-05,4.72636
2022-01-06,6.26036
2022-01-07,4.97512
2022-01-08,2.07296
2022-01-09,2.77777
2022-01-10,4.18739
2022-01-11,5.18242
2022-01-12,4.76782
2022-01-13,4.06301
2022-01-14,4.02155
2022-01-15,2.94361
2022-01-16,2.77777
2022-01-17,4.56053
2022-01-18,4.02155
2022-01-19,4.14593
2022-01-20,3.68988
2022-01-21,2.81923
2022-01-22,2.86069
2022-01-23,2.2388
2022-01-24,2.81923
2022-01-25,3.85572
2022-01-26,3.15091
2022-01-27,4.18739
2022-01-28,3.60696
2022-01-29,2.52902
2022-01-30,1.90713
2022-01-31,1.99004
2022-02-01,3.48258
2022-02-02,3.44112
2022-02-03,3.7728
2022-02-04,3.81426
2022-02-05,1.78275
2022-02-06,2.15588
2022-02-07,3.52404
2022-02-08,3.48258
2022-02-09,3.02653
2022-02-10,3.98009
2022-02-11,4.31177
2022-02-12,3.15091
2022-02-13,2.32172
2022-02-14,3.52404
2022-02-15,3.06799
2022-02-16,2.73631
2022-02-17,3.89718
2022-02-18,2.94361
2022-02-19,1.86567
2022-02-20,2.2388
2022-02-21,3.23383
2022-02-22,3.23383
2022-02-23,2.40464
2022-02-24,2.98507
2022-02-25,2.77777
2022-02-26,2.11442
2022-02-27,1.90713
2022-02-28,3.60696
2022-03-01,2.2388
2022-03-02,2.98507
2022-03-03,3.06799
2022-03-04,2.94361
2022-03-05,1.40961
2022-03-06,2.07296
2022-03-07,2.61194
2022-03-08,2.94361
2022-03-09,1.24378
2022-03-10,2.52902
2022-03-11,2.61194
2022-03-12,1.86567
2022-03-13,1.65837
2022-03-14,2.15588
2022-03-15,3.31674
2022-03-16,3.31674
2022-03-17,2.48756
2022-03-18,2.73631
2022-03-19,2.69485
2022-03-20,1.57545
2022-03-21,2.77777
2022-03-22,3.06799
2022-03-23,2.81923
2022-03-24,3.02653
2022-03-25,3.19237
2022-03-26,1.86567
2022-03-27,1.82421
2022-03-28,3.39966
2022-03-29,2.4461
2022-03-30,3.02653
2022-03-31,2.86069
2022-04-01,2.81923
2022-04-02,2.15588
2022-04-03,1.49253
2022-04-04,2.52902
2022-04-05,2.90215
2022-04-06,3.27529
2022-04-07,3.02653
2022-04-08,2.90215
2022-04-09,1.45107
2022-04-10,1.36815
2022-04-11,2.98507
2022-04-12,3.06799
2022-04-13,3.39966
2022-04-14,3.06799
2022-04-15,2.57048
2022-04-16,1.69983
2022-04-17,1.94859
2022-04-18,2.81923
2022-04-19,2.86069
2022-04-20,3.5655
2022-04-21,3.48258
2022-04-22,2.2388
2022-04-23,2.2388
2022-04-24,1.40961
2022-04-25,2.07296
2022-04-26,3.5655
2022-04-27,2.86069
2022-04-28,3.68988
2022-04-29,3.3582
2022-04-30,1.61691
2022-05-01,1.49253
2022-05-02,2.19734
2022-05-03,2.69485
2022-05-04,2.90215
2022-05-05,1.57545
2022-05-06,2.19734
2022-05-07,1.78275
2022-05-08,1.40961
2022-05-09,2.98507
2022-05-10,2.48756
2022-05-11,2.94361
2022-05-12,2.94361
2022-05-13,7.91873
2022-05-14,3.44112
2022-05-15,2.48756
2022-05-16,4.97512
2022-05-17,4.51907
2022-05-18,3.64842
2022-05-19,3.06799
2022-05-20,2.73631
2022-05-21,2.36318
2022-05-22,1.86567
2022-05-23,2.48756
2022-05-24,2.94361
2022-05-25,2.65339
2022-05-26,3.23383
2022-05-27,3.06799
2022-05-28,2.36318
2022-05-29,2.57048
2022-05-30,2.81923
2022-05-31,3.27529
2022-06-01,2.19734
2022-06-02,2.40464
2022-06-03,2.61194
2022-06-04,1.61691
2022-06-05,1.94859
2022-06-06,1.99004
2022-06-07,2.57048
2022-06-08,2.90215
2022-06-09,5.14096
2022-06-10,4.39469
2022-06-11,2.57048
2022-06-12,3.52404
2022-06-13,8.41625
2022-06-14,5.76285
2022-06-15,4.60199
2022-06-16,6.09452
2022-06-17,6.34328
2022-06-18,4.06301
2022-06-19,3.31674
2022-06-20,5.26533
2022-06-21,5.01658
2022-06-22,6.0116
2022-06-23,4.80928
2022-06-24,3.93864
2022-06-25,2.36318
2022-06-26,1.61691
2022-06-27,3.06799
2022-06-28,2.69485
2022-06-29,4.93366
2022-06-30,3.64842
2022-07-01,3.7728
2022-07-02,1.53399
2022-07-03,1.61691
2022-07-04,2.69485
2022-07-05,2.90215
2022-07-06,2.61194
2022-07-07,2.98507
2022-07-08,2.28026
2022-07-09,1.69983
2022-07-10,0.95356
2022-07-11,2.48756
2022-07-12,3.39966
2022-07-13,2.40464
2022-07-14,3.27529
2022-07-15,2.52902
2022-07-16,1.24378
2022-07-17,1.45107
2022-07-18,2.57048
2022-07-19,2.69485
2022-07-20,2.52902
2022-07-21,2.81923
2022-07-22,2.2388
2022-07-23,1.07794
2022-07-24,1.82421
2022-07-25,2.28026
2022-07-26,2.15588
2022-07-27,2.4461
2022-07-28,2.32172
2022-07-29,2.57048
2022-07-30,1.20232
2022-07-31,1.78275
2022-08-01,1.99004
2022-08-02,2.15588
2022-08-03,2.32172
2022-08-04,2.07296
2022-08-05,2.32172
2022-08-06,2.19734
2022-08-07,1.20232
2022-08-08,2.40464
2022-08-09,2.48756
2022-08-10,2.40464
2022-08-11,2.32172
2022-08-12,2.48756
2022-08-13,1.32669
2022-08-14,1.16086
2022-08-15,1.78275
2022-08-16,2.19734
2022-08-17,2.15588
2022-08-18,2.57048
2022-08-19,1.78275
2022-08-20,1.40961
2022-08-21,0.82918
2022-08-22,2.57048
2022-08-23,3.02653
2022-08-24,2.0315
2022-08-25,2.19734
2022-08-26,2.57048
2022-08-27,1.32669
2022-08-28,1.28524
2022-08-29,1.94859
2022-08-30,2.32172
2022-08-31,2.48756
2022-09-01,2.11442
2022-09-02,1.69983
2022-09-03,1.57545
2022-09-04,0.78772
2022-09-05,2.19734
2022-09-06,1.20232
2022-09-07,2.19734
2022-09-08,3.02653
2022-09-09,1.40961
2022-09-10,1.94859
2022-09-11,1.28524
2022-09-12,1.69983
2022-09-13,2.07296
2022-09-14,2.19734
2022-09-15,2.65339
2022-09-16,2.2388
2022-09-17,1.82421
2022-09-18,1.32669
2022-09-19,3.23383
2022-09-20,2.86069
2022-09-21,2.36318
2022-09-22,2.81923
2022-09-23,2.98507
2022-09-24,1.53399
2022-09-25,1.1194
2022-09-26,2.94361
2022-09-27,2.65339
2022-09-28,4.60199
2022-09-29,3.10945
2022-09-30,2.52902
2022-10-01,1.53399
2022-10-02,1.45107
2022-10-03,2.36318
2022-10-04,2.61194
2022-10-05,2.40464
2022-10-06,4.02155
2022-10-07,4.60199
2022-10-08,2.52902
2022-10-09,0.95356
2022-10-10,2.28026
2022-10-11,2.57048
2022-10-12,3.06799
2022-10-13,3.52404
2022-10-14,2.61194
2022-10-15,1.1194
2022-10-16,1.36815
2022-10-17,3.10945
2022-10-18,4.22885
2022-10-19,3.60696
2022-10-20,3.10945
2022-10-21,2.77777
2022-10-22,1.86567
2022-10-23,1.32669
2022-10-24,2.73631
2022-10-25,2.28026
2022-10-26,2.77777
2022-10-27,3.44112
2022-10-28,2.4461
2022-10-29,1.61691
2022-10-30,1.74129
2022-10-31,2.07296
2022-11-01,2.07296
2022-11-02,2.69485
2022-11-03,2.28026
2022-11-04,2.61194
2022-11-05,1.32669
2022-11-06,0.95356
2022-11-07,2.65339
2022-11-08,2.73631
2022-11-09,2.0315
2022-11-10,2.69485
2022-11-11,2.19734
2022-11-12,1.36815
2022-11-13,1.07794
2022-11-14,2.32172
2022-11-15,2.65339
2022-11-16,1.65837
2022-11-17,2.11442
2022-11-18,2.48756
2022-11-19,1.74129
2022-11-20,1.28524
2022-11-21,2.61194
2022-11-22,2.57048
2022-11-23,2.2388
2022-11-24,2.48756
2022-11-25,1.86567
2022-11-26,0.95356
2022-11-27,1.28524
2022-11-28,2.07296
2022-11-29,1.61691
2022-11-30,1.99004
2022-12-01,1.82421
2022-12-02,1.65837
2022-12-03,0.7048
2022-12-04,1.53399
2022-12-05,2.36318
2022-12-06,1.90713
2022-12-07,2.32172
2022-12-08,1.86567
2022-12-09,1.94859
2022-12-10,1.57545
2022-12-11,1.45107
2022-12-12,2.40464
2022-12-13,2.36318
2022-12-14,1.69983
2022-12-15,1.57545
2022-12-16,2.28026
2022-12-17,1.57545
2022-12-18,0.53897
2022-12-19,1.61691
2022-12-20,1.40961
2022-12-21,1.99004
2022-12-22,1.53399
2022-12-23,1.1194
2022-12-24,0.7048
2022-12-25,0.87064
2022-12-26,1.49253
2022-12-27,2.61194
2022-12-28,2.15588
2022-12-29,2.32172
2022-12-30,2.15588
2022-12-31,1.24378
2023-01-01,1.16086
2023-01-02,2.40464
2023-01-03,2.48756
2023-01-04,2.40464
2023-01-05,2.0315
2023-01-06,2.32172
2023-01-07,1.49253
2023-01-08,1.53399
2023-01-09,2.40464
2023-01-10,2.19734
2023-01-11,1.90713
2023-01-12,1.69983
2023-01-13,1.90713
2023-01-14,1.61691
2023-01-15,0.95356
2023-01-16,1.53399
2023-01-17,2.90215
2023-01-18,2.36318
2023-01-19,2.57048
2023-01-20,1.82421
2023-01-21,1.03648
2023-01-22,1.20232
2023-01-23,0.99502
2023-01-24,1.61691
2023-01-25,2.32172
2023-01-26,3.10945
2023-01-27,2.19734
2023-01-28,1.90713
2023-01-29,1.07794
2023-01-30,3.10945
2023-01-31,1.99004
2023-02-01,1.99004
2023-02-02,2.48756
2023-02-03,2.36318
2023-02-04,1.61691
2023-02-05,1.20232
2023-02-06,2.2388
2023-02-07,3.52404
2023-02-08,3.48258
2023-02-09,3.15091
2023-02-10,3.31674
2023-02-11,2.36318
2023-02-12,1.36815
2023-02-13,2.69485
2023-02-14,2.52902
2023-02-15,2.52902
2023-02-16,3.23383
2023-02-17,2.4461
2023-02-18,1.69983
2023-02-19,1.74129
2023-02-20,2.94361
2023-02-21,2.65339
2023-02-22,2.57048
2023-02-23,1.99004
2023-02-24,2.2388
2023-02-25,2.07296
2023-02-26,1.86567
2023-02-27,2.40464
2023-02-28,2.69485
2023-03-01,1.90713
2023-03-02,2.52902
2023-03-03,2.86069
2023-03-04,1.86567
2023-03-05,1.40961
2023-03-06,2.69485
2023-03-07,3.02653
2023-03-08,2.07296
2023-03-09,2.57048
2023-03-10,2.52902
2023-03-11,1.61691
2023-03-12,1.40961
2023-03-13,2.57048
2023-03-14,2.11442
2023-03-15,2.36318
2023-03-16,2.2388
2023-03-17,2.65339
2023-03-18,0.78772
2023-03-19,1.24378
2023-03-20,3.19237
2023-03-21,2.28026
2023-03-22,2.48756
2023-03-23,3.52404
2023-03-24,2.86069
2023-03-25,2.40464
2023-03-26,1.94859
2023-03-27,3.73134
2023-03-28,3.27529
2023-03-29,2.48756
2023-03-30,2.52902
2023-03-31,3.39966
2023-04-01,1.45107
2023-04-02,2.11442
2023-04-03,4.27031
2023-04-04,2.77777
2023-04-05,3.23383
2023-04-06,2.86069
2023-04-07,2.48756
2023-04-08,2.15588
2023-04-09,1.28524
2023-04-10,3.23383
2023-04-11,2.73631
2023-04-12,3.23383
2023-04-13,2.69485
2023-04-14,3.39966
2023-04-15,1.65837
2023-04-16,1.32669
2023-04-17,3.39966
2023-04-18,3.15091
2023-04-19,2.94361
2023-04-20,2.81923
2023-04-21,2.15588
2023-04-22,1.61691
2023-04-23,1.24378
2023-04-24,3.27529
2023-04-25,12.18905
2023-04-26,24.62686
2023-04-27,31.50912
2023-04-28,29.27031
2023-04-29,10.73797
2023-04-30,7.62852
2023-05-01,9.20398
2023-05-02,11.27694
2023-05-03,14.09618
2023-05-04,11.15257
2023-05-05,5.51409
2023-05-06,6.84079
2023-05-07,5.59701
2023-05-08,5.67993
2023-05-09,6.4262
2023-05-10,6.67495
2023-05-11,5.76285
2023-05-12,5.38971
2023-05-13,4.10447
2023-05-14,3.06799
2023-05-15,4.14593
2023-05-16,4.93366
2023-05-17,4.14593
2023-05-18,3.93864
2023-05-19,3.10945
2023-05-20,2.07296
2023-05-21,2.61194
2023-05-22,3.5655
2023-05-23,3.27529
2023-05-24,3.23383
2023-05-25,2.94361
2023-05-26,2.32172
2023-05-27,2.07296
2023-05-28,1.36815
