date,홍콩환율
2020-03-20,44.7289
2020-03-21,13.77523
2020-03-22,9.89248
2020-03-23,34.89055
2020-03-24,28.46314
2020-03-25,25.4312
2020-03-26,24.47985
2020-03-27,21.23134
2020-03-28,9.57537
2020-03-29,8.26049
2020-03-30,21.20813
2020-03-31,18.08337
2020-04-01,18.07564
2020-04-02,19.39825
2020-04-03,16.96186
2020-04-04,8.7091
2020-04-05,7.57985
2020-04-06,17.28671
2020-04-07,16.61381
2020-04-08,15.86356
2020-04-09,14.57962
2020-04-10,12.94763
2020-04-11,7.76548
2020-04-12,6.72905
2020-04-13,13.05592
2020-04-14,13.9918
2020-04-15,10.08585
2020-04-16,16.76077
2020-04-17,14.26251
2020-04-18,7.17766
2020-04-19,7.85056
2020-04-20,14.62603
2020-04-21,17.69665
2020-04-22,17.42594
2020-04-23,15.48456
2020-04-24,16.02598
2020-04-25,7.0539
2020-04-26,6.57436
2020-04-27,14.77299
2020-04-28,14.44813
2020-04-29,13.27248
2020-04-30,8.55441
2020-05-01,7.46384
2020-05-02,5.87825
2020-05-03,6.01748
2020-05-04,13.94539
2020-05-05,9.52123
2020-05-06,13.60507
2020-05-07,12.89349
2020-05-08,12.18965
2020-05-09,6.32686
2020-05-10,5.38324
2020-05-11,13.35756
2020-05-12,13.11006
2020-05-13,12.09683
2020-05-14,12.91669
2020-05-15,12.20512
2020-05-16,6.54342
2020-05-17,5.17441
2020-05-18,12.85482
2020-05-19,12.86255
2020-05-20,12.73106
2020-05-21,12.73106
2020-05-22,15.15971
2020-05-23,7.75775
2020-05-24,6.54342
2020-05-25,17.15523
2020-05-26,16.01825
2020-05-27,13.64374
2020-05-28,18.0679
2020-05-29,16.76077
2020-05-30,10.35656
2020-05-31,7.19313
2020-06-01,18.06017
2020-06-02,14.27024
2020-06-03,13.94539
2020-06-04,13.40397
2020-06-05,12.22832
2020-06-06,5.89372
2020-06-07,5.44512
2020-06-08,12.50676
2020-06-09,14.26251
2020-06-10,15.15198
2020-06-11,13.12553
2020-06-12,12.41395
2020-06-13,5.29043
2020-06-14,5.28269
2020-06-15,13.50452
2020-06-16,13.09459
2020-06-17,12.64598
2020-06-18,12.42168
2020-06-19,11.33111
2020-06-20,5.7313
2020-06-21,4.85729
2020-06-22,11.54768
2020-06-23,12.46036
2020-06-24,12.59958
2020-06-25,10.97532
2020-06-26,10.68914
2020-06-27,6.04068
2020-06-28,5.14347
2020-06-29,11.89573
2020-06-30,15.67019
2020-07-01,12.72333
2020-07-02,13.32663
2020-07-03,12.70786
2020-07-04,5.61528
2020-07-05,4.9037
2020-07-06,12.46036
2020-07-07,13.51999
2020-07-08,12.93216
2020-07-09,14.64923
2020-07-10,12.762
2020-07-11,5.99427
2020-07-12,5.29816
2020-07-13,12.09683
2020-07-14,12.42942
2020-07-15,13.60507
2020-07-16,13.3653
2020-07-17,11.52447
2020-07-18,5.70036
2020-07-19,4.49377
2020-07-20,11.4858
2020-07-21,11.71784
2020-07-22,12.2902
2020-07-23,11.77198
2020-07-24,10.49578
2020-07-25,5.56887
2020-07-26,4.62526
2020-07-27,12.10457
2020-07-28,11.81065
2020-07-29,11.2847
2020-07-30,11.05267
2020-07-31,11.14548
2020-08-01,5.29816
2020-08-02,4.71807
2020-08-03,11.45486
2020-08-04,11.29244
2020-08-05,11.32338
2020-08-06,10.80516
2020-08-07,10.60406
2020-08-08,4.9269
2020-08-09,4.57111
2020-08-10,11.29244
2020-08-11,10.79743
2020-08-12,10.89024
2020-08-13,10.53445
2020-08-14,10.03171
2020-08-15,5.73903
2020-08-16,4.9269
2020-08-17,7.85056
2020-08-18,10.50351
2020-08-19,11.08361
2020-08-20,11.8648
2020-08-21,10.33335
2020-08-22,6.08709
2020-08-23,5.42965
2020-08-24,11.29244
2020-08-25,9.65271
2020-08-26,10.49578
2020-08-27,10.1864
2020-08-28,9.49029
2020-08-29,4.78768
2020-08-30,4.76448
2020-08-31,11.02173
2020-09-01,9.97756
2020-09-02,10.47258
2020-09-03,10.3875
2020-09-04,8.97207
2020-09-05,4.77221
2020-09-06,4.11478
2020-09-07,10.25601
2020-09-08,9.55216
2020-09-09,9.61404
2020-09-10,9.25052
2020-09-11,8.76324
2020-09-12,4.12251
2020-09-13,3.24077
2020-09-14,7.44837
2020-09-15,8.89473
2020-09-16,9.55216
2020-09-17,8.80191
2020-09-18,9.86155
2020-09-19,4.87276
2020-09-20,3.85954
2020-09-21,11.37752
2020-09-22,10.24827
2020-09-23,9.14997
2020-09-24,10.73555
2020-09-25,8.58535
2020-09-26,3.99876
2020-09-27,3.78219
2020-09-28,8.46933
2020-09-29,7.2086
2020-09-30,5.08933
2020-10-01,4.29267
2020-10-02,4.81862
2020-10-03,4.11478
2020-10-04,3.99102
2020-10-05,9.73006
2020-10-06,8.79418
2020-10-07,9.18864
2020-10-08,8.84059
2020-10-09,5.9788
2020-10-10,4.47057
2020-10-11,4.37002
2020-10-12,11.02173
2020-10-13,10.31789
2020-10-14,11.63276
2020-10-15,8.86379
2020-10-16,8.9566
2020-10-17,4.29267
2020-10-18,4.44736
2020-10-19,9.7842
2020-10-20,9.20411
2020-10-21,10.65821
2020-10-22,10.28695
2020-10-23,9.08036
2020-10-24,4.39322
2020-10-25,4.37775
2020-10-26,9.47482
2020-10-27,10.82837
2020-10-28,10.65047
2020-10-29,10.29468
2020-10-30,9.16544
2020-10-31,4.36228
2020-11-01,3.85954
2020-11-02,9.14223
2020-11-03,8.56214
2020-11-04,10.635
2020-11-05,11.57088
2020-11-06,10.77422
2020-11-07,5.51473
2020-11-08,4.63299
2020-11-09,13.27248
2020-11-10,11.37752
2020-11-11,10.74329
2020-11-12,10.06264
2020-11-13,10.2328
2020-11-14,4.53244
2020-11-15,5.19761
2020-11-16,12.66919
2020-11-17,11.57088
2020-11-18,11.94214
2020-11-19,11.45486
2020-11-20,11.6637
2020-11-21,5.03519
2020-11-22,5.15894
2020-11-23,10.88251
2020-11-24,10.73555
2020-11-25,9.9853
2020-11-26,11.30017
2020-11-27,9.63724
2020-11-28,5.43738
2020-11-29,5.18214
2020-11-30,11.50901
2020-12-01,9.9621
2020-12-02,10.16319
2020-12-03,11.43166
2020-12-04,13.50452
2020-12-05,7.36329
2020-12-06,5.79317
2020-12-07,12.58411
2020-12-08,12.3366
2020-12-09,12.05816
2020-12-10,11.10681
2020-12-11,10.8129
2020-12-12,5.3059
2020-12-13,4.5015
2020-12-14,10.95212
2020-12-15,10.82063
2020-12-16,10.11679
2020-12-17,10.00077
2020-12-18,10.45711
2020-12-19,4.86503
2020-12-20,4.30814
2020-12-21,11.32338
2020-12-22,10.03171
2020-12-23,9.73006
2020-12-24,8.71683
2020-12-25,4.47057
2020-12-26,4.43963
2020-12-27,4.29267
2020-12-28,9.71459
2020-12-29,9.382
2020-12-30,9.88475
2020-12-31,8.36878
2021-01-01,5.66942
2021-01-02,4.94237
2021-01-03,5.05839
2021-01-04,10.80516
2021-01-05,10.92118
2021-01-06,10.31789
2021-01-07,10.35656
2021-01-08,11.11454
2021-01-09,6.30365
2021-01-10,5.01198
2021-01-11,12.83935
2021-01-12,11.09907
2021-01-13,9.88475
2021-01-14,12.09683
2021-01-15,10.10132
2021-01-16,5.7313
2021-01-17,5.22082
2021-01-18,12.22058
2021-01-19,11.47807
2021-01-20,11.89573
2021-01-21,11.84159
2021-01-22,10.74329
2021-01-23,5.61528
2021-01-24,5.11253
2021-01-25,11.59409
2021-01-26,10.64274
2021-01-27,9.44388
2021-01-28,12.32887
2021-01-29,10.68914
2021-01-30,5.67715
2021-01-31,5.57661
2021-02-01,12.1123
2021-02-02,12.15871
2021-02-03,10.79743
2021-02-04,11.74878
2021-02-05,11.51674
2021-02-06,5.33683
2021-02-07,5.03519
2021-02-08,12.00402
2021-02-09,12.39848
2021-02-10,11.33885
2021-02-11,7.23953
2021-02-12,5.50699
2021-02-13,5.11253
2021-02-14,5.37551
2021-02-15,11.77972
2021-02-16,13.03271
2021-02-17,13.45811
2021-02-18,11.45486
2021-02-19,10.44937
2021-02-20,5.69262
2021-02-21,5.25949
2021-02-22,13.12553
2021-02-23,11.53994
2021-02-24,12.10457
2021-02-25,11.59409
2021-02-26,13.82937
2021-02-27,6.58983
2021-02-28,5.14347
2021-03-01,8.70136
2021-03-02,13.92219
2021-03-03,12.17418
2021-03-04,12.05042
2021-03-05,12.85482
2021-03-06,5.94786
2021-03-07,5.7777
2021-03-08,14.79619
2021-03-09,14.78072
2021-03-10,14.51775
2021-03-11,13.66695
2021-03-12,12.72333
2021-03-13,6.18764
2021-03-14,5.78544
2021-03-15,12.01949
2021-03-16,11.91894
2021-03-17,11.57862
2021-03-18,11.38525
2021-03-19,11.15322
2021-03-20,6.29592
2021-03-21,4.39322
2021-03-22,10.86704
2021-03-23,10.1864
2021-03-24,10.8361
2021-03-25,10.87477
2021-03-26,11.22283
2021-03-27,6.09482
2021-03-28,8.99528
2021-03-29,10.93665
2021-03-30,11.04493
2021-03-31,11.2847
2021-04-01,11.24603
2021-04-02,9.74553
2021-04-03,5.28269
2021-04-04,5.25949
2021-04-05,8.7323
2021-04-06,9.49029
2021-04-07,10.68914
2021-04-08,11.64823
2021-04-09,10.84383
2021-04-10,5.78544
2021-04-11,5.39098
2021-04-12,11.72557
2021-04-13,11.63276
2021-04-14,11.16095
2021-04-15,10.79743
2021-04-16,11.83386
2021-04-17,5.68489
2021-04-18,5.26722
2021-04-19,10.10132
2021-04-20,10.86704
2021-04-21,10.95985
2021-04-22,10.32562
2021-04-23,9.67592
2021-04-24,5.84731
2021-04-25,5.36004
2021-04-26,10.10132
2021-04-27,10.86704
2021-04-28,10.37203
2021-04-29,10.13226
2021-04-30,9.95436
2021-05-01,5.7545
2021-05-02,4.74127
2021-05-03,10.3875
2021-05-04,10.45711
2021-05-05,8.46159
2021-05-06,10.91345
2021-05-07,9.27372
2021-05-08,5.83958
2021-05-09,5.37551
2021-05-10,10.58859
2021-05-11,10.57313
2021-05-12,9.5831
2021-05-13,11.01399
2021-05-14,10.44164
2021-05-15,5.11253
2021-05-16,5.29043
2021-05-17,11.40846
2021-05-18,10.82063
2021-05-19,6.31912
2021-05-20,10.10132
2021-05-21,9.82287
2021-05-22,5.25175
2021-05-23,4.38548
2021-05-24,9.57537
2021-05-25,10.2096
2021-05-26,10.13999
2021-05-27,10.37976
2021-05-28,10.1864
2021-05-29,5.1048
2021-05-30,5.36004
2021-05-31,10.08585
2021-06-01,10.97532
2021-06-02,11.50127
2021-06-03,10.30242
2021-06-04,10.22507
2021-06-05,5.41418
2021-06-06,4.71807
2021-06-07,11.31564
2021-06-08,10.90571
2021-06-09,10.13999
2021-06-10,10.1864
2021-06-11,9.50576
2021-06-12,5.29043
2021-06-13,5.23629
2021-06-14,9.11903
2021-06-15,10.67367
2021-06-16,10.46484
2021-06-17,12.25152
2021-06-18,11.22283
2021-06-19,5.87825
2021-06-20,4.81089
2021-06-21,12.39074
2021-06-22,11.93441
2021-06-23,11.80292
2021-06-24,11.63276
2021-06-25,11.09134
2021-06-26,5.46059
2021-06-27,4.74901
2021-06-28,10.48031
2021-06-29,10.50351
2021-06-30,9.95436
2021-07-01,10.61953
2021-07-02,9.95436
2021-07-03,5.23629
2021-07-04,4.77995
2021-07-05,9.99303
2021-07-06,9.45162
2021-07-07,10.95212
2021-07-08,12.97857
2021-07-09,12.7388
2021-07-10,5.74677
2021-07-11,4.71034
2021-07-12,11.77198
2021-07-13,11.78745
2021-07-14,12.7388
2021-07-15,11.45486
2021-07-16,11.02946
2021-07-17,5.52246
2021-07-18,4.84956
2021-07-19,11.44713
2021-07-20,12.30566
2021-07-21,13.46585
2021-07-22,12.45262
2021-07-23,10.91345
2021-07-24,5.9324
2021-07-25,5.12027
2021-07-26,12.5377
2021-07-27,12.68466
2021-07-28,12.66919
2021-07-29,12.10457
2021-07-30,12.58411
2021-07-31,6.17217
2021-08-01,5.01198
2021-08-02,12.35981
2021-08-03,12.26699
2021-08-04,11.16869
2021-08-05,10.95212
2021-08-06,11.13775
2021-08-07,6.03294
2021-08-08,5.72356
2021-08-09,12.3366
2021-08-10,12.0891
2021-08-11,12.47582
2021-08-12,13.19514
2021-08-13,15.72434
2021-08-14,7.31688
2021-08-15,6.42741
2021-08-16,10.14772
2021-08-17,17.16296
2021-08-18,15.22159
2021-08-19,15.72434
2021-08-20,15.88676
2021-08-21,6.71358
2021-08-22,6.11802
2021-08-23,15.67793
2021-08-24,14.18516
2021-08-25,13.54319
2021-08-26,13.10232
2021-08-27,12.74653
2021-08-28,6.31139
2021-08-29,5.99427
2021-08-30,11.52447
2021-08-31,12.66919
