date,부부간증여세
2021-11-18,24.4186
2021-11-19,25.19379
2021-11-20,14.92248
2021-11-21,31.20155
2021-11-22,56.00775
2021-11-23,45.73643
2021-11-24,44.96124
2021-11-25,52.13178
2021-11-26,47.86821
2021-11-27,36.24031
2021-11-28,29.45736
2021-11-29,35.27131
2021-11-30,39.72868
2021-12-01,31.58914
2021-12-02,29.65116
2021-12-03,24.4186
2021-12-04,24.6124
2021-12-05,22.48062
2021-12-06,32.17054
2021-12-07,32.94573
2021-12-08,25.96899
2021-12-09,26.74418
2021-12-10,28.10077
2021-12-11,21.70542
2021-12-12,21.70542
2021-12-13,32.75193
2021-12-14,23.64341
2021-12-15,33.52713
2021-12-16,26.74418
2021-12-17,20.15503
2021-12-18,17.44186
2021-12-19,17.82945
2021-12-20,26.35658
2021-12-21,25.58139
2021-12-22,26.16279
2021-12-23,25.38759
2021-12-24,20.73643
2021-12-25,26.55038
2021-12-26,45.54263
2021-12-27,31.20155
2021-12-28,32.94573
2021-12-29,35.65891
2021-12-30,30.81395
2021-12-31,28.29457
2022-01-01,14.14728
2022-01-02,14.34108
2022-01-03,23.44961
2022-01-04,27.71317
2022-01-05,22.67441
2022-01-06,22.28682
2022-01-07,19.96124
2022-01-08,20.54263
2022-01-09,18.41085
2022-01-10,28.87596
2022-01-11,23.8372
2022-01-12,23.06201
2022-01-13,24.8062
2022-01-14,20.15503
2022-01-15,15.69767
2022-01-16,18.02325
2022-01-17,31.58914
2022-01-18,26.55038
2022-01-19,30.81395
2022-01-20,27.90697
2022-01-21,25.58139
2022-01-22,13.75968
2022-01-23,20.15503
2022-01-24,26.55038
2022-01-25,24.8062
2022-01-26,21.89922
2022-01-27,25.19379
2022-01-28,21.12403
2022-01-29,17.05426
2022-01-30,14.72868
2022-01-31,13.17829
2022-02-01,14.14728
2022-02-02,18.02325
2022-02-03,28.87596
2022-02-04,27.32558
2022-02-05,20.15503
2022-02-06,21.51162
2022-02-07,25.96899
2022-02-08,20.93023
2022-02-09,28.10077
2022-02-10,27.51937
2022-02-11,19.37984
2022-02-12,17.44186
2022-02-13,16.66666
2022-02-14,26.35658
2022-02-15,19.96124
2022-02-16,19.18604
2022-02-17,24.6124
2022-02-18,19.76744
2022-02-19,13.17829
2022-02-20,17.63565
2022-02-21,27.71317
2022-02-22,22.09302
2022-02-23,23.06201
2022-02-24,26.74418
2022-02-25,20.54263
2022-02-26,16.08527
2022-02-27,19.57364
2022-02-28,21.31782
2022-03-01,17.63565
2022-03-02,23.44961
2022-03-03,15.31007
2022-03-04,20.54263
2022-03-05,18.21705
2022-03-06,15.50387
2022-03-07,22.28682
2022-03-08,24.4186
2022-03-09,13.37209
2022-03-10,19.37984
2022-03-11,19.37984
2022-03-12,16.66666
2022-03-13,13.75968
2022-03-14,26.55038
2022-03-15,25.19379
2022-03-16,23.64341
2022-03-17,21.70542
2022-03-18,20.54263
2022-03-19,21.89922
2022-03-20,19.18604
2022-03-21,29.45736
2022-03-22,22.67441
2022-03-23,28.68217
2022-03-24,40.89147
2022-03-25,31.58914
2022-03-26,20.93023
2022-03-27,21.70542
2022-03-28,27.51937
2022-03-29,24.4186
2022-03-30,31.00775
2022-03-31,31.20155
2022-04-01,31.78294
2022-04-02,19.76744
2022-04-03,18.60465
2022-04-04,27.51937
2022-04-05,28.68217
2022-04-06,29.06976
2022-04-07,25.77519
2022-04-08,23.06201
2022-04-09,21.31782
2022-04-10,19.37984
2022-04-11,25.77519
2022-04-12,25.38759
2022-04-13,23.06201
2022-04-14,26.55038
2022-04-15,22.09302
2022-04-16,15.31007
2022-04-17,14.14728
2022-04-18,26.74418
2022-04-19,22.48062
2022-04-20,25.0
2022-04-21,24.6124
2022-04-22,27.71317
2022-04-23,31.78294
2022-04-24,20.34883
2022-04-25,21.89922
2022-04-26,28.29457
2022-04-27,25.96899
2022-04-28,21.70542
2022-04-29,16.08527
2022-04-30,16.47286
2022-05-01,17.63565
2022-05-02,23.25581
2022-05-03,20.15503
2022-05-04,19.18604
2022-05-05,18.21705
2022-05-06,23.8372
2022-05-07,15.69767
2022-05-08,18.21705
2022-05-09,34.30232
2022-05-10,28.29457
2022-05-11,24.6124
2022-05-12,20.54263
2022-05-13,21.12403
2022-05-14,19.18604
2022-05-15,18.41085
2022-05-16,37.0155
2022-05-17,27.13178
2022-05-18,28.48837
2022-05-19,24.031
2022-05-20,28.10077
2022-05-21,13.95348
2022-05-22,15.11627
2022-05-23,21.51162
2022-05-24,24.4186
2022-05-25,22.48062
2022-05-26,26.55038
2022-05-27,15.11627
2022-05-28,17.44186
2022-05-29,16.27906
2022-05-30,27.90697
2022-05-31,26.55038
2022-06-01,19.18604
2022-06-02,21.51162
2022-06-03,18.21705
2022-06-04,17.82945
2022-06-05,15.11627
2022-06-06,16.66666
2022-06-07,20.54263
2022-06-08,25.38759
2022-06-09,25.38759
2022-06-10,21.70542
2022-06-11,13.37209
2022-06-12,12.79069
2022-06-13,21.70542
2022-06-14,22.28682
2022-06-15,17.63565
2022-06-16,22.86821
2022-06-17,17.24806
2022-06-18,14.92248
2022-06-19,14.34108
2022-06-20,21.31782
2022-06-21,23.44961
2022-06-22,25.38759
2022-06-23,16.08527
2022-06-24,18.99224
2022-06-25,16.47286
2022-06-26,11.24031
2022-06-27,22.67441
2022-06-28,21.12403
2022-06-29,23.25581
2022-06-30,17.44186
2022-07-01,13.56589
2022-07-02,13.37209
2022-07-03,15.31007
2022-07-04,23.64341
2022-07-05,22.28682
2022-07-06,18.60465
2022-07-07,17.24806
2022-07-08,19.18604
2022-07-09,14.14728
2022-07-10,15.31007
2022-07-11,26.35658
2022-07-12,21.70542
2022-07-13,21.12403
2022-07-14,24.4186
2022-07-15,23.06201
2022-07-16,15.11627
2022-07-17,20.54263
2022-07-18,31.58914
2022-07-19,23.8372
2022-07-20,30.23255
2022-07-21,28.29457
2022-07-22,22.86821
2022-07-23,19.37984
2022-07-24,18.99224
2022-07-25,35.85271
2022-07-26,25.96899
2022-07-27,25.77519
2022-07-28,24.4186
2022-07-29,20.34883
2022-07-30,20.34883
2022-07-31,15.69767
2022-08-01,32.36434
2022-08-02,24.4186
2022-08-03,21.89922
2022-08-04,22.28682
2022-08-05,23.8372
2022-08-06,19.37984
2022-08-07,11.8217
2022-08-08,34.49612
2022-08-09,28.29457
2022-08-10,21.51162
2022-08-11,21.51162
2022-08-12,16.47286
2022-08-13,14.72868
2022-08-14,11.8217
2022-08-15,16.27906
2022-08-16,23.44961
2022-08-17,23.44961
2022-08-18,18.21705
2022-08-19,18.79844
2022-08-20,16.86046
2022-08-21,16.86046
2022-08-22,24.4186
2022-08-23,26.74418
2022-08-24,26.74418
2022-08-25,26.55038
2022-08-26,17.44186
2022-08-27,16.86046
2022-08-28,15.89147
2022-08-29,24.031
2022-08-30,29.06976
2022-08-31,28.68217
2022-09-01,24.8062
2022-09-02,20.34883
2022-09-03,16.66666
2022-09-04,16.08527
2022-09-05,25.0
2022-09-06,22.09302
2022-09-07,26.35658
2022-09-08,23.44961
2022-09-09,16.47286
2022-09-10,18.60465
2022-09-11,16.66666
2022-09-12,20.73643
2022-09-13,31.78294
2022-09-14,32.55813
2022-09-15,25.96899
2022-09-16,24.2248
2022-09-17,18.21705
2022-09-18,18.02325
2022-09-19,27.51937
2022-09-20,21.51162
2022-09-21,24.2248
2022-09-22,26.35658
2022-09-23,24.2248
2022-09-24,18.99224
2022-09-25,11.6279
2022-09-26,19.37984
2022-09-27,21.51162
2022-09-28,19.57364
2022-09-29,21.12403
2022-09-30,22.86821
2022-10-01,14.72868
2022-10-02,10.27131
2022-10-03,16.08527
2022-10-04,19.76744
2022-10-05,16.08527
2022-10-06,21.51162
2022-10-07,18.41085
2022-10-08,12.0155
2022-10-09,11.04651
2022-10-10,12.59689
2022-10-11,24.031
2022-10-12,20.34883
2022-10-13,21.12403
2022-10-14,23.06201
2022-10-15,15.31007
2022-10-16,12.79069
2022-10-17,23.06201
2022-10-18,25.96899
2022-10-19,23.8372
2022-10-20,22.28682
2022-10-21,17.82945
2022-10-22,16.47286
2022-10-23,19.76744
2022-10-24,30.62015
2022-10-25,24.031
2022-10-26,20.54263
2022-10-27,26.55038
2022-10-28,25.0
2022-10-29,12.2093
2022-10-30,8.13953
2022-10-31,21.31782
2022-11-01,29.45736
2022-11-02,27.51937
2022-11-03,21.12403
2022-11-04,27.32558
2022-11-05,20.54263
2022-11-06,18.79844
2022-11-07,25.58139
2022-11-08,22.48062
2022-11-09,23.25581
2022-11-10,28.29457
2022-11-11,19.18604
2022-11-12,15.31007
2022-11-13,17.05426
2022-11-14,23.8372
2022-11-15,23.8372
2022-11-16,20.34883
2022-11-17,25.0
2022-11-18,24.2248
2022-11-19,16.27906
2022-11-20,15.11627
2022-11-21,30.23255
2022-11-22,24.031
2022-11-23,20.54263
2022-11-24,23.44961
2022-11-25,26.16279
2022-11-26,19.37984
2022-11-27,18.02325
2022-11-28,27.13178
2022-11-29,27.71317
2022-11-30,25.19379
2022-12-01,26.35658
2022-12-02,23.06201
2022-12-03,14.92248
2022-12-04,13.17829
2022-12-05,25.0
2022-12-06,23.8372
2022-12-07,22.28682
2022-12-08,25.58139
2022-12-09,21.51162
2022-12-10,21.12403
2022-12-11,17.24806
2022-12-12,32.36434
2022-12-13,25.77519
2022-12-14,19.57364
2022-12-15,23.64341
2022-12-16,20.73643
2022-12-17,12.2093
2022-12-18,21.31782
2022-12-19,26.74418
2022-12-20,22.48062
2022-12-21,22.67441
2022-12-22,25.0
2022-12-23,18.99224
2022-12-24,14.53488
2022-12-25,14.92248
2022-12-26,27.32558
2022-12-27,18.41085
2022-12-28,17.24806
2022-12-29,18.99224
2022-12-30,21.51162
2022-12-31,15.89147
2023-01-01,13.37209
2023-01-02,21.89922
2023-01-03,22.86821
2023-01-04,17.63565
2023-01-05,23.06201
2023-01-06,17.05426
2023-01-07,14.34108
2023-01-08,14.34108
2023-01-09,21.51162
2023-01-10,21.12403
2023-01-11,23.44961
2023-01-12,20.73643
2023-01-13,21.31782
2023-01-14,11.4341
2023-01-15,17.05426
2023-01-16,23.64341
2023-01-17,16.27906
2023-01-18,18.02325
2023-01-19,20.73643
2023-01-20,14.34108
2023-01-21,14.14728
2023-01-22,10.27131
2023-01-23,17.05426
2023-01-24,13.75968
2023-01-25,18.99224
2023-01-26,21.89922
2023-01-27,25.96899
2023-01-28,16.86046
2023-01-29,25.77519
2023-01-30,25.19379
2023-01-31,29.06976
2023-02-01,25.38759
2023-02-02,24.4186
2023-02-03,21.70542
2023-02-04,21.31782
2023-02-05,17.44186
2023-02-06,28.68217
2023-02-07,22.67441
2023-02-08,20.73643
2023-02-09,26.55038
2023-02-10,18.79844
2023-02-11,15.31007
2023-02-12,11.6279
2023-02-13,22.28682
2023-02-14,19.76744
2023-02-15,22.86821
2023-02-16,15.11627
2023-02-17,17.44186
2023-02-18,13.95348
2023-02-19,15.50387
2023-02-20,18.21705
2023-02-21,21.89922
2023-02-22,20.54263
2023-02-23,24.2248
2023-02-24,18.79844
2023-02-25,12.79069
2023-02-26,12.2093
2023-02-27,22.28682
2023-02-28,16.27906
2023-03-01,19.18604
2023-03-02,19.37984
2023-03-03,15.11627
2023-03-04,12.59689
2023-03-05,11.4341
2023-03-06,14.53488
2023-03-07,12.4031
2023-03-08,13.17829
2023-03-09,16.27906
2023-03-10,10.46511
2023-03-11,8.91472
2023-03-12,9.88372
2023-03-13,14.72868
2023-03-14,20.93023
2023-03-15,18.99224
2023-03-16,15.11627
2023-03-17,15.69767
2023-03-18,10.85271
2023-03-19,15.11627
2023-03-20,18.79844
2023-03-21,18.21705
2023-03-22,20.93023
2023-03-23,20.93023
2023-03-24,17.24806
2023-03-25,16.08527
2023-03-26,14.72868
2023-03-27,31.78294
2023-03-28,24.4186
2023-03-29,21.89922
2023-03-30,21.70542
2023-03-31,20.34883
2023-04-01,13.17829
2023-04-02,12.98449
2023-04-03,15.50387
2023-04-04,16.86046
2023-04-05,17.82945
2023-04-06,20.34883
2023-04-07,17.82945
2023-04-08,11.24031
2023-04-09,10.46511
2023-04-10,17.44186
2023-04-11,18.21705
2023-04-12,20.54263
2023-04-13,17.05426
2023-04-14,16.08527
2023-04-15,13.75968
2023-04-16,12.0155
2023-04-17,16.47286
2023-04-18,18.21705
2023-04-19,16.27906
2023-04-20,17.63565
2023-04-21,15.31007
2023-04-22,12.59689
2023-04-23,13.95348
2023-04-24,19.57364
2023-04-25,15.50387
2023-04-26,19.96124
2023-04-27,13.37209
2023-04-28,17.44186
2023-04-29,13.17829
2023-04-30,14.72868
2023-05-01,17.82945
2023-05-02,12.59689
2023-05-03,18.79844
2023-05-04,25.96899
2023-05-05,17.44186
2023-05-06,18.02325
2023-05-07,19.57364
2023-05-08,25.38759
2023-05-09,26.74418
2023-05-10,29.26356
2023-05-11,22.86821
2023-05-12,23.06201
2023-05-13,8.91472
2023-05-14,13.75968
2023-05-15,34.68992
2023-05-16,25.38759
2023-05-17,22.09302
2023-05-18,21.70542
2023-05-19,21.31782
2023-05-20,13.75968
2023-05-21,10.46511
2023-05-22,22.67441
2023-05-23,21.51162
2023-05-24,25.19379
2023-05-25,24.6124
2023-05-26,18.60465
2023-05-27,15.89147
2023-05-28,13.17829
2023-05-29,13.75968
