date,위탁판매
2020-07-13,32.61494
2020-07-14,34.1954
2020-07-15,30.24425
2020-07-16,27.15517
2020-07-17,24.85632
2020-07-18,17.31321
2020-07-19,20.61781
2020-07-20,32.61494
2020-07-21,31.39367
2020-07-22,28.30459
2020-07-23,34.77011
2020-07-24,31.96839
2020-07-25,19.6839
2020-07-26,18.82183
2020-07-27,35.41666
2020-07-28,36.42241
2020-07-29,28.87931
2020-07-30,32.47126
2020-07-31,29.5977
2020-08-01,18.96551
2020-08-02,20.0431
2020-08-03,31.82471
2020-08-04,31.89655
2020-08-05,30.38793
2020-08-06,30.74712
2020-08-07,27.15517
2020-08-08,16.37931
2020-08-09,19.32471
2020-08-10,30.10057
2020-08-11,32.11206
2020-08-12,30.17241
2020-08-13,28.59195
2020-08-14,25.64655
2020-08-15,14.65517
2020-08-16,14.58333
2020-08-17,21.04885
2020-08-18,34.98563
2020-08-19,38.29022
2020-08-20,31.46551
2020-08-21,31.17816
2020-08-22,24.2816
2020-08-23,24.71264
2020-08-24,36.42241
2020-08-25,36.49425
2020-08-26,32.47126
2020-08-27,32.1839
2020-08-28,27.87356
2020-08-29,21.3362
2020-08-30,23.56321
2020-08-31,37.21264
2020-09-01,33.11781
2020-09-02,33.18965
2020-09-03,29.5977
2020-09-04,28.87931
2020-09-05,19.75574
2020-09-06,24.56896
2020-09-07,32.75862
2020-09-08,34.55459
2020-09-09,34.12356
2020-09-10,31.03448
2020-09-11,26.00574
2020-09-12,18.67816
2020-09-13,19.10919
2020-09-14,32.39942
2020-09-15,31.82471
2020-09-16,29.66954
2020-09-17,29.16666
2020-09-18,24.56896
2020-09-19,19.10919
2020-09-20,19.03735
2020-09-21,34.41091
2020-09-22,30.67528
2020-09-23,32.32758
2020-09-24,26.43678
2020-09-25,27.51436
2020-09-26,16.30747
2020-09-27,17.16954
2020-09-28,27.5862
2020-09-29,22.91666
2020-09-30,12.57183
2020-10-01,14.58333
2020-10-02,18.0316
2020-10-03,17.45689
2020-10-04,21.83908
2020-10-05,31.53735
2020-10-06,30.8908
2020-10-07,31.82471
2020-10-08,29.66954
2020-10-09,21.98275
2020-10-10,20.83333
2020-10-11,25.71839
2020-10-12,35.8477
2020-10-13,43.3908
2020-10-14,42.0977
2020-10-15,42.60057
2020-10-16,36.49425
2020-10-17,24.06609
2020-10-18,25.86206
2020-10-19,37.57183
2020-10-20,38.14655
2020-10-21,36.56609
2020-10-22,32.5431
2020-10-23,29.81321
2020-10-24,20.54597
2020-10-25,22.12643
2020-10-26,33.47701
2020-10-27,34.62643
2020-10-28,32.39942
2020-10-29,30.45977
2020-10-30,23.70689
2020-10-31,15.94827
2020-11-01,20.54597
2020-11-02,34.77011
2020-11-03,30.67528
2020-11-04,31.32183
2020-11-05,30.02873
2020-11-06,26.86781
2020-11-07,15.22988
2020-11-08,19.89942
2020-11-09,31.17816
2020-11-10,31.68103
2020-11-11,31.75287
2020-11-12,32.25574
2020-11-13,29.16666
2020-11-14,16.59482
2020-11-15,21.04885
2020-11-16,30.8908
2020-11-17,32.75862
2020-11-18,27.80172
2020-11-19,30.10057
2020-11-20,26.79597
2020-11-21,16.52298
2020-11-22,22.62931
2020-11-23,32.25574
2020-11-24,31.39367
2020-11-25,33.40517
2020-11-26,34.55459
2020-11-27,24.35344
2020-11-28,19.46839
2020-11-29,22.27011
2020-11-30,30.17241
2020-12-01,30.96264
2020-12-02,32.90229
2020-12-03,31.03448
2020-12-04,26.14942
2020-12-05,21.47988
2020-12-06,23.56321
2020-12-07,34.05172
2020-12-08,35.12931
2020-12-09,30.60344
2020-12-10,28.80747
2020-12-11,27.51436
2020-12-12,19.03735
2020-12-13,16.88218
2020-12-14,33.54885
2020-12-15,34.62643
2020-12-16,32.32758
2020-12-17,30.74712
2020-12-18,29.02298
2020-12-19,18.0316
2020-12-20,21.62356
2020-12-21,31.25
2020-12-22,33.33333
2020-12-23,31.75287
2020-12-24,27.22701
2020-12-25,17.52873
2020-12-26,21.62356
2020-12-27,25.79022
2020-12-28,36.7816
2020-12-29,31.89655
2020-12-30,31.89655
2020-12-31,23.63505
2021-01-01,19.03735
2021-01-02,25.9339
2021-01-03,27.51436
2021-01-04,39.72701
2021-01-05,43.10344
2021-01-06,49.78448
2021-01-07,39.51149
2021-01-08,31.10632
2021-01-09,26.65229
2021-01-10,28.52011
2021-01-11,34.48275
2021-01-12,38.00287
2021-01-13,34.33908
2021-01-14,33.90804
2021-01-15,29.81321
2021-01-16,19.89942
2021-01-17,22.62931
2021-01-18,30.38793
2021-01-19,31.03448
2021-01-20,34.33908
2021-01-21,33.97988
2021-01-22,35.20114
2021-01-23,22.05459
2021-01-24,22.55747
2021-01-25,37.35632
2021-01-26,34.98563
2021-01-27,34.55459
2021-01-28,31.75287
2021-01-29,30.24425
2021-01-30,23.27586
2021-01-31,23.92241
2021-02-01,37.71551
2021-02-02,33.33333
2021-02-03,34.1954
2021-02-04,32.68678
2021-02-05,26.86781
2021-02-06,19.18103
2021-02-07,24.42528
2021-02-08,31.53735
2021-02-09,33.04597
2021-02-10,22.41379
2021-02-11,15.15804
2021-02-12,15.01436
2021-02-13,16.30747
2021-02-14,25.50287
2021-02-15,34.48275
2021-02-16,39.36781
2021-02-17,35.4885
2021-02-18,32.5431
2021-02-19,29.81321
2021-02-20,22.05459
2021-02-21,25.79022
2021-02-22,33.76436
2021-02-23,31.96839
2021-02-24,33.11781
2021-02-25,30.96264
2021-02-26,26.22126
2021-02-27,17.74425
2021-02-28,19.46839
2021-03-01,26.22126
2021-03-02,31.17816
2021-03-03,34.77011
2021-03-04,29.52586
2021-03-05,28.23275
2021-03-06,22.48563
2021-03-07,23.20402
2021-03-08,37.85919
2021-03-09,37.71551
2021-03-10,36.27873
2021-03-11,28.80747
2021-03-12,28.44827
2021-03-13,15.80459
2021-03-14,20.0431
2021-03-15,36.35057
2021-03-16,30.02873
2021-03-17,32.61494
2021-03-18,33.90804
2021-03-19,23.99425
2021-03-20,18.46264
2021-03-21,18.53448
2021-03-22,29.31034
2021-03-23,31.39367
2021-03-24,29.31034
2021-03-25,31.32183
2021-03-26,23.20402
2021-03-27,15.80459
2021-03-28,19.54022
2021-03-29,33.97988
2021-03-30,32.5431
2021-03-31,29.81321
2021-04-01,26.2931
2021-04-02,24.56896
2021-04-03,19.61206
2021-04-04,19.25287
2021-04-05,30.31609
2021-04-06,29.02298
2021-04-07,27.29885
2021-04-08,25.79022
2021-04-09,23.13218
2021-04-10,15.0862
2021-04-11,16.37931
2021-04-12,29.5977
2021-04-13,28.16091
2021-04-14,31.10632
2021-04-15,32.5431
2021-04-16,24.35344
2021-04-17,15.4454
2021-04-18,15.80459
2021-04-19,28.52011
2021-04-20,28.23275
2021-04-21,28.37643
2021-04-22,26.93965
2021-04-23,21.47988
2021-04-24,15.0862
2021-04-25,14.87068
2021-04-26,28.01724
2021-04-27,27.22701
2021-04-28,27.37068
2021-04-29,26.58045
2021-04-30,24.6408
2021-05-01,14.22413
2021-05-02,16.52298
2021-05-03,27.72988
2021-05-04,24.49712
2021-05-05,16.02011
2021-05-06,23.56321
2021-05-07,25.50287
2021-05-08,16.02011
2021-05-09,19.03735
2021-05-10,38.29022
2021-05-11,36.49425
2021-05-12,37.78735
2021-05-13,34.55459
2021-05-14,32.11206
2021-05-15,20.18678
2021-05-16,23.06034
2021-05-17,33.54885
2021-05-18,31.46551
2021-05-19,17.38505
2021-05-20,27.08333
2021-05-21,26.00574
2021-05-22,17.38505
2021-05-23,19.6839
2021-05-24,32.39942
2021-05-25,29.2385
2021-05-26,33.54885
2021-05-27,27.08333
2021-05-28,27.29885
2021-05-29,19.18103
2021-05-30,18.10344
2021-05-31,30.96264
2021-06-01,29.2385
2021-06-02,32.90229
2021-06-03,31.75287
2021-06-04,28.16091
2021-06-05,19.82758
2021-06-06,20.97701
2021-06-07,34.12356
2021-06-08,30.8908
2021-06-09,34.48275
2021-06-10,31.96839
2021-06-11,26.65229
2021-06-12,23.70689
2021-06-13,20.0431
2021-06-14,34.84195
2021-06-15,36.70977
2021-06-16,34.05172
2021-06-17,31.46551
2021-06-18,26.00574
2021-06-19,16.7385
2021-06-20,17.60057
2021-06-21,30.81896
2021-06-22,31.60919
2021-06-23,29.5977
2021-06-24,28.30459
2021-06-25,24.56896
2021-06-26,16.7385
2021-06-27,16.95402
2021-06-28,30.38793
2021-06-29,30.67528
2021-06-30,27.5862
2021-07-01,26.00574
2021-07-02,22.91666
2021-07-03,14.36781
2021-07-04,17.74425
2021-07-05,29.02298
2021-07-06,31.03448
2021-07-07,31.89655
2021-07-08,31.17816
2021-07-09,23.27586
2021-07-10,16.45114
2021-07-11,16.88218
2021-07-12,29.52586
2021-07-13,70.97701
2021-07-14,34.98563
2021-07-15,32.61494
2021-07-16,25.50287
2021-07-17,20.18678
2021-07-18,25.35919
2021-07-19,35.56034
2021-07-20,34.48275
2021-07-21,29.2385
2021-07-22,32.75862
2021-07-23,27.22701
2021-07-24,19.10919
2021-07-25,20.0431
2021-07-26,31.89655
2021-07-27,34.05172
2021-07-28,30.81896
2021-07-29,27.80172
2021-07-30,27.01149
2021-07-31,16.37931
2021-08-01,19.39655
2021-08-02,29.74137
2021-08-03,31.17816
2021-08-04,30.38793
2021-08-05,30.5316
2021-08-06,27.9454
2021-08-07,18.82183
2021-08-08,18.46264
2021-08-09,31.25
2021-08-10,36.35057
2021-08-11,33.26149
2021-08-12,31.10632
2021-08-13,26.36494
2021-08-14,19.6839
2021-08-15,21.26436
2021-08-16,35.8477
2021-08-17,43.31896
2021-08-18,41.02011
2021-08-19,36.7816
2021-08-20,38.7931
2021-08-21,34.41091
2021-08-22,34.05172
2021-08-23,49.35344
2021-08-24,53.37643
2021-08-25,50.35919
2021-08-26,49.49712
2021-08-27,44.39655
2021-08-28,31.82471
2021-08-29,41.59482
2021-08-30,60.34482
2021-08-31,62.1408
2021-09-01,56.03448
2021-09-02,51.00574
2021-09-03,42.74425
2021-09-04,28.95114
2021-09-05,31.53735
2021-09-06,48.99425
2021-09-07,43.0316
2021-09-08,41.16379
2021-09-09,37.06896
2021-09-10,35.56034
2021-09-11,26.2931
2021-09-12,28.59195
2021-09-13,40.87643
2021-09-14,39.87068
2021-09-15,36.20689
2021-09-16,32.39942
2021-09-17,27.80172
2021-09-18,17.0977
2021-09-19,16.59482
2021-09-20,15.4454
2021-09-21,19.18103
2021-09-22,24.42528
2021-09-23,37.64367
2021-09-24,44.46839
2021-09-25,35.63218
2021-09-26,49.35344
2021-09-27,60.20114
2021-09-28,56.82471
2021-09-29,53.44827
2021-09-30,46.47988
2021-10-01,40.22988
2021-10-02,27.80172
2021-10-03,25.07183
2021-10-04,36.63793
2021-10-05,46.62356
2021-10-06,44.25287
2021-10-07,46.6954
2021-10-08,34.69827
2021-10-09,22.9885
2021-10-10,24.42528
2021-10-11,34.84195
2021-10-12,46.83908
2021-10-13,41.16379
2021-10-14,43.10344
2021-10-15,37.06896
2021-10-16,22.91666
2021-10-17,27.5862
2021-10-18,38.4339
2021-10-19,39.79885
2021-10-20,42.67241
2021-10-21,39.87068
2021-10-22,32.04022
2021-10-23,24.85632
2021-10-24,29.02298
2021-10-25,38.72126
2021-10-26,38.86494
2021-10-27,36.06321
2021-10-28,38.7931
2021-10-29,29.52586
2021-10-30,19.10919
2021-10-31,23.41954
2021-11-01,37.64367
2021-11-02,35.91954
2021-11-03,35.91954
2021-11-04,33.18965
2021-11-05,25.21551
2021-11-06,18.0316
2021-11-07,21.12068
2021-11-08,35.91954
2021-11-09,35.63218
2021-11-10,36.13505
2021-11-11,34.62643
2021-11-12,30.45977
2021-11-13,21.26436
2021-11-14,24.2816
2021-11-15,35.41666
2021-11-16,39.87068
2021-11-17,40.4454
2021-11-18,34.48275
2021-11-19,35.63218
2021-11-20,21.98275
2021-11-21,24.35344
2021-11-22,39.65517
2021-11-23,39.65517
2021-11-24,37.78735
2021-11-25,35.63218
2021-11-26,28.01724
2021-11-27,17.74425
2021-11-28,23.85057
2021-11-29,33.54885
2021-11-30,33.33333
2021-12-01,32.1839
2021-12-02,33.76436
2021-12-03,28.23275
2021-12-04,17.38505
2021-12-05,20.33045
2021-12-06,36.06321
2021-12-07,36.92528
2021-12-08,33.54885
2021-12-09,35.05747
2021-12-10,31.03448
2021-12-11,18.53448
2021-12-12,22.70114
2021-12-13,32.68678
2021-12-14,31.46551
2021-12-15,34.55459
2021-12-16,31.03448
2021-12-17,28.95114
2021-12-18,16.88218
2021-12-19,21.40804
2021-12-20,32.97413
2021-12-21,32.25574
2021-12-22,28.30459
2021-12-23,27.37068
2021-12-24,22.27011
2021-12-25,13.50574
2021-12-26,17.81609
2021-12-27,28.66379
2021-12-28,32.83045
2021-12-29,29.88505
2021-12-30,27.65804
2021-12-31,18.3908
2022-01-01,17.38505
2022-01-02,22.91666
2022-01-03,35.05747
2022-01-04,37.71551
2022-01-05,42.45689
2022-01-06,33.90804
2022-01-07,29.45402
2022-01-08,21.91091
2022-01-09,27.01149
2022-01-10,35.70402
2022-01-11,35.56034
2022-01-12,38.29022
2022-01-13,34.69827
2022-01-14,29.66954
2022-01-15,21.6954
2022-01-16,22.9885
2022-01-17,39.43965
2022-01-18,41.30747
2022-01-19,37.93103
2022-01-20,38.50574
2022-01-21,34.1954
2022-01-22,22.77298
2022-01-23,28.01724
2022-01-24,45.0431
2022-01-25,35.4885
2022-01-26,39.58333
2022-01-27,31.82471
2022-01-28,25.79022
2022-01-29,20.97701
2022-01-30,19.46839
2022-01-31,19.03735
2022-02-01,18.67816
2022-02-02,24.92816
2022-02-03,34.98563
2022-02-04,35.70402
2022-02-05,26.65229
2022-02-06,31.17816
2022-02-07,37.57183
2022-02-08,39.36781
2022-02-09,35.27298
2022-02-10,36.56609
2022-02-11,31.96839
2022-02-12,22.9885
2022-02-13,26.65229
2022-02-14,39.72701
2022-02-15,41.66666
2022-02-16,38.72126
2022-02-17,37.85919
2022-02-18,35.4885
2022-02-19,24.78448
2022-02-20,28.66379
2022-02-21,41.81034
2022-02-22,41.81034
2022-02-23,38.72126
2022-02-24,37.57183
2022-02-25,35.27298
2022-02-26,24.13793
2022-02-27,26.79597
2022-02-28,30.96264
2022-03-01,25.86206
2022-03-02,33.62068
2022-03-03,31.96839
2022-03-04,30.74712
2022-03-05,17.02586
2022-03-06,21.62356
2022-03-07,31.10632
2022-03-08,28.44827
2022-03-09,17.52873
2022-03-10,26.58045
2022-03-11,30.5316
2022-03-12,20.47413
2022-03-13,22.12643
2022-03-14,31.17816
2022-03-15,34.12356
2022-03-16,36.49425
2022-03-17,30.38793
2022-03-18,29.31034
2022-03-19,23.27586
2022-03-20,26.50862
2022-03-21,39.94252
2022-03-22,36.7816
2022-03-23,37.85919
2022-03-24,34.98563
2022-03-25,29.88505
2022-03-26,21.6954
2022-03-27,24.56896
2022-03-28,34.77011
2022-03-29,30.81896
2022-03-30,34.33908
2022-03-31,29.02298
2022-04-01,25.07183
2022-04-02,18.0316
2022-04-03,21.04885
2022-04-04,28.44827
2022-04-05,32.32758
2022-04-06,32.39942
2022-04-07,32.39942
2022-04-08,24.13793
2022-04-09,16.59482
2022-04-10,17.16954
2022-04-11,30.67528
2022-04-12,28.95114
2022-04-13,34.12356
2022-04-14,30.24425
2022-04-15,25.43103
2022-04-16,16.59482
2022-04-17,16.7385
2022-04-18,32.5431
2022-04-19,29.88505
2022-04-20,29.74137
2022-04-21,29.5977
2022-04-22,29.16666
2022-04-23,15.51724
2022-04-24,16.7385
2022-04-25,29.45402
2022-04-26,33.26149
2022-04-27,27.80172
2022-04-28,27.9454
2022-04-29,25.86206
2022-04-30,13.93678
2022-05-01,15.01436
2022-05-02,27.08333
2022-05-03,29.45402
2022-05-04,22.48563
2022-05-05,16.02011
2022-05-06,17.52873
2022-05-07,12.64367
2022-05-08,14.36781
2022-05-09,29.09482
2022-05-10,28.37643
2022-05-11,27.9454
2022-05-12,25.64655
2022-05-13,24.42528
2022-05-14,14.87068
2022-05-15,16.16379
2022-05-16,25.28735
2022-05-17,27.44252
2022-05-18,25.07183
2022-05-19,26.65229
2022-05-20,21.04885
2022-05-21,15.30172
2022-05-22,17.31321
2022-05-23,28.16091
2022-05-24,27.87356
2022-05-25,28.52011
2022-05-26,28.16091
2022-05-27,25.07183
2022-05-28,12.5
2022-05-29,15.58908
2022-05-30,29.74137
2022-05-31,23.13218
2022-06-01,18.46264
2022-06-02,25.9339
2022-06-03,22.48563
2022-06-04,17.0977
2022-06-05,18.89367
2022-06-06,27.80172
2022-06-07,34.1954
2022-06-08,34.69827
2022-06-09,35.20114
2022-06-10,29.81321
2022-06-11,20.0431
2022-06-12,24.20977
2022-06-13,35.56034
2022-06-14,39.79885
2022-06-15,34.41091
2022-06-16,36.92528
2022-06-17,32.39942
2022-06-18,20.54597
2022-06-19,21.40804
2022-06-20,38.7931
2022-06-21,36.35057
2022-06-22,31.60919
2022-06-23,33.97988
2022-06-24,29.95689
2022-06-25,21.12068
2022-06-26,23.41954
2022-06-27,38.07471
2022-06-28,38.86494
2022-06-29,37.1408
2022-06-30,36.7816
2022-07-01,32.83045
2022-07-02,17.88793
2022-07-03,22.62931
2022-07-04,36.42241
2022-07-05,35.4885
2022-07-06,32.04022
2022-07-07,33.90804
2022-07-08,27.29885
2022-07-09,17.45689
2022-07-10,20.33045
2022-07-11,33.40517
2022-07-12,34.1954
2022-07-13,30.24425
2022-07-14,32.32758
2022-07-15,25.79022
2022-07-16,18.31896
2022-07-17,20.83333
2022-07-18,37.85919
2022-07-19,32.75862
2022-07-20,34.1954
2022-07-21,29.09482
2022-07-22,27.29885
2022-07-23,20.54597
2022-07-24,21.26436
2022-07-25,34.98563
2022-07-26,36.06321
2022-07-27,33.62068
2022-07-28,31.10632
2022-07-29,25.07183
2022-07-30,17.74425
2022-07-31,18.96551
2022-08-01,30.96264
2022-08-02,30.8908
2022-08-03,30.31609
2022-08-04,27.51436
2022-08-05,28.80747
2022-08-06,21.40804
2022-08-07,19.25287
2022-08-08,35.27298
2022-08-09,30.17241
2022-08-10,32.75862
2022-08-11,31.25
2022-08-12,27.22701
2022-08-13,17.67241
2022-08-14,20.33045
2022-08-15,22.77298
2022-08-16,36.7816
2022-08-17,37.93103
2022-08-18,36.56609
2022-08-19,30.17241
2022-08-20,21.26436
2022-08-21,21.76724
2022-08-22,36.63793
2022-08-23,35.4885
2022-08-24,37.06896
2022-08-25,34.26724
2022-08-26,32.32758
2022-08-27,20.47413
2022-08-28,19.89942
2022-08-29,34.62643
2022-08-30,33.33333
2022-08-31,36.27873
2022-09-01,28.08908
2022-09-02,29.81321
2022-09-03,19.10919
2022-09-04,19.54022
2022-09-05,28.66379
2022-09-06,28.95114
2022-09-07,28.16091
2022-09-08,20.90517
2022-09-09,11.63793
2022-09-10,11.35057
2022-09-11,13.14655
2022-09-12,22.12643
2022-09-13,30.17241
2022-09-14,35.70402
2022-09-15,33.26149
2022-09-16,32.32758
2022-09-17,17.02586
2022-09-18,21.91091
2022-09-19,34.62643
2022-09-20,36.7816
2022-09-21,34.98563
2022-09-22,31.68103
2022-09-23,26.43678
2022-09-24,18.24712
2022-09-25,20.61781
2022-09-26,36.13505
2022-09-27,33.97988
2022-09-28,35.20114
2022-09-29,35.20114
2022-09-30,28.37643
2022-10-01,17.0977
2022-10-02,17.60057
2022-10-03,25.28735
2022-10-04,34.62643
2022-10-05,33.54885
2022-10-06,32.75862
2022-10-07,26.36494
2022-10-08,18.17528
2022-10-09,18.0316
2022-10-10,25.07183
2022-10-11,32.32758
2022-10-12,33.40517
2022-10-13,31.75287
2022-10-14,29.31034
2022-10-15,18.96551
2022-10-16,20.11494
2022-10-17,35.41666
2022-10-18,36.70977
2022-10-19,34.1954
2022-10-20,31.17816
2022-10-21,29.45402
2022-10-22,18.53448
2022-10-23,19.97126
2022-10-24,34.12356
2022-10-25,32.68678
2022-10-26,37.5
2022-10-27,35.27298
2022-10-28,25.9339
2022-10-29,17.60057
2022-10-30,15.30172
2022-10-31,27.87356
2022-11-01,29.2385
2022-11-02,33.18965
2022-11-03,31.82471
2022-11-04,23.85057
2022-11-05,16.30747
2022-11-06,18.24712
2022-11-07,31.60919
2022-11-08,33.33333
2022-11-09,32.39942
2022-11-10,32.04022
2022-11-11,28.44827
2022-11-12,14.87068
2022-11-13,19.61206
2022-11-14,31.96839
2022-11-15,32.04022
2022-11-16,33.26149
2022-11-17,33.62068
2022-11-18,27.15517
2022-11-19,18.89367
2022-11-20,18.60632
2022-11-21,35.20114
2022-11-22,32.83045
2022-11-23,30.45977
2022-11-24,30.24425
2022-11-25,24.6408
2022-11-26,17.52873
2022-11-27,21.26436
2022-11-28,31.82471
2022-11-29,31.53735
2022-11-30,30.74712
2022-12-01,26.50862
2022-12-02,27.44252
2022-12-03,14.29597
2022-12-04,22.05459
2022-12-05,33.54885
2022-12-06,34.62643
2022-12-07,37.28448
2022-12-08,33.97988
2022-12-09,31.75287
2022-12-10,18.82183
2022-12-11,26.2931
2022-12-12,35.12931
2022-12-13,34.33908
2022-12-14,32.32758
2022-12-15,29.16666
2022-12-16,27.65804
2022-12-17,19.18103
2022-12-18,21.47988
2022-12-19,30.8908
2022-12-20,32.39942
2022-12-21,32.90229
2022-12-22,31.32183
2022-12-23,29.02298
2022-12-24,20.83333
2022-12-25,20.11494
2022-12-26,33.18965
2022-12-27,39.08045
2022-12-28,38.4339
2022-12-29,35.41666
2022-12-30,28.16091
2022-12-31,19.89942
2023-01-01,22.55747
2023-01-02,36.49425
2023-01-03,40.66091
2023-01-04,40.01436
2023-01-05,36.7816
2023-01-06,32.90229
2023-01-07,22.91666
2023-01-08,21.47988
2023-01-09,38.50574
2023-01-10,39.08045
2023-01-11,40.87643
2023-01-12,35.41666
2023-01-13,33.90804
2023-01-14,22.12643
2023-01-15,27.08333
2023-01-16,38.7931
2023-01-17,37.57183
2023-01-18,35.56034
2023-01-19,30.17241
2023-01-20,25.07183
2023-01-21,16.30747
2023-01-22,15.37356
2023-01-23,20.0431
2023-01-24,27.15517
2023-01-25,41.52298
2023-01-26,39.00862
2023-01-27,40.0862
2023-01-28,27.01149
2023-01-29,24.85632
2023-01-30,42.45689
2023-01-31,39.22413
2023-02-01,35.77586
2023-02-02,40.80459
2023-02-03,37.57183
2023-02-04,24.42528
2023-02-05,30.38793
2023-02-06,48.06034
2023-02-07,50.0
2023-02-08,47.27011
2023-02-09,43.60632
2023-02-10,37.57183
2023-02-11,25.28735
2023-02-12,27.29885
2023-02-13,45.47413
2023-02-14,40.94827
2023-02-15,38.93678
2023-02-16,38.4339
2023-02-17,32.32758
2023-02-18,21.40804
2023-02-19,23.41954
2023-02-20,31.89655
2023-02-21,34.98563
2023-02-22,36.85344
2023-02-23,35.12931
2023-02-24,30.17241
2023-02-25,19.89942
2023-02-26,23.41954
2023-02-27,36.35057
2023-02-28,33.33333
2023-03-01,25.64655
2023-03-02,34.26724
2023-03-03,29.09482
2023-03-04,18.10344
2023-03-05,23.49137
2023-03-06,37.78735
2023-03-07,34.77011
2023-03-08,32.11206
2023-03-09,33.04597
2023-03-10,25.71839
2023-03-11,15.01436
2023-03-12,17.67241
2023-03-13,34.91379
2023-03-14,31.25
2023-03-15,31.32183
2023-03-16,33.26149
2023-03-17,29.81321
2023-03-18,18.24712
2023-03-19,19.89942
2023-03-20,35.8477
2023-03-21,35.77586
2023-03-22,32.47126
2023-03-23,30.74712
2023-03-24,27.9454
2023-03-25,17.67241
2023-03-26,19.03735
2023-03-27,95.47413
2023-03-28,100.0
2023-03-29,53.52011
2023-03-30,41.30747
2023-03-31,33.47701
2023-04-01,27.37068
2023-04-02,32.04022
2023-04-03,37.06896
2023-04-04,41.02011
2023-04-05,37.28448
2023-04-06,33.97988
2023-04-07,27.87356
2023-04-08,20.18678
2023-04-09,24.56896
2023-04-10,40.22988
2023-04-11,38.72126
2023-04-12,36.42241
2023-04-13,34.41091
2023-04-14,31.03448
2023-04-15,20.68965
2023-04-16,24.2816
2023-04-17,39.15229
2023-04-18,39.36781
2023-04-19,34.05172
2023-04-20,32.32758
2023-04-21,30.67528
2023-04-22,17.0977
2023-04-23,20.61781
2023-04-24,33.11781
2023-04-25,36.99712
2023-04-26,35.91954
2023-04-27,30.74712
2023-04-28,25.9339
2023-04-29,15.15804
2023-04-30,17.02586
2023-05-01,21.6954
2023-05-02,27.44252
2023-05-03,29.02298
2023-05-04,25.50287
2023-05-05,16.37931
2023-05-06,16.7385
2023-05-07,17.52873
2023-05-08,31.46551
2023-05-09,32.32758
2023-05-10,31.89655
2023-05-11,29.38218
2023-05-12,26.07758
2023-05-13,16.02011
2023-05-14,17.16954
2023-05-15,32.75862
2023-05-16,31.03448
2023-05-17,29.5977
2023-05-18,29.88505
2023-05-19,25.35919
2023-05-20,11.85344
2023-05-21,16.59482
2023-05-22,29.5977
2023-05-23,29.16666
2023-05-24,29.02298
2023-05-25,29.5977
2023-05-26,23.41954
2023-05-27,14.65517
2023-05-28,12.42816
2023-05-29,20.0431
