date,저축은행정기예금금리
2021-05-15,28.37992
2021-05-16,31.71705
2021-05-17,51.28351
2021-05-18,45.92127
2021-05-19,33.31431
2021-05-20,54.33542
2021-05-21,44.80889
2021-05-22,30.57615
2021-05-23,31.57444
2021-05-24,53.19452
2021-05-25,56.27495
2021-05-26,51.05533
2021-05-27,50.88419
2021-05-28,43.24015
2021-05-29,23.90188
2021-05-30,28.26583
2021-05-31,57.78665
2021-06-01,53.13747
2021-06-02,49.05875
2021-06-03,46.14945
2021-06-04,42.58414
2021-06-05,27.7239
2021-06-06,30.71876
2021-06-07,47.74671
2021-06-08,47.00513
2021-06-09,43.38277
2021-06-10,44.95151
2021-06-11,37.76383
2021-06-12,22.61836
2021-06-13,26.29777
2021-06-14,47.74671
2021-06-15,44.89446
2021-06-16,42.72675
2021-06-17,41.18653
2021-06-18,44.92298
2021-06-19,23.98745
2021-06-20,26.78265
2021-06-21,46.91956
2021-06-22,45.0656
2021-06-23,43.95322
2021-06-24,48.63091
2021-06-25,46.2065
2021-06-26,27.03936
2021-06-27,26.69709
2021-06-28,45.63605
2021-06-29,49.34398
2021-06-30,45.55048
2021-07-01,47.20479
2021-07-02,37.45008
2021-07-03,24.24415
2021-07-04,24.95721
2021-07-05,49.17284
2021-07-06,43.66799
2021-07-07,41.24358
2021-07-08,36.56588
2021-07-09,35.76725
2021-07-10,25.27096
2021-07-11,25.38505
2021-07-12,43.81061
2021-07-13,41.32915
2021-07-14,41.72846
2021-07-15,43.12606
2021-07-16,38.6195
2021-07-17,25.15687
2021-07-18,25.41357
2021-07-19,48.85909
2021-07-20,56.47461
2021-07-21,56.67427
2021-07-22,48.00342
2021-07-23,47.74671
2021-07-24,30.69024
2021-07-25,36.39475
2021-07-26,60.72447
2021-07-27,60.55333
2021-07-28,50.99828
2021-07-29,31.80262
2021-07-30,13.83342
2021-07-31,7.33029
2021-08-01,9.81175
2021-08-02,17.34169
2021-08-03,16.62863
2021-08-04,12.74957
2021-08-05,12.89218
2021-08-06,12.43582
2021-08-07,6.38904
2021-08-08,6.95949
2021-08-09,15.00285
2021-08-10,14.14717
2021-08-11,13.94751
2021-08-12,11.60867
2021-08-13,9.46948
2021-08-14,6.90245
2021-08-15,7.04506
2021-08-16,6.47461
2021-08-17,12.06503
2021-08-18,12.57843
2021-08-19,12.17912
2021-08-20,10.18254
2021-08-21,5.90416
2021-08-22,6.75984
2021-08-23,12.29321
2021-08-24,10.69594
2021-08-25,10.0114
2021-08-26,16.79977
2021-08-27,15.85852
2021-08-28,7.35881
2021-08-29,10.98117
2021-08-30,20.47917
2021-08-31,18.93896
2021-09-01,24.24415
2021-09-02,19.65202
2021-09-03,18.76782
2021-09-04,12.20764
2021-09-05,11.83685
2021-09-06,20.27952
2021-09-07,17.56988
2021-09-08,19.28123
2021-09-09,15.51625
2021-09-10,13.51968
2021-09-11,8.15744
2021-09-12,8.3571
2021-09-13,12.83513
2021-09-14,13.14888
2021-09-15,11.7798
2021-09-16,12.46434
2021-09-17,11.55162
2021-09-18,7.15915
2021-09-19,7.30176
2021-09-20,5.10553
2021-09-21,7.87221
2021-09-22,11.69423
2021-09-23,19.02452
2021-09-24,15.65887
2021-09-25,9.498
2021-09-26,8.21448
2021-09-27,17.28465
2021-09-28,15.94409
2021-09-29,16.0867
2021-09-30,15.65887
2021-10-01,13.57672
2021-10-02,7.44438
2021-10-03,7.33029
2021-10-04,9.58357
2021-10-05,17.76953
2021-10-06,14.0616
2021-10-07,14.88876
2021-10-08,12.32173
2021-10-09,6.41756
2021-10-10,6.98802
2021-10-11,8.15744
2021-10-12,13.83342
2021-10-13,11.03822
2021-10-14,12.17912
2021-10-15,11.83685
2021-10-16,7.07358
2021-10-17,7.27324
2021-10-18,14.74614
2021-10-19,12.15059
2021-10-20,11.23787
2021-10-21,11.18083
2021-10-22,9.32686
2021-10-23,5.33371
2021-10-24,5.73302
2021-10-25,11.80832
2021-10-26,11.95094
2021-10-27,10.23958
2021-10-28,8.81346
2021-10-29,11.29492
2021-10-30,5.4478
2021-10-31,5.56189
2021-11-01,10.46776
2021-11-02,14.51796
2021-11-03,9.32686
2021-11-04,10.92413
2021-11-05,9.84027
2021-11-06,6.61722
2021-11-07,5.90416
2021-11-08,10.58185
2021-11-09,10.92413
2021-11-10,12.0365
2021-11-11,11.35196
2021-11-12,13.77638
2021-11-13,6.47461
2021-11-14,7.81517
2021-11-15,12.97775
2021-11-16,12.77809
2021-11-17,11.43753
2021-11-18,11.09526
2021-11-19,10.58185
2021-11-20,6.98802
2021-11-21,8.21448
2021-11-22,13.8049
2021-11-23,10.26811
2021-11-24,11.29492
2021-11-25,24.50085
2021-11-26,21.30633
2021-11-27,10.92413
2021-11-28,10.55333
2021-11-29,19.73759
2021-11-30,17.5984
2021-12-01,16.82829
2021-12-02,16.05818
2021-12-03,14.6891
2021-12-04,9.95436
2021-12-05,9.52652
2021-12-06,14.63205
2021-12-07,12.77809
2021-12-08,12.83513
2021-12-09,12.0365
2021-12-10,11.12378
2021-12-11,7.33029
2021-12-12,7.44438
2021-12-13,13.94751
2021-12-14,12.37877
2021-12-15,11.63719
2021-12-16,11.58014
2021-12-17,10.23958
2021-12-18,6.5887
2021-12-19,7.10211
2021-12-20,12.06503
2021-12-21,10.83856
2021-12-22,9.15573
2021-12-23,8.84198
2021-12-24,9.2413
2021-12-25,6.10382
2021-12-26,7.18767
2021-12-27,11.18083
2021-12-28,9.69766
2021-12-29,11.2664
2021-12-30,10.8956
2021-12-31,9.52652
2022-01-01,6.47461
2022-01-02,6.90245
2022-01-03,13.00627
2022-01-04,13.09184
2022-01-05,11.43753
2022-01-06,12.54991
2022-01-07,9.01312
2022-01-08,5.98973
2022-01-09,8.41414
2022-01-10,12.43582
2022-01-11,13.49115
2022-01-12,11.69423
2022-01-13,11.55162
2022-01-14,20.27952
2022-01-15,11.7798
2022-01-16,9.35539
2022-01-17,22.24757
2022-01-18,17.45579
2022-01-19,22.21905
2022-01-20,19.68054
2022-01-21,16.57159
2022-01-22,12.09355
2022-01-23,9.18425
2022-01-24,13.86195
2022-01-25,17.19908
2022-01-26,15.71591
2022-01-27,13.26297
2022-01-28,14.14717
2022-01-29,9.58357
2022-01-30,7.38733
2022-01-31,6.67427
2022-02-01,7.9863
2022-02-02,9.7547
2022-02-03,19.05305
2022-02-04,15.11694
2022-02-05,8.95607
2022-02-06,10.12549
2022-02-07,15.85852
2022-02-08,13.43411
2022-02-09,12.86366
2022-02-10,12.54991
2022-02-11,9.92584
2022-02-12,5.47632
2022-02-13,7.24472
2022-02-14,11.06674
2022-02-15,11.95094
2022-02-16,12.06503
2022-02-17,11.60867
2022-02-18,9.38391
2022-02-19,5.87564
2022-02-20,7.35881
2022-02-21,12.74957
2022-02-22,12.15059
2022-02-23,11.23787
2022-02-24,11.12378
2022-02-25,11.23787
2022-02-26,6.95949
2022-02-27,6.16086
2022-02-28,11.35196
2022-03-01,7.24472
2022-03-02,11.12378
2022-03-03,10.78151
2022-03-04,8.84198
2022-03-05,5.30519
2022-03-06,6.13234
2022-03-07,10.32515
2022-03-08,9.98288
2022-03-09,4.96292
2022-03-10,9.69766
2022-03-11,10.46776
2022-03-12,6.67427
2022-03-13,6.13234
2022-03-14,10.98117
2022-03-15,10.3822
2022-03-16,9.89731
2022-03-17,12.52139
2022-03-18,10.21106
2022-03-19,6.81688
2022-03-20,6.24643
2022-03-21,10.49629
2022-03-22,9.498
2022-03-23,11.40901
2022-03-24,9.46948
2022-03-25,10.41072
2022-03-26,6.04677
2022-03-27,6.36052
2022-03-28,12.80661
2022-03-29,11.20935
2022-03-30,12.664
2022-03-31,11.58014
2022-04-01,9.7547
2022-04-02,6.67427
2022-04-03,5.36223
2022-04-04,11.89389
2022-04-05,10.3822
2022-04-06,8.75641
2022-04-07,8.38562
2022-04-08,7.87221
2022-04-09,5.16257
2022-04-10,5.01996
2022-04-11,9.18425
2022-04-12,9.41243
2022-04-13,9.55504
2022-04-14,15.71591
2022-04-15,15.74443
2022-04-16,9.12721
2022-04-17,8.72789
2022-04-18,15.88705
2022-04-19,15.97261
2022-04-20,14.66058
2022-04-21,12.00798
2022-04-22,13.03479
2022-04-23,8.6138
2022-04-24,7.27324
2022-04-25,12.97775
2022-04-26,14.23274
2022-04-27,13.14888
2022-04-28,13.69081
2022-04-29,10.29663
2022-04-30,6.70279
2022-05-01,6.36052
2022-05-02,12.49286
2022-05-03,11.69423
2022-05-04,10.95265
2022-05-05,10.03993
2022-05-06,12.83513
2022-05-07,6.81688
2022-05-08,6.332
2022-05-09,13.57672
2022-05-10,11.32344
2022-05-11,11.7798
2022-05-12,12.09355
2022-05-13,10.55333
2022-05-14,5.84711
2022-05-15,5.33371
2022-05-16,11.69423
2022-05-17,11.63719
2022-05-18,12.0365
2022-05-19,10.98117
2022-05-20,12.57843
2022-05-21,8.92755
2022-05-22,11.06674
2022-05-23,16.14375
2022-05-24,15.74443
2022-05-25,17.94067
2022-05-26,25.6988
2022-05-27,24.78608
2022-05-28,13.97604
2022-05-29,13.43411
2022-05-30,25.86993
2022-05-31,23.78779
2022-06-01,14.00456
2022-06-02,21.59155
2022-06-03,19.93725
2022-06-04,11.63719
2022-06-05,9.86879
2022-06-06,10.52481
2022-06-07,20.25099
2022-06-08,19.33827
2022-06-09,16.48602
2022-06-10,16.31488
2022-06-11,9.46948
2022-06-12,9.26982
2022-06-13,16.62863
2022-06-14,16.37193
2022-06-15,16.25784
2022-06-16,22.07644
2022-06-17,18.02624
2022-06-18,9.55504
2022-06-19,10.15402
2022-06-20,19.16714
2022-06-21,18.68225
2022-06-22,18.88191
2022-06-23,17.02795
2022-06-24,19.08157
2022-06-25,9.95436
2022-06-26,9.89731
2022-06-27,21.99087
2022-06-28,17.68397
2022-06-29,18.93896
2022-06-30,17.42726
2022-07-01,16.02966
2022-07-02,9.2413
2022-07-03,11.75128
2022-07-04,21.24928
2022-07-05,18.16885
2022-07-06,17.54135
2022-07-07,15.68739
2022-07-08,15.40216
2022-07-09,7.58699
2022-07-10,8.07187
2022-07-11,16.00114
2022-07-12,17.08499
2022-07-13,36.28066
2022-07-14,34.14147
2022-07-15,25.49914
2022-07-16,14.48944
2022-07-17,13.49115
2022-07-18,32.37307
2022-07-19,25.84141
2022-07-20,22.96063
2022-07-21,22.96063
2022-07-22,21.79121
2022-07-23,10.8956
2022-07-24,12.26468
2022-07-25,24.95721
2022-07-26,19.96577
2022-07-27,20.67883
2022-07-28,24.27267
2022-07-29,21.22076
2022-07-30,9.84027
2022-07-31,9.86879
2022-08-01,22.7895
2022-08-02,21.70564
2022-08-03,19.42384
2022-08-04,19.16714
2022-08-05,17.02795
2022-08-06,11.12378
2022-08-07,11.29492
2022-08-08,17.71249
2022-08-09,14.0616
2022-08-10,15.34512
2022-08-11,15.85852
2022-08-12,14.88876
2022-08-13,6.5887
2022-08-14,7.50142
2022-08-15,8.95607
2022-08-16,16.0867
2022-08-17,15.11694
2022-08-18,14.37535
2022-08-19,13.71933
2022-08-20,7.52994
2022-08-21,8.12892
2022-08-22,18.28294
2022-08-23,14.74614
2022-08-24,13.89047
2022-08-25,22.162
2022-08-26,19.02452
2022-08-27,10.92413
2022-08-28,10.61038
2022-08-29,21.16371
2022-08-30,18.31146
2022-08-31,18.71078
2022-09-01,15.91557
2022-09-02,13.5482
2022-09-03,9.26982
2022-09-04,8.78494
2022-09-05,15.37364
2022-09-06,13.8049
2022-09-07,14.40387
2022-09-08,11.72276
2022-09-09,6.36052
2022-09-10,5.4478
2022-09-11,5.67598
2022-09-12,8.67084
2022-09-13,16.82829
2022-09-14,18.42555
2022-09-15,15.45921
2022-09-16,14.0616
2022-09-17,7.58699
2022-09-18,7.55847
2022-09-19,13.17741
2022-09-20,13.91899
2022-09-21,17.76953
2022-09-22,21.13519
2022-09-23,19.19566
2022-09-24,9.84027
2022-09-25,10.03993
2022-09-26,20.65031
2022-09-27,18.51112
2022-09-28,18.4826
2022-09-29,19.22418
2022-09-30,20.45065
2022-10-01,9.89731
2022-10-02,9.15573
2022-10-03,10.55333
2022-10-04,18.39703
2022-10-05,19.08157
2022-10-06,16.22932
2022-10-07,16.51454
2022-10-08,10.26811
2022-10-09,9.52652
2022-10-10,13.5482
2022-10-11,20.10838
2022-10-12,31.37478
2022-10-13,42.69823
2022-10-14,51.911
2022-10-15,28.00912
2022-10-16,25.27096
2022-10-17,56.332
2022-10-18,61.66571
2022-10-19,77.01083
2022-10-20,80.66172
2022-10-21,84.9401
2022-10-22,39.93154
2022-10-23,39.58927
2022-10-24,97.88933
2022-10-25,90.04563
2022-10-26,72.33314
2022-10-27,63.60524
2022-10-28,69.45236
2022-10-29,30.6332
2022-10-30,26.38334
2022-10-31,66.20079
2022-11-01,58.67084
2022-11-02,48.65944
2022-11-03,47.29035
2022-11-04,40.55904
2022-11-05,19.36679
2022-11-06,20.79292
2022-11-07,42.78379
2022-11-08,37.2219
2022-11-09,34.9401
2022-11-10,30.80433
2022-11-11,30.31945
2022-11-12,15.17398
2022-11-13,17.99771
2022-11-14,39.67484
2022-11-15,33.7992
2022-11-16,29.83456
2022-11-17,26.95379
2022-11-18,26.72561
2022-11-19,13.17741
2022-11-20,14.60353
2022-11-21,30.83285
2022-11-22,26.55447
2022-11-23,25.6988
2022-11-24,36.10952
2022-11-25,34.22703
2022-11-26,17.68397
2022-11-27,16.34341
2022-11-28,35.68168
2022-11-29,33.25727
2022-11-30,26.75413
2022-12-01,27.69537
2022-12-02,23.33143
2022-12-03,10.18254
2022-12-04,10.55333
2022-12-05,22.41871
2022-12-06,18.08328
2022-12-07,17.8551
2022-12-08,17.96919
2022-12-09,15.11694
2022-12-10,7.50142
2022-12-11,7.70108
2022-12-12,18.59669
2022-12-13,17.31317
2022-12-14,16.62863
2022-12-15,17.11351
2022-12-16,15.2025
2022-12-17,7.84369
2022-12-18,8.64232
2022-12-19,18.7393
2022-12-20,16.54306
2022-12-21,15.51625
2022-12-22,12.97775
2022-12-23,12.23616
2022-12-24,7.35881
2022-12-25,6.21791
2022-12-26,15.03137
2022-12-27,14.97432
2022-12-28,13.51968
2022-12-29,13.2915
2022-12-30,11.2664
2022-12-31,5.98973
2023-01-01,7.50142
2023-01-02,17.94067
2023-01-03,14.31831
2023-01-04,13.49115
2023-01-05,11.72276
2023-01-06,11.49458
2023-01-07,6.24643
2023-01-08,6.64575
2023-01-09,14.37535
2023-01-10,14.83171
2023-01-11,15.08841
2023-01-12,13.57672
2023-01-13,18.05476
2023-01-14,8.92755
2023-01-15,8.47119
2023-01-16,17.96919
2023-01-17,13.8049
2023-01-18,13.71933
2023-01-19,13.66229
2023-01-20,14.26126
2023-01-21,7.58699
2023-01-22,6.61722
2023-01-23,7.50142
2023-01-24,10.06845
2023-01-25,17.99771
2023-01-26,14.9458
2023-01-27,12.9207
2023-01-28,7.13063
2023-01-29,7.38733
2023-01-30,13.71933
2023-01-31,12.46434
2023-02-01,12.09355
2023-02-02,14.6891
2023-02-03,11.49458
2023-02-04,5.87564
2023-02-05,6.5887
2023-02-06,13.46263
2023-02-07,10.72447
2023-02-08,10.8956
2023-02-09,10.23958
2023-02-10,8.64232
2023-02-11,5.81859
2023-02-12,4.87735
2023-02-13,10.23958
2023-02-14,9.69766
2023-02-15,10.06845
2023-02-16,9.29834
2023-02-17,8.27153
2023-02-18,5.56189
2023-02-19,6.24643
2023-02-20,10.23958
2023-02-21,9.81175
2023-02-22,9.01312
2023-02-23,9.7547
2023-02-24,8.69937
2023-02-25,5.4478
2023-02-26,4.8203
2023-02-27,9.35539
2023-02-28,9.55504
2023-03-01,4.99144
2023-03-02,9.32686
2023-03-03,7.04506
2023-03-04,4.84883
2023-03-05,5.73302
2023-03-06,9.84027
2023-03-07,7.92926
2023-03-08,8.32857
2023-03-09,7.7296
2023-03-10,7.07358
2023-03-11,3.30861
2023-03-12,3.59383
2023-03-13,9.52652
2023-03-14,8.01483
2023-03-15,6.95949
2023-03-16,6.93097
2023-03-17,5.50484
2023-03-18,3.36565
2023-03-19,3.65088
2023-03-20,7.10211
2023-03-21,7.44438
2023-03-22,5.9612
2023-03-23,8.67084
2023-03-24,7.18767
2023-03-25,4.3069
2023-03-26,4.84883
2023-03-27,8.04335
2023-03-28,6.30347
2023-03-29,6.24643
2023-03-30,6.61722
2023-03-31,5.81859
2023-04-01,3.47974
2023-04-02,3.56531
2023-04-03,6.47461
2023-04-04,6.01825
2023-04-05,5.39075
2023-04-06,5.04848
2023-04-07,4.64917
2023-04-08,2.96634
2023-04-09,3.45122
2023-04-10,6.47461
2023-04-11,5.79007
2023-04-12,6.13234
2023-04-13,5.4478
2023-04-14,4.39247
2023-04-15,3.02338
2023-04-16,3.50827
2023-04-17,5.33371
2023-04-18,6.332
2023-04-19,5.10553
2023-04-20,5.61893
2023-04-21,5.13405
2023-04-22,2.82373
2023-04-23,4.13576
2023-04-24,7.9863
2023-04-25,6.18938
2023-04-26,7.01654
2023-04-27,5.73302
2023-04-28,5.36223
2023-04-29,3.82201
2023-04-30,2.65259
2023-05-01,4.62065
2023-05-02,7.38733
2023-05-03,5.61893
2023-05-04,6.8454
2023-05-05,3.62236
2023-05-06,3.45122
2023-05-07,2.56702
2023-05-08,5.81859
2023-05-09,5.4478
2023-05-10,5.73302
2023-05-11,5.01996
2023-05-12,5.4478
2023-05-13,3.10895
2023-05-14,3.50827
2023-05-15,5.81859
2023-05-16,5.01996
2023-05-17,6.47461
2023-05-18,5.4478
2023-05-19,5.87564
2023-05-20,3.25156
2023-05-21,3.70792
2023-05-22,8.01483
2023-05-23,8.67084
2023-05-24,7.13063
2023-05-25,8.24301
2023-05-26,5.90416
2023-05-27,3.13747
2023-05-28,2.99486
