date,건강종합보험
2020-09-27,9.26829
2020-09-28,19.26829
2020-09-29,20.7317
2020-09-30,8.04878
2020-10-01,5.85365
2020-10-02,10.7317
2020-10-03,10.7317
2020-10-04,15.36585
2020-10-05,23.65853
2020-10-06,20.9756
2020-10-07,27.31707
2020-10-08,24.14634
2020-10-09,10.2439
2020-10-10,20.9756
2020-10-11,8.29268
2020-10-12,24.39024
2020-10-13,22.43902
2020-10-14,21.21951
2020-10-15,22.92682
2020-10-16,20.2439
2020-10-17,10.2439
2020-10-18,12.19512
2020-10-19,30.2439
2020-10-20,29.51219
2020-10-21,22.19512
2020-10-22,29.51219
2020-10-23,18.29268
2020-10-24,10.9756
2020-10-25,8.04878
2020-10-26,18.29268
2020-10-27,24.14634
2020-10-28,23.17073
2020-10-29,21.46341
2020-10-30,24.39024
2020-10-31,14.87804
2020-11-01,11.70731
2020-11-02,20.7317
2020-11-03,35.85365
2020-11-04,38.53658
2020-11-05,28.78048
2020-11-06,22.19512
2020-11-07,17.07317
2020-11-08,13.90243
2020-11-09,21.70731
2020-11-10,33.41463
2020-11-11,37.80487
2020-11-12,27.56097
2020-11-13,24.39024
2020-11-14,10.4878
2020-11-15,18.53658
2020-11-16,30.7317
2020-11-17,30.2439
2020-11-18,22.68292
2020-11-19,31.70731
2020-11-20,23.41463
2020-11-21,18.53658
2020-11-22,18.53658
2020-11-23,20.0
2020-11-24,33.17073
2020-11-25,28.53658
2020-11-26,27.80487
2020-11-27,29.26829
2020-11-28,15.60975
2020-11-29,11.21951
2020-11-30,22.68292
2020-12-01,16.82926
2020-12-02,30.2439
2020-12-03,39.26829
2020-12-04,32.68292
2020-12-05,24.14634
2020-12-06,19.51219
2020-12-07,28.78048
2020-12-08,28.53658
2020-12-09,28.29268
2020-12-10,21.95121
2020-12-11,33.90243
2020-12-12,15.60975
2020-12-13,13.41463
2020-12-14,20.9756
2020-12-15,21.21951
2020-12-16,23.65853
2020-12-17,28.04878
2020-12-18,27.80487
2020-12-19,22.19512
2020-12-20,19.51219
2020-12-21,23.17073
2020-12-22,25.36585
2020-12-23,23.90243
2020-12-24,29.75609
2020-12-25,21.21951
2020-12-26,14.63414
2020-12-27,21.70731
2020-12-28,28.78048
2020-12-29,38.78048
2020-12-30,32.43902
2020-12-31,22.19512
2021-01-01,11.70731
2021-01-02,14.14634
2021-01-03,17.56097
2021-01-04,27.31707
2021-01-05,35.85365
2021-01-06,21.21951
2021-01-07,21.95121
2021-01-08,28.53658
2021-01-09,14.39024
2021-01-10,16.82926
2021-01-11,30.7317
2021-01-12,21.46341
2021-01-13,28.78048
2021-01-14,27.31707
2021-01-15,23.65853
2021-01-16,18.53658
2021-01-17,16.58536
2021-01-18,25.85365
2021-01-19,34.63414
2021-01-20,25.85365
2021-01-21,24.39024
2021-01-22,36.82926
2021-01-23,21.95121
2021-01-24,18.04878
2021-01-25,28.78048
2021-01-26,27.80487
2021-01-27,28.04878
2021-01-28,25.36585
2021-01-29,20.9756
2021-01-30,15.60975
2021-01-31,16.34146
2021-02-01,25.36585
2021-02-02,31.21951
2021-02-03,35.36585
2021-02-04,30.4878
2021-02-05,34.14634
2021-02-06,21.70731
2021-02-07,20.7317
2021-02-08,31.70731
2021-02-09,26.82926
2021-02-10,21.46341
2021-02-11,19.02439
2021-02-12,10.9756
2021-02-13,15.12195
2021-02-14,11.70731
2021-02-15,30.0
2021-02-16,30.2439
2021-02-17,22.19512
2021-02-18,28.53658
2021-02-19,29.02439
2021-02-20,16.82926
2021-02-21,18.78048
2021-02-22,30.2439
2021-02-23,23.41463
2021-02-24,30.0
2021-02-25,30.0
2021-02-26,26.09756
2021-02-27,21.95121
2021-02-28,17.80487
2021-03-01,24.39024
2021-03-02,29.02439
2021-03-03,30.4878
2021-03-04,37.80487
2021-03-05,20.2439
2021-03-06,19.02439
2021-03-07,17.80487
2021-03-08,21.46341
2021-03-09,25.85365
2021-03-10,27.80487
2021-03-11,30.4878
2021-03-12,31.46341
2021-03-13,12.19512
2021-03-14,15.12195
2021-03-15,27.56097
2021-03-16,32.68292
2021-03-17,31.21951
2021-03-18,27.56097
2021-03-19,31.46341
2021-03-20,19.75609
2021-03-21,15.60975
2021-03-22,34.39024
2021-03-23,40.0
2021-03-24,37.31707
2021-03-25,37.07317
2021-03-26,24.39024
2021-03-27,15.36585
2021-03-28,20.4878
2021-03-29,39.02439
2021-03-30,31.46341
2021-03-31,32.19512
2021-04-01,25.12195
2021-04-02,25.60975
2021-04-03,25.36585
2021-04-04,13.17073
2021-04-05,21.21951
2021-04-06,21.46341
2021-04-07,20.7317
2021-04-08,23.90243
2021-04-09,16.82926
2021-04-10,13.90243
2021-04-11,9.75609
2021-04-12,18.04878
2021-04-13,27.80487
2021-04-14,19.02439
2021-04-15,25.60975
2021-04-16,27.56097
2021-04-17,17.31707
2021-04-18,12.19512
2021-04-19,23.90243
2021-04-20,19.51219
2021-04-21,31.95121
2021-04-22,25.60975
2021-04-23,22.68292
2021-04-24,8.04878
2021-04-25,10.9756
2021-04-26,15.12195
2021-04-27,26.34146
2021-04-28,25.12195
2021-04-29,20.9756
2021-04-30,22.19512
2021-05-01,9.02439
2021-05-02,8.78048
2021-05-03,16.82926
2021-05-04,12.92682
2021-05-05,9.26829
2021-05-06,19.02439
2021-05-07,15.36585
2021-05-08,8.04878
2021-05-09,6.82926
2021-05-10,23.17073
2021-05-11,21.95121
2021-05-12,27.31707
2021-05-13,15.60975
2021-05-14,12.92682
2021-05-15,8.04878
2021-05-16,10.4878
2021-05-17,24.63414
2021-05-18,14.14634
2021-05-19,9.51219
2021-05-20,14.14634
2021-05-21,14.14634
2021-05-22,10.7317
2021-05-23,7.31707
2021-05-24,17.07317
2021-05-25,18.78048
2021-05-26,12.43902
2021-05-27,17.56097
2021-05-28,18.04878
2021-05-29,8.53658
2021-05-30,9.51219
2021-05-31,15.36585
2021-06-01,18.29268
2021-06-02,17.80487
2021-06-03,14.14634
2021-06-04,13.17073
2021-06-05,10.4878
2021-06-06,7.56097
2021-06-07,16.34146
2021-06-08,16.82926
2021-06-09,17.80487
2021-06-10,16.82926
2021-06-11,21.21951
2021-06-12,13.17073
2021-06-13,8.78048
2021-06-14,21.21951
2021-06-15,30.4878
2021-06-16,25.60975
2021-06-17,27.31707
2021-06-18,19.51219
2021-06-19,14.63414
2021-06-20,13.90243
2021-06-21,19.75609
2021-06-22,29.51219
2021-06-23,26.34146
2021-06-24,24.39024
2021-06-25,22.19512
2021-06-26,9.75609
2021-06-27,11.70731
2021-06-28,26.09756
2021-06-29,29.26829
2021-06-30,23.90243
2021-07-01,20.7317
2021-07-02,18.29268
2021-07-03,11.70731
2021-07-04,8.53658
2021-07-05,20.2439
2021-07-06,12.43902
2021-07-07,14.14634
2021-07-08,24.14634
2021-07-09,17.07317
2021-07-10,6.34146
2021-07-11,8.78048
2021-07-12,17.31707
2021-07-13,15.85365
2021-07-14,15.12195
2021-07-15,12.19512
2021-07-16,12.19512
2021-07-17,5.12195
2021-07-18,10.9756
2021-07-19,16.09756
2021-07-20,15.12195
2021-07-21,13.90243
2021-07-22,10.9756
2021-07-23,10.4878
2021-07-24,10.4878
2021-07-25,5.12195
2021-07-26,19.26829
2021-07-27,11.70731
2021-07-28,12.19512
2021-07-29,12.68292
2021-07-30,11.95121
2021-07-31,5.12195
2021-08-01,7.80487
2021-08-02,13.17073
2021-08-03,9.02439
2021-08-04,20.2439
2021-08-05,10.7317
2021-08-06,10.7317
2021-08-07,6.34146
2021-08-08,6.34146
2021-08-09,16.58536
2021-08-10,11.46341
2021-08-11,20.0
2021-08-12,20.0
2021-08-13,16.09756
2021-08-14,9.26829
2021-08-15,6.82926
2021-08-16,12.43902
2021-08-17,10.2439
2021-08-18,11.95121
2021-08-19,17.56097
2021-08-20,14.39024
2021-08-21,5.60975
2021-08-22,4.63414
2021-08-23,12.92682
2021-08-24,16.34146
2021-08-25,17.31707
2021-08-26,15.60975
2021-08-27,13.41463
2021-08-28,10.0
2021-08-29,6.34146
2021-08-30,20.0
2021-08-31,11.95121
2021-09-01,14.87804
2021-09-02,9.75609
2021-09-03,16.82926
2021-09-04,7.56097
2021-09-05,7.80487
2021-09-06,11.95121
2021-09-07,13.65853
2021-09-08,10.9756
2021-09-09,14.14634
2021-09-10,13.17073
2021-09-11,4.39024
2021-09-12,8.04878
2021-09-13,10.9756
2021-09-14,14.39024
2021-09-15,11.95121
2021-09-16,13.90243
2021-09-17,10.9756
2021-09-18,9.51219
2021-09-19,2.19512
2021-09-20,4.63414
2021-09-21,3.41463
2021-09-22,4.87804
2021-09-23,15.12195
2021-09-24,15.36585
2021-09-25,6.58536
2021-09-26,8.78048
2021-09-27,11.46341
2021-09-28,17.56097
2021-09-29,17.31707
2021-09-30,12.43902
2021-10-01,13.90243
2021-10-02,4.87804
2021-10-03,4.39024
2021-10-04,6.09756
2021-10-05,10.0
2021-10-06,10.4878
2021-10-07,13.41463
2021-10-08,8.04878
2021-10-09,4.87804
2021-10-10,9.51219
2021-10-11,11.70731
2021-10-12,13.41463
2021-10-13,11.21951
2021-10-14,10.9756
2021-10-15,9.26829
2021-10-16,5.12195
2021-10-17,3.90243
2021-10-18,12.19512
2021-10-19,13.90243
2021-10-20,10.4878
2021-10-21,13.90243
2021-10-22,12.19512
2021-10-23,4.63414
2021-10-24,9.75609
2021-10-25,17.07317
2021-10-26,14.14634
2021-10-27,17.07317
2021-10-28,13.41463
2021-10-29,10.2439
2021-10-30,5.85365
2021-10-31,5.60975
2021-11-01,14.39024
2021-11-02,12.68292
2021-11-03,10.2439
2021-11-04,14.14634
2021-11-05,9.51219
2021-11-06,3.90243
2021-11-07,6.34146
2021-11-08,8.04878
2021-11-09,12.19512
2021-11-10,9.75609
2021-11-11,10.0
2021-11-12,11.46341
2021-11-13,3.41463
2021-11-14,8.53658
2021-11-15,12.68292
2021-11-16,16.09756
2021-11-17,20.4878
2021-11-18,9.02439
2021-11-19,9.51219
2021-11-20,2.19512
2021-11-21,4.63414
2021-11-22,9.26829
2021-11-23,17.07317
2021-11-24,12.68292
2021-11-25,15.12195
2021-11-26,9.26829
2021-11-27,5.36585
2021-11-28,4.14634
2021-11-29,9.51219
2021-11-30,10.2439
2021-12-01,11.70731
2021-12-02,11.46341
2021-12-03,9.02439
2021-12-04,7.31707
2021-12-05,3.17073
2021-12-06,10.9756
2021-12-07,13.90243
2021-12-08,11.95121
2021-12-09,14.39024
2021-12-10,10.0
2021-12-11,3.65853
2021-12-12,4.87804
2021-12-13,15.85365
2021-12-14,12.19512
2021-12-15,11.95121
2021-12-16,11.21951
2021-12-17,10.0
2021-12-18,6.09756
2021-12-19,8.53658
2021-12-20,9.26829
2021-12-21,11.95121
2021-12-22,14.14634
2021-12-23,14.63414
2021-12-24,10.2439
2021-12-25,3.90243
2021-12-26,4.39024
2021-12-27,12.19512
2021-12-28,25.60975
2021-12-29,16.09756
2021-12-30,15.36585
2021-12-31,11.95121
2022-01-01,7.56097
2022-01-02,11.46341
2022-01-03,15.85365
2022-01-04,15.12195
2022-01-05,12.19512
2022-01-06,13.65853
2022-01-07,12.92682
2022-01-08,5.85365
2022-01-09,6.82926
2022-01-10,13.65853
2022-01-11,19.02439
2022-01-12,18.78048
2022-01-13,11.21951
2022-01-14,11.21951
2022-01-15,4.87804
2022-01-16,6.09756
2022-01-17,11.70731
2022-01-18,12.43902
2022-01-19,19.02439
2022-01-20,14.87804
2022-01-21,11.70731
2022-01-22,6.09756
2022-01-23,8.78048
2022-01-24,11.70731
2022-01-25,17.31707
2022-01-26,12.92682
2022-01-27,10.7317
2022-01-28,10.4878
2022-01-29,5.36585
2022-01-30,5.12195
2022-01-31,6.58536
2022-02-01,7.56097
2022-02-02,5.85365
2022-02-03,11.21951
2022-02-04,14.63414
2022-02-05,4.87804
2022-02-06,3.90243
2022-02-07,20.7317
2022-02-08,12.68292
2022-02-09,12.19512
2022-02-10,16.09756
2022-02-11,12.68292
2022-02-12,5.60975
2022-02-13,6.09756
2022-02-14,17.56097
2022-02-15,12.92682
2022-02-16,19.02439
2022-02-17,16.09756
2022-02-18,11.70731
2022-02-19,3.90243
2022-02-20,4.14634
2022-02-21,13.90243
2022-02-22,14.63414
2022-02-23,12.92682
2022-02-24,14.14634
2022-02-25,11.21951
2022-02-26,12.43902
2022-02-27,5.36585
2022-02-28,10.4878
2022-03-01,8.29268
2022-03-02,12.43902
2022-03-03,12.19512
2022-03-04,8.04878
2022-03-05,6.34146
2022-03-06,5.36585
2022-03-07,12.92682
2022-03-08,11.95121
2022-03-09,5.12195
2022-03-10,10.2439
2022-03-11,12.92682
2022-03-12,5.36585
2022-03-13,8.53658
2022-03-14,14.14634
2022-03-15,15.12195
2022-03-16,12.43902
2022-03-17,10.0
2022-03-18,12.92682
2022-03-19,3.90243
2022-03-20,5.36585
2022-03-21,10.7317
2022-03-22,16.09756
2022-03-23,15.36585
2022-03-24,13.65853
2022-03-25,12.19512
2022-03-26,7.80487
2022-03-27,7.07317
2022-03-28,8.78048
2022-03-29,15.12195
2022-03-30,14.39024
2022-03-31,16.09756
2022-04-01,7.56097
2022-04-02,2.68292
2022-04-03,8.04878
2022-04-04,7.80487
2022-04-05,7.07317
2022-04-06,9.02439
2022-04-07,8.78048
2022-04-08,10.4878
2022-04-09,3.65853
2022-04-10,4.39024
2022-04-11,11.21951
2022-04-12,11.46341
2022-04-13,13.17073
2022-04-14,15.12195
2022-04-15,9.02439
2022-04-16,6.58536
2022-04-17,4.39024
2022-04-18,11.46341
2022-04-19,12.19512
2022-04-20,9.75609
2022-04-21,8.53658
2022-04-22,8.29268
2022-04-23,10.2439
2022-04-24,2.68292
2022-04-25,10.7317
2022-04-26,10.2439
2022-04-27,10.9756
2022-04-28,11.46341
2022-04-29,8.04878
2022-04-30,2.92682
2022-05-01,3.90243
2022-05-02,11.21951
2022-05-03,7.80487
2022-05-04,8.04878
2022-05-05,5.85365
2022-05-06,6.58536
2022-05-07,3.65853
2022-05-08,5.85365
2022-05-09,6.34146
2022-05-10,8.29268
2022-05-11,10.4878
2022-05-12,10.4878
2022-05-13,4.87804
2022-05-14,3.90243
2022-05-15,4.63414
2022-05-16,7.80487
2022-05-17,10.2439
2022-05-18,16.09756
2022-05-19,12.43902
2022-05-20,9.51219
2022-05-21,6.34146
2022-05-22,4.39024
2022-05-23,11.70731
2022-05-24,10.7317
2022-05-25,7.56097
2022-05-26,12.43902
2022-05-27,8.53658
2022-05-28,7.07317
2022-05-29,5.60975
2022-05-30,12.92682
2022-05-31,10.2439
2022-06-01,5.60975
2022-06-02,5.36585
2022-06-03,7.56097
2022-06-04,4.87804
2022-06-05,6.34146
2022-06-06,6.09756
2022-06-07,8.78048
2022-06-08,13.90243
2022-06-09,12.92682
2022-06-10,7.56097
2022-06-11,3.65853
2022-06-12,5.12195
2022-06-13,12.19512
2022-06-14,11.70731
2022-06-15,15.85365
2022-06-16,12.19512
2022-06-17,10.0
2022-06-18,3.90243
2022-06-19,2.43902
2022-06-20,11.95121
2022-06-21,13.17073
2022-06-22,13.41463
2022-06-23,11.21951
2022-06-24,9.02439
2022-06-25,4.14634
2022-06-26,3.65853
2022-06-27,15.12195
2022-06-28,11.70731
2022-06-29,10.2439
2022-06-30,12.92682
2022-07-01,7.07317
2022-07-02,4.63414
2022-07-03,5.36585
2022-07-04,8.29268
2022-07-05,14.39024
2022-07-06,8.04878
2022-07-07,9.51219
2022-07-08,16.58536
2022-07-09,6.58536
2022-07-10,4.87804
2022-07-11,8.53658
2022-07-12,8.53658
2022-07-13,8.29268
2022-07-14,11.70731
2022-07-15,7.80487
2022-07-16,2.68292
2022-07-17,3.65853
2022-07-18,10.0
2022-07-19,10.0
2022-07-20,13.65853
2022-07-21,12.19512
2022-07-22,11.21951
2022-07-23,5.12195
2022-07-24,6.58536
2022-07-25,11.70731
2022-07-26,12.19512
2022-07-27,11.70731
2022-07-28,13.65853
2022-07-29,15.60975
2022-07-30,6.09756
2022-07-31,6.34146
2022-08-01,9.26829
2022-08-02,8.29268
2022-08-03,10.7317
2022-08-04,10.4878
2022-08-05,17.31707
2022-08-06,7.56097
2022-08-07,6.82926
2022-08-08,10.4878
2022-08-09,12.19512
2022-08-10,9.75609
2022-08-11,10.9756
2022-08-12,9.75609
2022-08-13,4.14634
2022-08-14,5.12195
2022-08-15,5.12195
2022-08-16,8.29268
2022-08-17,10.7317
2022-08-18,10.7317
2022-08-19,10.0
2022-08-20,6.82926
2022-08-21,4.63414
2022-08-22,11.70731
2022-08-23,11.46341
2022-08-24,13.41463
2022-08-25,13.65853
2022-08-26,12.43902
2022-08-27,6.82926
2022-08-28,6.82926
2022-08-29,13.90243
2022-08-30,11.46341
2022-08-31,10.9756
2022-09-01,11.70731
2022-09-02,9.75609
2022-09-03,7.31707
2022-09-04,4.39024
2022-09-05,9.51219
2022-09-06,9.26829
2022-09-07,11.70731
2022-09-08,4.63414
2022-09-09,3.65853
2022-09-10,4.63414
2022-09-11,3.65853
2022-09-12,6.82926
2022-09-13,18.53658
2022-09-14,11.70731
2022-09-15,10.4878
2022-09-16,12.43902
2022-09-17,6.09756
2022-09-18,8.29268
2022-09-19,14.39024
2022-09-20,13.41463
2022-09-21,7.31707
2022-09-22,10.7317
2022-09-23,17.56097
2022-09-24,6.34146
2022-09-25,4.63414
2022-09-26,11.46341
2022-09-27,10.2439
2022-09-28,16.58536
2022-09-29,11.70731
2022-09-30,9.51219
2022-10-01,3.90243
2022-10-02,2.92682
2022-10-03,4.87804
2022-10-04,8.78048
2022-10-05,11.46341
2022-10-06,5.85365
2022-10-07,11.95121
2022-10-08,4.63414
2022-10-09,6.58536
2022-10-10,4.87804
2022-10-11,11.21951
2022-10-12,8.53658
2022-10-13,13.90243
2022-10-14,8.78048
2022-10-15,5.85365
2022-10-16,8.53658
2022-10-17,11.46341
2022-10-18,13.41463
2022-10-19,10.9756
2022-10-20,8.78048
2022-10-21,10.0
2022-10-22,3.90243
2022-10-23,3.90243
2022-10-24,11.70731
2022-10-25,13.65853
2022-10-26,8.78048
2022-10-27,11.46341
2022-10-28,11.46341
2022-10-29,4.87804
2022-10-30,5.36585
2022-10-31,9.02439
2022-11-01,10.9756
2022-11-02,10.9756
2022-11-03,12.92682
2022-11-04,10.9756
2022-11-05,5.60975
2022-11-06,7.07317
2022-11-07,8.78048
2022-11-08,14.14634
2022-11-09,13.41463
2022-11-10,15.85365
2022-11-11,11.21951
2022-11-12,5.12195
2022-11-13,9.26829
2022-11-14,16.58536
2022-11-15,12.92682
2022-11-16,8.04878
2022-11-17,7.80487
2022-11-18,8.78048
2022-11-19,5.60975
2022-11-20,6.34146
2022-11-21,12.92682
2022-11-22,13.90243
2022-11-23,14.63414
2022-11-24,9.26829
2022-11-25,9.51219
2022-11-26,4.63414
2022-11-27,5.36585
2022-11-28,11.46341
2022-11-29,18.53658
2022-11-30,13.41463
2022-12-01,7.80487
2022-12-02,9.26829
2022-12-03,8.04878
2022-12-04,8.29268
2022-12-05,18.29268
2022-12-06,11.46341
2022-12-07,12.92682
2022-12-08,12.19512
2022-12-09,14.14634
2022-12-10,6.82926
2022-12-11,8.04878
2022-12-12,11.46341
2022-12-13,15.85365
2022-12-14,17.80487
2022-12-15,14.39024
2022-12-16,14.14634
2022-12-17,7.80487
2022-12-18,10.0
2022-12-19,13.65853
2022-12-20,12.92682
2022-12-21,15.60975
2022-12-22,18.04878
2022-12-23,11.46341
2022-12-24,3.17073
2022-12-25,6.82926
2022-12-26,15.12195
2022-12-27,19.75609
2022-12-28,15.36585
2022-12-29,17.31707
2022-12-30,12.43902
2022-12-31,3.90243
2023-01-01,7.07317
2023-01-02,10.0
2023-01-03,14.63414
2023-01-04,15.12195
2023-01-05,12.43902
2023-01-06,15.12195
2023-01-07,10.4878
2023-01-08,9.02439
2023-01-09,11.21951
2023-01-10,16.34146
2023-01-11,13.41463
2023-01-12,12.68292
2023-01-13,15.12195
2023-01-14,4.14634
2023-01-15,10.0
2023-01-16,16.58536
2023-01-17,20.2439
2023-01-18,14.39024
2023-01-19,15.36585
2023-01-20,8.04878
2023-01-21,3.17073
2023-01-22,5.60975
2023-01-23,5.85365
2023-01-24,10.4878
2023-01-25,14.39024
2023-01-26,16.82926
2023-01-27,16.82926
2023-01-28,9.75609
2023-01-29,5.36585
2023-01-30,13.17073
2023-01-31,9.75609
2023-02-01,13.90243
2023-02-02,17.80487
2023-02-03,13.65853
2023-02-04,5.12195
2023-02-05,5.36585
2023-02-06,11.95121
2023-02-07,23.65853
2023-02-08,17.80487
2023-02-09,17.31707
2023-02-10,17.07317
2023-02-11,6.82926
2023-02-12,12.92682
2023-02-13,18.53658
2023-02-14,17.56097
2023-02-15,20.0
2023-02-16,24.63414
2023-02-17,21.70731
2023-02-18,14.39024
2023-02-19,12.68292
2023-02-20,25.60975
2023-02-21,15.85365
2023-02-22,21.70731
2023-02-23,19.26829
2023-02-24,17.07317
2023-02-25,11.46341
2023-02-26,9.02439
2023-02-27,15.12195
2023-02-28,20.2439
2023-03-01,21.70731
2023-03-02,18.04878
2023-03-03,27.07317
2023-03-04,7.80487
2023-03-05,9.02439
2023-03-06,20.0
2023-03-07,20.7317
2023-03-08,17.80487
2023-03-09,20.2439
2023-03-10,7.07317
2023-03-11,8.78048
2023-03-12,8.04878
2023-03-13,18.29268
2023-03-14,14.87804
2023-03-15,16.09756
2023-03-16,17.07317
2023-03-17,23.17073
2023-03-18,10.0
2023-03-19,13.65853
2023-03-20,15.12195
2023-03-21,20.2439
2023-03-22,16.82926
2023-03-23,19.26829
2023-03-24,13.17073
2023-03-25,8.29268
2023-03-26,6.34146
2023-03-27,16.09756
2023-03-28,12.43902
2023-03-29,14.87804
2023-03-30,13.90243
2023-03-31,11.21951
2023-04-01,7.80487
2023-04-02,4.63414
2023-04-03,9.51219
2023-04-04,12.19512
2023-04-05,14.87804
2023-04-06,14.14634
2023-04-07,8.04878
2023-04-08,8.78048
2023-04-09,7.80487
2023-04-10,13.90243
2023-04-11,15.36585
2023-04-12,14.39024
2023-04-13,18.53658
2023-04-14,15.85365
2023-04-15,8.04878
2023-04-16,6.34146
2023-04-17,16.58536
2023-04-18,23.41463
2023-04-19,15.36585
2023-04-20,15.12195
2023-04-21,11.21951
2023-04-22,6.82926
2023-04-23,7.31707
2023-04-24,22.19512
2023-04-25,13.41463
2023-04-26,15.12195
2023-04-27,11.95121
2023-04-28,8.53658
2023-04-29,6.34146
2023-04-30,3.65853
2023-05-01,6.82926
2023-05-02,9.75609
2023-05-03,14.14634
2023-05-04,9.51219
2023-05-05,7.31707
2023-05-06,4.14634
2023-05-07,5.12195
2023-05-08,12.43902
2023-05-09,24.14634
2023-05-10,44.39024
2023-05-11,47.07317
2023-05-12,40.4878
2023-05-13,24.63414
2023-05-14,25.60975
2023-05-15,48.29268
2023-05-16,29.51219
2023-05-17,20.9756
2023-05-18,13.65853
2023-05-19,12.92682
2023-05-20,6.09756
2023-05-21,3.17073
2023-05-22,18.04878
2023-05-23,20.4878
2023-05-24,13.65853
2023-05-25,15.36585
2023-05-26,33.41463
2023-05-27,39.75609
2023-05-28,34.14634
2023-05-29,37.80487
2023-05-30,36.09756
