date,은평구아파트
2020-03-20,10.81504
2020-03-21,10.08359
2020-03-22,13.63636
2020-03-23,11.54649
2020-03-24,12.17345
2020-03-25,11.59874
2020-03-26,10.91954
2020-03-27,9.1954
2020-03-28,12.01671
2020-03-29,15.51724
2020-03-30,13.68861
2020-03-31,13.16614
2020-04-01,13.06165
2020-04-02,12.17345
2020-04-03,9.9791
2020-04-04,12.69592
2020-04-05,13.42737
2020-04-06,14.15882
2020-04-07,12.17345
2020-04-08,12.64367
2020-04-09,11.85997
2020-04-10,11.65099
2020-04-11,10.91954
2020-04-12,16.0397
2020-04-13,13.94984
2020-04-14,15.3605
2020-04-15,15.51724
2020-04-16,13.11389
2020-04-17,12.48693
2020-04-18,13.63636
2020-04-19,17.50261
2020-04-20,14.99477
2020-04-21,14.00208
2020-04-22,16.24869
2020-04-23,14.15882
2020-04-24,13.7931
2020-04-25,12.95715
2020-04-26,16.0397
2020-04-27,16.98014
2020-04-28,16.1442
2020-04-29,13.32288
2020-04-30,14.83803
2020-05-01,14.4723
2020-05-02,13.06165
2020-05-03,17.65935
2020-05-04,16.40543
2020-05-05,17.13688
2020-05-06,15.04702
2020-05-07,14.42006
2020-05-08,11.33751
2020-05-09,13.53187
2020-05-10,16.1442
2020-05-11,13.37513
2020-05-12,12.95715
2020-05-13,12.43469
2020-05-14,11.07628
2020-05-15,13.27063
2020-05-16,12.01671
2020-05-17,15.3605
2020-05-18,17.03239
2020-05-19,14.26332
2020-05-20,12.43469
2020-05-21,13.37513
2020-05-22,11.33751
2020-05-23,12.90491
2020-05-24,15.88296
2020-05-25,14.68129
2020-05-26,17.24137
2020-05-27,12.69592
2020-05-28,13.84535
2020-05-29,10.24033
2020-05-30,11.12852
2020-05-31,13.37513
2020-06-01,14.05433
2020-06-02,13.27063
2020-06-03,10.24033
2020-06-04,10.39707
2020-06-05,10.6583
2020-06-06,11.54649
2020-06-07,14.05433
2020-06-08,13.63636
2020-06-09,14.15882
2020-06-10,12.17345
2020-06-11,14.83803
2020-06-12,14.05433
2020-06-13,13.94984
2020-06-14,13.53187
2020-06-15,15.3605
2020-06-16,15.15151
2020-06-17,14.42006
2020-06-18,16.87565
2020-06-19,14.52455
2020-06-20,14.73354
2020-06-21,19.54022
2020-06-22,26.22779
2020-06-23,23.24973
2020-06-24,19.9582
2020-06-25,18.12957
2020-06-26,18.18181
2020-06-27,15.98746
2020-06-28,23.04075
2020-06-29,20.06269
2020-06-30,19.22675
2020-07-01,16.24869
2020-07-02,17.81609
2020-07-03,17.08463
2020-07-04,18.12957
2020-07-05,19.80146
2020-07-06,19.74921
2020-07-07,17.50261
2020-07-08,19.43573
2020-07-09,18.59979
2020-07-10,17.13688
2020-07-11,17.45036
2020-07-12,17.6071
2020-07-13,17.34587
2020-07-14,15.77847
2020-07-15,16.45768
2020-07-16,17.81609
2020-07-17,17.81609
2020-07-18,19.12225
2020-07-19,24.71264
2020-07-20,24.45141
2020-07-21,24.92163
2020-07-22,18.3908
2020-07-23,17.55485
2020-07-24,15.77847
2020-07-25,21.05538
2020-07-26,18.59979
2020-07-27,19.69696
2020-07-28,18.02507
2020-07-29,18.54754
2020-07-30,19.43573
2020-07-31,16.1442
2020-08-01,18.3908
2020-08-02,17.81609
2020-08-03,22.15256
2020-08-04,24.03343
2020-08-05,22.41379
2020-08-06,17.65935
2020-08-07,17.29362
2020-08-08,20.27168
2020-08-09,25.3396
2020-08-10,21.36886
2020-08-11,22.04806
2020-08-12,22.15256
2020-08-13,28.31765
2020-08-14,23.51097
2020-08-15,20.37617
2020-08-16,20.06269
2020-08-17,20.68965
2020-08-18,23.19749
2020-08-19,17.86833
2020-08-20,16.77115
2020-08-21,16.24869
2020-08-22,15.62173
2020-08-23,16.40543
2020-08-24,14.52455
2020-08-25,15.56948
2020-08-26,21.05538
2020-08-27,20.48066
2020-08-28,11.96447
2020-08-29,13.0094
2020-08-30,14.26332
2020-08-31,11.28526
2020-09-01,13.06165
2020-09-02,12.27795
2020-09-03,10.50156
2020-09-04,9.40438
2020-09-05,10.60606
2020-09-06,14.42006
2020-09-07,14.10658
2020-09-08,14.42006
2020-09-09,12.48693
2020-09-10,13.21839
2020-09-11,10.03134
2020-09-12,12.27795
2020-09-13,18.70428
2020-09-14,16.50992
2020-09-15,19.59247
2020-09-16,13.32288
2020-09-17,12.12121
2020-09-18,10.18808
2020-09-19,14.68129
2020-09-20,13.11389
2020-09-21,12.64367
2020-09-22,12.69592
2020-09-23,12.33019
2020-09-24,11.12852
2020-09-25,11.02403
2020-09-26,13.53187
2020-09-27,14.15882
2020-09-28,17.08463
2020-09-29,10.03134
2020-09-30,10.7628
2020-10-01,13.37513
2020-10-02,14.73354
2020-10-03,17.39811
2020-10-04,17.39811
2020-10-05,13.32288
2020-10-06,15.67398
2020-10-07,16.45768
2020-10-08,16.50992
2020-10-09,15.09926
2020-10-10,17.08463
2020-10-11,21.83908
2020-10-12,25.44409
2020-10-13,20.53291
2020-10-14,18.3908
2020-10-15,14.42006
2020-10-16,13.06165
2020-10-17,15.67398
2020-10-18,17.97283
2020-10-19,16.92789
2020-10-20,17.34587
2020-10-21,16.56217
2020-10-22,14.4723
2020-10-23,13.63636
2020-10-24,13.7931
2020-10-25,14.4723
2020-10-26,15.77847
2020-10-27,15.88296
2020-10-28,14.36781
2020-10-29,16.92789
2020-10-30,15.09926
2020-10-31,12.27795
2020-11-01,15.30825
2020-11-02,13.89759
2020-11-03,15.30825
2020-11-04,13.27063
2020-11-05,14.36781
2020-11-06,13.53187
2020-11-07,13.58411
2020-11-08,17.03239
2020-11-09,17.6071
2020-11-10,16.77115
2020-11-11,13.53187
2020-11-12,15.62173
2020-11-13,15.93521
2020-11-14,17.34587
2020-11-15,19.38349
2020-11-16,18.02507
2020-11-17,16.66666
2020-11-18,17.45036
2020-11-19,15.72622
2020-11-20,15.51724
2020-11-21,16.66666
2020-11-22,20.48066
2020-11-23,15.3605
2020-11-24,17.65935
2020-11-25,16.19644
2020-11-26,15.56948
2020-11-27,14.73354
2020-11-28,17.24137
2020-11-29,21.05538
2020-11-30,20.68965
2020-12-01,18.33855
2020-12-02,18.44305
2020-12-03,21.47335
2020-12-04,17.18913
2020-12-05,18.23406
2020-12-06,22.51828
2020-12-07,19.74921
2020-12-08,18.3908
2020-12-09,17.76384
2020-12-10,18.44305
2020-12-11,17.86833
2020-12-12,16.40543
2020-12-13,19.1745
2020-12-14,15.15151
2020-12-15,13.42737
2020-12-16,13.89759
2020-12-17,15.30825
2020-12-18,16.24869
2020-12-19,13.68861
2020-12-20,14.05433
2020-12-21,13.37513
2020-12-22,16.66666
2020-12-23,13.21839
2020-12-24,14.89028
2020-12-25,13.32288
2020-12-26,15.98746
2020-12-27,17.18913
2020-12-28,17.13688
2020-12-29,27.63845
2020-12-30,27.01149
2020-12-31,18.23406
2021-01-01,17.29362
2021-01-02,19.59247
2021-01-03,22.72727
2021-01-04,19.54022
2021-01-05,19.90595
2021-01-06,19.12225
2021-01-07,17.39811
2021-01-08,18.12957
2021-01-09,18.54754
2021-01-10,22.15256
2021-01-11,18.44305
2021-01-12,21.99582
2021-01-13,23.24973
2021-01-14,18.18181
2021-01-15,19.64472
2021-01-16,15.72622
2021-01-17,20.95088
2021-01-18,18.02507
2021-01-19,18.49529
2021-01-20,17.29362
2021-01-21,17.71159
2021-01-22,15.88296
2021-01-23,16.98014
2021-01-24,16.77115
2021-01-25,18.12957
2021-01-26,15.72622
2021-01-27,18.54754
2021-01-28,17.08463
2021-01-29,14.5768
2021-01-30,14.05433
2021-01-31,18.3908
2021-02-01,16.30094
2021-02-02,16.66666
2021-02-03,15.15151
2021-02-04,14.99477
2021-02-05,13.21839
2021-02-06,16.0397
2021-02-07,16.61442
2021-02-08,15.88296
2021-02-09,14.36781
2021-02-10,10.86729
2021-02-11,11.38975
2021-02-12,14.15882
2021-02-13,14.62904
2021-02-14,16.30094
2021-02-15,17.13688
2021-02-16,15.15151
2021-02-17,13.11389
2021-02-18,13.68861
2021-02-19,12.74817
2021-02-20,15.98746
2021-02-21,17.97283
2021-02-22,16.61442
2021-02-23,17.24137
2021-02-24,16.45768
2021-02-25,15.46499
2021-02-26,12.69592
2021-02-27,15.67398
2021-02-28,14.26332
2021-03-01,14.00208
2021-03-02,13.58411
2021-03-03,12.95715
2021-03-04,13.27063
2021-03-05,13.53187
2021-03-06,12.64367
2021-03-07,16.77115
2021-03-08,13.16614
2021-03-09,13.47962
2021-03-10,11.442
2021-03-11,11.23301
2021-03-12,11.49425
2021-03-13,15.56948
2021-03-14,13.84535
2021-03-15,18.70428
2021-03-16,14.15882
2021-03-17,12.95715
2021-03-18,13.11389
2021-03-19,12.12121
2021-03-20,14.78578
2021-03-21,16.56217
2021-03-22,13.47962
2021-03-23,14.5768
2021-03-24,12.64367
2021-03-25,12.43469
2021-03-26,11.38975
2021-03-27,9.8746
2021-03-28,14.05433
2021-03-29,13.58411
2021-03-30,11.85997
2021-03-31,14.83803
2021-04-01,13.63636
2021-04-02,10.03134
2021-04-03,12.27795
2021-04-04,12.85266
2021-04-05,13.21839
2021-04-06,10.81504
2021-04-07,13.68861
2021-04-08,12.12121
2021-04-09,10.29258
2021-04-10,10.34482
2021-04-11,13.7931
2021-04-12,11.49425
2021-04-13,9.77011
2021-04-14,9.9791
2021-04-15,10.18808
2021-04-16,9.8746
2021-04-17,9.56112
2021-04-18,12.69592
2021-04-19,13.32288
2021-04-20,11.80773
2021-04-21,9.77011
2021-04-22,11.80773
2021-04-23,23.14524
2021-04-24,13.7931
2021-04-25,14.78578
2021-04-26,13.58411
2021-04-27,13.11389
2021-04-28,11.33751
2021-04-29,11.65099
2021-04-30,10.08359
2021-05-01,10.55381
2021-05-02,12.59143
2021-05-03,12.27795
2021-05-04,10.81504
2021-05-05,11.02403
2021-05-06,12.53918
2021-05-07,10.60606
2021-05-08,11.12852
2021-05-09,14.62904
2021-05-10,13.94984
2021-05-11,9.8746
2021-05-12,9.71786
2021-05-13,10.7628
2021-05-14,9.03866
2021-05-15,12.01671
2021-05-16,14.68129
2021-05-17,12.2257
2021-05-18,11.54649
2021-05-19,14.89028
2021-05-20,12.59143
2021-05-21,12.95715
2021-05-22,12.69592
2021-05-23,15.3605
2021-05-24,14.78578
2021-05-25,13.74085
2021-05-26,12.01671
2021-05-27,12.2257
2021-05-28,14.94252
2021-05-29,13.74085
2021-05-30,15.62173
2021-05-31,17.45036
2021-06-01,12.85266
2021-06-02,12.33019
2021-06-03,13.0094
2021-06-04,9.66562
2021-06-05,10.13584
2021-06-06,13.68861
2021-06-07,15.256
2021-06-08,11.75548
2021-06-09,11.65099
2021-06-10,11.70323
2021-06-11,11.70323
2021-06-12,11.28526
2021-06-13,11.23301
2021-06-14,15.72622
2021-06-15,11.75548
2021-06-16,11.02403
2021-06-17,11.18077
2021-06-18,11.442
2021-06-19,12.74817
2021-06-20,14.4723
2021-06-21,12.43469
2021-06-22,14.62904
2021-06-23,13.0094
2021-06-24,9.82236
2021-06-25,11.65099
2021-06-26,9.9791
2021-06-27,15.256
2021-06-28,13.32288
2021-06-29,13.06165
2021-06-30,11.59874
2021-07-01,12.33019
2021-07-02,11.65099
2021-07-03,12.59143
2021-07-04,13.21839
2021-07-05,13.7931
2021-07-06,12.64367
2021-07-07,9.71786
2021-07-08,11.33751
2021-07-09,12.59143
2021-07-10,10.91954
2021-07-11,13.89759
2021-07-12,12.85266
2021-07-13,11.80773
2021-07-14,11.91222
2021-07-15,9.82236
2021-07-16,10.71055
2021-07-17,10.81504
2021-07-18,12.01671
2021-07-19,11.12852
2021-07-20,11.12852
2021-07-21,10.81504
2021-07-22,11.02403
2021-07-23,9.71786
2021-07-24,9.8746
2021-07-25,10.55381
2021-07-26,9.82236
2021-07-27,12.64367
2021-07-28,9.9791
2021-07-29,11.85997
2021-07-30,9.0909
2021-07-31,11.85997
2021-08-01,11.91222
2021-08-02,11.49425
2021-08-03,11.49425
2021-08-04,11.28526
2021-08-05,11.07628
2021-08-06,13.27063
2021-08-07,13.06165
2021-08-08,12.85266
2021-08-09,12.69592
2021-08-10,14.68129
2021-08-11,11.02403
2021-08-12,13.06165
2021-08-13,12.64367
2021-08-14,12.74817
2021-08-15,13.0094
2021-08-16,13.37513
2021-08-17,13.68861
2021-08-18,13.32288
2021-08-19,14.10658
2021-08-20,13.32288
2021-08-21,13.37513
2021-08-22,16.98014
2021-08-23,15.15151
2021-08-24,13.37513
2021-08-25,17.29362
2021-08-26,11.38975
2021-08-27,12.43469
2021-08-28,13.84535
2021-08-29,14.99477
2021-08-30,13.11389
2021-08-31,13.11389
2021-09-01,11.65099
2021-09-02,11.59874
2021-09-03,10.55381
2021-09-04,14.00208
2021-09-05,12.85266
2021-09-06,13.42737
2021-09-07,11.07628
2021-09-08,14.78578
2021-09-09,12.64367
2021-09-10,12.64367
2021-09-11,10.60606
2021-09-12,12.12121
2021-09-13,12.90491
2021-09-14,12.06896
2021-09-15,11.02403
2021-09-16,12.90491
2021-09-17,9.24764
2021-09-18,11.07628
2021-09-19,10.81504
2021-09-20,11.85997
2021-09-21,13.84535
2021-09-22,14.89028
2021-09-23,13.53187
2021-09-24,13.37513
2021-09-25,16.61442
2021-09-26,13.89759
2021-09-27,15.62173
2021-09-28,15.88296
2021-09-29,15.56948
2021-09-30,14.05433
2021-10-01,9.45663
2021-10-02,11.91222
2021-10-03,13.94984
2021-10-04,16.30094
2021-10-05,12.74817
2021-10-06,13.16614
2021-10-07,10.7628
2021-10-08,10.03134
2021-10-09,12.53918
2021-10-10,21.26436
2021-10-11,39.60292
2021-10-12,16.30094
2021-10-13,15.67398
2021-10-14,12.48693
2021-10-15,10.91954
2021-10-16,10.13584
2021-10-17,12.95715
2021-10-18,12.53918
2021-10-19,10.08359
2021-10-20,9.92685
2021-10-21,10.18808
2021-10-22,8.30721
2021-10-23,10.7628
2021-10-24,14.52455
2021-10-25,12.74817
2021-10-26,11.07628
2021-10-27,11.59874
2021-10-28,10.29258
2021-10-29,8.72518
2021-10-30,10.60606
2021-10-31,13.63636
2021-11-01,12.33019
2021-11-02,10.18808
2021-11-03,12.01671
2021-11-04,8.88192
2021-11-05,14.42006
2021-11-06,12.43469
2021-11-07,18.59979
2021-11-08,18.07732
2021-11-09,13.7931
2021-11-10,12.80041
2021-11-11,13.32288
2021-11-12,12.53918
2021-11-13,15.09926
2021-11-14,15.256
2021-11-15,16.66666
2021-11-16,14.99477
2021-11-17,12.17345
2021-11-18,12.80041
2021-11-19,10.91954
2021-11-20,11.65099
2021-11-21,20.32392
2021-11-22,19.43573
2021-11-23,10.50156
2021-11-24,9.50888
2021-11-25,10.29258
2021-11-26,11.12852
2021-11-27,12.01671
2021-11-28,12.95715
2021-11-29,12.33019
2021-11-30,10.55381
2021-12-01,10.44932
2021-12-02,10.08359
2021-12-03,10.18808
2021-12-04,10.91954
2021-12-05,13.27063
2021-12-06,29.57157
2021-12-07,10.97178
2021-12-08,11.02403
2021-12-09,10.55381
2021-12-10,9.61337
2021-12-11,15.93521
2021-12-12,13.42737
2021-12-13,13.37513
2021-12-14,12.2257
2021-12-15,9.8746
2021-12-16,9.24764
2021-12-17,12.80041
2021-12-18,12.2257
2021-12-19,10.08359
2021-12-20,11.96447
2021-12-21,10.60606
2021-12-22,10.50156
2021-12-23,45.87251
2021-12-24,29.88505
2021-12-25,21.57784
2021-12-26,23.51097
2021-12-27,17.50261
2021-12-28,14.5768
2021-12-29,14.31556
2021-12-30,16.61442
2021-12-31,15.77847
2022-01-01,13.21839
2022-01-02,17.50261
2022-01-03,14.42006
2022-01-04,12.74817
2022-01-05,12.01671
2022-01-06,11.91222
2022-01-07,12.74817
2022-01-08,9.56112
2022-01-09,17.50261
2022-01-10,13.7931
2022-01-11,14.68129
2022-01-12,13.68861
2022-01-13,15.30825
2022-01-14,12.27795
2022-01-15,13.0094
2022-01-16,15.09926
2022-01-17,12.17345
2022-01-18,13.63636
2022-01-19,12.38244
2022-01-20,12.74817
2022-01-21,10.91954
2022-01-22,15.30825
2022-01-23,14.36781
2022-01-24,15.56948
2022-01-25,12.12121
2022-01-26,10.97178
2022-01-27,10.50156
2022-01-28,13.42737
2022-01-29,13.21839
2022-01-30,12.12121
2022-01-31,11.65099
2022-02-01,15.09926
2022-02-02,14.83803
2022-02-03,13.84535
2022-02-04,12.85266
2022-02-05,15.30825
