date,주택청약신청방법
2021-07-17,27.29946
2021-07-18,28.05097
2021-07-19,48.01503
2021-07-20,45.20503
2021-07-21,42.75445
2021-07-22,43.76735
2021-07-23,38.93154
2021-07-24,29.25992
2021-07-25,34.89625
2021-07-26,57.88269
2021-07-27,68.84495
2021-07-28,96.94494
2021-07-29,49.12595
2021-07-30,34.30811
2021-07-31,24.76719
2021-08-01,32.69073
2021-08-02,50.727
2021-08-03,59.56543
2021-08-04,50.82502
2021-08-05,39.14393
2021-08-06,36.628
2021-08-07,31.54713
2021-08-08,32.13527
2021-08-09,47.4759
2021-08-10,56.26531
2021-08-11,75.57588
2021-08-12,39.81375
2021-08-13,31.77585
2021-08-14,23.65626
2021-08-15,25.09393
2021-08-16,33.31155
2021-08-17,43.76735
2021-08-18,43.1302
2021-08-19,39.47067
2021-08-20,35.72945
2021-08-21,21.77748
2021-08-22,30.95899
2021-08-23,42.36235
2021-08-24,38.76817
2021-08-25,42.78712
2021-08-26,38.21271
2021-08-27,32.1516
2021-08-28,20.27446
2021-08-29,27.3648
2021-08-30,43.45695
2021-08-31,37.75526
2021-09-01,40.77765
2021-09-02,33.9487
2021-09-03,27.3648
2021-09-04,20.33981
2021-09-05,26.90736
2021-09-06,35.77846
2021-09-07,34.5205
2021-09-08,38.09834
2021-09-09,29.35794
2021-09-10,27.29946
2021-09-11,21.35272
2021-09-12,25.35533
2021-09-13,36.57899
2021-09-14,32.91945
2021-09-15,27.87126
2021-09-16,27.00539
2021-09-17,20.40516
2021-09-18,14.85051
2021-09-19,15.53667
2021-09-20,15.6347
2021-09-21,21.82649
2021-09-22,27.10341
2021-09-23,42.93416
2021-09-24,45.22136
2021-09-25,25.79643
2021-09-26,32.57637
2021-09-27,57.6213
2021-09-28,58.99362
2021-09-29,40.82666
2021-09-30,33.40957
2021-10-01,30.33818
2021-10-02,22.57801
2021-10-03,22.52899
2021-10-04,30.68126
2021-10-05,41.67619
2021-10-06,36.05619
2021-10-07,30.45254
2021-10-08,23.55824
2021-10-09,17.15405
2021-10-10,23.00277
2021-10-11,33.31155
2021-10-12,47.00212
2021-10-13,45.18869
2021-10-14,29.89707
2021-10-15,28.96585
2021-10-16,17.08871
2021-10-17,18.08528
2021-10-18,25.56771
2021-10-19,24.55481
2021-10-20,23.50923
2021-10-21,22.2676
2021-10-22,22.28394
2021-10-23,15.16092
2021-10-24,22.90475
2021-10-25,42.72177
2021-10-26,34.2591
2021-10-27,27.0544
2021-10-28,23.2805
2021-10-29,20.81359
2021-10-30,15.3733
2021-10-31,20.47051
2021-11-01,31.4491
2021-11-02,31.54713
2021-11-03,26.64597
2021-11-04,25.53504
2021-11-05,22.56167
2021-11-06,15.52033
2021-11-07,20.25812
2021-11-08,33.57294
2021-11-09,37.72259
2021-11-10,27.47917
2021-11-11,24.06469
2021-11-12,22.75771
2021-11-13,16.46789
2021-11-14,22.72504
2021-11-15,43.73468
2021-11-16,35.5334
2021-11-17,28.3287
2021-11-18,26.10684
2021-11-19,20.56853
2021-11-20,16.25551
2021-11-21,21.4344
2021-11-22,27.34847
2021-11-23,29.14556
2021-11-24,26.74399
2021-11-25,27.64254
2021-11-26,24.21173
2021-11-27,16.66394
2021-11-28,23.16614
2021-11-29,34.68387
2021-11-30,33.57294
2021-12-01,30.99166
2021-12-02,27.78957
2021-12-03,25.42068
2021-12-04,20.43783
2021-12-05,28.80248
2021-12-06,52.7038
2021-12-07,56.75543
2021-12-08,31.66149
2021-12-09,29.7337
2021-12-10,24.73452
2021-12-11,15.74906
2021-12-12,21.05865
2021-12-13,32.05358
2021-12-14,30.15847
2021-12-15,24.53847
2021-12-16,22.20225
2021-12-17,22.07155
2021-12-18,16.43522
2021-12-19,21.84283
2021-12-20,32.59271
2021-12-21,29.42329
2021-12-22,26.18853
2021-12-23,26.27021
2021-12-24,20.96062
2021-12-25,14.34406
2021-12-26,22.49632
2021-12-27,39.81375
2021-12-28,46.26694
2021-12-29,32.57637
2021-12-30,24.99591
2021-12-31,22.16958
2022-01-01,20.30713
2022-01-02,24.93056
2022-01-03,37.46119
2022-01-04,38.53945
2022-01-05,33.05015
2022-01-06,30.01143
2022-01-07,29.48864
2022-01-08,21.95719
2022-01-09,31.66149
2022-01-10,51.03741
2022-01-11,49.61607
2022-01-12,38.29439
2022-01-13,45.04165
2022-01-14,45.67881
2022-01-15,21.3037
2022-01-16,27.93661
2022-01-17,38.88253
2022-01-18,38.71916
2022-01-19,32.90312
2022-01-20,28.16533
2022-01-21,24.99591
2022-01-22,15.53667
2022-01-23,20.27446
2022-01-24,29.83172
2022-01-25,24.30975
2022-01-26,21.27103
2022-01-27,17.57882
2022-01-28,16.05946
2022-01-29,11.51772
2022-01-30,12.15487
2022-01-31,13.51086
2022-02-01,18.15062
2022-02-02,20.68289
2022-02-03,31.36742
2022-02-04,29.21091
2022-02-05,16.17382
2022-02-06,21.54876
2022-02-07,29.06387
2022-02-08,24.99591
2022-02-09,23.32952
2022-02-10,22.8394
2022-02-11,20.38882
2022-02-12,16.35353
2022-02-13,21.74481
2022-02-14,30.12579
2022-02-15,32.51102
2022-02-16,22.0062
2022-02-17,22.67603
2022-02-18,17.90557
2022-02-19,14.42574
2022-02-20,17.87289
2022-02-21,31.7105
2022-02-22,27.65887
2022-02-23,22.9701
2022-02-24,20.42149
2022-02-25,18.93481
2022-02-26,12.89005
2022-02-27,15.20993
2022-02-28,24.32609
2022-03-01,18.39568
2022-03-02,21.84283
2022-03-03,20.53586
2022-03-04,19.03283
2022-03-05,13.72324
2022-03-06,17.28475
2022-03-07,22.2676
2022-03-08,17.52981
2022-03-09,14.68714
2022-03-10,22.69237
2022-03-11,21.27103
2022-03-12,14.18068
2022-03-13,21.53242
2022-03-14,26.56428
2022-03-15,29.83172
2022-03-16,31.75951
2022-03-17,21.17301
2022-03-18,20.89527
2022-03-19,14.03365
2022-03-20,18.64074
2022-03-21,39.1766
2022-03-22,35.48439
2022-03-23,23.77062
2022-03-24,19.09818
2022-03-25,18.41202
2022-03-26,14.76882
2022-03-27,17.69318
2022-03-28,22.77405
2022-03-29,23.00277
2022-03-30,24.58748
2022-03-31,21.6958
2022-04-01,17.82388
2022-04-02,12.67766
2022-04-03,17.88923
2022-04-04,23.00277
2022-04-05,23.42754
2022-04-06,21.32004
2022-04-07,21.87551
2022-04-08,22.02254
2022-04-09,14.70347
2022-04-10,19.06551
2022-04-11,29.92975
2022-04-12,24.57114
2022-04-13,21.41806
2022-04-14,20.2908
2022-04-15,16.84365
2022-04-16,13.00441
2022-04-17,17.30109
2022-04-18,28.72079
2022-04-19,25.40434
2022-04-20,19.65365
2022-04-21,18.54272
2022-04-22,16.97435
2022-04-23,13.64156
2022-04-24,16.23917
2022-04-25,22.21859
2022-04-26,22.75771
2022-04-27,21.38539
2022-04-28,18.51004
2022-04-29,17.52981
2022-04-30,12.26923
2022-05-01,19.88237
2022-05-02,26.66231
2022-05-03,23.983
2022-05-04,19.60463
2022-05-05,13.88661
2022-05-06,17.18673
2022-05-07,13.3965
2022-05-08,19.04917
2022-05-09,26.15585
2022-05-10,24.66917
2022-05-11,20.92795
2022-05-12,18.8858
2022-05-13,15.45499
2022-05-14,12.10586
2022-05-15,15.29161
2022-05-16,23.1008
2022-05-17,24.78353
2022-05-18,19.42493
2022-05-19,20.04574
2022-05-20,16.02679
2022-05-21,11.40336
2022-05-22,14.29504
2022-05-23,21.64678
2022-05-24,17.9219
2022-05-25,19.04917
2022-05-26,17.84022
2022-05-27,16.04313
2022-05-28,22.28394
2022-05-29,21.48341
2022-05-30,32.05358
2022-05-31,25.63306
2022-06-01,18.26498
2022-06-02,22.05521
2022-06-03,15.87975
2022-06-04,14.16435
2022-06-05,12.25289
2022-06-06,17.30109
2022-06-07,23.14981
2022-06-08,23.78696
2022-06-09,21.41806
2022-06-10,17.13772
2022-06-11,12.17121
2022-06-12,13.59255
2022-06-13,19.47394
2022-06-14,17.69318
2022-06-15,18.47737
2022-06-16,17.07237
2022-06-17,16.19016
2022-06-18,9.99836
2022-06-19,14.88318
2022-06-20,21.35272
2022-06-21,21.04231
2022-06-22,16.82731
2022-06-23,16.12481
2022-06-24,14.13167
2022-06-25,10.11272
2022-06-26,13.2658
2022-06-27,22.21859
2022-06-28,23.36219
2022-06-29,16.23917
2022-06-30,15.20993
2022-07-01,13.00441
2022-07-02,10.52115
2022-07-03,13.3965
2022-07-04,20.94429
2022-07-05,19.84969
2022-07-06,16.54958
2022-07-07,17.57882
2022-07-08,16.72929
2022-07-09,10.63551
2022-07-10,12.31824
2022-07-11,19.52295
2022-07-12,17.18673
2022-07-13,15.84708
2022-07-14,14.47475
2022-07-15,12.93906
2022-07-16,9.67162
2022-07-17,13.00441
2022-07-18,19.31057
2022-07-19,18.93481
2022-07-20,17.28475
2022-07-21,17.51347
2022-07-22,18.77144
2022-07-23,8.479
2022-07-24,13.29848
2022-07-25,20.06208
2022-07-26,16.89266
2022-07-27,15.92876
2022-07-28,16.32086
2022-07-29,14.68714
2022-07-30,11.38702
2022-07-31,12.26923
2022-08-01,17.12138
2022-08-02,17.36644
2022-08-03,17.46446
2022-08-04,15.92876
2022-08-05,15.43865
2022-08-06,11.35435
2022-08-07,14.16435
2022-08-08,18.10161
2022-08-09,18.36301
2022-08-10,17.33376
2022-08-11,14.45842
2022-08-12,12.97173
2022-08-13,9.73697
2022-08-14,9.68795
2022-08-15,12.98807
2022-08-16,18.83679
2022-08-17,17.10504
2022-08-18,17.26842
2022-08-19,17.51347
2022-08-20,11.35435
2022-08-21,12.66132
2022-08-22,20.66655
2022-08-23,17.15405
2022-08-24,15.52033
2022-08-25,15.34063
2022-08-26,15.35696
2022-08-27,10.04737
2022-08-28,11.48505
2022-08-29,16.41888
2022-08-30,15.84708
2022-08-31,13.93563
2022-09-01,14.55644
2022-09-02,11.56673
2022-09-03,9.01813
2022-09-04,10.99493
2022-09-05,13.95196
2022-09-06,15.66737
2022-09-07,11.48505
2022-09-08,10.30877
2022-09-09,8.33197
2022-09-10,8.98545
2022-09-11,12.08952
2022-09-12,16.89266
2022-09-13,21.51609
2022-09-14,17.80754
2022-09-15,16.50057
2022-09-16,14.39307
2022-09-17,10.34144
2022-09-18,13.38016
2022-09-19,18.47737
2022-09-20,16.35353
2022-09-21,15.60202
2022-09-22,13.51086
2022-09-23,11.64842
2022-09-24,8.11958
2022-09-25,11.1583
2022-09-26,16.10847
2022-09-27,13.91929
2022-09-28,14.37673
2022-09-29,12.90638
2022-09-30,9.7533
2022-10-01,5.55464
2022-10-02,6.14278
2022-10-03,8.18493
2022-10-04,11.4197
2022-10-05,9.55726
2022-10-06,8.46266
2022-10-07,7.10668
2022-10-08,4.99918
2022-10-09,5.3586
2022-10-10,9.27952
2022-10-11,12.39993
2022-10-12,10.40679
2022-10-13,8.36464
2022-10-14,6.25714
2022-10-15,4.59075
2022-10-16,4.29668
2022-10-17,6.69825
2022-10-18,5.94674
2022-10-19,6.20813
2022-10-20,6.12644
2022-10-21,5.48929
2022-10-22,2.859
2022-10-23,4.18232
2022-10-24,7.074
2022-10-25,7.80918
2022-10-26,7.87453
2022-10-27,7.2047
2022-10-28,6.27348
2022-10-29,3.85557
2022-10-30,4.01895
2022-10-31,6.07743
2022-11-01,6.84528
2022-11-02,5.16255
2022-11-03,4.57441
2022-11-04,4.86848
2022-11-05,3.33278
2022-11-06,4.21499
2022-11-07,6.01208
2022-11-08,5.61999
2022-11-09,6.25714
2022-11-10,5.61999
2022-11-11,4.42738
2022-11-12,2.92435
2022-11-13,4.01895
2022-11-14,6.24081
2022-11-15,6.12644
2022-11-16,5.76703
2022-11-17,6.04476
2022-11-18,6.15912
2022-11-19,2.94069
2022-11-20,3.72488
2022-11-21,5.27691
2022-11-22,4.67243
2022-11-23,4.16598
2022-11-24,4.47639
2022-11-25,3.80656
2022-11-26,2.49959
2022-11-27,3.2511
2022-11-28,5.7997
2022-11-29,5.47296
2022-11-30,4.34569
2022-12-01,4.08429
2022-12-02,3.54517
2022-12-03,2.51592
2022-12-04,3.5615
2022-12-05,5.27691
2022-12-06,5.32592
2022-12-07,4.85214
2022-12-08,4.29668
2022-12-09,3.57784
2022-12-10,2.69563
2022-12-11,3.15307
2022-12-12,5.78336
2022-12-13,4.21499
2022-12-14,4.63976
2022-12-15,4.00261
2022-12-16,3.74121
2022-12-17,2.80999
2022-12-18,3.26743
2022-12-19,4.3947
2022-12-20,4.57441
2022-12-21,4.13331
2022-12-22,3.3818
2022-12-23,3.79023
2022-12-24,1.78075
2022-12-25,3.10406
2022-12-26,5.19522
2022-12-27,5.76703
2022-12-28,5.32592
2022-12-29,4.67243
2022-12-30,4.00261
2022-12-31,3.07139
2023-01-01,4.36203
2023-01-02,6.32249
2023-01-03,7.17203
2023-01-04,6.53487
2023-01-05,5.32592
2023-01-06,5.24424
2023-01-07,3.67586
2023-01-08,4.6561
2023-01-09,6.61656
2023-01-10,6.91063
2023-01-11,6.53487
2023-01-12,5.30958
2023-01-13,4.6561
2023-01-14,3.72488
2023-01-15,4.42738
2023-01-16,5.84871
2023-01-17,4.75412
2023-01-18,4.81947
2023-01-19,4.47639
2023-01-20,4.42738
2023-01-21,3.30011
2023-01-22,3.6922
2023-01-23,4.21499
2023-01-24,4.86848
2023-01-25,7.48243
2023-01-26,6.04476
2023-01-27,5.47296
2023-01-28,3.39813
2023-01-29,4.63976
2023-01-30,6.92697
2023-01-31,5.96307
2023-02-01,5.16255
2023-02-02,3.64319
2023-02-03,3.80656
2023-02-04,3.20209
2023-02-05,3.87191
2023-02-06,5.29325
2023-02-07,4.5254
2023-02-08,4.10063
2023-02-09,3.51249
2023-02-10,4.32935
2023-02-11,2.859
2023-02-12,3.83924
2023-02-13,4.85214
2023-02-14,3.96993
2023-02-15,4.14964
2023-02-16,3.47982
2023-02-17,3.61052
2023-02-18,2.14017
2023-02-19,3.31645
2023-02-20,4.60709
2023-02-21,4.41104
2023-02-22,3.92092
2023-02-23,4.11697
2023-02-24,3.65953
2023-02-25,2.63028
2023-02-26,2.87534
2023-02-27,5.12988
2023-02-28,5.04819
2023-03-01,4.03528
2023-03-02,5.89772
2023-03-03,3.77389
2023-03-04,3.03871
2023-03-05,4.10063
2023-03-06,5.16255
2023-03-07,4.31302
2023-03-08,4.72145
2023-03-09,3.2511
2023-03-10,3.30011
2023-03-11,2.40156
2023-03-12,2.89168
2023-03-13,4.42738
2023-03-14,4.18232
2023-03-15,3.5615
2023-03-16,3.43081
2023-03-17,3.15307
2023-03-18,2.18918
2023-03-19,3.47982
2023-03-20,4.28034
2023-03-21,4.5254
2023-03-22,4.16598
2023-03-23,3.70854
2023-03-24,4.264
2023-03-25,3.16941
2023-03-26,3.41447
2023-03-27,5.9304
2023-03-28,5.21156
2023-03-29,3.98627
2023-03-30,3.88825
2023-03-31,2.92435
2023-04-01,2.35255
2023-04-02,3.21842
2023-04-03,5.58732
2023-04-04,5.19522
2023-04-05,4.59075
2023-04-06,4.3947
2023-04-07,3.5615
2023-04-08,2.43424
2023-04-09,3.05505
2023-04-10,5.89772
2023-04-11,4.5254
2023-04-12,4.62342
2023-04-13,3.90459
2023-04-14,3.51249
2023-04-15,2.64662
2023-04-16,3.44714
2023-04-17,5.11354
2023-04-18,4.85214
2023-04-19,4.03528
2023-04-20,4.11697
2023-04-21,3.39813
2023-04-22,2.38523
2023-04-23,3.15307
2023-04-24,5.06453
2023-04-25,4.60709
2023-04-26,3.92092
2023-04-27,3.9536
2023-04-28,4.14964
2023-04-29,2.38523
2023-04-30,2.9897
2023-05-01,3.98627
2023-05-02,5.29325
2023-05-03,5.17889
2023-05-04,4.21499
2023-05-05,3.57784
2023-05-06,3.46348
2023-05-07,3.85557
2023-05-08,5.65267
2023-05-09,5.78336
2023-05-10,6.68191
2023-05-11,4.49272
2023-05-12,4.10063
2023-05-13,2.56494
2023-05-14,3.44714
2023-05-15,5.44028
2023-05-16,5.60365
2023-05-17,4.03528
2023-05-18,4.10063
2023-05-19,3.64319
2023-05-20,2.90802
2023-05-21,3.30011
2023-05-22,4.57441
2023-05-23,4.91749
2023-05-24,4.23133
2023-05-25,4.28034
2023-05-26,4.46005
2023-05-27,2.84267
2023-05-28,3.07139
