date,주택청약신청방법
2020-03-20,30.64858
2020-03-21,99.13412
2020-03-22,80.10129
2020-03-23,95.68697
2020-03-24,94.41267
2020-03-25,61.05211
2020-03-26,51.73991
2020-03-27,39.83009
2020-03-28,31.12236
2020-03-29,36.52997
2020-03-30,57.68665
2020-03-31,53.24293
2020-04-01,46.67537
2020-04-02,39.69939
2020-04-03,33.26253
2020-04-04,29.14556
2020-04-05,30.92631
2020-04-06,40.67962
2020-04-07,40.10782
2020-04-08,32.13527
2020-04-09,29.88073
2020-04-10,30.01143
2020-04-11,22.3983
2020-04-12,26.44992
2020-04-13,34.70021
2020-04-14,29.89707
2020-04-15,27.74056
2020-04-16,38.18003
2020-04-17,31.07335
2020-04-18,22.46364
2020-04-19,29.55399
2020-04-20,43.17921
2020-04-21,41.39846
2020-04-22,37.83695
2020-04-23,32.05358
2020-04-24,26.87469
2020-04-25,20.27446
2020-04-26,25.76376
2020-04-27,38.55579
2020-04-28,35.63143
2020-04-29,30.76294
2020-04-30,20.84626
2020-05-01,22.47998
2020-05-02,18.49371
2020-05-03,24.70184
2020-05-04,35.50073
2020-05-05,27.85492
2020-05-06,40.35288
2020-05-07,33.06649
2020-05-08,26.38457
2020-05-09,18.46103
2020-05-10,23.14981
2020-05-11,41.30044
2020-05-12,39.91177
2020-05-13,28.50841
2020-05-14,30.58323
2020-05-15,28.16533
2020-05-16,24.22806
2020-05-17,28.57376
2020-05-18,48.45613
2020-05-19,50.82502
2020-05-20,72.6842
2020-05-21,34.94527
2020-05-22,31.82486
2020-05-23,20.69923
2020-05-24,27.28312
2020-05-25,48.73386
2020-05-26,51.73991
2020-05-27,41.36578
2020-05-28,33.75265
2020-05-29,27.33213
2020-05-30,21.28737
2020-05-31,29.06387
2020-06-01,52.72014
2020-06-02,58.43816
2020-06-03,48.06404
2020-06-04,36.08887
2020-06-05,29.57033
2020-06-06,22.80673
2020-06-07,31.40009
2020-06-08,54.95834
2020-06-09,64.48292
2020-06-10,49.17497
2020-06-11,44.27381
2020-06-12,30.46887
2020-06-13,21.90818
2020-06-14,26.98905
2020-06-15,45.89119
2020-06-16,45.9402
2020-06-17,37.00375
2020-06-18,31.36742
2020-06-19,28.03463
2020-06-20,19.94772
2020-06-21,25.0776
2020-06-22,42.64009
2020-06-23,46.11991
2020-06-24,32.31498
2020-06-25,30.4362
2020-06-26,24.14638
2020-06-27,17.72586
2020-06-28,23.77062
2020-06-29,36.26858
2020-06-30,38.27805
2020-07-01,35.50073
2020-07-02,31.40009
2020-07-03,27.8876
2020-07-04,18.73876
2020-07-05,24.91422
2020-07-06,37.75526
2020-07-07,36.39928
2020-07-08,36.56265
2020-07-09,31.17137
2020-07-10,28.98219
2020-07-11,22.02254
2020-07-12,23.88498
2020-07-13,35.33736
2020-07-14,36.00718
2020-07-15,37.24881
2020-07-16,36.20323
2020-07-17,34.21009
2020-07-18,19.3269
2020-07-19,26.3519
2020-07-20,46.69171
2020-07-21,50.56363
2020-07-22,37.86962
2020-07-23,29.99509
2020-07-24,25.7801
2020-07-25,20.81359
2020-07-26,26.15585
2020-07-27,43.73468
2020-07-28,40.74497
2020-07-29,38.58846
2020-07-30,35.3537
2020-07-31,29.17823
2020-08-01,19.50661
2020-08-02,25.30632
2020-08-03,48.22741
2020-08-04,62.34275
2020-08-05,42.23166
2020-08-06,35.54974
2020-08-07,35.37003
2020-08-08,27.98562
2020-08-09,41.30044
2020-08-10,73.20699
2020-08-11,81.04884
2020-08-12,51.10276
2020-08-13,48.42346
2020-08-14,43.16288
2020-08-15,18.26498
2020-08-16,21.33638
2020-08-17,26.85835
2020-08-18,35.45172
2020-08-19,33.71998
2020-08-20,31.22038
2020-08-21,28.50841
2020-08-22,15.61836
2020-08-23,19.3269
2020-08-24,29.43963
2020-08-25,28.23068
2020-08-26,27.74056
2020-08-27,25.86178
2020-08-28,22.85574
2020-08-29,19.03283
2020-08-30,19.80068
2020-08-31,34.84724
2020-09-01,36.88939
2020-09-02,25.60039
2020-09-03,21.61411
2020-09-04,21.02597
2020-09-05,16.38621
2020-09-06,21.90818
2020-09-07,30.24015
2020-09-08,49.64875
2020-09-09,37.98398
2020-09-10,31.02434
2020-09-11,27.23411
2020-09-12,19.55562
2020-09-13,21.79382
2020-09-14,38.9152
2020-09-15,43.60398
2020-09-16,33.06649
2020-09-17,26.59696
2020-09-18,24.60382
2020-09-19,18.86946
2020-09-20,21.98987
2020-09-21,34.24277
2020-09-22,33.40957
2020-09-23,37.93497
2020-09-24,56.0856
2020-09-25,87.14262
2020-09-26,16.7783
2020-09-27,17.46446
2020-09-28,27.23411
2020-09-29,23.06812
2020-09-30,14.47475
2020-10-01,17.39911
2020-10-02,17.46446
2020-10-03,19.98039
2020-10-04,24.83254
2020-10-05,40.14049
2020-10-06,33.96503
2020-10-07,31.82486
2020-10-08,34.19375
2020-10-09,17.46446
2020-10-10,17.18673
2020-10-11,21.94085
2020-10-12,30.97533
2020-10-13,30.46887
2020-10-14,33.62195
2020-10-15,32.52736
2020-10-16,27.74056
2020-10-17,18.37934
2020-10-18,26.62963
2020-10-19,47.27985
2020-10-20,46.69171
2020-10-21,39.25829
2020-10-22,40.04247
2020-10-23,38.42509
2020-10-24,23.24783
2020-10-25,30.79562
2020-10-26,54.38653
2020-10-27,58.1931
2020-10-28,45.85851
2020-10-29,31.90655
2020-10-30,28.39405
2020-10-31,24.91422
2020-11-01,41.13706
2020-11-02,79.62751
2020-11-03,100.0
2020-11-04,60.75804
2020-11-05,31.64515
2020-11-06,26.67864
2020-11-07,18.15062
2020-11-08,22.75771
2020-11-09,38.6048
2020-11-10,36.98742
2020-11-11,31.80852
2020-11-12,32.62538
2020-11-13,29.52132
2020-11-14,21.3037
2020-11-15,29.43963
2020-11-16,37.44486
2020-11-17,41.39846
2020-11-18,39.16026
2020-11-19,39.91177
2020-11-20,35.45172
2020-11-21,23.96667
2020-11-22,30.09312
2020-11-23,40.95735
2020-11-24,42.73811
2020-11-25,43.01584
2020-11-26,37.16712
2020-11-27,39.73206
2020-11-28,26.10684
2020-11-29,33.14817
2020-11-30,53.84741
2020-12-01,46.21793
2020-12-02,49.76311
2020-12-03,53.43898
2020-12-04,38.52311
2020-12-05,30.77928
2020-12-06,37.31416
2020-12-07,59.92484
2020-12-08,67.09687
2020-12-09,48.11305
2020-12-10,56.44502
2020-12-11,43.81636
2020-12-12,27.69155
2020-12-13,31.2694
2020-12-14,55.33409
2020-12-15,62.62048
2020-12-16,45.8095
2020-12-17,40.74497
2020-12-18,40.76131
2020-12-19,28.3287
2020-12-20,36.52997
2020-12-21,50.5963
2020-12-22,52.93252
2020-12-23,47.23084
2020-12-24,30.89364
2020-12-25,22.85574
2020-12-26,28.03463
2020-12-27,38.75183
2020-12-28,68.01176
2020-12-29,80.54239
2020-12-30,51.34781
2020-12-31,39.02957
2021-01-01,27.43015
2021-01-02,32.06992
2021-01-03,41.62718
2021-01-04,65.82257
2021-01-05,60.10455
2021-01-06,47.72096
2021-01-07,42.77078
2021-01-08,39.02957
2021-01-09,30.8773
2021-01-10,41.08805
2021-01-11,58.63421
2021-01-12,56.75543
2021-01-13,45.90753
2021-01-14,40.79398
2021-01-15,36.31759
2021-01-16,24.97957
2021-01-17,31.61248
2021-01-18,49.24032
2021-01-19,44.4045
2021-01-20,41.1534
2021-01-21,40.87567
2021-01-22,36.61166
2021-01-23,27.23411
2021-01-24,34.78189
2021-01-25,44.24113
2021-01-26,38.81718
2021-01-27,35.19032
2021-01-28,34.32445
2021-01-29,30.32184
2021-01-30,21.53242
2021-01-31,30.55056
2021-02-01,42.34602
2021-02-02,44.94363
2021-02-03,32.95213
2021-02-04,37.70625
2021-02-05,30.41986
2021-02-06,23.8033
2021-02-07,25.30632
2021-02-08,34.27544
2021-02-09,32.44567
2021-02-10,29.21091
2021-02-11,20.69923
2021-02-12,27.64254
2021-02-13,27.85492
2021-02-14,37.49387
2021-02-15,53.68403
2021-02-16,54.2395
2021-02-17,51.54386
2021-02-18,49.99183
2021-02-19,40.54892
2021-02-20,25.09393
2021-02-21,32.52736
2021-02-22,52.89985
2021-02-23,46.74072
2021-02-24,44.24113
2021-02-25,41.65985
2021-02-26,31.82486
2021-02-27,24.06469
2021-02-28,28.98219
2021-03-01,34.78189
2021-03-02,49.59973
2021-03-03,47.10014
2021-03-04,44.42084
2021-03-05,32.69073
2021-03-06,25.24097
2021-03-07,29.91341
2021-03-08,42.06828
2021-03-09,41.88858
2021-03-10,40.74497
2021-03-11,34.56951
2021-03-12,30.33818
2021-03-13,21.79382
2021-03-14,26.44992
2021-03-15,41.00637
2021-03-16,40.14049
2021-03-17,39.79741
2021-03-18,38.67015
2021-03-19,29.24358
2021-03-20,23.78696
2021-03-21,27.59353
2021-03-22,39.438
2021-03-23,41.18608
2021-03-24,33.22986
2021-03-25,34.17742
2021-03-26,26.77667
2021-03-27,21.04231
2021-03-28,26.9237
2021-03-29,39.99346
2021-03-30,37.47753
2021-03-31,33.6873
2021-04-01,29.11289
2021-04-02,25.87812
2021-04-03,20.24179
2021-04-04,25.15928
2021-04-05,38.62114
2021-04-06,37.28148
2021-04-07,33.1155
2021-04-08,31.04067
2021-04-09,23.78696
2021-04-10,19.03283
2021-04-11,25.89446
2021-04-12,35.30468
2021-04-13,32.56003
2021-04-14,29.53765
2021-04-15,28.14899
2021-04-16,28.42672
2021-04-17,20.45417
2021-04-18,26.80934
2021-04-19,42.4277
2021-04-20,40.92468
2021-04-21,40.59794
2021-04-22,32.75608
2021-04-23,26.46626
2021-04-24,22.34928
2021-04-25,26.44992
2021-04-26,39.86276
2021-04-27,48.11305
2021-04-28,42.65642
2021-04-29,38.50677
2021-04-30,31.22038
2021-05-01,22.69237
2021-05-02,26.98905
2021-05-03,41.46381
2021-05-04,36.56265
2021-05-05,28.08364
2021-05-06,40.81032
2021-05-07,36.15422
2021-05-08,33.57294
2021-05-09,49.04427
2021-05-10,91.97843
2021-05-11,95.13151
2021-05-12,41.30044
2021-05-13,31.35108
2021-05-14,24.14638
2021-05-15,18.8858
2021-05-16,26.27021
2021-05-17,35.223
2021-05-18,41.03904
2021-05-19,25.68207
2021-05-20,33.5566
2021-05-21,27.83858
2021-05-22,19.4576
2021-05-23,24.58748
2021-05-24,36.51364
2021-05-25,31.54713
2021-05-26,27.13608
2021-05-27,30.02777
2021-05-28,24.78353
2021-05-29,18.41202
2021-05-30,22.30027
2021-05-31,36.64433
2021-06-01,33.98137
2021-06-02,31.40009
2021-06-03,31.87387
2021-06-04,24.29341
2021-06-05,21.02597
2021-06-06,26.36824
2021-06-07,39.45433
2021-06-08,36.25224
2021-06-09,31.07335
2021-06-10,29.08021
2021-06-11,25.02859
2021-06-12,16.45156
2021-06-13,19.86603
2021-06-14,35.04329
2021-06-15,32.8541
2021-06-16,36.66067
2021-06-17,38.00032
2021-06-18,29.11289
2021-06-19,16.92533
2021-06-20,21.32004
2021-06-21,33.58928
2021-06-22,29.12922
2021-06-23,26.77667
2021-06-24,28.93318
2021-06-25,28.08364
2021-06-26,19.63731
2021-06-27,23.983
2021-06-28,31.74317
2021-06-29,29.88073
2021-06-30,35.69678
2021-07-01,31.02434
2021-07-02,29.32527
2021-07-03,22.44731
2021-07-04,30.01143
2021-07-05,52.81816
2021-07-06,52.75281
2021-07-07,36.85672
2021-07-08,32.38033
2021-07-09,28.34504
2021-07-10,23.08446
2021-07-11,36.28492
2021-07-12,57.22921
2021-07-13,61.05211
2021-07-14,56.42868
2021-07-15,57.96438
2021-07-16,48.99526
