date,홍콩지수
2020-03-20,27.38702
2020-03-21,5.94631
2020-03-22,4.24736
2020-03-23,32.78967
2020-03-24,22.22222
2020-03-25,19.16411
2020-03-26,18.89228
2020-03-27,16.03805
2020-03-28,3.46585
2020-03-29,2.20863
2020-03-30,16.71763
2020-03-31,12.06252
2020-04-01,12.40231
2020-04-02,11.55283
2020-04-03,11.21304
2020-04-04,1.73292
2020-04-05,1.18926
2020-04-06,11.72273
2020-04-07,10.26163
2020-04-08,11.21304
2020-04-09,10.94121
2020-04-10,9.58205
2020-04-11,2.17465
2020-04-12,1.83486
2020-04-13,9.44614
2020-04-14,10.6354
2020-04-15,7.30547
2020-04-16,8.66462
2020-04-17,9.10635
2020-04-18,2.51444
2020-04-19,2.20863
2020-04-20,9.81991
2020-04-21,10.39755
2020-04-22,9.65001
2020-04-23,8.35881
2020-04-24,9.14033
2020-04-25,2.20863
2020-04-26,1.15528
2020-04-27,9.44614
2020-04-28,10.36357
2020-04-29,9.03839
2020-04-30,5.36867
2020-05-01,5.13081
2020-05-02,1.90282
2020-05-03,1.63098
2020-05-04,10.87325
2020-05-05,6.55793
2020-05-06,9.68399
2020-05-07,7.20353
2020-05-08,7.74719
2020-05-09,1.597
2020-05-10,1.32517
2020-05-11,9.00441
2020-05-12,7.84913
2020-05-13,8.63064
2020-05-14,6.42201
2020-05-15,6.7618
2020-05-16,1.63098
2020-05-17,1.08732
2020-05-18,7.23751
2020-05-19,8.93645
2020-05-20,8.76656
2020-05-21,9.48012
2020-05-22,18.68841
2020-05-23,5.98029
2020-05-24,4.79102
2020-05-25,24.26095
2020-05-26,16.17397
2020-05-27,13.01393
2020-05-28,26.26571
2020-05-29,20.21746
2020-05-30,8.8685
2020-05-31,3.94155
2020-06-01,22.2562
2020-06-02,15.6303
2020-06-03,15.42643
2020-06-04,17.39721
2020-06-05,13.72748
2020-06-06,2.99014
2020-06-07,1.93679
2020-06-08,12.50424
2020-06-09,13.59157
2020-06-10,10.70336
2020-06-11,9.10635
2020-06-12,11.31498
2020-06-13,1.22324
2020-06-14,1.25722
2020-06-15,12.94597
2020-06-16,8.8685
2020-06-17,9.3442
2020-06-18,8.66462
2020-06-19,9.78593
2020-06-20,1.73292
2020-06-21,0.98538
2020-06-22,9.54808
2020-06-23,9.3442
2020-06-24,10.53346
2020-06-25,9.48012
2020-06-26,7.91709
2020-06-27,1.69894
2020-06-28,0.95141
2020-06-29,8.42677
2020-06-30,20.45531
2020-07-01,16.37784
2020-07-02,16.34386
2020-07-03,13.45565
2020-07-04,2.71831
2020-07-05,1.93679
2020-07-06,19.53788
2020-07-07,18.24668
2020-07-08,16.75161
2020-07-09,18.28066
2020-07-10,14.9847
2020-07-11,2.20863
2020-07-12,1.29119
2020-07-13,14.64492
2020-07-14,13.2178
2020-07-15,16.13999
2020-07-16,13.89738
2020-07-17,14.10125
2020-07-18,1.66496
2020-07-19,1.15528
2020-07-20,11.85864
2020-07-21,12.50424
2020-07-22,13.59157
2020-07-23,11.31498
2020-07-24,12.36833
2020-07-25,1.80088
2020-07-26,1.80088
2020-07-27,12.74209
2020-07-28,12.67414
2020-07-29,10.87325
2020-07-30,10.49949
2020-07-31,10.73734
2020-08-01,2.20863
2020-08-02,0.78151
2020-08-03,10.6354
2020-08-04,10.77132
2020-08-05,11.24702
2020-08-06,12.47026
2020-08-07,11.14509
2020-08-08,1.66496
2020-08-09,1.49507
2020-08-10,12.40231
2020-08-11,13.18382
2020-08-12,13.55759
2020-08-13,10.83927
2020-08-14,10.02378
2020-08-15,1.597
2020-08-16,1.18926
2020-08-17,9.27624
2020-08-18,11.82466
2020-08-19,10.60142
2020-08-20,9.00441
2020-08-21,8.25688
2020-08-22,1.08732
2020-08-23,0.74753
2020-08-24,7.88311
2020-08-25,9.3442
2020-08-26,7.5773
2020-08-27,8.29085
2020-08-28,8.42677
2020-08-29,1.35915
2020-08-30,1.39313
2020-08-31,9.85389
2020-09-01,9.14033
2020-09-02,8.29085
2020-09-03,8.25688
2020-09-04,8.49473
2020-09-05,1.7669
2020-09-06,0.91743
2020-09-07,7.88311
2020-09-08,9.54808
2020-09-09,9.5141
2020-09-10,9.24226
2020-09-11,6.59191
2020-09-12,1.01936
2020-09-13,1.32517
2020-09-14,6.59191
2020-09-15,7.84913
2020-09-16,7.61128
2020-09-17,7.61128
2020-09-18,7.44138
2020-09-19,1.42711
2020-09-20,1.29119
2020-09-21,7.71321
2020-09-22,8.42677
2020-09-23,8.12096
2020-09-24,8.053
2020-09-25,6.86374
2020-09-26,1.597
2020-09-27,1.22324
2020-09-28,7.50934
2020-09-29,7.37342
2020-09-30,3.32993
2020-10-01,2.51444
2020-10-02,2.8882
2020-10-03,1.49507
2020-10-04,1.42711
2020-10-05,7.84913
2020-10-06,8.25688
2020-10-07,7.88311
2020-10-08,8.29085
2020-10-09,5.53856
2020-10-10,1.32517
2020-10-11,1.597
2020-10-12,9.00441
2020-10-13,12.13047
2020-10-14,9.44614
2020-10-15,7.98504
2020-10-16,6.9317
2020-10-17,1.22324
2020-10-18,1.29119
2020-10-19,6.79578
2020-10-20,8.29085
2020-10-21,7.91709
2020-10-22,7.64525
2020-10-23,7.16955
2020-10-24,1.15528
2020-10-25,0.64559
2020-10-26,5.87835
2020-10-27,7.95107
2020-10-28,6.18416
2020-10-29,5.87835
2020-10-30,5.74243
2020-10-31,0.98538
2020-11-01,0.64559
2020-11-02,5.4706
2020-11-03,5.84437
2020-11-04,6.04825
2020-11-05,6.52395
2020-11-06,6.72782
2020-11-07,0.84947
2020-11-08,0.54366
2020-11-09,8.053
2020-11-10,8.18892
2020-11-11,7.4074
2020-11-12,6.9317
2020-11-13,5.6405
2020-11-14,1.01936
2020-11-15,1.01936
2020-11-16,7.4074
2020-11-17,7.37342
2020-11-18,6.2861
2020-11-19,7.54332
2020-11-20,5.26673
2020-11-21,1.32517
2020-11-22,0.95141
2020-11-23,7.06761
2020-11-24,6.59191
2020-11-25,7.54332
2020-11-26,6.72782
2020-11-27,6.01427
2020-11-28,1.1213
2020-11-29,0.84947
2020-11-30,6.69384
2020-12-01,6.86374
2020-12-02,7.10159
2020-12-03,6.55793
2020-12-04,7.91709
2020-12-05,1.05334
2020-12-06,0.88345
2020-12-07,7.4074
2020-12-08,6.08222
2020-12-09,6.65987
2020-12-10,6.45599
2020-12-11,5.4706
2020-12-12,1.25722
2020-12-13,1.1213
2020-12-14,5.70846
2020-12-15,5.67448
2020-12-16,5.53856
2020-12-17,6.21814
2020-12-18,5.30071
2020-12-19,1.08732
2020-12-20,0.33978
2020-12-21,6.04825
2020-12-22,6.25212
2020-12-23,5.53856
2020-12-24,5.30071
2020-12-25,2.00475
2020-12-26,0.88345
2020-12-27,0.88345
2020-12-28,7.16955
2020-12-29,6.35406
2020-12-30,6.38803
2020-12-31,3.32993
2021-01-01,1.42711
2021-01-02,0.98538
2021-01-03,0.81549
2021-01-04,8.08698
2021-01-05,6.9317
2021-01-06,7.4074
2021-01-07,8.83452
2021-01-08,8.63064
2021-01-09,2.00475
2021-01-10,1.46109
2021-01-11,9.14033
2021-01-12,8.66462
2021-01-13,7.67923
2021-01-14,8.053
