date,유안타
2021-04-27,8.2591
2021-04-28,8.86639
2021-04-29,6.43724
2021-04-30,6.31578
2021-05-01,2.48987
2021-05-02,1.57894
2021-05-03,7.18623
2021-05-04,6.74089
2021-05-05,2.53036
2021-05-06,7.22672
2021-05-07,6.1336
2021-05-08,2.16599
2021-05-09,1.94331
2021-05-10,7.87449
2021-05-11,9.02834
2021-05-12,7.71255
2021-05-13,7.04453
2021-05-14,5.34412
2021-05-15,1.9838
2021-05-16,2.06477
2021-05-17,7.2672
2021-05-18,6.7004
2021-05-19,2.02429
2021-05-20,6.78137
2021-05-21,6.33603
2021-05-22,1.7004
2021-05-23,1.76113
2021-05-24,6.35627
2021-05-25,6.80161
2021-05-26,7.30769
2021-05-27,7.38866
2021-05-28,6.92307
2021-05-29,1.94331
2021-05-30,2.46963
2021-05-31,7.44939
2021-06-01,7.79352
2021-06-02,7.22672
2021-06-03,8.56275
2021-06-04,7.18623
2021-06-05,2.16599
2021-06-06,2.61133
2021-06-07,7.71255
2021-06-08,5.91093
2021-06-09,6.65991
2021-06-10,6.90283
2021-06-11,6.37651
2021-06-12,1.94331
2021-06-13,1.82186
2021-06-14,7.2672
2021-06-15,7.73279
2021-06-16,7.38866
2021-06-17,7.06477
2021-06-18,6.417
2021-06-19,2.14574
2021-06-20,1.78137
2021-06-21,5.87044
2021-06-22,5.60728
2021-06-23,6.417
2021-06-24,6.43724
2021-06-25,7.06477
2021-06-26,2.20647
2021-06-27,1.82186
2021-06-28,7.61133
2021-06-29,6.01214
2021-06-30,7.22672
2021-07-01,6.68016
2021-07-02,5.20242
2021-07-03,1.51821
2021-07-04,1.49797
2021-07-05,5.80971
2021-07-06,5.72874
2021-07-07,5.58704
2021-07-08,5.64777
2021-07-09,6.2753
2021-07-10,1.94331
2021-07-11,1.90283
2021-07-12,6.39676
2021-07-13,5.93117
2021-07-14,6.39676
2021-07-15,5.80971
2021-07-16,5.50607
2021-07-17,1.417
2021-07-18,1.51821
2021-07-19,6.15384
2021-07-20,6.15384
2021-07-21,5.76923
2021-07-22,6.51821
2021-07-23,5.91093
2021-07-24,1.86234
2021-07-25,1.59919
2021-07-26,6.417
2021-07-27,5.93117
2021-07-28,6.65991
2021-07-29,6.76113
2021-07-30,6.53846
2021-07-31,1.65991
2021-08-01,2.16599
2021-08-02,5.48582
2021-08-03,5.5668
2021-08-04,5.16194
2021-08-05,4.73684
2021-08-06,5.22267
2021-08-07,1.37651
2021-08-08,1.25506
2021-08-09,7.02429
2021-08-10,6.417
2021-08-11,5.76923
2021-08-12,5.87044
2021-08-13,5.4251
2021-08-14,1.82186
2021-08-15,1.25506
2021-08-16,2.10526
2021-08-17,5.8502
2021-08-18,4.77732
2021-08-19,5.64777
2021-08-20,5.02024
2021-08-21,1.31578
2021-08-22,1.86234
2021-08-23,5.08097
2021-08-24,5.18218
2021-08-25,5.78947
2021-08-26,5.20242
2021-08-27,4.69635
2021-08-28,1.31578
2021-08-29,1.39676
2021-08-30,5.18218
2021-08-31,5.62753
2021-09-01,5.82995
2021-09-02,6.25506
2021-09-03,5.22267
2021-09-04,1.47773
2021-09-05,1.61943
2021-09-06,5.93117
2021-09-07,5.80971
2021-09-08,5.16194
2021-09-09,5.08097
2021-09-10,5.22267
2021-09-11,1.45748
2021-09-12,1.33603
2021-09-13,4.91902
2021-09-14,5.46558
2021-09-15,5.48582
2021-09-16,4.85829
2021-09-17,4.41295
2021-09-18,2.14574
2021-09-19,1.01214
2021-09-20,1.39676
2021-09-21,1.33603
2021-09-22,1.8421
2021-09-23,5.5668
2021-09-24,4.85829
2021-09-25,1.09311
2021-09-26,1.39676
2021-09-27,5.48582
2021-09-28,4.89878
2021-09-29,4.81781
2021-09-30,4.73684
2021-10-01,5.18218
2021-10-02,1.17408
2021-10-03,1.19433
2021-10-04,1.78137
2021-10-05,5.48582
2021-10-06,4.47368
2021-10-07,4.57489
2021-10-08,3.98785
2021-10-09,1.15384
2021-10-10,0.95141
2021-10-11,1.90283
2021-10-12,4.93927
2021-10-13,4.69635
2021-10-14,4.93927
2021-10-15,4.21052
2021-10-16,0.89068
2021-10-17,0.97165
2021-10-18,4.53441
2021-10-19,4.41295
2021-10-20,4.81781
2021-10-21,4.23076
2021-10-22,4.17004
2021-10-23,1.72064
2021-10-24,1.82186
2021-10-25,10.40485
2021-10-26,5.22267
2021-10-27,4.85829
2021-10-28,4.67611
2021-10-29,5.08097
2021-10-30,2.34817
2021-10-31,1.49797
2021-11-01,5.50607
2021-11-02,5.52631
2021-11-03,4.59514
2021-11-04,4.49392
2021-11-05,4.06882
2021-11-06,1.86234
2021-11-07,1.15384
2021-11-08,5.02024
2021-11-09,4.51417
2021-11-10,4.73684
2021-11-11,4.19028
2021-11-12,4.59514
2021-11-13,1.33603
2021-11-14,1.2753
2021-11-15,4.93927
2021-11-16,4.75708
2021-11-17,13.1174
2021-11-18,4.67611
2021-11-19,3.92712
2021-11-20,1.07287
2021-11-21,1.43724
2021-11-22,4.85829
2021-11-23,4.29149
2021-11-24,5.38461
2021-11-25,5.12145
2021-11-26,4.59514
2021-11-27,1.33603
2021-11-28,1.63967
2021-11-29,5.22267
2021-11-30,4.57489
2021-12-01,5.20242
2021-12-02,4.23076
2021-12-03,4.29149
2021-12-04,1.15384
2021-12-05,1.05263
2021-12-06,5.20242
2021-12-07,4.02834
2021-12-08,4.14979
2021-12-09,4.31174
2021-12-10,4.25101
2021-12-11,2.46963
2021-12-12,1.47773
2021-12-13,5.32388
2021-12-14,4.81781
2021-12-15,4.83805
2021-12-16,4.14979
2021-12-17,3.82591
2021-12-18,1.5587
2021-12-19,1.15384
2021-12-20,4.00809
2021-12-21,4.51417
2021-12-22,4.31174
2021-12-23,4.31174
2021-12-24,4.49392
2021-12-25,1.35627
2021-12-26,1.7004
2021-12-27,4.87854
2021-12-28,5.32388
2021-12-29,4.57489
2021-12-30,4.71659
2021-12-31,3.46153
2022-01-01,1.82186
2022-01-02,1.76113
2022-01-03,5.4251
2022-01-04,4.61538
2022-01-05,4.55465
2022-01-06,4.37246
2022-01-07,4.71659
2022-01-08,1.88259
2022-01-09,1.94331
2022-01-10,5.02024
2022-01-11,4.73684
2022-01-12,5.0
2022-01-13,4.55465
2022-01-14,4.25101
2022-01-15,1.35627
2022-01-16,1.78137
2022-01-17,5.74898
2022-01-18,5.40485
2022-01-19,5.2834
2022-01-20,5.20242
2022-01-21,5.32388
2022-01-22,1.51821
2022-01-23,1.57894
2022-01-24,5.08097
2022-01-25,5.50607
2022-01-26,5.4251
2022-01-27,5.66801
2022-01-28,4.65587
2022-01-29,2.16599
2022-01-30,2.16599
2022-01-31,1.74089
2022-02-01,2.04453
2022-02-02,2.46963
2022-02-03,6.72064
2022-02-04,7.71255
2022-02-05,3.4008
2022-02-06,3.80566
2022-02-07,10.22267
2022-02-08,8.98785
2022-02-09,9.71659
2022-02-10,14.39271
2022-02-11,14.63562
2022-02-12,6.05263
2022-02-13,9.85829
2022-02-14,59.25101
2022-02-15,77.51012
2022-02-16,12.65182
2022-02-17,12.53036
2022-02-18,5.44534
2022-02-19,1.53846
2022-02-20,1.63967
2022-02-21,6.45748
2022-02-22,6.74089
2022-02-23,100.0
2022-02-24,11.72064
2022-02-25,7.02429
2022-02-26,2.22672
2022-02-27,2.89473
2022-02-28,7.10526
2022-03-01,3.05668
2022-03-02,6.03238
2022-03-03,5.76923
2022-03-04,4.57489
2022-03-05,1.57894
2022-03-06,1.39676
2022-03-07,5.10121
2022-03-08,4.29149
2022-03-09,1.2753
2022-03-10,4.93927
2022-03-11,4.91902
2022-03-12,1.39676
2022-03-13,1.39676
2022-03-14,4.81781
2022-03-15,4.35222
2022-03-16,4.43319
2022-03-17,8.1174
2022-03-18,4.41295
2022-03-19,1.23481
2022-03-20,1.03238
2022-03-21,5.0
2022-03-22,4.08906
2022-03-23,5.30364
2022-03-24,4.37246
2022-03-25,4.87854
2022-03-26,1.45748
2022-03-27,1.59919
2022-03-28,4.21052
2022-03-29,4.95951
2022-03-30,4.41295
2022-03-31,4.45344
2022-04-01,4.53441
2022-04-02,1.7004
2022-04-03,1.35627
2022-04-04,4.89878
2022-04-05,4.59514
2022-04-06,3.74493
2022-04-07,3.50202
2022-04-08,3.46153
2022-04-09,1.11336
2022-04-10,1.47773
2022-04-11,4.47368
2022-04-12,4.65587
2022-04-13,4.61538
2022-04-14,3.76518
2022-04-15,4.08906
2022-04-16,1.19433
2022-04-17,1.15384
2022-04-18,4.12955
2022-04-19,3.88663
2022-04-20,4.41295
2022-04-21,3.92712
2022-04-22,3.84615
2022-04-23,0.97165
2022-04-24,1.25506
2022-04-25,4.93927
2022-04-26,4.23076
2022-04-27,3.42105
2022-04-28,3.21862
2022-04-29,3.68421
2022-04-30,0.89068
2022-05-01,1.23481
2022-05-02,4.35222
2022-05-03,3.70445
2022-05-04,3.1174
2022-05-05,1.15384
2022-05-06,3.42105
2022-05-07,1.07287
2022-05-08,1.05263
2022-05-09,4.12955
2022-05-10,4.45344
2022-05-11,4.06882
2022-05-12,4.02834
2022-05-13,3.48178
2022-05-14,0.97165
2022-05-15,1.03238
2022-05-16,3.42105
2022-05-17,3.74493
2022-05-18,3.56275
2022-05-19,3.2591
2022-05-20,4.21052
2022-05-21,0.97165
2022-05-22,0.97165
2022-05-23,3.66396
2022-05-24,3.96761
2022-05-25,3.68421
2022-05-26,4.04858
2022-05-27,3.01619
2022-05-28,0.64777
2022-05-29,1.1336
2022-05-30,3.72469
2022-05-31,3.42105
2022-06-01,1.1336
2022-06-02,3.4008
2022-06-03,2.99595
2022-06-04,0.78947
2022-06-05,1.09311
2022-06-06,1.07287
2022-06-07,3.23886
2022-06-08,3.36032
2022-06-09,3.36032
2022-06-10,3.76518
2022-06-11,1.07287
2022-06-12,0.82995
2022-06-13,3.86639
2022-06-14,3.68421
2022-06-15,3.70445
2022-06-16,4.10931
2022-06-17,4.00809
2022-06-18,1.15384
2022-06-19,1.65991
2022-06-20,3.86639
2022-06-21,3.86639
2022-06-22,3.72469
2022-06-23,4.12955
2022-06-24,3.60323
2022-06-25,1.21457
2022-06-26,1.17408
2022-06-27,4.08906
2022-06-28,3.46153
2022-06-29,3.34008
2022-06-30,3.19838
2022-07-01,3.54251
2022-07-02,0.82995
2022-07-03,1.03238
2022-07-04,3.46153
2022-07-05,3.94736
2022-07-06,3.29959
2022-07-07,3.1174
2022-07-08,3.21862
2022-07-09,0.95141
2022-07-10,0.97165
2022-07-11,3.23886
2022-07-12,3.76518
2022-07-13,2.95546
2022-07-14,3.29959
2022-07-15,3.13765
2022-07-16,1.03238
2022-07-17,1.05263
2022-07-18,3.84615
2022-07-19,4.02834
2022-07-20,3.56275
2022-07-21,3.52226
2022-07-22,3.31983
2022-07-23,1.03238
2022-07-24,0.97165
2022-07-25,5.26315
2022-07-26,3.96761
2022-07-27,3.58299
2022-07-28,3.78542
2022-07-29,3.15789
2022-07-30,1.17408
2022-07-31,1.1336
2022-08-01,3.82591
2022-08-02,2.99595
2022-08-03,2.91497
2022-08-04,3.90688
2022-08-05,3.54251
2022-08-06,1.417
2022-08-07,1.29554
2022-08-08,4.25101
2022-08-09,3.68421
2022-08-10,4.02834
2022-08-11,3.90688
2022-08-12,2.93522
2022-08-13,0.93117
2022-08-14,0.80971
2022-08-15,1.15384
2022-08-16,3.64372
2022-08-17,3.82591
2022-08-18,3.60323
2022-08-19,3.1174
2022-08-20,0.72874
2022-08-21,0.91093
2022-08-22,3.31983
2022-08-23,3.4008
2022-08-24,3.90688
2022-08-25,5.12145
2022-08-26,4.33198
2022-08-27,1.01214
2022-08-28,0.82995
2022-08-29,3.54251
2022-08-30,4.23076
2022-08-31,3.76518
2022-09-01,3.44129
2022-09-02,3.27935
2022-09-03,0.87044
2022-09-04,1.01214
2022-09-05,2.834
2022-09-06,4.41295
2022-09-07,3.64372
2022-09-08,3.27935
2022-09-09,0.82995
2022-09-10,0.72874
2022-09-11,0.50607
2022-09-12,1.21457
2022-09-13,3.62348
2022-09-14,3.68421
2022-09-15,4.12955
2022-09-16,3.50202
2022-09-17,0.91093
2022-09-18,2.2672
2022-09-19,3.62348
2022-09-20,3.07692
2022-09-21,4.21052
2022-09-22,3.86639
2022-09-23,4.27125
2022-09-24,1.19433
2022-09-25,4.08906
2022-09-26,4.35222
2022-09-27,3.90688
2022-09-28,4.00809
2022-09-29,3.74493
2022-09-30,3.84615
2022-10-01,0.97165
2022-10-02,0.82995
2022-10-03,0.93117
2022-10-04,4.29149
2022-10-05,4.21052
2022-10-06,3.66396
2022-10-07,2.9757
2022-10-08,0.91093
2022-10-09,0.60728
2022-10-10,0.91093
2022-10-11,4.00809
2022-10-12,3.90688
2022-10-13,4.08906
2022-10-14,2.85425
2022-10-15,1.68016
2022-10-16,1.09311
2022-10-17,3.58299
2022-10-18,4.31174
2022-10-19,4.59514
2022-10-20,4.39271
2022-10-21,3.17813
2022-10-22,1.15384
2022-10-23,1.11336
2022-10-24,4.25101
2022-10-25,4.71659
2022-10-26,3.88663
2022-10-27,3.44129
2022-10-28,3.38056
2022-10-29,0.74898
2022-10-30,0.72874
2022-10-31,3.54251
2022-11-01,3.84615
2022-11-02,3.31983
2022-11-03,2.57085
2022-11-04,3.64372
2022-11-05,1.1336
2022-11-06,1.01214
2022-11-07,3.1174
2022-11-08,4.10931
2022-11-09,3.48178
2022-11-10,3.52226
2022-11-11,4.23076
2022-11-12,0.97165
2022-11-13,1.25506
2022-11-14,4.37246
2022-11-15,4.81781
2022-11-16,3.98785
2022-11-17,3.42105
2022-11-18,3.72469
2022-11-19,1.01214
2022-11-20,0.95141
2022-11-21,3.2591
2022-11-22,3.4008
2022-11-23,2.87449
2022-11-24,3.46153
2022-11-25,4.02834
2022-11-26,0.8502
2022-11-27,1.19433
2022-11-28,3.60323
2022-11-29,4.10931
2022-11-30,3.78542
2022-12-01,4.37246
2022-12-02,3.98785
2022-12-03,0.80971
2022-12-04,0.9919
2022-12-05,3.34008
2022-12-06,3.31983
2022-12-07,3.48178
2022-12-08,3.60323
2022-12-09,2.99595
2022-12-10,0.68825
2022-12-11,0.87044
2022-12-12,3.01619
2022-12-13,3.1174
2022-12-14,2.9757
2022-12-15,2.93522
2022-12-16,3.03643
2022-12-17,1.05263
2022-12-18,0.7085
2022-12-19,3.29959
2022-12-20,3.09716
2022-12-21,3.29959
2022-12-22,3.34008
2022-12-23,2.87449
2022-12-24,0.74898
2022-12-25,0.78947
2022-12-26,3.42105
2022-12-27,9.95951
2022-12-28,4.91902
2022-12-29,4.00809
2022-12-30,3.03643
2022-12-31,1.11336
2023-01-01,1.07287
2023-01-02,3.96761
2023-01-03,2.91497
2023-01-04,3.64372
2023-01-05,3.44129
2023-01-06,3.09716
2023-01-07,1.11336
2023-01-08,1.01214
2023-01-09,3.80566
2023-01-10,4.02834
2023-01-11,3.38056
2023-01-12,3.38056
2023-01-13,2.85425
2023-01-14,1.03238
2023-01-15,1.15384
2023-01-16,4.08906
2023-01-17,3.86639
2023-01-18,3.44129
2023-01-19,4.04858
2023-01-20,3.03643
2023-01-21,1.05263
2023-01-22,0.72874
2023-01-23,0.93117
2023-01-24,1.29554
2023-01-25,5.2834
2023-01-26,4.25101
2023-01-27,3.72469
2023-01-28,1.09311
2023-01-29,1.31578
2023-01-30,4.39271
2023-01-31,3.76518
2023-02-01,4.10931
2023-02-02,4.27125
2023-02-03,3.58299
2023-02-04,1.29554
2023-02-05,1.1336
2023-02-06,3.98785
2023-02-07,3.74493
2023-02-08,4.27125
2023-02-09,3.54251
2023-02-10,3.66396
2023-02-11,1.23481
2023-02-12,1.31578
2023-02-13,4.25101
2023-02-14,3.62348
2023-02-15,4.47368
2023-02-16,4.83805
2023-02-17,3.80566
2023-02-18,1.09311
2023-02-19,1.45748
2023-02-20,4.61538
2023-02-21,4.27125
2023-02-22,3.72469
2023-02-23,3.78542
2023-02-24,3.34008
2023-02-25,1.09311
2023-02-26,1.07287
2023-02-27,4.23076
2023-02-28,4.95951
2023-03-01,1.65991
2023-03-02,3.96761
2023-03-03,4.51417
2023-03-04,1.17408
2023-03-05,1.17408
2023-03-06,4.81781
2023-03-07,3.96761
2023-03-08,3.68421
2023-03-09,3.76518
2023-03-10,4.12955
2023-03-11,0.97165
2023-03-12,1.01214
2023-03-13,3.50202
2023-03-14,3.74493
2023-03-15,4.65587
2023-03-16,4.29149
2023-03-17,3.46153
2023-03-18,1.05263
2023-03-19,1.15384
2023-03-20,4.29149
2023-03-21,3.92712
2023-03-22,3.62348
2023-03-23,3.66396
2023-03-24,3.98785
2023-03-25,1.07287
2023-03-26,1.45748
2023-03-27,4.14979
2023-03-28,4.06882
2023-03-29,5.10121
2023-03-30,4.21052
2023-03-31,3.90688
2023-04-01,1.51821
2023-04-02,1.78137
2023-04-03,4.10931
2023-04-04,5.12145
2023-04-05,4.95951
2023-04-06,3.78542
2023-04-07,3.88663
2023-04-08,1.43724
2023-04-09,1.33603
2023-04-10,4.83805
2023-04-11,4.65587
2023-04-12,4.29149
2023-04-13,4.49392
2023-04-14,4.75708
2023-04-15,1.1336
2023-04-16,0.72874
2023-04-17,4.97975
2023-04-18,5.48582
2023-04-19,5.20242
2023-04-20,4.47368
2023-04-21,3.98785
2023-04-22,1.1336
2023-04-23,1.05263
2023-04-24,4.37246
2023-04-25,4.37246
2023-04-26,4.04858
2023-04-27,3.84615
2023-04-28,4.21052
2023-04-29,0.91093
2023-04-30,1.39676
2023-05-01,1.72064
2023-05-02,4.10931
2023-05-03,3.70445
2023-05-04,4.55465
2023-05-05,1.01214
2023-05-06,1.01214
2023-05-07,1.01214
2023-05-08,4.75708
2023-05-09,4.27125
2023-05-10,4.14979
2023-05-11,3.94736
2023-05-12,3.09716
2023-05-13,0.5668
2023-05-14,1.05263
2023-05-15,3.50202
2023-05-16,3.23886
2023-05-17,3.17813
2023-05-18,3.58299
2023-05-19,3.4008
2023-05-20,0.87044
2023-05-21,1.25506
2023-05-22,3.42105
2023-05-23,3.88663
2023-05-24,3.31983
2023-05-25,3.94736
2023-05-26,3.64372
2023-05-27,0.9919
2023-05-28,0.74898
2023-05-29,1.33603
