date,USD
2020-03-20,44.40815
2020-03-21,19.51041
2020-03-22,14.57652
2020-03-23,38.60861
2020-03-24,36.30973
2020-03-25,43.48542
2020-03-26,39.21108
2020-03-27,43.68836
2020-03-28,19.3265
2020-03-29,13.20036
2020-03-30,37.04854
2020-03-31,32.61248
2020-04-01,31.28388
2020-04-02,31.08095
2020-04-03,27.27272
2020-04-04,13.14329
2020-04-05,11.14563
2020-04-06,29.4416
2020-04-07,32.0988
2020-04-08,31.0207
2020-04-09,29.5399
2020-04-10,32.1527
2020-04-11,14.19602
2020-04-12,10.56853
2020-04-13,30.20896
2020-04-14,26.86051
2020-04-15,20.38557
2020-04-16,28.7884
2020-04-17,26.93661
2020-04-18,12.38545
2020-04-19,10.68903
2020-04-20,26.83831
2020-04-21,26.37853
2020-04-22,24.33966
2020-04-23,23.06814
2020-04-24,21.82198
2020-04-25,11.58321
2020-04-26,8.93553
2020-04-27,26.35951
2020-04-28,26.06462
2020-04-29,26.13438
2020-04-30,16.12708
2020-05-01,14.31651
2020-05-02,10.72391
2020-05-03,9.69971
2020-05-04,23.62304
2020-05-05,16.60272
2020-05-06,24.35234
2020-05-07,22.16761
2020-05-08,25.34483
2020-05-09,11.25344
2020-05-10,9.56337
2020-05-11,27.99251
2020-05-12,22.46884
2020-05-13,20.68681
2020-05-14,19.53261
2020-05-15,20.80096
2020-05-16,10.63195
2020-05-17,9.29384
2020-05-18,23.74671
2020-05-19,24.65041
2020-05-20,22.53543
2020-05-21,20.60119
2020-05-22,18.79062
2020-05-23,9.99778
2020-05-24,8.90382
2020-05-25,23.00472
2020-05-26,23.33132
2020-05-27,22.91911
2020-05-28,26.93344
2020-05-29,21.36855
2020-05-30,11.75761
2020-05-31,9.86143
2020-06-01,28.64254
2020-06-02,29.53039
2020-06-03,33.12934
2020-06-04,27.90056
2020-06-05,33.11031
2020-06-06,15.06167
2020-06-07,11.08222
2020-06-08,35.24114
2020-06-09,39.66135
2020-06-10,44.03399
2020-06-11,41.13897
2020-06-12,32.30174
2020-06-13,12.42984
2020-06-14,10.3434
2020-06-15,31.53121
2020-06-16,30.26603
2020-06-17,25.82046
2020-06-18,24.87554
2020-06-19,22.29444
2020-06-20,10.5178
2020-06-21,8.22843
2020-06-22,25.44313
2020-06-23,24.10819
2020-06-24,29.16257
2020-06-25,25.16409
2020-06-26,26.0773
2020-06-27,10.42584
2020-06-28,8.75479
2020-06-29,26.17877
2020-06-30,28.09398
2020-07-01,23.5406
2020-07-02,22.57982
2020-07-03,20.75022
2020-07-04,9.59824
2020-07-05,8.67869
2020-07-06,27.32663
2020-07-07,27.05076
2020-07-08,22.78593
2020-07-09,22.21517
2020-07-10,22.1898
2020-07-11,9.53166
2020-07-12,7.50546
2020-07-13,22.11687
2020-07-14,20.19215
2020-07-15,21.6127
2020-07-16,19.40577
2020-07-17,17.43349
2020-07-18,8.035
2020-07-19,7.13764
2020-07-20,19.68798
2020-07-21,22.30713
2020-07-22,23.50572
2020-07-23,19.23454
2020-07-24,16.95151
2020-07-25,8.57088
2020-07-26,7.26765
2020-07-27,21.16244
2020-07-28,21.17195
2020-07-29,19.37723
2020-07-30,22.1898
2020-07-31,22.33566
2020-08-01,9.73776
2020-08-02,7.60059
2020-08-03,16.45051
2020-08-04,16.21587
2020-08-05,21.21951
2020-08-06,24.79944
2020-08-07,20.17312
2020-08-08,9.74093
2020-08-09,8.69772
2020-08-10,23.02057
2020-08-11,21.81564
2020-08-12,19.2726
2020-08-13,19.68481
2020-08-14,17.48422
2020-08-15,8.84675
2020-08-16,7.2296
2020-08-17,17.14494
2020-08-18,19.03161
2020-08-19,20.00824
2020-08-20,20.49338
2020-08-21,17.76009
2020-08-22,9.10359
2020-08-23,7.8828
2020-08-24,17.84253
2020-08-25,17.51593
2020-08-26,16.38392
2020-08-27,15.54047
2020-08-28,14.88727
2020-08-29,9.62678
2020-08-30,7.40717
2020-08-31,18.76843
2020-09-01,17.12908
2020-09-02,15.49608
2020-09-03,14.95069
2020-09-04,14.42432
2020-09-05,7.7084
2020-09-06,7.29302
2020-09-07,15.62608
2020-09-08,14.57652
2020-09-09,14.5353
2020-09-10,17.23372
2020-09-11,14.52262
2020-09-12,7.79719
2020-09-13,5.96442
2020-09-14,15.75926
2020-09-15,19.98604
2020-09-16,22.74154
2020-09-17,20.55363
2020-09-18,33.78888
2020-09-19,13.48257
2020-09-20,10.06119
2020-09-21,28.19545
2020-09-22,22.49421
2020-09-23,19.9258
2020-09-24,19.36455
2020-09-25,17.2686
2020-09-26,8.90065
2020-09-27,7.48327
2020-09-28,17.13225
2020-09-29,16.42515
2020-09-30,9.90582
2020-10-01,7.84475
2020-10-02,7.76231
2020-10-03,6.91251
2020-10-04,7.31838
2020-10-05,23.33766
2020-10-06,23.24254
2020-10-07,21.27342
2020-10-08,26.18828
2020-10-09,19.3043
2020-10-10,12.20788
2020-10-11,9.06871
2020-10-12,27.61201
2020-10-13,24.25405
2020-10-14,23.09668
2020-10-15,23.39474
2020-10-16,20.54095
2020-10-17,9.56971
2020-10-18,7.62596
2020-10-19,20.60119
2020-10-20,21.12122
2020-10-21,24.12404
2020-10-22,21.72051
2020-10-23,22.82081
2020-10-24,11.38028
2020-10-25,8.43136
2020-10-26,24.30161
2020-10-27,22.15175
2020-10-28,20.61705
2020-10-29,18.95868
2020-10-30,19.01893
2020-10-31,9.71874
2020-11-01,7.92402
2020-11-02,19.39943
2020-11-03,18.45768
2020-11-04,20.69632
2020-11-05,23.18863
2020-11-06,24.87554
2020-11-07,11.09807
2020-11-08,8.82138
2020-11-09,28.88036
2020-11-10,27.79909
2020-11-11,27.77372
2020-11-12,22.93496
2020-11-13,21.53977
2020-11-14,11.64029
2020-11-15,8.20623
2020-11-16,27.49151
2020-11-17,25.95998
2020-11-18,25.38288
2020-11-19,25.65875
2020-11-20,20.44899
2020-11-21,10.8444
2020-11-22,8.5138
2020-11-23,21.08
2020-11-24,19.2504
2020-11-25,22.33884
2020-11-26,20.709
2020-11-27,18.95868
2020-11-28,10.04534
2020-11-29,8.19672
2020-11-30,20.04946
2020-12-01,19.12039
2020-12-02,19.64676
2020-12-03,26.05193
2020-12-04,29.45112
2020-12-05,13.34305
2020-12-06,10.33072
2020-12-07,24.42844
2020-12-08,20.27776
2020-12-09,19.10137
2020-12-10,21.26391
2020-12-11,20.05263
2020-12-12,10.08656
2020-12-13,8.66918
2020-12-14,19.52309
2020-12-15,20.22069
2020-12-16,19.57066
2020-12-17,17.66179
2020-12-18,17.46202
2020-12-19,9.42068
2020-12-20,8.52649
2020-12-21,20.27459
2020-12-22,19.04112
2020-12-23,17.13542
2020-12-24,16.65662
2020-12-25,10.50195
2020-12-26,8.1872
2020-12-27,7.02666
2020-12-28,19.38358
2020-12-29,18.14059
2020-12-30,19.16796
2020-12-31,16.5932
2021-01-01,8.73259
2021-01-02,8.1872
2021-01-03,7.82889
2021-01-04,21.47636
2021-01-05,19.97019
2021-01-06,17.86155
2021-01-07,16.58052
2021-01-08,18.51793
2021-01-09,9.92167
2021-01-10,7.76548
2021-01-11,21.28927
2021-01-12,18.9016
2021-01-13,18.37207
2021-01-14,18.05498
2021-01-15,18.04229
2021-01-16,10.22291
2021-01-17,8.07305
2021-01-18,19.90994
2021-01-19,18.46719
2021-01-20,19.08868
2021-01-21,18.66696
2021-01-22,16.27929
2021-01-23,8.85943
2021-01-24,7.24862
2021-01-25,18.86355
2021-01-26,17.08152
2021-01-27,16.62174
2021-01-28,18.86672
2021-01-29,18.52744
2021-01-30,10.07071
2021-01-31,8.78016
2021-02-01,21.01658
2021-02-02,19.25674
2021-02-03,16.76126
2021-02-04,15.87658
2021-02-05,16.27929
2021-02-06,9.18286
2021-02-07,7.19789
2021-02-08,15.15679
2021-02-09,14.41481
2021-02-10,15.45486
2021-02-11,7.63864
2021-02-12,5.31439
2021-02-13,5.3461
2021-02-14,6.38932
2021-02-15,17.90912
2021-02-16,18.98405
2021-02-17,16.60906
2021-02-18,15.65462
2021-02-19,14.82702
2021-02-20,9.05285
2021-02-21,7.3818
2021-02-22,16.21587
2021-02-23,15.77512
2021-02-24,15.33754
2021-02-25,15.30583
2021-02-26,16.60906
2021-02-27,8.96724
2021-02-28,7.28985
2021-03-01,11.04734
2021-03-02,18.60354
2021-03-03,16.40295
2021-03-04,15.10606
2021-03-05,15.62926
2021-03-06,7.85743
2021-03-07,6.69055
2021-03-08,16.49491
2021-03-09,17.31299
2021-03-10,18.51793
2021-03-11,17.944
2021-03-12,17.40178
2021-03-13,8.39331
2021-03-14,7.27082
2021-03-15,19.46285
2021-03-16,18.34353
2021-03-17,17.1164
2021-03-18,18.56232
2021-03-19,16.441
2021-03-20,8.35209
2021-03-21,6.83641
2021-03-22,16.93249
2021-03-23,15.65145
2021-03-24,14.27529
2021-03-25,14.60823
2021-03-26,13.9804
2021-03-27,7.87012
2021-03-28,6.42102
2021-03-29,15.00776
2021-03-30,13.43184
2021-03-31,14.96971
2021-04-01,16.27294
2021-04-02,15.70219
2021-04-03,8.33623
2021-04-04,7.13447
2021-04-05,16.80248
2021-04-06,17.31616
2021-04-07,18.86038
2021-04-08,17.29397
2021-04-09,16.53296
2021-04-10,9.22091
2021-04-11,7.59108
2021-04-12,17.52227
2021-04-13,15.79414
2021-04-14,18.31816
2021-04-15,19.19015
2021-04-16,18.16279
2021-04-17,9.037
2021-04-18,7.25497
2021-04-19,17.08786
2021-04-20,18.50207
2021-04-21,16.43783
2021-04-22,14.57335
2021-04-23,16.58369
2021-04-24,7.67986
2021-04-25,6.12296
2021-04-26,16.27929
2021-04-27,15.53096
2021-04-28,13.18768
2021-04-29,15.24241
2021-04-30,12.9023
2021-05-01,7.06154
2021-05-02,5.96442
2021-05-03,14.60189
2021-05-04,15.08069
2021-05-05,10.3656
2021-05-06,13.96137
2021-05-07,12.77229
2021-05-08,7.56254
2021-05-09,6.61762
2021-05-10,16.86273
2021-05-11,15.73707
2021-05-12,14.16431
2021-05-13,14.6114
2021-05-14,14.75726
2021-05-15,7.58157
2021-05-16,6.59542
2021-05-17,16.68199
2021-05-18,15.89561
2021-05-19,11.00294
2021-05-20,16.17465
2021-05-21,14.30383
2021-05-22,7.08057
2021-05-23,5.9771
2021-05-24,13.72356
2021-05-25,15.32485
2021-05-26,15.77512
2021-05-27,14.99191
2021-05-28,13.31134
2021-05-29,6.72226
2021-05-30,5.97393
2021-05-31,17.1925
2021-06-01,19.59603
2021-06-02,16.3871
2021-06-03,13.73941
2021-06-04,12.53765
2021-06-05,6.5542
2021-06-06,5.00681
2021-06-07,14.19285
2021-06-08,12.55033
2021-06-09,11.77347
2021-06-10,12.2491
2021-06-11,12.53448
2021-06-12,5.64416
2021-06-13,4.5185
2021-06-14,11.53248
2021-06-15,11.86225
2021-06-16,10.85074
2021-06-17,14.23724
2021-06-18,12.08104
2021-06-19,5.88832
2021-06-20,4.74046
2021-06-21,13.71087
2021-06-22,12.71205
2021-06-23,11.91299
2021-06-24,11.51346
2021-06-25,12.57253
2021-06-26,5.84392
2021-06-27,4.76265
2021-06-28,11.76713
2021-06-29,10.80952
2021-06-30,11.78298
2021-07-01,11.08856
2021-07-02,10.38462
2021-07-03,5.70441
2021-07-04,4.87046
2021-07-05,12.79449
2021-07-06,11.19954
2021-07-07,10.83806
2021-07-08,13.13377
2021-07-09,13.35256
2021-07-10,6.70957
2021-07-11,5.27634
2021-07-12,13.62526
2021-07-13,12.58521
2021-07-14,12.69302
2021-07-15,13.93918
2021-07-16,14.14211
2021-07-17,6.27833
2021-07-18,5.39366
2021-07-19,13.20036
2021-07-20,12.42984
2021-07-21,12.06836
2021-07-22,11.5737
2021-07-23,11.00929
2021-07-24,6.01198
