date,뉴질랜드환율
2020-09-29,18.31917
2020-09-30,10.85503
2020-10-01,8.59908
2020-10-02,8.14649
2020-10-03,6.53808
2020-10-04,6.83052
2020-10-05,18.0894
2020-10-06,17.14942
2020-10-07,21.41762
2020-10-08,23.36025
2020-10-09,12.89513
2020-10-10,8.5016
2020-10-11,7.81228
2020-10-12,21.61258
2020-10-13,20.0181
2020-10-14,20.54727
2020-10-15,22.33672
2020-10-16,22.20442
2020-10-17,8.801
2020-10-18,7.64517
2020-10-19,21.66132
2020-10-20,29.6059
2020-10-21,27.53098
2020-10-22,22.51079
2020-10-23,19.70477
2020-10-24,8.91937
2020-10-25,7.21348
2020-10-26,19.33574
2020-10-27,20.77008
2020-10-28,19.46107
2020-10-29,20.38016
2020-10-30,23.24188
2020-10-31,8.51552
2020-11-01,6.99763
2020-11-02,22.46205
2020-11-03,20.44979
2020-11-04,21.16
2020-11-05,20.06684
2020-11-06,18.11029
2020-11-07,8.39715
2020-11-08,7.60339
2020-11-09,22.38546
2020-11-10,20.6726
2020-11-11,20.92326
2020-11-12,18.77175
2020-11-13,19.02242
2020-11-14,7.88191
2020-11-15,7.25525
2020-11-16,19.7187
2020-11-17,18.3888
2020-11-18,17.74822
2020-11-19,17.76911
2020-11-20,18.3888
2020-11-21,8.23005
2020-11-22,7.26221
2020-11-23,20.23395
2020-11-24,19.76047
2020-11-25,19.55159
2020-11-26,18.27043
2020-11-27,17.48363
2020-11-28,8.89151
2020-11-29,7.2274
2020-11-30,19.25219
2020-12-01,18.34702
2020-12-02,17.32349
2020-12-03,20.78401
2020-12-04,24.14705
2020-12-05,10.56955
2020-12-06,8.86366
2020-12-07,24.30023
2020-12-08,22.55953
2020-12-09,20.08076
2020-12-10,20.83971
2020-12-11,17.69252
2020-12-12,7.92368
2020-12-13,6.85837
2020-12-14,17.18423
2020-12-15,17.99888
2020-12-16,17.33045
2020-12-17,17.09371
2020-12-18,17.10068
2020-12-19,7.88887
2020-12-20,6.81659
2020-12-21,18.15903
2020-12-22,18.64642
2020-12-23,16.25121
2020-12-24,14.73332
2020-12-25,7.43629
2020-12-26,7.95153
2020-12-27,7.20651
2020-12-28,16.79431
2020-12-29,17.76911
2020-12-30,17.12157
2020-12-31,13.64016
2021-01-01,7.85405
2021-01-02,7.99331
2021-01-03,8.2022
2021-01-04,20.66564
2021-01-05,19.69781
2021-01-06,21.73095
2021-01-07,21.26444
2021-01-08,21.19481
2021-01-09,9.25358
2021-01-10,7.95153
2021-01-11,20.90934
2021-01-12,19.68388
2021-01-13,18.84834
2021-01-14,18.07547
2021-01-15,17.95014
2021-01-16,8.95418
2021-01-17,7.24133
2021-01-18,19.95543
2021-01-19,19.73959
2021-01-20,19.44715
2021-01-21,19.66299
2021-01-22,17.76911
2021-01-23,8.15346
2021-01-24,7.60339
2021-01-25,19.87188
2021-01-26,18.95975
2021-01-27,19.39841
2021-01-28,18.92494
2021-01-29,20.05988
2021-01-30,9.35106
2021-01-31,7.96546
2021-02-01,20.63779
2021-02-02,20.30357
2021-02-03,20.63083
2021-02-04,18.60465
2021-02-05,17.28867
2021-02-06,8.3136
2021-02-07,7.19259
2021-02-08,17.71341
2021-02-09,20.18521
2021-02-10,19.20345
2021-02-11,12.65144
2021-02-12,9.48335
2021-02-13,7.64517
2021-02-14,7.83317
2021-02-15,21.348
2021-02-16,19.25219
2021-02-17,18.85531
2021-02-18,17.44882
2021-02-19,15.52012
2021-02-20,8.90544
2021-02-21,8.28575
2021-02-22,21.96769
2021-02-23,22.93552
2021-02-24,24.54393
2021-02-25,26.66759
2021-02-26,23.60395
2021-02-27,11.3842
2021-02-28,9.42765
2021-03-01,14.43392
2021-03-02,24.35593
2021-03-03,21.61258
2021-03-04,20.79097
2021-03-05,23.35329
2021-03-06,9.77579
2021-03-07,7.74961
2021-03-08,21.02074
2021-03-09,19.90669
2021-03-10,18.91797
2021-03-11,18.31917
2021-03-12,17.09371
2021-03-13,8.09079
2021-03-14,7.05333
2021-03-15,18.24258
2021-03-16,17.47667
2021-03-17,16.68987
2021-03-18,16.92661
2021-03-19,15.6733
2021-03-20,7.64517
2021-03-21,6.85837
2021-03-22,17.26082
2021-03-23,24.18186
2021-03-24,25.70672
2021-03-25,21.71703
2021-03-26,19.21737
2021-03-27,9.00292
2021-03-28,7.69391
2021-03-29,19.52374
2021-03-30,17.74822
2021-03-31,17.26082
2021-04-01,17.98496
2021-04-02,13.19454
2021-04-03,7.02548
2021-04-04,6.25261
2021-04-05,14.20414
2021-04-06,17.28867
2021-04-07,18.94582
2021-04-08,17.61593
2021-04-09,14.84472
2021-04-10,6.63556
2021-04-11,6.43364
2021-04-12,15.08842
2021-04-13,15.09539
2021-04-14,14.31555
2021-04-15,15.51315
2021-04-16,14.11363
2021-04-17,7.06726
2021-04-18,6.55201
2021-04-19,14.54532
2021-04-20,14.91435
2021-04-21,15.45049
2021-04-22,14.00222
2021-04-23,12.19189
2021-04-24,6.20387
2021-04-25,5.38225
2021-04-26,12.4147
2021-04-27,13.48001
2021-04-28,12.86728
2021-04-29,12.68625
2021-04-30,12.12922
2021-05-01,6.23172
2021-05-02,5.89054
2021-05-03,12.97173
2021-05-04,13.16668
2021-05-05,9.97771
2021-05-06,15.26249
2021-05-07,13.00654
2021-05-08,6.37794
2021-05-09,5.76521
2021-05-10,15.43656
2021-05-11,14.60103
2021-05-12,14.67762
2021-05-13,15.40175
2021-05-14,13.36164
2021-05-15,6.37794
2021-05-16,6.13424
2021-05-17,15.24857
2021-05-18,15.12324
2021-05-19,10.58348
2021-05-20,16.5715
2021-05-21,14.63584
2021-05-22,6.51023
2021-05-23,6.16209
2021-05-24,16.05625
2021-05-25,15.30427
2021-05-26,15.34605
2021-05-27,14.20414
2021-05-28,14.96309
2021-05-29,6.87926
2021-05-30,6.18298
2021-05-31,17.14942
2021-06-01,16.5715
2021-06-02,15.82648
2021-06-03,15.03272
2021-06-04,17.29564
2021-06-05,7.08814
2021-06-06,6.85837
2021-06-07,14.58014
2021-06-08,15.44353
2021-06-09,14.2877
2021-06-10,15.17894
2021-06-11,14.78206
2021-06-12,7.06726
2021-06-13,6.46845
2021-06-14,15.68723
2021-06-15,14.36429
2021-06-16,13.57749
2021-06-17,14.03007
2021-06-18,16.78039
2021-06-19,7.08118
2021-06-20,6.12728
2021-06-21,17.20512
2021-06-22,15.66634
2021-06-23,14.06489
2021-06-24,13.1458
2021-06-25,13.29898
2021-06-26,6.12728
2021-06-27,5.41011
2021-06-28,14.044
2021-06-29,15.19287
2021-06-30,17.3583
2021-07-01,14.45481
2021-07-02,12.02478
2021-07-03,5.98802
2021-07-04,5.22211
2021-07-05,13.12491
2021-07-06,13.7446
2021-07-07,13.36164
2021-07-08,12.59573
2021-07-09,12.99261
2021-07-10,5.98802
2021-07-11,5.18033
2021-07-12,12.0596
2021-07-13,12.4147
2021-07-14,13.57749
2021-07-15,13.35468
2021-07-16,12.44255
2021-07-17,5.63292
2021-07-18,5.02019
2021-07-19,12.20582
2021-07-20,13.33379
2021-07-21,13.93259
2021-07-22,12.60966
2021-07-23,10.298
2021-07-24,4.64419
2021-07-25,4.44227
2021-07-26,10.99429
2021-07-27,10.486
2021-07-28,10.57652
2021-07-29,10.73666
2021-07-30,9.30232
2021-07-31,4.58153
2021-08-01,4.26124
2021-08-02,10.54867
2021-08-03,9.47639
2021-08-04,10.72274
2021-08-05,11.2171
2021-08-06,9.23966
2021-08-07,5.07589
2021-08-08,4.49798
2021-08-09,11.55827
2021-08-10,10.7854
2021-08-11,11.80894
2021-08-12,15.02576
2021-08-13,13.82815
2021-08-14,6.25261
2021-08-15,5.30566
2021-08-16,10.21445
2021-08-17,18.06155
2021-08-18,18.6882
2021-08-19,18.98064
2021-08-20,17.16334
2021-08-21,6.42668
2021-08-22,5.72343
2021-08-23,15.36694
2021-08-24,14.25985
2021-08-25,14.30162
2021-08-26,14.06489
2021-08-27,13.48697
2021-08-28,6.6286
2021-08-29,5.87661
2021-08-30,14.53836
2021-08-31,15.71508
2021-09-01,14.5871
2021-09-02,15.62456
2021-09-03,17.02409
2021-09-04,6.99763
2021-09-05,6.30135
2021-09-06,17.28867
2021-09-07,16.79431
2021-09-08,15.35997
2021-09-09,16.9475
2021-09-10,16.47402
2021-09-11,7.21348
2021-09-12,6.84445
2021-09-13,17.78303
2021-09-14,17.47667
2021-09-15,16.88483
2021-09-16,15.54101
2021-09-17,13.86993
2021-09-18,6.71911
2021-09-19,5.61899
2021-09-20,8.89848
2021-09-21,8.43197
2021-09-22,8.72441
2021-09-23,16.98231
2021-09-24,15.19287
2021-09-25,7.31792
2021-09-26,5.81395
2021-09-27,15.68026
2021-09-28,14.37125
2021-09-29,15.43656
2021-09-30,18.01281
2021-10-01,15.61063
2021-10-02,7.2274
2021-10-03,5.96713
2021-10-04,10.00557
2021-10-05,16.04233
2021-10-06,16.64809
2021-10-07,14.85865
2021-10-08,12.77677
2021-10-09,6.55201
2021-10-10,6.41275
2021-10-11,10.07519
2021-10-12,16.41832
2021-10-13,14.48266
2021-10-14,13.89082
2021-10-15,13.15972
2021-10-16,6.71215
2021-10-17,6.74697
2021-10-18,16.52276
2021-10-19,16.79431
2021-10-20,16.94053
2021-10-21,16.83609
2021-10-22,14.70547
2021-10-23,7.33881
2021-10-24,6.29438
2021-10-25,14.97702
2021-10-26,14.86561
2021-10-27,13.82119
2021-10-28,13.12491
2021-10-29,12.24759
2021-10-30,6.66341
2021-10-31,6.17602
2021-11-01,13.91171
2021-11-02,14.60103
2021-11-03,13.77245
2021-11-04,13.32683
2021-11-05,13.81423
2021-11-06,6.61467
2021-11-07,5.79306
2021-11-08,14.3991
2021-11-09,16.11892
2021-11-10,13.70282
2021-11-11,16.17462
2021-11-12,17.1146
2021-11-13,7.73569
2021-11-14,6.28046
2021-11-15,15.98663
2021-11-16,13.8003
2021-11-17,14.85865
2021-11-18,14.0997
2021-11-19,13.06224
2021-11-20,6.25261
2021-11-21,5.61899
2021-11-22,13.42431
2021-11-23,16.7595
2021-11-24,18.21473
2021-11-25,17.79
2021-11-26,16.91268
2021-11-27,8.6687
2021-11-28,7.01155
2021-11-29,17.3026
2021-11-30,20.02506
2021-12-01,20.27572
2021-12-02,22.7336
2021-12-03,20.51942
2021-12-04,8.57819
2021-12-05,7.08814
2021-12-06,20.59601
2021-12-07,20.16432
2021-12-08,18.52109
2021-12-09,16.73165
2021-12-10,15.56189
2021-12-11,7.13688
2021-12-12,6.09942
2021-12-13,15.1859
2021-12-14,15.06057
2021-12-15,14.23896
2021-12-16,14.56621
2021-12-17,13.2015
2021-12-18,5.99498
2021-12-19,5.51455
2021-12-20,13.48001
2021-12-21,13.8003
2021-12-22,13.36861
2021-12-23,13.32683
2021-12-24,10.93162
2021-12-25,5.13856
2021-12-26,5.52847
2021-12-27,12.20582
2021-12-28,11.54435
2021-12-29,12.09441
2021-12-30,11.23102
2021-12-31,9.30232
2022-01-01,5.5981
2022-01-02,5.23603
2022-01-03,11.06391
2022-01-04,12.55396
2022-01-05,12.26848
2022-01-06,14.3991
2022-01-07,13.15276
2022-01-08,6.928
2022-01-09,5.83484
2022-01-10,12.90906
2022-01-11,12.97173
2022-01-12,13.04135
2022-01-13,12.08049
2022-01-14,11.17532
2022-01-15,6.28742
2022-01-16,6.10639
2022-01-17,13.57749
2022-01-18,13.59838
2022-01-19,12.61662
2022-01-20,14.21807
2022-01-21,14.43392
2022-01-22,6.4406
2022-01-23,5.79306
2022-01-24,15.65241
2022-01-25,16.64809
2022-01-26,15.52012
2022-01-27,19.45411
2022-01-28,18.65339
2022-01-29,7.2831
2022-01-30,6.16209
2022-01-31,7.05333
2022-02-01,8.70352
2022-02-02,9.47639
2022-02-03,16.46706
2022-02-04,14.232
2022-02-05,7.89583
2022-02-06,7.68695
2022-02-07,15.95181
2022-02-08,14.89346
2022-02-09,13.82119
2022-02-10,12.8464
2022-02-11,13.91867
2022-02-12,7.19259
2022-02-13,6.04372
2022-02-14,15.39479
2022-02-15,14.99094
2022-02-16,12.6584
2022-02-17,12.57485
2022-02-18,11.78108
2022-02-19,6.56593
2022-02-20,5.8975
2022-02-21,12.52611
2022-02-22,12.73499
2022-02-23,13.45216
2022-02-24,15.99359
2022-02-25,13.49394
2022-02-26,6.90015
2022-02-27,5.80002
2022-02-28,13.87689
2022-03-01,9.6435
2022-03-02,14.99094
2022-03-03,13.52179
2022-03-04,17.23993
2022-03-05,9.18395
2022-03-06,7.57554
2022-03-07,25.02436
2022-03-08,22.25316
2022-03-09,12.85336
2022-03-10,16.83609
2022-03-11,16.37654
2022-03-12,8.67567
2022-03-13,7.68695
2022-03-14,16.66202
2022-03-15,16.29299
2022-03-16,14.99791
2022-03-17,15.74293
2022-03-18,14.49658
2022-03-19,7.58947
2022-03-20,7.24829
2022-03-21,14.42696
2022-03-22,14.14148
2022-03-23,17.07283
2022-03-24,16.14677
2022-03-25,14.6985
2022-03-26,9.03077
2022-03-27,7.63124
2022-03-28,16.39743
2022-03-29,15.96574
2022-03-30,15.81952
2022-03-31,14.52443
2022-04-01,13.29202
2022-04-02,7.19259
2022-04-03,6.01587
2022-04-04,12.88121
2022-04-05,13.63319
2022-04-06,13.09009
2022-04-07,13.5566
2022-04-08,11.46079
2022-04-09,6.5729
2022-04-10,6.30135
2022-04-11,12.83247
2022-04-12,13.72371
2022-04-13,14.35733
2022-04-14,13.45912
2022-04-15,11.48865
2022-04-16,6.69823
2022-04-17,5.96713
2022-04-18,12.4147
2022-04-19,14.51747
2022-04-20,13.29202
2022-04-21,13.92563
2022-04-22,13.79334
2022-04-23,7.01852
2022-04-24,6.69126
2022-04-25,15.93092
2022-04-26,14.79598
2022-04-27,15.3182
2022-04-28,16.45314
2022-04-29,15.23464
2022-04-30,8.52248
2022-05-01,8.10472
2022-05-02,18.24954
2022-05-03,16.71076
2022-05-04,15.76382
2022-05-05,10.74362
2022-05-06,15.40175
2022-05-07,8.26486
2022-05-08,7.90279
2022-05-09,19.64211
2022-05-10,21.14607
2022-05-11,18.15903
2022-05-12,18.95975
2022-05-13,17.12853
2022-05-14,8.7453
2022-05-15,7.95153
2022-05-16,18.67427
2022-05-17,16.45314
2022-05-18,16.07018
2022-05-19,16.48795
2022-05-20,15.36694
2022-05-21,7.81228
2022-05-22,6.9837
2022-05-23,15.95181
2022-05-24,15.69419
2022-05-25,16.15373
2022-05-26,15.59671
2022-05-27,12.72803
2022-05-28,7.07422
2022-05-29,7.03244
2022-05-30,15.9727
2022-05-31,16.5715
2022-06-01,10.9734
2022-06-02,15.28338
2022-06-03,12.70714
2022-06-04,6.75393
2022-06-05,6.28742
2022-06-06,7.8262
2022-06-07,14.60103
2022-06-08,14.48266
2022-06-09,14.79598
2022-06-10,14.87954
2022-06-11,6.5729
2022-06-12,6.97674
2022-06-13,16.52973
2022-06-14,17.81785
2022-06-15,18.73694
2022-06-16,17.05194
2022-06-17,16.63417
2022-06-18,8.43197
2022-06-19,6.91407
2022-06-20,16.89179
2022-06-21,15.49923
2022-06-22,17.22601
2022-06-23,18.11029
2022-06-24,14.8865
2022-06-25,8.23005
2022-06-26,8.04205
2022-06-27,17.17727
2022-06-28,17.27475
2022-06-29,17.8457
2022-06-30,16.9475
2022-07-01,21.23659
2022-07-02,10.17267
2022-07-03,8.05598
2022-07-04,19.00153
2022-07-05,18.42361
2022-07-06,19.56552
2022-07-07,18.12421
2022-07-08,17.89444
2022-07-09,8.63389
2022-07-10,7.38058
2022-07-11,17.35134
2022-07-12,19.59337
2022-07-13,22.44812
2022-07-14,18.65339
2022-07-15,20.74223
2022-07-16,10.93858
2022-07-17,9.56691
2022-07-18,18.95975
2022-07-19,18.71605
2022-07-20,17.89444
2022-07-21,16.76646
2022-07-22,15.38782
2022-07-23,9.01685
2022-07-24,8.44589
2022-07-25,18.05458
2022-07-26,15.68723
2022-07-27,15.55493
2022-07-28,15.77078
2022-07-29,14.12755
2022-07-30,8.28575
2022-07-31,8.27182
2022-08-01,16.62024
2022-08-02,17.64378
2022-08-03,16.67595
2022-08-04,15.29034
2022-08-05,14.41303
2022-08-06,8.43893
2022-08-07,7.79139
2022-08-08,16.67595
2022-08-09,14.61495
2022-08-10,16.28603
2022-08-11,19.7187
2022-08-12,18.59072
2022-08-13,9.73402
2022-08-14,8.65478
2022-08-15,12.91602
2022-08-16,19.96936
2022-08-17,19.29397
2022-08-18,18.90405
2022-08-19,18.11029
2022-08-20,10.17964
2022-08-21,8.78011
2022-08-22,24.46038
2022-08-23,22.78234
2022-08-24,20.0738
2022-08-25,18.84138
2022-08-26,17.30956
2022-08-27,10.0543
2022-08-28,9.53209
2022-08-29,21.05556
2022-08-30,19.40537
2022-08-31,19.67692
2022-09-01,19.66299
2022-09-02,19.71173
2022-09-03,10.33978
2022-09-04,9.67831
2022-09-05,21.61258
2022-09-06,19.66996
2022-09-07,23.17922
2022-09-08,19.79529
2022-09-09,12.53307
2022-09-10,11.25887
2022-09-11,10.95251
2022-09-12,16.20944
2022-09-13,24.1749
2022-09-14,29.83567
2022-09-15,25.7485
2022-09-16,25.21932
2022-09-17,12.44255
2022-09-18,10.79236
2022-09-19,22.46205
2022-09-20,24.15401
2022-09-21,24.64837
2022-09-22,30.56677
2022-09-23,24.14009
2022-09-24,13.83512
2022-09-25,11.97604
2022-09-26,29.48057
2022-09-27,37.74543
2022-09-28,42.61941
2022-09-29,33.60256
2022-09-30,27.77468
2022-10-01,17.04497
2022-10-02,15.58975
2022-10-03,19.39841
2022-10-04,29.74516
2022-10-05,27.57276
2022-10-06,32.31444
2022-10-07,41.25469
2022-10-08,17.10764
2022-10-09,15.03968
2022-10-10,21.09734
2022-10-11,35.20401
2022-10-12,33.31708
2022-10-13,29.33435
2022-10-14,26.48656
2022-10-15,15.88915
2022-10-16,13.36164
2022-10-17,28.04623
2022-10-18,28.54059
2022-10-19,27.60757
2022-10-20,27.04358
2022-10-21,25.53265
2022-10-22,17.26779
2022-10-23,14.97702
2022-10-24,25.76242
2022-10-25,27.1898
2022-10-26,24.00779
2022-10-27,27.05751
2022-10-28,24.86422
2022-10-29,13.71675
2022-10-30,10.95251
2022-10-31,23.72928
2022-11-01,24.73889
2022-11-02,24.87118
2022-11-03,27.00877
2022-11-04,23.54825
2022-11-05,14.91435
2022-11-06,13.02047
2022-11-07,27.51009
2022-11-08,30.87313
2022-11-09,38.67149
2022-11-10,40.99707
2022-11-11,52.15847
2022-11-12,19.49589
2022-11-13,14.37822
2022-11-14,32.51636
2022-11-15,29.0628
2022-11-16,26.21501
2022-11-17,24.71104
2022-11-18,23.59699
2022-11-19,13.856
2022-11-20,12.40774
2022-11-21,26.03397
2022-11-22,26.26375
2022-11-23,26.45871
2022-11-24,27.36387
2022-11-25,22.42723
2022-11-26,12.86032
2022-11-27,13.50786
2022-11-28,22.46205
2022-11-29,23.75713
2022-11-30,25.83901
2022-12-01,26.05486
2022-12-02,23.23492
2022-12-03,12.08049
2022-12-04,12.12226
2022-12-05,22.91463
2022-12-06,23.61788
2022-12-07,23.26973
2022-12-08,23.39507
2022-12-09,22.00946
2022-12-10,12.93691
2022-12-11,12.44255
2022-12-12,21.12519
2022-12-13,22.3019
2022-12-14,23.3881
2022-12-15,21.25052
2022-12-16,22.37153
2022-12-17,11.35635
2022-12-18,11.52346
2022-12-19,21.98161
2022-12-20,28.63807
2022-12-21,34.08995
2022-12-22,39.04748
2022-12-23,38.6506
2022-12-24,15.1302
2022-12-25,11.71842
2022-12-26,35.30845
2022-12-27,39.18674
2022-12-28,38.09358
2022-12-29,28.276
2022-12-30,28.464
2022-12-31,15.32516
2023-01-01,12.87425
2023-01-02,24.15401
2023-01-03,26.8904
2023-01-04,28.67984
2023-01-05,27.74683
2023-01-06,32.28658
2023-01-07,16.66202
2023-01-08,13.18061
2023-01-09,29.38309
2023-01-10,33.53293
2023-01-11,28.30385
2023-01-12,27.0784
2023-01-13,26.50048
2023-01-14,15.23464
2023-01-15,12.99958
2023-01-16,27.1341
2023-01-17,24.15401
2023-01-18,25.38643
2023-01-19,27.50313
2023-01-20,27.1898
2023-01-21,14.8865
2023-01-22,13.21542
2023-01-23,17.40704
2023-01-24,19.53766
2023-01-25,29.20902
2023-01-26,25.18451
2023-01-27,27.0784
2023-01-28,19.01545
2023-01-29,16.09107
2023-01-30,26.06879
2023-01-31,26.87647
2023-02-01,27.90697
2023-02-02,25.69976
2023-02-03,24.51608
2023-02-04,15.32516
2023-02-05,13.99526
2023-02-06,27.59364
2023-02-07,24.43253
2023-02-08,23.47862
2023-02-09,22.30887
2023-02-10,22.92856
2023-02-11,14.48962
2023-02-12,14.03704
2023-02-13,23.76409
2023-02-14,23.31847
2023-02-15,23.64573
2023-02-16,22.17657
2023-02-17,22.71967
2023-02-18,14.07185
2023-02-19,13.27809
2023-02-20,24.10527
2023-02-21,24.6623
2023-02-22,23.45077
2023-02-23,23.86854
2023-02-24,21.87717
2023-02-25,13.03439
2023-02-26,12.51914
2023-02-27,23.85461
2023-02-28,23.13048
2023-03-01,18.56287
2023-03-02,23.50647
2023-03-03,21.13911
2023-03-04,12.7141
2023-03-05,11.62094
2023-03-06,25.34465
2023-03-07,22.50382
2023-03-08,23.31151
2023-03-09,21.6474
2023-03-10,19.43322
2023-03-11,11.05695
2023-03-12,10.55563
2023-03-13,22.39938
2023-03-14,24.30023
2023-03-15,22.0582
2023-03-16,22.64308
2023-03-17,20.35928
2023-03-18,12.72106
2023-03-19,11.25887
2023-03-20,40.53752
2023-03-21,36.58264
2023-03-22,24.46038
2023-03-23,26.78596
2023-03-24,22.26013
2023-03-25,12.15011
2023-03-26,16.72469
2023-03-27,22.35064
2023-03-28,21.52207
2023-03-29,19.55159
2023-03-30,18.54894
2023-03-31,17.79696
2023-04-01,11.90641
2023-04-02,11.12658
2023-04-03,22.58042
2023-04-04,25.01044
2023-04-05,26.86255
2023-04-06,23.13048
2023-04-07,19.05723
2023-04-08,11.3285
2023-04-09,9.92201
2023-04-10,21.90502
2023-04-11,21.81451
2023-04-12,21.20178
2023-04-13,21.77273
2023-04-14,21.17393
2023-04-15,14.40607
2023-04-16,12.39381
2023-04-17,23.22099
2023-04-18,21.16696
2023-04-19,21.35496
2023-04-20,22.93552
2023-04-21,20.01114
2023-04-22,11.75323
2023-04-23,11.2171
2023-04-24,20.63083
2023-04-25,19.91366
2023-04-26,21.78665
2023-04-27,18.78568
2023-04-28,17.88748
2023-04-29,11.67664
2023-04-30,10.51385
2023-05-01,16.96142
2023-05-02,22.42723
2023-05-03,25.03133
2023-05-04,23.91031
2023-05-05,15.87522
2023-05-06,11.85071
2023-05-07,10.80629
2023-05-08,23.81283
2023-05-09,22.99818
2023-05-10,22.90767
2023-05-11,23.20707
2023-05-12,21.7031
2023-05-13,12.68625
2023-05-14,11.7602
2023-05-15,24.04957
2023-05-16,21.65436
2023-05-17,21.41762
2023-05-18,21.41762
2023-05-19,20.64475
2023-05-20,13.41038
2023-05-21,11.73931
2023-05-22,27.89305
2023-05-23,25.6928
2023-05-24,38.1632
2023-05-25,41.00403
2023-05-26,31.02631
2023-05-27,15.22072
2023-05-28,13.13883
2023-05-29,19.287
