date,PI코인
2021-08-03,9.08745
2021-08-04,9.31558
2021-08-05,5.43726
2021-08-06,7.45247
2021-08-07,9.31558
2021-08-08,11.10266
2021-08-09,12.47148
2021-08-10,11.55893
2021-08-11,12.24334
2021-08-12,12.47148
2021-08-13,11.673
2021-08-14,13.8403
2021-08-15,13.30798
2021-08-16,13.80228
2021-08-17,14.90494
2021-08-18,11.74904
2021-08-19,12.12927
2021-08-20,12.69961
2021-08-21,12.54752
2021-08-22,10.3422
2021-08-23,7.64258
2021-08-24,15.36121
2021-08-25,14.48669
2021-08-26,13.76425
2021-08-27,14.44866
2021-08-28,13.30798
2021-08-29,12.20532
2021-08-30,13.11787
2021-08-31,14.6768
2021-09-01,13.23193
2021-09-02,12.66159
2021-09-03,13.87832
2021-09-04,13.87832
2021-09-05,13.23193
2021-09-06,14.1825
2021-09-07,13.11787
2021-09-08,14.75285
2021-09-09,13.07984
2021-09-10,10.53231
2021-09-11,9.73384
2021-09-12,9.73384
2021-09-13,11.02661
2021-09-14,13.0038
2021-09-15,15.66539
2021-09-16,14.98098
2021-09-17,12.5095
2021-09-18,10.15209
2021-09-19,8.89733
2021-09-20,9.73384
2021-09-21,11.86311
2021-09-22,12.28136
2021-09-23,13.42205
2021-09-24,12.31939
2021-09-25,11.29277
2021-09-26,8.44106
2021-09-27,8.13688
2021-09-28,11.1787
2021-09-29,10.98859
2021-09-30,11.48288
2021-10-01,14.14448
2021-10-02,11.59695
2021-10-03,12.35741
2021-10-04,12.73764
2021-10-05,14.41064
2021-10-06,12.28136
2021-10-07,16.12167
2021-10-08,12.0152
2021-10-09,11.33079
2021-10-10,10.41825
2021-10-11,14.48669
2021-10-12,14.22053
2021-10-13,24.71482
2021-10-14,15.58935
2021-10-15,10.22813
2021-10-16,7.56653
2021-10-17,7.30038
2021-10-18,7.56653
2021-10-19,8.21292
2021-10-20,7.45247
2021-10-21,14.75285
2021-10-22,12.77566
2021-10-23,13.23193
2021-10-24,13.95437
2021-10-25,14.14448
2021-10-26,15.39923
2021-10-27,15.5133
2021-10-28,15.1711
2021-10-29,16.92015
2021-10-30,14.44866
2021-10-31,13.346
2021-11-01,17.18631
2021-11-02,15.62737
2021-11-03,17.26235
2021-11-04,15.5133
2021-11-05,14.63878
2021-11-06,11.78707
2021-11-07,12.73764
2021-11-08,17.03422
2021-11-09,15.62737
2021-11-10,17.07224
2021-11-11,16.08365
2021-11-12,12.96577
2021-11-13,11.93916
2021-11-14,13.72623
2021-11-15,16.99619
2021-11-16,17.30038
2021-11-17,21.29277
2021-11-18,20.57034
2021-11-19,11.673
2021-11-20,7.98479
2021-11-21,8.40304
2021-11-22,8.78326
2021-11-23,12.12927
2021-11-24,15.93155
2021-11-25,21.06463
2021-11-26,17.94676
2021-11-27,14.56273
2021-11-28,15.85551
2021-11-29,17.22433
2021-11-30,17.79467
2021-12-01,11.93916
2021-12-02,17.75665
2021-12-03,9.8479
2021-12-04,7.98479
2021-12-05,9.54372
2021-12-06,10.30418
2021-12-07,10.98859
2021-12-08,10.60836
2021-12-09,9.80988
2021-12-10,10.19011
2021-12-11,11.06463
2021-12-12,9.27756
2021-12-13,11.10266
2021-12-14,9.5057
2021-12-15,15.66539
2021-12-16,15.70342
2021-12-17,16.04562
2021-12-18,13.76425
2021-12-19,8.63117
2021-12-20,10.07604
2021-12-21,10.57034
2021-12-22,10.30418
2021-12-23,14.37262
2021-12-24,16.42585
2021-12-25,13.38403
2021-12-26,14.3346
2021-12-27,16.5019
2021-12-28,16.3498
2021-12-29,24.44866
2021-12-30,22.0152
2021-12-31,17.30038
2022-01-01,15.85551
2022-01-02,20.76045
2022-01-03,18.89733
2022-01-04,24.98098
2022-01-05,20.26615
2022-01-06,16.76806
2022-01-07,17.41444
2022-01-08,11.14068
2022-01-09,10.98859
2022-01-10,15.5133
2022-01-11,17.79467
2022-01-12,18.78326
2022-01-13,16.5019
2022-01-14,16.57794
2022-01-15,16.69201
2022-01-16,18.47908
2022-01-17,17.60456
2022-01-18,17.94676
2022-01-19,11.29277
2022-01-20,14.41064
2022-01-21,15.5133
2022-01-22,12.81368
2022-01-23,13.87832
2022-01-24,15.47528
2022-01-25,10.8365
2022-01-26,13.49809
2022-01-27,12.35741
2022-01-28,15.28517
2022-01-29,10.03802
2022-01-30,8.36501
2022-01-31,12.85171
2022-02-01,13.68821
2022-02-02,14.90494
2022-02-03,16.92015
2022-02-04,18.21292
2022-02-05,20.11406
2022-02-06,17.83269
2022-02-07,18.1749
2022-02-08,9.73384
2022-02-09,13.91634
2022-02-10,13.8403
2022-02-11,11.52091
2022-02-12,10.95057
2022-02-13,12.09125
2022-02-14,15.09505
2022-02-15,14.79087
2022-02-16,13.99239
2022-02-17,13.57414
2022-02-18,14.3346
2022-02-19,13.19391
2022-02-20,13.19391
2022-02-21,12.73764
2022-02-22,15.58935
2022-02-23,13.49809
2022-02-24,13.57414
2022-02-25,11.55893
2022-02-26,10.98859
2022-02-27,11.55893
2022-02-28,11.36882
2022-03-01,13.19391
2022-03-02,16.73003
2022-03-03,18.06083
2022-03-04,9.23954
2022-03-05,8.70722
2022-03-06,6.80608
2022-03-07,6.92015
2022-03-08,11.90114
2022-03-09,9.23954
2022-03-10,10.11406
2022-03-11,11.44486
2022-03-12,22.0152
2022-03-13,38.02281
2022-03-14,36.57794
2022-03-15,46.65399
2022-03-16,37.52851
2022-03-17,27.18631
2022-03-18,22.62357
2022-03-19,16.80608
2022-03-20,15.66539
2022-03-21,15.28517
2022-03-22,14.56273
2022-03-23,16.42585
2022-03-24,14.6768
2022-03-25,13.23193
2022-03-26,13.46007
2022-03-27,9.42965
2022-03-28,13.0038
2022-03-29,13.68821
2022-03-30,13.95437
2022-03-31,11.86311
2022-04-01,12.31939
2022-04-02,10.95057
2022-04-03,12.09125
2022-04-04,12.31939
2022-04-05,12.96577
2022-04-06,13.04182
2022-04-07,13.23193
2022-04-08,12.54752
2022-04-09,11.82509
2022-04-10,12.47148
2022-04-11,12.05323
2022-04-12,13.99239
2022-04-13,12.05323
2022-04-14,10.30418
2022-04-15,9.0114
2022-04-16,8.70722
2022-04-17,9.46768
2022-04-18,13.53612
2022-04-19,12.73764
2022-04-20,11.55893
2022-04-21,7.11026
2022-04-22,9.54372
2022-04-23,9.61977
2022-04-24,9.69581
2022-04-25,10.68441
2022-04-26,11.97718
2022-04-27,11.71102
2022-04-28,11.78707
2022-04-29,10.76045
2022-04-30,10.8365
2022-05-01,14.25855
2022-05-02,12.1673
2022-05-03,11.93916
2022-05-04,12.43346
2022-05-05,11.48288
2022-05-06,9.8479
2022-05-07,8.85931
2022-05-08,11.40684
2022-05-09,12.58555
2022-05-10,12.85171
2022-05-11,14.60076
2022-05-12,14.25855
2022-05-13,14.25855
2022-05-14,12.0152
2022-05-15,12.43346
2022-05-16,14.71482
2022-05-17,13.26996
2022-05-18,13.68821
2022-05-19,11.93916
2022-05-20,9.46768
2022-05-21,9.08745
2022-05-22,8.21292
2022-05-23,11.36882
2022-05-24,14.82889
2022-05-25,13.19391
2022-05-26,13.11787
2022-05-27,10.26615
2022-05-28,9.42965
2022-05-29,10.53231
2022-05-30,13.61216
2022-05-31,11.40684
2022-06-01,9.77186
2022-06-02,7.60456
2022-06-03,9.77186
2022-06-04,8.44106
2022-06-05,8.02281
2022-06-06,9.27756
2022-06-07,10.45627
2022-06-08,11.74904
2022-06-09,12.47148
2022-06-10,7.22433
2022-06-11,9.96197
2022-06-12,12.47148
2022-06-13,9.61977
2022-06-14,11.59695
2022-06-15,10.98859
2022-06-16,12.43346
2022-06-17,12.20532
2022-06-18,11.71102
2022-06-19,10.79847
2022-06-20,16.27376
2022-06-21,14.52471
2022-06-22,14.37262
2022-06-23,12.47148
2022-06-24,9.92395
2022-06-25,9.39163
2022-06-26,10.53231
2022-06-27,13.04182
2022-06-28,14.29657
2022-06-29,15.77946
2022-06-30,15.36121
2022-07-01,17.79467
2022-07-02,10.11406
2022-07-03,6.12167
2022-07-04,5.77946
2022-07-05,6.04562
2022-07-06,6.5019
2022-07-07,6.04562
2022-07-08,5.62737
2022-07-09,4.90494
2022-07-10,4.86692
2022-07-11,9.16349
2022-07-12,6.31178
2022-07-13,7.90874
2022-07-14,8.70722
2022-07-15,10.3422
2022-07-16,9.27756
2022-07-17,10.22813
2022-07-18,15.1711
2022-07-19,13.91634
2022-07-20,13.30798
2022-07-21,8.40304
2022-07-22,7.41444
2022-07-23,6.42585
2022-07-24,7.56653
2022-07-25,9.31558
2022-07-26,9.31558
2022-07-27,11.29277
2022-07-28,12.47148
2022-07-29,12.0152
2022-07-30,11.1787
2022-07-31,12.0152
2022-08-01,9.04942
2022-08-02,7.83269
2022-08-03,7.26235
2022-08-04,7.87072
2022-08-05,7.60456
2022-08-06,6.88212
2022-08-07,10.68441
2022-08-08,12.24334
2022-08-09,11.1787
2022-08-10,8.78326
2022-08-11,8.55513
2022-08-12,7.3384
2022-08-13,9.39163
2022-08-14,7.41444
2022-08-15,8.51711
2022-08-16,8.36501
2022-08-17,8.1749
2022-08-18,8.55513
2022-08-19,5.01901
2022-08-20,4.14448
2022-08-21,6.46387
2022-08-22,10.72243
2022-08-23,12.35741
2022-08-24,9.88593
2022-08-25,7.60456
2022-08-26,7.3384
2022-08-27,6.0076
2022-08-28,5.96958
2022-08-29,6.95817
2022-08-30,5.39923
2022-08-31,6.3498
2022-09-01,5.47528
2022-09-02,5.77946
2022-09-03,5.09505
2022-09-04,4.22053
2022-09-05,5.1711
2022-09-06,6.42585
2022-09-07,6.61596
2022-09-08,5.13307
2022-09-09,5.20912
2022-09-10,6.61596
2022-09-11,6.27376
2022-09-12,6.76806
2022-09-13,7.26235
2022-09-14,7.45247
2022-09-15,6.88212
2022-09-16,6.08365
2022-09-17,6.65399
2022-09-18,6.12167
2022-09-19,7.64258
2022-09-20,7.90874
2022-09-21,5.74144
2022-09-22,7.07224
2022-09-23,5.39923
2022-09-24,6.38783
2022-09-25,5.09505
2022-09-26,6.04562
2022-09-27,5.5133
2022-09-28,6.61596
2022-09-29,6.31178
2022-09-30,4.14448
2022-10-01,4.22053
2022-10-02,4.6768
2022-10-03,5.89353
2022-10-04,10.76045
2022-10-05,5.66539
2022-10-06,6.23574
2022-10-07,4.48669
2022-10-08,4.37262
2022-10-09,4.60076
2022-10-10,5.09505
2022-10-11,5.74144
2022-10-12,6.15969
2022-10-13,5.1711
2022-10-14,5.77946
2022-10-15,5.1711
2022-10-16,4.44866
2022-10-17,4.6768
2022-10-18,6.04562
2022-10-19,5.32319
2022-10-20,4.56273
2022-10-21,5.20912
2022-10-22,4.60076
2022-10-23,3.57414
2022-10-24,4.10646
2022-10-25,4.63878
2022-10-26,4.75285
2022-10-27,3.99239
2022-10-28,4.48669
2022-10-29,3.0038
2022-10-30,2.88973
2022-10-31,3.68821
2022-11-01,2.92775
2022-11-02,4.03041
2022-11-03,4.37262
2022-11-04,3.23193
2022-11-05,3.68821
2022-11-06,3.46007
2022-11-07,5.47528
2022-11-08,5.43726
2022-11-09,5.66539
2022-11-10,5.43726
2022-11-11,4.75285
2022-11-12,5.20912
2022-11-13,4.29657
2022-11-14,5.85551
2022-11-15,4.6768
2022-11-16,4.41064
2022-11-17,4.90494
2022-11-18,5.05703
2022-11-19,4.41064
2022-11-20,4.22053
2022-11-21,5.13307
2022-11-22,4.52471
2022-11-23,4.56273
2022-11-24,4.86692
2022-11-25,3.49809
2022-11-26,2.85171
2022-11-27,3.61216
2022-11-28,4.44866
2022-11-29,3.80228
2022-11-30,3.53612
2022-12-01,3.8403
2022-12-02,4.10646
2022-12-03,2.5095
2022-12-04,3.26996
2022-12-05,3.65019
2022-12-06,4.63878
2022-12-07,4.71482
2022-12-08,4.98098
2022-12-09,4.1825
2022-12-10,3.99239
2022-12-11,4.37262
2022-12-12,5.09505
2022-12-13,4.63878
2022-12-14,4.06844
2022-12-15,4.63878
2022-12-16,6.04562
2022-12-17,4.82889
2022-12-18,5.01901
2022-12-19,5.24714
2022-12-20,4.48669
2022-12-21,3.57414
2022-12-22,3.87832
2022-12-23,3.46007
2022-12-24,2.54752
2022-12-25,3.57414
2022-12-26,5.93155
2022-12-27,5.20912
2022-12-28,4.75285
2022-12-29,28.1749
2022-12-30,49.58174
2022-12-31,33.07984
2023-01-01,21.33079
2023-01-02,24.56273
2023-01-03,20.03802
2023-01-04,15.77946
2023-01-05,16.12167
2023-01-06,13.07984
2023-01-07,14.63878
2023-01-08,13.15589
2023-01-09,14.86692
2023-01-10,12.05323
2023-01-11,12.69961
2023-01-12,10.68441
2023-01-13,9.20152
2023-01-14,7.94676
2023-01-15,8.89733
2023-01-16,9.16349
2023-01-17,10.30418
2023-01-18,10.72243
2023-01-19,9.35361
2023-01-20,8.82129
2023-01-21,8.32699
2023-01-22,10.95057
2023-01-23,10.11406
2023-01-24,10.8365
2023-01-25,10.41825
2023-01-26,7.79467
2023-01-27,8.06083
2023-01-28,6.61596
2023-01-29,6.88212
2023-01-30,9.42965
2023-01-31,8.85931
2023-02-01,9.20152
2023-02-02,7.30038
2023-02-03,6.8441
2023-02-04,6.38783
2023-02-05,5.93155
2023-02-06,7.64258
2023-02-07,7.22433
2023-02-08,6.76806
2023-02-09,7.18631
2023-02-10,8.74524
2023-02-11,9.16349
2023-02-12,5.01901
2023-02-13,8.44106
2023-02-14,7.07224
2023-02-15,6.5019
2023-02-16,6.53992
2023-02-17,6.42585
2023-02-18,6.42585
2023-02-19,6.73003
2023-02-20,7.83269
2023-02-21,7.45247
2023-02-22,7.52851
2023-02-23,5.96958
2023-02-24,6.15969
2023-02-25,5.20912
2023-02-26,4.98098
2023-02-27,5.74144
2023-02-28,5.39923
2023-03-01,5.70342
2023-03-02,5.32319
2023-03-03,4.41064
2023-03-04,4.79087
2023-03-05,4.03041
2023-03-06,5.01901
2023-03-07,6.0076
2023-03-08,4.29657
2023-03-09,4.3346
2023-03-10,4.75285
2023-03-11,3.53612
2023-03-12,3.99239
2023-03-13,4.3346
2023-03-14,6.5019
2023-03-15,9.42965
2023-03-16,7.79467
2023-03-17,7.07224
2023-03-18,4.60076
2023-03-19,6.5019
2023-03-20,5.89353
2023-03-21,6.19771
2023-03-22,5.93155
2023-03-23,6.08365
2023-03-24,5.58935
2023-03-25,5.13307
2023-03-26,4.75285
2023-03-27,5.81749
2023-03-28,5.89353
2023-03-29,6.31178
2023-03-30,6.27376
2023-03-31,5.70342
2023-04-01,6.99619
2023-04-02,5.05703
2023-04-03,7.30038
2023-04-04,7.75665
2023-04-05,6.80608
2023-04-06,5.96958
2023-04-07,6.76806
2023-04-08,5.20912
2023-04-09,4.29657
2023-04-10,5.39923
2023-04-11,8.40304
2023-04-12,5.81749
2023-04-13,6.31178
2023-04-14,5.89353
2023-04-15,6.08365
2023-04-16,4.60076
2023-04-17,6.08365
2023-04-18,5.85551
2023-04-19,5.09505
2023-04-20,4.94296
2023-04-21,5.13307
2023-04-22,4.22053
2023-04-23,4.48669
2023-04-24,5.36121
2023-04-25,4.82889
2023-04-26,4.82889
2023-04-27,4.22053
2023-04-28,6.3498
2023-04-29,5.09505
2023-04-30,5.66539
2023-05-01,8.51711
2023-05-02,7.45247
2023-05-03,4.71482
2023-05-04,5.28517
2023-05-05,6.38783
2023-05-06,6.57794
2023-05-07,6.31178
2023-05-08,7.26235
2023-05-09,6.76806
2023-05-10,7.03422
2023-05-11,4.56273
2023-05-12,5.74144
2023-05-13,5.1711
2023-05-14,4.29657
2023-05-15,5.55133
2023-05-16,6.12167
2023-05-17,8.74524
2023-05-18,5.96958
2023-05-19,5.70342
2023-05-20,3.95437
2023-05-21,5.01901
2023-05-22,5.5133
2023-05-23,5.74144
2023-05-24,6.92015
2023-05-25,6.53992
2023-05-26,5.77946
2023-05-27,4.41064
2023-05-28,5.24714
2023-05-29,5.77946
2023-05-30,5.62737
