date,PI코인
2020-03-20,2.69961
2020-03-21,2.69961
2020-03-22,2.58555
2020-03-23,3.49809
2020-03-24,4.48669
2020-03-25,3.65019
2020-03-26,3.19391
2020-03-27,3.8403
2020-03-28,2.54752
2020-03-29,2.5095
2020-03-30,2.43346
2020-03-31,2.66159
2020-04-01,2.43346
2020-04-02,2.0152
2020-04-03,2.20532
2020-04-04,1.44486
2020-04-05,1.97718
2020-04-06,2.31939
2020-04-07,2.1673
2020-04-08,1.63498
2020-04-09,2.09125
2020-04-10,2.05323
2020-04-11,1.78707
2020-04-12,1.21673
2020-04-13,3.04182
2020-04-14,2.20532
2020-04-15,2.73764
2020-04-16,2.62357
2020-04-17,2.0152
2020-04-18,2.66159
2020-04-19,1.673
2020-04-20,2.81368
2020-04-21,2.09125
2020-04-22,2.35741
2020-04-23,2.77566
2020-04-24,1.93916
2020-04-25,1.673
2020-04-26,1.673
2020-04-27,2.09125
2020-04-28,1.78707
2020-04-29,1.10266
2020-04-30,1.93916
2020-05-01,1.36882
2020-05-02,0.98859
2020-05-03,2.1673
2020-05-04,2.58555
2020-05-05,1.71102
2020-05-06,2.54752
2020-05-07,1.86311
2020-05-08,2.47148
2020-05-09,1.44486
2020-05-10,1.33079
2020-05-11,1.40684
2020-05-12,2.28136
2020-05-13,2.20532
2020-05-14,2.05323
2020-05-15,1.33079
2020-05-16,2.24334
2020-05-17,2.43346
2020-05-18,1.74904
2020-05-19,2.12927
2020-05-20,2.39543
2020-05-21,2.09125
2020-05-22,2.47148
2020-05-23,1.59695
2020-05-24,1.673
2020-05-25,1.86311
2020-05-26,1.59695
2020-05-27,1.36882
2020-05-28,1.52091
2020-05-29,1.59695
2020-05-30,1.1787
2020-05-31,1.25475
2020-06-01,1.06463
2020-06-02,1.40684
2020-06-03,1.02661
2020-06-04,1.40684
2020-06-05,1.10266
2020-06-06,0.72243
2020-06-07,1.25475
2020-06-08,2.05323
2020-06-09,1.55893
2020-06-10,1.44486
2020-06-11,1.52091
2020-06-12,1.33079
2020-06-13,0.95057
2020-06-14,1.10266
2020-06-15,1.44486
2020-06-16,1.71102
2020-06-17,2.05323
2020-06-18,2.28136
2020-06-19,3.346
2020-06-20,1.52091
2020-06-21,1.82509
2020-06-22,1.44486
2020-06-23,1.25475
2020-06-24,1.82509
2020-06-25,1.10266
2020-06-26,0.72243
2020-06-27,0.8365
2020-06-28,1.48288
2020-06-29,1.48288
2020-06-30,0.87452
2020-07-01,1.06463
2020-07-02,1.48288
2020-07-03,1.36882
2020-07-04,0.8365
2020-07-05,1.14068
2020-07-06,1.14068
2020-07-07,1.44486
2020-07-08,1.59695
2020-07-09,1.48288
2020-07-10,1.21673
2020-07-11,1.02661
2020-07-12,0.95057
2020-07-13,1.21673
2020-07-14,0.95057
2020-07-15,0.87452
2020-07-16,1.02661
2020-07-17,1.25475
2020-07-18,0.98859
2020-07-19,0.76045
2020-07-20,1.52091
2020-07-21,1.40684
2020-07-22,1.33079
2020-07-23,1.48288
2020-07-24,2.12927
2020-07-25,1.82509
2020-07-26,0.72243
2020-07-27,1.21673
2020-07-28,1.97718
2020-07-29,1.59695
2020-07-30,2.09125
2020-07-31,1.48288
2020-08-01,2.77566
2020-08-02,3.15589
2020-08-03,2.28136
2020-08-04,1.55893
2020-08-05,1.36882
2020-08-06,2.5095
2020-08-07,1.44486
2020-08-08,2.28136
2020-08-09,1.97718
2020-08-10,1.59695
2020-08-11,1.90114
2020-08-12,1.52091
2020-08-13,1.90114
2020-08-14,1.21673
2020-08-15,1.21673
2020-08-16,1.74904
2020-08-17,1.21673
2020-08-18,1.90114
2020-08-19,1.52091
2020-08-20,0.8365
2020-08-21,1.86311
2020-08-22,1.52091
2020-08-23,1.36882
2020-08-24,1.52091
2020-08-25,2.0152
2020-08-26,1.63498
2020-08-27,1.10266
2020-08-28,1.25475
2020-08-29,2.05323
2020-08-30,3.11787
2020-08-31,1.52091
2020-09-01,1.78707
2020-09-02,1.59695
2020-09-03,1.673
2020-09-04,1.48288
2020-09-05,0.91254
2020-09-06,1.55893
2020-09-07,1.36882
2020-09-08,1.52091
2020-09-09,1.63498
2020-09-10,1.63498
2020-09-11,1.52091
2020-09-12,1.71102
2020-09-13,2.5095
2020-09-14,1.93916
2020-09-15,2.31939
2020-09-16,1.97718
2020-09-17,1.10266
2020-09-18,1.06463
2020-09-19,0.68441
2020-09-20,0.98859
2020-09-21,1.48288
2020-09-22,1.06463
2020-09-23,1.40684
2020-09-24,1.78707
2020-09-25,1.36882
2020-09-26,1.74904
2020-09-27,1.55893
2020-09-28,1.71102
2020-09-29,1.33079
2020-09-30,1.86311
2020-10-01,2.05323
2020-10-02,1.673
2020-10-03,1.71102
2020-10-04,1.10266
2020-10-05,1.71102
2020-10-06,2.54752
2020-10-07,1.44486
2020-10-08,1.25475
2020-10-09,1.21673
2020-10-10,1.97718
2020-10-11,1.59695
2020-10-12,1.59695
2020-10-13,1.40684
2020-10-14,0.8365
2020-10-15,1.02661
2020-10-16,1.59695
2020-10-17,2.1673
2020-10-18,1.55893
2020-10-19,1.55893
2020-10-20,2.0152
2020-10-21,1.44486
2020-10-22,2.0152
2020-10-23,2.24334
2020-10-24,1.33079
2020-10-25,1.33079
2020-10-26,1.71102
2020-10-27,1.36882
2020-10-28,1.86311
2020-10-29,1.74904
2020-10-30,1.63498
2020-10-31,1.33079
2020-11-01,1.21673
2020-11-02,1.86311
2020-11-03,1.59695
2020-11-04,1.673
2020-11-05,1.86311
2020-11-06,1.673
2020-11-07,1.44486
2020-11-08,2.0152
2020-11-09,1.74904
2020-11-10,1.48288
2020-11-11,1.78707
2020-11-12,2.39543
2020-11-13,1.90114
2020-11-14,1.673
2020-11-15,1.55893
2020-11-16,2.09125
2020-11-17,5.05703
2020-11-18,5.77946
2020-11-19,3.8403
2020-11-20,3.53612
2020-11-21,2.77566
2020-11-22,3.11787
2020-11-23,2.58555
2020-11-24,2.62357
2020-11-25,2.0152
2020-11-26,2.54752
2020-11-27,2.24334
2020-11-28,2.28136
2020-11-29,2.12927
2020-11-30,2.47148
2020-12-01,2.24334
2020-12-02,2.5095
2020-12-03,2.05323
2020-12-04,2.88973
2020-12-05,2.47148
2020-12-06,3.15589
2020-12-07,2.96577
2020-12-08,2.66159
2020-12-09,2.54752
2020-12-10,2.31939
2020-12-11,2.28136
2020-12-12,1.93916
2020-12-13,3.26996
2020-12-14,2.31939
2020-12-15,1.82509
2020-12-16,2.39543
2020-12-17,3.07984
2020-12-18,2.0152
2020-12-19,2.39543
2020-12-20,3.95437
2020-12-21,2.09125
2020-12-22,2.62357
2020-12-23,2.66159
2020-12-24,1.10266
2020-12-25,1.93916
2020-12-26,2.05323
2020-12-27,2.43346
2020-12-28,4.82889
2020-12-29,3.46007
2020-12-30,2.0152
2020-12-31,3.26996
2021-01-01,2.31939
2021-01-02,2.39543
2021-01-03,4.71482
2021-01-04,4.52471
2021-01-05,4.37262
2021-01-06,5.36121
2021-01-07,6.0076
2021-01-08,4.6768
2021-01-09,11.10266
2021-01-10,8.82129
2021-01-11,5.24714
2021-01-12,6.12167
2021-01-13,5.85551
2021-01-14,6.76806
2021-01-15,3.68821
2021-01-16,5.05703
2021-01-17,5.05703
2021-01-18,4.94296
2021-01-19,5.43726
2021-01-20,4.94296
2021-01-21,6.08365
2021-01-22,5.85551
2021-01-23,6.99619
2021-01-24,6.46387
2021-01-25,7.03422
2021-01-26,5.28517
2021-01-27,5.85551
2021-01-28,5.28517
2021-01-29,4.82889
2021-01-30,4.25855
2021-01-31,5.5133
2021-02-01,5.62737
2021-02-02,6.76806
2021-02-03,6.19771
2021-02-04,6.27376
2021-02-05,5.70342
2021-02-06,6.5019
2021-02-07,5.24714
2021-02-08,6.12167
2021-02-09,9.08745
2021-02-10,6.69201
2021-02-11,5.93155
2021-02-12,7.22433
2021-02-13,8.02281
2021-02-14,11.48288
2021-02-15,13.19391
2021-02-16,15.01901
2021-02-17,18.25095
2021-02-18,21.44486
2021-02-19,13.38403
2021-02-20,21.97718
2021-02-21,25.13307
2021-02-22,36.42585
2021-02-23,32.77566
2021-02-24,27.37642
2021-02-25,30.3422
2021-02-26,24.48669
2021-02-27,24.98098
2021-02-28,26.95817
2021-03-01,22.81368
2021-03-02,26.80608
2021-03-03,26.19771
2021-03-04,24.71482
2021-03-05,24.10646
2021-03-06,27.37642
2021-03-07,25.70342
2021-03-08,27.79467
2021-03-09,30.03802
2021-03-10,32.85171
2021-03-11,33.42205
2021-03-12,34.44866
2021-03-13,30.22813
2021-03-14,37.56653
2021-03-15,43.87832
2021-03-16,42.66159
2021-03-17,43.04182
2021-03-18,44.41064
2021-03-19,39.80988
2021-03-20,38.1749
2021-03-21,43.49809
2021-03-22,52.31939
2021-03-23,46.15969
2021-03-24,39.61977
2021-03-25,42.05323
2021-03-26,37.94676
2021-03-27,39.39163
2021-03-28,37.75665
2021-03-29,43.15589
2021-03-30,45.85551
2021-03-31,47.49049
2021-04-01,49.16349
2021-04-02,52.31939
2021-04-03,51.78707
2021-04-04,54.75285
2021-04-05,65.66539
2021-04-06,61.36882
2021-04-07,53.49809
2021-04-08,45.5133
2021-04-09,56.46387
2021-04-10,51.44486
2021-04-11,49.69581
2021-04-12,61.82509
2021-04-13,57.56653
2021-04-14,54.29657
2021-04-15,55.55133
2021-04-16,79.92395
2021-04-17,76.73003
2021-04-18,74.94296
2021-04-19,100.0
2021-04-20,92.39543
2021-04-21,91.97718
2021-04-22,85.28517
2021-04-23,66.95817
2021-04-24,60.91254
2021-04-25,55.70342
2021-04-26,62.5095
2021-04-27,59.61977
2021-04-28,51.29277
2021-04-29,59.08745
2021-04-30,48.47908
2021-05-01,43.72623
2021-05-02,46.88212
2021-05-03,50.30418
2021-05-04,48.09885
2021-05-05,45.47528
2021-05-06,54.3346
2021-05-07,59.31558
2021-05-08,58.09885
2021-05-09,54.75285
2021-05-10,62.09125
2021-05-11,53.99239
2021-05-12,51.36882
2021-05-13,49.46768
2021-05-14,42.1673
2021-05-15,39.5057
2021-05-16,40.57034
2021-05-17,42.58555
2021-05-18,37.60456
2021-05-19,33.346
2021-05-20,34.25855
2021-05-21,30.76045
2021-05-22,29.42965
2021-05-23,32.05323
2021-05-24,29.39163
2021-05-25,29.61977
2021-05-26,25.93155
2021-05-27,24.60076
2021-05-28,21.06463
2021-05-29,20.22813
2021-05-30,20.64638
2021-05-31,24.10646
2021-06-01,21.93916
2021-06-02,21.25475
2021-06-03,21.78707
2021-06-04,18.28897
2021-06-05,15.66539
2021-06-06,17.07224
2021-06-07,21.673
2021-06-08,17.71863
2021-06-09,16.65399
2021-06-10,20.76045
2021-06-11,16.88212
2021-06-12,17.11026
2021-06-13,16.61596
2021-06-14,17.87072
2021-06-15,18.02281
2021-06-16,20.53231
2021-06-17,20.41825
2021-06-18,17.45247
2021-06-19,15.5133
2021-06-20,14.86692
2021-06-21,16.57794
2021-06-22,17.60456
2021-06-23,16.31178
2021-06-24,14.60076
2021-06-25,14.10646
2021-06-26,11.52091
2021-06-27,11.10266
2021-06-28,17.49049
2021-06-29,20.45627
2021-06-30,19.5057
2021-07-01,14.10646
2021-07-02,12.73764
2021-07-03,10.95057
2021-07-04,9.88593
2021-07-05,10.68441
2021-07-06,11.59695
2021-07-07,11.10266
2021-07-08,10.53231
2021-07-09,10.53231
2021-07-10,11.44486
2021-07-11,9.92395
2021-07-12,12.81368
2021-07-13,11.97718
2021-07-14,10.07604
2021-07-15,11.673
2021-07-16,9.20152
2021-07-17,8.1749
2021-07-18,4.56273
2021-07-19,3.38403
2021-07-20,7.79467
2021-07-21,8.6692
2021-07-22,10.0
2021-07-23,9.12547
2021-07-24,7.94676
2021-07-25,7.60456
2021-07-26,10.49429
2021-07-27,9.54372
2021-07-28,8.78326
2021-07-29,10.41825
2021-07-30,4.86692
2021-07-31,3.95437
2021-08-01,4.03041
2021-08-02,6.92015
