date,농협투자증권
2020-03-20,43.15789
2020-03-21,12.95194
2020-03-22,11.80778
2020-03-23,39.63386
2020-03-24,39.1762
2020-03-25,46.95652
2020-03-26,40.54919
2020-03-27,40.82379
2020-03-28,11.99084
2020-03-29,11.99084
2020-03-30,30.93821
2020-03-31,29.24485
2020-04-01,25.72082
2020-04-02,23.84439
2020-04-03,20.64073
2020-04-04,6.95652
2020-04-05,8.37528
2020-04-06,23.75286
2020-04-07,23.34096
2020-04-08,23.11212
2020-04-09,20.73226
2020-04-10,20.13729
2020-04-11,8.37528
2020-04-12,8.55835
2020-04-13,19.08466
2020-04-14,19.54233
2020-04-15,6.86498
2020-04-16,17.6659
2020-04-17,20.96109
2020-04-18,6.22425
2020-04-19,6.95652
2020-04-20,19.4508
2020-04-21,18.627
2020-04-22,19.95423
2020-04-23,18.9016
2020-04-24,16.79633
2020-04-25,6.08695
2020-04-26,5.99542
2020-04-27,19.26773
2020-04-28,16.52173
2020-04-29,17.1167
2020-04-30,7.87185
2020-05-01,6.13272
2020-05-02,4.98855
2020-05-03,6.04118
2020-05-04,18.26086
2020-05-05,6.86498
2020-05-06,16.61327
2020-05-07,15.97254
2020-05-08,13.27231
2020-05-09,6.77345
2020-05-10,5.49199
2020-05-11,16.06407
2020-05-12,15.97254
2020-05-13,17.254
2020-05-14,16.0183
2020-05-15,17.20823
2020-05-16,6.91075
2020-05-17,6.63615
2020-05-18,15.83524
2020-05-19,18.4897
2020-05-20,17.1167
2020-05-21,15.42334
2020-05-22,16.88787
2020-05-23,5.12585
2020-05-24,5.21739
2020-05-25,18.58123
2020-05-26,15.881
2020-05-27,15.65217
2020-05-28,17.254
2020-05-29,15.01144
2020-05-30,5.40045
2020-05-31,6.68192
2020-06-01,18.16933
2020-06-02,17.8032
2020-06-03,20.77803
2020-06-04,19.0389
2020-06-05,17.6659
2020-06-06,5.81235
2020-06-07,6.72768
2020-06-08,21.14416
2020-06-09,17.98627
2020-06-10,20.86956
2020-06-11,19.49656
2020-06-12,20.09153
2020-06-13,7.18535
2020-06-14,7.55148
2020-06-15,22.79176
2020-06-16,21.05263
2020-06-17,22.83752
2020-06-18,24.25629
2020-06-19,24.16475
2020-06-20,8.00915
2020-06-21,11.07551
2020-06-22,37.16247
2020-06-23,48.69565
2020-06-24,42.15102
2020-06-25,20.22883
2020-06-26,17.75743
2020-06-27,5.08009
2020-06-28,6.45308
2020-06-29,16.7048
2020-06-30,17.43707
2020-07-01,16.33867
2020-07-02,16.1556
2020-07-03,16.2929
2020-07-04,5.26315
2020-07-05,5.17162
2020-07-06,22.92906
2020-07-07,20.09153
2020-07-08,22.97482
2020-07-09,22.79176
2020-07-10,16.79633
2020-07-11,3.93592
2020-07-12,5.40045
2020-07-13,19.49656
2020-07-14,16.61327
2020-07-15,17.29977
2020-07-16,23.93592
2020-07-17,16.79633
2020-07-18,5.17162
2020-07-19,6.45308
2020-07-20,18.85583
2020-07-21,19.54233
2020-07-22,21.96796
2020-07-23,21.87643
2020-07-24,17.57437
2020-07-25,6.68192
2020-07-26,7.27688
2020-07-27,23.02059
2020-07-28,21.37299
2020-07-29,16.1556
2020-07-30,19.40503
2020-07-31,15.78947
2020-08-01,5.72082
2020-08-02,6.22425
2020-08-03,19.0389
2020-08-04,19.5881
2020-08-05,23.15789
2020-08-06,23.29519
2020-08-07,18.85583
2020-08-08,7.68878
2020-08-09,7.91762
2020-08-10,59.40503
2020-08-11,26.36155
2020-08-12,21.41876
2020-08-13,18.44393
2020-08-14,18.58123
2020-08-15,5.17162
2020-08-16,4.07322
2020-08-17,8.19221
2020-08-18,18.39816
2020-08-19,18.30663
2020-08-20,17.07093
2020-08-21,16.38443
2020-08-22,6.54462
2020-08-23,5.67505
2020-08-24,18.9016
2020-08-25,18.67276
2020-08-26,18.0778
2020-08-27,19.7254
2020-08-28,17.8032
2020-08-29,6.22425
2020-08-30,7.00228
2020-08-31,23.61556
2020-09-01,24.75972
2020-09-02,26.54462
2020-09-03,23.89016
2020-09-04,23.20366
2020-09-05,7.32265
2020-09-06,9.19908
2020-09-07,25.26315
2020-09-08,23.47826
2020-09-09,22.88329
2020-09-10,22.97482
2020-09-11,22.28832
2020-09-12,7.55148
2020-09-13,7.18535
2020-09-14,24.07322
2020-09-15,22.19679
2020-09-16,20.13729
2020-09-17,20.41189
2020-09-18,16.75057
2020-09-19,6.22425
2020-09-20,6.95652
2020-09-21,20.91533
2020-09-22,17.89473
2020-09-23,17.02517
2020-09-24,18.9016
2020-09-25,17.43707
2020-09-26,5.58352
2020-09-27,6.68192
2020-09-28,21.14416
2020-09-29,19.81693
2020-09-30,6.72768
2020-10-01,6.04118
2020-10-02,5.72082
2020-10-03,6.91075
2020-10-04,8.83295
2020-10-05,34.7826
2020-10-06,28.83295
2020-10-07,15.92677
2020-10-08,20.09153
2020-10-09,5.30892
2020-10-10,4.39359
2020-10-11,4.75972
2020-10-12,19.08466
2020-10-13,16.8421
2020-10-14,16.0183
2020-10-15,17.5286
2020-10-16,15.69794
2020-10-17,5.12585
2020-10-18,4.94279
2020-10-19,13.91304
2020-10-20,13.50114
2020-10-21,12.76887
2020-10-22,11.80778
2020-10-23,14.73684
2020-10-24,4.62242
2020-10-25,4.62242
2020-10-26,13.59267
2020-10-27,12.54004
2020-10-28,13.77574
2020-10-29,12.35697
2020-10-30,11.53318
2020-10-31,3.70709
2020-11-01,4.80549
2020-11-02,13.68421
2020-11-03,12.54004
2020-11-04,13.13501
2020-11-05,14.18764
2020-11-06,13.59267
2020-11-07,5.44622
2020-11-08,4.43935
2020-11-09,16.47597
2020-11-10,17.16247
2020-11-11,18.03203
2020-11-12,16.65903
2020-11-13,13.22654
2020-11-14,3.52402
2020-11-15,5.44622
2020-11-16,19.67963
2020-11-17,20.04576
2020-11-18,17.62013
2020-11-19,16.06407
2020-11-20,15.83524
2020-11-21,4.98855
2020-11-22,6.08695
2020-11-23,21.64759
2020-11-24,20.86956
2020-11-25,21.00686
2020-11-26,20.27459
2020-11-27,17.75743
2020-11-28,7.27688
2020-11-29,8.23798
2020-11-30,22.56292
2020-12-01,21.32723
2020-12-02,25.35469
2020-12-03,25.30892
2020-12-04,26.13272
2020-12-05,8.74141
2020-12-06,9.06178
2020-12-07,27.91762
2020-12-08,24.16475
2020-12-09,27.27688
2020-12-10,24.98855
2020-12-11,24.30205
2020-12-12,7.50572
2020-12-13,9.42791
2020-12-14,20.41189
2020-12-15,21.92219
2020-12-16,21.60183
2020-12-17,19.7254
2020-12-18,20.32036
2020-12-19,8.87871
2020-12-20,8.46681
2020-12-21,26.72768
2020-12-22,27.50572
2020-12-23,22.24256
2020-12-24,23.52402
2020-12-25,7.73455
2020-12-26,7.96338
2020-12-27,10.20594
2020-12-28,34.6453
2020-12-29,27.96338
2020-12-30,29.19908
2020-12-31,18.12356
2021-01-01,10.61784
2021-01-02,10.61784
2021-01-03,12.76887
2021-01-04,48.83295
2021-01-05,36.79633
2021-01-06,37.89473
2021-01-07,34.2334
2021-01-08,42.01372
2021-01-09,18.3524
2021-01-10,19.26773
2021-01-11,56.7048
2021-01-12,37.20823
2021-01-13,34.46224
2021-01-14,34.73684
2021-01-15,29.10755
2021-01-16,11.07551
2021-01-17,10.84668
2021-01-18,29.79405
2021-01-19,30.25171
2021-01-20,29.56521
2021-01-21,30.02288
2021-01-22,30.43478
2021-01-23,10.75514
2021-01-24,13.91304
2021-01-25,33.13501
2021-01-26,33.04347
2021-01-27,28.69565
2021-01-28,27.13958
2021-01-29,27.45995
2021-01-30,9.01601
2021-01-31,8.78718
2021-02-01,27.27688
2021-02-02,25.44622
2021-02-03,22.97482
2021-02-04,20.27459
2021-02-05,23.38672
2021-02-06,8.00915
2021-02-07,8.42105
2021-02-08,24.48512
2021-02-09,21.60183
2021-02-10,22.05949
2021-02-11,8.32951
2021-02-12,10.16018
2021-02-13,9.70251
2021-02-14,11.25858
2021-02-15,36.88787
2021-02-16,34.6453
2021-02-17,32.26544
2021-02-18,27.23112
2021-02-19,24.57665
2021-02-20,10.93821
2021-02-21,10.75514
2021-02-22,31.48741
2021-02-23,27.87185
2021-02-24,29.56521
2021-02-25,32.72311
2021-02-26,27.36842
2021-02-27,8.69565
2021-02-28,9.65675
2021-03-01,15.42334
2021-03-02,31.12128
2021-03-03,30.16018
2021-03-04,29.10755
2021-03-05,36.33867
2021-03-06,14.05034
2021-03-07,22.60869
2021-03-08,65.90389
2021-03-09,100.0
2021-03-10,75.83524
2021-03-11,31.16704
2021-03-12,31.57894
2021-03-13,10.16018
2021-03-14,8.60411
2021-03-15,24.16475
2021-03-16,21.73913
2021-03-17,21.23569
2021-03-18,26.68192
2021-03-19,24.21052
2021-03-20,7.27688
2021-03-21,8.51258
2021-03-22,22.74599
2021-03-23,20.04576
2021-03-24,17.62013
2021-03-25,18.94736
2021-03-26,18.627
2021-03-27,4.53089
2021-03-28,7.41418
2021-03-29,19.35926
2021-03-30,19.0389
2021-03-31,17.43707
2021-04-01,19.63386
2021-04-02,19.8627
2021-04-03,8.23798
2021-04-04,7.45995
2021-04-05,21.87643
2021-04-06,23.24942
2021-04-07,24.07322
2021-04-08,22.47139
2021-04-09,20.64073
2021-04-10,7.96338
2021-04-11,8.00915
2021-04-12,22.83752
2021-04-13,24.16475
2021-04-14,23.56979
2021-04-15,24.25629
2021-04-16,25.49199
2021-04-17,8.87871
2021-04-18,8.64988
2021-04-19,24.66819
2021-04-20,22.56292
2021-04-21,25.26315
2021-04-22,23.70709
2021-04-23,23.70709
2021-04-24,8.37528
2021-04-25,9.10755
2021-04-26,28.55835
2021-04-27,41.37299
2021-04-28,63.84439
2021-04-29,37.8032
2021-04-30,24.48512
2021-05-01,9.33638
2021-05-02,7.04805
2021-05-03,25.62929
2021-05-04,18.53546
2021-05-05,7.55148
2021-05-06,21.96796
2021-05-07,23.20366
2021-05-08,6.17848
2021-05-09,4.85125
2021-05-10,22.60869
2021-05-11,21.92219
2021-05-12,18.4897
2021-05-13,17.16247
2021-05-14,17.5286
2021-05-15,7.27688
2021-05-16,7.50572
2021-05-17,17.48283
2021-05-18,15.14874
2021-05-19,7.87185
2021-05-20,18.627
2021-05-21,17.02517
2021-05-22,4.30205
2021-05-23,3.79862
2021-05-24,18.85583
2021-05-25,14.7826
2021-05-26,16.61327
2021-05-27,13.72997
2021-05-28,13.45537
2021-05-29,5.21739
2021-05-30,4.25629
2021-05-31,15.56064
2021-06-01,15.51487
2021-06-02,16.5675
2021-06-03,16.47597
2021-06-04,14.9199
2021-06-05,4.11899
2021-06-06,4.89702
2021-06-07,17.89473
2021-06-08,15.14874
2021-06-09,14.9199
2021-06-10,14.87414
2021-06-11,14.6453
2021-06-12,4.21052
2021-06-13,4.16475
2021-06-14,17.02517
2021-06-15,14.46224
2021-06-16,14.00457
2021-06-17,14.14187
2021-06-18,12.81464
2021-06-19,4.25629
2021-06-20,5.17162
2021-06-21,16.47597
2021-06-22,14.69107
2021-06-23,16.2929
2021-06-24,17.34553
2021-06-25,14.69107
2021-06-26,4.25629
2021-06-27,5.40045
2021-06-28,17.20823
2021-06-29,14.00457
2021-06-30,14.96567
2021-07-01,17.254
2021-07-02,14.7826
2021-07-03,4.07322
2021-07-04,4.30205
2021-07-05,18.0778
2021-07-06,14.59954
2021-07-07,17.16247
2021-07-08,22.47139
2021-07-09,21.60183
2021-07-10,5.58352
2021-07-11,4.75972
2021-07-12,19.90846
2021-07-13,18.26086
