date,코인시세
2020-03-20,3.43824
2020-03-21,2.28497
2020-03-22,1.92929
2020-03-23,2.87777
2020-03-24,3.05022
2020-03-25,2.97477
2020-03-26,2.8131
2020-03-27,2.68376
2020-03-28,2.04785
2020-03-29,1.95085
2020-03-30,2.42509
2020-03-31,2.82388
2020-04-01,2.13408
2020-04-02,1.90773
2020-04-03,1.82151
2020-04-04,1.1856
2020-04-05,1.11015
2020-04-06,1.89696
2020-04-07,1.90773
2020-04-08,1.65984
2020-04-09,1.41194
2020-04-10,1.54128
2020-04-11,1.0347
2020-04-12,0.94848
2020-04-13,1.22871
2020-04-14,1.15326
2020-04-15,0.82992
2020-04-16,1.17482
2020-04-17,1.06704
2020-04-18,0.9377
2020-04-19,1.05626
2020-04-20,1.14248
2020-04-21,1.20715
2020-04-22,1.3796
2020-04-23,1.23949
2020-04-24,1.06704
2020-04-25,0.98081
2020-04-26,0.82992
2020-04-27,1.55205
2020-04-28,1.25026
2020-04-29,1.2826
2020-04-30,1.7784
2020-05-01,1.20715
2020-05-02,0.82992
2020-05-03,1.0347
2020-05-04,1.2826
2020-05-05,0.94848
2020-05-06,1.1856
2020-05-07,1.12093
2020-05-08,1.23949
2020-05-09,0.95925
2020-05-10,1.15326
2020-05-11,1.47661
2020-05-12,1.96162
2020-05-13,1.33649
2020-05-14,1.47661
2020-05-15,0.94848
2020-05-16,0.90536
2020-05-17,0.92692
2020-05-18,1.20715
2020-05-19,1.09937
2020-05-20,1.26104
2020-05-21,1.16404
2020-05-22,1.12093
2020-05-23,0.85147
2020-05-24,0.63591
2020-05-25,1.12093
2020-05-26,1.09937
2020-05-27,0.88381
2020-05-28,0.67902
2020-05-29,0.90536
2020-05-30,0.74369
2020-05-31,0.88381
2020-06-01,0.98081
2020-06-02,0.94848
2020-06-03,1.27182
2020-06-04,1.08859
2020-06-05,1.23949
2020-06-06,0.73291
2020-06-07,0.98081
2020-06-08,0.99159
2020-06-09,1.26104
2020-06-10,0.92692
2020-06-11,0.99159
2020-06-12,1.1317
2020-06-13,0.52813
2020-06-14,0.64669
2020-06-15,1.55205
2020-06-16,1.19637
2020-06-17,0.99159
2020-06-18,0.6898
2020-06-19,0.80836
2020-06-20,0.62513
2020-06-21,0.65746
2020-06-22,1.06704
2020-06-23,1.05626
2020-06-24,1.34727
2020-06-25,0.84069
2020-06-26,0.82992
2020-06-27,0.64669
2020-06-28,0.57124
2020-06-29,0.72213
2020-06-30,0.84069
2020-07-01,0.91614
2020-07-02,0.92692
2020-07-03,0.67902
2020-07-04,0.67902
2020-07-05,0.58202
2020-07-06,0.94848
2020-07-07,0.84069
2020-07-08,0.97003
2020-07-09,0.86225
2020-07-10,1.00237
2020-07-11,0.5928
2020-07-12,0.56046
2020-07-13,0.89458
2020-07-14,0.95925
2020-07-15,0.82992
2020-07-16,0.9377
2020-07-17,0.77602
2020-07-18,0.4419
2020-07-19,0.54968
2020-07-20,0.6898
2020-07-21,0.87303
2020-07-22,0.64669
2020-07-23,0.77602
2020-07-24,0.87303
2020-07-25,0.57124
2020-07-26,0.97003
2020-07-27,1.17482
2020-07-28,1.33649
2020-07-29,1.69217
2020-07-30,1.48738
2020-07-31,1.15326
2020-08-01,1.45505
2020-08-02,2.83466
2020-08-03,1.94007
2020-08-04,1.96162
2020-08-05,2.01552
2020-08-06,1.36882
2020-08-07,1.60594
2020-08-08,1.02392
2020-08-09,0.99159
2020-08-10,1.65984
2020-08-11,1.85384
2020-08-12,1.55205
2020-08-13,1.74606
2020-08-14,1.70295
2020-08-15,1.54128
2020-08-16,1.20715
2020-08-17,1.26104
2020-08-18,1.51972
2020-08-19,1.45505
2020-08-20,1.45505
2020-08-21,1.32571
2020-08-22,1.08859
2020-08-23,1.08859
2020-08-24,1.29338
2020-08-25,1.36882
2020-08-26,1.54128
2020-08-27,1.46583
2020-08-28,1.25026
2020-08-29,0.92692
2020-08-30,0.87303
2020-08-31,1.40116
2020-09-01,1.7245
2020-09-02,1.89696
2020-09-03,1.76762
2020-09-04,2.09096
2020-09-05,1.36882
2020-09-06,1.6275
2020-09-07,1.86462
2020-09-08,1.64906
2020-09-09,1.67061
2020-09-10,1.34727
2020-09-11,1.33649
2020-09-12,0.95925
2020-09-13,1.21793
2020-09-14,1.50894
2020-09-15,1.46583
2020-09-16,1.60594
2020-09-17,1.11015
2020-09-18,1.20715
2020-09-19,1.29338
2020-09-20,1.17482
2020-09-21,1.20715
2020-09-22,1.45505
2020-09-23,1.78917
2020-09-24,1.47661
2020-09-25,1.21793
2020-09-26,0.65746
2020-09-27,0.52813
2020-09-28,1.08859
2020-09-29,1.15326
2020-09-30,0.87303
2020-10-01,1.32571
2020-10-02,1.11015
2020-10-03,1.01314
2020-10-04,0.62513
2020-10-05,0.7868
2020-10-06,1.02392
2020-10-07,1.08859
2020-10-08,0.87303
2020-10-09,0.76525
2020-10-10,0.6898
2020-10-11,0.85147
2020-10-12,0.75447
2020-10-13,0.98081
2020-10-14,1.0347
2020-10-15,1.04548
2020-10-16,0.89458
2020-10-17,0.64669
2020-10-18,0.64669
2020-10-19,0.95925
2020-10-20,1.09937
2020-10-21,0.95925
2020-10-22,1.51972
2020-10-23,1.30416
2020-10-24,0.86225
2020-10-25,0.91614
2020-10-26,0.95925
2020-10-27,1.1856
2020-10-28,1.36882
2020-10-29,1.20715
2020-10-30,1.1856
2020-10-31,0.94848
2020-11-01,0.92692
2020-11-02,1.05626
2020-11-03,1.19637
2020-11-04,1.26104
2020-11-05,1.60594
2020-11-06,2.44664
2020-11-07,1.17482
2020-11-08,1.34727
2020-11-09,1.58439
2020-11-10,1.68139
2020-11-11,1.55205
2020-11-12,1.40116
2020-11-13,1.7245
2020-11-14,1.14248
2020-11-15,1.01314
2020-11-16,1.2826
2020-11-17,1.8754
2020-11-18,3.41668
2020-11-19,2.73765
2020-11-20,2.51131
2020-11-21,2.9101
2020-11-22,2.70532
2020-11-23,3.92325
2020-11-24,6.42379
2020-11-25,4.99029
2020-11-26,6.72558
2020-11-27,4.41905
2020-11-28,3.59991
2020-11-29,3.17956
2020-11-30,3.81547
2020-12-01,5.3352
2020-12-02,4.03104
2020-12-03,3.89092
2020-12-04,3.56757
2020-12-05,2.79154
2020-12-06,3.45979
2020-12-07,2.94244
2020-12-08,2.57598
2020-12-09,2.79154
2020-12-10,2.55442
2020-12-11,2.32808
2020-12-12,2.3173
2020-12-13,2.7161
2020-12-14,2.55442
2020-12-15,1.95085
2020-12-16,2.15563
2020-12-17,5.49687
2020-12-18,4.45139
2020-12-19,3.26579
2020-12-20,4.21427
2020-12-21,3.76158
2020-12-22,2.2203
2020-12-23,3.24423
2020-12-24,3.51368
2020-12-25,2.2203
2020-12-26,2.86699
2020-12-27,5.5292
2020-12-28,4.00948
2020-12-29,3.33045
2020-12-30,3.54602
2020-12-31,3.12567
2021-01-01,3.02866
2021-01-02,3.43824
2021-01-03,6.25134
2021-01-04,8.32075
2021-01-05,4.85018
2021-01-06,5.31364
2021-01-07,7.86807
2021-01-08,7.7064
2021-01-09,5.72321
2021-01-10,6.31601
2021-01-11,12.57814
2021-01-12,9.35546
2021-01-13,5.59387
2021-01-14,4.62384
2021-01-15,4.73162
2021-01-16,3.78314
2021-01-17,3.76158
2021-01-18,4.37594
2021-01-19,3.56757
2021-01-20,3.82625
2021-01-21,4.47294
2021-01-22,6.5208
2021-01-23,3.88014
2021-01-24,3.20112
2021-01-25,3.36279
2021-01-26,3.67536
2021-01-27,3.76158
2021-01-28,3.11489
2021-01-29,3.58913
2021-01-30,3.17956
2021-01-31,4.25738
2021-02-01,6.58547
2021-02-02,4.88251
2021-02-03,4.55917
2021-02-04,4.52683
2021-02-05,3.91248
2021-02-06,3.71847
2021-02-07,3.71847
2021-02-08,5.69088
2021-02-09,9.16145
2021-02-10,6.47768
2021-02-11,5.46453
2021-02-12,6.17589
2021-02-13,7.27527
2021-02-14,7.01659
2021-02-15,9.37702
2021-02-16,6.99504
2021-02-17,10.82129
2021-02-18,20.3061
2021-02-19,15.24035
2021-02-20,24.50959
2021-02-21,14.44276
2021-02-22,21.48092
2021-02-23,27.85082
2021-02-24,18.77559
2021-02-25,12.39491
2021-02-26,11.17697
2021-02-27,7.71718
2021-02-28,9.32312
2021-03-01,10.14227
2021-03-02,8.97822
2021-03-03,9.7327
2021-03-04,8.53632
2021-03-05,7.54472
2021-03-06,5.78788
2021-03-07,5.1843
2021-03-08,6.91959
2021-03-09,9.56025
2021-03-10,10.39017
2021-03-11,10.46561
2021-03-12,11.16619
2021-03-13,11.72666
2021-03-14,21.36236
2021-03-15,17.01875
2021-03-16,16.8463
2021-03-17,17.76244
2021-03-18,14.36732
2021-03-19,13.03082
2021-03-20,13.84996
2021-03-21,13.95774
2021-03-22,15.02478
2021-03-23,29.73701
2021-03-24,14.50743
2021-03-25,17.30976
2021-03-26,11.25242
2021-03-27,8.68721
2021-03-28,8.71955
2021-03-29,11.73744
2021-03-30,13.32183
2021-03-31,16.33972
2021-04-01,18.10735
2021-04-02,23.90601
2021-04-03,20.02586
2021-04-04,18.40913
2021-04-05,28.40051
2021-04-06,34.10217
2021-04-07,70.04742
2021-04-08,44.31989
2021-04-09,26.25565
2021-04-10,18.60314
2021-04-11,19.49773
2021-04-12,20.68333
2021-04-13,20.57555
2021-04-14,25.47962
2021-04-15,22.19228
2021-04-16,27.63526
2021-04-17,24.53114
2021-04-18,40.86009
2021-04-19,52.15563
2021-04-20,58.7411
2021-04-21,44.50312
2021-04-22,44.97736
2021-04-23,96.41086
2021-04-24,53.38435
2021-04-25,37.37874
2021-04-26,48.95451
2021-04-27,38.31644
2021-04-28,32.34533
2021-04-29,25.87842
2021-04-30,20.33843
2021-05-01,17.2882
2021-05-02,17.16964
2021-05-03,21.77193
2021-05-04,25.91075
2021-05-05,26.91312
2021-05-06,30.12502
2021-05-07,31.00883
2021-05-08,23.25932
2021-05-09,29.23043
2021-05-10,33.08902
2021-05-11,37.87454
2021-05-12,25.21017
2021-05-13,63.61284
2021-05-14,38.14399
2021-05-15,24.73593
2021-05-16,24.49881
2021-05-17,64.61521
2021-05-18,36.19314
2021-05-19,80.86872
2021-05-20,89.23259
2021-05-21,56.53158
2021-05-22,59.67881
2021-05-23,59.96982
2021-05-24,84.12373
2021-05-25,54.69928
2021-05-26,40.1164
2021-05-27,34.68419
2021-05-28,35.2231
2021-05-29,31.80642
2021-05-30,31.34296
2021-05-31,32.45311
2021-06-01,30.46992
2021-06-02,24.02457
2021-06-03,22.68807
2021-06-04,23.12998
2021-06-05,17.20198
2021-06-06,19.7133
2021-06-07,20.27376
2021-06-08,34.7812
2021-06-09,30.99805
2021-06-10,22.68807
2021-06-11,19.53007
2021-06-12,21.77193
2021-06-13,17.97801
2021-06-14,21.55636
2021-06-15,16.74929
2021-06-16,16.19961
2021-06-17,14.4751
2021-06-18,14.35654
2021-06-19,15.28346
2021-06-20,14.31342
2021-06-21,27.79693
2021-06-22,39.92239
2021-06-23,29.15499
2021-06-24,20.19831
2021-06-25,15.53136
2021-06-26,16.86785
2021-06-27,13.9793
2021-06-28,15.96249
2021-06-29,16.39361
2021-06-30,13.99008
2021-07-01,17.37443
2021-07-02,10.79974
2021-07-03,8.21297
2021-07-04,9.45246
2021-07-05,11.856
2021-07-06,9.65725
2021-07-07,10.68118
2021-07-08,11.98534
2021-07-09,11.41409
2021-07-10,7.37227
2021-07-11,7.05971
2021-07-12,8.18064
2021-07-13,9.04289
2021-07-14,11.38176
2021-07-15,10.12071
2021-07-16,10.85363
2021-07-17,7.98663
2021-07-18,7.86807
2021-07-19,10.84285
2021-07-20,16.11338
2021-07-21,13.42961
2021-07-22,11.16619
2021-07-23,8.75188
2021-07-24,6.85492
2021-07-25,6.53158
2021-07-26,12.9446
2021-07-27,11.44643
2021-07-28,10.1746
2021-07-29,8.81655
2021-07-30,8.09441
2021-07-31,6.31601
2021-08-01,6.84414
2021-08-02,7.97585
2021-08-03,7.84651
2021-08-04,7.29683
2021-08-05,7.54472
2021-08-06,6.99504
2021-08-07,8.87044
2021-08-08,9.64647
2021-08-09,10.16382
2021-08-10,9.80814
2021-08-11,11.55421
2021-08-12,13.83918
2021-08-13,11.18775
2021-08-14,11.47876
2021-08-15,10.81051
2021-08-16,12.90148
2021-08-17,18.91571
2021-08-18,13.86074
2021-08-19,11.7051
2021-08-20,11.57577
2021-08-21,8.93511
2021-08-22,7.77107
2021-08-23,12.67514
2021-08-24,11.88833
2021-08-25,13.68829
2021-08-26,12.43802
2021-08-27,10.59495
2021-08-28,6.72558
2021-08-29,7.3615
2021-08-30,9.05367
2021-08-31,9.12912
2021-09-01,8.19142
2021-09-02,9.50635
2021-09-03,9.5818
2021-09-04,8.52554
2021-09-05,7.7064
2021-09-06,10.71351
2021-09-07,14.04397
2021-09-08,29.78012
2021-09-09,12.24401
2021-09-10,9.59258
2021-09-11,7.92196
2021-09-12,6.74714
2021-09-13,10.74585
2021-09-14,8.99978
2021-09-15,7.68484
2021-09-16,7.73873
2021-09-17,7.99741
2021-09-18,5.96033
2021-09-19,5.78788
2021-09-20,15.27268
2021-09-21,13.70985
2021-09-22,14.01164
2021-09-23,11.82366
2021-09-24,13.61284
2021-09-25,12.28713
2021-09-26,9.74347
2021-09-27,9.90515
2021-09-28,10.61651
2021-09-29,11.40331
2021-09-30,8.55787
2021-10-01,10.23927
2021-10-02,8.78422
2021-10-03,7.3615
2021-10-04,8.43931
2021-10-05,12.98771
2021-10-06,13.69907
2021-10-07,11.3602
2021-10-08,9.66803
2021-10-09,7.59862
2021-10-10,7.1136
2021-10-11,8.81655
2021-10-12,15.21879
2021-10-13,12.95537
2021-10-14,8.45009
2021-10-15,12.30868
2021-10-16,10.14227
2021-10-17,7.33994
2021-10-18,10.56262
2021-10-19,9.10756
2021-10-20,10.4225
2021-10-21,13.75296
2021-10-22,10.04526
2021-10-23,7.08126
2021-10-24,6.66091
2021-10-25,8.56865
2021-10-26,8.57943
2021-10-27,14.50743
2021-10-28,11.02608
2021-10-29,8.90278
2021-10-30,7.24294
2021-10-31,7.39383
2021-11-01,9.38779
2021-11-02,9.65725
2021-11-03,9.086
2021-11-04,9.01056
2021-11-05,7.28605
2021-11-06,4.95796
2021-11-07,5.38909
2021-11-08,8.989
2021-11-09,10.70273
2021-11-10,9.2369
2021-11-11,9.18301
2021-11-12,8.22375
2021-11-13,6.00344
2021-11-14,5.74477
2021-11-15,9.49558
2021-11-16,14.02241
2021-11-17,12.02845
2021-11-18,12.24401
2021-11-19,12.03923
2021-11-20,7.14593
2021-11-21,6.21901
2021-11-22,9.18301
2021-11-23,9.68958
2021-11-24,9.57102
2021-11-25,11.02608
2021-11-26,15.05712
2021-11-27,11.27398
2021-11-28,12.17934
2021-11-29,12.25479
2021-11-30,11.10153
2021-12-01,10.56262
2021-12-02,12.83681
2021-12-03,9.28001
2021-12-04,45.08514
2021-12-05,22.62341
2021-12-06,28.76697
2021-12-07,20.60788
2021-12-08,15.25113
2021-12-09,15.60681
2021-12-10,14.37809
2021-12-11,10.25005
2021-12-12,9.68958
2021-12-13,14.41043
2021-12-14,21.38391
2021-12-15,17.27743
2021-12-16,15.05712
2021-12-17,11.90989
2021-12-18,9.47402
2021-12-19,8.71955
2021-12-20,13.0416
2021-12-21,12.42724
2021-12-22,10.73507
2021-12-23,10.72429
2021-12-24,10.25005
2021-12-25,6.74714
2021-12-26,7.84651
2021-12-27,9.3339
2021-12-28,10.25005
2021-12-29,13.33261
2021-12-30,11.25242
2021-12-31,8.65488
2022-01-01,10.92907
2022-01-02,8.08363
2022-01-03,9.79737
2022-01-04,10.01293
2022-01-05,9.80814
2022-01-06,17.66544
2022-01-07,15.40202
2022-01-08,10.77818
2022-01-09,11.47876
2022-01-10,15.54214
2022-01-11,15.53136
2022-01-12,12.21168
2022-01-13,10.30394
2022-01-14,11.45721
2022-01-15,7.8034
2022-01-16,8.61176
2022-01-17,8.97822
2022-01-18,10.75662
2022-01-19,11.41409
2022-01-20,8.78422
2022-01-21,15.68225
2022-01-22,24.68204
2022-01-23,19.55162
2022-01-24,23.58266
2022-01-25,21.76115
2022-01-26,16.5984
2022-01-27,16.46906
2022-01-28,12.00689
2022-01-29,9.03211
2022-01-30,8.83811
2022-01-31,8.84888
2022-02-01,8.71955
2022-02-02,9.30157
2022-02-03,11.48954
2022-02-04,9.3339
2022-02-05,12.49191
2022-02-06,10.54106
2022-02-07,12.61047
2022-02-08,16.65229
2022-02-09,13.59129
2022-02-10,12.00689
2022-02-11,10.23927
2022-02-12,10.37939
2022-02-13,9.086
2022-02-14,13.0416
2022-02-15,10.92907
2022-02-16,10.41172
2022-02-17,10.25005
2022-02-18,12.01767
2022-02-19,10.1746
2022-02-20,13.59129
2022-02-21,14.25953
2022-02-22,18.54925
2022-02-23,12.05001
2022-02-24,22.03061
2022-02-25,14.98167
2022-02-26,10.77818
2022-02-27,11.1123
2022-02-28,12.70748
2022-03-01,16.60918
2022-03-02,14.58288
2022-03-03,12.00689
2022-03-04,10.75662
2022-03-05,8.95667
2022-03-06,8.92433
2022-03-07,11.6081
2022-03-08,9.79737
2022-03-09,9.35546
2022-03-10,11.5111
2022-03-11,9.53869
2022-03-12,7.25371
2022-03-13,6.94115
2022-03-14,8.70877
2022-03-15,8.55787
2022-03-16,9.06445
2022-03-17,9.04289
2022-03-18,8.23453
2022-03-19,8.37464
2022-03-20,7.42616
2022-03-21,7.65251
2022-03-22,9.52791
2022-03-23,9.02134
2022-03-24,7.9004
2022-03-25,9.1399
2022-03-26,6.82259
2022-03-27,7.94352
2022-03-28,11.75899
2022-03-29,10.96141
2022-03-30,10.44406
2022-03-31,10.19616
2022-04-01,8.28842
2022-04-02,6.25134
2022-04-03,6.28368
2022-04-04,10.61651
2022-04-05,8.38542
2022-04-06,12.15779
2022-04-07,10.5195
2022-04-08,7.31838
2022-04-09,5.61543
2022-04-10,4.72084
2022-04-11,9.39857
2022-04-12,10.0776
2022-04-13,6.9627
2022-04-14,5.93877
2022-04-15,6.66091
2022-04-16,4.80707
2022-04-17,4.7424
2022-04-18,9.3339
2022-04-19,6.69325
2022-04-20,6.51002
2022-04-21,6.7148
2022-04-22,6.122
2022-04-23,5.20586
2022-04-24,4.72084
2022-04-25,8.65488
2022-04-26,6.87648
2022-04-27,8.43931
2022-04-28,6.54235
2022-04-29,6.91959
2022-04-30,5.80944
2022-05-01,8.94589
2022-05-02,6.73636
2022-05-03,6.17589
2022-05-04,6.5208
2022-05-05,6.63936
2022-05-06,11.58654
2022-05-07,6.01422
2022-05-08,7.69562
2022-05-09,12.63203
2022-05-10,18.15046
2022-05-11,22.45095
2022-05-12,50.16167
2022-05-13,46.08751
2022-05-14,23.37788
2022-05-15,15.68225
2022-05-16,18.73248
2022-05-17,14.75533
2022-05-18,13.52662
2022-05-19,15.81159
2022-05-20,11.24164
2022-05-21,8.25608
2022-05-22,7.73873
2022-05-23,10.08838
2022-05-24,12.34102
2022-05-25,9.81892
2022-05-26,11.19853
2022-05-27,10.37939
2022-05-28,6.95192
2022-05-29,6.85492
2022-05-30,9.77581
2022-05-31,9.71114
2022-06-01,7.28605
2022-06-02,8.01896
2022-06-03,6.77947
2022-06-04,5.70165
2022-06-05,4.66695
2022-06-06,7.04893
2022-06-07,8.67643
2022-06-08,7.91118
2022-06-09,6.63936
2022-06-10,6.35912
2022-06-11,7.19982
2022-06-12,13.64518
2022-06-13,23.80901
2022-06-14,24.59581
2022-06-15,20.54322
2022-06-16,16.36128
2022-06-17,18.04268
2022-06-18,15.6607
2022-06-19,21.4917
2022-06-20,19.40073
2022-06-21,14.48588
2022-06-22,13.52662
2022-06-23,11.94222
2022-06-24,11.17697
2022-06-25,8.19142
2022-06-26,6.97348
2022-06-27,9.32312
2022-06-28,9.74347
2022-06-29,11.33865
2022-06-30,12.53502
2022-07-01,13.07393
2022-07-02,7.82496
2022-07-03,7.3615
2022-07-04,10.06682
2022-07-05,9.94826
2022-07-06,9.40935
2022-07-07,7.84651
2022-07-08,8.51476
2022-07-09,5.99267
2022-07-10,5.39987
2022-07-11,7.73873
2022-07-12,7.1136
2022-07-13,7.92196
2022-07-14,7.53395
2022-07-15,6.79025
2022-07-16,7.3076
2022-07-17,5.6801
2022-07-18,9.5818
2022-07-19,9.47402
2022-07-20,9.16145
2022-07-21,10.03449
2022-07-22,8.75188
2022-07-23,5.76632
2022-07-24,4.91485
2022-07-25,7.07048
2022-07-26,6.9627
2022-07-27,6.7148
2022-07-28,8.56865
2022-07-29,8.989
2022-07-30,5.20586
2022-07-31,4.80707
2022-08-01,6.90881
2022-08-02,6.77947
2022-08-03,6.11123
2022-08-04,6.81181
2022-08-05,5.80944
2022-08-06,4.23582
2022-08-07,4.03104
2022-08-08,5.91722
2022-08-09,6.82259
2022-08-10,6.28368
2022-08-11,6.97348
