date,오늘의주식시황
2020-12-21,9.73236
2020-12-22,15.32846
2020-12-23,9.73236
2020-12-24,8.2725
2020-12-25,1.94647
2020-12-28,5.83941
2020-12-29,5.83941
2020-12-30,5.35279
2020-12-31,3.64963
2021-01-04,6.81265
2021-01-05,6.81265
2021-01-06,9.00243
2021-01-07,7.29927
2021-01-08,7.29927
2021-01-09,1.94647
2021-01-11,12.16545
2021-01-12,19.70802
2021-01-13,11.43552
2021-01-14,10.9489
2021-01-15,14.59854
2021-01-16,2.43309
2021-01-18,9.73236
2021-01-19,14.59854
2021-01-20,8.75912
2021-01-21,9.73236
2021-01-22,8.2725
2021-01-23,1.21654
2021-01-25,8.02919
2021-01-26,14.35523
2021-01-27,7.05596
2021-01-28,15.57177
2021-01-29,23.35766
2021-01-30,4.37956
2021-02-01,9.97566
2021-02-02,9.97566
2021-02-03,10.21897
2021-02-04,12.40875
2021-02-05,9.73236
2021-02-06,1.45985
2021-02-08,8.51581
2021-02-09,7.54257
2021-02-10,8.2725
2021-02-11,1.45985
2021-02-12,2.18978
2021-02-13,1.45985
2021-02-15,4.86618
2021-02-16,8.51581
2021-02-17,9.48905
2021-02-18,12.16545
2021-02-19,10.9489
2021-02-22,8.75912
2021-02-23,7.78588
2021-02-24,20.92457
2021-02-25,12.16545
2021-02-26,18.24817
2021-03-02,11.43552
2021-03-03,9.24574
2021-03-04,8.2725
2021-03-05,5.5961
2021-03-06,1.21654
2021-03-08,9.73236
2021-03-09,12.40875
2021-03-10,13.38199
2021-03-11,9.00243
2021-03-12,6.32603
2021-03-15,8.75912
2021-03-16,7.54257
2021-03-17,9.48905
2021-03-18,7.54257
2021-03-19,8.51581
2021-03-20,1.70316
2021-03-22,9.24574
2021-03-23,10.46228
2021-03-24,9.97566
2021-03-25,11.92214
2021-03-26,8.02919
2021-03-29,9.24574
2021-03-30,9.48905
2021-03-31,9.48905
2021-04-01,7.05596
2021-04-02,9.00243
2021-04-03,1.21654
2021-04-05,10.70559
2021-04-06,10.46228
2021-04-07,10.9489
2021-04-08,8.2725
2021-04-09,9.48905
2021-04-12,9.97566
2021-04-13,9.48905
2021-04-14,8.02919
2021-04-15,8.02919
2021-04-16,8.75912
2021-04-19,7.54257
2021-04-20,8.2725
2021-04-21,15.32846
2021-04-22,17.03163
2021-04-23,12.89537
2021-04-24,2.43309
2021-04-25,1.21654
2021-04-26,12.40875
2021-04-27,21.89781
2021-04-28,21.6545
2021-04-29,10.21897
2021-04-30,16.3017
2021-05-01,2.67639
2021-05-02,2.67639
2021-05-03,19.22141
2021-05-04,19.22141
2021-05-05,3.64963
2021-05-06,27.73722
2021-05-07,15.57177
2021-05-08,1.21654
2021-05-10,15.81508
2021-05-11,18.00486
2021-05-12,24.81751
2021-05-13,27.00729
2021-05-14,17.27493
2021-05-17,24.08759
2021-05-18,20.92457
2021-05-19,2.9197
2021-05-20,18.9781
2021-05-21,18.73479
2021-05-22,3.64963
2021-05-24,22.62773
2021-05-25,23.35766
2021-05-26,24.81751
2021-05-27,24.08759
2021-05-28,25.54744
2021-05-29,1.45985
2021-05-31,10.9489
2021-06-01,15.57177
2021-06-02,20.43795
2021-06-03,13.6253
2021-06-04,9.48905
2021-06-05,2.67639
2021-06-07,12.89537
2021-06-08,12.40875
2021-06-09,13.38199
2021-06-10,16.05839
2021-06-11,15.57177
2021-06-14,17.76155
2021-06-15,18.24817
2021-06-16,18.73479
2021-06-17,23.11435
2021-06-18,14.59854
2021-06-19,2.18978
2021-06-21,21.41119
2021-06-22,19.70802
2021-06-23,15.81508
2021-06-24,15.32846
2021-06-25,20.43795
2021-06-26,1.70316
2021-06-28,19.70802
2021-06-29,12.40875
2021-06-30,7.54257
2021-07-01,9.00243
2021-07-02,5.35279
2021-07-03,1.45985
2021-07-05,7.05596
2021-07-06,5.83941
2021-07-07,7.05596
2021-07-08,7.78588
2021-07-09,11.92214
2021-07-12,6.32603
2021-07-13,6.08272
2021-07-14,6.56934
2021-07-15,4.86618
2021-07-16,6.08272
2021-07-19,10.9489
2021-07-20,13.13868
2021-07-21,10.9489
2021-07-22,10.9489
2021-07-23,10.21897
2021-07-24,1.70316
2021-07-26,8.02919
2021-07-27,7.54257
2021-07-28,6.81265
2021-07-29,9.97566
2021-07-30,10.9489
2021-07-31,1.94647
2021-08-02,7.54257
2021-08-03,6.08272
2021-08-04,9.73236
2021-08-05,7.78588
2021-08-06,8.75912
2021-08-07,1.45985
2021-08-09,7.05596
2021-08-10,11.19221
2021-08-11,11.19221
2021-08-12,10.9489
2021-08-13,20.19464
2021-08-14,3.16301
2021-08-15,1.45985
2021-08-16,4.13625
2021-08-17,13.13868
2021-08-18,9.73236
2021-08-19,17.27493
2021-08-20,18.49148
2021-08-21,2.43309
2021-08-23,8.2725
2021-08-24,9.00243
2021-08-25,10.70559
2021-08-26,10.9489
2021-08-27,10.9489
2021-08-28,2.67639
2021-08-30,9.73236
2021-08-31,10.9489
2021-09-01,9.97566
2021-09-02,9.97566
2021-09-03,13.6253
2021-09-04,1.45985
2021-09-05,1.21654
2021-09-06,8.2725
2021-09-07,7.78588
2021-09-08,12.65206
2021-09-09,11.67883
2021-09-10,11.92214
2021-09-11,2.67639
2021-09-13,7.78588
2021-09-14,7.78588
2021-09-15,8.75912
2021-09-16,8.02919
2021-09-17,7.54257
2021-09-18,1.45985
2021-09-21,2.67639
2021-09-22,1.94647
2021-09-23,11.43552
2021-09-24,8.51581
2021-09-26,1.21654
2021-09-27,6.81265
2021-09-28,15.32846
2021-09-29,18.73479
2021-09-30,13.86861
2021-10-01,12.89537
2021-10-02,2.67639
2021-10-04,5.83941
2021-10-05,15.57177
2021-10-06,21.6545
2021-10-07,16.3017
2021-10-08,16.05839
2021-10-09,2.43309
2021-10-10,1.21654
2021-10-11,3.89294
2021-10-12,15.57177
2021-10-13,11.43552
2021-10-14,11.92214
2021-10-15,12.89537
2021-10-16,1.45985
2021-10-18,11.67883
2021-10-19,9.73236
2021-10-20,11.67883
2021-10-21,10.21897
2021-10-22,10.70559
2021-10-23,1.21654
2021-10-25,8.75912
2021-10-26,10.21897
2021-10-27,7.78588
2021-10-28,11.92214
2021-10-29,18.9781
2021-10-30,4.37956
2021-11-01,14.11192
2021-11-02,14.11192
2021-11-03,20.19464
2021-11-04,16.78832
2021-11-05,13.86861
2021-11-06,1.45985
2021-11-07,1.45985
2021-11-08,17.51824
2021-11-09,11.19221
2021-11-10,18.73479
2021-11-11,16.3017
2021-11-12,11.92214
2021-11-13,1.94647
2021-11-14,2.18978
2021-11-15,10.70559
2021-11-16,12.89537
2021-11-17,16.78832
2021-11-18,40.6326
2021-11-19,9.24574
2021-11-20,1.45985
2021-11-21,1.94647
2021-11-22,9.73236
2021-11-23,12.89537
2021-11-24,10.9489
2021-11-25,16.54501
2021-11-26,24.5742
2021-11-27,3.64963
2021-11-28,1.70316
2021-11-29,21.6545
2021-11-30,42.33576
2021-12-01,16.78832
2021-12-02,15.32846
2021-12-03,10.21897
2021-12-04,1.45985
2021-12-05,1.45985
2021-12-06,12.16545
2021-12-07,8.75912
2021-12-08,13.6253
2021-12-09,11.43552
2021-12-10,10.21897
2021-12-11,2.18978
2021-12-13,8.75912
2021-12-14,10.21897
2021-12-15,8.75912
2021-12-16,10.9489
2021-12-17,9.24574
2021-12-20,17.51824
2021-12-21,11.67883
2021-12-22,9.00243
2021-12-23,9.00243
2021-12-24,9.24574
2021-12-25,1.45985
2021-12-27,9.73236
2021-12-28,12.65206
2021-12-29,11.67883
2021-12-30,10.21897
2021-12-31,39.17274
2022-01-01,2.18978
2022-01-03,50.85158
2022-01-04,13.13868
2022-01-05,49.87834
2022-01-06,27.98053
2022-01-07,10.9489
2022-01-08,2.9197
2022-01-10,23.11435
2022-01-11,18.9781
2022-01-12,42.82238
2022-01-13,14.35523
2022-01-14,21.16788
2022-01-15,2.9197
2022-01-16,2.43309
2022-01-17,16.3017
2022-01-18,20.68126
2022-01-19,19.46472
2022-01-20,15.32846
2022-01-21,21.89781
2022-01-22,3.89294
2022-01-23,2.43309
2022-01-24,17.27493
2022-01-25,28.46715
2022-01-26,20.92457
2022-01-27,30.90024
2022-01-28,25.06082
2022-01-29,5.35279
2022-01-30,2.18978
2022-01-31,1.70316
2022-02-01,3.89294
2022-02-02,6.56934
2022-02-03,18.49148
2022-02-04,17.27493
2022-02-05,3.64963
2022-02-06,1.21654
2022-02-07,13.38199
2022-02-08,17.03163
2022-02-09,12.89537
2022-02-10,17.51824
2022-02-11,11.19221
2022-02-12,2.43309
2022-02-14,18.24817
2022-02-15,18.73479
2022-02-16,17.76155
2022-02-17,18.9781
2022-02-18,14.59854
2022-02-19,4.13625
2022-02-21,13.86861
2022-02-22,18.9781
2022-02-23,20.19464
2022-02-24,32.6034
2022-02-25,29.44038
2022-02-26,5.83941
2022-02-28,25.54744
2022-03-01,4.37956
2022-03-02,20.68126
2022-03-03,20.19464
2022-03-04,33.33333
2022-03-05,3.40632
2022-03-06,2.9197
2022-03-07,45.01216
2022-03-08,28.95377
2022-03-09,6.56934
2022-03-10,30.41362
2022-03-11,26.76399
2022-03-12,3.89294
2022-03-13,4.37956
2022-03-14,29.927
2022-03-15,22.14111
2022-03-16,25.79075
2022-03-17,24.5742
2022-03-18,26.27737
2022-03-19,5.5961
2022-03-20,1.70316
2022-03-21,32.6034
2022-03-22,26.03406
2022-03-23,25.06082
2022-03-24,31.38686
2022-03-25,19.95133
2022-03-26,5.5961
2022-03-27,1.70316
2022-03-28,17.51824
2022-03-29,19.46472
2022-03-30,17.76155
2022-03-31,16.3017
2022-04-01,22.38442
2022-04-02,3.89294
2022-04-03,1.45985
2022-04-04,13.6253
2022-04-05,14.35523
2022-04-06,20.43795
2022-04-07,23.11435
2022-04-08,14.84184
2022-04-09,3.16301
2022-04-10,1.70316
2022-04-11,14.84184
2022-04-12,17.27493
2022-04-13,14.11192
2022-04-14,13.38199
2022-04-15,15.81508
2022-04-16,3.64963
2022-04-17,1.21654
2022-04-18,12.16545
2022-04-19,14.11192
2022-04-20,13.86861
2022-04-21,12.89537
2022-04-22,15.08515
2022-04-23,3.16301
2022-04-24,1.70316
2022-04-25,26.03406
2022-04-26,10.46228
2022-04-27,27.73722
2022-04-28,14.35523
2022-04-29,12.89537
2022-04-30,4.62287
2022-05-01,2.18978
2022-05-02,10.9489
2022-05-03,14.35523
2022-05-04,16.3017
2022-05-05,4.37956
2022-05-06,20.43795
2022-05-07,2.43309
2022-05-08,1.45985
2022-05-09,16.3017
2022-05-10,23.60097
2022-05-11,12.16545
2022-05-12,26.03406
2022-05-13,19.22141
2022-05-14,2.9197
2022-05-15,1.21654
2022-05-16,12.16545
2022-05-17,14.84184
2022-05-18,13.38199
2022-05-19,18.9781
2022-05-20,15.81508
2022-05-21,3.89294
2022-05-23,12.89537
2022-05-24,25.06082
2022-05-25,14.59854
2022-05-26,13.38199
2022-05-27,10.46228
2022-05-28,3.40632
2022-05-29,1.21654
2022-05-30,9.24574
2022-05-31,11.43552
2022-06-01,7.78588
2022-06-02,9.48905
2022-06-03,8.75912
2022-06-04,3.40632
2022-06-06,3.16301
2022-06-07,19.95133
2022-06-08,14.11192
2022-06-09,15.08515
2022-06-10,14.11192
2022-06-11,2.9197
2022-06-12,1.45985
2022-06-13,45.25547
2022-06-14,18.24817
2022-06-15,26.76399
2022-06-16,21.6545
2022-06-17,19.95133
2022-06-18,3.40632
2022-06-20,21.6545
2022-06-21,18.49148
2022-06-22,27.2506
2022-06-23,20.68126
2022-06-24,19.46472
2022-06-25,5.35279
2022-06-26,1.21654
2022-06-27,15.57177
2022-06-28,14.59854
2022-06-29,15.08515
2022-06-30,16.78832
2022-07-01,16.78832
2022-07-02,2.18978
2022-07-03,1.21654
2022-07-04,10.70559
2022-07-05,15.08515
2022-07-06,20.92457
2022-07-07,14.11192
2022-07-08,12.89537
2022-07-09,4.13625
2022-07-11,12.89537
2022-07-12,16.54501
2022-07-13,12.65206
2022-07-14,12.89537
2022-07-15,12.65206
2022-07-16,3.16301
2022-07-18,15.32846
2022-07-19,16.78832
2022-07-20,13.13868
2022-07-21,15.08515
2022-07-22,13.38199
2022-07-23,2.9197
2022-07-25,9.97566
2022-07-26,14.11192
2022-07-27,13.13868
2022-07-28,12.65206
2022-07-29,12.89537
2022-07-30,2.67639
2022-07-31,1.21654
2022-08-01,8.51581
2022-08-02,12.65206
2022-08-03,10.70559
2022-08-04,13.86861
2022-08-05,9.48905
2022-08-06,3.89294
2022-08-08,9.73236
2022-08-09,13.38199
2022-08-10,14.59854
2022-08-11,11.19221
2022-08-12,11.43552
2022-08-13,4.37956
2022-08-14,1.45985
2022-08-15,2.67639
2022-08-16,10.9489
2022-08-17,13.38199
2022-08-18,11.92214
2022-08-19,10.46228
2022-08-20,1.94647
2022-08-22,13.86861
2022-08-23,9.73236
2022-08-24,9.24574
2022-08-25,8.75912
2022-08-26,9.73236
2022-08-27,5.10948
2022-08-28,2.9197
2022-08-29,18.00486
2022-08-30,11.67883
2022-08-31,12.65206
2022-09-01,12.89537
2022-09-02,11.67883
2022-09-03,2.43309
2022-09-05,9.97566
2022-09-06,8.51581
2022-09-07,12.65206
2022-09-08,8.51581
2022-09-09,4.62287
2022-09-10,2.43309
2022-09-11,2.43309
2022-09-12,2.67639
2022-09-13,21.41119
2022-09-14,25.06082
2022-09-15,9.48905
2022-09-16,12.89537
2022-09-17,2.43309
2022-09-18,1.21654
2022-09-19,11.19221
2022-09-20,9.48905
2022-09-21,12.65206
2022-09-22,13.38199
2022-09-23,14.84184
2022-09-24,3.89294
2022-09-26,26.52068
2022-09-27,13.13868
2022-09-28,21.6545
2022-09-29,9.73236
2022-09-30,12.16545
2022-10-01,3.16301
2022-10-02,1.21654
2022-10-03,2.9197
2022-10-04,13.13868
2022-10-05,15.57177
2022-10-06,13.13868
2022-10-07,11.67883
2022-10-08,3.16301
2022-10-09,1.94647
2022-10-10,3.89294
2022-10-11,18.00486
2022-10-12,14.11192
2022-10-13,17.03163
2022-10-14,14.11192
2022-10-15,3.40632
2022-10-17,18.00486
2022-10-18,14.84184
2022-10-19,11.67883
2022-10-20,12.89537
2022-10-21,8.75912
2022-10-22,2.43309
2022-10-24,9.48905
2022-10-25,9.00243
2022-10-26,9.00243
2022-10-27,12.40875
2022-10-28,8.51581
2022-10-29,2.43309
2022-10-31,7.29927
2022-11-01,12.40875
2022-11-02,11.67883
2022-11-03,11.67883
2022-11-04,12.16545
2022-11-05,4.86618
2022-11-06,1.45985
2022-11-07,9.48905
2022-11-08,13.13868
2022-11-09,12.89537
2022-11-10,15.08515
2022-11-11,27.00729
2022-11-12,8.75912
2022-11-13,1.70316
2022-11-14,16.78832
2022-11-15,18.00486
2022-11-16,19.95133
2022-11-17,44.28223
2022-11-18,15.08515
2022-11-19,3.16301
2022-11-20,2.18978
2022-11-21,16.54501
2022-11-22,15.08515
2022-11-23,10.9489
2022-11-24,11.67883
2022-11-25,12.89537
2022-11-26,4.13625
2022-11-27,1.70316
2022-11-28,16.3017
2022-11-29,12.89537
2022-11-30,15.81508
2022-12-01,15.81508
2022-12-02,16.78832
2022-12-03,3.64963
2022-12-04,2.18978
2022-12-05,12.16545
2022-12-06,14.59854
2022-12-07,12.65206
2022-12-08,11.43552
2022-12-09,11.43552
2022-12-10,4.37956
2022-12-12,10.9489
2022-12-13,12.40875
2022-12-14,12.16545
2022-12-15,13.86861
2022-12-16,12.40875
2022-12-17,3.64963
2022-12-19,9.73236
2022-12-20,15.81508
2022-12-21,11.92214
2022-12-22,13.38199
2022-12-23,22.14111
2022-12-24,2.43309
2022-12-25,1.45985
2022-12-26,11.19221
2022-12-27,16.54501
2022-12-28,21.6545
2022-12-29,12.16545
2022-12-30,52.31143
2022-12-31,1.70316
2023-01-02,31.38686
2023-01-03,16.3017
2023-01-04,16.05839
2023-01-05,13.86861
2023-01-06,18.49148
2023-01-07,4.37956
2023-01-09,16.05839
2023-01-10,18.49148
2023-01-11,15.81508
2023-01-12,15.81508
2023-01-13,13.13868
2023-01-14,2.67639
2023-01-15,1.70316
2023-01-16,13.13868
2023-01-17,15.81508
2023-01-18,11.19221
2023-01-19,17.27493
2023-01-20,12.65206
2023-01-21,2.43309
2023-01-22,1.45985
2023-01-23,1.45985
2023-01-24,5.10948
2023-01-25,15.08515
2023-01-26,19.70802
2023-01-27,17.76155
2023-01-28,2.9197
2023-01-29,1.70316
2023-01-30,14.59854
2023-01-31,17.76155
2023-02-01,20.43795
2023-02-02,20.19464
2023-02-03,14.59854
2023-02-04,4.62287
2023-02-05,1.94647
2023-02-06,18.49148
2023-02-07,16.54501
2023-02-08,14.11192
2023-02-09,16.3017
2023-02-10,16.78832
2023-02-11,4.86618
2023-02-12,1.70316
2023-02-13,14.35523
2023-02-14,16.05839
2023-02-15,22.38442
2023-02-16,18.24817
2023-02-17,13.13868
2023-02-18,3.89294
2023-02-20,13.13868
2023-02-21,13.86861
2023-02-22,14.84184
2023-02-23,17.76155
2023-02-24,11.19221
2023-02-25,3.89294
2023-02-26,2.43309
2023-02-27,13.13868
2023-02-28,10.9489
2023-03-01,7.29927
2023-03-02,13.86861
2023-03-03,12.65206
2023-03-04,4.13625
2023-03-05,1.45985
2023-03-06,12.40875
2023-03-07,11.92214
2023-03-08,12.16545
2023-03-09,18.49148
2023-03-10,11.67883
2023-03-11,3.40632
2023-03-12,1.21654
2023-03-13,14.84184
2023-03-14,25.06082
2023-03-15,15.81508
2023-03-16,19.95133
2023-03-17,15.08515
2023-03-18,4.62287
2023-03-20,13.86861
2023-03-21,17.03163
2023-03-22,18.00486
2023-03-23,18.00486
2023-03-24,12.89537
2023-03-25,3.16301
2023-03-26,1.21654
2023-03-27,18.24817
2023-03-28,15.57177
2023-03-29,13.38199
2023-03-30,14.59854
2023-03-31,13.86861
2023-04-01,2.9197
2023-04-03,10.9489
2023-04-04,15.57177
2023-04-05,14.59854
2023-04-06,19.22141
2023-04-07,13.38199
2023-04-08,3.16301
2023-04-09,1.94647
2023-04-10,14.35523
2023-04-11,21.41119
2023-04-12,17.03163
2023-04-13,17.51824
2023-04-14,15.08515
2023-04-15,2.9197
2023-04-16,1.21654
2023-04-17,16.78832
2023-04-18,14.35523
2023-04-19,13.13868
2023-04-20,17.51824
2023-04-21,17.76155
2023-04-22,2.9197
2023-04-24,10.9489
2023-04-25,26.76399
2023-04-26,11.92214
2023-04-27,13.13868
2023-04-28,10.70559
2023-04-29,2.67639
2023-04-30,1.21654
2023-05-01,14.84184
2023-05-02,13.86861
2023-05-03,15.08515
2023-05-04,9.00243
2023-05-05,2.43309
2023-05-06,3.64963
2023-05-08,12.40875
2023-05-09,15.32846
2023-05-10,13.13868
2023-05-11,15.57177
2023-05-12,8.75912
2023-05-13,1.94647
2023-05-15,10.21897
2023-05-16,12.40875
2023-05-17,12.16545
2023-05-18,9.24574
2023-05-19,16.54501
2023-05-20,3.40632
2023-05-21,2.18978
2023-05-22,9.73236
2023-05-23,14.59854
2023-05-24,12.16545
2023-05-25,13.86861
2023-05-26,13.6253
2023-05-27,2.18978
2023-05-29,6.08272
2023-05-30,14.11192
2023-05-31,9.97566
2023-06-01,11.67883
2023-06-02,9.97566
2023-06-03,2.43309
2023-06-04,1.70316
2023-06-05,12.16545
2023-06-06,4.37956
2023-06-07,10.9489
2023-06-08,12.89537
2023-06-09,14.11192
2023-06-10,1.45985
2023-06-11,1.70316
2023-06-12,9.48905
2023-06-13,13.38199
2023-06-14,20.92457
2023-06-15,15.57177
2023-06-16,14.59854
2023-06-17,1.21654
2023-06-18,1.21654
2023-06-19,15.57177
2023-06-20,16.05839
2023-06-21,13.13868
2023-06-22,10.46228
2023-06-23,10.70559
2023-06-24,2.9197
2023-06-26,14.84184
2023-06-27,13.38199
2023-06-28,15.57177
2023-06-29,13.86861
2023-06-30,8.02919
2023-07-01,2.43309
2023-07-03,9.24574
2023-07-04,8.75912
2023-07-05,8.2725
2023-07-06,9.24574
2023-07-07,9.73236
2023-07-08,1.94647
2023-07-10,8.02919
2023-07-11,9.97566
2023-07-12,10.9489
2023-07-13,9.48905
2023-07-14,9.97566
2023-07-15,2.18978
2023-07-17,10.9489
2023-07-18,13.38199
2023-07-19,12.65206
2023-07-20,12.40875
2023-07-21,11.43552
2023-07-22,1.21654
2023-07-24,10.21897
2023-07-25,11.43552
2023-07-26,51.5815
2023-07-27,10.9489
2023-07-28,10.70559
2023-07-29,2.43309
2023-07-31,12.40875
2023-08-01,11.67883
2023-08-02,26.03406
2023-08-03,10.9489
2023-08-04,11.19221
2023-08-05,1.21654
2023-08-06,1.21654
2023-08-07,13.38199
2023-08-08,9.73236
2023-08-09,9.24574
2023-08-10,9.48905
2023-08-11,9.73236
2023-08-12,1.70316
2023-08-13,1.21654
2023-08-14,9.48905
2023-08-15,3.40632
2023-08-16,12.16545
2023-08-17,11.67883
2023-08-18,10.70559
2023-08-19,1.94647
2023-08-21,8.2725
2023-08-22,8.02919
2023-08-23,9.48905
2023-08-24,10.21897
2023-08-25,11.19221
2023-08-28,10.46228
2023-08-29,11.19221
2023-08-30,9.97566
2023-08-31,10.9489
2023-09-01,8.75912
2023-09-04,17.51824
2023-09-05,8.2725
2023-09-06,9.73236
2023-09-07,9.48905
2023-09-08,9.97566
2023-09-09,1.94647
2023-09-11,8.51581
2023-09-12,12.40875
2023-09-13,9.00243
2023-09-14,6.56934
2023-09-15,8.2725
2023-09-16,1.94647
2023-09-18,8.51581
2023-09-19,9.97566
2023-09-20,9.97566
2023-09-21,8.51581
2023-09-22,9.73236
2023-09-25,7.78588
2023-09-26,8.51581
2023-09-27,4.62287
2023-09-28,2.18978
2023-09-29,1.45985
2023-09-30,1.45985
2023-10-02,2.18978
2023-10-03,1.45985
2023-10-04,18.9781
2023-10-05,9.00243
2023-10-06,7.78588
2023-10-07,1.21654
2023-10-09,1.21654
2023-10-10,10.21897
2023-10-11,10.46228
2023-10-12,9.97566
2023-10-13,10.46228
2023-10-14,2.18978
2023-10-16,10.46228
2023-10-17,9.73236
2023-10-18,9.48905
2023-10-19,10.9489
2023-10-20,12.65206
2023-10-21,2.43309
2023-10-23,9.73236
2023-10-24,10.46228
2023-10-25,11.19221
2023-10-26,18.49148
2023-10-27,8.02919
2023-10-28,1.21654
2023-10-30,9.00243
2023-10-31,12.65206
2023-11-01,8.75912
2023-11-02,13.6253
2023-11-03,10.46228
2023-11-04,2.67639
2023-11-06,17.51824
2023-11-07,18.49148
2023-11-08,13.13868
2023-11-09,10.70559
2023-11-10,11.43552
2023-11-11,1.94647
2023-11-12,1.70316
2023-11-13,7.29927
2023-11-14,10.9489
2023-11-15,11.43552
2023-11-16,40.87591
2023-11-17,18.00486
2023-11-18,2.43309
2023-11-20,14.84184
2023-11-21,12.65206
2023-11-22,14.84184
2023-11-23,11.92214
2023-11-24,11.92214
2023-11-25,3.40632
2023-11-27,14.11192
2023-11-28,13.13868
2023-11-29,12.65206
2023-11-30,9.97566
2023-12-01,13.6253
2023-12-02,2.67639
2023-12-04,15.32846
2023-12-05,16.54501
2023-12-06,14.35523
2023-12-07,15.32846
2023-12-08,13.86861
2023-12-09,1.94647
2023-12-11,11.67883
2023-12-12,12.16545
2023-12-13,18.24817
2023-12-14,20.43795
2023-12-15,11.43552
2023-12-18,11.67883
2023-12-19,12.40875
2023-12-20,12.16545
2023-12-21,16.54501
2023-12-22,14.35523
2023-12-23,2.43309
2023-12-24,1.21654
2023-12-26,12.89537
2023-12-27,17.03163
2023-12-28,16.3017
2023-12-29,82.96836
2023-12-30,2.67639
2024-01-01,1.45985
2024-01-02,45.9854
2024-01-03,89.05109
2024-01-04,27.2506
2024-01-05,18.24817
