date,오늘주식
2020-06-29,1.55565
2020-06-30,1.10796
2020-07-01,1.18526
2020-07-02,0.9437
2020-07-03,0.97268
2020-07-04,0.10628
2020-07-05,0.08696
2020-07-06,1.06609
2020-07-07,1.30443
2020-07-08,1.0371
2020-07-09,1.00489
2020-07-10,1.0532
2020-07-11,0.09018
2020-07-12,0.05797
2020-07-13,0.94692
2020-07-14,0.9437
2020-07-15,1.01133
2020-07-16,1.08219
2020-07-17,0.93081
2020-07-18,0.06441
2020-07-19,0.0322
2020-07-20,0.86962
2020-07-21,0.95336
2020-07-22,0.98234
2020-07-23,0.98879
2020-07-24,0.99845
2020-07-25,0.07407
2020-07-26,0.03864
2020-07-27,1.11762
2020-07-28,1.0371
2020-07-29,1.03066
2020-07-30,0.95336
2020-07-31,0.93725
2020-08-01,0.14815
2020-08-02,0.07085
2020-08-03,1.07253
2020-08-04,0.97912
2020-08-05,1.03066
2020-08-06,1.1144
2020-08-07,1.24001
2020-08-08,0.1095
2020-08-09,0.05153
2020-08-10,1.20458
2020-08-11,1.24645
2020-08-12,1.69415
2020-08-13,1.16915
2020-08-14,2.02911
2020-08-15,0.12883
2020-08-16,0.07085
2020-08-17,20.69698
2020-08-18,2.74091
2020-08-19,1.12406
2020-08-20,2.53478
2020-08-21,1.44292
2020-08-22,0.13205
2020-08-23,0.07085
2020-08-24,1.23679
2020-08-25,1.14339
2020-08-26,1.21746
2020-08-27,1.21424
2020-08-28,1.12084
2020-08-29,0.1095
2020-08-30,0.06763
2020-08-31,1.46225
2020-09-01,1.10474
2020-09-02,1.14661
2020-09-03,1.07253
2020-09-04,2.26423
2020-09-05,0.20935
2020-09-06,0.06119
2020-09-07,1.269
2020-09-08,1.24967
2020-09-09,1.66838
2020-09-10,1.23357
2020-09-11,1.25289
2020-09-12,0.17392
2020-09-13,0.03864
2020-09-14,1.1305
2020-09-15,1.29476
2020-09-16,1.37851
2020-09-17,1.63617
2020-09-18,1.22391
2020-09-19,0.12883
2020-09-20,0.05153
2020-09-21,2.06132
2020-09-22,3.07266
2020-09-23,1.40749
2020-09-24,2.47036
2020-09-25,1.31087
2020-09-26,0.16104
2020-09-27,0.06763
2020-09-28,1.29154
2020-09-29,1.23357
2020-09-30,1.07897
2020-10-01,0.20291
2020-10-02,0.36395
2020-10-03,0.1095
2020-10-04,0.08696
2020-10-05,1.18526
2020-10-06,0.9598
2020-10-07,1.04354
2020-10-08,0.9598
2020-10-09,1.36884
2020-10-10,0.11272
2020-10-11,0.05797
2020-10-12,1.00811
2020-10-13,1.14017
2020-10-14,1.16593
2020-10-15,1.96147
2020-10-16,1.40105
2020-10-17,0.17392
2020-10-18,0.0934
2020-10-19,0.93725
2020-10-20,1.07253
2020-10-21,0.9598
2020-10-22,1.00489
2020-10-23,0.77943
2020-10-24,0.1095
2020-10-25,0.07407
2020-10-26,1.35596
2020-10-27,0.98557
2020-10-28,0.8664
2020-10-29,1.15949
2020-10-30,1.31409
2020-10-31,0.14493
2020-11-01,0.05797
2020-11-02,0.8052
2020-11-03,0.77943
2020-11-04,0.82452
2020-11-05,0.96624
2020-11-06,0.81486
2020-11-07,0.14171
2020-11-08,0.06763
2020-11-09,0.91149
2020-11-10,1.05642
2020-11-11,1.13372
2020-11-12,1.00811
2020-11-13,1.01133
2020-11-14,0.15782
2020-11-15,0.08052
2020-11-16,1.04676
2020-11-17,0.97912
2020-11-18,0.99845
2020-11-19,0.98557
2020-11-20,0.79232
2020-11-21,0.14815
2020-11-22,0.07407
2020-11-23,1.13694
2020-11-24,0.98234
2020-11-25,1.83586
2020-11-26,1.04354
2020-11-27,1.09507
2020-11-28,0.17392
2020-11-29,0.1095
2020-11-30,1.73602
2020-12-01,1.07575
2020-12-02,1.24001
2020-12-03,100.0
2020-12-04,1.8874
2020-12-05,0.28021
2020-12-06,0.09018
2020-12-07,1.52988
2020-12-08,2.0581
2020-12-09,1.43648
2020-12-10,1.55565
2020-12-11,1.30443
2020-12-12,0.19324
2020-12-13,0.0934
2020-12-14,1.40105
2020-12-15,1.43648
2020-12-16,1.13372
2020-12-17,1.4397
2020-12-18,1.15949
2020-12-19,0.13849
2020-12-20,0.09662
2020-12-21,1.2851
2020-12-22,2.20626
2020-12-23,1.70381
2020-12-24,1.43648
2020-12-25,0.95658
2020-12-26,0.18036
2020-12-27,0.1095
2020-12-28,1.40427
2020-12-29,1.33019
2020-12-30,1.62007
2020-12-31,23.76964
2021-01-01,0.26732
2021-01-02,0.12883
2021-01-03,0.0934
2021-01-04,22.56828
2021-01-05,3.03723
2021-01-06,3.3883
2021-01-07,2.43171
2021-01-08,2.69582
2021-01-09,0.34784
2021-01-10,0.20291
2021-01-11,5.4464
2021-01-12,4.57678
2021-01-13,2.91806
2021-01-14,2.66361
2021-01-15,3.93584
2021-01-16,0.30275
2021-01-17,0.19324
2021-01-18,3.44305
2021-01-19,2.88907
2021-01-20,2.42205
2021-01-21,2.5541
2021-01-22,2.49935
2021-01-23,0.40582
2021-01-24,0.19969
2021-01-25,2.28034
2021-01-26,3.73615
2021-01-27,2.97925
2021-01-28,4.66374
2021-01-29,5.91664
2021-01-30,0.48956
2021-01-31,0.20613
2021-02-01,2.69582
2021-02-02,2.56055
2021-02-03,2.48969
2021-02-04,2.86975
2021-02-05,2.41239
2021-02-06,0.34462
2021-02-07,0.20935
2021-02-08,2.44782
2021-02-09,2.1515
2021-02-10,2.6153
2021-02-11,1.92282
2021-02-12,0.28665
2021-02-13,0.20613
2021-02-14,0.13527
2021-02-15,2.16761
2021-02-16,2.08709
2021-02-17,2.67005
2021-02-18,2.93738
2021-02-19,2.69582
2021-02-20,0.34462
2021-02-21,0.15459
2021-02-22,2.51223
2021-02-23,2.72159
2021-02-24,4.53813
2021-02-25,3.06944
2021-02-26,3.78768
2021-02-27,0.47668
2021-02-28,0.27699
2021-03-01,1.55243
2021-03-02,2.56377
2021-03-03,2.51545
2021-03-04,2.63463
2021-03-05,2.94704
2021-03-06,0.33818
2021-03-07,0.29631
2021-03-08,2.7699
2021-03-09,3.03401
2021-03-10,2.4607
2021-03-11,2.27711
2021-03-12,2.28034
2021-03-13,0.30597
2021-03-14,0.25766
2021-03-15,2.14506
2021-03-16,2.08387
2021-03-17,1.92927
2021-03-18,2.00657
2021-03-19,2.14506
2021-03-20,0.29631
2021-03-21,0.17392
2021-03-22,1.62973
2021-03-23,2.06132
2021-03-24,1.92604
2021-03-25,1.74246
2021-03-26,1.71025
2021-03-27,0.28021
2021-03-28,0.23511
2021-03-29,1.77467
2021-03-30,1.86163
2021-03-31,1.77145
2021-04-01,1.67804
2021-04-02,1.6555
2021-04-03,0.30597
2021-04-04,0.1707
2021-04-05,1.62329
2021-04-06,1.5943
2021-04-07,1.96792
2021-04-08,1.58142
2021-04-09,1.47513
2021-04-10,0.17392
2021-04-11,0.16104
2021-04-12,1.43004
2021-04-13,1.50734
2021-04-14,1.28188
2021-04-15,1.73602
2021-04-16,1.52988
2021-04-17,0.1868
2021-04-18,0.1707
2021-04-19,1.4236
2021-04-20,1.35274
2021-04-21,3.65562
2021-04-22,1.52344
2021-04-23,1.56209
2021-04-24,0.248
2021-04-25,0.18358
2021-04-26,1.47513
2021-04-27,1.43648
2021-04-28,2.23846
2021-04-29,1.54921
2021-04-30,1.7328
2021-05-01,0.29953
2021-05-02,0.13849
2021-05-03,1.87773
2021-05-04,1.43648
2021-05-05,1.46869
2021-05-06,1.29476
2021-05-07,1.34308
2021-05-08,0.19002
2021-05-09,0.1095
2021-05-10,1.72635
2021-05-11,2.21592
2021-05-12,2.86008
2021-05-13,2.45426
2021-05-14,1.65872
2021-05-15,0.18036
2021-05-16,0.06763
2021-05-17,1.58464
2021-05-18,1.30443
2021-05-19,1.79077
2021-05-20,1.47191
2021-05-21,1.38495
2021-05-22,0.13527
2021-05-23,0.06119
2021-05-24,1.62007
2021-05-25,1.33664
2021-05-26,1.55243
2021-05-27,1.47513
2021-05-28,1.48801
2021-05-29,0.20935
2021-05-30,0.09984
2021-05-31,1.49768
2021-06-01,1.37206
2021-06-02,1.6555
2021-06-03,1.47513
2021-06-04,1.53311
2021-06-05,0.19969
2021-06-06,0.0934
2021-06-07,1.63295
2021-06-08,1.40749
2021-06-09,1.77789
2021-06-10,1.64905
2021-06-11,1.51056
2021-06-12,0.18358
2021-06-13,0.10306
2021-06-14,1.53633
2021-06-15,1.49123
2021-06-16,1.31087
2021-06-17,1.41071
2021-06-18,1.32697
2021-06-19,0.18358
2021-06-20,0.11594
2021-06-21,2.36086
2021-06-22,1.35596
2021-06-23,1.48157
2021-06-24,1.269
2021-06-25,1.45903
2021-06-26,0.15782
2021-06-27,0.07407
2021-06-28,1.46869
2021-06-29,1.26256
2021-06-30,1.269
2021-07-01,1.44614
2021-07-02,1.32053
2021-07-03,0.13205
2021-07-04,0.09018
2021-07-05,1.3624
2021-07-06,1.18204
2021-07-07,1.53633
2021-07-08,2.56377
2021-07-09,2.6765
2021-07-10,0.16104
2021-07-11,0.06763
2021-07-12,1.269
2021-07-13,1.30121
2021-07-14,1.35596
2021-07-15,1.24967
2021-07-16,1.33019
2021-07-17,0.12239
2021-07-18,0.07407
2021-07-19,1.72958
2021-07-20,1.6555
2021-07-21,1.5009
2021-07-22,1.31409
2021-07-23,1.269
2021-07-24,0.09984
2021-07-25,0.07729
2021-07-26,1.52666
2021-07-27,1.34952
2021-07-28,1.48801
2021-07-29,1.2078
2021-07-30,1.94859
2021-07-31,0.17392
2021-08-01,0.09984
2021-08-02,1.48801
2021-08-03,1.24645
2021-08-04,1.63295
2021-08-05,1.23679
2021-08-06,1.46869
2021-08-07,0.15459
2021-08-08,0.08374
2021-08-09,1.59108
2021-08-10,1.91316
2021-08-11,1.59108
2021-08-12,1.52988
2021-08-13,3.2498
2021-08-14,0.20613
2021-08-15,0.09984
2021-08-16,20.02705
2021-08-17,4.39319
2021-08-18,2.10641
2021-08-19,3.01146
2021-08-20,2.61208
2021-08-21,0.19646
2021-08-22,0.13849
2021-08-23,1.9035
2021-08-24,1.81332
2021-08-25,1.81654
2021-08-26,1.77145
2021-08-27,1.70381
2021-08-28,0.16426
2021-08-29,0.1095
2021-08-30,1.37851
2021-08-31,1.68448
2021-09-01,1.70703
2021-09-02,1.70381
2021-09-03,1.40105
2021-09-04,0.11594
2021-09-05,0.05475
2021-09-06,1.37206
2021-09-07,1.48801
2021-09-08,1.90994
2021-09-09,1.94215
2021-09-10,1.39139
2021-09-11,0.13527
2021-09-12,0.07407
2021-09-13,1.40749
2021-09-14,1.27222
2021-09-15,1.25611
2021-09-16,1.24967
2021-09-17,1.2078
2021-09-18,0.11272
2021-09-19,0.07407
2021-09-20,0.496
2021-09-21,0.25766
2021-09-22,0.43158
2021-09-23,1.74568
2021-09-24,1.28188
2021-09-25,0.13205
2021-09-26,0.06119
2021-09-27,1.05642
2021-09-28,1.97114
2021-09-29,3.01146
2021-09-30,1.37528
2021-10-01,1.9196
2021-10-02,0.11917
2021-10-03,0.06119
2021-10-04,6.03903
2021-10-05,2.41239
2021-10-06,2.38662
2021-10-07,1.93893
2021-10-08,1.59752
2021-10-09,0.13205
2021-10-10,0.08052
2021-10-11,2.58309
2021-10-12,1.97114
2021-10-13,1.66516
2021-10-14,1.52666
2021-10-15,1.49446
2021-10-16,0.17714
2021-10-17,0.08374
2021-10-18,1.38495
2021-10-19,1.09829
2021-10-20,1.12084
2021-10-21,1.33664
2021-10-22,0.99523
2021-10-23,0.14815
2021-10-24,0.06763
2021-10-25,1.29154
2021-10-26,1.15949
2021-10-27,1.23035
2021-10-28,1.35274
2021-10-29,1.53955
2021-10-30,0.18358
2021-10-31,0.12561
2021-11-01,1.26256
2021-11-02,1.32375
2021-11-03,1.50412
2021-11-04,1.41071
2021-11-05,1.37206
2021-11-06,0.12561
2021-11-07,0.0934
2021-11-08,1.44614
2021-11-09,1.30765
2021-11-10,1.47835
2021-11-11,1.61363
2021-11-12,1.4236
2021-11-13,0.14171
2021-11-14,0.07407
2021-11-15,1.56209
2021-11-16,1.43004
2021-11-17,1.49123
2021-11-18,47.77119
2021-11-19,3.559
2021-11-20,0.30597
2021-11-21,0.0934
2021-11-22,1.77467
2021-11-23,1.62329
2021-11-24,1.44936
2021-11-25,1.34308
2021-11-26,1.7328
2021-11-27,0.248
2021-11-28,0.13849
2021-11-29,1.88417
2021-11-30,2.67972
2021-12-01,1.73602
2021-12-02,1.76178
2021-12-03,1.52666
2021-12-04,0.15459
2021-12-05,0.11272
2021-12-06,1.39783
2021-12-07,1.23357
2021-12-08,1.40749
2021-12-09,1.29476
2021-12-10,1.3624
2021-12-11,0.15459
2021-12-12,0.06119
2021-12-13,1.45903
2021-12-14,1.33341
2021-12-15,1.37851
2021-12-16,1.37206
2021-12-17,1.3624
2021-12-18,0.16748
2021-12-19,0.10628
2021-12-20,1.91316
2021-12-21,1.46547
2021-12-22,1.25289
2021-12-23,1.42682
2021-12-24,1.25289
2021-12-25,0.14493
2021-12-26,0.06763
2021-12-27,1.38173
2021-12-28,1.24323
2021-12-29,1.39461
2021-12-30,1.89062
2021-12-31,45.4522
2022-01-01,0.38649
2022-01-02,0.25766
2022-01-03,41.32955
2022-01-04,2.19659
2022-01-05,4.75715
2022-01-06,2.88907
2022-01-07,1.83264
2022-01-08,0.23511
2022-01-09,0.13527
2022-01-10,2.16761
2022-01-11,1.89384
2022-01-12,1.82942
2022-01-13,1.67482
2022-01-14,1.7328
2022-01-15,0.22545
2022-01-16,0.07085
2022-01-17,1.83264
2022-01-18,1.85841
2022-01-19,1.81654
2022-01-20,1.47513
2022-01-21,2.02911
2022-01-22,0.27376
2022-01-23,0.12883
2022-01-24,2.34153
2022-01-25,2.86652
2022-01-26,2.32865
2022-01-27,3.5429
2022-01-28,2.58953
2022-01-29,0.25766
2022-01-30,0.12561
2022-01-31,0.67637
2022-02-01,0.248
2022-02-02,0.42192
2022-02-03,2.34475
2022-02-04,1.7328
2022-02-05,0.20935
2022-02-06,0.09984
2022-02-07,1.74246
2022-02-08,1.57175
2022-02-09,1.46225
2022-02-10,1.43648
2022-02-11,1.62973
2022-02-12,0.19002
2022-02-13,0.08696
2022-02-14,1.69737
2022-02-15,1.71669
2022-02-16,1.74568
2022-02-17,1.80043
2022-02-18,1.56853
2022-02-19,0.20291
2022-02-20,0.09018
2022-02-21,1.5782
2022-02-22,1.78433
2022-02-23,1.59752
2022-02-24,2.54122
2022-02-25,2.19659
2022-02-26,0.27376
2022-02-27,0.1095
2022-02-28,1.83908
2022-03-01,1.41716
2022-03-02,1.70381
2022-03-03,1.5943
2022-03-04,1.78433
2022-03-05,0.23189
2022-03-06,0.07729
2022-03-07,2.10319
2022-03-08,1.92282
2022-03-09,3.92939
2022-03-10,1.98724
2022-03-11,1.61685
2022-03-12,0.19002
2022-03-13,0.08052
2022-03-14,1.59752
2022-03-15,1.46225
2022-03-16,1.50734
2022-03-17,1.64905
2022-03-18,1.60396
2022-03-19,0.17392
2022-03-20,0.1095
2022-03-21,1.53633
2022-03-22,1.62007
2022-03-23,1.49768
2022-03-24,1.72635
2022-03-25,1.5009
2022-03-26,0.19969
2022-03-27,0.08374
2022-03-28,1.54599
2022-03-29,1.5009
2022-03-30,1.40105
2022-03-31,1.52666
2022-04-01,1.5009
2022-04-02,0.17714
2022-04-03,0.08696
2022-04-04,1.38495
2022-04-05,1.43004
2022-04-06,1.69093
2022-04-07,2.21914
2022-04-08,1.43004
2022-04-09,0.1707
2022-04-10,0.05475
2022-04-11,1.4236
2022-04-12,1.69415
2022-04-13,1.60396
2022-04-14,1.42682
2022-04-15,1.42038
2022-04-16,0.20613
2022-04-17,0.07085
2022-04-18,1.28188
2022-04-19,1.58464
2022-04-20,1.47513
2022-04-21,1.50734
2022-04-22,1.54599
2022-04-23,0.15782
2022-04-24,0.0934
2022-04-25,2.0581
2022-04-26,1.44614
2022-04-27,2.13218
2022-04-28,1.56853
2022-04-29,1.49446
2022-04-30,0.22867
2022-05-01,0.10306
2022-05-02,1.78433
2022-05-03,1.63617
2022-05-04,1.57498
2022-05-05,1.16271
2022-05-06,2.46392
2022-05-07,0.21901
2022-05-08,0.09984
2022-05-09,1.85519
2022-05-10,2.17405
2022-05-11,1.63939
2022-05-12,2.23202
2022-05-13,1.90028
2022-05-14,0.25444
2022-05-15,0.06763
2022-05-16,1.63617
2022-05-17,1.56209
2022-05-18,1.65872
2022-05-19,1.97758
2022-05-20,1.87129
2022-05-21,0.31886
2022-05-22,0.11594
2022-05-23,1.63295
2022-05-24,1.92604
2022-05-25,1.47835
2022-05-26,1.54921
2022-05-27,1.517
2022-05-28,0.1707
2022-05-29,0.07407
2022-05-30,1.48801
2022-05-31,1.56531
2022-06-01,3.62342
2022-06-02,1.36562
2022-06-03,1.35596
2022-06-04,0.1868
2022-06-05,0.09984
2022-06-06,0.56364
2022-06-07,1.6877
2022-06-08,1.40749
2022-06-09,1.29476
2022-06-10,1.54921
2022-06-11,0.2641
2022-06-12,0.12561
2022-06-13,4.00347
2022-06-14,2.37052
2022-06-15,2.17083
2022-06-16,2.09031
2022-06-17,2.02589
2022-06-18,0.2641
2022-06-19,0.11917
2022-06-20,2.13862
2022-06-21,2.00657
2022-06-22,2.37052
2022-06-23,2.14828
2022-06-24,2.24169
2022-06-25,0.25122
2022-06-26,0.11594
2022-06-27,1.94859
2022-06-28,1.76178
2022-06-29,1.517
2022-06-30,1.62651
2022-07-01,1.72635
2022-07-02,0.26088
2022-07-03,0.13205
2022-07-04,1.77467
2022-07-05,1.61363
2022-07-06,1.78755
2022-07-07,1.71025
2022-07-08,1.54921
2022-07-09,0.23511
2022-07-10,0.11917
2022-07-11,1.63617
2022-07-12,1.7328
2022-07-13,1.71347
2022-07-14,1.8101
2022-07-15,1.73924
2022-07-16,0.22867
2022-07-17,0.09984
2022-07-18,1.64583
2022-07-19,1.72313
2022-07-20,1.62329
2022-07-21,1.52344
2022-07-22,1.68126
2022-07-23,0.22867
2022-07-24,0.10306
2022-07-25,1.41716
2022-07-26,1.58142
2022-07-27,1.54599
2022-07-28,1.78755
2022-07-29,1.77467
2022-07-30,0.23834
2022-07-31,0.09662
2022-08-01,1.63295
2022-08-02,1.59108
2022-08-03,1.5782
2022-08-04,1.69415
2022-08-05,1.72313
2022-08-06,0.21901
2022-08-07,0.09984
2022-08-08,1.55887
2022-08-09,1.72958
2022-08-10,1.77789
2022-08-11,1.74568
2022-08-12,1.65872
2022-08-13,0.19646
2022-08-14,0.09018
2022-08-15,0.96946
2022-08-16,1.6555
2022-08-17,1.7489
2022-08-18,1.61685
2022-08-19,1.77145
2022-08-20,0.21579
2022-08-21,0.09018
2022-08-22,1.94215
2022-08-23,1.62973
2022-08-24,1.63617
2022-08-25,1.53311
2022-08-26,1.41393
2022-08-27,0.21579
2022-08-28,0.18358
2022-08-29,2.39628
2022-08-30,1.65228
2022-08-31,1.68448
2022-09-01,1.97436
2022-09-02,1.61363
2022-09-03,0.20291
2022-09-04,0.06119
2022-09-05,1.66516
2022-09-06,1.66838
2022-09-07,1.81976
2022-09-08,1.48157
2022-09-09,0.88894
2022-09-10,0.22545
2022-09-11,0.14171
2022-09-12,0.95658
2022-09-13,1.96469
2022-09-14,2.55088
2022-09-15,1.85519
2022-09-16,1.71991
2022-09-17,0.29309
2022-09-18,0.13205
2022-09-19,1.82942
2022-09-20,1.65872
2022-09-21,1.82298
2022-09-22,1.86163
2022-09-23,2.05488
2022-09-24,0.36395
2022-09-25,0.14493
2022-09-26,2.86008
2022-09-27,2.23202
2022-09-28,2.6926
2022-09-29,2.40917
2022-09-30,2.19981
2022-10-01,0.27376
2022-10-02,0.12561
2022-10-03,0.66348
2022-10-04,2.2288
2022-10-05,2.3834
2022-10-06,2.03233
2022-10-07,1.99046
2022-10-08,0.41226
2022-10-09,0.14493
2022-10-10,0.94692
2022-10-11,2.15794
2022-10-12,1.99046
2022-10-13,1.9808
2022-10-14,2.04844
2022-10-15,0.42836
2022-10-16,0.13205
2022-10-17,2.13862
2022-10-18,1.83586
2022-10-19,1.9035
2022-10-20,1.69093
2022-10-21,1.71669
2022-10-22,0.25766
2022-10-23,0.12239
2022-10-24,1.53311
2022-10-25,1.79077
2022-10-26,1.84552
2022-10-27,1.765
2022-10-28,1.64583
2022-10-29,0.23834
2022-10-30,0.13527
2022-10-31,1.66194
2022-11-01,1.7489
2022-11-02,1.85519
2022-11-03,1.71347
2022-11-04,1.50412
2022-11-05,0.29953
2022-11-06,0.16104
2022-11-07,1.54921
2022-11-08,1.7328
2022-11-09,1.66516
2022-11-10,1.86807
2022-11-11,2.71837
2022-11-12,0.39293
2022-11-13,0.1868
2022-11-14,2.00657
2022-11-15,2.05488
2022-11-16,2.10963
2022-11-17,22.05617
2022-11-18,1.89062
2022-11-19,0.27699
2022-11-20,0.13205
2022-11-21,2.06132
2022-11-22,1.9196
2022-11-23,1.93893
2022-11-24,1.84552
2022-11-25,1.765
2022-11-26,0.29309
2022-11-27,0.14171
2022-11-28,1.72313
2022-11-29,1.64905
2022-11-30,1.55887
2022-12-01,1.80687
2022-12-02,1.75534
2022-12-03,0.29309
2022-12-04,0.13205
2022-12-05,1.49768
2022-12-06,1.52666
2022-12-07,1.49446
2022-12-08,1.39783
2022-12-09,1.43004
2022-12-10,0.3253
2022-12-11,0.16426
2022-12-12,1.34952
2022-12-13,1.51378
2022-12-14,1.40749
2022-12-15,1.33986
2022-12-16,1.48479
2022-12-17,0.27054
2022-12-18,0.08374
2022-12-19,1.32375
2022-12-20,1.58786
2022-12-21,1.48157
2022-12-22,1.46869
2022-12-23,3.07266
2022-12-24,0.25122
2022-12-25,0.11917
2022-12-26,1.60074
2022-12-27,1.51056
2022-12-28,2.08709
2022-12-29,2.16439
2022-12-30,37.04264
2022-12-31,0.25122
2023-01-01,0.15137
2023-01-02,13.74967
2023-01-03,2.05488
2023-01-04,1.92604
2023-01-05,1.77145
2023-01-06,1.85519
2023-01-07,0.28987
2023-01-08,0.15459
2023-01-09,2.09353
2023-01-10,2.04844
2023-01-11,1.78755
2023-01-12,1.81654
2023-01-13,1.8262
2023-01-14,0.36395
2023-01-15,0.17392
2023-01-16,1.73602
2023-01-17,1.93571
2023-01-18,1.71347
2023-01-19,1.52022
2023-01-20,1.75212
2023-01-21,0.36717
2023-01-22,0.10306
2023-01-23,0.36717
2023-01-24,0.81164
2023-01-25,1.88417
2023-01-26,1.96147
2023-01-27,1.95503
2023-01-28,0.31886
2023-01-29,0.17714
2023-01-30,1.86807
2023-01-31,1.5782
2023-02-01,1.60074
2023-02-02,1.64583
2023-02-03,1.6877
2023-02-04,0.23511
2023-02-05,0.10306
2023-02-06,1.6716
2023-02-07,1.53633
2023-02-08,1.72635
2023-02-09,1.64905
2023-02-10,1.62329
2023-02-11,0.23834
2023-02-12,0.13527
2023-02-13,1.43648
2023-02-14,1.37851
2023-02-15,1.96147
2023-02-16,1.52666
2023-02-17,1.39461
2023-02-18,0.24478
2023-02-19,0.11917
2023-02-20,1.31087
2023-02-21,1.26256
2023-02-22,1.6104
2023-02-23,1.33986
2023-02-24,1.29799
2023-02-25,0.19002
2023-02-26,0.09018
2023-02-27,1.39461
2023-02-28,1.18848
2023-03-01,1.05964
2023-03-02,1.31731
2023-03-03,1.17881
2023-03-04,0.23834
2023-03-05,0.07407
2023-03-06,1.29154
2023-03-07,1.33341
2023-03-08,1.41393
2023-03-09,1.50412
2023-03-10,1.58786
2023-03-11,0.24156
2023-03-12,0.07729
2023-03-13,1.56531
2023-03-14,2.56699
2023-03-15,1.58464
2023-03-16,1.69093
2023-03-17,1.30443
2023-03-18,0.21257
2023-03-19,0.13205
2023-03-20,1.55565
2023-03-21,1.40427
2023-03-22,1.40427
2023-03-23,1.78111
2023-03-24,1.62973
2023-03-25,0.1868
2023-03-26,0.09984
2023-03-27,1.51378
2023-03-28,1.34308
2023-03-29,1.55243
2023-03-30,1.58786
2023-03-31,1.53311
2023-04-01,0.21257
2023-04-02,0.06441
2023-04-03,1.51056
2023-04-04,1.49446
2023-04-05,1.31731
2023-04-06,1.53311
2023-04-07,1.30121
2023-04-08,0.15782
2023-04-09,0.10628
2023-04-10,1.47191
2023-04-11,1.53955
2023-04-12,1.71025
2023-04-13,1.61685
2023-04-14,1.40749
2023-04-15,0.19324
2023-04-16,0.0934
2023-04-17,1.46869
2023-04-18,1.49123
2023-04-19,1.45903
2023-04-20,1.86485
2023-04-21,1.51056
2023-04-22,0.20613
2023-04-23,0.06763
2023-04-24,1.53633
2023-04-25,1.84875
2023-04-26,1.59108
2023-04-27,1.53633
2023-04-28,1.35918
2023-04-29,0.19969
2023-04-30,0.06763
2023-05-01,17.55024
2023-05-02,1.3463
2023-05-03,1.38495
2023-05-04,1.29799
2023-05-05,0.49278
2023-05-06,0.1868
2023-05-07,0.10306
2023-05-08,1.20458
2023-05-09,1.33986
2023-05-10,1.30121
2023-05-11,1.27222
2023-05-12,1.25611
2023-05-13,0.18358
2023-05-14,0.08374
2023-05-15,1.23035
2023-05-16,1.30443
2023-05-17,1.15627
2023-05-18,1.15949
2023-05-19,1.1917
2023-05-20,0.13205
2023-05-21,0.06119
2023-05-22,1.24645
2023-05-23,1.27544
2023-05-24,1.33341
2023-05-25,1.33341
2023-05-26,1.4236
2023-05-27,0.14815
2023-05-28,0.07407
2023-05-29,5.11144
