date,아파트청약
2020-09-30,2.92394
2020-10-01,3.13148
2020-10-02,3.15454
2020-10-03,4.21989
2020-10-04,4.93012
2020-10-05,11.56666
2020-10-06,10.09546
2020-10-07,9.82336
2020-10-08,21.72669
2020-10-09,4.7272
2020-10-10,4.39053
2020-10-11,5.23451
2020-10-12,9.39906
2020-10-13,8.27376
2020-10-14,10.98556
2020-10-15,8.31527
2020-10-16,8.48591
2020-10-17,4.21067
2020-10-18,4.82866
2020-10-19,14.72582
2020-10-20,16.34921
2020-10-21,12.10625
2020-10-22,10.57049
2020-10-23,8.11234
2020-10-24,4.0308
2020-10-25,5.08693
2020-10-26,12.45676
2020-10-27,20.54143
2020-10-28,17.51141
2020-10-29,9.29299
2020-10-30,6.72416
2020-10-31,4.31213
2020-11-01,6.21685
2020-11-02,23.50228
2020-11-03,52.80634
2020-11-04,31.81755
2020-11-05,10.38601
2020-11-06,7.84024
2020-11-07,4.17838
2020-11-08,4.35364
2020-11-09,10.75496
2020-11-10,15.61592
2020-11-11,13.46215
2020-11-12,12.69197
2020-11-13,9.33911
2020-11-14,4.38131
2020-11-15,5.26218
2020-11-16,10.67195
2020-11-17,10.37679
2020-11-18,9.38523
2020-11-19,9.59276
2020-11-20,8.41673
2020-11-21,4.69953
2020-11-22,4.89784
2020-11-23,10.44135
2020-11-24,13.22234
2020-11-25,10.09085
2020-11-26,8.58737
2020-11-27,9.68961
2020-11-28,4.61651
2020-11-29,5.26218
2020-11-30,12.71964
2020-12-01,11.73269
2020-12-02,14.11705
2020-12-03,21.14559
2020-12-04,9.92482
2020-12-05,5.37748
2020-12-06,5.63575
2020-12-07,13.15316
2020-12-08,22.96268
2020-12-09,11.25766
2020-12-10,18.98722
2020-12-11,10.24304
2020-12-12,4.25679
2020-12-13,4.72259
2020-12-14,11.88949
2020-12-15,23.48844
2020-12-16,13.04247
2020-12-17,10.63967
2020-12-18,9.27915
2020-12-19,4.19222
2020-12-20,4.9209
2020-12-21,9.98478
2020-12-22,16.81962
2020-12-23,13.35608
2020-12-24,5.82483
2020-12-25,3.35746
2020-12-26,4.13688
2020-12-27,5.1146
2020-12-28,14.98408
2020-12-29,33.84218
2020-12-30,14.89185
2020-12-31,7.6696
2021-01-01,4.34902
2021-01-02,5.53428
2021-01-03,6.13844
2021-01-04,12.15698
2021-01-05,11.80187
2021-01-06,10.81492
2021-01-07,15.24235
2021-01-08,10.67195
2021-01-09,6.01853
2021-01-10,5.78333
2021-01-11,12.37374
2021-01-12,16.09094
2021-01-13,10.22459
2021-01-14,9.26532
2021-01-15,6.90402
2021-01-16,4.50122
2021-01-17,5.17456
2021-01-18,9.92943
2021-01-19,10.23382
2021-01-20,9.65733
2021-01-21,10.23843
2021-01-22,8.42595
2021-01-23,5.3867
2021-01-24,6.12
2021-01-25,9.09929
2021-01-26,9.50514
2021-01-27,8.38444
2021-01-28,11.54821
2021-01-29,6.42438
2021-01-30,3.93395
2021-01-31,5.22067
2021-02-01,12.34607
2021-02-02,22.75976
2021-02-03,9.55587
2021-02-04,9.1823
2021-02-05,6.40594
2021-02-06,5.51584
2021-02-07,4.84711
2021-02-08,8.95171
2021-02-09,12.01863
2021-02-10,7.53124
2021-02-11,4.1092
2021-02-12,4.06309
2021-02-13,5.02236
2021-02-14,6.59502
2021-02-15,11.63123
2021-02-16,13.00096
2021-02-17,12.56283
2021-02-18,15.77733
2021-02-19,11.44214
2021-02-20,4.84711
2021-02-21,5.20684
2021-02-22,10.93483
2021-02-23,10.73652
2021-02-24,7.07005
2021-02-25,7.49896
2021-02-26,5.35903
2021-02-27,4.07231
2021-02-28,5.49739
2021-03-01,5.37748
2021-03-02,10.1877
2021-03-03,13.62357
2021-03-04,16.71355
2021-03-05,8.61504
2021-03-06,4.14149
2021-03-07,4.68569
2021-03-08,8.74417
2021-03-09,11.10086
2021-03-10,9.24226
2021-03-11,8.79952
2021-03-12,9.61582
2021-03-13,4.85633
2021-03-14,5.10999
2021-03-15,9.685
2021-03-16,10.16925
2021-03-17,10.24765
2021-03-18,9.70806
2021-03-19,6.9732
2021-03-20,4.72259
2021-03-21,5.28524
2021-03-22,8.82257
2021-03-23,12.58128
2021-03-24,8.25531
2021-03-25,7.85869
2021-03-26,5.93552
2021-03-27,4.60729
2021-03-28,4.85172
2021-03-29,9.87409
2021-03-30,13.56362
2021-03-31,9.62505
2021-04-01,7.2822
2021-04-02,6.17073
2021-04-03,4.37208
2021-04-04,4.62574
2021-04-05,9.28838
2021-04-06,13.15316
2021-04-07,10.4967
2021-04-08,8.08006
2021-04-09,6.73338
2021-04-10,3.55578
2021-04-11,5.02697
2021-04-12,8.83641
2021-04-13,10.43674
2021-04-14,6.94092
2021-04-15,6.21224
2021-04-16,6.38288
2021-04-17,4.10459
2021-04-18,4.21067
2021-04-19,10.04934
2021-04-20,11.66812
2021-04-21,8.11695
2021-04-22,6.77028
2021-04-23,6.38288
2021-04-24,3.97085
2021-04-25,4.17377
2021-04-26,9.13157
2021-04-27,15.0671
2021-04-28,10.3814
2021-04-29,12.76576
2021-04-30,11.66351
2021-05-01,4.7272
2021-05-02,5.07771
2021-05-03,8.63349
2021-05-04,11.29917
2021-05-05,5.34058
2021-05-06,9.20998
2021-05-07,8.54586
2021-05-08,5.32675
2021-05-09,7.12078
2021-05-10,20.57833
2021-05-11,44.62943
2021-05-12,12.79343
2021-05-13,8.24609
2021-05-14,7.0885
2021-05-15,4.13226
2021-05-16,4.4182
2021-05-17,8.73495
2021-05-18,18.60443
2021-05-19,5.66803
2021-05-20,8.56431
2021-05-21,6.94092
2021-05-22,3.97085
2021-05-23,4.65341
2021-05-24,9.65733
2021-05-25,8.90559
2021-05-26,7.64654
2021-05-27,8.45823
2021-05-28,6.79795
2021-05-29,3.53272
2021-05-30,4.18761
2021-05-31,9.9571
2021-06-01,11.13775
2021-06-02,7.92786
2021-06-03,7.77106
2021-06-04,6.41977
2021-06-05,4.06309
2021-06-06,4.68569
2021-06-07,10.63967
2021-06-08,12.75653
2021-06-09,10.53359
2021-06-10,7.76184
2021-06-11,6.15228
2021-06-12,4.09537
2021-06-13,4.69031
2021-06-14,9.36678
2021-06-15,10.25688
2021-06-16,12.93178
2021-06-17,19.18092
2021-06-18,11.26227
2021-06-19,4.74104
2021-06-20,4.24295
2021-06-21,10.31222
2021-06-22,9.62966
2021-06-23,8.25992
2021-06-24,8.08467
2021-06-25,8.70728
2021-06-26,4.09076
2021-06-27,4.17377
2021-06-28,8.86408
2021-06-29,7.77106
2021-06-30,8.97016
2021-07-01,6.92708
2021-07-02,5.83867
2021-07-03,3.82327
2021-07-04,4.86556
2021-07-05,11.44214
2021-07-06,15.89724
2021-07-07,10.36295
2021-07-08,7.9417
2021-07-09,6.09233
2021-07-10,3.98007
2021-07-11,4.75948
2021-07-12,12.4337
2021-07-13,20.08485
2021-07-14,12.51671
2021-07-15,11.52515
2021-07-16,11.75114
2021-07-17,4.93474
2021-07-18,5.51122
2021-07-19,10.47825
2021-07-20,13.68353
2021-07-21,10.68579
2021-07-22,9.58815
2021-07-23,7.49435
2021-07-24,4.7641
2021-07-25,5.14688
2021-07-26,11.83415
2021-07-27,21.82816
2021-07-28,51.7825
2021-07-29,13.54978
2021-07-30,7.2822
2021-07-31,4.36747
2021-08-01,5.3083
2021-08-02,11.18848
2021-08-03,17.24853
2021-08-04,23.39159
2021-08-05,11.64045
2021-08-06,10.75035
2021-08-07,6.56735
2021-08-08,6.44744
2021-08-09,11.92178
2021-08-10,15.09016
2021-08-11,32.56929
2021-08-12,10.74574
2021-08-13,8.17691
2021-08-14,5.24373
2021-08-15,5.30369
2021-08-16,7.53124
2021-08-17,11.08702
2021-08-18,19.45302
2021-08-19,10.13236
2021-08-20,8.05239
2021-08-21,5.31752
2021-08-22,6.14306
2021-08-23,13.25923
2021-08-24,12.87644
2021-08-25,13.06553
2021-08-26,9.62966
2021-08-27,7.80334
2021-08-28,4.89784
2021-08-29,5.72798
2021-08-30,10.21537
2021-08-31,10.20154
2021-09-01,11.06857
2021-09-02,9.92482
2021-09-03,7.17612
2021-09-04,4.75026
2021-09-05,5.28985
2021-09-06,9.14541
2021-09-07,9.80952
2021-09-08,9.12696
2021-09-09,8.25992
2021-09-10,6.72416
2021-09-11,4.66725
2021-09-12,4.81944
2021-09-13,10.14619
2021-09-14,13.74809
2021-09-15,8.7949
2021-09-16,9.62966
2021-09-17,5.33597
2021-09-18,3.7587
2021-09-19,3.8371
2021-09-20,4.08153
2021-09-21,4.86556
2021-09-22,5.62191
2021-09-23,11.29456
2021-09-24,12.59512
2021-09-25,5.33597
2021-09-26,6.46589
2021-09-27,16.57519
2021-09-28,28.43702
2021-09-29,14.60591
2021-09-30,9.55126
2021-10-01,8.51819
2021-10-02,5.40054
2021-10-03,5.68187
2021-10-04,6.92247
2021-10-05,13.64663
2021-10-06,16.732
2021-10-07,11.10547
2021-10-08,7.33754
2021-10-09,4.31674
2021-10-10,4.69492
2021-10-11,6.9363
2021-10-12,12.68735
2021-10-13,18.80274
2021-10-14,9.53281
2021-10-15,8.41212
2021-10-16,4.1461
2021-10-17,4.11382
2021-10-18,7.95092
2021-10-19,9.49591
2021-10-20,10.20615
2021-10-21,6.86251
2021-10-22,7.29603
2021-10-23,3.74486
2021-10-24,4.98547
2021-10-25,12.1247
2021-10-26,10.0724
2021-10-27,9.00244
2021-10-28,6.49356
2021-10-29,6.04621
2021-10-30,3.60651
2021-10-31,5.14227
2021-11-01,11.16081
2021-11-02,15.86957
2021-11-03,11.72346
2021-11-04,10.06779
2021-11-05,8.70728
2021-11-06,4.81021
2021-11-07,4.73181
2021-11-08,11.54821
2021-11-09,18.81197
2021-11-10,10.69501
2021-11-11,7.84946
2021-11-12,11.49748
2021-11-13,4.47816
2021-11-14,5.89863
2021-11-15,16.10017
2021-11-16,20.52299
2021-11-17,11.06396
2021-11-18,8.63349
2021-11-19,8.75801
2021-11-20,4.54734
2021-11-21,5.10999
2021-11-22,11.97251
2021-11-23,17.59442
2021-11-24,10.92099
2021-11-25,9.30683
2021-11-26,7.71572
2021-11-27,4.15532
2021-11-28,5.6173
2021-11-29,13.44832
2021-11-30,12.64123
2021-12-01,12.75653
2021-12-02,10.57971
2021-12-03,8.8318
2021-12-04,5.29908
2021-12-05,5.94013
2021-12-06,18.39228
2021-12-07,27.62532
2021-12-08,11.76036
2021-12-09,12.88105
2021-12-10,9.74957
2021-12-11,4.47355
2021-12-12,4.91168
2021-12-13,11.54821
2021-12-14,17.74662
2021-12-15,9.38984
2021-12-16,8.78568
2021-12-17,8.29221
2021-12-18,3.70797
2021-12-19,4.93935
2021-12-20,9.84181
2021-12-21,12.26306
2021-12-22,9.36217
2021-12-23,8.58737
2021-12-24,9.50053
2021-12-25,4.0308
2021-12-26,5.13766
2021-12-27,11.28072
2021-12-28,21.42692
2021-12-29,11.8526
2021-12-30,7.99704
2021-12-31,7.27297
2022-01-01,4.99008
2022-01-02,5.86634
2022-01-03,11.41908
2022-01-04,19.95572
2022-01-05,14.12627
2022-01-06,9.79108
2022-01-07,8.47207
2022-01-08,5.55734
2022-01-09,6.65959
2022-01-10,15.23774
2022-01-11,26.71217
2022-01-12,13.18544
2022-01-13,17.18858
2022-01-14,33.69921
2022-01-15,6.12922
2022-01-16,6.50279
2022-01-17,12.18927
2022-01-18,13.14393
2022-01-19,13.77576
2022-01-20,9.52358
2022-01-21,7.34215
2022-01-22,4.0308
2022-01-23,5.88479
2022-01-24,16.58442
2022-01-25,10.45058
2022-01-26,7.18996
2022-01-27,5.54351
2022-01-28,4.59807
2022-01-29,3.53733
2022-01-30,3.6019
2022-01-31,3.4497
2022-02-01,4.51044
2022-02-02,5.21606
2022-02-03,8.93787
2022-02-04,10.9256
2022-02-05,4.99008
2022-02-06,5.12382
2022-02-07,10.82875
2022-02-08,10.33528
2022-02-09,8.88714
2022-02-10,7.68343
2022-02-11,7.49435
2022-02-12,4.86095
2022-02-13,5.3867
2022-02-14,13.81266
2022-02-15,17.92187
2022-02-16,10.54743
2022-02-17,9.11774
2022-02-18,6.89941
2022-02-19,4.16455
2022-02-20,5.28524
2022-02-21,12.76576
2022-02-22,15.40838
2022-02-23,9.5697
2022-02-24,7.06544
2022-02-25,5.47894
2022-02-26,3.63418
2022-02-27,4.14149
2022-02-28,8.4075
2022-03-01,5.193
2022-03-02,9.50514
2022-03-03,7.87713
2022-03-04,7.12078
2022-03-05,3.82327
2022-03-06,4.66725
2022-03-07,10.71346
2022-03-08,7.73878
2022-03-09,4.35825
2022-03-10,8.84102
2022-03-11,11.46981
2022-03-12,5.19762
2022-03-13,7.18535
2022-03-14,10.99017
2022-03-15,11.64045
2022-03-16,19.68823
2022-03-17,8.72572
2022-03-18,8.89175
2022-03-19,4.6119
2022-03-20,5.11921
2022-03-21,22.34008
2022-03-22,25.37932
2022-03-23,11.47903
2022-03-24,7.87713
2022-03-25,7.35138
2022-03-26,4.89323
2022-03-27,5.16072
2022-03-28,8.78568
2022-03-29,10.07701
2022-03-30,14.486
2022-03-31,8.82719
2022-04-01,6.5074
2022-04-02,4.09076
2022-04-03,4.59807
2022-04-04,9.94327
2022-04-05,11.92639
2022-04-06,9.1823
2022-04-07,8.12156
2022-04-08,8.78107
2022-04-09,4.04464
2022-04-10,4.69953
2022-04-11,13.18544
2022-04-12,14.49522
2022-04-13,8.86869
2022-04-14,6.98242
2022-04-15,5.90324
2022-04-16,3.58806
2022-04-17,4.64419
2022-04-18,13.94179
2022-04-19,22.68136
2022-04-20,12.00479
2022-04-21,8.74878
2022-04-22,6.11077
2022-04-23,3.95701
2022-04-24,4.3398
2022-04-25,7.54508
2022-04-26,9.53742
2022-04-27,13.18544
2022-04-28,7.65115
2022-04-29,6.23991
2022-04-30,3.84633
2022-05-01,4.89784
2022-05-02,10.21076
2022-05-03,14.87801
2022-05-04,8.55508
2022-05-05,4.23373
2022-05-06,5.92168
2022-05-07,4.59807
2022-05-08,5.18378
2022-05-09,11.46981
2022-05-10,13.14393
2022-05-11,7.91403
2022-05-12,8.73034
2022-05-13,5.49739
2022-05-14,3.32057
2022-05-15,3.59267
2022-05-16,8.2507
2022-05-17,13.24539
2022-05-18,7.18074
2022-05-19,6.76105
2022-05-20,5.87095
2022-05-21,3.1776
2022-05-22,3.9524
2022-05-23,6.61347
2022-05-24,5.59885
2022-05-25,6.41977
2022-05-26,5.74182
2022-05-27,5.23451
2022-05-28,3.25139
2022-05-29,4.15532
2022-05-30,9.05778
2022-05-31,12.90411
2022-06-01,4.57962
2022-06-02,7.68805
2022-06-03,5.19762
2022-06-04,3.08536
2022-06-05,3.43125
2022-06-06,4.15071
2022-06-07,6.06004
2022-06-08,10.00784
2022-06-09,12.32762
2022-06-10,8.22303
2022-06-11,3.19605
2022-06-12,3.55578
2022-06-13,7.15306
2022-06-14,6.37826
2022-06-15,6.64114
2022-06-16,5.82945
2022-06-17,5.84328
2022-06-18,2.81326
2022-06-19,3.20527
2022-06-20,7.58197
2022-06-21,8.7949
2022-06-22,5.46972
2022-06-23,5.43282
2022-06-24,5.27141
2022-06-25,2.81787
2022-06-26,3.16838
2022-06-27,7.02854
2022-06-28,13.55439
2022-06-29,6.35059
2022-06-30,4.96241
2022-07-01,4.38131
2022-07-02,2.82709
2022-07-03,3.49582
2022-07-04,7.60964
2022-07-05,8.91481
2022-07-06,5.73721
2022-07-07,7.91864
2022-07-08,4.57962
2022-07-09,2.96084
2022-07-10,3.16838
2022-07-11,5.75104
2022-07-12,7.23608
2022-07-13,6.71493
2022-07-14,4.39976
2022-07-15,4.11382
2022-07-16,2.35668
2022-07-17,2.72563
2022-07-18,6.26758
2022-07-19,7.67421
2022-07-20,5.80178
2022-07-21,5.93552
2022-07-22,12.47982
2022-07-23,2.62417
2022-07-24,3.06691
2022-07-25,5.52045
2022-07-26,5.17456
2022-07-27,5.22529
2022-07-28,5.44666
2022-07-29,9.54664
2022-07-30,3.2929
2022-07-31,3.16838
2022-08-01,5.26218
2022-08-02,6.97781
2022-08-03,6.69187
2022-08-04,5.68187
2022-08-05,4.65802
2022-08-06,2.70718
2022-08-07,3.13148
2022-08-08,8.04316
2022-08-09,11.14698
2022-08-10,5.50661
2022-08-11,4.15071
2022-08-12,4.05847
2022-08-13,2.65645
2022-08-14,2.3659
2022-08-15,2.88244
2022-08-16,5.82945
2022-08-17,7.01932
2022-08-18,5.55734
2022-08-19,5.2299
2022-08-20,2.64723
2022-08-21,3.31134
2022-08-22,6.47511
2022-08-23,5.99548
2022-08-24,4.57962
2022-08-25,4.27985
2022-08-26,3.88322
2022-08-27,2.21832
2022-08-28,2.44431
2022-08-29,4.63035
2022-08-30,5.02236
2022-08-31,5.7741
2022-09-01,4.83789
2022-09-02,3.88322
2022-09-03,2.43508
2022-09-04,2.58266
2022-09-05,4.58884
2022-09-06,5.94936
2022-09-07,4.20606
2022-09-08,3.57422
2022-09-09,1.84937
2022-09-10,1.85859
2022-09-11,2.47198
2022-09-12,3.3344
2022-09-13,4.91629
2022-09-14,4.9578
2022-09-15,6.49356
2022-09-16,4.10459
2022-09-17,2.38896
2022-09-18,2.73486
2022-09-19,4.69492
2022-09-20,4.18761
2022-09-21,4.25217
2022-09-22,4.21528
2022-09-23,3.50043
2022-09-24,1.90932
2022-09-25,2.46275
2022-09-26,4.4551
2022-09-27,4.6488
2022-09-28,4.39976
2022-09-29,4.40898
2022-09-30,3.14532
2022-10-01,2.09841
2022-10-02,2.14914
2022-10-03,3.16838
2022-10-04,4.42281
2022-10-05,5.25296
2022-10-06,4.57962
2022-10-07,3.80021
2022-10-08,2.12147
2022-10-09,2.39358
2022-10-10,3.20527
2022-10-11,7.25914
2022-10-12,15.71738
2022-10-13,5.33597
2022-10-14,3.64801
2022-10-15,2.33823
2022-10-16,2.38435
2022-10-17,4.52889
2022-10-18,3.92473
2022-10-19,3.80482
2022-10-20,5.73721
2022-10-21,4.63957
2022-10-22,1.97389
2022-10-23,2.45814
2022-10-24,5.35442
2022-10-25,6.41516
2022-10-26,6.25374
2022-10-27,6.38288
2022-10-28,3.8371
2022-10-29,1.98773
2022-10-30,1.9785
2022-10-31,4.81021
2022-11-01,6.44283
2022-11-02,3.78637
2022-11-03,3.74486
2022-11-04,3.28367
2022-11-05,2.0938
2022-11-06,2.45814
2022-11-07,4.61651
2022-11-08,5.73721
2022-11-09,4.35364
2022-11-10,4.43204
2022-11-11,3.03924
2022-11-12,1.93238
2022-11-13,2.54577
2022-11-14,4.9993
2022-11-15,7.15306
2022-11-16,5.45588
2022-11-17,6.51201
2022-11-18,13.18083
2022-11-19,2.10764
2022-11-20,2.20449
2022-11-21,3.99391
2022-11-22,3.23755
2022-11-23,3.66185
2022-11-24,3.03924
2022-11-25,6.72416
2022-11-26,1.92777
2022-11-27,2.31517
2022-11-28,4.17838
2022-11-29,8.44901
2022-11-30,3.04385
2022-12-01,2.73486
2022-12-02,2.45353
2022-12-03,1.34206
2022-12-04,1.85859
2022-12-05,5.61269
2022-12-06,8.49052
2022-12-07,6.92708
2022-12-08,4.11843
2022-12-09,2.83171
2022-12-10,1.78019
2022-12-11,2.1722
2022-12-12,3.92473
2022-12-13,2.65184
2022-12-14,2.92856
2022-12-15,3.92934
2022-12-16,2.6749
2022-12-17,1.43891
2022-12-18,1.66951
2022-12-19,2.92856
2022-12-20,3.17299
2022-12-21,2.73024
2022-12-22,2.11225
2022-12-23,1.80325
2022-12-24,1.18526
2022-12-25,1.49425
2022-12-26,2.91933
2022-12-27,3.89706
2022-12-28,2.66107
2022-12-29,2.3659
2022-12-30,1.80325
2022-12-31,1.42507
2023-01-01,1.5127
2023-01-02,3.38514
2023-01-03,6.52123
2023-01-04,3.74486
2023-01-05,2.90089
2023-01-06,2.53193
2023-01-07,1.63722
2023-01-08,1.78942
2023-01-09,3.19605
2023-01-10,3.85555
2023-01-11,4.60268
2023-01-12,2.81787
2023-01-13,2.23216
2023-01-14,1.74791
2023-01-15,1.76174
2023-01-16,2.5965
2023-01-17,2.46275
2023-01-18,2.28289
2023-01-19,1.90471
2023-01-20,1.59572
2023-01-21,1.36512
2023-01-22,1.60033
2023-01-23,1.63722
2023-01-24,2.07535
2023-01-25,2.70718
2023-01-26,2.39358
2023-01-27,1.93238
2023-01-28,1.53115
2023-01-29,1.86321
2023-01-30,2.94239
2023-01-31,2.67951
2023-02-01,2.64723
2023-02-02,2.25061
2023-02-03,2.19065
2023-02-04,1.4343
2023-02-05,1.70179
2023-02-06,2.61495
2023-02-07,2.4028
2023-02-08,2.56422
2023-02-09,2.41202
2023-02-10,2.26444
2023-02-11,1.319
2023-02-12,1.9001
2023-02-13,2.65645
2023-02-14,2.73947
2023-02-15,2.3244
2023-02-16,2.0154
2023-02-17,2.09841
2023-02-18,1.36051
2023-02-19,1.71562
2023-02-20,2.78098
2023-02-21,3.53272
2023-02-22,2.92856
2023-02-23,2.51348
2023-02-24,1.96467
2023-02-25,1.21754
2023-02-26,1.60033
2023-02-27,2.60572
2023-02-28,3.69875
2023-03-01,2.18143
2023-03-02,3.75409
2023-03-03,3.12226
2023-03-04,2.06613
2023-03-05,2.20449
2023-03-06,3.44048
2023-03-07,4.09076
2023-03-08,6.33214
2023-03-09,2.7533
2023-03-10,2.22293
2023-03-11,1.48964
2023-03-12,1.64183
2023-03-13,3.80021
2023-03-14,4.81483
2023-03-15,3.54655
2023-03-16,2.33823
2023-03-17,2.21832
2023-03-18,1.45736
2023-03-19,1.72946
2023-03-20,2.71641
2023-03-21,3.27445
2023-03-22,2.43508
2023-03-23,2.44892
2023-03-24,2.04307
2023-03-25,1.36973
2023-03-26,1.8217
2023-03-27,2.7533
2023-03-28,2.96545
2023-03-29,2.19526
2023-03-30,2.00156
2023-03-31,1.937
2023-04-01,1.27288
2023-04-02,1.77558
2023-04-03,2.88705
2023-04-04,4.14149
2023-04-05,2.35668
2023-04-06,2.43508
2023-04-07,1.94622
2023-04-08,1.26827
2023-04-09,1.5496
2023-04-10,2.75792
2023-04-11,3.48199
2023-04-12,2.49965
2023-04-13,2.31517
2023-04-14,1.94622
2023-04-15,1.319
2023-04-16,1.74791
2023-04-17,3.15454
2023-04-18,4.0677
2023-04-19,3.24217
2023-04-20,2.19526
2023-04-21,2.0938
2023-04-22,1.34667
2023-04-23,1.53576
2023-04-24,2.50887
2023-04-25,2.69335
2023-04-26,2.65645
2023-04-27,2.26905
2023-04-28,1.86321
2023-04-29,1.27749
2023-04-30,1.49887
2023-05-01,2.02462
2023-05-02,2.85938
2023-05-03,3.27906
2023-05-04,3.18682
2023-05-05,1.48503
2023-05-06,1.67412
2023-05-07,1.95544
2023-05-08,3.57884
2023-05-09,3.89245
2023-05-10,7.50357
2023-05-11,3.18682
2023-05-12,2.58266
2023-05-13,1.54498
2023-05-14,1.98773
2023-05-15,3.55116
2023-05-16,3.55116
2023-05-17,4.44587
2023-05-18,2.75792
2023-05-19,2.32901
2023-05-20,1.49425
2023-05-21,1.628
2023-05-22,2.947
2023-05-23,3.35746
2023-05-24,2.73947
2023-05-25,2.48581
2023-05-26,2.70718
2023-05-27,1.92777
2023-05-28,1.93238
2023-05-29,2.34284
