date,S&P500선물
2023-05-31,23.6939
2023-06-01,25.40187
2023-06-02,19.77561
2023-06-03,2.89685
2023-06-04,1.15539
2023-06-05,22.00267
2023-06-06,15.28801
2023-06-07,22.70596
2023-06-08,22.67247
2023-06-09,18.50301
2023-06-10,3.39919
2023-06-11,1.15539
2023-06-12,18.87139
2023-06-13,22.50502
2023-06-14,25.33489
2023-06-15,24.53114
2023-06-16,19.20629
2023-06-17,2.96383
2023-06-18,0.66979
2023-06-19,17.83322
2023-06-20,23.10783
2023-06-21,23.14132
2023-06-22,25.97119
2023-06-23,23.24179
2023-06-24,3.66711
2023-06-25,1.37307
2023-06-26,25.80375
2023-06-27,26.97588
2023-06-28,28.14802
2023-06-29,26.08841
2023-06-30,17.95043
2023-07-01,3.11453
2023-07-02,1.07166
2023-07-03,19.1728
2023-07-04,13.59678
2023-07-05,19.27327
2023-07-06,22.2371
2023-07-07,20.09377
2023-07-08,2.56195
2023-07-09,0.83724
2023-07-10,21.85197
2023-07-11,18.72069
2023-07-12,18.90488
2023-07-13,16.57736
2023-07-14,17.64902
2023-07-15,2.34427
2023-07-16,0.88747
2023-07-17,16.99598
2023-07-18,17.02947
2023-07-19,17.11319
2023-07-20,18.2016
2023-07-21,17.81647
2023-07-22,2.34427
2023-07-23,1.02143
2023-07-24,18.63697
2023-07-25,16.34293
2023-07-26,18.2016
2023-07-27,18.50301
2023-07-28,16.35967
2023-07-29,2.29403
2023-07-30,0.65304
2023-07-31,15.08707
2023-08-01,17.44809
2023-08-02,28.04755
2023-08-03,27.77963
2023-08-04,19.55793
2023-08-05,2.22705
2023-08-06,0.82049
2023-08-07,18.98861
2023-08-08,19.49095
2023-08-09,18.15137
2023-08-10,19.82585
2023-08-11,15.77361
2023-08-12,2.16008
2023-08-13,0.70328
2023-08-14,16.39316
2023-08-15,13.8647
2023-08-16,22.85666
2023-08-17,22.48827
2023-08-18,22.20361
2023-08-19,2.44474
2023-08-20,0.6363
2023-08-21,19.75887
2023-08-22,18.31882
2023-08-23,19.20629
2023-08-24,21.58405
2023-08-25,20.74681
2023-08-26,2.41125
2023-08-27,0.92096
2023-08-28,17.12993
2023-08-29,17.49832
2023-08-30,19.84259
2023-08-31,17.36436
2023-09-01,15.30475
2023-09-02,1.97588
2023-09-03,0.56932
2023-09-04,13.94842
2023-09-05,21.88546
2023-09-06,18.82116
2023-09-07,21.2659
2023-09-08,18.72069
2023-09-09,1.74146
2023-09-10,1.00468
2023-09-11,18.03415
2023-09-12,17.74949
2023-09-13,20.83054
2023-09-14,17.49832
2023-09-15,15.9578
2023-09-16,2.3945
2023-09-17,1.00468
2023-09-18,18.10113
2023-09-19,17.76624
2023-09-20,17.5653
2023-09-21,23.30877
2023-09-22,19.94306
2023-09-23,2.93034
2023-09-24,0.73677
2023-09-25,19.40723
2023-09-26,21.55056
2023-09-27,16.56061
2023-09-28,9.1929
2023-09-29,9.96316
2023-09-30,3.33221
2023-10-01,0.88747
2023-10-02,13.14467
2023-10-03,16.94574
2023-10-04,33.30542
2023-10-05,27.31078
2023-10-06,23.07434
2023-10-07,2.74614
2023-10-08,1.18888
2023-10-09,27.74614
2023-10-10,29.21969
2023-10-11,28.13127
2023-10-12,23.79437
2023-10-13,25.6363
2023-10-14,3.71734
2023-10-15,1.15539
2023-10-16,25.16744
2023-10-17,22.63898
2023-10-18,23.10783
2023-10-19,28.19825
2023-10-20,23.5432
2023-10-21,3.73409
2023-10-22,1.25586
2023-10-23,30.17414
2023-10-24,24.0288
2023-10-25,22.00267
2023-10-26,30.24112
2023-10-27,24.1795
2023-10-28,3.33221
2023-10-29,1.15539
2023-10-30,28.78432
2023-10-31,25.98794
2023-11-01,19.8091
2023-11-02,18.62022
2023-11-03,19.49095
2023-11-04,3.04755
2023-11-05,1.00468
2023-11-06,18.18486
2023-11-07,19.22304
2023-11-08,16.77829
2023-11-09,16.71131
2023-11-10,16.7448
2023-11-11,2.46148
2023-11-12,0.51908
2023-11-13,18.3858
2023-11-14,20.07702
2023-11-15,20.42866
2023-11-16,20.52913
2023-11-17,16.96249
2023-11-18,1.87541
2023-11-19,0.53583
2023-11-20,15.6229
2023-11-21,16.97923
2023-11-22,16.82853
2023-11-23,13.63027
2023-11-24,11.75485
2023-11-25,2.10984
2023-11-26,0.98794
2023-11-27,14.73543
2023-11-28,15.37173
2023-11-29,15.52243
2023-11-30,14.53449
2023-12-01,13.78097
2023-12-02,2.2438
2023-12-03,0.70328
2023-12-04,15.22103
2023-12-05,19.70864
2023-12-06,18.25184
2023-12-07,18.08439
2023-12-08,17.4146
2023-12-09,2.69591
2023-12-10,0.65304
2023-12-11,17.09645
2023-12-12,18.0509
2023-12-13,16.77829
2023-12-14,16.96249
2023-12-15,17.11319
2023-12-16,2.3945
2023-12-17,0.9377
2023-12-18,15.3215
2023-12-19,17.66577
2023-12-20,17.24715
2023-12-21,20.59611
2023-12-22,15.99129
2023-12-23,2.71265
2023-12-24,0.56932
2023-12-25,1.79169
2023-12-26,13.76423
2023-12-27,15.89082
2023-12-28,14.19959
2023-12-29,9.77896
2023-12-30,1.72471
2023-12-31,0.51908
2024-01-01,2.02612
2024-01-02,19.15606
2024-01-03,22.45478
2024-01-04,22.60549
2024-01-05,17.86671
2024-01-06,2.37776
2024-01-07,1.02143
2024-01-08,22.7227
2024-01-09,21.98593
2024-01-10,19.45746
2024-01-11,19.22304
2024-01-12,17.63228
2024-01-13,2.71265
2024-01-14,0.90421
2024-01-15,13.49631
2024-01-16,20.42866
2024-01-17,27.41125
2024-01-18,25.46885
2024-01-19,17.33087
2024-01-20,2.82987
2024-01-21,0.92096
2024-01-22,16.35967
2024-01-23,17.58204
2024-01-24,22.65572
2024-01-25,23.07434
2024-01-26,24.12926
2024-01-27,3.81781
2024-01-28,1.10515
2024-01-29,18.60348
2024-01-30,17.76624
2024-01-31,19.60817
2024-02-01,21.18218
2024-02-02,18.56999
2024-02-03,3.09778
2024-02-04,0.87073
2024-02-05,19.44072
2024-02-06,19.18955
2024-02-07,17.83322
2024-02-08,15.89082
2024-02-09,9.36034
2024-02-10,3.43268
2024-02-11,1.08841
2024-02-12,13.49631
2024-02-13,23.89484
2024-02-14,22.30408
2024-02-15,18.6872
2024-02-16,16.99598
2024-02-17,2.64567
2024-02-18,0.98794
2024-02-19,13.5298
2024-02-20,19.07233
2024-02-21,17.79973
2024-02-22,19.54119
2024-02-23,17.61553
2024-02-24,2.79638
2024-02-25,0.95445
2024-02-26,16.47689
2024-02-27,15.6229
2024-02-28,15.6229
2024-02-29,16.29269
2024-03-01,12.17347
2024-03-02,2.42799
2024-03-03,0.80375
2024-03-04,16.04152
2024-03-05,17.36436
2024-03-06,19.39048
2024-03-07,19.82585
2024-03-08,17.18017
2024-03-09,3.04755
2024-03-10,1.07166
2024-03-11,20.41192
2024-03-12,21.48359
2024-03-13,18.23509
2024-03-14,17.53181
2024-03-15,18.75418
2024-03-16,2.82987
2024-03-17,0.88747
2024-03-18,18.21835
2024-03-19,18.40254
2024-03-20,16.09176
