date,삼성생명주가
2020-03-20,28.21267
2020-03-21,10.55279
2020-03-22,7.48669
2020-03-23,43.09171
2020-03-24,41.83831
2020-03-25,41.62492
2020-03-26,42.93447
2020-03-27,37.39526
2020-03-28,5.83571
2020-03-29,4.72831
2020-03-30,32.67144
2020-03-31,29.85691
2020-04-01,28.56083
2020-04-02,29.5065
2020-04-03,23.71122
2020-04-04,3.67708
2020-04-05,2.93807
2020-04-06,23.96729
2020-04-07,26.88964
2020-04-08,25.62501
2020-04-09,25.82717
2020-04-10,44.78761
2020-04-11,6.31415
2020-04-12,4.71708
2020-04-13,35.47474
2020-04-14,29.63903
2020-04-15,4.48347
2020-04-16,27.61517
2020-04-17,29.93104
2020-04-18,4.48123
2020-04-19,3.48165
2020-04-20,27.34787
2020-04-21,26.24722
2020-04-22,24.49291
2020-04-23,24.01671
2020-04-24,20.3823
2020-04-25,2.78757
2020-04-26,2.19456
2020-04-27,24.99382
2020-04-28,23.96954
2020-04-29,21.98162
2020-04-30,3.49064
2020-05-01,3.57824
2020-05-02,1.73409
2020-05-03,1.9048
2020-05-04,19.16709
2020-05-05,3.07284
2020-05-06,20.15319
2020-05-07,18.07767
2020-05-08,17.56328
2020-05-09,2.56968
2020-05-10,1.94748
2020-05-11,17.67335
2020-05-12,18.37417
2020-05-13,18.61452
2020-05-14,18.74255
2020-05-15,18.8953
2020-05-16,2.67301
2020-05-17,1.85314
2020-05-18,17.65538
2020-05-19,21.95017
2020-05-20,18.28432
2020-05-21,17.94963
2020-05-22,16.07403
2020-05-23,2.0508
2020-05-24,1.85988
2020-05-25,15.84267
2020-05-26,19.42316
2020-05-27,17.99681
2020-05-28,19.04804
2020-05-29,16.50531
2020-05-30,2.33832
2020-05-31,1.84864
2020-06-01,17.08034
2020-06-02,21.92547
2020-06-03,28.85958
2020-06-04,27.0289
2020-06-05,25.18699
2020-06-06,3.31319
2020-06-07,2.74714
2020-06-08,24.07062
2020-06-09,22.94301
2020-06-10,19.88589
2020-06-11,19.82299
2020-06-12,18.95595
2020-06-13,2.40122
2020-06-14,1.74981
2020-06-15,19.93755
2020-06-16,21.26507
2020-06-17,18.75154
2020-06-18,17.4622
2020-06-19,16.17062
2020-06-20,2.08899
2020-06-21,1.32303
2020-06-22,15.18228
2020-06-23,15.28111
2020-06-24,15.77528
2020-06-25,14.22089
2020-06-26,14.11532
2020-06-27,1.68916
2020-06-28,1.32303
2020-06-29,13.72447
2020-06-30,14.04344
2020-07-01,13.42572
2020-07-02,13.19885
2020-07-03,12.62157
2020-07-04,1.48026
2020-07-05,1.2197
2020-07-06,15.85165
2020-07-07,14.84759
2020-07-08,13.36957
2020-07-09,13.07082
2020-07-10,11.41535
2020-07-11,1.46903
2020-07-12,1.0984
2020-07-13,13.69976
2020-07-14,12.40144
2020-07-15,13.9783
2020-07-16,14.81165
2020-07-17,13.84801
2020-07-18,1.62627
2020-07-19,1.19724
2020-07-20,13.40101
2020-07-21,15.42936
2020-07-22,18.15404
2020-07-23,15.01156
2020-07-24,13.51782
2020-07-25,1.57236
2020-07-26,1.29607
2020-07-27,13.68404
2020-07-28,14.95091
2020-07-29,19.84995
2020-07-30,17.71827
2020-07-31,13.39428
2020-08-01,1.59033
2020-08-02,1.39041
2020-08-03,13.13821
2020-08-04,14.48819
2020-08-05,13.80534
2020-08-06,23.28219
2020-08-07,19.92407
2020-08-08,3.71526
2020-08-09,4.75302
2020-08-10,46.9395
2020-08-11,40.70396
2020-08-12,42.21343
2020-08-13,90.28953
2020-08-14,80.49372
2020-08-15,9.70821
2020-08-16,7.05766
2020-08-17,10.83133
2020-08-18,54.36105
2020-08-19,48.18841
2020-08-20,45.3649
2020-08-21,39.2529
2020-08-22,4.83164
2020-08-23,3.99155
2020-08-24,34.15395
2020-08-25,34.52458
2020-08-26,30.95981
2020-08-27,28.3115
2020-08-28,31.33044
2020-08-29,3.91068
2020-08-30,4.24088
2020-08-31,34.66609
2020-09-01,45.69509
2020-09-02,40.79381
2020-09-03,36.75284
2020-09-04,31.6539
2020-09-05,4.11734
2020-09-06,3.86576
2020-09-07,35.35344
2020-09-08,36.24744
2020-09-09,31.14175
2020-09-10,29.79177
2020-09-11,30.57121
2020-09-12,4.63846
2020-09-13,3.81185
2020-09-14,34.07983
2020-09-15,30.13769
2020-09-16,28.47548
2020-09-17,25.41836
2020-09-18,24.16496
2020-09-19,2.78308
2020-09-20,2.22152
2020-09-21,23.36755
2020-09-22,23.53826
2020-09-23,23.52029
2020-09-24,22.90931
2020-09-25,21.3684
2020-09-26,2.49331
2020-09-27,1.90705
2020-09-28,22.35899
2020-09-29,20.29021
2020-09-30,2.27767
2020-10-01,1.6375
2020-10-02,1.57236
2020-10-03,1.37918
2020-10-04,1.6083
2020-10-05,20.49911
2020-10-06,18.57858
2020-10-07,18.3562
2020-10-08,18.01927
2020-10-09,2.54947
2020-10-10,1.49149
2020-10-11,1.68916
2020-10-12,18.85262
2020-10-13,16.70522
2020-10-14,16.2717
2020-10-15,15.88759
2020-10-16,15.93027
2020-10-17,1.92052
2020-10-18,1.28484
2020-10-19,18.4191
2020-10-20,17.41279
2020-10-21,17.27801
2020-10-22,22.06922
2020-10-23,20.39803
2020-10-24,2.235
2020-10-25,12.62157
2020-10-26,100.0
2020-10-27,63.20447
2020-10-28,41.42051
2020-10-29,36.57314
2020-10-30,33.05554
2020-10-31,4.97091
2020-11-01,4.33073
2020-11-02,31.3237
2020-11-03,28.95392
2020-11-04,26.96826
2020-11-05,26.73689
2020-11-06,23.58992
2020-11-07,2.86394
2020-11-08,2.31361
2020-11-09,26.60886
2020-11-10,33.53175
2020-11-11,34.43248
2020-11-12,30.19384
2020-11-13,31.77519
2020-11-14,4.18248
2020-11-15,3.63664
2020-11-16,36.76857
2020-11-17,39.99415
2020-11-18,37.87596
2020-11-19,47.27644
2020-11-20,39.89757
2020-11-21,5.2719
2020-11-22,4.4655
2020-11-23,41.59796
2020-11-24,43.50277
2020-11-25,38.72503
2020-11-26,35.23888
2020-11-27,31.34167
2020-11-28,4.6744
2020-11-29,3.74896
2020-11-30,32.69165
2020-12-01,31.11705
2020-12-02,32.54565
2020-12-03,31.44724
2020-12-04,35.29504
2020-12-05,4.48347
2020-12-06,3.47492
2020-12-07,29.59185
2020-12-08,29.50874
2020-12-09,28.85734
2020-12-10,27.24679
2020-12-11,37.05833
2020-12-12,4.83389
2020-12-13,3.8433
2020-12-14,32.15031
2020-12-15,27.33215
2020-12-16,31.40681
2020-12-17,27.32091
2020-12-18,25.15105
2020-12-19,3.07059
2020-12-20,2.47534
2020-12-21,24.10431
2020-12-22,49.06444
2020-12-23,42.92324
2020-12-24,40.18958
2020-12-25,5.89635
2020-12-26,4.62274
2020-12-27,5.04279
2020-12-28,39.61903
2020-12-29,34.41002
2020-12-30,35.99811
2020-12-31,9.03209
2021-01-01,3.66135
2021-01-02,3.23682
2021-01-03,3.31993
2021-01-04,35.62748
2021-01-05,36.0902
2021-01-06,35.3175
2021-01-07,43.60834
2021-01-08,44.90442
2021-01-09,7.47545
2021-01-10,6.74543
2021-01-11,55.02145
2021-01-12,47.74815
2021-01-13,46.42287
2021-01-14,44.83703
2021-01-15,38.31847
2021-01-16,4.75302
2021-01-17,3.86127
2021-01-18,41.38233
2021-01-19,43.44437
2021-01-20,36.93029
2021-01-21,35.46126
2021-01-22,33.69347
2021-01-23,4.58231
2021-01-24,3.58273
2021-01-25,34.95136
2021-01-26,31.43152
2021-01-27,29.48404
2021-01-28,29.18753
