date,부동산투자
2020-03-20,80.90128
2020-03-21,69.09871
2020-03-22,70.81545
2020-03-23,81.54506
2020-03-24,74.8927
2020-03-25,78.32618
2020-03-26,84.12017
2020-03-27,74.03433
2020-03-28,62.01716
2020-03-29,70.60085
2020-03-30,79.18454
2020-03-31,78.11158
2020-04-01,66.95278
2020-04-02,68.45493
2020-04-03,63.94849
2020-04-04,54.29184
2020-04-05,69.95708
2020-04-06,71.88841
2020-04-07,86.0515
2020-04-08,71.24463
2020-04-09,66.30901
2020-04-10,65.45064
2020-04-11,56.86695
2020-04-12,69.74248
2020-04-13,79.18454
2020-04-14,63.7339
2020-04-15,75.10729
2020-04-16,72.31759
2020-04-17,71.45922
2020-04-18,58.79828
2020-04-19,70.38626
2020-04-20,90.98712
2020-04-21,89.27038
2020-04-22,86.26609
2020-04-23,72.96137
2020-04-24,60.72961
2020-04-25,61.15879
2020-04-26,70.60085
2020-04-27,87.55364
2020-04-28,86.48068
2020-04-29,60.72961
2020-04-30,56.65236
2020-05-01,59.65665
2020-05-02,56.00858
2020-05-03,64.80686
2020-05-04,65.23605
2020-05-05,63.30472
2020-05-06,71.45922
2020-05-07,67.59656
2020-05-08,64.37768
2020-05-09,56.65236
2020-05-10,65.66523
2020-05-11,66.73819
2020-05-12,67.16738
2020-05-13,69.52789
2020-05-14,68.88412
2020-05-15,57.51072
2020-05-16,57.08154
2020-05-17,65.66523
2020-05-18,85.8369
2020-05-19,76.18025
2020-05-20,73.81974
2020-05-21,70.81545
2020-05-22,74.67811
2020-05-23,61.37339
2020-05-24,86.26609
2020-05-25,86.26609
2020-05-26,100.0
2020-05-27,84.97854
2020-05-28,73.39055
2020-05-29,72.103
2020-05-30,66.5236
2020-05-31,66.09442
2020-06-01,95.92274
2020-06-02,83.69098
2020-06-03,80.90128
2020-06-04,83.47639
2020-06-05,82.40343
2020-06-06,74.03433
2020-06-07,77.03862
2020-06-08,83.47639
2020-06-09,78.32618
2020-06-10,91.84549
2020-06-11,74.46351
2020-06-12,75.53648
2020-06-13,70.60085
2020-06-14,84.33476
2020-06-15,89.05579
2020-06-16,92.27467
2020-06-17,95.70815
2020-06-18,95.70815
2020-06-19,74.24892
2020-06-20,64.59227
2020-06-21,68.66952
2020-06-22,92.27467
2020-06-23,76.39484
2020-06-24,81.11587
2020-06-25,77.25321
2020-06-26,71.03004
2020-06-27,61.58798
2020-06-28,77.89699
2020-06-29,77.46781
2020-06-30,83.69098
2020-07-01,68.66952
2020-07-02,71.67381
2020-07-03,74.03433
2020-07-04,54.07725
2020-07-05,63.51931
2020-07-06,88.41201
2020-07-07,81.54506
2020-07-08,71.88841
2020-07-09,72.103
2020-07-10,59.87124
2020-07-11,53.00429
2020-07-12,63.7339
2020-07-13,70.38626
2020-07-14,70.60085
2020-07-15,65.23605
2020-07-16,68.24034
2020-07-17,62.23175
2020-07-18,47.85407
2020-07-19,49.7854
2020-07-20,58.58369
2020-07-21,60.08583
2020-07-22,62.23175
2020-07-23,64.59227
2020-07-24,56.22317
2020-07-25,54.29184
2020-07-26,60.30042
2020-07-27,68.66952
2020-07-28,75.53648
2020-07-29,69.09871
2020-07-30,65.02145
2020-07-31,55.79399
2020-08-01,42.91845
2020-08-02,53.64806
2020-08-03,63.94849
2020-08-04,59.65665
2020-08-05,63.94849
2020-08-06,59.87124
2020-08-07,64.16309
2020-08-08,41.20171
2020-08-09,54.07725
2020-08-10,66.95278
2020-08-11,61.80257
2020-08-12,56.43776
2020-08-13,53.86266
2020-08-14,52.14592
2020-08-15,45.27896
2020-08-16,40.34334
2020-08-17,59.44206
2020-08-18,55.15021
2020-08-19,47.2103
2020-08-20,54.07725
2020-08-21,46.35193
2020-08-22,39.69957
2020-08-23,42.06008
2020-08-24,50.85836
2020-08-25,57.72532
2020-08-26,52.14592
2020-08-27,54.07725
2020-08-28,44.84978
2020-08-29,34.33476
2020-08-30,37.76824
2020-08-31,47.85407
2020-09-01,62.01716
2020-09-02,53.21888
2020-09-03,60.9442
2020-09-04,56.86695
2020-09-05,46.9957
2020-09-06,54.07725
2020-09-07,77.46781
2020-09-08,64.37768
2020-09-09,54.29184
2020-09-10,52.5751
2020-09-11,47.63948
2020-09-12,42.06008
2020-09-13,44.206
2020-09-14,58.58369
2020-09-15,60.08583
2020-09-16,60.9442
2020-09-17,53.21888
2020-09-18,58.36909
2020-09-19,51.71673
2020-09-20,50.21459
2020-09-21,65.23605
2020-09-22,58.36909
2020-09-23,50.21459
2020-09-24,48.06866
2020-09-25,46.78111
2020-09-26,37.33905
2020-09-27,42.70386
2020-09-28,61.58798
2020-09-29,50.42918
2020-09-30,44.206
2020-10-01,51.28755
2020-10-02,46.78111
2020-10-03,68.66952
2020-10-04,73.81974
2020-10-05,70.60085
2020-10-06,66.30901
2020-10-07,71.45922
2020-10-08,68.02575
2020-10-09,56.86695
2020-10-10,46.56652
2020-10-11,54.72103
2020-10-12,72.74678
2020-10-13,65.02145
2020-10-14,68.88412
2020-10-15,60.51502
2020-10-16,59.22746
2020-10-17,48.71244
2020-10-18,59.01287
2020-10-19,62.87553
2020-10-20,65.23605
2020-10-21,60.51502
2020-10-22,68.45493
2020-10-23,56.65236
2020-10-24,46.35193
2020-10-25,56.22317
2020-10-26,61.15879
2020-10-27,64.16309
2020-10-28,64.59227
2020-10-29,64.37768
2020-10-30,59.44206
2020-10-31,53.86266
2020-11-01,57.72532
2020-11-02,67.81115
2020-11-03,63.7339
2020-11-04,60.30042
2020-11-05,63.09012
2020-11-06,60.51502
2020-11-07,50.85836
2020-11-08,60.9442
2020-11-09,74.03433
2020-11-10,71.88841
2020-11-11,72.96137
2020-11-12,62.23175
2020-11-13,62.23175
2020-11-14,54.29184
2020-11-15,65.02145
2020-11-16,71.88841
2020-11-17,69.95708
2020-11-18,84.33476
2020-11-19,70.60085
2020-11-20,64.16309
2020-11-21,63.09012
2020-11-22,69.95708
2020-11-23,83.90557
2020-11-24,81.75965
2020-11-25,75.32188
2020-11-26,75.10729
2020-11-27,72.53218
2020-11-28,67.59656
2020-11-29,76.39484
2020-11-30,75.75107
2020-12-01,80.90128
2020-12-02,74.46351
2020-12-03,83.90557
2020-12-04,66.73819
2020-12-05,61.37339
2020-12-06,63.94849
2020-12-07,76.82403
2020-12-08,80.04291
2020-12-09,76.39484
2020-12-10,78.96995
2020-12-11,68.24034
2020-12-12,64.80686
2020-12-13,72.31759
2020-12-14,75.10729
2020-12-15,66.30901
2020-12-16,62.66094
2020-12-17,68.45493
2020-12-18,64.80686
2020-12-19,58.36909
2020-12-20,66.30901
2020-12-21,79.82832
2020-12-22,67.38197
2020-12-23,69.74248
2020-12-24,57.08154
2020-12-25,48.28326
2020-12-26,63.09012
2020-12-27,90.77253
2020-12-28,84.97854
2020-12-29,75.75107
2020-12-30,78.11158
2020-12-31,59.87124
2021-01-01,59.01287
2021-01-02,61.58798
2021-01-03,75.96566
2021-01-04,82.61802
2021-01-05,74.03433
2021-01-06,74.46351
2021-01-07,62.44635
2021-01-08,69.95708
2021-01-09,56.65236
2021-01-10,70.60085
2021-01-11,72.103
2021-01-12,67.38197
2021-01-13,66.30901
2021-01-14,64.16309
2021-01-15,61.37339
2021-01-16,62.23175
2021-01-17,62.87553
2021-01-18,68.02575
2021-01-19,69.95708
2021-01-20,66.30901
2021-01-21,76.60944
2021-01-22,75.75107
2021-01-23,71.67381
2021-01-24,74.8927
2021-01-25,69.09871
2021-01-26,83.2618
2021-01-27,67.38197
2021-01-28,61.58798
2021-01-29,57.51072
2021-01-30,53.21888
2021-01-31,64.59227
2021-02-01,66.30901
2021-02-02,74.24892
2021-02-03,71.67381
2021-02-04,65.66523
2021-02-05,52.36051
2021-02-06,44.84978
2021-02-07,59.01287
2021-02-08,62.44635
2021-02-09,58.58369
2021-02-10,50.21459
2021-02-11,45.27896
2021-02-12,48.92703
2021-02-13,55.15021
2021-02-14,70.81545
2021-02-15,77.25321
2021-02-16,61.58798
2021-02-17,62.66094
2021-02-18,64.16309
2021-02-19,49.14163
2021-02-20,50.0
2021-02-21,52.36051
2021-02-22,72.74678
2021-02-23,60.72961
2021-02-24,56.00858
2021-02-25,62.66094
2021-02-26,45.49356
2021-02-27,45.06437
2021-02-28,56.22317
2021-03-01,57.72532
2021-03-02,59.87124
2021-03-03,61.58798
2021-03-04,56.22317
2021-03-05,59.01287
2021-03-06,51.28755
2021-03-07,60.72961
2021-03-08,69.95708
2021-03-09,69.74248
2021-03-10,65.02145
2021-03-11,65.87982
2021-03-12,60.51502
2021-03-13,50.64377
2021-03-14,60.51502
2021-03-15,70.81545
2021-03-16,54.72103
2021-03-17,61.58798
2021-03-18,68.45493
2021-03-19,61.80257
2021-03-20,50.85836
2021-03-21,52.14592
2021-03-22,62.01716
2021-03-23,65.02145
2021-03-24,59.87124
2021-03-25,56.43776
2021-03-26,50.42918
2021-03-27,47.2103
2021-03-28,61.37339
2021-03-29,65.87982
2021-03-30,65.87982
2021-03-31,60.9442
2021-04-01,51.93133
2021-04-02,59.65665
2021-04-03,46.78111
2021-04-04,55.79399
2021-04-05,56.86695
2021-04-06,59.44206
2021-04-07,55.79399
2021-04-08,56.43776
2021-04-09,53.64806
2021-04-10,44.84978
2021-04-11,45.06437
2021-04-12,63.51931
2021-04-13,59.44206
2021-04-14,60.9442
2021-04-15,51.07296
2021-04-16,50.0
2021-04-17,32.83261
2021-04-18,42.27467
2021-04-19,49.57081
2021-04-20,57.72532
2021-04-21,54.29184
2021-04-22,59.01287
2021-04-23,57.08154
2021-04-24,44.84978
2021-04-25,43.99141
2021-04-26,59.65665
2021-04-27,53.00429
2021-04-28,55.15021
2021-04-29,65.45064
2021-04-30,50.64377
2021-05-01,32.18884
2021-05-02,36.90987
2021-05-03,46.13733
2021-05-04,47.42489
2021-05-05,40.77253
2021-05-06,43.56223
2021-05-07,41.20171
2021-05-08,37.76824
2021-05-09,41.4163
2021-05-10,58.36909
2021-05-11,58.58369
2021-05-12,48.92703
2021-05-13,52.14592
2021-05-14,42.70386
2021-05-15,35.40772
2021-05-16,38.8412
2021-05-17,52.36051
2021-05-18,46.56652
2021-05-19,51.07296
2021-05-20,56.43776
2021-05-21,51.93133
2021-05-22,42.70386
2021-05-23,44.206
2021-05-24,57.51072
2021-05-25,57.08154
2021-05-26,56.00858
2021-05-27,50.85836
2021-05-28,52.36051
2021-05-29,39.27038
2021-05-30,41.6309
2021-05-31,56.00858
2021-06-01,46.78111
2021-06-02,59.87124
2021-06-03,65.45064
2021-06-04,54.29184
2021-06-05,40.55793
2021-06-06,46.9957
2021-06-07,57.08154
2021-06-08,58.58369
2021-06-09,72.31759
2021-06-10,60.72961
2021-06-11,53.86266
2021-06-12,35.19313
2021-06-13,42.27467
2021-06-14,52.78969
2021-06-15,52.5751
2021-06-16,59.22746
2021-06-17,51.93133
2021-06-18,41.6309
2021-06-19,34.12017
2021-06-20,36.0515
2021-06-21,52.78969
2021-06-22,48.71244
2021-06-23,48.28326
2021-06-24,49.7854
2021-06-25,43.99141
2021-06-26,40.98712
2021-06-27,39.27038
2021-06-28,53.00429
2021-06-29,48.06866
2021-06-30,42.27467
2021-07-01,36.0515
2021-07-02,43.77682
2021-07-03,32.83261
2021-07-04,44.4206
2021-07-05,46.56652
2021-07-06,39.69957
2021-07-07,53.43347
