date,좌담회
2023-05-31,31.22028
2023-06-01,36.60855
2023-06-02,32.64659
2023-06-03,21.87004
2023-06-04,22.187
2023-06-05,26.78288
2023-06-06,26.14896
2023-06-07,38.66877
2023-06-08,43.74009
2023-06-09,30.90332
2023-06-10,16.48177
2023-06-11,20.76069
2023-06-12,31.69572
2023-06-13,33.43898
2023-06-14,35.34072
2023-06-15,32.17115
2023-06-16,47.54358
2023-06-17,25.51505
2023-06-18,28.68462
2023-06-19,31.69572
2023-06-20,41.20443
2023-06-21,31.22028
2023-06-22,36.13312
2023-06-23,28.8431
2023-06-24,21.71156
2023-06-25,18.22503
2023-06-26,36.45007
2023-06-27,41.04595
2023-06-28,43.89857
2023-06-29,39.9366
2023-06-30,34.38985
2023-07-01,18.22503
2023-07-02,17.11568
2023-07-03,35.97464
2023-07-04,42.31378
2023-07-05,38.66877
2023-07-06,43.89857
2023-07-07,39.77812
2023-07-08,20.76069
2023-07-09,20.60221
2023-07-10,44.84944
2023-07-11,45.32488
2023-07-12,37.87638
2023-07-13,40.88748
2023-07-14,34.23137
2023-07-15,24.72266
2023-07-16,21.07765
2023-07-17,44.84944
2023-07-18,39.46117
2023-07-19,40.729
2023-07-20,42.1553
2023-07-21,35.97464
2023-07-22,20.91917
2023-07-23,18.22503
2023-07-24,44.05705
2023-07-25,51.98098
2023-07-26,48.33597
2023-07-27,49.76228
2023-07-28,39.30269
2023-07-29,24.08874
2023-07-30,20.12678
2023-07-31,35.65768
2023-08-01,41.20443
2023-08-02,38.98573
2023-08-03,41.36291
2023-08-04,36.13312
2023-08-05,20.76069
2023-08-06,20.12678
2023-08-07,43.89857
2023-08-08,39.61965
2023-08-09,40.41204
2023-08-10,37.40095
2023-08-11,37.87638
2023-08-12,19.80982
2023-08-13,20.44374
2023-08-14,29.31854
2023-08-15,27.57527
2023-08-16,51.66402
2023-08-17,46.75118
2023-08-18,39.30269
2023-08-19,21.07765
2023-08-20,16.32329
2023-08-21,36.2916
2023-08-22,43.89857
2023-08-23,35.97464
2023-08-24,39.61965
2023-08-25,35.97464
2023-08-26,17.90808
2023-08-27,19.49286
2023-08-28,45.32488
2023-08-29,38.82725
2023-08-30,35.02377
2023-08-31,38.03486
2023-09-01,35.02377
2023-09-02,20.91917
2023-09-03,21.39461
2023-09-04,35.97464
2023-09-05,46.75118
2023-09-06,37.87638
2023-09-07,45.80031
2023-09-08,38.98573
2023-09-09,26.6244
2023-09-10,24.72266
2023-09-11,39.46117
2023-09-12,38.35182
2023-09-13,36.92551
2023-09-14,37.24247
2023-09-15,29.95245
2023-09-16,20.44374
2023-09-17,19.80982
2023-09-18,35.02377
2023-09-19,34.70681
2023-09-20,33.75594
2023-09-21,36.60855
2023-09-22,26.30744
2023-09-23,18.22503
2023-09-24,18.85895
2023-09-25,34.86529
2023-09-26,35.18225
2023-09-27,27.09984
2023-09-28,15.5309
2023-09-29,9.98415
2023-09-30,11.41045
2023-10-01,14.89698
2023-10-02,20.28526
2023-10-03,21.23613
2023-10-04,32.01267
2023-10-05,37.08399
2023-10-06,29.47702
2023-10-07,16.64025
2023-10-08,16.32329
2023-10-09,18.54199
2023-10-10,35.18225
2023-10-11,42.63074
2023-10-12,38.03486
2023-10-13,33.12202
2023-10-14,20.28526
2023-10-15,22.34548
2023-10-16,39.77812
2023-10-17,41.20443
2023-10-18,43.42313
2023-10-19,37.24247
2023-10-20,30.74484
2023-10-21,16.64025
2023-10-22,20.44374
2023-10-23,35.81616
2023-10-24,38.82725
2023-10-25,35.4992
2023-10-26,32.96354
2023-10-27,35.81616
2023-10-28,22.34548
2023-10-29,18.38351
2023-10-30,37.40095
2023-10-31,33.12202
2023-11-01,41.52139
2023-11-02,38.98573
2023-11-03,29.79397
2023-11-04,24.56418
2023-11-05,20.44374
2023-11-06,40.57052
2023-11-07,43.42313
2023-11-08,44.53248
2023-11-09,35.81616
2023-11-10,35.34072
2023-11-11,16.95721
2023-11-12,19.65134
2023-11-13,42.47226
2023-11-14,44.374
2023-11-15,42.31378
2023-11-16,34.54833
2023-11-17,30.42789
2023-11-18,25.03961
2023-11-19,19.33438
2023-11-20,42.1553
2023-11-21,34.38985
2023-11-22,37.24247
2023-11-23,38.5103
2023-11-24,32.32963
2023-11-25,21.55309
2023-11-26,18.85895
2023-11-27,36.92551
2023-11-28,38.98573
2023-11-29,32.80507
2023-11-30,34.23137
2023-12-01,34.86529
2023-12-02,18.54199
2023-12-03,19.17591
2023-12-04,36.60855
2023-12-05,35.18225
2023-12-06,39.46117
2023-12-07,45.32488
2023-12-08,34.0729
2023-12-09,19.9683
2023-12-10,19.01743
2023-12-11,38.03486
2023-12-12,40.41204
2023-12-13,43.26465
2023-12-14,38.03486
2023-12-15,27.57527
2023-12-16,19.65134
2023-12-17,23.45483
2023-12-18,32.96354
2023-12-19,33.75594
2023-12-20,34.0729
2023-12-21,25.83201
2023-12-22,17.43264
2023-12-23,15.84786
2023-12-24,11.0935
2023-12-25,13.47068
2023-12-26,25.19809
2023-12-27,28.20919
2023-12-28,26.6244
2023-12-29,20.91917
2023-12-30,12.99524
2023-12-31,12.36133
2024-01-01,12.36133
2024-01-02,33.43898
2024-01-03,32.32963
2024-01-04,32.17115
2024-01-05,33.75594
2024-01-06,19.49286
2024-01-07,20.91917
2024-01-08,36.13312
2024-01-09,52.13946
2024-01-10,41.67987
2024-01-11,39.77812
2024-01-12,34.54833
2024-01-13,18.22503
2024-01-14,21.23613
2024-01-15,34.54833
2024-01-16,33.12202
2024-01-17,39.14421
2024-01-18,34.38985
2024-01-19,32.01267
2024-01-20,19.33438
2024-01-21,29.16006
2024-01-22,36.45007
2024-01-23,38.19334
2024-01-24,37.24247
2024-01-25,34.86529
2024-01-26,33.43898
2024-01-27,22.82091
2024-01-28,27.09984
2024-01-29,42.31378
2024-01-30,36.76703
2024-01-31,35.18225
2024-02-01,37.40095
2024-02-02,36.76703
2024-02-03,14.58003
2024-02-04,20.76069
2024-02-05,40.729
2024-02-06,38.5103
2024-02-07,35.18225
2024-02-08,22.34548
2024-02-09,15.21394
2024-02-10,13.3122
2024-02-11,11.0935
2024-02-12,12.67828
2024-02-13,30.58637
2024-02-14,35.4992
2024-02-15,34.38985
2024-02-16,28.20919
2024-02-17,15.37242
2024-02-18,17.90808
2024-02-19,33.2805
2024-02-20,28.52614
2024-02-21,32.96354
2024-02-22,30.26941
2024-02-23,25.99049
2024-02-24,16.64025
2024-02-25,14.73851
2024-02-26,30.74484
2024-02-27,29.79397
2024-02-28,23.13787
2024-02-29,26.30744
2024-03-01,15.5309
2024-03-02,16.79873
2024-03-03,18.22503
2024-03-04,31.53724
2024-03-05,32.96354
2024-03-06,34.0729
2024-03-07,36.60855
2024-03-08,29.00158
2024-03-09,17.27416
2024-03-10,18.85895
2024-03-11,30.42789
2024-03-12,28.05071
2024-03-13,31.0618
2024-03-14,31.85419
2024-03-15,27.57527
2024-03-16,18.06656
2024-03-17,19.65134
2024-03-18,32.32963
2024-03-19,36.92551
2024-03-20,27.89223
