date,레버리지ETF
2020-09-02,8.9855
2020-09-03,15.7971
2020-09-04,16.66666
2020-09-05,14.34782
2020-09-06,9.27536
2020-09-07,24.49275
2020-09-08,17.82608
2020-09-09,18.69565
2020-09-10,8.69565
2020-09-11,6.08695
2020-09-12,4.92753
2020-09-13,2.75362
2020-09-14,9.56521
2020-09-15,9.85507
2020-09-16,10.57971
2020-09-17,7.82608
2020-09-18,6.66666
2020-09-19,3.62318
2020-09-20,2.75362
2020-09-21,7.24637
2020-09-22,9.71014
2020-09-23,11.88405
2020-09-24,14.05797
2020-09-25,6.37681
2020-09-26,3.1884
2020-09-27,1.15942
2020-09-28,5.07246
2020-09-29,3.76811
2020-09-30,1.15942
2020-10-01,2.46376
2020-10-02,1.73913
2020-10-03,3.33333
2020-10-04,2.02898
2020-10-05,4.63768
2020-10-06,4.05797
2020-10-07,6.37681
2020-10-08,6.08695
2020-10-09,2.17391
2020-10-10,1.30434
2020-10-11,3.1884
2020-10-12,4.20289
2020-10-13,3.76811
2020-10-14,4.92753
2020-10-15,4.92753
2020-10-16,4.20289
2020-10-17,3.04347
2020-10-18,1.88405
2020-10-19,3.91304
2020-10-20,4.34782
2020-10-21,3.62318
2020-10-22,4.05797
2020-10-23,3.76811
2020-10-24,0.86956
2020-10-25,1.30434
2020-10-26,4.7826
2020-10-27,5.21739
2020-10-28,4.34782
2020-10-29,6.66666
2020-10-30,5.94202
2020-10-31,3.1884
2020-11-01,67.82608
2020-11-02,12.17391
2020-11-03,16.37681
2020-11-04,7.82608
2020-11-05,8.40579
2020-11-06,9.71014
2020-11-07,5.65217
2020-11-08,6.37681
2020-11-09,11.73913
2020-11-10,10.28985
2020-11-11,15.94202
2020-11-12,8.55072
2020-11-13,7.3913
2020-11-14,3.33333
2020-11-15,6.52173
2020-11-16,8.9855
2020-11-17,9.27536
2020-11-18,8.69565
2020-11-19,6.23188
2020-11-20,10.86956
2020-11-21,4.20289
2020-11-22,5.7971
2020-11-23,9.85507
2020-11-24,17.97101
2020-11-25,21.44927
2020-11-26,14.20289
2020-11-27,13.91304
2020-11-28,7.68115
2020-11-29,9.42028
2020-11-30,14.20289
2020-12-01,24.63768
2020-12-02,44.20289
2020-12-03,33.33333
2020-12-04,30.57971
2020-12-05,17.24637
2020-12-06,14.92753
2020-12-07,34.49275
2020-12-08,33.33333
2020-12-09,44.63768
2020-12-10,24.7826
2020-12-11,33.76811
2020-12-12,17.53623
2020-12-13,16.95652
2020-12-14,29.13043
2020-12-15,34.63768
2020-12-16,30.28985
2020-12-17,26.95652
2020-12-18,33.33333
2020-12-19,23.76811
2020-12-20,23.1884
2020-12-21,31.44927
2020-12-22,26.52173
2020-12-23,26.81159
2020-12-24,33.47826
2020-12-25,18.9855
2020-12-26,18.69565
2020-12-27,17.68115
2020-12-28,33.04347
2020-12-29,36.66666
2020-12-30,62.46376
2020-12-31,52.17391
2021-01-01,29.42028
2021-01-02,36.95652
2021-01-03,39.42028
2021-01-04,100.0
2021-01-05,94.63768
2021-01-06,77.3913
2021-01-07,70.43478
2021-01-08,80.86956
2021-01-09,58.69565
2021-01-10,55.50724
2021-01-11,99.13043
2021-01-12,78.26086
2021-01-13,67.68115
2021-01-14,48.69565
2021-01-15,38.84057
2021-01-16,22.75362
2021-01-17,25.21739
2021-01-18,42.17391
2021-01-19,42.02898
2021-01-20,31.01449
2021-01-21,37.3913
2021-01-22,28.84057
2021-01-23,26.23188
2021-01-24,20.86956
2021-01-25,44.49275
2021-01-26,44.20289
2021-01-27,58.40579
2021-01-28,42.46376
2021-01-29,46.95652
2021-01-30,29.27536
2021-01-31,28.55072
2021-02-01,43.33333
2021-02-02,45.65217
2021-02-03,35.94202
2021-02-04,30.72463
2021-02-05,47.82608
2021-02-06,20.72463
2021-02-07,27.82608
2021-02-08,31.30434
2021-02-09,27.3913
2021-02-10,24.49275
2021-02-11,13.91304
2021-02-12,17.24637
2021-02-13,22.17391
2021-02-14,19.71014
2021-02-15,34.05797
2021-02-16,33.62318
2021-02-17,30.57971
2021-02-18,30.14492
2021-02-19,33.91304
2021-02-20,18.84057
2021-02-21,8.69565
2021-02-22,23.76811
2021-02-23,24.92753
2021-02-24,28.69565
2021-02-25,31.30434
2021-02-26,33.33333
2021-02-27,18.40579
2021-02-28,11.73913
2021-03-01,18.26086
2021-03-02,20.72463
2021-03-03,21.88405
2021-03-04,21.15942
2021-03-05,16.81159
2021-03-06,14.49275
2021-03-07,16.23188
2021-03-08,24.20289
2021-03-09,20.0
2021-03-10,19.27536
2021-03-11,20.43478
2021-03-12,28.9855
2021-03-13,12.75362
2021-03-14,15.36231
2021-03-15,13.04347
2021-03-16,15.50724
2021-03-17,15.36231
2021-03-18,23.33333
2021-03-19,20.72463
2021-03-20,10.14492
2021-03-21,9.27536
2021-03-22,18.11594
2021-03-23,12.75362
2021-03-24,12.89855
2021-03-25,11.5942
2021-03-26,12.46376
2021-03-27,8.11594
2021-03-28,6.95652
2021-03-29,12.89855
2021-03-30,13.62318
2021-03-31,14.05797
2021-04-01,18.26086
2021-04-02,15.36231
2021-04-03,12.02898
2021-04-04,11.5942
2021-04-05,21.44927
2021-04-06,21.30434
2021-04-07,15.36231
2021-04-08,17.24637
2021-04-09,13.04347
2021-04-10,8.69565
2021-04-11,11.01449
2021-04-12,15.07246
2021-04-13,22.46376
2021-04-14,20.0
2021-04-15,14.49275
2021-04-16,20.43478
2021-04-17,14.05797
2021-04-18,13.33333
2021-04-19,15.36231
2021-04-20,17.68115
2021-04-21,22.02898
2021-04-22,13.1884
2021-04-23,13.62318
2021-04-24,5.65217
2021-04-25,5.65217
2021-04-26,11.5942
2021-04-27,15.50724
2021-04-28,11.01449
2021-04-29,7.3913
2021-04-30,10.43478
2021-05-01,7.10144
2021-05-02,7.53623
2021-05-03,13.47826
2021-05-04,12.89855
2021-05-05,8.69565
2021-05-06,11.44927
2021-05-07,12.89855
2021-05-08,9.56521
2021-05-09,10.86956
2021-05-10,19.56521
2021-05-11,17.10144
2021-05-12,19.71014
2021-05-13,54.63768
2021-05-14,15.94202
2021-05-15,8.9855
2021-05-16,8.84057
2021-05-17,15.7971
2021-05-18,16.23188
2021-05-19,10.57971
2021-05-20,17.53623
2021-05-21,14.92753
2021-05-22,8.11594
2021-05-23,11.01449
2021-05-24,11.01449
2021-05-25,13.91304
2021-05-26,15.7971
2021-05-27,13.33333
2021-05-28,9.56521
2021-05-29,6.52173
2021-05-30,6.23188
2021-05-31,8.26086
2021-06-01,11.5942
2021-06-02,12.89855
2021-06-03,12.89855
2021-06-04,8.9855
2021-06-05,6.66666
2021-06-06,10.57971
2021-06-07,15.7971
2021-06-08,11.30434
2021-06-09,8.69565
2021-06-10,10.86956
2021-06-11,9.56521
2021-06-12,8.11594
2021-06-13,7.53623
2021-06-14,10.72463
2021-06-15,7.53623
2021-06-16,9.85507
2021-06-17,8.11594
2021-06-18,10.28985
2021-06-19,6.52173
2021-06-20,4.34782
2021-06-21,7.3913
2021-06-22,7.10144
2021-06-23,6.81159
2021-06-24,9.56521
2021-06-25,11.15942
2021-06-26,5.7971
2021-06-27,5.65217
2021-06-28,8.55072
2021-06-29,7.3913
2021-06-30,8.69565
2021-07-01,6.52173
2021-07-02,8.69565
2021-07-03,5.50724
2021-07-04,4.92753
2021-07-05,6.95652
2021-07-06,9.56521
2021-07-07,7.24637
2021-07-08,10.14492
2021-07-09,16.81159
2021-07-10,8.11594
2021-07-11,4.7826
2021-07-12,8.11594
2021-07-13,7.82608
2021-07-14,6.66666
2021-07-15,10.14492
2021-07-16,6.37681
2021-07-17,3.76811
2021-07-18,4.49275
2021-07-19,7.3913
2021-07-20,7.68115
2021-07-21,7.10144
2021-07-22,4.92753
2021-07-23,5.94202
2021-07-24,5.07246
2021-07-25,7.24637
2021-07-26,7.24637
2021-07-27,7.10144
2021-07-28,7.53623
2021-07-29,8.55072
2021-07-30,11.30434
2021-07-31,4.63768
2021-08-01,4.92753
2021-08-02,11.44927
2021-08-03,7.97101
2021-08-04,8.9855
2021-08-05,7.10144
2021-08-06,6.95652
2021-08-07,3.62318
2021-08-08,9.13043
2021-08-09,11.73913
2021-08-10,10.72463
2021-08-11,13.04347
2021-08-12,10.72463
2021-08-13,15.7971
2021-08-14,5.94202
2021-08-15,5.7971
2021-08-16,7.97101
2021-08-17,15.07246
2021-08-18,11.30434
2021-08-19,17.53623
2021-08-20,15.94202
2021-08-21,6.52173
2021-08-22,10.57971
2021-08-23,16.95652
2021-08-24,18.40579
2021-08-25,15.7971
2021-08-26,16.23188
2021-08-27,12.89855
2021-08-28,10.0
2021-08-29,6.66666
2021-08-30,11.88405
2021-08-31,16.23188
2021-09-01,14.7826
2021-09-02,17.97101
2021-09-03,13.91304
2021-09-04,7.97101
2021-09-05,8.55072
2021-09-06,11.5942
2021-09-07,12.60869
2021-09-08,15.7971
2021-09-09,12.60869
2021-09-10,12.02898
2021-09-11,7.68115
2021-09-12,5.07246
2021-09-13,8.11594
2021-09-14,10.14492
2021-09-15,8.9855
2021-09-16,13.47826
2021-09-17,6.66666
2021-09-18,6.08695
2021-09-19,5.21739
2021-09-20,5.94202
2021-09-21,5.36231
2021-09-22,8.69565
2021-09-23,11.5942
2021-09-24,10.57971
2021-09-25,7.97101
2021-09-26,8.40579
2021-09-27,11.5942
2021-09-28,15.36231
2021-09-29,21.5942
2021-09-30,16.37681
2021-10-01,16.95652
2021-10-02,6.95652
2021-10-03,4.49275
2021-10-04,10.14492
2021-10-05,21.88405
2021-10-06,29.42028
2021-10-07,21.44927
2021-10-08,13.33333
2021-10-09,8.9855
2021-10-10,16.81159
2021-10-11,18.40579
2021-10-12,26.52173
2021-10-13,21.73913
2021-10-14,19.85507
2021-10-15,25.07246
2021-10-16,13.91304
2021-10-17,14.05797
2021-10-18,14.92753
2021-10-19,17.97101
2021-10-20,19.13043
2021-10-21,14.34782
2021-10-22,13.62318
2021-10-23,10.43478
2021-10-24,13.76811
2021-10-25,15.21739
2021-10-26,18.69565
2021-10-27,16.81159
2021-10-28,20.0
2021-10-29,20.57971
2021-10-30,15.21739
2021-10-31,13.62318
2021-11-01,16.66666
2021-11-02,18.40579
2021-11-03,19.27536
2021-11-04,20.72463
2021-11-05,33.47826
2021-11-06,20.43478
2021-11-07,16.66666
2021-11-08,21.88405
2021-11-09,17.68115
2021-11-10,18.84057
2021-11-11,19.85507
2021-11-12,15.65217
2021-11-13,11.01449
2021-11-14,11.5942
2021-11-15,21.5942
2021-11-16,19.71014
2021-11-17,19.27536
2021-11-18,20.43478
2021-11-19,16.08695
2021-11-20,14.92753
2021-11-21,12.17391
2021-11-22,19.27536
2021-11-23,18.69565
2021-11-24,20.57971
2021-11-25,19.13043
2021-11-26,25.65217
2021-11-27,19.56521
2021-11-28,18.11594
2021-11-29,28.84057
2021-11-30,36.08695
2021-12-01,31.15942
2021-12-02,27.82608
2021-12-03,31.30434
2021-12-04,23.04347
2021-12-05,16.52173
2021-12-06,22.89855
2021-12-07,28.84057
2021-12-08,35.65217
2021-12-09,49.56521
2021-12-10,31.5942
2021-12-11,14.34782
2021-12-12,15.94202
2021-12-13,27.3913
2021-12-14,23.62318
2021-12-15,25.7971
2021-12-16,22.46376
2021-12-17,16.95652
2021-12-18,11.01449
2021-12-19,13.47826
2021-12-20,16.37681
2021-12-21,17.53623
2021-12-22,16.66666
2021-12-23,18.9855
2021-12-24,18.11594
2021-12-25,14.7826
2021-12-26,14.7826
2021-12-27,22.60869
2021-12-28,34.20289
2021-12-29,21.30434
2021-12-30,18.9855
2021-12-31,17.24637
2022-01-01,10.72463
2022-01-02,10.72463
2022-01-03,15.94202
2022-01-04,22.60869
2022-01-05,25.94202
2022-01-06,21.5942
2022-01-07,17.53623
2022-01-08,13.1884
2022-01-09,10.86956
2022-01-10,17.82608
2022-01-11,19.71014
2022-01-12,16.52173
2022-01-13,22.75362
2022-01-14,18.40579
2022-01-15,13.04347
2022-01-16,13.76811
2022-01-17,26.52173
2022-01-18,20.28985
2022-01-19,21.30434
2022-01-20,23.62318
2022-01-21,24.05797
2022-01-22,19.56521
2022-01-23,20.43478
2022-01-24,41.15942
2022-01-25,59.85507
2022-01-26,42.60869
2022-01-27,75.36231
2022-01-28,71.88405
2022-01-29,18.11594
2022-01-30,15.50724
2022-01-31,15.36231
2022-02-01,15.07246
2022-02-02,28.9855
2022-02-03,38.69565
2022-02-04,36.95652
2022-02-05,18.69565
2022-02-06,16.23188
2022-02-07,22.75362
2022-02-08,18.11594
2022-02-09,16.52173
2022-02-10,19.27536
2022-02-11,14.05797
2022-02-12,14.20289
2022-02-13,14.34782
2022-02-14,20.57971
2022-02-15,20.0
2022-02-16,20.28985
2022-02-17,18.69565
2022-02-18,18.11594
2022-02-19,13.47826
2022-02-20,14.92753
2022-02-21,21.30434
2022-02-22,32.31884
2022-02-23,26.37681
2022-02-24,63.1884
2022-02-25,38.69565
2022-02-26,16.37681
2022-02-27,11.73913
2022-02-28,17.53623
2022-03-01,14.92753
2022-03-02,18.40579
2022-03-03,19.56521
2022-03-04,15.65217
2022-03-05,9.27536
2022-03-06,11.88405
2022-03-07,24.05797
2022-03-08,27.24637
2022-03-09,6.95652
2022-03-10,16.66666
2022-03-11,13.76811
2022-03-12,9.27536
2022-03-13,8.69565
2022-03-14,12.60869
2022-03-15,20.43478
2022-03-16,19.13043
2022-03-17,23.33333
2022-03-18,16.66666
2022-03-19,16.81159
2022-03-20,13.04347
2022-03-21,21.30434
2022-03-22,16.08695
2022-03-23,20.57971
2022-03-24,17.97101
2022-03-25,17.97101
2022-03-26,9.56521
2022-03-27,6.95652
2022-03-28,14.92753
2022-03-29,15.21739
2022-03-30,20.57971
2022-03-31,16.66666
2022-04-01,10.28985
2022-04-02,7.10144
2022-04-03,5.94202
2022-04-04,12.31884
2022-04-05,10.28985
2022-04-06,13.04347
2022-04-07,16.37681
2022-04-08,13.91304
2022-04-09,9.42028
2022-04-10,5.65217
2022-04-11,13.33333
2022-04-12,12.89855
2022-04-13,12.60869
2022-04-14,12.17391
2022-04-15,15.65217
2022-04-16,4.7826
2022-04-17,7.68115
2022-04-18,12.02898
2022-04-19,11.73913
2022-04-20,14.63768
2022-04-21,11.44927
2022-04-22,13.04347
2022-04-23,9.13043
2022-04-24,8.11594
2022-04-25,18.9855
2022-04-26,17.24637
2022-04-27,29.42028
2022-04-28,15.07246
2022-04-29,17.24637
2022-04-30,12.02898
2022-05-01,8.84057
2022-05-02,20.86956
2022-05-03,13.47826
2022-05-04,14.34782
2022-05-05,7.24637
2022-05-06,19.13043
2022-05-07,8.55072
2022-05-08,9.42028
2022-05-09,17.10144
2022-05-10,22.02898
2022-05-11,18.40579
2022-05-12,21.88405
2022-05-13,12.89855
2022-05-14,6.95652
2022-05-15,8.26086
2022-05-16,16.37681
2022-05-17,10.57971
2022-05-18,12.89855
2022-05-19,31.5942
2022-05-20,14.63768
2022-05-21,5.7971
2022-05-22,7.10144
2022-05-23,7.97101
2022-05-24,10.72463
2022-05-25,12.46376
2022-05-26,8.69565
2022-05-27,10.86956
2022-05-28,5.94202
2022-05-29,3.47826
2022-05-30,9.85507
2022-05-31,8.55072
2022-06-01,7.10144
2022-06-02,7.3913
2022-06-03,10.14492
2022-06-04,4.49275
2022-06-05,5.07246
2022-06-06,7.3913
2022-06-07,8.69565
2022-06-08,11.01449
2022-06-09,10.86956
2022-06-10,20.57971
2022-06-11,10.0
2022-06-12,9.42028
2022-06-13,29.71014
2022-06-14,34.20289
2022-06-15,38.26086
2022-06-16,24.05797
2022-06-17,30.28985
2022-06-18,11.88405
2022-06-19,9.42028
2022-06-20,27.68115
2022-06-21,22.02898
2022-06-22,34.34782
2022-06-23,71.88405
2022-06-24,37.10144
2022-06-25,14.49275
2022-06-26,12.31884
2022-06-27,16.81159
2022-06-28,18.55072
2022-06-29,17.53623
2022-06-30,16.95652
2022-07-01,17.24637
2022-07-02,9.13043
2022-07-03,10.43478
2022-07-04,17.24637
2022-07-05,20.57971
2022-07-06,18.26086
2022-07-07,18.9855
2022-07-08,17.3913
2022-07-09,6.23188
2022-07-10,7.10144
2022-07-11,11.73913
2022-07-12,13.33333
2022-07-13,14.63768
2022-07-14,9.27536
2022-07-15,12.89855
2022-07-16,5.65217
2022-07-17,6.08695
2022-07-18,11.15942
2022-07-19,8.40579
2022-07-20,12.75362
2022-07-21,13.33333
2022-07-22,11.73913
2022-07-23,7.10144
2022-07-24,4.63768
2022-07-25,7.10144
2022-07-26,8.55072
2022-07-27,8.26086
2022-07-28,8.84057
2022-07-29,8.26086
2022-07-30,4.92753
2022-07-31,3.76811
2022-08-01,8.55072
2022-08-02,8.55072
2022-08-03,9.27536
2022-08-04,11.01449
2022-08-05,12.02898
2022-08-06,4.92753
2022-08-07,4.92753
2022-08-08,8.11594
2022-08-09,6.08695
2022-08-10,8.40579
2022-08-11,7.3913
2022-08-12,9.56521
2022-08-13,6.08695
2022-08-14,6.66666
2022-08-15,6.23188
2022-08-16,12.31884
2022-08-17,10.28985
2022-08-18,7.10144
2022-08-19,8.26086
2022-08-20,4.63768
2022-08-21,6.81159
2022-08-22,11.88405
2022-08-23,10.0
2022-08-24,9.27536
2022-08-25,9.56521
2022-08-26,15.7971
2022-08-27,6.52173
2022-08-28,5.94202
2022-08-29,16.37681
2022-08-30,14.7826
2022-08-31,8.69565
2022-09-01,15.36231
2022-09-02,13.91304
2022-09-03,4.34782
2022-09-04,6.95652
2022-09-05,12.17391
2022-09-06,10.72463
2022-09-07,17.82608
2022-09-08,10.57971
2022-09-09,4.63768
2022-09-10,5.94202
2022-09-11,5.36231
2022-09-12,6.37681
2022-09-13,19.56521
2022-09-14,20.14492
2022-09-15,12.31884
2022-09-16,12.60869
2022-09-17,7.24637
2022-09-18,7.3913
2022-09-19,11.15942
2022-09-20,12.60869
2022-09-21,10.72463
2022-09-22,16.81159
2022-09-23,26.52173
2022-09-24,16.52173
2022-09-25,8.40579
2022-09-26,45.94202
2022-09-27,32.17391
2022-09-28,53.76811
2022-09-29,32.31884
2022-09-30,20.14492
2022-10-01,11.30434
2022-10-02,8.69565
2022-10-03,13.91304
2022-10-04,22.46376
2022-10-05,18.84057
2022-10-06,15.21739
2022-10-07,11.01449
2022-10-08,6.08695
2022-10-09,7.24637
2022-10-10,8.11594
2022-10-11,22.31884
2022-10-12,16.66666
2022-10-13,24.63768
2022-10-14,15.94202
2022-10-15,14.49275
2022-10-16,10.28985
2022-10-17,12.89855
2022-10-18,13.76811
2022-10-19,11.44927
2022-10-20,12.75362
2022-10-21,11.30434
2022-10-22,10.14492
2022-10-23,9.13043
2022-10-24,13.91304
2022-10-25,10.14492
2022-10-26,12.17391
2022-10-27,13.76811
2022-10-28,11.88405
2022-10-29,3.76811
2022-10-30,2.89855
2022-10-31,6.95652
2022-11-01,11.01449
2022-11-02,11.5942
2022-11-03,11.44927
2022-11-04,8.26086
2022-11-05,5.21739
2022-11-06,6.08695
2022-11-07,11.88405
2022-11-08,12.17391
2022-11-09,11.88405
2022-11-10,12.75362
2022-11-11,16.37681
2022-11-12,6.81159
2022-11-13,8.40579
2022-11-14,11.73913
2022-11-15,8.55072
2022-11-16,10.72463
2022-11-17,9.71014
2022-11-18,7.3913
2022-11-19,3.91304
2022-11-20,3.33333
2022-11-21,5.21739
2022-11-22,6.66666
2022-11-23,5.50724
2022-11-24,6.81159
2022-11-25,5.94202
2022-11-26,2.60869
2022-11-27,4.20289
2022-11-28,6.66666
2022-11-29,5.07246
2022-11-30,3.91304
2022-12-01,9.42028
2022-12-02,5.07246
2022-12-03,5.36231
2022-12-04,2.60869
2022-12-05,6.37681
2022-12-06,7.10144
2022-12-07,6.08695
2022-12-08,6.08695
2022-12-09,6.23188
2022-12-10,3.04347
2022-12-11,2.75362
2022-12-12,6.52173
2022-12-13,6.23188
2022-12-14,6.37681
2022-12-15,4.7826
2022-12-16,6.66666
2022-12-17,3.91304
2022-12-18,1.88405
2022-12-19,5.7971
2022-12-20,7.82608
2022-12-21,6.37681
2022-12-22,4.92753
2022-12-23,6.95652
2022-12-24,3.33333
2022-12-25,3.62318
2022-12-26,6.37681
2022-12-27,8.26086
2022-12-28,8.69565
2022-12-29,10.86956
2022-12-30,5.65217
2022-12-31,2.89855
2023-01-01,4.20289
2023-01-02,6.23188
2023-01-03,11.01449
2023-01-04,7.82608
2023-01-05,8.11594
2023-01-06,6.81159
2023-01-07,15.50724
2023-01-08,11.73913
2023-01-09,10.72463
2023-01-10,11.44927
2023-01-11,11.5942
2023-01-12,10.14492
2023-01-13,8.9855
2023-01-14,6.66666
2023-01-15,7.24637
2023-01-16,9.42028
2023-01-17,7.82608
2023-01-18,7.68115
2023-01-19,7.24637
2023-01-20,7.68115
2023-01-21,5.36231
2023-01-22,8.84057
2023-01-23,5.7971
2023-01-24,9.85507
2023-01-25,10.0
2023-01-26,11.44927
2023-01-27,12.02898
2023-01-28,8.9855
2023-01-29,5.94202
2023-01-30,13.76811
2023-01-31,10.14492
2023-02-01,12.17391
2023-02-02,15.07246
2023-02-03,12.89855
2023-02-04,8.84057
2023-02-05,5.50724
2023-02-06,9.42028
2023-02-07,11.5942
2023-02-08,13.76811
2023-02-09,13.04347
2023-02-10,9.71014
2023-02-11,10.28985
2023-02-12,7.3913
2023-02-13,8.26086
2023-02-14,7.3913
2023-02-15,8.40579
2023-02-16,9.42028
2023-02-17,6.81159
2023-02-18,3.33333
2023-02-19,2.75362
2023-02-20,5.65217
2023-02-21,7.53623
2023-02-22,10.57971
2023-02-23,6.81159
2023-02-24,6.52173
2023-02-25,5.50724
2023-02-26,6.95652
2023-02-27,7.82608
2023-02-28,7.24637
2023-03-01,5.50724
2023-03-02,6.52173
2023-03-03,7.24637
2023-03-04,4.7826
2023-03-05,4.63768
2023-03-06,7.3913
2023-03-07,8.9855
2023-03-08,8.11594
2023-03-09,7.53623
2023-03-10,8.55072
2023-03-11,6.23188
2023-03-12,5.21739
2023-03-13,7.82608
2023-03-14,24.05797
2023-03-15,25.50724
2023-03-16,18.26086
2023-03-17,16.52173
2023-03-18,12.60869
2023-03-19,14.92753
2023-03-20,16.66666
2023-03-21,14.49275
2023-03-22,15.21739
2023-03-23,14.92753
2023-03-24,12.17391
2023-03-25,10.28985
2023-03-26,9.85507
2023-03-27,12.02898
2023-03-28,11.30434
2023-03-29,10.72463
2023-03-30,10.43478
2023-03-31,10.28985
2023-04-01,8.69565
2023-04-02,6.81159
2023-04-03,10.28985
2023-04-04,12.31884
2023-04-05,11.5942
2023-04-06,9.56521
2023-04-07,11.01449
2023-04-08,4.34782
2023-04-09,5.7971
2023-04-10,10.86956
2023-04-11,12.17391
2023-04-12,13.91304
2023-04-13,9.71014
2023-04-14,10.43478
2023-04-15,5.7971
2023-04-16,6.23188
2023-04-17,8.69565
2023-04-18,8.11594
2023-04-19,7.82608
2023-04-20,11.01449
2023-04-21,8.69565
2023-04-22,5.36231
2023-04-23,4.63768
2023-04-24,10.0
2023-04-25,11.5942
2023-04-26,7.53623
2023-04-27,8.26086
2023-04-28,8.40579
2023-04-29,5.21739
2023-04-30,4.05797
2023-05-01,5.65217
2023-05-02,7.97101
2023-05-03,9.13043
2023-05-04,7.24637
2023-05-05,4.05797
2023-05-06,3.76811
2023-05-07,4.63768
2023-05-08,3.33333
2023-05-09,6.81159
2023-05-10,5.50724
2023-05-11,5.65217
2023-05-12,5.65217
2023-05-13,4.05797
2023-05-14,2.46376
2023-05-15,4.05797
2023-05-16,7.82608
2023-05-17,5.7971
2023-05-18,7.3913
2023-05-19,6.08695
2023-05-20,3.91304
2023-05-21,4.63768
2023-05-22,4.7826
2023-05-23,8.40579
2023-05-24,3.33333
2023-05-25,6.23188
2023-05-26,6.52173
2023-05-27,6.37681
2023-05-28,5.07246
2023-05-29,4.49275
2023-05-30,9.27536
