date,상속세및증여세법
2020-11-22,19.76744
2020-11-23,57.84883
2020-11-24,51.16279
2020-11-25,57.55813
2020-11-26,50.58139
2020-11-27,39.82558
2020-11-28,12.5
2020-11-29,15.98837
2020-11-30,45.63953
2020-12-01,44.47674
2020-12-02,47.67441
2020-12-03,47.09302
2020-12-04,31.97674
2020-12-05,8.43023
2020-12-06,18.02325
2020-12-07,44.18604
2020-12-08,50.58139
2020-12-09,50.29069
2020-12-10,41.27906
2020-12-11,41.56976
2020-12-12,12.79069
2020-12-13,9.88372
2020-12-14,48.8372
2020-12-15,41.56976
2020-12-16,44.18604
2020-12-17,44.76744
2020-12-18,38.37209
2020-12-19,12.2093
2020-12-20,19.76744
2020-12-21,42.44186
2020-12-22,42.44186
2020-12-23,40.69767
2020-12-24,27.03488
2020-12-25,9.88372
2020-12-26,12.2093
2020-12-27,20.34883
2020-12-28,43.60465
2020-12-29,36.9186
2020-12-30,35.75581
2020-12-31,19.18604
2021-01-01,6.97674
2021-01-02,10.46511
2021-01-03,10.46511
2021-01-04,42.15116
2021-01-05,42.73255
2021-01-06,45.05813
2021-01-07,37.5
2021-01-08,38.66279
2021-01-09,12.79069
2021-01-10,13.37209
2021-01-11,40.69767
2021-01-12,39.82558
2021-01-13,45.05813
2021-01-14,40.11627
2021-01-15,37.5
2021-01-16,10.46511
2021-01-17,15.40697
2021-01-18,40.40697
2021-01-19,44.18604
2021-01-20,39.53488
2021-01-21,42.44186
2021-01-22,31.39534
2021-01-23,12.2093
2021-01-24,15.69767
2021-01-25,40.69767
2021-01-26,42.15116
2021-01-27,48.25581
2021-01-28,47.09302
2021-01-29,33.43023
2021-01-30,16.56976
2021-01-31,15.69767
2021-02-01,42.15116
2021-02-02,40.98837
2021-02-03,40.69767
2021-02-04,30.23255
2021-02-05,33.72093
2021-02-06,10.17441
2021-02-07,14.24418
2021-02-08,42.15116
2021-02-09,36.3372
2021-02-10,31.10465
2021-02-11,8.72093
2021-02-12,8.13953
2021-02-13,12.2093
2021-02-14,14.24418
2021-02-15,44.18604
2021-02-16,51.16279
2021-02-17,46.80232
2021-02-18,41.86046
2021-02-19,36.04651
2021-02-20,16.27906
2021-02-21,15.11627
2021-02-22,44.18604
2021-02-23,42.73255
2021-02-24,48.8372
2021-02-25,44.47674
2021-02-26,32.26744
2021-02-27,9.01162
2021-02-28,10.17441
2021-03-01,19.47674
2021-03-02,50.0
2021-03-03,55.23255
2021-03-04,43.02325
2021-03-05,43.31395
2021-03-06,12.79069
2021-03-07,13.95348
2021-03-08,42.15116
2021-03-09,52.90697
2021-03-10,52.90697
2021-03-11,47.67441
2021-03-12,45.05813
2021-03-13,10.75581
2021-03-14,17.73255
2021-03-15,55.52325
2021-03-16,52.03488
2021-03-17,51.74418
2021-03-18,51.45348
2021-03-19,47.67441
2021-03-20,19.47674
2021-03-21,12.2093
2021-03-22,54.06976
2021-03-23,46.22093
2021-03-24,48.8372
2021-03-25,49.1279
2021-03-26,48.54651
2021-03-27,14.82558
2021-03-28,14.82558
2021-03-29,57.55813
2021-03-30,56.97674
2021-03-31,49.4186
2021-04-01,42.73255
2021-04-02,34.59302
2021-04-03,17.15116
2021-04-04,12.79069
2021-04-05,50.58139
2021-04-06,53.77906
2021-04-07,46.22093
2021-04-08,50.58139
2021-04-09,40.98837
2021-04-10,11.3372
2021-04-11,11.6279
2021-04-12,57.55813
2021-04-13,53.77906
2021-04-14,52.32558
2021-04-15,47.96511
2021-04-16,38.95348
2021-04-17,9.88372
2021-04-18,10.46511
2021-04-19,43.02325
2021-04-20,57.84883
2021-04-21,50.87209
2021-04-22,50.29069
2021-04-23,42.15116
2021-04-24,9.88372
2021-04-25,18.02325
2021-04-26,66.27906
2021-04-27,55.23255
2021-04-28,57.26744
2021-04-29,63.66279
2021-04-30,50.29069
2021-05-01,7.84883
2021-05-02,11.6279
2021-05-03,45.93023
2021-05-04,41.86046
2021-05-05,12.5
2021-05-06,39.82558
2021-05-07,29.65116
2021-05-08,12.79069
2021-05-09,14.24418
2021-05-10,48.54651
2021-05-11,45.93023
2021-05-12,40.11627
2021-05-13,34.59302
2021-05-14,37.2093
2021-05-15,11.6279
2021-05-16,10.75581
2021-05-17,39.53488
2021-05-18,38.95348
2021-05-19,13.95348
2021-05-20,40.11627
2021-05-21,36.9186
2021-05-22,9.88372
2021-05-23,13.95348
2021-05-24,39.24418
2021-05-25,41.56976
2021-05-26,44.47674
2021-05-27,36.6279
2021-05-28,38.95348
2021-05-29,7.55813
2021-05-30,10.46511
2021-05-31,41.86046
2021-06-01,38.66279
2021-06-02,50.29069
2021-06-03,38.95348
2021-06-04,37.79069
2021-06-05,11.6279
2021-06-06,13.08139
2021-06-07,39.82558
2021-06-08,46.22093
2021-06-09,39.24418
2021-06-10,45.63953
2021-06-11,35.75581
2021-06-12,11.9186
2021-06-13,12.79069
2021-06-14,46.22093
2021-06-15,49.7093
2021-06-16,43.31395
2021-06-17,41.56976
2021-06-18,41.56976
2021-06-19,12.5
2021-06-20,12.2093
2021-06-21,50.58139
2021-06-22,40.11627
2021-06-23,44.47674
2021-06-24,44.47674
2021-06-25,41.27906
2021-06-26,9.59302
2021-06-27,12.2093
2021-06-28,51.74418
2021-06-29,45.34883
2021-06-30,41.27906
2021-07-01,34.30232
2021-07-02,26.45348
2021-07-03,5.23255
2021-07-04,9.88372
2021-07-05,33.43023
2021-07-06,40.98837
2021-07-07,40.98837
2021-07-08,38.08139
2021-07-09,26.45348
2021-07-10,9.88372
2021-07-11,10.46511
2021-07-12,40.11627
2021-07-13,41.27906
2021-07-14,41.56976
2021-07-15,38.37209
2021-07-16,34.01162
2021-07-17,8.72093
2021-07-18,10.75581
2021-07-19,32.84883
2021-07-20,36.6279
2021-07-21,42.44186
2021-07-22,38.66279
2021-07-23,31.97674
2021-07-24,6.68604
2021-07-25,8.13953
2021-07-26,34.30232
2021-07-27,45.63953
2021-07-28,33.72093
2021-07-29,42.73255
2021-07-30,39.53488
2021-07-31,9.01162
2021-08-01,5.81395
2021-08-02,31.97674
2021-08-03,32.84883
2021-08-04,25.29069
2021-08-05,32.55813
2021-08-06,26.16279
2021-08-07,11.04651
2021-08-08,8.13953
2021-08-09,38.37209
2021-08-10,38.66279
2021-08-11,39.53488
2021-08-12,40.98837
2021-08-13,34.30232
2021-08-14,8.72093
2021-08-15,7.26744
2021-08-16,15.40697
2021-08-17,34.59302
2021-08-18,44.47674
2021-08-19,42.44186
2021-08-20,34.01162
2021-08-21,7.84883
2021-08-22,6.39534
2021-08-23,45.34883
2021-08-24,46.22093
2021-08-25,39.53488
2021-08-26,36.04651
2021-08-27,31.10465
2021-08-28,8.13953
2021-08-29,12.2093
2021-08-30,38.37209
2021-08-31,32.55813
2021-09-01,34.59302
2021-09-02,39.24418
2021-09-03,29.36046
2021-09-04,9.88372
2021-09-05,9.88372
2021-09-06,39.24418
2021-09-07,34.88372
2021-09-08,34.01162
2021-09-09,39.24418
2021-09-10,33.72093
2021-09-11,10.46511
2021-09-12,15.11627
2021-09-13,36.3372
2021-09-14,38.66279
2021-09-15,34.59302
2021-09-16,32.55813
2021-09-17,25.87209
2021-09-18,7.55813
2021-09-19,7.55813
2021-09-20,4.36046
2021-09-21,8.43023
2021-09-22,12.2093
2021-09-23,34.59302
2021-09-24,33.43023
2021-09-25,9.59302
2021-09-26,10.17441
2021-09-27,37.2093
2021-09-28,43.31395
2021-09-29,40.69767
2021-09-30,37.5
2021-10-01,37.2093
2021-10-02,11.3372
2021-10-03,9.30232
2021-10-04,10.75581
2021-10-05,37.79069
2021-10-06,33.43023
2021-10-07,31.39534
2021-10-08,36.3372
2021-10-09,4.94186
2021-10-10,8.43023
2021-10-11,11.6279
2021-10-12,34.59302
2021-10-13,37.5
2021-10-14,34.01162
2021-10-15,30.23255
2021-10-16,10.75581
2021-10-17,16.86046
2021-10-18,27.03488
2021-10-19,30.52325
2021-10-20,29.36046
2021-10-21,40.69767
2021-10-22,24.1279
2021-10-23,13.08139
2021-10-24,11.04651
2021-10-25,38.95348
2021-10-26,34.30232
2021-10-27,37.5
2021-10-28,35.75581
2021-10-29,35.75581
2021-10-30,9.01162
2021-10-31,11.04651
2021-11-01,40.69767
2021-11-02,30.52325
2021-11-03,34.30232
2021-11-04,27.32558
2021-11-05,27.03488
2021-11-06,7.55813
2021-11-07,9.01162
2021-11-08,41.86046
2021-11-09,37.5
2021-11-10,37.2093
2021-11-11,42.44186
2021-11-12,31.97674
2021-11-13,12.2093
2021-11-14,10.46511
2021-11-15,43.31395
2021-11-16,40.40697
2021-11-17,39.82558
2021-11-18,30.81395
2021-11-19,34.88372
2021-11-20,11.6279
2021-11-21,15.40697
2021-11-22,47.09302
2021-11-23,43.89534
2021-11-24,43.89534
2021-11-25,49.7093
2021-11-26,36.6279
2021-11-27,7.84883
2021-11-28,9.30232
2021-11-29,45.93023
2021-11-30,36.6279
2021-12-01,40.98837
2021-12-02,50.29069
2021-12-03,34.88372
2021-12-04,14.82558
2021-12-05,9.30232
2021-12-06,48.25581
2021-12-07,44.76744
2021-12-08,34.30232
2021-12-09,37.5
2021-12-10,34.88372
2021-12-11,14.24418
2021-12-12,11.9186
2021-12-13,40.40697
2021-12-14,46.51162
2021-12-15,40.69767
2021-12-16,39.53488
2021-12-17,30.81395
2021-12-18,14.53488
2021-12-19,9.59302
2021-12-20,47.67441
2021-12-21,41.56976
2021-12-22,38.66279
2021-12-23,33.72093
2021-12-24,25.0
2021-12-25,9.01162
2021-12-26,12.2093
2021-12-27,43.02325
2021-12-28,42.15116
2021-12-29,40.11627
2021-12-30,24.7093
2021-12-31,18.60465
2022-01-01,8.13953
2022-01-02,6.68604
2022-01-03,35.46511
2022-01-04,30.81395
2022-01-05,34.59302
2022-01-06,35.75581
2022-01-07,28.77906
2022-01-08,12.2093
2022-01-09,9.88372
2022-01-10,37.2093
2022-01-11,42.44186
2022-01-12,48.25581
2022-01-13,44.76744
2022-01-14,32.84883
2022-01-15,9.30232
2022-01-16,13.66279
2022-01-17,28.19767
2022-01-18,31.39534
2022-01-19,28.77906
2022-01-20,28.19767
2022-01-21,31.39534
2022-01-22,15.40697
2022-01-23,14.53488
2022-01-24,42.15116
2022-01-25,39.53488
2022-01-26,38.66279
2022-01-27,31.39534
2022-01-28,22.09302
2022-01-29,13.37209
2022-01-30,10.46511
2022-01-31,11.3372
2022-02-01,11.6279
2022-02-02,14.82558
2022-02-03,44.18604
2022-02-04,29.36046
2022-02-05,11.9186
2022-02-06,9.30232
2022-02-07,33.13953
2022-02-08,38.66279
2022-02-09,36.3372
2022-02-10,35.17441
2022-02-11,29.65116
2022-02-12,8.72093
2022-02-13,13.95348
2022-02-14,37.5
2022-02-15,36.9186
2022-02-16,38.08139
2022-02-17,30.52325
2022-02-18,38.95348
2022-02-19,13.95348
2022-02-20,11.3372
2022-02-21,39.24418
2022-02-22,39.24418
2022-02-23,46.51162
2022-02-24,34.88372
2022-02-25,30.23255
2022-02-26,8.43023
2022-02-27,14.24418
2022-02-28,30.23255
2022-03-01,13.37209
2022-03-02,40.40697
2022-03-03,40.40697
2022-03-04,29.65116
2022-03-05,7.55813
2022-03-06,10.75581
2022-03-07,37.5
2022-03-08,38.08139
2022-03-09,12.5
2022-03-10,32.84883
2022-03-11,35.75581
2022-03-12,11.6279
2022-03-13,13.95348
2022-03-14,35.17441
2022-03-15,36.3372
2022-03-16,37.79069
2022-03-17,40.40697
2022-03-18,29.06976
2022-03-19,9.88372
2022-03-20,11.6279
2022-03-21,46.22093
2022-03-22,41.86046
2022-03-23,40.11627
2022-03-24,33.72093
2022-03-25,36.3372
2022-03-26,11.3372
2022-03-27,8.13953
2022-03-28,45.05813
2022-03-29,43.60465
2022-03-30,37.2093
2022-03-31,39.82558
2022-04-01,40.11627
2022-04-02,10.17441
2022-04-03,6.97674
2022-04-04,47.09302
2022-04-05,39.24418
2022-04-06,40.40697
2022-04-07,38.66279
2022-04-08,37.79069
2022-04-09,10.17441
2022-04-10,12.2093
2022-04-11,43.31395
2022-04-12,53.77906
2022-04-13,48.8372
2022-04-14,46.22093
2022-04-15,44.47674
2022-04-16,11.3372
2022-04-17,6.97674
2022-04-18,56.10465
2022-04-19,56.10465
2022-04-20,51.74418
2022-04-21,47.67441
2022-04-22,44.76744
2022-04-23,9.88372
2022-04-24,13.66279
2022-04-25,52.61627
2022-04-26,58.13953
2022-04-27,59.88372
2022-04-28,53.19767
2022-04-29,49.1279
2022-04-30,16.56976
2022-05-01,13.37209
2022-05-02,56.39534
2022-05-03,42.73255
2022-05-04,32.26744
2022-05-05,9.88372
2022-05-06,27.03488
2022-05-07,6.39534
2022-05-08,10.75581
2022-05-09,40.69767
2022-05-10,41.27906
2022-05-11,36.3372
2022-05-12,39.53488
2022-05-13,36.9186
2022-05-14,11.9186
2022-05-15,10.17441
2022-05-16,36.9186
2022-05-17,43.60465
2022-05-18,43.02325
2022-05-19,38.66279
2022-05-20,27.03488
2022-05-21,5.81395
2022-05-22,8.72093
2022-05-23,34.30232
2022-05-24,36.9186
2022-05-25,36.6279
2022-05-26,32.55813
2022-05-27,29.06976
2022-05-28,6.68604
2022-05-29,10.46511
2022-05-30,36.9186
2022-05-31,33.13953
2022-06-01,11.9186
2022-06-02,35.75581
2022-06-03,31.10465
2022-06-04,6.68604
2022-06-05,6.68604
2022-06-06,16.56976
2022-06-07,40.98837
2022-06-08,43.31395
2022-06-09,43.31395
2022-06-10,39.53488
2022-06-11,9.01162
2022-06-12,12.2093
2022-06-13,43.60465
2022-06-14,43.89534
2022-06-15,37.5
2022-06-16,41.86046
2022-06-17,28.77906
2022-06-18,7.84883
2022-06-19,9.88372
2022-06-20,40.11627
2022-06-21,43.60465
2022-06-22,38.66279
2022-06-23,29.94186
2022-06-24,33.43023
2022-06-25,9.30232
2022-06-26,7.55813
2022-06-27,36.6279
2022-06-28,42.15116
2022-06-29,41.86046
2022-06-30,32.84883
2022-07-01,31.68604
2022-07-02,7.84883
2022-07-03,8.43023
2022-07-04,30.52325
2022-07-05,27.61627
2022-07-06,28.48837
2022-07-07,28.19767
2022-07-08,22.67441
2022-07-09,4.65116
2022-07-10,8.43023
2022-07-11,31.39534
2022-07-12,31.10465
2022-07-13,29.65116
2022-07-14,25.58139
2022-07-15,25.29069
2022-07-16,8.72093
2022-07-17,11.04651
2022-07-18,38.37209
2022-07-19,32.26744
2022-07-20,29.65116
2022-07-21,32.55813
2022-07-22,29.65116
2022-07-23,10.46511
2022-07-24,7.84883
2022-07-25,39.82558
2022-07-26,35.75581
2022-07-27,32.84883
2022-07-28,31.39534
2022-07-29,26.45348
2022-07-30,7.26744
2022-07-31,9.88372
2022-08-01,29.06976
2022-08-02,31.10465
2022-08-03,30.81395
2022-08-04,20.93023
2022-08-05,21.80232
2022-08-06,10.75581
2022-08-07,12.5
2022-08-08,31.10465
2022-08-09,29.06976
2022-08-10,33.13953
2022-08-11,34.59302
2022-08-12,26.16279
2022-08-13,9.59302
2022-08-14,6.68604
2022-08-15,13.08139
2022-08-16,29.94186
2022-08-17,29.36046
2022-08-18,33.43023
2022-08-19,23.54651
2022-08-20,10.75581
2022-08-21,10.17441
2022-08-22,36.6279
2022-08-23,33.43023
2022-08-24,33.43023
2022-08-25,33.43023
2022-08-26,26.16279
2022-08-27,10.75581
2022-08-28,6.97674
2022-08-29,36.3372
2022-08-30,32.84883
2022-08-31,33.72093
2022-09-01,25.58139
2022-09-02,32.26744
2022-09-03,6.68604
2022-09-04,7.55813
2022-09-05,36.9186
2022-09-06,27.90697
2022-09-07,27.90697
2022-09-08,18.60465
2022-09-09,6.10465
2022-09-10,5.23255
2022-09-11,3.77906
2022-09-12,11.3372
2022-09-13,38.37209
2022-09-14,37.5
2022-09-15,38.95348
2022-09-16,33.13953
2022-09-17,10.17441
2022-09-18,6.68604
2022-09-19,35.17441
2022-09-20,36.9186
2022-09-21,38.66279
2022-09-22,38.95348
2022-09-23,32.84883
2022-09-24,11.04651
2022-09-25,9.59302
2022-09-26,35.75581
2022-09-27,36.6279
2022-09-28,47.67441
2022-09-29,32.84883
2022-09-30,26.16279
2022-10-01,6.97674
2022-10-02,5.23255
2022-10-03,10.75581
2022-10-04,34.01162
2022-10-05,28.77906
2022-10-06,29.36046
2022-10-07,20.93023
2022-10-08,3.19767
2022-10-09,4.06976
2022-10-10,7.55813
2022-10-11,29.36046
2022-10-12,28.19767
2022-10-13,27.61627
2022-10-14,28.77906
2022-10-15,7.55813
2022-10-16,6.97674
2022-10-17,24.4186
2022-10-18,27.32558
2022-10-19,27.32558
2022-10-20,18.60465
2022-10-21,23.25581
2022-10-22,5.52325
2022-10-23,8.72093
2022-10-24,18.60465
2022-10-25,27.03488
2022-10-26,28.48837
2022-10-27,23.8372
2022-10-28,20.05813
2022-10-29,7.55813
2022-10-30,8.72093
2022-10-31,25.87209
2022-11-01,21.22093
2022-11-02,21.80232
2022-11-03,25.58139
2022-11-04,21.22093
2022-11-05,8.43023
2022-11-06,2.03488
2022-11-07,28.48837
2022-11-08,24.4186
2022-11-09,22.96511
2022-11-10,26.16279
2022-11-11,27.61627
2022-11-12,7.84883
2022-11-13,5.23255
2022-11-14,26.74418
2022-11-15,27.61627
2022-11-16,27.32558
2022-11-17,26.74418
2022-11-18,24.1279
2022-11-19,6.68604
2022-11-20,7.26744
2022-11-21,29.94186
2022-11-22,30.23255
2022-11-23,31.97674
2022-11-24,22.96511
2022-11-25,23.25581
2022-11-26,9.30232
2022-11-27,8.13953
2022-11-28,30.23255
2022-11-29,27.90697
2022-11-30,30.52325
2022-12-01,27.03488
2022-12-02,22.38372
2022-12-03,4.06976
2022-12-04,5.23255
2022-12-05,20.34883
2022-12-06,27.61627
2022-12-07,29.65116
2022-12-08,26.16279
2022-12-09,25.29069
2022-12-10,8.13953
2022-12-11,7.55813
2022-12-12,29.65116
2022-12-13,27.32558
2022-12-14,24.7093
2022-12-15,28.19767
2022-12-16,26.74418
2022-12-17,10.17441
2022-12-18,10.17441
2022-12-19,25.58139
2022-12-20,25.58139
2022-12-21,19.18604
2022-12-22,25.58139
2022-12-23,24.7093
2022-12-24,19.76744
2022-12-25,11.9186
2022-12-26,31.39534
2022-12-27,33.43023
2022-12-28,30.81395
2022-12-29,25.58139
2022-12-30,19.18604
2022-12-31,9.30232
2023-01-01,11.3372
2023-01-02,28.19767
2023-01-03,34.01162
2023-01-04,34.30232
2023-01-05,29.06976
2023-01-06,22.67441
2023-01-07,8.72093
2023-01-08,8.13953
2023-01-09,35.17441
2023-01-10,35.46511
2023-01-11,26.74418
2023-01-12,33.13953
2023-01-13,26.74418
2023-01-14,8.72093
2023-01-15,5.52325
2023-01-16,27.90697
2023-01-17,30.23255
2023-01-18,26.16279
2023-01-19,23.8372
2023-01-20,20.63953
2023-01-21,10.17441
2023-01-22,2.32558
2023-01-23,4.36046
2023-01-24,12.5
2023-01-25,31.10465
2023-01-26,31.97674
2023-01-27,29.06976
2023-01-28,9.59302
2023-01-29,8.43023
2023-01-30,41.56976
2023-01-31,31.68604
2023-02-01,34.01162
2023-02-02,30.23255
2023-02-03,22.67441
2023-02-04,6.97674
2023-02-05,12.2093
2023-02-06,29.94186
2023-02-07,34.01162
2023-02-08,27.32558
2023-02-09,29.94186
2023-02-10,30.81395
2023-02-11,13.37209
2023-02-12,17.73255
2023-02-13,39.24418
2023-02-14,40.40697
2023-02-15,40.98837
2023-02-16,33.72093
2023-02-17,30.52325
2023-02-18,9.01162
2023-02-19,8.43023
2023-02-20,40.69767
2023-02-21,37.2093
2023-02-22,36.6279
2023-02-23,39.24418
2023-02-24,34.59302
2023-02-25,10.46511
2023-02-26,9.88372
2023-02-27,31.68604
2023-02-28,32.26744
2023-03-01,8.72093
2023-03-02,38.66279
2023-03-03,33.72093
2023-03-04,11.04651
2023-03-05,12.79069
2023-03-06,38.37209
2023-03-07,39.53488
2023-03-08,34.59302
2023-03-09,34.88372
2023-03-10,28.48837
2023-03-11,7.26744
2023-03-12,8.13953
2023-03-13,31.10465
2023-03-14,32.84883
2023-03-15,34.59302
2023-03-16,36.04651
2023-03-17,36.3372
2023-03-18,9.01162
2023-03-19,10.17441
2023-03-20,37.79069
2023-03-21,36.04651
2023-03-22,34.30232
2023-03-23,36.6279
2023-03-24,28.48837
2023-03-25,6.39534
2023-03-26,8.72093
2023-03-27,33.72093
2023-03-28,29.94186
2023-03-29,29.94186
2023-03-30,33.13953
2023-03-31,26.16279
2023-04-01,5.81395
2023-04-02,7.55813
2023-04-03,27.90697
2023-04-04,38.95348
2023-04-05,35.75581
2023-04-06,35.46511
2023-04-07,32.84883
2023-04-08,7.55813
2023-04-09,6.10465
2023-04-10,36.04651
2023-04-11,38.95348
2023-04-12,38.95348
2023-04-13,36.9186
2023-04-14,32.26744
2023-04-15,8.72093
2023-04-16,7.26744
2023-04-17,34.01162
2023-04-18,44.18604
2023-04-19,36.04651
2023-04-20,34.59302
2023-04-21,32.26744
2023-04-22,8.43023
2023-04-23,13.37209
2023-04-24,47.96511
2023-04-25,49.7093
2023-04-26,47.09302
2023-04-27,45.93023
2023-04-28,41.27906
2023-04-29,5.81395
2023-04-30,11.04651
2023-05-01,16.27906
2023-05-02,40.11627
2023-05-03,31.10465
2023-05-04,28.48837
2023-05-05,7.55813
2023-05-06,7.26744
2023-05-07,6.39534
2023-05-08,31.10465
2023-05-09,32.26744
2023-05-10,34.88372
2023-05-11,38.37209
2023-05-12,32.26744
2023-05-13,12.2093
2023-05-14,7.84883
2023-05-15,31.97674
2023-05-16,43.31395
2023-05-17,38.37209
2023-05-18,30.81395
2023-05-19,27.32558
2023-05-20,9.59302
2023-05-21,12.5
2023-05-22,38.95348
2023-05-23,34.88372
2023-05-24,30.52325
2023-05-25,32.26744
2023-05-26,25.87209
2023-05-27,7.26744
2023-05-28,9.30232
2023-05-29,13.66279
2023-05-30,31.39534
