date,월세지원금
2020-12-15,5.16997
2020-12-16,4.92209
2020-12-17,5.02832
2020-12-18,5.5949
2020-12-19,3.71813
2020-12-20,5.34702
2020-12-21,8.78186
2020-12-22,11.8626
2020-12-23,11.93342
2020-12-24,11.04815
2020-12-25,7.82577
2020-12-26,7.50708
2020-12-27,8.92351
2020-12-28,11.82719
2020-12-29,11.93342
2020-12-30,8.95892
2020-12-31,6.2677
2021-01-01,5.84277
2021-01-02,6.09065
2021-01-03,6.51558
2021-01-04,9.95042
2021-01-05,9.20679
2021-01-06,9.49008
2021-01-07,8.39235
2021-01-08,7.33002
2021-01-09,4.88668
2021-01-10,6.01983
2021-01-11,11.40226
2021-01-12,9.84419
2021-01-13,7.08215
2021-01-14,7.8966
2021-01-15,8.74645
2021-01-16,4.9575
2021-01-17,4.63881
2021-01-18,8.8881
2021-01-19,9.77337
2021-01-20,8.78186
2021-01-21,7.68413
2021-01-22,6.44475
2021-01-23,3.61189
2021-01-24,4.78045
2021-01-25,7.08215
2021-01-26,5.77195
2021-01-27,5.48866
2021-01-28,6.16147
2021-01-29,5.16997
2021-01-30,3.68271
2021-01-31,4.10764
2021-02-01,6.79886
2021-02-02,6.05524
2021-02-03,5.55949
2021-02-04,5.5949
2021-02-05,4.9575
2021-02-06,3.966
2021-02-07,3.11614
2021-02-08,4.00141
2021-02-09,6.09065
2021-02-10,3.966
2021-02-11,3.08073
2021-02-12,3.22237
2021-02-13,2.83286
2021-02-14,4.2847
2021-02-15,5.52407
2021-02-16,4.49716
2021-02-17,7.5779
2021-02-18,5.84277
2021-02-19,5.45325
2021-02-20,4.00141
2021-02-21,3.75354
2021-02-22,6.83427
2021-02-23,5.80736
2021-02-24,5.34702
2021-02-25,6.30311
2021-02-26,4.53257
2021-02-27,3.22237
2021-02-28,3.61189
2021-03-01,3.93059
2021-03-02,6.69263
2021-03-03,8.53399
2021-03-04,4.9575
2021-03-05,5.2762
2021-03-06,3.32861
2021-03-07,2.86827
2021-03-08,5.55949
2021-03-09,5.20538
2021-03-10,6.37393
2021-03-11,4.92209
2021-03-12,3.966
2021-03-13,2.93909
2021-03-14,2.54957
2021-03-15,5.13456
2021-03-16,4.21388
2021-03-17,4.14305
2021-03-18,3.36402
2021-03-19,3.966
2021-03-20,2.90368
2021-03-21,4.07223
2021-03-22,4.78045
2021-03-23,4.56798
2021-03-24,3.57648
2021-03-25,4.07223
2021-03-26,3.89518
2021-03-27,3.68271
2021-03-28,3.15155
2021-03-29,5.13456
2021-03-30,4.70963
2021-03-31,5.91359
2021-04-01,3.71813
2021-04-02,4.42634
2021-04-03,2.79745
2021-04-04,2.76203
2021-04-05,4.46175
2021-04-06,4.49716
2021-04-07,4.56798
2021-04-08,3.75354
2021-04-09,3.78895
2021-04-10,3.54107
2021-04-11,3.36402
2021-04-12,4.49716
2021-04-13,4.17847
2021-04-14,3.78895
2021-04-15,4.39093
2021-04-16,3.75354
2021-04-17,2.86827
2021-04-18,2.40793
2021-04-19,4.39093
2021-04-20,3.75354
2021-04-21,3.57648
2021-04-22,3.11614
2021-04-23,4.24929
2021-04-24,2.05382
2021-04-25,1.91218
2021-04-26,3.57648
2021-04-27,2.86827
2021-04-28,2.44334
2021-04-29,2.9745
2021-04-30,3.00991
2021-05-01,2.47875
2021-05-02,2.76203
2021-05-03,4.00141
2021-05-04,3.78895
2021-05-05,3.22237
2021-05-06,4.07223
2021-05-07,3.11614
2021-05-08,2.47875
2021-05-09,2.47875
2021-05-10,4.17847
2021-05-11,4.2847
2021-05-12,4.2847
2021-05-13,3.36402
2021-05-14,4.46175
2021-05-15,2.79745
2021-05-16,2.51416
2021-05-17,3.6473
2021-05-18,4.35552
2021-05-19,3.15155
2021-05-20,5.02832
2021-05-21,3.57648
2021-05-22,3.08073
2021-05-23,2.19546
2021-05-24,5.45325
2021-05-25,4.70963
2021-05-26,4.42634
2021-05-27,4.35552
2021-05-28,3.25779
2021-05-29,1.94759
2021-05-30,2.86827
2021-05-31,5.45325
2021-06-01,3.966
2021-06-02,3.68271
2021-06-03,2.72662
2021-06-04,2.47875
2021-06-05,1.31019
2021-06-06,1.84135
2021-06-07,4.00141
2021-06-08,3.00991
2021-06-09,3.00991
2021-06-10,2.08923
2021-06-11,2.51416
2021-06-12,1.91218
2021-06-13,1.69971
2021-06-14,2.08923
2021-06-15,2.69121
2021-06-16,2.33711
2021-06-17,2.01841
2021-06-18,2.40793
2021-06-19,0.9915
2021-06-20,1.52266
2021-06-21,2.76203
2021-06-22,2.69121
2021-06-23,2.58498
2021-06-24,1.91218
2021-06-25,2.79745
2021-06-26,1.02691
2021-06-27,1.38101
2021-06-28,2.83286
2021-06-29,2.47875
2021-06-30,2.16005
2021-07-01,2.90368
2021-07-02,2.33711
2021-07-03,1.52266
2021-07-04,1.55807
2021-07-05,2.86827
2021-07-06,2.76203
2021-07-07,2.90368
2021-07-08,2.33711
2021-07-09,2.40793
2021-07-10,1.59348
2021-07-11,0.92067
2021-07-12,2.33711
2021-07-13,2.90368
2021-07-14,2.6558
2021-07-15,2.33711
2021-07-16,2.26628
2021-07-17,1.31019
2021-07-18,1.41643
2021-07-19,2.33711
2021-07-20,2.58498
2021-07-21,2.26628
2021-07-22,2.12464
2021-07-23,2.01841
2021-07-24,1.77053
2021-07-25,2.47875
2021-07-26,3.36402
2021-07-27,3.43484
2021-07-28,3.2932
2021-07-29,3.04532
2021-07-30,2.05382
2021-07-31,2.37252
2021-08-01,1.91218
2021-08-02,3.32861
2021-08-03,4.21388
2021-08-04,3.54107
2021-08-05,4.53257
2021-08-06,2.37252
2021-08-07,2.12464
2021-08-08,1.48725
2021-08-09,4.10764
2021-08-10,6.97592
2021-08-11,5.16997
2021-08-12,2.90368
2021-08-13,2.72662
2021-08-14,2.26628
2021-08-15,2.33711
2021-08-16,2.30169
2021-08-17,2.9745
2021-08-18,3.6473
2021-08-19,3.39943
2021-08-20,2.58498
2021-08-21,1.94759
2021-08-22,1.69971
2021-08-23,2.40793
2021-08-24,3.18696
2021-08-25,2.08923
2021-08-26,6.2677
2021-08-27,4.74504
2021-08-28,2.26628
2021-08-29,2.86827
2021-08-30,5.63031
2021-08-31,5.80736
2021-09-01,4.92209
2021-09-02,4.63881
2021-09-03,3.36402
2021-09-04,2.33711
2021-09-05,2.6558
2021-09-06,5.48866
2021-09-07,3.966
2021-09-08,4.49716
2021-09-09,3.93059
2021-09-10,3.22237
2021-09-11,2.62039
2021-09-12,2.16005
2021-09-13,3.11614
2021-09-14,3.11614
2021-09-15,3.18696
2021-09-16,3.54107
2021-09-17,2.54957
2021-09-18,1.62889
2021-09-19,1.23937
2021-09-20,1.31019
2021-09-21,1.87677
2021-09-22,2.33711
2021-09-23,3.36402
2021-09-24,3.25779
2021-09-25,3.22237
2021-09-26,2.9745
2021-09-27,3.93059
2021-09-28,3.2932
2021-09-29,3.43484
2021-09-30,3.00991
2021-10-01,2.93909
2021-10-02,1.84135
2021-10-03,1.06232
2021-10-04,1.87677
2021-10-05,2.33711
2021-10-06,2.93909
2021-10-07,1.94759
2021-10-08,2.69121
2021-10-09,1.02691
2021-10-10,1.31019
2021-10-11,1.13314
2021-10-12,1.87677
2021-10-13,1.73512
2021-10-14,2.58498
2021-10-15,2.54957
2021-10-16,1.73512
2021-10-17,1.31019
2021-10-18,2.40793
2021-10-19,1.94759
2021-10-20,1.41643
2021-10-21,1.73512
2021-10-22,1.80594
2021-10-23,0.92067
2021-10-24,1.27478
2021-10-25,1.62889
2021-10-26,1.84135
2021-10-27,1.20396
2021-10-28,1.27478
2021-10-29,1.3456
2021-10-30,1.02691
2021-10-31,1.16855
2021-11-01,1.73512
2021-11-02,1.62889
2021-11-03,1.77053
2021-11-04,2.08923
2021-11-05,2.47875
2021-11-06,1.31019
2021-11-07,1.09773
2021-11-08,1.41643
2021-11-09,1.6643
2021-11-10,1.59348
2021-11-11,1.38101
2021-11-12,1.73512
2021-11-13,1.27478
2021-11-14,1.38101
2021-11-15,2.30169
2021-11-16,1.52266
2021-11-17,2.05382
2021-11-18,1.38101
2021-11-19,1.69971
2021-11-20,1.06232
2021-11-21,0.92067
2021-11-22,1.02691
2021-11-23,1.77053
2021-11-24,1.20396
2021-11-25,1.91218
2021-11-26,2.16005
2021-11-27,1.31019
2021-11-28,0.77903
2021-11-29,1.55807
2021-11-30,1.91218
2021-12-01,1.48725
2021-12-02,1.84135
2021-12-03,1.23937
2021-12-04,0.92067
2021-12-05,1.23937
2021-12-06,2.47875
2021-12-07,1.983
2021-12-08,2.16005
2021-12-09,1.84135
2021-12-10,1.62889
2021-12-11,1.13314
2021-12-12,1.38101
2021-12-13,2.16005
2021-12-14,1.62889
2021-12-15,1.983
2021-12-16,1.45184
2021-12-17,1.48725
2021-12-18,1.20396
2021-12-19,1.20396
2021-12-20,2.51416
2021-12-21,1.94759
2021-12-22,1.31019
2021-12-23,1.6643
2021-12-24,1.52266
2021-12-25,0.88526
2021-12-26,0.49575
2021-12-27,2.12464
2021-12-28,1.91218
2021-12-29,1.55807
2021-12-30,2.26628
2021-12-31,1.62889
2022-01-01,1.09773
2022-01-02,2.33711
2022-01-03,3.61189
2022-01-04,2.86827
2022-01-05,2.19546
2022-01-06,2.72662
2022-01-07,2.44334
2022-01-08,1.62889
2022-01-09,1.84135
2022-01-10,2.6558
2022-01-11,2.01841
2022-01-12,1.62889
2022-01-13,1.80594
2022-01-14,1.87677
2022-01-15,1.52266
2022-01-16,1.73512
2022-01-17,2.26628
2022-01-18,2.12464
2022-01-19,2.19546
2022-01-20,2.6558
2022-01-21,2.40793
2022-01-22,1.27478
2022-01-23,0.81444
2022-01-24,2.86827
2022-01-25,3.89518
2022-01-26,5.66572
2022-01-27,2.9745
2022-01-28,2.08923
2022-01-29,1.59348
2022-01-30,0.95609
2022-01-31,1.09773
2022-02-01,2.01841
2022-02-02,1.59348
2022-02-03,3.11614
2022-02-04,1.80594
2022-02-05,1.55807
2022-02-06,1.80594
2022-02-07,2.76203
2022-02-08,3.39943
2022-02-09,3.18696
2022-02-10,3.2932
2022-02-11,2.6558
2022-02-12,1.45184
2022-02-13,1.48725
2022-02-14,3.04532
2022-02-15,3.22237
2022-02-16,2.72662
2022-02-17,2.26628
2022-02-18,3.71813
2022-02-19,2.69121
2022-02-20,1.31019
2022-02-21,3.50566
2022-02-22,3.50566
2022-02-23,4.70963
2022-02-24,4.53257
2022-02-25,4.21388
2022-02-26,1.62889
2022-02-27,2.40793
2022-02-28,3.43484
2022-03-01,2.08923
2022-03-02,3.966
2022-03-03,3.32861
2022-03-04,3.18696
2022-03-05,1.77053
2022-03-06,1.94759
2022-03-07,3.39943
2022-03-08,2.37252
2022-03-09,1.84135
2022-03-10,2.62039
2022-03-11,1.69971
2022-03-12,1.94759
2022-03-13,1.62889
2022-03-14,3.2932
2022-03-15,3.04532
2022-03-16,2.58498
2022-03-17,2.19546
2022-03-18,3.11614
2022-03-19,1.48725
2022-03-20,1.13314
2022-03-21,2.40793
2022-03-22,2.72662
2022-03-23,2.23087
2022-03-24,2.26628
2022-03-25,2.19546
2022-03-26,1.20396
2022-03-27,1.59348
2022-03-28,2.58498
2022-03-29,2.16005
2022-03-30,2.16005
2022-03-31,2.16005
2022-04-01,1.983
2022-04-02,2.05382
2022-04-03,1.31019
2022-04-04,2.69121
2022-04-05,2.9745
2022-04-06,2.33711
2022-04-07,2.12464
2022-04-08,2.01841
2022-04-09,1.38101
2022-04-10,0.84985
2022-04-11,2.05382
2022-04-12,1.73512
2022-04-13,1.73512
2022-04-14,1.23937
2022-04-15,0.70821
2022-04-16,1.16855
2022-04-17,0.84985
2022-04-18,1.62889
2022-04-19,2.16005
2022-04-20,1.52266
2022-04-21,5.02832
2022-04-22,4.32011
2022-04-23,1.94759
2022-04-24,1.59348
2022-04-25,2.76203
2022-04-26,1.87677
2022-04-27,2.30169
2022-04-28,1.87677
2022-04-29,1.59348
2022-04-30,0.88526
2022-05-01,1.09773
2022-05-02,2.86827
2022-05-03,1.983
2022-05-04,1.87677
2022-05-05,1.16855
2022-05-06,1.69971
2022-05-07,1.45184
2022-05-08,1.16855
2022-05-09,2.69121
2022-05-10,1.87677
2022-05-11,1.77053
2022-05-12,2.12464
2022-05-13,1.91218
2022-05-14,1.20396
2022-05-15,1.20396
2022-05-16,1.94759
2022-05-17,2.05382
2022-05-18,2.72662
2022-05-19,2.33711
2022-05-20,2.37252
2022-05-21,0.95609
2022-05-22,1.20396
2022-05-23,2.08923
2022-05-24,2.01841
2022-05-25,1.48725
2022-05-26,1.94759
2022-05-27,1.91218
2022-05-28,0.81444
2022-05-29,1.41643
2022-05-30,2.40793
2022-05-31,2.93909
2022-06-01,1.20396
2022-06-02,2.44334
2022-06-03,2.01841
2022-06-04,0.88526
2022-06-05,0.9915
2022-06-06,1.09773
2022-06-07,2.33711
2022-06-08,2.12464
2022-06-09,2.26628
2022-06-10,1.983
2022-06-11,1.48725
2022-06-12,1.87677
2022-06-13,1.84135
2022-06-14,1.62889
2022-06-15,1.52266
2022-06-16,1.52266
2022-06-17,1.09773
2022-06-18,1.09773
2022-06-19,1.20396
2022-06-20,2.9745
2022-06-21,2.33711
2022-06-22,2.26628
2022-06-23,1.59348
2022-06-24,2.62039
2022-06-25,0.81444
2022-06-26,1.6643
2022-06-27,3.04532
2022-06-28,3.6473
2022-06-29,5.77195
2022-06-30,3.25779
2022-07-01,2.40793
2022-07-02,1.3456
2022-07-03,1.20396
2022-07-04,2.6558
2022-07-05,2.6558
2022-07-06,2.16005
2022-07-07,1.94759
2022-07-08,1.62889
2022-07-09,0.84985
2022-07-10,1.09773
2022-07-11,1.94759
2022-07-12,2.01841
2022-07-13,1.45184
2022-07-14,1.6643
2022-07-15,1.73512
2022-07-16,0.6728
2022-07-17,1.38101
2022-07-18,1.55807
2022-07-19,2.51416
2022-07-20,2.40793
2022-07-21,1.94759
2022-07-22,1.87677
2022-07-23,0.74362
2022-07-24,0.6728
2022-07-25,2.01841
2022-07-26,1.80594
2022-07-27,1.20396
2022-07-28,1.62889
2022-07-29,1.20396
2022-07-30,0.9915
2022-07-31,1.52266
2022-08-01,3.89518
2022-08-02,3.39943
2022-08-03,2.69121
2022-08-04,2.90368
2022-08-05,1.38101
2022-08-06,2.23087
2022-08-07,1.55807
2022-08-08,2.26628
2022-08-09,1.80594
2022-08-10,2.40793
2022-08-11,2.40793
2022-08-12,1.84135
2022-08-13,1.59348
2022-08-14,1.6643
2022-08-15,1.20396
2022-08-16,2.58498
2022-08-17,4.35552
2022-08-18,7.50708
2022-08-19,4.78045
2022-08-20,2.19546
2022-08-21,3.04532
2022-08-22,9.98583
2022-08-23,8.35694
2022-08-24,7.82577
2022-08-25,5.55949
2022-08-26,6.37393
2022-08-27,2.23087
2022-08-28,2.76203
2022-08-29,4.2847
2022-08-30,4.00141
2022-08-31,4.67422
2022-09-01,3.89518
2022-09-02,2.47875
2022-09-03,1.983
2022-09-04,1.69971
2022-09-05,3.08073
2022-09-06,3.71813
2022-09-07,2.69121
2022-09-08,1.91218
2022-09-09,1.73512
2022-09-10,1.62889
2022-09-11,1.91218
2022-09-12,1.91218
2022-09-13,3.36402
2022-09-14,3.50566
2022-09-15,2.86827
2022-09-16,2.01841
2022-09-17,1.52266
2022-09-18,1.59348
2022-09-19,2.54957
2022-09-20,2.23087
2022-09-21,2.37252
2022-09-22,2.47875
2022-09-23,1.48725
2022-09-24,1.09773
2022-09-25,1.55807
2022-09-26,2.33711
2022-09-27,2.26628
2022-09-28,2.19546
2022-09-29,2.16005
2022-09-30,3.71813
2022-10-01,4.2847
2022-10-02,3.71813
2022-10-03,4.42634
2022-10-04,6.05524
2022-10-05,4.9575
2022-10-06,6.90509
2022-10-07,5.70113
2022-10-08,3.54107
2022-10-09,4.42634
2022-10-10,5.16997
2022-10-11,9.13597
2022-10-12,8.53399
2022-10-13,8.46317
2022-10-14,7.79036
2022-10-15,4.92209
2022-10-16,4.92209
2022-10-17,7.01133
2022-10-18,7.22379
2022-10-19,7.33002
2022-10-20,8.46317
2022-10-21,9.06515
2022-10-22,5.13456
2022-10-23,5.48866
2022-10-24,9.13597
2022-10-25,8.81728
2022-10-26,7.15297
2022-10-27,6.90509
2022-10-28,6.2677
2022-10-29,4.10764
2022-10-30,4.85127
2022-10-31,7.64872
2022-11-01,9.13597
2022-11-02,9.2422
2022-11-03,6.83427
2022-11-04,7.82577
2022-11-05,4.85127
2022-11-06,5.16997
2022-11-07,7.71954
2022-11-08,7.71954
2022-11-09,6.72804
2022-11-10,6.9405
2022-11-11,6.44475
2022-11-12,3.966
2022-11-13,4.49716
2022-11-14,7.47167
2022-11-15,6.55099
2022-11-16,6.65722
2022-11-17,6.19688
2022-11-18,6.44475
2022-11-19,3.93059
2022-11-20,4.85127
2022-11-21,7.11756
2022-11-22,7.15297
2022-11-23,7.93201
2022-11-24,6.62181
2022-11-25,11.15439
2022-11-26,4.42634
2022-11-27,4.42634
2022-11-28,8.35694
2022-11-29,6.55099
2022-11-30,7.2592
2022-12-01,6.69263
2022-12-02,6.12606
2022-12-03,4.85127
2022-12-04,4.56798
2022-12-05,7.04674
2022-12-06,7.50708
2022-12-07,8.92351
2022-12-08,7.5779
2022-12-09,6.86968
2022-12-10,4.21388
2022-12-11,5.52407
2022-12-12,7.22379
2022-12-13,9.52549
2022-12-14,7.22379
2022-12-15,7.75495
2022-12-16,7.22379
2022-12-17,5.2762
2022-12-18,4.53257
2022-12-19,7.29461
2022-12-20,8.28611
2022-12-21,7.93201
2022-12-22,8.03824
2022-12-23,9.45467
2022-12-24,5.87818
2022-12-25,4.9575
2022-12-26,8.49858
2022-12-27,8.07365
2022-12-28,9.10056
2022-12-29,9.31303
2022-12-30,6.9405
2022-12-31,7.04674
2023-01-01,4.78045
2023-01-02,9.80878
2023-01-03,10.69405
2023-01-04,8.39235
2023-01-05,10.1983
2023-01-06,9.31303
2023-01-07,6.69263
2023-01-08,7.22379
2023-01-09,8.5694
2023-01-10,10.62322
2023-01-11,9.77337
2023-01-12,9.06515
2023-01-13,7.04674
2023-01-14,4.78045
2023-01-15,4.99291
2023-01-16,8.21529
2023-01-17,10.02124
2023-01-18,8.46317
2023-01-19,7.11756
2023-01-20,7.47167
2023-01-21,4.63881
2023-01-22,5.16997
2023-01-23,5.55949
2023-01-24,5.70113
2023-01-25,12.5
2023-01-26,11.11898
2023-01-27,10.48158
2023-01-28,7.8966
2023-01-29,7.5779
2023-01-30,12.35835
2023-01-31,11.8626
2023-02-01,11.26062
2023-02-02,10.05665
2023-02-03,8.92351
2023-02-04,6.76345
2023-02-05,7.5779
2023-02-06,11.29603
2023-02-07,10.48158
2023-02-08,9.10056
2023-02-09,9.45467
2023-02-10,10.33994
2023-02-11,6.86968
2023-02-12,7.61331
2023-02-13,11.65014
2023-02-14,9.45467
2023-02-15,11.26062
2023-02-16,10.72946
2023-02-17,8.46317
2023-02-18,7.01133
2023-02-19,5.52407
2023-02-20,9.73796
2023-02-21,9.66713
2023-02-22,9.66713
2023-02-23,10.48158
2023-02-24,14.76628
2023-02-25,14.66005
2023-02-26,7.96742
2023-02-27,12.53541
2023-02-28,11.75637
2023-03-01,10.09206
2023-03-02,13.10198
2023-03-03,9.8796
2023-03-04,7.64872
2023-03-05,8.07365
2023-03-06,11.15439
2023-03-07,10.41076
2023-03-08,9.95042
2023-03-09,10.05665
2023-03-10,8.5694
2023-03-11,6.12606
2023-03-12,6.86968
2023-03-13,9.2422
2023-03-14,8.67563
2023-03-15,8.8881
2023-03-16,9.77337
2023-03-17,8.17988
2023-03-18,6.30311
2023-03-19,6.79886
2023-03-20,10.72946
2023-03-21,9.63172
2023-03-22,9.13597
2023-03-23,8.64022
2023-03-24,12.03966
2023-03-25,8.35694
2023-03-26,6.40934
2023-03-27,9.91501
2023-03-28,7.93201
2023-03-29,7.68413
2023-03-30,7.8966
2023-03-31,7.18838
2023-04-01,5.31161
2023-04-02,5.09915
2023-04-03,9.5609
2023-04-04,9.66713
2023-04-05,7.36543
2023-04-06,8.39235
2023-04-07,6.37393
2023-04-08,4.81586
2023-04-09,4.63881
2023-04-10,8.35694
2023-04-11,7.68413
2023-04-12,7.5779
2023-04-13,5.45325
2023-04-14,5.77195
2023-04-15,4.39093
2023-04-16,5.91359
2023-04-17,8.42776
2023-04-18,6.69263
2023-04-19,7.50708
2023-04-20,7.29461
2023-04-21,7.2592
2023-04-22,4.49716
2023-04-23,4.17847
2023-04-24,8.74645
2023-04-25,8.64022
2023-04-26,7.50708
2023-04-27,7.68413
2023-04-28,5.55949
2023-04-29,4.17847
2023-04-30,6.05524
2023-05-01,8.71104
2023-05-02,11.96883
2023-05-03,13.88101
2023-05-04,9.52549
2023-05-05,6.83427
2023-05-06,7.54249
2023-05-07,7.75495
2023-05-08,11.72096
2023-05-09,12.1813
2023-05-10,12.11048
2023-05-11,9.98583
2023-05-12,7.5779
2023-05-13,5.2762
2023-05-14,4.99291
2023-05-15,11.65014
2023-05-16,11.68555
2023-05-17,8.53399
2023-05-18,7.15297
2023-05-19,6.19688
2023-05-20,4.35552
2023-05-21,5.48866
2023-05-22,8.71104
2023-05-23,7.11756
2023-05-24,7.71954
2023-05-25,8.95892
2023-05-26,7.2592
2023-05-27,4.49716
2023-05-28,4.60339
2023-05-29,5.55949
2023-05-30,8.17988
