date,반도체대장주
2023-07-23,6.15006
2023-07-24,8.24108
2023-07-25,8.36408
2023-07-26,18.94218
2023-07-27,30.7503
2023-07-28,19.31119
2023-07-29,11.43911
2023-07-30,10.3321
2023-07-31,11.43911
2023-08-01,15.62115
2023-08-02,8.24108
2023-08-03,9.84009
2023-08-04,5.53505
2023-08-05,3.32103
2023-08-06,3.19803
2023-08-07,7.01107
2023-08-08,8.61008
2023-08-09,6.64206
2023-08-10,6.15006
2023-08-11,5.41205
2023-08-12,2.09102
2023-08-13,1.23001
2023-08-14,5.16605
2023-08-15,4.55104
2023-08-16,6.02706
2023-08-17,7.38007
2023-08-18,8.73308
2023-08-19,4.05904
2023-08-20,4.30504
2023-08-21,5.90405
2023-08-22,8.24108
2023-08-23,5.53505
2023-08-24,8.61008
2023-08-25,4.55104
2023-08-26,2.95202
2023-08-27,2.58302
2023-08-28,2.82902
2023-08-29,5.65805
2023-08-30,7.38007
2023-08-31,5.53505
2023-09-01,9.47109
2023-09-02,6.88806
2023-09-03,5.16605
2023-09-04,6.88806
2023-09-05,9.71709
2023-09-06,7.25707
2023-09-07,8.11808
2023-09-08,7.01107
2023-09-09,1.47601
2023-09-10,1.59901
2023-09-11,5.65805
2023-09-12,5.28905
2023-09-13,4.18204
2023-09-14,7.13407
2023-09-15,6.15006
2023-09-16,2.95202
2023-09-17,2.33702
2023-09-18,6.39606
2023-09-19,4.18204
2023-09-20,4.30504
2023-09-21,2.09102
2023-09-22,2.95202
2023-09-23,0.861
2023-09-24,1.35301
2023-09-25,4.05904
2023-09-26,3.32103
2023-09-27,2.46002
2023-09-28,1.35301
2023-09-30,0.861
2023-10-01,1.35301
2023-10-02,0.861
2023-10-03,2.09102
2023-10-04,3.32103
2023-10-05,5.04305
2023-10-06,2.95202
2023-10-07,1.72201
2023-10-08,1.23001
2023-10-09,2.95202
2023-10-10,3.69003
2023-10-11,4.79704
2023-10-12,5.53505
2023-10-13,6.27306
2023-10-14,2.33702
2023-10-15,2.95202
2023-10-16,2.95202
2023-10-17,6.27306
2023-10-18,6.02706
2023-10-19,4.18204
2023-10-20,4.79704
2023-10-21,2.46002
2023-10-22,3.19803
2023-10-23,4.55104
2023-10-24,4.42804
2023-10-25,7.87207
2023-10-26,7.38007
2023-10-27,6.15006
2023-10-28,3.56703
2023-10-29,3.07503
2023-10-30,5.65805
2023-10-31,7.13407
2023-11-01,7.01107
2023-11-02,14.76014
2023-11-03,10.2091
2023-11-04,7.38007
2023-11-05,5.78105
2023-11-06,14.02214
2023-11-07,13.77613
2023-11-08,11.93111
2023-11-09,9.22509
2023-11-10,9.84009
2023-11-11,4.42804
2023-11-12,5.04305
2023-11-13,7.38007
2023-11-14,7.01107
2023-11-15,10.8241
2023-11-16,9.10209
2023-11-17,5.28905
2023-11-18,4.92004
2023-11-19,3.81303
2023-11-20,9.47109
2023-11-21,10.0861
2023-11-22,8.36408
2023-11-23,6.88806
2023-11-24,5.90405
2023-11-25,4.92004
2023-11-26,7.01107
2023-11-27,5.65805
2023-11-28,6.51906
2023-11-29,8.61008
2023-11-30,8.85608
2023-12-01,9.10209
2023-12-02,7.62607
2023-12-03,5.90405
2023-12-04,6.39606
2023-12-05,4.18204
2023-12-06,6.76506
2023-12-07,5.65805
2023-12-08,10.2091
2023-12-09,4.30504
2023-12-10,7.87207
2023-12-11,9.96309
2023-12-12,16.48216
2023-12-13,17.71217
2023-12-14,12.30012
2023-12-15,10.3321
2023-12-16,6.02706
2023-12-17,7.01107
2023-12-18,10.5781
2023-12-19,11.31611
2023-12-20,9.84009
2023-12-21,11.43911
2023-12-22,14.63714
2023-12-23,6.76506
2023-12-24,5.16605
2023-12-25,8.36408
2023-12-26,8.97908
2023-12-27,13.65313
2023-12-28,11.56211
2023-12-29,8.24108
2023-12-30,6.39606
2023-12-31,10.4551
2024-01-01,11.68511
2024-01-02,24.47724
2024-01-03,15.99015
2024-01-04,16.35916
2024-01-05,10.7011
2024-01-06,6.76506
2024-01-07,5.53505
2024-01-08,10.5781
2024-01-09,15.49815
2024-01-10,8.48708
2024-01-11,9.34809
2024-01-12,6.15006
2024-01-13,3.07503
2024-01-14,4.67404
2024-01-15,13.28413
2024-01-16,9.47109
2024-01-17,10.5781
2024-01-18,8.97908
2024-01-19,17.83517
2024-01-20,13.40713
2024-01-21,10.3321
2024-01-22,22.01722
2024-01-23,20.1722
2024-01-24,15.37515
2024-01-25,21.15621
2024-01-26,10.0861
2024-01-27,7.13407
2024-01-28,7.25707
2024-01-29,8.36408
2024-01-30,8.36408
2024-01-31,8.24108
2024-02-01,5.53505
2024-02-02,9.10209
2024-02-03,4.05904
2024-02-04,5.90405
2024-02-05,6.76506
2024-02-06,8.48708
2024-02-07,5.16605
2024-02-08,13.28413
2024-02-09,5.04305
2024-02-10,7.62607
2024-02-11,6.76506
2024-02-12,6.64206
2024-02-13,13.53013
2024-02-14,16.35916
2024-02-15,12.54612
2024-02-16,15.99015
2024-02-17,16.60516
2024-02-18,11.31611
2024-02-19,11.31611
2024-02-20,14.88314
2024-02-21,23.98523
2024-02-22,17.95817
2024-02-23,19.55719
2024-02-24,10.4551
2024-02-25,8.73308
2024-02-26,16.11316
2024-02-27,11.68511
2024-02-28,14.76014
2024-02-29,20.9102
2024-03-01,20.1722
2024-03-02,17.22017
2024-03-03,17.09717
2024-03-04,20.7872
2024-03-05,22.14022
2024-03-06,19.18819
2024-03-07,18.69618
2024-03-08,29.52029
2024-03-09,33.70233
2024-03-10,24.10824
2024-03-11,12.30012
2024-03-12,11.80811
2024-03-13,13.65313
2024-03-14,11.80811
2024-03-15,7.99507
2024-03-16,4.67404
2024-03-17,5.78105
2024-03-18,8.97908
2024-03-19,8.48708
2024-03-20,8.24108
